Orthogroup	Praq	Pral
OG0000133	Praq.g_00920	Pral.g_00201
OG0000134	Praq.g_00884	Pral.g_00237
OG0000135	Praq.g_00882	Pral.g_00239
OG0000136	Praq.g_00748	Pral.g_00289
OG0000137	Praq.g_00683	Pral.g_00323
OG0000138	Praq.g_00718	Pral.g_00358
OG0000139	Praq.g_00409	Pral.g_00390
OG0000140	Praq.g_00427	Pral.g_00411
OG0000141	Praq.g_00428	Pral.g_00412
OG0000142	Praq.g_00430	Pral.g_00414
OG0000143	Praq.g_00431	Pral.g_00415
OG0000144	Praq.g_00433	Pral.g_00417
OG0000145	Praq.g_00434	Pral.g_00418
OG0000146	Praq.g_00435	Pral.g_00419
OG0000147	Praq.g_00436	Pral.g_00420
OG0000148	Praq.g_00438	Pral.g_00422
OG0000149	Praq.g_01217	Pral.g_01030
OG0000150	Praq.g_01218	Pral.g_01029
OG0000151	Praq.g_01219	Pral.g_01028
OG0000152	Praq.g_01220	Pral.g_01027
OG0000153	Praq.g_01221	Pral.g_01026
OG0000154	Praq.g_01222	Pral.g_01025
OG0000155	Praq.g_01223	Pral.g_01024
OG0000156	Praq.g_01224	Pral.g_01023
OG0000157	Praq.g_01225	Pral.g_01022
OG0000158	Praq.g_01227	Pral.g_01020
OG0000159	Praq.g_01228	Pral.g_01019
OG0000160	Praq.g_01229	Pral.g_01018
OG0000161	Praq.g_01230	Pral.g_01017
OG0000162	Praq.g_01231	Pral.g_01016
OG0000163	Praq.g_01232	Pral.g_01014
OG0000164	Praq.g_01235	Pral.g_01011
OG0000165	Praq.g_01239	Pral.g_01009
OG0000166	Praq.g_01240	Pral.g_01008
OG0000167	Praq.g_01241	Pral.g_01007
OG0000168	Praq.g_01255	Pral.g_01005
OG0000169	Praq.g_01257	Pral.g_01003
OG0000170	Praq.g_01258	Pral.g_01001
OG0000171	Praq.g_01259	Pral.g_01000
OG0000172	Praq.g_01261	Pral.g_00999
OG0000173	Praq.g_01262	Pral.g_00996
OG0000174	Praq.g_01263	Pral.g_00995
OG0000175	Praq.g_01264	Pral.g_00994
OG0000176	Praq.g_01266	Pral.g_00992
OG0000177	Praq.g_01267	Pral.g_00991
OG0000178	Praq.g_01268	Pral.g_00990
OG0000179	Praq.g_01939	Pral.g_00984
OG0000180	Praq.g_01938	Pral.g_00983
OG0000181	Praq.g_01937	Pral.g_00982
OG0000182	Praq.g_01934	Pral.g_00978
OG0000183	Praq.g_01933	Pral.g_00977
OG0000184	Praq.g_01930	Pral.g_00974
OG0000185	Praq.g_01926	Pral.g_00970
OG0000186	Praq.g_01925	Pral.g_00969
OG0000187	Praq.g_01924	Pral.g_00048
OG0000188	Praq.g_01923	Pral.g_00968
OG0000189	Praq.g_01922	Pral.g_00966
OG0000190	Praq.g_01921	Pral.g_00965
OG0000191	Praq.g_01920	Pral.g_00964
OG0000192	Praq.g_01919	Pral.g_00963
OG0000193	Praq.g_01918	Pral.g_00962
OG0000194	Praq.g_01917	Pral.g_00961
OG0000195	Praq.g_01915	Pral.g_00959
OG0000196	Praq.g_01914	Pral.g_00958
OG0000197	Praq.g_01913	Pral.g_00957
OG0000198	Praq.g_01912	Pral.g_00956
OG0000199	Praq.g_01909	Pral.g_00953
OG0000200	Praq.g_01908	Pral.g_00952
OG0000201	Praq.g_01907	Pral.g_00951
OG0000202	Praq.g_01906	Pral.g_00950
OG0000203	Praq.g_01905	Pral.g_00949
OG0000204	Praq.g_01904	Pral.g_00948
OG0000205	Praq.g_01903	Pral.g_00946
OG0000206	Praq.g_01902	Pral.g_00945
OG0000207	Praq.g_01901	Pral.g_00944
OG0000208	Praq.g_01900	Pral.g_00943
OG0000209	Praq.g_01899	Pral.g_00942
OG0000210	Praq.g_01897	Pral.g_00941
OG0000211	Praq.g_01896	Pral.g_00940
OG0000212	Praq.g_01895	Pral.g_00939
OG0000213	Praq.g_01894	Pral.g_00938
OG0000214	Praq.g_01892	Pral.g_00934
OG0000215	Praq.g_01891	Pral.g_00933
OG0000216	Praq.g_01889	Pral.g_00931
OG0000217	Praq.g_01888	Pral.g_00930
OG0000218	Praq.g_01887	Pral.g_00929
OG0000219	Praq.g_01886	Pral.g_00928
OG0000220	Praq.g_01883	Pral.g_00925
OG0000221	Praq.g_01881	Pral.g_00922
OG0000222	Praq.g_01880	Pral.g_00921
OG0000223	Praq.g_01879	Pral.g_00920
OG0000224	Praq.g_01876	Pral.g_00918
OG0000225	Praq.g_01874	Pral.g_00916
OG0000226	Praq.g_01873	Pral.g_00914
OG0000227	Praq.g_01872	Pral.g_00913
OG0000228	Praq.g_01871	Pral.g_00912
OG0000229	Praq.g_01870	Pral.g_00911
OG0000230	Praq.g_01869	Pral.g_00910
OG0000231	Praq.g_01867	Pral.g_00450
OG0000232	Praq.g_01866	Pral.g_00908
OG0000233	Praq.g_01863	Pral.g_00905
OG0000234	Praq.g_01861	Pral.g_00903
OG0000235	Praq.g_01857	Pral.g_00900
OG0000236	Praq.g_01856	Pral.g_00899
OG0000237	Praq.g_01855	Pral.g_00898
OG0000238	Praq.g_01854	Pral.g_00897
OG0000239	Praq.g_01853	Pral.g_00896
OG0000240	Praq.g_01851	Pral.g_00894
OG0000241	Praq.g_01850	Pral.g_00893
OG0000242	Praq.g_01849	Pral.g_00892
OG0000243	Praq.g_01848	Pral.g_00891
OG0000244	Praq.g_01847	Pral.g_00890
OG0000245	Praq.g_01846	Pral.g_00888
OG0000246	Praq.g_01844	Pral.g_00886
OG0000247	Praq.g_01843	Pral.g_00885
OG0000248	Praq.g_01842	Pral.g_00884
OG0000249	Praq.g_01841	Pral.g_00883
OG0000250	Praq.g_01840	Pral.g_00882
OG0000251	Praq.g_01839	Pral.g_00881
OG0000252	Praq.g_01838	Pral.g_00880
OG0000253	Praq.g_01837	Pral.g_00879
OG0000254	Praq.g_01835	Pral.g_00877
OG0000255	Praq.g_01834	Pral.g_00875
OG0000256	Praq.g_01831	Pral.g_00872
OG0000257	Praq.g_01829	Pral.g_00871
OG0000258	Praq.g_01828	Pral.g_00870
OG0000259	Praq.g_01827	Pral.g_00869
OG0000260	Praq.g_01826	Pral.g_00868
OG0000261	Praq.g_01825	Pral.g_00867
OG0000262	Praq.g_01824	Pral.g_00866
OG0000263	Praq.g_01823	Pral.g_00865
OG0000264	Praq.g_01821	Pral.g_00863
OG0000265	Praq.g_01820	Pral.g_00862
OG0000266	Praq.g_01819	Pral.g_00861
OG0000267	Praq.g_01817	Pral.g_00859
OG0000268	Praq.g_01816	Pral.g_00857
OG0000269	Praq.g_01815	Pral.g_00856
OG0000270	Praq.g_01814	Pral.g_00855
OG0000271	Praq.g_01813	Pral.g_00854
OG0000272	Praq.g_01812	Pral.g_00853
OG0000273	Praq.g_01811	Pral.g_00852
OG0000274	Praq.g_01810	Pral.g_00851
OG0000275	Praq.g_01809	Pral.g_00850
OG0000276	Praq.g_01808	Pral.g_00849
OG0000277	Praq.g_01807	Pral.g_00848
OG0000278	Praq.g_01806	Pral.g_00847
OG0000279	Praq.g_01805	Pral.g_00846
OG0000280	Praq.g_01804	Pral.g_00845
OG0000281	Praq.g_01802	Pral.g_00844
OG0000282	Praq.g_01801	Pral.g_00843
OG0000283	Praq.g_01798	Pral.g_00840
OG0000284	Praq.g_01797	Pral.g_00839
OG0000285	Praq.g_01796	Pral.g_00838
OG0000286	Praq.g_01794	Pral.g_00836
OG0000287	Praq.g_01793	Pral.g_00835
OG0000288	Praq.g_01792	Pral.g_00834
OG0000289	Praq.g_01791	Pral.g_00833
OG0000290	Praq.g_01790	Pral.g_00832
OG0000291	Praq.g_01789	Pral.g_00831
OG0000292	Praq.g_01788	Pral.g_00830
OG0000293	Praq.g_01787	Pral.g_00829
OG0000294	Praq.g_01786	Pral.g_00828
OG0000295	Praq.g_01785	Pral.g_00827
OG0000296	Praq.g_01784	Pral.g_00826
OG0000297	Praq.g_01783	Pral.g_00825
OG0000298	Praq.g_01782	Pral.g_00824
OG0000299	Praq.g_01781	Pral.g_00823
OG0000300	Praq.g_01780	Pral.g_00822
OG0000301	Praq.g_01779	Pral.g_00821
OG0000302	Praq.g_01778	Pral.g_00820
OG0000303	Praq.g_01777	Pral.g_00819
OG0000304	Praq.g_01776	Pral.g_00817
OG0000305	Praq.g_01775	Pral.g_00816
OG0000306	Praq.g_01774	Pral.g_00815
OG0000307	Praq.g_01773	Pral.g_00812
OG0000308	Praq.g_01772	Pral.g_00811
OG0000309	Praq.g_01771	Pral.g_00810
OG0000310	Praq.g_01770	Pral.g_00809
OG0000311	Praq.g_01769	Pral.g_00807
OG0000312	Praq.g_01767	Pral.g_00805
OG0000313	Praq.g_01766	Pral.g_00804
OG0000314	Praq.g_01763	Pral.g_00800
OG0000315	Praq.g_01762	Pral.g_00799
OG0000316	Praq.g_01760	Pral.g_00796
OG0000317	Praq.g_01758	Pral.g_00795
OG0000318	Praq.g_01757	Pral.g_00794
OG0000319	Praq.g_01756	Pral.g_00793
OG0000320	Praq.g_01755	Pral.g_00792
OG0000321	Praq.g_01752	Pral.g_00789
OG0000322	Praq.g_01750	Pral.g_00785
OG0000323	Praq.g_01749	Pral.g_00784
OG0000324	Praq.g_01746	Pral.g_00781
OG0000325	Praq.g_01744	Pral.g_00780
OG0000326	Praq.g_01743	Pral.g_00779
OG0000327	Praq.g_01741	Pral.g_00777
OG0000328	Praq.g_01740	Pral.g_00776
OG0000329	Praq.g_01739	Pral.g_00775
OG0000330	Praq.g_01738	Pral.g_00774
OG0000331	Praq.g_01737	Pral.g_00773
OG0000332	Praq.g_01736	Pral.g_00772
OG0000333	Praq.g_01735	Pral.g_00771
OG0000334	Praq.g_01734	Pral.g_00770
OG0000335	Praq.g_01733	Pral.g_00769
OG0000336	Praq.g_01732	Pral.g_00767
OG0000337	Praq.g_01728	Pral.g_00764
OG0000338	Praq.g_01727	Pral.g_00763
OG0000339	Praq.g_01726	Pral.g_00762
OG0000340	Praq.g_01725	Pral.g_00761
OG0000341	Praq.g_01721	Pral.g_00756
OG0000342	Praq.g_01719	Pral.g_00755
OG0000343	Praq.g_01717	Pral.g_00753
OG0000344	Praq.g_01716	Pral.g_00752
OG0000345	Praq.g_01715	Pral.g_00751
OG0000346	Praq.g_01714	Pral.g_00750
OG0000347	Praq.g_01713	Pral.g_00749
OG0000348	Praq.g_01712	Pral.g_00748
OG0000349	Praq.g_01711	Pral.g_00747
OG0000350	Praq.g_01710	Pral.g_00746
OG0000351	Praq.g_01707	Pral.g_00743
OG0000352	Praq.g_01704	Pral.g_00740
OG0000353	Praq.g_01703	Pral.g_00739
OG0000354	Praq.g_01702	Pral.g_00738
OG0000355	Praq.g_01701	Pral.g_00737
OG0000356	Praq.g_01700	Pral.g_00736
OG0000357	Praq.g_01699	Pral.g_00735
OG0000358	Praq.g_01698	Pral.g_00734
OG0000359	Praq.g_01697	Pral.g_00733
OG0000360	Praq.g_01694	Pral.g_00731
OG0000361	Praq.g_01693	Pral.g_00730
OG0000362	Praq.g_01692	Pral.g_00729
OG0000363	Praq.g_01691	Pral.g_00728
OG0000364	Praq.g_01690	Pral.g_00727
OG0000365	Praq.g_01689	Pral.g_00726
OG0000366	Praq.g_01688	Pral.g_00725
OG0000367	Praq.g_01687	Pral.g_00724
OG0000368	Praq.g_01686	Pral.g_00723
OG0000369	Praq.g_01685	Pral.g_00722
OG0000370	Praq.g_01684	Pral.g_00721
OG0000371	Praq.g_01683	Pral.g_00720
OG0000372	Praq.g_01681	Pral.g_00718
OG0000373	Praq.g_01679	Pral.g_00716
OG0000374	Praq.g_01678	Pral.g_00715
OG0000375	Praq.g_01677	Pral.g_00714
OG0000376	Praq.g_01675	Pral.g_00712
OG0000377	Praq.g_01674	Pral.g_00706
OG0000378	Praq.g_01673	Pral.g_00705
OG0000379	Praq.g_01211	Pral.g_00698
OG0000380	Praq.g_01210	Pral.g_00696
OG0000381	Praq.g_01209	Pral.g_00695
OG0000382	Praq.g_01207	Pral.g_00694
OG0000383	Praq.g_01204	Pral.g_00691
OG0000384	Praq.g_01203	Pral.g_00690
OG0000385	Praq.g_01200	Pral.g_00687
OG0000386	Praq.g_01199	Pral.g_00686
OG0000387	Praq.g_01198	Pral.g_00685
OG0000388	Praq.g_01197	Pral.g_00684
OG0000389	Praq.g_01196	Pral.g_00683
OG0000390	Praq.g_01195	Pral.g_00682
OG0000391	Praq.g_01194	Pral.g_00681
OG0000392	Praq.g_01193	Pral.g_00680
OG0000393	Praq.g_01189	Pral.g_00677
OG0000394	Praq.g_01188	Pral.g_00676
OG0000395	Praq.g_01186	Pral.g_00673
OG0000396	Praq.g_01185	Pral.g_01541
OG0000397	Praq.g_01172	Pral.g_01322
OG0000398	Praq.g_01164	Pral.g_01039
OG0000399	Praq.g_01163	Pral.g_01840
OG0000400	Praq.g_01158	Pral.g_00171
OG0000401	Praq.g_01126	Pral.g_00663
OG0000402	Praq.g_01125	Pral.g_00662
OG0000403	Praq.g_01124	Pral.g_00661
OG0000404	Praq.g_01122	Pral.g_00659
OG0000405	Praq.g_01121	Pral.g_00658
OG0000406	Praq.g_01119	Pral.g_00656
OG0000407	Praq.g_01118	Pral.g_00655
OG0000408	Praq.g_01117	Pral.g_00654
OG0000409	Praq.g_01116	Pral.g_00653
OG0000410	Praq.g_01115	Pral.g_00651
OG0000411	Praq.g_01114	Pral.g_00650
OG0000412	Praq.g_01113	Pral.g_00649
OG0000413	Praq.g_01112	Pral.g_00648
OG0000414	Praq.g_01111	Pral.g_00647
OG0000415	Praq.g_01110	Pral.g_00646
OG0000416	Praq.g_01109	Pral.g_00645
OG0000417	Praq.g_01108	Pral.g_00644
OG0000418	Praq.g_01107	Pral.g_00643
OG0000419	Praq.g_00500	Pral.g_00642
OG0000420	Praq.g_00501	Pral.g_00641
OG0000421	Praq.g_00502	Pral.g_00635
OG0000422	Praq.g_00504	Pral.g_00633
OG0000423	Praq.g_00505	Pral.g_00632
OG0000424	Praq.g_00507	Pral.g_00631
OG0000425	Praq.g_00511	Pral.g_00627
OG0000426	Praq.g_00512	Pral.g_00626
OG0000427	Praq.g_00513	Pral.g_00625
OG0000428	Praq.g_00514	Pral.g_00623
OG0000429	Praq.g_00515	Pral.g_00622
OG0000430	Praq.g_00522	Pral.g_00621
OG0000431	Praq.g_00524	Pral.g_00619
OG0000432	Praq.g_00525	Pral.g_00618
OG0000433	Praq.g_00528	Pral.g_00615
OG0000434	Praq.g_00529	Pral.g_00613
OG0000435	Praq.g_00530	Pral.g_00612
OG0000436	Praq.g_00532	Pral.g_00610
OG0000437	Praq.g_00534	Pral.g_00608
OG0000438	Praq.g_00535	Pral.g_00607
OG0000439	Praq.g_00536	Pral.g_00606
OG0000440	Praq.g_00538	Pral.g_00603
OG0000441	Praq.g_00539	Pral.g_00602
OG0000442	Praq.g_00540	Pral.g_00601
OG0000443	Praq.g_00541	Pral.g_00600
OG0000444	Praq.g_00542	Pral.g_00599
OG0000445	Praq.g_00543	Pral.g_00598
OG0000446	Praq.g_00544	Pral.g_00597
OG0000447	Praq.g_00545	Pral.g_00596
OG0000448	Praq.g_00546	Pral.g_00595
OG0000449	Praq.g_01102	Pral.g_00590
OG0000450	Praq.g_01101	Pral.g_00589
OG0000451	Praq.g_01100	Pral.g_00588
OG0000452	Praq.g_01099	Pral.g_00587
OG0000453	Praq.g_01097	Pral.g_00585
OG0000454	Praq.g_01096	Pral.g_00584
OG0000455	Praq.g_01095	Pral.g_00583
OG0000456	Praq.g_01094	Pral.g_00582
OG0000457	Praq.g_01092	Pral.g_00580
OG0000458	Praq.g_01090	Pral.g_00578
OG0000459	Praq.g_01089	Pral.g_00577
OG0000460	Praq.g_01087	Pral.g_00575
OG0000461	Praq.g_01086	Pral.g_00574
OG0000462	Praq.g_01085	Pral.g_00573
OG0000463	Praq.g_01084	Pral.g_00571
OG0000464	Praq.g_01079	Pral.g_00566
OG0000465	Praq.g_01077	Pral.g_00565
OG0000466	Praq.g_01076	Pral.g_00564
OG0000467	Praq.g_01075	Pral.g_00563
OG0000468	Praq.g_01074	Pral.g_00562
OG0000469	Praq.g_01073	Pral.g_00561
OG0000470	Praq.g_01072	Pral.g_00560
OG0000471	Praq.g_01071	Pral.g_00559
OG0000472	Praq.g_01068	Pral.g_00556
OG0000473	Praq.g_01067	Pral.g_00555
OG0000474	Praq.g_01066	Pral.g_00554
OG0000475	Praq.g_01065	Pral.g_00553
OG0000476	Praq.g_01064	Pral.g_00552
OG0000477	Praq.g_01062	Pral.g_00550
OG0000478	Praq.g_01061	Pral.g_00549
OG0000479	Praq.g_01060	Pral.g_00548
OG0000480	Praq.g_01058	Pral.g_00546
OG0000481	Praq.g_01057	Pral.g_00545
OG0000482	Praq.g_01056	Pral.g_00544
OG0000483	Praq.g_01055	Pral.g_00543
OG0000484	Praq.g_01054	Pral.g_00542
OG0000485	Praq.g_01053	Pral.g_00541
OG0000486	Praq.g_01052	Pral.g_00540
OG0000487	Praq.g_01051	Pral.g_00539
OG0000488	Praq.g_01049	Pral.g_00537
OG0000489	Praq.g_01048	Pral.g_00536
OG0000490	Praq.g_01047	Pral.g_00535
OG0000491	Praq.g_01046	Pral.g_00534
OG0000492	Praq.g_01045	Pral.g_00533
OG0000493	Praq.g_01044	Pral.g_00532
OG0000494	Praq.g_01042	Pral.g_00530
OG0000495	Praq.g_01041	Pral.g_00529
OG0000496	Praq.g_01040	Pral.g_00527
OG0000497	Praq.g_01039	Pral.g_00525
OG0000498	Praq.g_01038	Pral.g_00524
OG0000499	Praq.g_01036	Pral.g_00522
OG0000500	Praq.g_01035	Pral.g_00521
OG0000501	Praq.g_01033	Pral.g_00519
OG0000502	Praq.g_01032	Pral.g_00518
OG0000503	Praq.g_01031	Pral.g_00516
OG0000504	Praq.g_01030	Pral.g_00515
OG0000505	Praq.g_01029	Pral.g_00514
OG0000506	Praq.g_01028	Pral.g_00513
OG0000507	Praq.g_01027	Pral.g_00512
OG0000508	Praq.g_01025	Pral.g_00510
OG0000509	Praq.g_01024	Pral.g_00509
OG0000510	Praq.g_01023	Pral.g_00508
OG0000511	Praq.g_01022	Pral.g_00507
OG0000512	Praq.g_01021	Pral.g_00506
OG0000513	Praq.g_01020	Pral.g_00505
OG0000514	Praq.g_01019	Pral.g_00504
OG0000515	Praq.g_01017	Pral.g_00503
OG0000516	Praq.g_01016	Pral.g_00502
OG0000517	Praq.g_01015	Pral.g_00501
OG0000518	Praq.g_01012	Pral.g_00498
OG0000519	Praq.g_01010	Pral.g_00497
OG0000520	Praq.g_01009	Pral.g_00496
OG0000521	Praq.g_01008	Pral.g_00495
OG0000522	Praq.g_01007	Pral.g_00494
OG0000523	Praq.g_01006	Pral.g_00493
OG0000524	Praq.g_01005	Pral.g_00492
OG0000525	Praq.g_01003	Pral.g_00490
OG0000526	Praq.g_01002	Pral.g_00489
OG0000527	Praq.g_01001	Pral.g_00488
OG0000528	Praq.g_01000	Pral.g_00487
OG0000529	Praq.g_00999	Pral.g_00486
OG0000530	Praq.g_00998	Pral.g_00485
OG0000531	Praq.g_00997	Pral.g_00483
OG0000532	Praq.g_00996	Pral.g_00482
OG0000533	Praq.g_00995	Pral.g_00481
OG0000534	Praq.g_00994	Pral.g_00480
OG0000535	Praq.g_00993	Pral.g_00479
OG0000536	Praq.g_00992	Pral.g_00478
OG0000537	Praq.g_00991	Pral.g_00477
OG0000538	Praq.g_00990	Pral.g_00476
OG0000539	Praq.g_00989	Pral.g_00475
OG0000540	Praq.g_00988	Pral.g_00474
OG0000541	Praq.g_00987	Pral.g_00472
OG0000542	Praq.g_00986	Pral.g_00471
OG0000543	Praq.g_00985	Pral.g_00470
OG0000544	Praq.g_00984	Pral.g_00469
OG0000545	Praq.g_00981	Pral.g_00466
OG0000546	Praq.g_00980	Pral.g_00465
OG0000547	Praq.g_00978	Pral.g_00464
OG0000548	Praq.g_00977	Pral.g_00462
OG0000549	Praq.g_00976	Pral.g_00461
OG0000550	Praq.g_00975	Pral.g_00460
OG0000551	Praq.g_00974	Pral.g_00459
OG0000552	Praq.g_00973	Pral.g_00458
OG0000553	Praq.g_00972	Pral.g_01430
OG0000554	Praq.g_00971	Pral.g_01432
OG0000555	Praq.g_00970	Pral.g_01433
OG0000556	Praq.g_00969	Pral.g_01434
OG0000557	Praq.g_00968	Pral.g_01435
OG0000558	Praq.g_00967	Pral.g_01436
OG0000559	Praq.g_00966	Pral.g_01437
OG0000560	Praq.g_00964	Pral.g_01439
OG0000561	Praq.g_00963	Pral.g_01440
OG0000562	Praq.g_00962	Pral.g_01441
OG0000563	Praq.g_00961	Pral.g_01442
OG0000564	Praq.g_00960	Pral.g_01443
OG0000565	Praq.g_00959	Pral.g_01444
OG0000566	Praq.g_00958	Pral.g_01445
OG0000567	Praq.g_00957	Pral.g_01446
OG0000568	Praq.g_00775	Pral.g_01447
OG0000569	Praq.g_00776	Pral.g_01448
OG0000570	Praq.g_00777	Pral.g_01449
OG0000571	Praq.g_00778	Pral.g_01450
OG0000572	Praq.g_00779	Pral.g_01451
OG0000573	Praq.g_00782	Pral.g_01454
OG0000574	Praq.g_00783	Pral.g_01455
OG0000575	Praq.g_00784	Pral.g_01456
OG0000576	Praq.g_00785	Pral.g_01457
OG0000577	Praq.g_00786	Pral.g_01458
OG0000578	Praq.g_00787	Pral.g_01459
OG0000579	Praq.g_00788	Pral.g_01460
OG0000580	Praq.g_00789	Pral.g_01461
OG0000581	Praq.g_00790	Pral.g_01462
OG0000582	Praq.g_00791	Pral.g_01463
OG0000583	Praq.g_00792	Pral.g_01464
OG0000584	Praq.g_00793	Pral.g_01466
