HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N31.HOG0000212	OG0000199	n0																																				Prbj.g_01918	Prbk.g_02123			
N31.HOG0000213	OG0000200	n0																																				Prbj.g_00558	Prbk.g_01326			
N31.HOG0000214	OG0000201	n0																																				Prbj.g_00560	Prbk.g_01324			
N31.HOG0000215	OG0000202	n0																																				Prbj.g_00561	Prbk.g_01323			
N31.HOG0000216	OG0000203	n0																																				Prbj.g_00564	Prbk.g_01320			
N31.HOG0000217	OG0000204	n0																																				Prbj.g_00565	Prbk.g_01319			
N31.HOG0000218	OG0000205	n0																																				Prbj.g_00569	Prbk.g_01315			
N31.HOG0000219	OG0000206	n0																																				Prbj.g_00571	Prbk.g_01313			
N31.HOG0000220	OG0000207	n0																																				Prbj.g_00575	Prbk.g_01309			
N31.HOG0000221	OG0000208	n0																																				Prbj.g_00576	Prbk.g_01308			
N31.HOG0000222	OG0000209	n0																																				Prbj.g_00047	Prbk.g_01665			
N31.HOG0000223	OG0000210	n0																																				Prbj.g_00577	Prbk.g_01307			
N31.HOG0000224	OG0000211	n0																																				Prbj.g_00580	Prbk.g_01304			
N31.HOG0000225	OG0000212	n0																																				Prbj.g_00581	Prbk.g_01303			
N31.HOG0000226	OG0000213	n0																																				Prbj.g_00582	Prbk.g_01302			
N31.HOG0000227	OG0000214	n0																																				Prbj.g_00583	Prbk.g_01301			
N31.HOG0000228	OG0000215	n0																																				Prbj.g_00584	Prbk.g_01300			
N31.HOG0000229	OG0000216	n0																																				Prbj.g_00585	Prbk.g_01299			
N31.HOG0000230	OG0000217	n0																																				Prbj.g_00589	Prbk.g_01295			
N31.HOG0000231	OG0000218	n0																																				Prbj.g_00590	Prbk.g_01294			
N31.HOG0000232	OG0000219	n0																																				Prbj.g_00596	Prbk.g_00035			
N31.HOG0000233	OG0000220	n0																																				Prbj.g_00600	Prbk.g_00031			
N31.HOG0000234	OG0000221	n0																																				Prbj.g_00605	Prbk.g_00026			
N31.HOG0000235	OG0000222	n0																																				Prbj.g_00606	Prbk.g_00025			
N31.HOG0000236	OG0000223	n0																																				Prbj.g_00607	Prbk.g_00024			
N31.HOG0000237	OG0000224	n0																																				Prbj.g_00609	Prbk.g_00022			
N31.HOG0000238	OG0000225	n0																																				Prbj.g_00610	Prbk.g_00021			
N31.HOG0000239	OG0000226	n0																																				Prbj.g_00611	Prbk.g_00020			
N31.HOG0000240	OG0000227	n0																																				Prbj.g_00613	Prbk.g_00018			
N31.HOG0000241	OG0000228	n0																																				Prbj.g_00614	Prbk.g_00017			
N31.HOG0000242	OG0000229	n0																																				Prbj.g_00615	Prbk.g_00016			
N31.HOG0000243	OG0000230	n0																																				Prbj.g_00616	Prbk.g_00015			
N31.HOG0000244	OG0000231	n0																																				Prbj.g_00617	Prbk.g_00014			
N31.HOG0000245	OG0000232	n0																																				Prbj.g_00619	Prbk.g_00012			
N31.HOG0000246	OG0000233	n0																																				Prbj.g_00620	Prbk.g_00011			
N31.HOG0000247	OG0000234	n0																																				Prbj.g_00621	Prbk.g_00010			
N31.HOG0000248	OG0000235	n0																																				Prbj.g_00624	Prbk.g_00007			
N31.HOG0000249	OG0000236	n0																																				Prbj.g_00628	Prbk.g_00003			
N31.HOG0000250	OG0000237	n0																																				Prbj.g_00630	Prbk.g_00001			
N31.HOG0000251	OG0000238	n0																																				Prbj.g_01550	Prbk.g_00190			
N31.HOG0000252	OG0000239	n0																																				Prbj.g_01552	Prbk.g_00192			
N31.HOG0000253	OG0000240	n0																																				Prbj.g_01554	Prbk.g_00194			
N31.HOG0000254	OG0000241	n0																																				Prbj.g_01556	Prbk.g_00196			
N31.HOG0000255	OG0000242	n0																																				Prbj.g_01557	Prbk.g_00197			
N31.HOG0000256	OG0000243	n0																																				Prbj.g_01562	Prbk.g_00202			
N31.HOG0000257	OG0000244	n0																																				Prbj.g_01567	Prbk.g_00207			
N31.HOG0000258	OG0000245	n0																																				Prbj.g_01568	Prbk.g_00208			
N31.HOG0000259	OG0000246	n0																																				Prbj.g_01569	Prbk.g_00209			
N31.HOG0000260	OG0000247	n0																																				Prbj.g_01530	Prbk.g_00542			
N31.HOG0000261	OG0000248	n0																																				Prbj.g_01532	Prbk.g_00544			
N31.HOG0000262	OG0000249	n0																																				Prbj.g_01535	Prbk.g_00547			
N31.HOG0000263	OG0000250	n0																																				Prbj.g_01537	Prbk.g_00549			
N31.HOG0000264	OG0000251	n0																																				Prbj.g_01538	Prbk.g_00550			
N31.HOG0000265	OG0000252	n0																																				Prbj.g_01539	Prbk.g_00551			
N31.HOG0000266	OG0000253	n0																																				Prbj.g_01540	Prbk.g_00552			
N31.HOG0000267	OG0000254	n0																																				Prbj.g_01542	Prbk.g_00554			
N31.HOG0000268	OG0000255	n0																																				Prbj.g_01543	Prbk.g_00555			
N31.HOG0000269	OG0000256	n0																																				Prbj.g_01548	Prbk.g_00560			
N31.HOG0000270	OG0000257	n0																																				Prbj.g_00545	Prbk.g_00749			
N31.HOG0000271	OG0000258	n0																																				Prbj.g_00543	Prbk.g_00751			
N31.HOG0000272	OG0000259	n0																																				Prbj.g_00542	Prbk.g_00752			
N31.HOG0000273	OG0000260	n0																																				Prbj.g_00541	Prbk.g_00753			
N31.HOG0000274	OG0000261	n0																																				Prbj.g_00540	Prbk.g_00754			
N31.HOG0000275	OG0000262	n0																																				Prbj.g_00539	Prbk.g_00755			
N31.HOG0000276	OG0000263	n0																																				Prbj.g_00537	Prbk.g_00757			
N31.HOG0000277	OG0000264	n0																																				Prbj.g_00536	Prbk.g_00758			
N31.HOG0000278	OG0000265	n0																																				Prbj.g_00535	Prbk.g_00759			
N31.HOG0000279	OG0000266	n0																																				Prbj.g_00534	Prbk.g_00760			
N31.HOG0000280	OG0000267	n0																																				Prbj.g_00533	Prbk.g_00761			
N31.HOG0000281	OG0000268	n0																																				Prbj.g_00531	Prbk.g_00763			
N31.HOG0000282	OG0000269	n0																																				Prbj.g_00529	Prbk.g_00765			
N31.HOG0000283	OG0000270	n0																																				Prbj.g_00528	Prbk.g_00766			
N31.HOG0000284	OG0000271	n0																																				Prbj.g_00527	Prbk.g_00767			
N31.HOG0000285	OG0000272	n0																																				Prbj.g_00526	Prbk.g_00768			
N31.HOG0000286	OG0000273	n0																																				Prbj.g_00525	Prbk.g_00769			
N31.HOG0000287	OG0000274	n0																																				Prbj.g_00524	Prbk.g_00770			
N31.HOG0000288	OG0000275	n0																																				Prbj.g_00523	Prbk.g_00771			
N31.HOG0000289	OG0000276	n0																																				Prbj.g_00522	Prbk.g_00772			
N31.HOG0000290	OG0000277	n0																																				Prbj.g_00520	Prbk.g_00774			
N31.HOG0000291	OG0000278	n0																																				Prbj.g_00519	Prbk.g_00775			
N31.HOG0000292	OG0000279	n0																																				Prbj.g_00518	Prbk.g_00776			
N31.HOG0000293	OG0000280	n0																																				Prbj.g_00516	Prbk.g_00778			
N31.HOG0000294	OG0000281	n0																																				Prbj.g_00515	Prbk.g_00779			
N31.HOG0000295	OG0000282	n0																																				Prbj.g_00514	Prbk.g_00780			
N31.HOG0000296	OG0000283	n0																																				Prbj.g_00513	Prbk.g_00781			
N31.HOG0000297	OG0000284	n0																																				Prbj.g_00512	Prbk.g_00782			
N31.HOG0000298	OG0000285	n0																																				Prbj.g_00511	Prbk.g_00783			
N31.HOG0000299	OG0000286	n0																																				Prbj.g_00510	Prbk.g_00784			
N31.HOG0000300	OG0000287	n0																																				Prbj.g_00509	Prbk.g_00785			
N31.HOG0000301	OG0000288	n0																																				Prbj.g_02369	Prbk.g_02425			
N31.HOG0000302	OG0000289	n0																																				Prbj.g_01135	Prbk.g_01283			
N31.HOG0000303	OG0000290	n0																																				Prbj.g_01137	Prbk.g_01281			
N31.HOG0000304	OG0000291	n0																																				Prbj.g_01141	Prbk.g_01277			
N31.HOG0000305	OG0000292	n0																																				Prbj.g_01143	Prbk.g_01275			
N31.HOG0000306	OG0000293	n0																																				Prbj.g_01146	Prbk.g_01272			
N31.HOG0000307	OG0000294	n0																																				Prbj.g_01148	Prbk.g_01270			
N31.HOG0000308	OG0000295	n0																																				Prbj.g_01151	Prbk.g_01267			
N31.HOG0000309	OG0000296	n0																																				Prbj.g_01152	Prbk.g_01266			
N31.HOG0000310	OG0000297	n0																																				Prbj.g_01155	Prbk.g_01263			
N31.HOG0000311	OG0000298	n0																																				Prbj.g_01158	Prbk.g_01260			
N31.HOG0000312	OG0000299	n0																																				Prbj.g_01159	Prbk.g_01259			
N31.HOG0000313	OG0000300	n0																																				Prbj.g_01160	Prbk.g_01258			
N31.HOG0000314	OG0000301	n0																																				Prbj.g_01161	Prbk.g_01257			
N31.HOG0000315	OG0000302	n0																																				Prbj.g_01162	Prbk.g_01256			
N31.HOG0000316	OG0000303	n0																																				Prbj.g_01163	Prbk.g_01255			
N31.HOG0000317	OG0000304	n0																																				Prbj.g_01165	Prbk.g_01253			
N31.HOG0000318	OG0000305	n0																																				Prbj.g_01166	Prbk.g_01252			
N31.HOG0000319	OG0000306	n0																																				Prbj.g_01173	Prbk.g_01245			
N31.HOG0000320	OG0000307	n0																																				Prbj.g_01174	Prbk.g_01244			
N31.HOG0000321	OG0000308	n0																																				Prbj.g_00289	Prbk.g_00631			
N31.HOG0000322	OG0000309	n0																																				Prbj.g_00288	Prbk.g_00632			
N31.HOG0000323	OG0000310	n0																																				Prbj.g_00287	Prbk.g_00633			
