HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N21.HOG0000019	OG0000002	n54										Praj.g_00463																		Prbb.g_00474												
N21.HOG0000020	OG0000002	n55										Praj.g_01112																		Prbb.g_01157												
N21.HOG0000021	OG0000002	n68										Praj.g_01549																		Prbb.g_01611												
N21.HOG0000022	OG0000003	n4										Praj.g_01901, Praj.g_01754, Praj.g_00421																		Prbb.g_01808												
N21.HOG0000023	OG0000003	n9										Praj.g_01898, Praj.g_00375																														
N21.HOG0000024	OG0000003	n14										Praj.g_01565																		Prbb.g_01629												
N21.HOG0000025	OG0000003	n22										Praj.g_01597																		Prbb.g_00047												
N21.HOG0000026	OG0000003	n27										Praj.g_00037																														
N21.HOG0000027	OG0000003	n28																												Prbb.g_01955												
N21.HOG0000028	OG0000003	n33																												Prbb.g_00046, Prbb.g_01806												
N21.HOG0000029	OG0000003	n36										Praj.g_01595																		Prbb.g_01807												
N21.HOG0000030	OG0000003	n39																												Prbb.g_01663												
N21.HOG0000031	OG0000003	n43										Praj.g_02047, Praj.g_02048																		Prbb.g_00077												
N21.HOG0000032	OG0000003	n57										Praj.g_01607																														
N21.HOG0000033	OG0000003	n61																												Prbb.g_01570, Prbb.g_00045, Prbb.g_01562												
N21.HOG0000034	OG0000003	n85										Praj.g_01902																														
N21.HOG0000035	OG0000003	n87										Praj.g_01508																		Prbb.g_01563												
N21.HOG0000036	OG0000004	n4										Praj.g_01099																		Prbb.g_01144												
N21.HOG0000037	OG0000004	n10																												Prbb.g_00429												
N21.HOG0000038	OG0000004	n17										Praj.g_01274																		Prbb.g_01321												
N21.HOG0000039	OG0000004	n18										Praj.g_01204																		Prbb.g_01356												
N21.HOG0000040	OG0000004	n19										Praj.g_01311																		Prbb.g_01246												
N21.HOG0000041	OG0000004	n20										Praj.g_01737																		Prbb.g_01792												
N21.HOG0000042	OG0000005	n56										Praj.g_00411																		Prbb.g_00425												
N21.HOG0000043	OG0000005	n61										Praj.g_01121																														
N21.HOG0000044	OG0000005	n62										Praj.g_00734																		Prbb.g_00748												
N21.HOG0000045	OG0000006	n67										Praj.g_01249																		Prbb.g_01294												
N21.HOG0000046	OG0000007	n7										Praj.g_01222																		Prbb.g_01264, Prbb.g_01814												
N21.HOG0000047	OG0000008	n1										Praj.g_00489																		Prbb.g_00501												
N21.HOG0000048	OG0000008	n40										Praj.g_01768																		Prbb.g_01823												
N21.HOG0000049	OG0000009	n66																												Prbb.g_00078												
N21.HOG0000050	OG0000010	n37										Praj.g_00743																		Prbb.g_00757												
N21.HOG0000051	OG0000010	n40										Praj.g_00747																		Prbb.g_00761												
N21.HOG0000052	OG0000011	n28										Praj.g_01745																		Prbb.g_01800												
N21.HOG0000053	OG0000012	n23										Praj.g_00308																		Prbb.g_00325												
N21.HOG0000054	OG0000014	n11										Praj.g_00341																		Prbb.g_00357												
N21.HOG0000055	OG0000014	n29										Praj.g_01609																														
N21.HOG0000056	OG0000015	n1										Praj.g_00408																		Prbb.g_00421												
N21.HOG0000057	OG0000015	n29										Praj.g_00370																		Prbb.g_00386												
N21.HOG0000058	OG0000016	n0										Praj.g_01113																		Prbb.g_01158												
N21.HOG0000059	OG0000017	n0										Praj.g_01331																		Prbb.g_01375												
N21.HOG0000060	OG0000018	n0										Praj.g_00585																		Prbb.g_00598												
N21.HOG0000061	OG0000019	n23										Praj.g_01148																		Prbb.g_01189												
N21.HOG0000062	OG0000020	n0										Praj.g_01568																		Prbb.g_01632												
N21.HOG0000063	OG0000021	n0										Praj.g_01651																		Prbb.g_01705												
N21.HOG0000064	OG0000022	n41																												Prbb.g_01328, Prbb.g_01560												
N21.HOG0000065	OG0000022	n44										Praj.g_01281, Praj.g_00282, Praj.g_01505																		Prbb.g_00299												
N21.HOG0000066	OG0000023	n0										Praj.g_00084																		Prbb.g_00099												
N21.HOG0000067	OG0000024	n19										Praj.g_01165																		Prbb.g_01207												
N21.HOG0000068	OG0000024	n46										Praj.g_01141																		Prbb.g_01182												
N21.HOG0000069	OG0000024	n49										Praj.g_01151																		Prbb.g_01192												
N21.HOG0000070	OG0000025	n29										Praj.g_01134																		Prbb.g_01175												
N21.HOG0000071	OG0000025	n32										Praj.g_00666																		Prbb.g_00680												
N21.HOG0000072	OG0000026	n33										Praj.g_01076																		Prbb.g_01119												
N21.HOG0000073	OG0000026	n39										Praj.g_01356																		Prbb.g_01318												
N21.HOG0000074	OG0000026	n41										Praj.g_00419																		Prbb.g_01353												
N21.HOG0000075	OG0000026	n45										Praj.g_01201, Praj.g_01308																		Prbb.g_01243												
N21.HOG0000076	OG0000026	n49										Praj.g_01271																														
N21.HOG0000077	OG0000026	n50																												Prbb.g_01400												
N21.HOG0000078	OG0000027	n32										Praj.g_01830																		Prbb.g_01885												
N21.HOG0000079	OG0000028	n2										Praj.g_01829																		Prbb.g_01884												
N21.HOG0000080	OG0000028	n32										Praj.g_01123																														
N21.HOG0000081	OG0000029	n23										Praj.g_00733																		Prbb.g_00747												
N21.HOG0000082	OG0000029	n34										Praj.g_01842																		Prbb.g_01897												
N21.HOG0000083	OG0000030	n6										Praj.g_00976																		Prbb.g_01020												
N21.HOG0000084	OG0000030	n9										Praj.g_01335																		Prbb.g_01379												
N21.HOG0000085	OG0000030	n12										Praj.g_00975																		Prbb.g_01019												
N21.HOG0000086	OG0000030	n26										Praj.g_01051																		Prbb.g_01096												
N21.HOG0000087	OG0000030	n29										Praj.g_01316																		Prbb.g_01362												
N21.HOG0000088	OG0000031	n0										Praj.g_02020																		Prbb.g_02069												
N21.HOG0000089	OG0000032	n2										Praj.g_01867																		Prbb.g_01921												
N21.HOG0000090	OG0000033	n3										Praj.g_01070																		Prbb.g_01114												
N21.HOG0000091	OG0000033	n8										Praj.g_01084																		Prbb.g_01127												
N21.HOG0000092	OG0000034	n19										Praj.g_01632																		Prbb.g_01686												
N21.HOG0000093	OG0000035	n11										Praj.g_01276																		Prbb.g_01324												
N21.HOG0000094	OG0000035	n16										Praj.g_01675																		Prbb.g_01729												
N21.HOG0000095	OG0000036	n13										Praj.g_01025																		Prbb.g_01071												
N21.HOG0000096	OG0000037	n6										Praj.g_01339																		Prbb.g_01383												
N21.HOG0000097	OG0000037	n32										Praj.g_01347																		Prbb.g_01391												
N21.HOG0000098	OG0000038	n4										Praj.g_00371																		Prbb.g_00387												
N21.HOG0000099	OG0000039	n4										Praj.g_01865																		Prbb.g_01919												
N21.HOG0000100	OG0000039	n18										Praj.g_00013																		Prbb.g_00014												
N21.HOG0000101	OG0000040	n8										Praj.g_01187																		Prbb.g_01229												
N21.HOG0000102	OG0000040	n30										Praj.g_01323																		Prbb.g_01368												
N21.HOG0000103	OG0000041	n0										Praj.g_01066																		Prbb.g_01111												
N21.HOG0000104	OG0000042	n26										Praj.g_02091																		Prbb.g_02131												
N21.HOG0000105	OG0000043	n18										Praj.g_01395																		Prbb.g_01449												
N21.HOG0000106	OG0000045	n0										Praj.g_01827																		Prbb.g_01882												
N21.HOG0000107	OG0000046	n0										Praj.g_01189																		Prbb.g_01231												
N21.HOG0000108	OG0000047	n0										Praj.g_01461																		Prbb.g_01517												
N21.HOG0000109	OG0000048	n18										Praj.g_00095																		Prbb.g_00112												
N21.HOG0000110	OG0000049	n0										Praj.g_00839																		Prbb.g_00851												
N21.HOG0000111	OG0000050	n0										Praj.g_00206																		Prbb.g_00223												
N21.HOG0000112	OG0000051	n36										Praj.g_01329																		Prbb.g_01373												
N21.HOG0000113	OG0000051	n42										Praj.g_01365																		Prbb.g_01411												
N21.HOG0000114	OG0000052	n1										Praj.g_01242																		Prbb.g_01286												
N21.HOG0000115	OG0000053	n0										Praj.g_00698																		Prbb.g_00713												
N21.HOG0000116	OG0000054	n0										Praj.g_01762																		Prbb.g_01816												
N21.HOG0000117	OG0000055	n0										Praj.g_02012																		Prbb.g_02061												
N21.HOG0000118	OG0000056	n25										Praj.g_00031																		Prbb.g_00032												
N21.HOG0000119	OG0000057	n2										Praj.g_00197																		Prbb.g_00214												
N21.HOG0000120	OG0000058	n36										Praj.g_01156																		Prbb.g_01197												
N21.HOG0000121	OG0000058	n39										Praj.g_01282																		Prbb.g_01329												
N21.HOG0000122	OG0000059	n0										Praj.g_00530																		Prbb.g_00542												
N21.HOG0000123	OG0000060	n0										Praj.g_00711																		Prbb.g_00726												
N21.HOG0000124	OG0000061	n26										Praj.g_00042																		Prbb.g_00053												
N21.HOG0000125	OG0000062	n28										Praj.g_00793																		Prbb.g_00807												
N21.HOG0000126	OG0000062	n31										Praj.g_01176																		Prbb.g_01218												
N21.HOG0000127	OG0000063	n2										Praj.g_00043																		Prbb.g_00054												
N21.HOG0000128	OG0000065	n3										Praj.g_00277																		Prbb.g_00294												
N21.HOG0000129	OG0000066	n0										Praj.g_00467																		Prbb.g_00478												
N21.HOG0000130	OG0000067	n7										Praj.g_01313																		Prbb.g_01359												
N21.HOG0000131	OG0000067	n9										Praj.g_00691																		Prbb.g_00706												
N21.HOG0000132	OG0000068	n24										Praj.g_01170																		Prbb.g_01212												
N21.HOG0000133	OG0000069	n1										Praj.g_01563																		Prbb.g_01627												
N21.HOG0000134	OG0000070	n0										Praj.g_01024																		Prbb.g_01070												
N21.HOG0000135	OG0000071	n0										Praj.g_01355																		Prbb.g_01399												
N21.HOG0000136	OG0000072	n0										Praj.g_01528																		Prbb.g_01586												
N21.HOG0000137	OG0000073	n1										Praj.g_01146																		Prbb.g_01187												
N21.HOG0000138	OG0000073	n22										Praj.g_01228																		Prbb.g_01270												
N21.HOG0000139	OG0000073	n24										Praj.g_01377																		Prbb.g_01432												
N21.HOG0000140	OG0000074	n16										Praj.g_00664																		Prbb.g_00678												
N21.HOG0000141	OG0000075	n0										Praj.g_01952																		Prbb.g_02001												
N21.HOG0000142	OG0000076	n5										Praj.g_01669																		Prbb.g_01723												
N21.HOG0000143	OG0000077	n0										Praj.g_00011																		Prbb.g_00012												
N21.HOG0000144	OG0000078	n0										Praj.g_00357																		Prbb.g_00373												
N21.HOG0000145	OG0000079	n25										Praj.g_01279																		Prbb.g_01326												
N21.HOG0000146	OG0000080	n1										Praj.g_00659																		Prbb.g_00673												
N21.HOG0000147	OG0000081	n0										Praj.g_00684																		Prbb.g_00697, Prbb.g_00698												
N21.HOG0000148	OG0000082	n3										Praj.g_00776																		Prbb.g_00790												
N21.HOG0000149	OG0000083	n5										Praj.g_00864																		Prbb.g_00909												
N21.HOG0000150	OG0000083	n8										Praj.g_01157																		Prbb.g_01198												
N21.HOG0000151	OG0000084	n20										Praj.g_00946																		Prbb.g_00991												
N21.HOG0000152	OG0000084	n38										Praj.g_01601																														
N21.HOG0000153	OG0000085	n0										Praj.g_01196																		Prbb.g_01238												
N21.HOG0000154	OG0000086	n0										Praj.g_01832																		Prbb.g_01887												
N21.HOG0000155	OG0000087	n19										Praj.g_01310																														
N21.HOG0000156	OG0000087	n29										Praj.g_00416, Praj.g_01273																														
N21.HOG0000157	OG0000087	n30										Praj.g_01731																		Prbb.g_01786												
N21.HOG0000158	OG0000087	n32										Praj.g_01079																		Prbb.g_00430												
N21.HOG0000159	OG0000087	n33																												Prbb.g_01355												
N21.HOG0000160	OG0000088	n18										Praj.g_01260																		Prbb.g_01306												
N21.HOG0000161	OG0000090	n0										Praj.g_00372																		Prbb.g_00388												
N21.HOG0000162	OG0000091	n0										Praj.g_01640																		Prbb.g_01694												
N21.HOG0000163	OG0000092	n0										Praj.g_01166																		Prbb.g_01208												
N21.HOG0000164	OG0000093	n0										Praj.g_01892																		Prbb.g_01946												
N21.HOG0000165	OG0000094	n3										Praj.g_01948																		Prbb.g_01997												
N21.HOG0000166	OG0000095	n0										Praj.g_01985																		Prbb.g_02034												
N21.HOG0000167	OG0000096	n7										Praj.g_02083																		Prbb.g_02123												
N21.HOG0000168	OG0000097	n0										Praj.g_02103																		Prbb.g_02143												
N21.HOG0000169	OG0000098	n0										Praj.g_00003																		Prbb.g_00003												
N21.HOG0000170	OG0000099	n0										Praj.g_00023																		Prbb.g_00024												
N21.HOG0000171	OG0000100	n22										Praj.g_01154																		Prbb.g_01195												
N21.HOG0000172	OG0000101	n0										Praj.g_00053																		Prbb.g_00064												
N21.HOG0000173	OG0000102	n0										Praj.g_00153																		Prbb.g_00170												
N21.HOG0000174	OG0000103	n0										Praj.g_00162																		Prbb.g_00179												
N21.HOG0000175	OG0000104	n0										Praj.g_00179																		Prbb.g_00196												
N21.HOG0000176	OG0000105	n0										Praj.g_00210																		Prbb.g_00227												
N21.HOG0000177	OG0000106	n0										Praj.g_00223																		Prbb.g_00240												
N21.HOG0000178	OG0000107	n0										Praj.g_00232																		Prbb.g_00249												
N21.HOG0000179	OG0000108	n0										Praj.g_00242																		Prbb.g_00259												
N21.HOG0000180	OG0000109	n0										Praj.g_00280																		Prbb.g_00041, Prbb.g_00297												
N21.HOG0000181	OG0000110	n0										Praj.g_00290																		Prbb.g_00307												
N21.HOG0000182	OG0000111	n0										Praj.g_00310																		Prbb.g_00327												
N21.HOG0000183	OG0000112	n4										Praj.g_00320																		Prbb.g_00336												
N21.HOG0000184	OG0000113	n0										Praj.g_00332																		Prbb.g_00348												
N21.HOG0000185	OG0000114	n0										Praj.g_00360																		Prbb.g_00376												
N21.HOG0000186	OG0000115	n0										Praj.g_00466																		Prbb.g_00477												
N21.HOG0000187	OG0000116	n0										Praj.g_00468																		Prbb.g_00479												
N21.HOG0000188	OG0000117	n0										Praj.g_00473																		Prbb.g_00484, Prbb.g_00485												
N21.HOG0000189	OG0000118	n0										Praj.g_00491																		Prbb.g_00503												
N21.HOG0000190	OG0000119	n0										Praj.g_00523																		Prbb.g_00535												
N21.HOG0000191	OG0000120	n0										Praj.g_00524																		Prbb.g_00536												
N21.HOG0000192	OG0000121	n0										Praj.g_00534																		Prbb.g_00546												
N21.HOG0000193	OG0000122	n0										Praj.g_00543																		Prbb.g_00556												
N21.HOG0000194	OG0000123	n0										Praj.g_00573																		Prbb.g_00586												
N21.HOG0000195	OG0000124	n0										Praj.g_00639																		Prbb.g_00652												
N21.HOG0000196	OG0000125	n0										Praj.g_00640																		Prbb.g_00653												
N21.HOG0000197	OG0000126	n0										Praj.g_00641																		Prbb.g_00654												
N21.HOG0000198	OG0000127	n0										Praj.g_00679																		Prbb.g_00692												
N21.HOG0000199	OG0000128	n0										Praj.g_00700																		Prbb.g_00715												
N21.HOG0000200	OG0000129	n0										Praj.g_00722																		Prbb.g_00737												
N21.HOG0000201	OG0000130	n0										Praj.g_00909																		Prbb.g_00954												
N21.HOG0000202	OG0000131	n0										Praj.g_00767																		Prbb.g_00781												
N21.HOG0000203	OG0000132	n0										Praj.g_00804																		Prbb.g_00817												
N21.HOG0000204	OG0000133	n0										Praj.g_00905																		Prbb.g_00950												
N21.HOG0000205	OG0000134	n0										Praj.g_00754																		Prbb.g_00768												
N21.HOG0000206	OG0000135	n0										Praj.g_00950																		Prbb.g_00995												
N21.HOG0000207	OG0000136	n0										Praj.g_01021																		Prbb.g_01067												
N21.HOG0000208	OG0000137	n0										Praj.g_01835																		Prbb.g_01890												
N21.HOG0000209	OG0000138	n0										Praj.g_01466																		Prbb.g_01523												
N21.HOG0000210	OG0000139	n0										Praj.g_01455																		Prbb.g_01510												
N21.HOG0000211	OG0000140	n0										Praj.g_01402																		Prbb.g_01456												
N21.HOG0000212	OG0000141	n0										Praj.g_01014																		Prbb.g_01060												
N21.HOG0000213	OG0000142	n0										Praj.g_01540																		Prbb.g_01598												
N21.HOG0000214	OG0000143	n0										Praj.g_01575																		Prbb.g_01639												
N21.HOG0000215	OG0000144	n0										Praj.g_01618																		Prbb.g_01673												
N21.HOG0000216	OG0000145	n0										Praj.g_01633																		Prbb.g_01687												
N21.HOG0000217	OG0000146	n0										Praj.g_01667																		Prbb.g_01721												
N21.HOG0000218	OG0000147	n0										Praj.g_01713																		Prbb.g_01767												
N21.HOG0000219	OG0000148	n0										Praj.g_01714																		Prbb.g_01768												
N21.HOG0000220	OG0000149	n0										Praj.g_01766																		Prbb.g_01821												
N21.HOG0000221	OG0000150	n0										Praj.g_01803																		Prbb.g_01858												
N21.HOG0000222	OG0000151	n0										Praj.g_01805																		Prbb.g_01860												
N21.HOG0000223	OG0000152	n0										Praj.g_01825																		Prbb.g_01880												
N21.HOG0000224	OG0000153	n0										Praj.g_01910																		Prbb.g_01959												
N21.HOG0000225	OG0000154	n0										Praj.g_01946																		Prbb.g_01995												
N21.HOG0000226	OG0000155	n0										Praj.g_01965																		Prbb.g_02014												
N21.HOG0000227	OG0000156	n0										Praj.g_01997																		Prbb.g_02046												
N21.HOG0000228	OG0000157	n0										Praj.g_02034																		Prbb.g_02082												
N21.HOG0000229	OG0000158	n0										Praj.g_02128																		Prbb.g_02168												
N21.HOG0000230	OG0000159	n2										Praj.g_02041																														
N21.HOG0000231	OG0000159	n8										Praj.g_01515, Praj.g_01510, Praj.g_02036																		Prbb.g_02084												
N21.HOG0000232	OG0000159	n11										Praj.g_01506, Praj.g_01504																		Prbb.g_00095, Prbb.g_00084												
N21.HOG0000233	OG0000159	n15										Praj.g_00068, Praj.g_00059																														
N21.HOG0000234	OG0000159	n19										Praj.g_00086																		Prbb.g_00102												
N21.HOG0000235	OG0000159	n21										Praj.g_00080, Praj.g_01511																														
N21.HOG0000236	OG0000159	n25										Praj.g_01514, Praj.g_00058																		Prbb.g_01564												
N21.HOG0000237	OG0000159	n30																												Prbb.g_00083												
N21.HOG0000238	OG0000159	n31																												Prbb.g_00085												
N21.HOG0000239	OG0000159	n38										Praj.g_02042																														
N21.HOG0000240	OG0000159	n39										Praj.g_01516																														
N21.HOG0000241	OG0000160	n0										Praj.g_00001																		Prbb.g_00001												
N21.HOG0000242	OG0000161	n0										Praj.g_00002																		Prbb.g_00002												
N21.HOG0000243	OG0000162	n0										Praj.g_00004																		Prbb.g_00004												
N21.HOG0000244	OG0000163	n0										Praj.g_00005																		Prbb.g_00005												
N21.HOG0000245	OG0000164	n0										Praj.g_00006																		Prbb.g_00007												
N21.HOG0000246	OG0000165	n0										Praj.g_00007																		Prbb.g_00008												
N21.HOG0000247	OG0000166	n0										Praj.g_00008																		Prbb.g_00009												
N21.HOG0000248	OG0000167	n0										Praj.g_00009																		Prbb.g_00010												
N21.HOG0000249	OG0000168	n0										Praj.g_00010																		Prbb.g_00011												
N21.HOG0000250	OG0000169	n0										Praj.g_00012																		Prbb.g_00013												
N21.HOG0000251	OG0000170	n0										Praj.g_00014																		Prbb.g_00015												
N21.HOG0000252	OG0000171	n0										Praj.g_00015																		Prbb.g_00016												
N21.HOG0000253	OG0000172	n0										Praj.g_00016																		Prbb.g_00017												
N21.HOG0000254	OG0000173	n0										Praj.g_00017																		Prbb.g_00018												
N21.HOG0000255	OG0000174	n0										Praj.g_00018																		Prbb.g_00019												
N21.HOG0000256	OG0000175	n0										Praj.g_00019																		Prbb.g_00020												
N21.HOG0000257	OG0000176	n0										Praj.g_00020																		Prbb.g_00021												
N21.HOG0000258	OG0000177	n0										Praj.g_00021																		Prbb.g_00022												
N21.HOG0000259	OG0000178	n0										Praj.g_00022																		Prbb.g_00023												
N21.HOG0000260	OG0000179	n0										Praj.g_00024																		Prbb.g_00025												
N21.HOG0000261	OG0000180	n0										Praj.g_00025																		Prbb.g_00026												
N21.HOG0000262	OG0000181	n0										Praj.g_00026																		Prbb.g_00027												
N21.HOG0000263	OG0000182	n0										Praj.g_00027																		Prbb.g_00028												
N21.HOG0000264	OG0000183	n0										Praj.g_00028																		Prbb.g_00029												
N21.HOG0000265	OG0000184	n0										Praj.g_00029																		Prbb.g_00030												
N21.HOG0000266	OG0000185	n0										Praj.g_00032																		Prbb.g_00033												
N21.HOG0000267	OG0000186	n0										Praj.g_00034																		Prbb.g_00035												
N21.HOG0000268	OG0000187	n0										Praj.g_00035																		Prbb.g_00036												
N21.HOG0000269	OG0000188	n0										Praj.g_00036																		Prbb.g_00037												
N21.HOG0000270	OG0000189	n0										Praj.g_00044																		Prbb.g_00055												
N21.HOG0000271	OG0000190	n0										Praj.g_00046																		Prbb.g_00057												
N21.HOG0000272	OG0000191	n0										Praj.g_00047																		Prbb.g_00058												
N21.HOG0000273	OG0000192	n0										Praj.g_00048																		Prbb.g_00059												
N21.HOG0000274	OG0000193	n0										Praj.g_00049																		Prbb.g_00060												
N21.HOG0000275	OG0000194	n0										Praj.g_00050																		Prbb.g_00061												
N21.HOG0000276	OG0000195	n0										Praj.g_00051																		Prbb.g_00062												
N21.HOG0000277	OG0000196	n0										Praj.g_00052																		Prbb.g_00063												
N21.HOG0000278	OG0000197	n0										Praj.g_00054																		Prbb.g_00065												
N21.HOG0000279	OG0000198	n0										Praj.g_00055																		Prbb.g_00066												
N21.HOG0000280	OG0000199	n0										Praj.g_00056																		Prbb.g_00067												
N21.HOG0000281	OG0000200	n0										Praj.g_00102																		Prbb.g_00119												
N21.HOG0000282	OG0000201	n0										Praj.g_00103																		Prbb.g_00120												
N21.HOG0000283	OG0000202	n0										Praj.g_00104																		Prbb.g_00121												
N21.HOG0000284	OG0000203	n0										Praj.g_00107																		Prbb.g_00124												
N21.HOG0000285	OG0000204	n0										Praj.g_00108																		Prbb.g_00125												
N21.HOG0000286	OG0000205	n0										Praj.g_00111																		Prbb.g_00128												
N21.HOG0000287	OG0000206	n0										Praj.g_00113																		Prbb.g_00130												
N21.HOG0000288	OG0000207	n0										Praj.g_00115																		Prbb.g_00132												
N21.HOG0000289	OG0000208	n0										Praj.g_00116																		Prbb.g_00133												
N21.HOG0000290	OG0000209	n0										Praj.g_00117																		Prbb.g_00134												
N21.HOG0000291	OG0000210	n0										Praj.g_00118																		Prbb.g_00135												
N21.HOG0000292	OG0000211	n0										Praj.g_00119																		Prbb.g_00136												
N21.HOG0000293	OG0000212	n0										Praj.g_00120																		Prbb.g_00137												
N21.HOG0000294	OG0000213	n0										Praj.g_00121																		Prbb.g_00138												
N21.HOG0000295	OG0000214	n0										Praj.g_00122																		Prbb.g_00139												
N21.HOG0000296	OG0000215	n0										Praj.g_00123																		Prbb.g_00140												
N21.HOG0000297	OG0000216	n0										Praj.g_00124																		Prbb.g_00141												
N21.HOG0000298	OG0000217	n0										Praj.g_00126																		Prbb.g_00143												
N21.HOG0000299	OG0000218	n0										Praj.g_00127																		Prbb.g_00144												
N21.HOG0000300	OG0000219	n0										Praj.g_00128																		Prbb.g_00145												
N21.HOG0000301	OG0000220	n0										Praj.g_00129																		Prbb.g_00146												
N21.HOG0000302	OG0000221	n0										Praj.g_00132																		Prbb.g_00149												
N21.HOG0000303	OG0000222	n0										Praj.g_00133																		Prbb.g_00150												
N21.HOG0000304	OG0000223	n0										Praj.g_00134																		Prbb.g_00151												
N21.HOG0000305	OG0000224	n0										Praj.g_00135																		Prbb.g_00152												
N21.HOG0000306	OG0000225	n0										Praj.g_00136																		Prbb.g_00153												
N21.HOG0000307	OG0000226	n0										Praj.g_00137																		Prbb.g_00154												
N21.HOG0000308	OG0000227	n0										Praj.g_00139																		Prbb.g_00156												
N21.HOG0000309	OG0000228	n0										Praj.g_00140																		Prbb.g_00157												
N21.HOG0000310	OG0000229	n0										Praj.g_00141																		Prbb.g_00158												
N21.HOG0000311	OG0000230	n0										Praj.g_00142																		Prbb.g_00159												
N21.HOG0000312	OG0000231	n0										Praj.g_00143																		Prbb.g_00160												
N21.HOG0000313	OG0000232	n0										Praj.g_00144																		Prbb.g_00161												
N21.HOG0000314	OG0000233	n0										Praj.g_00145																		Prbb.g_00162												
N21.HOG0000315	OG0000234	n0										Praj.g_00146																		Prbb.g_00163												
N21.HOG0000316	OG0000235	n0										Praj.g_00147																		Prbb.g_00164												
N21.HOG0000317	OG0000236	n0										Praj.g_00150																		Prbb.g_00167												
N21.HOG0000318	OG0000237	n0										Praj.g_00151																		Prbb.g_00168												
N21.HOG0000319	OG0000238	n0										Praj.g_00152																		Prbb.g_00169												
N21.HOG0000320	OG0000239	n0										Praj.g_00154																		Prbb.g_00171												
N21.HOG0000321	OG0000240	n0										Praj.g_00156																		Prbb.g_00173												
N21.HOG0000322	OG0000241	n0										Praj.g_00157																		Prbb.g_00174												
N21.HOG0000323	OG0000242	n0										Praj.g_00158																		Prbb.g_00175												
N21.HOG0000324	OG0000243	n0										Praj.g_00160																		Prbb.g_00177												
N21.HOG0000325	OG0000244	n0										Praj.g_00163																		Prbb.g_00180												
N21.HOG0000326	OG0000245	n0										Praj.g_00164																		Prbb.g_00181												
N21.HOG0000327	OG0000246	n0										Praj.g_00165																		Prbb.g_00182												
N21.HOG0000328	OG0000247	n0										Praj.g_00168																		Prbb.g_00185												
N21.HOG0000329	OG0000248	n0										Praj.g_00170																		Prbb.g_00187												
N21.HOG0000330	OG0000249	n0										Praj.g_00172																		Prbb.g_00189												
N21.HOG0000331	OG0000250	n0										Praj.g_00173																		Prbb.g_00190												
N21.HOG0000332	OG0000251	n0										Praj.g_00174																		Prbb.g_00191												
N21.HOG0000333	OG0000252	n0										Praj.g_00175																		Prbb.g_00192												
N21.HOG0000334	OG0000253	n0										Praj.g_00176																		Prbb.g_00193												
N21.HOG0000335	OG0000254	n0										Praj.g_01057																		Prbb.g_01101												
N21.HOG0000336	OG0000255	n0										Praj.g_00177																		Prbb.g_00194												
N21.HOG0000337	OG0000256	n0										Praj.g_00180																		Prbb.g_00197												
N21.HOG0000338	OG0000257	n0										Praj.g_00183																		Prbb.g_00200												
N21.HOG0000339	OG0000258	n0										Praj.g_00185																		Prbb.g_00202												
