HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N3.HOG0000064	OG0000036	n13			Prac.g_01037														Praq.g_01281	Prar.g_01315																						
N3.HOG0000065	OG0000038	n30			Prac.g_00249														Praq.g_00209	Prar.g_00879																						
N3.HOG0000066	OG0000039	n27			Prac.g_01934															Prar.g_00025																						
N3.HOG0000067	OG0000040	n44			Prac.g_00152														Praq.g_00110	Prar.g_00978																						
N3.HOG0000068	OG0000041	n0			Prac.g_00748														Praq.g_00979	Prar.g_01453																						
N3.HOG0000069	OG0000042	n9			Prac.g_00092														Praq.g_00718	Prar.g_00704																						
N3.HOG0000070	OG0000043	n3			Prac.g_01217														Praq.g_01657	Prar.g_01943																						
N3.HOG0000071	OG0000043	n18			Prac.g_01399														Praq.g_01475	Prar.g_01761																						
N3.HOG0000072	OG0000045	n0			Prac.g_00788														Praq.g_01018	Prar.g_01414																						
N3.HOG0000073	OG0000046	n0			Prac.g_01510														Praq.g_00635	Prar.g_01649																						
N3.HOG0000074	OG0000047	n21			Prac.g_00985														Praq.g_01333	Prar.g_01263																						
N3.HOG0000075	OG0000049	n11			Prac.g_00258														Praq.g_00218	Prar.g_00870																						
N3.HOG0000076	OG0000049	n17			Prac.g_00434														Praq.g_00271	Prar.g_00362																						
N3.HOG0000077	OG0000050	n0			Prac.g_01764														Praq.g_01836	Prar.g_00161																						
N3.HOG0000078	OG0000051	n0			Prac.g_01174														Praq.g_01184	Prar.g_00420																						
N3.HOG0000079	OG0000052	n26			Prac.g_01119														Praq.g_01129	Prar.g_00476																						
N3.HOG0000080	OG0000053	n0			Prac.g_01560														Praq.g_00583	Prar.g_01599																						
N3.HOG0000081	OG0000054	n0			Prac.g_00632															Prar.g_01150																						
N3.HOG0000082	OG0000055	n5			Prac.g_01904														Praq.g_01243	Prar.g_00592																						
N3.HOG0000083	OG0000055	n9			Prac.g_00041														Praq.g_00763	Prar.g_00653																						
N3.HOG0000084	OG0000056	n2			Prac.g_01916														Praq.g_01234	Prar.g_00007																						
N3.HOG0000085	OG0000057	n21			Prac.g_01773														Praq.g_01845	Prar.g_00170																						
N3.HOG0000086	OG0000057	n29			Prac.g_01590														Praq.g_00554	Prar.g_01569																						
N3.HOG0000087	OG0000058	n0			Prac.g_01163														Praq.g_01173	Prar.g_00431																						
N3.HOG0000088	OG0000059	n0			Prac.g_00833														Praq.g_01063	Prar.g_01369																						
N3.HOG0000089	OG0000060	n3			Prac.g_01547														Praq.g_00596	Prar.g_01612																						
N3.HOG0000090	OG0000061	n7			Prac.g_01515														Praq.g_00629	Prar.g_01644																						
N3.HOG0000091	OG0000062	n0			Prac.g_01453														Praq.g_01420	Prar.g_01706																						
N3.HOG0000092	OG0000063	n11			Prac.g_01029														Praq.g_01289	Prar.g_01307																						
N3.HOG0000093	OG0000065	n17			Prac.g_01693														Praq.g_01765	Prar.g_00090																						
N3.HOG0000094	OG0000066	n7			Prac.g_01069														Praq.g_00526	Prar.g_00525																						
N3.HOG0000095	OG0000067	n0			Prac.g_00673														Praq.g_00827	Prar.g_01528																						
N3.HOG0000096	OG0000068	n4			Prac.g_01531														Praq.g_00612	Prar.g_01628																						
N3.HOG0000097	OG0000068	n31			Prac.g_01597														Praq.g_00548	Prar.g_01562																						
N3.HOG0000098	OG0000068	n37			Prac.g_00636														Praq.g_00857	Prar.g_01558																						
N3.HOG0000099	OG0000068	n40			Prac.g_01956														Praq.g_00083	Prar.g_01004																						
N3.HOG0000100	OG0000069	n5			Prac.g_01020														Praq.g_01298	Prar.g_01298																						
N3.HOG0000101	OG0000070	n0			Prac.g_01256														Praq.g_01619	Prar.g_01904																						
N3.HOG0000102	OG0000071	n0			Prac.g_01955														Praq.g_00084	Prar.g_01003																						
N3.HOG0000103	OG0000072	n0			Prac.g_00175														Praq.g_00133	Prar.g_00955																						
N3.HOG0000104	OG0000073	n18			Prac.g_00196														Praq.g_00154	Prar.g_00934																						
N3.HOG0000105	OG0000074	n27			Prac.g_00248														Praq.g_00208	Prar.g_00880																						
N3.HOG0000106	OG0000075	n0			Prac.g_00548														Praq.g_00879	Prar.g_01027																						
N3.HOG0000107	OG0000076	n24			Prac.g_00242														Praq.g_00202	Prar.g_00886																						
N3.HOG0000108	OG0000077	n0			Prac.g_01936														Praq.g_00437	Prar.g_00027																						
N3.HOG0000109	OG0000078	n0			Prac.g_01609														Praq.g_01680	Prar.g_00265																						
N3.HOG0000110	OG0000079	n0			Prac.g_01150														Praq.g_01160	Prar.g_00444																						
N3.HOG0000111	OG0000080	n16			Prac.g_00702														Praq.g_00798	Prar.g_01499																						
N3.HOG0000112	OG0000081	n0			Prac.g_00680														Praq.g_00820	Prar.g_01521																						
N3.HOG0000113	OG0000082	n25			Prac.g_01468														Praq.g_00677	Prar.g_01691																						
N3.HOG0000114	OG0000083	n0			Prac.g_01405														Praq.g_01469	Prar.g_01755																						
N3.HOG0000115	OG0000084	n0			Prac.g_01327														Praq.g_01548	Prar.g_01833																						
N3.HOG0000116	OG0000085	n0			Prac.g_01207														Praq.g_01667	Prar.g_01953																						
N3.HOG0000117	OG0000086	n0			Prac.g_01018														Praq.g_01300	Prar.g_01296																						
N3.HOG0000118	OG0000087	n0			Prac.g_00276															Prar.g_00712																						
N3.HOG0000119	OG0000088	n18			Prac.g_00132														Praq.g_00089	Prar.g_00998																						
N3.HOG0000120	OG0000089	n2			Prac.g_00133														Praq.g_00091	Prar.g_00997																						
N3.HOG0000121	OG0000090	n0			Prac.g_00256														Praq.g_00216	Prar.g_00872																						
N3.HOG0000122	OG0000091	n0			Prac.g_00403														Praq.g_00302	Prar.g_00839																						
N3.HOG0000123	OG0000092	n0			Prac.g_00886														Praq.g_00052	Prar.g_01166																						
N3.HOG0000124	OG0000093	n0			Prac.g_00500														Praq.g_00927	Prar.g_01090																						
N3.HOG0000125	OG0000094	n0			Prac.g_00545														Praq.g_00882	Prar.g_01030																						
N3.HOG0000126	OG0000095	n0			Prac.g_00015														Praq.g_00737	Prar.g_00627																						
N3.HOG0000127	OG0000096	n7			Prac.g_00084														Praq.g_00710	Prar.g_00696																						
N3.HOG0000128	OG0000097	n3			Prac.g_00101														Praq.g_00392	Prar.g_00072																						
N3.HOG0000129	OG0000098	n0			Prac.g_01944														Praq.g_00429	Prar.g_00035																						
N3.HOG0000130	OG0000099	n0			Prac.g_01924														Praq.g_01226	Prar.g_00015																						
N3.HOG0000131	OG0000100	n3			Prac.g_01893														Praq.g_01254	Prar.g_00581																						
N3.HOG0000132	OG0000101	n0			Prac.g_01882														Praq.g_01265	Prar.g_00570																						
N3.HOG0000133	OG0000102	n0			Prac.g_01818														Praq.g_01890	Prar.g_00215																						
N3.HOG0000134	OG0000103	n0			Prac.g_01810														Praq.g_01882	Prar.g_00207																						
N3.HOG0000135	OG0000104	n0			Prac.g_01792														Praq.g_01864	Prar.g_00189																						
N3.HOG0000136	OG0000105	n0			Prac.g_01760														Praq.g_01832	Prar.g_00157																						
N3.HOG0000137	OG0000106	n0			Prac.g_01746														Praq.g_01818	Prar.g_00143																						
N3.HOG0000138	OG0000107	n4			Prac.g_01738														Praq.g_01810	Prar.g_00135																						
N3.HOG0000139	OG0000108	n0			Prac.g_01728														Praq.g_01800	Prar.g_00125																						
N3.HOG0000140	OG0000109	n0			Prac.g_01691														Praq.g_01763	Prar.g_00088																						
N3.HOG0000141	OG0000110	n0			Prac.g_01679														Praq.g_01751	Prar.g_00076																						
N3.HOG0000142	OG0000111	n0			Prac.g_01657														Praq.g_01729	Prar.g_00313																						
N3.HOG0000143	OG0000112	n0			Prac.g_01647														Praq.g_01718	Prar.g_00303																						
N3.HOG0000144	OG0000113	n0			Prac.g_01634														Praq.g_01705	Prar.g_00290																						
N3.HOG0000145	OG0000114	n0			Prac.g_01606														Praq.g_01677	Prar.g_00262																						
N3.HOG0000146	OG0000115	n0			Prac.g_01070														Praq.g_00525	Prar.g_00524																						
N3.HOG0000147	OG0000116	n0			Prac.g_01068														Praq.g_00527	Prar.g_00526																						
N3.HOG0000148	OG0000117	n0			Prac.g_01064														Praq.g_00531	Prar.g_00530																						
N3.HOG0000149	OG0000118	n0			Prac.g_00872														Praq.g_01103	Prar.g_01330																						
N3.HOG0000150	OG0000119	n0			Prac.g_00840														Praq.g_01070	Prar.g_01362																						
N3.HOG0000151	OG0000120	n0			Prac.g_00839														Praq.g_01069	Prar.g_01363																						
N3.HOG0000152	OG0000121	n0			Prac.g_00829														Praq.g_01059	Prar.g_01373																						
N3.HOG0000153	OG0000122	n0			Prac.g_00820														Praq.g_01050	Prar.g_01382																						
N3.HOG0000154	OG0000123	n0			Prac.g_00789														Praq.g_01019	Prar.g_01413																						
N3.HOG0000155	OG0000124	n0			Prac.g_00720														Praq.g_00780	Prar.g_01481																						
N3.HOG0000156	OG0000125	n0			Prac.g_00719														Praq.g_00781	Prar.g_01482																						
N3.HOG0000157	OG0000126	n0			Prac.g_00718														Praq.g_00782	Prar.g_01483																						
N3.HOG0000158	OG0000127	n0			Prac.g_00685														Praq.g_00815	Prar.g_01516																						
N3.HOG0000159	OG0000128	n0			Prac.g_01558														Praq.g_00585	Prar.g_01601																						
N3.HOG0000160	OG0000129	n0			Prac.g_01538														Praq.g_00605	Prar.g_01621																						
N3.HOG0000161	OG0000130	n0			Prac.g_01491														Praq.g_00654	Prar.g_01668																						
N3.HOG0000162	OG0000131	n0			Prac.g_01477														Praq.g_00668	Prar.g_01682																						
N3.HOG0000163	OG0000132	n0			Prac.g_01442														Praq.g_01431	Prar.g_01717																						
N3.HOG0000164	OG0000133	n0			Prac.g_01368														Praq.g_01506	Prar.g_01792																						
N3.HOG0000165	OG0000134	n0			Prac.g_01359														Praq.g_01516	Prar.g_01801																						
N3.HOG0000166	OG0000135	n0			Prac.g_01323														Praq.g_01552	Prar.g_01837																						
N3.HOG0000167	OG0000136	n0			Prac.g_01259														Praq.g_01616	Prar.g_01901																						
N3.HOG0000168	OG0000137	n0			Prac.g_01015														Praq.g_01303	Prar.g_01293																						
N3.HOG0000169	OG0000138	n6			Prac.g_00990														Praq.g_01328	Prar.g_01268																						
N3.HOG0000170	OG0000139	n0			Prac.g_00979														Praq.g_01339	Prar.g_01257																						
N3.HOG0000171	OG0000140	n0			Prac.g_00928														Praq.g_01390	Prar.g_01206																						
N3.HOG0000172	OG0000141	n0			Prac.g_00448														Praq.g_00257	Prar.g_00376																						
N3.HOG0000173	OG0000142	n0			Prac.g_00187														Praq.g_00145	Prar.g_00943																						
N3.HOG0000174	OG0000143	n0			Prac.g_00217														Praq.g_00175	Prar.g_00911																						
N3.HOG0000175	OG0000144	n0			Prac.g_00424														Praq.g_00281	Prar.g_00352																						
N3.HOG0000176	OG0000145	n0			Prac.g_00410														Praq.g_00295	Prar.g_00338																						
N3.HOG0000177	OG0000146	n0			Prac.g_00374														Praq.g_00331	Prar.g_00810																						
N3.HOG0000178	OG0000147	n0			Prac.g_00334														Praq.g_00371	Prar.g_00770																						
N3.HOG0000179	OG0000148	n0			Prac.g_00333														Praq.g_00372	Prar.g_00769																						
N3.HOG0000180	OG0000149	n0			Prac.g_00627														Praq.g_01954, Praq.g_00499	Prar.g_01145																						
N3.HOG0000181	OG0000150	n0			Prac.g_00589														Praq.g_00461	Prar.g_01959																						
N3.HOG0000182	OG0000151	n0			Prac.g_00586														Praq.g_00458	Prar.g_01956, Prar.g_00595																						
N3.HOG0000183	OG0000152	n0			Prac.g_00471														Praq.g_00956	Prar.g_01119																						
N3.HOG0000184	OG0000153	n0			Prac.g_00507														Praq.g_00920	Prar.g_01068																						
N3.HOG0000185	OG0000154	n0			Prac.g_00543														Praq.g_00884	Prar.g_01032																						
N3.HOG0000186	OG0000155	n0			Prac.g_00560														Praq.g_00867	Prar.g_01015																						
N3.HOG0000187	OG0000156	n0			Prac.g_00026														Praq.g_00748	Prar.g_00638																						
N3.HOG0000188	OG0000157	n0			Prac.g_00057														Praq.g_00683	Prar.g_00669																						
N3.HOG0000189	OG0000158	n0			Prac.g_00118														Praq.g_00409	Prar.g_00055																						
N3.HOG0000190	OG0000160	n0			Prac.g_01946														Praq.g_00427	Prar.g_00037																						
N3.HOG0000191	OG0000161	n0			Prac.g_01945														Praq.g_00428	Prar.g_00036																						
N3.HOG0000192	OG0000162	n0			Prac.g_01943														Praq.g_00430	Prar.g_00034																						
N3.HOG0000193	OG0000163	n0			Prac.g_01942														Praq.g_00431	Prar.g_00033																						
N3.HOG0000194	OG0000164	n0			Prac.g_01941														Praq.g_00432	Prar.g_00032																						
N3.HOG0000195	OG0000165	n0			Prac.g_01940														Praq.g_00433	Prar.g_00031																						
N3.HOG0000196	OG0000166	n0			Prac.g_01939														Praq.g_00434	Prar.g_00030																						
N3.HOG0000197	OG0000167	n0			Prac.g_01938														Praq.g_00435	Prar.g_00029																						
N3.HOG0000198	OG0000168	n0			Prac.g_01937														Praq.g_00436	Prar.g_00028																						
N3.HOG0000199	OG0000169	n0			Prac.g_01935														Praq.g_00438	Prar.g_00026																						
N3.HOG0000200	OG0000170	n0			Prac.g_01933														Praq.g_01217	Prar.g_00024																						
N3.HOG0000201	OG0000171	n0			Prac.g_01932														Praq.g_01218	Prar.g_00023																						
N3.HOG0000202	OG0000172	n0			Prac.g_01931														Praq.g_01219	Prar.g_00022																						
N3.HOG0000203	OG0000173	n0			Prac.g_01930														Praq.g_01220	Prar.g_00021																						
N3.HOG0000204	OG0000174	n0			Prac.g_01929														Praq.g_01221	Prar.g_00020																						
N3.HOG0000205	OG0000175	n0			Prac.g_01928														Praq.g_01222	Prar.g_00019																						
N3.HOG0000206	OG0000176	n0			Prac.g_01927														Praq.g_01223	Prar.g_00018																						
N3.HOG0000207	OG0000177	n0			Prac.g_01926														Praq.g_01224	Prar.g_00017																						
N3.HOG0000208	OG0000178	n0			Prac.g_01925														Praq.g_01225	Prar.g_00016																						
N3.HOG0000209	OG0000179	n0			Prac.g_01923														Praq.g_01227	Prar.g_00014																						
N3.HOG0000210	OG0000180	n0			Prac.g_01922														Praq.g_01228	Prar.g_00013																						
N3.HOG0000211	OG0000181	n0			Prac.g_01921														Praq.g_01229	Prar.g_00012																						
N3.HOG0000212	OG0000182	n0			Prac.g_01920														Praq.g_01230	Prar.g_00011																						
N3.HOG0000213	OG0000183	n0			Prac.g_01919														Praq.g_01231	Prar.g_00010																						
N3.HOG0000214	OG0000184	n0			Prac.g_01918														Praq.g_01232	Prar.g_00009																						
N3.HOG0000215	OG0000185	n0			Prac.g_01915														Praq.g_01235	Prar.g_00006																						
N3.HOG0000216	OG0000186	n0			Prac.g_01911														Praq.g_01239	Prar.g_00002																						
N3.HOG0000217	OG0000187	n0			Prac.g_01910														Praq.g_01240	Prar.g_00001																						
N3.HOG0000218	OG0000188	n0			Prac.g_01909														Praq.g_01241	Prar.g_00594																						
N3.HOG0000219	OG0000189	n0			Prac.g_01892														Praq.g_01255	Prar.g_00580																						
N3.HOG0000220	OG0000190	n0			Prac.g_01890														Praq.g_01257	Prar.g_00578																						
N3.HOG0000221	OG0000191	n0			Prac.g_01889														Praq.g_01258	Prar.g_00577																						
N3.HOG0000222	OG0000192	n0			Prac.g_01888														Praq.g_01259	Prar.g_00576																						
N3.HOG0000223	OG0000193	n0			Prac.g_01886														Praq.g_01261	Prar.g_00574																						
N3.HOG0000224	OG0000194	n0			Prac.g_01885														Praq.g_01262	Prar.g_00573																						
N3.HOG0000225	OG0000195	n0			Prac.g_01884														Praq.g_01263	Prar.g_00572																						
N3.HOG0000226	OG0000196	n0			Prac.g_01883														Praq.g_01264	Prar.g_00571																						
N3.HOG0000227	OG0000197	n0			Prac.g_01881														Praq.g_01266	Prar.g_00569																						
N3.HOG0000228	OG0000198	n0			Prac.g_01880														Praq.g_01267	Prar.g_00568																						
N3.HOG0000229	OG0000199	n0			Prac.g_01879														Praq.g_01268	Prar.g_00567																						
N3.HOG0000230	OG0000200	n0			Prac.g_01867														Praq.g_01939	Prar.g_00554																						
N3.HOG0000231	OG0000201	n0			Prac.g_01866														Praq.g_01938	Prar.g_00553																						
N3.HOG0000232	OG0000202	n0			Prac.g_01865														Praq.g_01937	Prar.g_00552																						
N3.HOG0000233	OG0000203	n0			Prac.g_01862														Praq.g_01934	Prar.g_00549																						
N3.HOG0000234	OG0000204	n0			Prac.g_01861														Praq.g_01933	Prar.g_00548																						
N3.HOG0000235	OG0000205	n0			Prac.g_01858														Praq.g_01930	Prar.g_00255																						
N3.HOG0000236	OG0000206	n0			Prac.g_01856														Praq.g_01928	Prar.g_00253																						
N3.HOG0000237	OG0000207	n0			Prac.g_01854														Praq.g_01926	Prar.g_00251																						
N3.HOG0000238	OG0000208	n0			Prac.g_01853														Praq.g_01925	Prar.g_00250																						
N3.HOG0000239	OG0000209	n0			Prac.g_01852														Praq.g_01924	Prar.g_00249																						
N3.HOG0000240	OG0000210	n0			Prac.g_01851														Praq.g_01923	Prar.g_00248																						
N3.HOG0000241	OG0000211	n0			Prac.g_01850														Praq.g_01922	Prar.g_00247																						
N3.HOG0000242	OG0000212	n0			Prac.g_01849														Praq.g_01921	Prar.g_00246																						
N3.HOG0000243	OG0000213	n0			Prac.g_01848														Praq.g_01920	Prar.g_00245																						
N3.HOG0000244	OG0000214	n0			Prac.g_01847														Praq.g_01919	Prar.g_00244																						
N3.HOG0000245	OG0000215	n0			Prac.g_01846														Praq.g_01918	Prar.g_00243																						
N3.HOG0000246	OG0000216	n0			Prac.g_01845														Praq.g_01917	Prar.g_00242																						
N3.HOG0000247	OG0000217	n0			Prac.g_01843														Praq.g_01915	Prar.g_00240																						
N3.HOG0000248	OG0000218	n0			Prac.g_01842														Praq.g_01914	Prar.g_00239																						
N3.HOG0000249	OG0000219	n0			Prac.g_01841														Praq.g_01913	Prar.g_00238																						
N3.HOG0000250	OG0000220	n0			Prac.g_01840														Praq.g_01912	Prar.g_00237																						
N3.HOG0000251	OG0000221	n0			Prac.g_01837														Praq.g_01909	Prar.g_00234																						
N3.HOG0000252	OG0000222	n0			Prac.g_01836														Praq.g_01908	Prar.g_00233																						
N3.HOG0000253	OG0000223	n0			Prac.g_01835														Praq.g_01907	Prar.g_00232																						
N3.HOG0000254	OG0000224	n0			Prac.g_01834														Praq.g_01906	Prar.g_00231																						
N3.HOG0000255	OG0000225	n0			Prac.g_01833														Praq.g_01905	Prar.g_00230																						
N3.HOG0000256	OG0000226	n0			Prac.g_01832														Praq.g_01904	Prar.g_00229																						
N3.HOG0000257	OG0000227	n0			Prac.g_01831														Praq.g_01903	Prar.g_00228																						
N3.HOG0000258	OG0000228	n0			Prac.g_01830														Praq.g_01902	Prar.g_00227																						
N3.HOG0000259	OG0000229	n0			Prac.g_01829														Praq.g_01901	Prar.g_00226																						
N3.HOG0000260	OG0000230	n0			Prac.g_01828														Praq.g_01900	Prar.g_00225																						
N3.HOG0000261	OG0000231	n0			Prac.g_01827														Praq.g_01899	Prar.g_00224																						
N3.HOG0000262	OG0000232	n0			Prac.g_01825														Praq.g_01897	Prar.g_00222																						
N3.HOG0000263	OG0000233	n0			Prac.g_01824														Praq.g_01896	Prar.g_00221																						
N3.HOG0000264	OG0000234	n0			Prac.g_01823														Praq.g_01895	Prar.g_00220																						
N3.HOG0000265	OG0000235	n0			Prac.g_01822														Praq.g_01894	Prar.g_00219																						
N3.HOG0000266	OG0000236	n0			Prac.g_01821														Praq.g_01893	Prar.g_00218																						
N3.HOG0000267	OG0000237	n0			Prac.g_01820														Praq.g_01892	Prar.g_00217																						
N3.HOG0000268	OG0000238	n0			Prac.g_01819														Praq.g_01891	Prar.g_00216																						
N3.HOG0000269	OG0000239	n0			Prac.g_01817														Praq.g_01889	Prar.g_00214																						
N3.HOG0000270	OG0000240	n0			Prac.g_01816														Praq.g_01888	Prar.g_00213																						
N3.HOG0000271	OG0000241	n0			Prac.g_01815														Praq.g_01887	Prar.g_00212																						
N3.HOG0000272	OG0000242	n0			Prac.g_01814														Praq.g_01886	Prar.g_00211																						
N3.HOG0000273	OG0000243	n0			Prac.g_01811														Praq.g_01883	Prar.g_00208																						
N3.HOG0000274	OG0000244	n0			Prac.g_01809														Praq.g_01881	Prar.g_00206																						
N3.HOG0000275	OG0000245	n0			Prac.g_01808														Praq.g_01880	Prar.g_00205																						
N3.HOG0000276	OG0000246	n0			Prac.g_01807														Praq.g_01879	Prar.g_00204																						
N3.HOG0000277	OG0000247	n0			Prac.g_01804														Praq.g_01876	Prar.g_00201																						
N3.HOG0000278	OG0000248	n0			Prac.g_01802														Praq.g_01874	Prar.g_00199																						
N3.HOG0000279	OG0000249	n0			Prac.g_01801														Praq.g_01873	Prar.g_00198																						
N3.HOG0000280	OG0000250	n0			Prac.g_01800														Praq.g_01872	Prar.g_00197																						
N3.HOG0000281	OG0000251	n0			Prac.g_01799														Praq.g_01871	Prar.g_00196																						
N3.HOG0000282	OG0000252	n0			Prac.g_01798														Praq.g_01870	Prar.g_00195																						
N3.HOG0000283	OG0000253	n0			Prac.g_01797														Praq.g_01869	Prar.g_00194																						
N3.HOG0000284	OG0000254	n0			Prac.g_01795														Praq.g_01867	Prar.g_00192																						
