Orthogroup	Praq	Praw
OG0000107	Praq.g_01069	Praw.g_00615
OG0000108	Praq.g_01059	Praw.g_00605
OG0000109	Praq.g_01050	Praw.g_00596
OG0000110	Praq.g_01034	Praw.g_00580
OG0000111	Praq.g_00780	Praw.g_01871
OG0000112	Praq.g_00781	Praw.g_01870
OG0000113	Praq.g_00605	Praw.g_01787
OG0000114	Praq.g_00668	Praw.g_01699
OG0000115	Praq.g_01548	Praw.g_01539
OG0000116	Praq.g_01552	Praw.g_01535
OG0000117	Praq.g_01616	Praw.g_01470
OG0000118	Praq.g_01667	Praw.g_01418
OG0000119	Praq.g_01303	Praw.g_00204
OG0000120	Praq.g_01339	Praw.g_00240
OG0000121	Praq.g_01358	Praw.g_00259
OG0000122	Praq.g_01377	Praw.g_00278
OG0000123	Praq.g_01390	Praw.g_00291
OG0000124	Praq.g_00257	Praw.g_00904
OG0000125	Praq.g_00145	Praw.g_00993
OG0000126	Praq.g_00175	Praw.g_01016
OG0000127	Praq.g_00281	Praw.g_01096
OG0000128	Praq.g_00295	Praw.g_01079, Praw.g_01080
OG0000129	Praq.g_00331	Praw.g_00374
OG0000130	Praq.g_01954, Praq.g_00499	Praw.g_00513
OG0000131	Praq.g_00461	Praw.g_00551
OG0000132	Praq.g_00458	Praw.g_00554
OG0000133	Praq.g_00920	Praw.g_00137
OG0000134	Praq.g_00884	Praw.g_00101
OG0000135	Praq.g_00882	Praw.g_00099
OG0000136	Praq.g_00748	Praw.g_00055
OG0000137	Praq.g_00683	Praw.g_00022
OG0000138	Praq.g_00718	Praw.g_01180
OG0000139	Praq.g_00409	Praw.g_01153
OG0000140	Praq.g_00427	Praw.g_01135
OG0000141	Praq.g_00428	Praw.g_01134
OG0000142	Praq.g_00430	Praw.g_01132
OG0000143	Praq.g_00431	Praw.g_01131
OG0000144	Praq.g_00433	Praw.g_01129
OG0000145	Praq.g_00434	Praw.g_01128
OG0000146	Praq.g_00435	Praw.g_01127
OG0000147	Praq.g_00436	Praw.g_01126
OG0000148	Praq.g_00438	Praw.g_01124
OG0000149	Praq.g_01217	Praw.g_01414
OG0000150	Praq.g_01218	Praw.g_01413
OG0000151	Praq.g_01219	Praw.g_01412
OG0000152	Praq.g_01220	Praw.g_01411
OG0000153	Praq.g_01221	Praw.g_01410
OG0000154	Praq.g_01222	Praw.g_01409
OG0000155	Praq.g_01223	Praw.g_01408
OG0000156	Praq.g_01224	Praw.g_01407
OG0000157	Praq.g_01225	Praw.g_01406
OG0000158	Praq.g_01227	Praw.g_01404
OG0000159	Praq.g_01228	Praw.g_01403
OG0000160	Praq.g_01229	Praw.g_01402
OG0000161	Praq.g_01230	Praw.g_01401
OG0000162	Praq.g_01231	Praw.g_01400
OG0000163	Praq.g_01232	Praw.g_01399
OG0000164	Praq.g_01235	Praw.g_01396
OG0000165	Praq.g_01239	Praw.g_01393
OG0000166	Praq.g_01240	Praw.g_01392
OG0000167	Praq.g_01241	Praw.g_01391
OG0000168	Praq.g_01255	Praw.g_01388
OG0000169	Praq.g_01257	Praw.g_01386
OG0000170	Praq.g_01258	Praw.g_01385
OG0000171	Praq.g_01259	Praw.g_01384
OG0000172	Praq.g_01261	Praw.g_01383
OG0000173	Praq.g_01262	Praw.g_01382
OG0000174	Praq.g_01263	Praw.g_01381
OG0000175	Praq.g_01264	Praw.g_01380
OG0000176	Praq.g_01266	Praw.g_01378
OG0000177	Praq.g_01267	Praw.g_01377
OG0000178	Praq.g_01268	Praw.g_01376
OG0000179	Praq.g_01939	Praw.g_01370
OG0000180	Praq.g_01938	Praw.g_01369
OG0000181	Praq.g_01937	Praw.g_01368
OG0000182	Praq.g_01934	Praw.g_01365
OG0000183	Praq.g_01933	Praw.g_01364
OG0000184	Praq.g_01930	Praw.g_01361
OG0000185	Praq.g_01926	Praw.g_01357
OG0000186	Praq.g_01925	Praw.g_01356
OG0000187	Praq.g_01924	Praw.g_01355
OG0000188	Praq.g_01923	Praw.g_01354
OG0000189	Praq.g_01922	Praw.g_01353
OG0000190	Praq.g_01921	Praw.g_01352
OG0000191	Praq.g_01920	Praw.g_01351
OG0000192	Praq.g_01919	Praw.g_01350
OG0000193	Praq.g_01918	Praw.g_01349
OG0000194	Praq.g_01917	Praw.g_01348
OG0000195	Praq.g_01915	Praw.g_01346
OG0000196	Praq.g_01914	Praw.g_01345
OG0000197	Praq.g_01913	Praw.g_01344
OG0000198	Praq.g_01912	Praw.g_01343
OG0000199	Praq.g_01909	Praw.g_01341
OG0000200	Praq.g_01908	Praw.g_01340
OG0000201	Praq.g_01907	Praw.g_01339
OG0000202	Praq.g_01906	Praw.g_01338
OG0000203	Praq.g_01905	Praw.g_01337
OG0000204	Praq.g_01904	Praw.g_01336
OG0000205	Praq.g_01903	Praw.g_01335
OG0000206	Praq.g_01902	Praw.g_01334
OG0000207	Praq.g_01901	Praw.g_01333
OG0000208	Praq.g_01900	Praw.g_01332
OG0000209	Praq.g_01899	Praw.g_01331
OG0000210	Praq.g_01897	Praw.g_01329
OG0000211	Praq.g_01896	Praw.g_01328
OG0000212	Praq.g_01895	Praw.g_01327
OG0000213	Praq.g_01894	Praw.g_01326
OG0000214	Praq.g_01892	Praw.g_01324
OG0000215	Praq.g_01891	Praw.g_01323
OG0000216	Praq.g_01889	Praw.g_01321
OG0000217	Praq.g_01888	Praw.g_01320
OG0000218	Praq.g_01887	Praw.g_01319
OG0000219	Praq.g_01886	Praw.g_01318
OG0000220	Praq.g_01883	Praw.g_01315
OG0000221	Praq.g_01881	Praw.g_01313
OG0000222	Praq.g_01880	Praw.g_01312
OG0000223	Praq.g_01879	Praw.g_01311
OG0000224	Praq.g_01876	Praw.g_01308
OG0000225	Praq.g_01874	Praw.g_01306
OG0000226	Praq.g_01873	Praw.g_01305
OG0000227	Praq.g_01872	Praw.g_01304
OG0000228	Praq.g_01871	Praw.g_01303
OG0000229	Praq.g_01870	Praw.g_01302
OG0000230	Praq.g_01869	Praw.g_01301
OG0000231	Praq.g_01867	Praw.g_01299
OG0000232	Praq.g_01866	Praw.g_01298
OG0000233	Praq.g_01863	Praw.g_01295
OG0000234	Praq.g_01861	Praw.g_01293
OG0000235	Praq.g_01857	Praw.g_01290
OG0000236	Praq.g_01856	Praw.g_01289
OG0000237	Praq.g_01855	Praw.g_01288
OG0000238	Praq.g_01854	Praw.g_01287
OG0000239	Praq.g_01853	Praw.g_01286
OG0000240	Praq.g_01851	Praw.g_01284
OG0000241	Praq.g_01850	Praw.g_01283
OG0000242	Praq.g_01849	Praw.g_01282
OG0000243	Praq.g_01848	Praw.g_01281
OG0000244	Praq.g_01847	Praw.g_01280
OG0000245	Praq.g_01846	Praw.g_01279
OG0000246	Praq.g_01844	Praw.g_01277
OG0000247	Praq.g_01843	Praw.g_01276
OG0000248	Praq.g_01842	Praw.g_01275
OG0000249	Praq.g_01841	Praw.g_01274
OG0000250	Praq.g_01840	Praw.g_01273
OG0000251	Praq.g_01839	Praw.g_01272
OG0000252	Praq.g_01838	Praw.g_01271
OG0000253	Praq.g_01837	Praw.g_01270
OG0000254	Praq.g_01835	Praw.g_01268
OG0000255	Praq.g_01834	Praw.g_01267
OG0000256	Praq.g_01831	Praw.g_01264
OG0000257	Praq.g_01829	Praw.g_01262
OG0000258	Praq.g_01828	Praw.g_01261
OG0000259	Praq.g_01827	Praw.g_01260
OG0000260	Praq.g_01826	Praw.g_01259
OG0000261	Praq.g_01825	Praw.g_01258
OG0000262	Praq.g_01824	Praw.g_01257
OG0000263	Praq.g_01823	Praw.g_01256
OG0000264	Praq.g_01821	Praw.g_01254
OG0000265	Praq.g_01820	Praw.g_01253
OG0000266	Praq.g_01819	Praw.g_01252
OG0000267	Praq.g_01817	Praw.g_01250
OG0000268	Praq.g_01816	Praw.g_01249
OG0000269	Praq.g_01815	Praw.g_01248
OG0000270	Praq.g_01814	Praw.g_01247
OG0000271	Praq.g_01813	Praw.g_01246
OG0000272	Praq.g_01812	Praw.g_01245
OG0000273	Praq.g_01811	Praw.g_01244
OG0000274	Praq.g_01810	Praw.g_01243
OG0000275	Praq.g_01809	Praw.g_01242
OG0000276	Praq.g_01808	Praw.g_01241
OG0000277	Praq.g_01807	Praw.g_01240
OG0000278	Praq.g_01806	Praw.g_01239
OG0000279	Praq.g_01805	Praw.g_01238
OG0000280	Praq.g_01804	Praw.g_01237
OG0000281	Praq.g_01802	Praw.g_01235
OG0000282	Praq.g_01801	Praw.g_01234
OG0000283	Praq.g_01798	Praw.g_01231
OG0000284	Praq.g_01797	Praw.g_01230
OG0000285	Praq.g_01796	Praw.g_01229
OG0000286	Praq.g_01794	Praw.g_01227
OG0000287	Praq.g_01793	Praw.g_01226
OG0000288	Praq.g_01792	Praw.g_01225
OG0000289	Praq.g_01791	Praw.g_01224
OG0000290	Praq.g_01790	Praw.g_01223
OG0000291	Praq.g_01789	Praw.g_01222
OG0000292	Praq.g_01788	Praw.g_01221
OG0000293	Praq.g_01787	Praw.g_01220
OG0000294	Praq.g_01786	Praw.g_01219
OG0000295	Praq.g_01785	Praw.g_01218
OG0000296	Praq.g_01784	Praw.g_01217
OG0000297	Praq.g_01783	Praw.g_01216
OG0000298	Praq.g_01782	Praw.g_01215
OG0000299	Praq.g_01781	Praw.g_01214
OG0000300	Praq.g_01780	Praw.g_01213
OG0000301	Praq.g_01779	Praw.g_01212
OG0000302	Praq.g_01778	Praw.g_01211
OG0000303	Praq.g_01777	Praw.g_01210
OG0000304	Praq.g_01776	Praw.g_01209
OG0000305	Praq.g_01775	Praw.g_01208
OG0000306	Praq.g_01774	Praw.g_01207
OG0000307	Praq.g_01773	Praw.g_01206
OG0000308	Praq.g_01772	Praw.g_01205
OG0000309	Praq.g_01771	Praw.g_01204
OG0000310	Praq.g_01770	Praw.g_01203
OG0000311	Praq.g_01769	Praw.g_01202
OG0000312	Praq.g_01767	Praw.g_01200
OG0000313	Praq.g_01766	Praw.g_01199
OG0000314	Praq.g_01763	Praw.g_01196
OG0000315	Praq.g_01762	Praw.g_01195
OG0000316	Praq.g_01760	Praw.g_00891
OG0000317	Praq.g_01758	Praw.g_00889
OG0000318	Praq.g_01757	Praw.g_00888
OG0000319	Praq.g_01756	Praw.g_00887
OG0000320	Praq.g_01755	Praw.g_00886
OG0000321	Praq.g_01752	Praw.g_00883
OG0000322	Praq.g_01750	Praw.g_00880
OG0000323	Praq.g_01749	Praw.g_00879
OG0000324	Praq.g_01746	Praw.g_00876
OG0000325	Praq.g_01744	Praw.g_00875
OG0000326	Praq.g_01743	Praw.g_00874
OG0000327	Praq.g_01741	Praw.g_00872
OG0000328	Praq.g_01740	Praw.g_00871
OG0000329	Praq.g_01739	Praw.g_00870
OG0000330	Praq.g_01738	Praw.g_00869
OG0000331	Praq.g_01737	Praw.g_00868
OG0000332	Praq.g_01736	Praw.g_00867
OG0000333	Praq.g_01735	Praw.g_00866
OG0000334	Praq.g_01734	Praw.g_00865
OG0000335	Praq.g_01733	Praw.g_00864
OG0000336	Praq.g_01732	Praw.g_00863
OG0000337	Praq.g_01728	Praw.g_00859
OG0000338	Praq.g_01727	Praw.g_00858
OG0000339	Praq.g_01726	Praw.g_00857
OG0000340	Praq.g_01725	Praw.g_00856
OG0000341	Praq.g_01721	Praw.g_00852
OG0000342	Praq.g_01719	Praw.g_00851
OG0000343	Praq.g_01717	Praw.g_00849
OG0000344	Praq.g_01716	Praw.g_00848
OG0000345	Praq.g_01715	Praw.g_00847
OG0000346	Praq.g_01714	Praw.g_00846
OG0000347	Praq.g_01713	Praw.g_00845
OG0000348	Praq.g_01712	Praw.g_00844
OG0000349	Praq.g_01711	Praw.g_00843
OG0000350	Praq.g_01710	Praw.g_00842
OG0000351	Praq.g_01707	Praw.g_00839
OG0000352	Praq.g_01704	Praw.g_00836
OG0000353	Praq.g_01703	Praw.g_00835
OG0000354	Praq.g_01702	Praw.g_00834
OG0000355	Praq.g_01701	Praw.g_00833
OG0000356	Praq.g_01700	Praw.g_00832
OG0000357	Praq.g_01699	Praw.g_00831
OG0000358	Praq.g_01698	Praw.g_00830
OG0000359	Praq.g_01697	Praw.g_00829
OG0000360	Praq.g_01694	Praw.g_00826
OG0000361	Praq.g_01693	Praw.g_00825
OG0000362	Praq.g_01692	Praw.g_00824
OG0000363	Praq.g_01691	Praw.g_00823
OG0000364	Praq.g_01690	Praw.g_00822
OG0000365	Praq.g_01689	Praw.g_00821
OG0000366	Praq.g_01688	Praw.g_00820
OG0000367	Praq.g_01687	Praw.g_00819
OG0000368	Praq.g_01686	Praw.g_00818
OG0000369	Praq.g_01685	Praw.g_00817
OG0000370	Praq.g_01684	Praw.g_00816
OG0000371	Praq.g_01683	Praw.g_00815
OG0000372	Praq.g_01681	Praw.g_00813
OG0000373	Praq.g_01679	Praw.g_00811
OG0000374	Praq.g_01678	Praw.g_00810
OG0000375	Praq.g_01677	Praw.g_00809
OG0000376	Praq.g_01675	Praw.g_00807
OG0000377	Praq.g_01674	Praw.g_00806
OG0000378	Praq.g_01673	Praw.g_00805
OG0000379	Praq.g_01211	Praw.g_00796
OG0000380	Praq.g_01210	Praw.g_00795
OG0000381	Praq.g_01209	Praw.g_00794
OG0000382	Praq.g_01207	Praw.g_00792
OG0000383	Praq.g_01204	Praw.g_00790
OG0000384	Praq.g_01203	Praw.g_00789
OG0000385	Praq.g_01200	Praw.g_00787
OG0000386	Praq.g_01199	Praw.g_00786
OG0000387	Praq.g_01198	Praw.g_00785
OG0000388	Praq.g_01197	Praw.g_00784
OG0000389	Praq.g_01196	Praw.g_00783
OG0000390	Praq.g_01195	Praw.g_00782
OG0000391	Praq.g_01194	Praw.g_00781
OG0000392	Praq.g_01193	Praw.g_00780
OG0000393	Praq.g_01189	Praw.g_00777
OG0000394	Praq.g_01188	Praw.g_00776
OG0000395	Praq.g_01186	Praw.g_00774
OG0000396	Praq.g_01185	Praw.g_00773
OG0000397	Praq.g_01172	Praw.g_00761
OG0000398	Praq.g_01164	Praw.g_00754
OG0000399	Praq.g_01163	Praw.g_00753
OG0000400	Praq.g_01158	Praw.g_00748
OG0000401	Praq.g_01126	Praw.g_00716
OG0000402	Praq.g_01125	Praw.g_00715
OG0000403	Praq.g_01124	Praw.g_00714
OG0000404	Praq.g_01122	Praw.g_00712
OG0000405	Praq.g_01121	Praw.g_00711
OG0000406	Praq.g_01119	Praw.g_00709
OG0000407	Praq.g_01118	Praw.g_00708
OG0000408	Praq.g_01117	Praw.g_00707
OG0000409	Praq.g_01116	Praw.g_00706
OG0000410	Praq.g_01115	Praw.g_00705
OG0000411	Praq.g_01114	Praw.g_00704
OG0000412	Praq.g_01113	Praw.g_00703
OG0000413	Praq.g_01112	Praw.g_00702
OG0000414	Praq.g_01111	Praw.g_00701
OG0000415	Praq.g_01110	Praw.g_00700
OG0000416	Praq.g_01109	Praw.g_00699
OG0000417	Praq.g_01108	Praw.g_00698
OG0000418	Praq.g_01107	Praw.g_00697
OG0000419	Praq.g_00500	Praw.g_00696
OG0000420	Praq.g_00501	Praw.g_00695
OG0000421	Praq.g_00502	Praw.g_00694
OG0000422	Praq.g_00504	Praw.g_00692
OG0000423	Praq.g_00505	Praw.g_00691
OG0000424	Praq.g_00507	Praw.g_00689
OG0000425	Praq.g_00511	Praw.g_00686
OG0000426	Praq.g_00512	Praw.g_00685
OG0000427	Praq.g_00513	Praw.g_00684
OG0000428	Praq.g_00514	Praw.g_00683
OG0000429	Praq.g_00515	Praw.g_00682
OG0000430	Praq.g_00522	Praw.g_00676
OG0000431	Praq.g_00524	Praw.g_00674
OG0000432	Praq.g_00525	Praw.g_00673
OG0000433	Praq.g_00528	Praw.g_00670
OG0000434	Praq.g_00529	Praw.g_00669
OG0000435	Praq.g_00530	Praw.g_00668
OG0000436	Praq.g_00532	Praw.g_00666
OG0000437	Praq.g_00534	Praw.g_00665
OG0000438	Praq.g_00535	Praw.g_00664
OG0000439	Praq.g_00536	Praw.g_00663
OG0000440	Praq.g_00538	Praw.g_00661
OG0000441	Praq.g_00539	Praw.g_00660
OG0000442	Praq.g_00540	Praw.g_00659
OG0000443	Praq.g_00541	Praw.g_00658
OG0000444	Praq.g_00542	Praw.g_00657
OG0000445	Praq.g_00543	Praw.g_00656
OG0000446	Praq.g_00544	Praw.g_00655
OG0000447	Praq.g_00545	Praw.g_00654
OG0000448	Praq.g_00546	Praw.g_00653
OG0000449	Praq.g_01102	Praw.g_00648
OG0000450	Praq.g_01101	Praw.g_00647
OG0000451	Praq.g_01100	Praw.g_00646
OG0000452	Praq.g_01099	Praw.g_00645
OG0000453	Praq.g_01097	Praw.g_00643
OG0000454	Praq.g_01096	Praw.g_00642
OG0000455	Praq.g_01095	Praw.g_00641
OG0000456	Praq.g_01094	Praw.g_00640
OG0000457	Praq.g_01092	Praw.g_00638
OG0000458	Praq.g_01090	Praw.g_00636
OG0000459	Praq.g_01089	Praw.g_00635
OG0000460	Praq.g_01087	Praw.g_00633
OG0000461	Praq.g_01086	Praw.g_00632
OG0000462	Praq.g_01085	Praw.g_00631
OG0000463	Praq.g_01084	Praw.g_00630
OG0000464	Praq.g_01079	Praw.g_00625
OG0000465	Praq.g_01077	Praw.g_00623
OG0000466	Praq.g_01076	Praw.g_00622
OG0000467	Praq.g_01075	Praw.g_00621
OG0000468	Praq.g_01074	Praw.g_00620
OG0000469	Praq.g_01073	Praw.g_00619
OG0000470	Praq.g_01072	Praw.g_00618
OG0000471	Praq.g_01071	Praw.g_00617
OG0000472	Praq.g_01068	Praw.g_00614
OG0000473	Praq.g_01067	Praw.g_00613
OG0000474	Praq.g_01066	Praw.g_00612
OG0000475	Praq.g_01065	Praw.g_00611
OG0000476	Praq.g_01064	Praw.g_00610
OG0000477	Praq.g_01062	Praw.g_00608
OG0000478	Praq.g_01061	Praw.g_00607
OG0000479	Praq.g_01060	Praw.g_00606
OG0000480	Praq.g_01058	Praw.g_00604
OG0000481	Praq.g_01057	Praw.g_00603
OG0000482	Praq.g_01056	Praw.g_00602
OG0000483	Praq.g_01055	Praw.g_00601
OG0000484	Praq.g_01054	Praw.g_00600
OG0000485	Praq.g_01053	Praw.g_00599
OG0000486	Praq.g_01052	Praw.g_00598
OG0000487	Praq.g_01051	Praw.g_00597
OG0000488	Praq.g_01049	Praw.g_00595
OG0000489	Praq.g_01048	Praw.g_00594
OG0000490	Praq.g_01047	Praw.g_00593
OG0000491	Praq.g_01046	Praw.g_00592
OG0000492	Praq.g_01045	Praw.g_00591
OG0000493	Praq.g_01044	Praw.g_00590
OG0000494	Praq.g_01042	Praw.g_00588
OG0000495	Praq.g_01041	Praw.g_00587
OG0000496	Praq.g_01040	Praw.g_00586
OG0000497	Praq.g_01039	Praw.g_00585
OG0000498	Praq.g_01038	Praw.g_00584
OG0000499	Praq.g_01036	Praw.g_00582
OG0000500	Praq.g_01035	Praw.g_00581
OG0000501	Praq.g_01033	Praw.g_00579
OG0000502	Praq.g_01032	Praw.g_00578
OG0000503	Praq.g_01031	Praw.g_00577
OG0000504	Praq.g_01030	Praw.g_00576
OG0000505	Praq.g_01029	Praw.g_00575
OG0000506	Praq.g_01028	Praw.g_01922
OG0000507	Praq.g_01027	Praw.g_01923
OG0000508	Praq.g_01025	Praw.g_01925
OG0000509	Praq.g_01024	Praw.g_01926
OG0000510	Praq.g_01023	Praw.g_01927
OG0000511	Praq.g_01022	Praw.g_01928
OG0000512	Praq.g_01021	Praw.g_01929
OG0000513	Praq.g_01020	Praw.g_01930
OG0000514	Praq.g_01019	Praw.g_01931
OG0000515	Praq.g_01017	Praw.g_01933
OG0000516	Praq.g_01016	Praw.g_01934
OG0000517	Praq.g_01015	Praw.g_01935
OG0000518	Praq.g_01012	Praw.g_01937
OG0000519	Praq.g_01010	Praw.g_01938
OG0000520	Praq.g_01009	Praw.g_01939
OG0000521	Praq.g_01008	Praw.g_01940
OG0000522	Praq.g_01007	Praw.g_01941
OG0000523	Praq.g_01006	Praw.g_01942
OG0000524	Praq.g_01005	Praw.g_01943
OG0000525	Praq.g_01003	Praw.g_01945
OG0000526	Praq.g_01002	Praw.g_01946
OG0000527	Praq.g_01001	Praw.g_01947
OG0000528	Praq.g_01000	Praw.g_01948
OG0000529	Praq.g_00999	Praw.g_01949
OG0000530	Praq.g_00998	Praw.g_00140
OG0000531	Praq.g_00997	Praw.g_00141
OG0000532	Praq.g_00996	Praw.g_00142
OG0000533	Praq.g_00995	Praw.g_00143
OG0000534	Praq.g_00994	Praw.g_00144
OG0000535	Praq.g_00993	Praw.g_00145
OG0000536	Praq.g_00992	Praw.g_00146
OG0000537	Praq.g_00991	Praw.g_00147
OG0000538	Praq.g_00990	Praw.g_00148
OG0000539	Praq.g_00989	Praw.g_00149
OG0000540	Praq.g_00988	Praw.g_00150
OG0000541	Praq.g_00987	Praw.g_00151
OG0000542	Praq.g_00986	Praw.g_00152
OG0000543	Praq.g_00985	Praw.g_00153
OG0000544	Praq.g_00984	Praw.g_00154
OG0000545	Praq.g_00981	Praw.g_00157
OG0000546	Praq.g_00980	Praw.g_00158
OG0000547	Praq.g_00978	Praw.g_00160
OG0000548	Praq.g_00977	Praw.g_00161
OG0000549	Praq.g_00976	Praw.g_00162
OG0000550	Praq.g_00975	Praw.g_00163
OG0000551	Praq.g_00974	Praw.g_00164
OG0000552	Praq.g_00973	Praw.g_00165
OG0000553	Praq.g_00972	Praw.g_00166
OG0000554	Praq.g_00971	Praw.g_00167
OG0000555	Praq.g_00970	Praw.g_00168
OG0000556	Praq.g_00969	Praw.g_00169
OG0000557	Praq.g_00968	Praw.g_01888
OG0000558	Praq.g_00967	Praw.g_01887
OG0000559	Praq.g_00966	Praw.g_01886
OG0000560	Praq.g_00964	Praw.g_01884
OG0000561	Praq.g_00963	Praw.g_01883
OG0000562	Praq.g_00962	Praw.g_01882
OG0000563	Praq.g_00961	Praw.g_01881
OG0000564	Praq.g_00960	Praw.g_01880
OG0000565	Praq.g_00959	Praw.g_01879
OG0000566	Praq.g_00958	Praw.g_01878
OG0000567	Praq.g_00957	Praw.g_01877
