Orthogroup	Praq	Prbm
OG0000285	Praq.g_01796	Prbm.g_00265
OG0000286	Praq.g_01794	Prbm.g_00267
OG0000287	Praq.g_01793	Prbm.g_00268
OG0000288	Praq.g_01792	Prbm.g_00269
OG0000289	Praq.g_01791	Prbm.g_00270
OG0000290	Praq.g_01790	Prbm.g_00271
OG0000291	Praq.g_01789	Prbm.g_00272
OG0000292	Praq.g_01788	Prbm.g_00273
OG0000293	Praq.g_01787	Prbm.g_00274
OG0000294	Praq.g_01786	Prbm.g_00275
OG0000295	Praq.g_01785	Prbm.g_00276
OG0000296	Praq.g_01784	Prbm.g_00277
OG0000297	Praq.g_01783	Prbm.g_00278
OG0000298	Praq.g_01782	Prbm.g_00279
OG0000299	Praq.g_01781	Prbm.g_00280
OG0000300	Praq.g_01780	Prbm.g_00281
OG0000301	Praq.g_01779	Prbm.g_00282
OG0000302	Praq.g_01778	Prbm.g_00283
OG0000303	Praq.g_01777	Prbm.g_00284
OG0000304	Praq.g_01776	Prbm.g_00285
OG0000305	Praq.g_01775	Prbm.g_00286
OG0000306	Praq.g_01774	Prbm.g_00287
OG0000307	Praq.g_01773	Prbm.g_00288
OG0000308	Praq.g_01772	Prbm.g_00289
OG0000309	Praq.g_01771	Prbm.g_00290
OG0000310	Praq.g_01770	Prbm.g_00291
OG0000311	Praq.g_01769	Prbm.g_00293
OG0000312	Praq.g_01767	Prbm.g_00295
OG0000313	Praq.g_01766	Prbm.g_00296
OG0000314	Praq.g_01763	Prbm.g_00300
OG0000315	Praq.g_01762	Prbm.g_00301
OG0000316	Praq.g_01760	Prbm.g_00303
OG0000317	Praq.g_01758	Prbm.g_00305
OG0000318	Praq.g_01757	Prbm.g_00306
OG0000319	Praq.g_01756	Prbm.g_00307
OG0000320	Praq.g_01755	Prbm.g_00308
OG0000321	Praq.g_01752	Prbm.g_00309
OG0000322	Praq.g_01750	Prbm.g_00312
OG0000323	Praq.g_01749	Prbm.g_00313
OG0000324	Praq.g_01746	Prbm.g_00317
OG0000325	Praq.g_01744	Prbm.g_00318
OG0000326	Praq.g_01743	Prbm.g_00319
OG0000327	Praq.g_01741	Prbm.g_00320
OG0000328	Praq.g_01740	Prbm.g_00321
OG0000329	Praq.g_01739	Prbm.g_00322
OG0000330	Praq.g_01738	Prbm.g_00323
OG0000331	Praq.g_01737	Prbm.g_00324
OG0000332	Praq.g_01736	Prbm.g_00325
OG0000333	Praq.g_01735	Prbm.g_00326
OG0000334	Praq.g_01734	Prbm.g_00327
OG0000335	Praq.g_01733	Prbm.g_00328
OG0000336	Praq.g_01732	Prbm.g_00330
OG0000337	Praq.g_01728	Prbm.g_00332
OG0000338	Praq.g_01727	Prbm.g_00333
OG0000339	Praq.g_01726	Prbm.g_00334
OG0000340	Praq.g_01725	Prbm.g_00335
OG0000341	Praq.g_01721	Prbm.g_00339
OG0000342	Praq.g_01719	Prbm.g_00340
OG0000343	Praq.g_01717	Prbm.g_00342
OG0000344	Praq.g_01716	Prbm.g_00343
OG0000345	Praq.g_01715	Prbm.g_00344
OG0000346	Praq.g_01714	Prbm.g_00345
OG0000347	Praq.g_01713	Prbm.g_00346
OG0000348	Praq.g_01712	Prbm.g_00347
OG0000349	Praq.g_01711	Prbm.g_00348
OG0000350	Praq.g_01710	Prbm.g_00349
OG0000351	Praq.g_01707	Prbm.g_00351
OG0000352	Praq.g_01704	Prbm.g_00354
OG0000353	Praq.g_01703	Prbm.g_00355
OG0000354	Praq.g_01702	Prbm.g_00356
OG0000355	Praq.g_01701	Prbm.g_00357
OG0000356	Praq.g_01700	Prbm.g_00358
OG0000357	Praq.g_01699	Prbm.g_00359
OG0000358	Praq.g_01698	Prbm.g_00360
OG0000359	Praq.g_01697	Prbm.g_00361
OG0000360	Praq.g_01694	Prbm.g_00364
OG0000361	Praq.g_01693	Prbm.g_00365
OG0000362	Praq.g_01692	Prbm.g_00366
OG0000363	Praq.g_01691	Prbm.g_00367
OG0000364	Praq.g_01690	Prbm.g_00368
OG0000365	Praq.g_01689	Prbm.g_00369
OG0000366	Praq.g_01688	Prbm.g_00370
OG0000367	Praq.g_01687	Prbm.g_00371
OG0000368	Praq.g_01686	Prbm.g_00372
OG0000369	Praq.g_01685	Prbm.g_00373
OG0000370	Praq.g_01684	Prbm.g_00374
OG0000371	Praq.g_01683	Prbm.g_00375
OG0000372	Praq.g_01681	Prbm.g_00376
OG0000373	Praq.g_01679	Prbm.g_00378
OG0000374	Praq.g_01678	Prbm.g_00379
OG0000375	Praq.g_01677	Prbm.g_00380
OG0000376	Praq.g_01675	Prbm.g_00382
OG0000377	Praq.g_01674	Prbm.g_00388
OG0000378	Praq.g_01673	Prbm.g_00768
OG0000379	Praq.g_01211	Prbm.g_00400
OG0000380	Praq.g_01210	Prbm.g_00402
OG0000381	Praq.g_01209	Prbm.g_00403
OG0000382	Praq.g_01207	Prbm.g_00404
OG0000383	Praq.g_01204	Prbm.g_00407
OG0000384	Praq.g_01203	Prbm.g_00408
OG0000385	Praq.g_01200	Prbm.g_00410
OG0000386	Praq.g_01199	Prbm.g_00411
OG0000387	Praq.g_01198	Prbm.g_00412
OG0000388	Praq.g_01197	Prbm.g_00413
OG0000389	Praq.g_01196	Prbm.g_00414
OG0000390	Praq.g_01195	Prbm.g_00415
OG0000391	Praq.g_01194	Prbm.g_00416
OG0000392	Praq.g_01193	Prbm.g_00417
OG0000393	Praq.g_01189	Prbm.g_00422
OG0000394	Praq.g_01188	Prbm.g_00423
OG0000395	Praq.g_01186	Prbm.g_00426
OG0000396	Praq.g_01185	Prbm.g_00866
OG0000397	Praq.g_01172	Prbm.g_01088
OG0000398	Praq.g_01164	Prbm.g_01121
OG0000399	Praq.g_01163	Prbm.g_01353
OG0000400	Praq.g_01158	Prbm.g_01949
OG0000401	Praq.g_01126	Prbm.g_00440
OG0000402	Praq.g_01125	Prbm.g_00441
OG0000403	Praq.g_01124	Prbm.g_00442
OG0000404	Praq.g_01122	Prbm.g_00445
OG0000405	Praq.g_01121	Prbm.g_00446
OG0000406	Praq.g_01119	Prbm.g_00448
OG0000407	Praq.g_01118	Prbm.g_00449
OG0000408	Praq.g_01117	Prbm.g_00450
OG0000409	Praq.g_01116	Prbm.g_00451
OG0000410	Praq.g_01115	Prbm.g_00452
OG0000411	Praq.g_01114	Prbm.g_00453
OG0000412	Praq.g_01113	Prbm.g_00454
OG0000413	Praq.g_01112	Prbm.g_00455
OG0000414	Praq.g_01111	Prbm.g_00456
OG0000415	Praq.g_01110	Prbm.g_00457
OG0000416	Praq.g_01109	Prbm.g_00458
OG0000417	Praq.g_01108	Prbm.g_00459
OG0000418	Praq.g_01107	Prbm.g_00460
OG0000419	Praq.g_00500	Prbm.g_00461
OG0000420	Praq.g_00501	Prbm.g_00462
OG0000421	Praq.g_00502	Prbm.g_00480
OG0000422	Praq.g_00504	Prbm.g_00482
OG0000423	Praq.g_00505	Prbm.g_00483
OG0000424	Praq.g_00507	Prbm.g_00484
OG0000425	Praq.g_00511	Prbm.g_00490
OG0000426	Praq.g_00512	Prbm.g_00491
OG0000427	Praq.g_00513	Prbm.g_00492
OG0000428	Praq.g_00514	Prbm.g_00494
OG0000429	Praq.g_00515	Prbm.g_00495
OG0000430	Praq.g_00522	Prbm.g_00497
OG0000431	Praq.g_00524	Prbm.g_00498
OG0000432	Praq.g_00525	Prbm.g_00499
OG0000433	Praq.g_00528	Prbm.g_00502
OG0000434	Praq.g_00529	Prbm.g_00504
OG0000435	Praq.g_00530	Prbm.g_00505
OG0000436	Praq.g_00532	Prbm.g_00507
OG0000437	Praq.g_00534	Prbm.g_00509
OG0000438	Praq.g_00535	Prbm.g_00510
OG0000439	Praq.g_00536	Prbm.g_00511
OG0000440	Praq.g_00538	Prbm.g_00512
OG0000441	Praq.g_00539	Prbm.g_00513
OG0000442	Praq.g_00540	Prbm.g_00514
OG0000443	Praq.g_00541	Prbm.g_00515
OG0000444	Praq.g_00542	Prbm.g_00516
OG0000445	Praq.g_00543	Prbm.g_00517
OG0000446	Praq.g_00544	Prbm.g_00518
OG0000447	Praq.g_00545	Prbm.g_00519
OG0000448	Praq.g_00546	Prbm.g_00520
OG0000449	Praq.g_01102	Prbm.g_00534
OG0000450	Praq.g_01101	Prbm.g_00535
OG0000451	Praq.g_01100	Prbm.g_00536
OG0000452	Praq.g_01099	Prbm.g_00537
OG0000453	Praq.g_01097	Prbm.g_00539
OG0000454	Praq.g_01096	Prbm.g_00540
OG0000455	Praq.g_01095	Prbm.g_00541
OG0000456	Praq.g_01094	Prbm.g_00542
OG0000457	Praq.g_01092	Prbm.g_00544
OG0000458	Praq.g_01090	Prbm.g_00546
OG0000459	Praq.g_01089	Prbm.g_00547
OG0000460	Praq.g_01087	Prbm.g_00549
OG0000461	Praq.g_01086	Prbm.g_00550
OG0000462	Praq.g_01085	Prbm.g_00551
OG0000463	Praq.g_01084	Prbm.g_00553
OG0000464	Praq.g_01079	Prbm.g_00557
OG0000465	Praq.g_01077	Prbm.g_00558
OG0000466	Praq.g_01076	Prbm.g_00559
OG0000467	Praq.g_01075	Prbm.g_00560
OG0000468	Praq.g_01074	Prbm.g_00561
OG0000469	Praq.g_01073	Prbm.g_00562
OG0000470	Praq.g_01072	Prbm.g_00563
OG0000471	Praq.g_01071	Prbm.g_00564
OG0000472	Praq.g_01068	Prbm.g_00567
OG0000473	Praq.g_01067	Prbm.g_00568
OG0000474	Praq.g_01066	Prbm.g_00569
OG0000475	Praq.g_01065	Prbm.g_00570
OG0000476	Praq.g_01064	Prbm.g_00571
OG0000477	Praq.g_01062	Prbm.g_00573
OG0000478	Praq.g_01061	Prbm.g_00574
OG0000479	Praq.g_01060	Prbm.g_00575
OG0000480	Praq.g_01058	Prbm.g_00577
OG0000481	Praq.g_01057	Prbm.g_00578
OG0000482	Praq.g_01056	Prbm.g_00579
OG0000483	Praq.g_01055	Prbm.g_00580
OG0000484	Praq.g_01054	Prbm.g_00581
OG0000485	Praq.g_01053	Prbm.g_00582
OG0000486	Praq.g_01052	Prbm.g_00583
OG0000487	Praq.g_01051	Prbm.g_00584
OG0000488	Praq.g_01049	Prbm.g_00586
OG0000489	Praq.g_01048	Prbm.g_00587
OG0000490	Praq.g_01047	Prbm.g_00588
OG0000491	Praq.g_01046	Prbm.g_00589
OG0000492	Praq.g_01045	Prbm.g_00590
OG0000493	Praq.g_01044	Prbm.g_00591
OG0000494	Praq.g_01042	Prbm.g_00593
OG0000495	Praq.g_01041	Prbm.g_00594
OG0000496	Praq.g_01040	Prbm.g_00595
OG0000497	Praq.g_01039	Prbm.g_00596
OG0000498	Praq.g_01038	Prbm.g_00597
OG0000499	Praq.g_01036	Prbm.g_00599
OG0000500	Praq.g_01035	Prbm.g_00600
OG0000501	Praq.g_01033	Prbm.g_00602
OG0000502	Praq.g_01032	Prbm.g_00603
OG0000503	Praq.g_01031	Prbm.g_00604
OG0000504	Praq.g_01030	Prbm.g_00605
OG0000505	Praq.g_01029	Prbm.g_00606
OG0000506	Praq.g_01028	Prbm.g_00607
OG0000507	Praq.g_01027	Prbm.g_00608
OG0000508	Praq.g_01025	Prbm.g_00609
OG0000509	Praq.g_01024	Prbm.g_00610
OG0000510	Praq.g_01023	Prbm.g_00611
OG0000511	Praq.g_01022	Prbm.g_00612
OG0000512	Praq.g_01021	Prbm.g_00613
OG0000513	Praq.g_01020	Prbm.g_00614
OG0000514	Praq.g_01019	Prbm.g_00615
OG0000515	Praq.g_01017	Prbm.g_00616
OG0000516	Praq.g_01016	Prbm.g_00617
OG0000517	Praq.g_01015	Prbm.g_00618
OG0000518	Praq.g_01012	Prbm.g_00620
OG0000519	Praq.g_01010	Prbm.g_00621
OG0000520	Praq.g_01009	Prbm.g_00624
OG0000521	Praq.g_01008	Prbm.g_00623
OG0000522	Praq.g_01007	Prbm.g_00625
OG0000523	Praq.g_01006	Prbm.g_00626
OG0000524	Praq.g_01005	Prbm.g_00627
OG0000525	Praq.g_01003	Prbm.g_00629
OG0000526	Praq.g_01002	Prbm.g_00630
OG0000527	Praq.g_01001	Prbm.g_00631
OG0000528	Praq.g_01000	Prbm.g_00632
OG0000529	Praq.g_00999	Prbm.g_00633
OG0000530	Praq.g_00998	Prbm.g_00634
OG0000531	Praq.g_00997	Prbm.g_00636
OG0000532	Praq.g_00996	Prbm.g_00637
OG0000533	Praq.g_00995	Prbm.g_00638
OG0000534	Praq.g_00994	Prbm.g_00639
