Orthogroup	Praq	Prah
OG0000213	Praq.g_01894	Prah.g_01901
OG0000214	Praq.g_01892	Prah.g_01908
OG0000215	Praq.g_01891	Prah.g_00195
OG0000216	Praq.g_01889	Prah.g_00193
OG0000217	Praq.g_01888	Prah.g_00191
OG0000218	Praq.g_01887	Prah.g_00189
OG0000219	Praq.g_01886	Prah.g_00188
OG0000220	Praq.g_01883	Prah.g_00183
OG0000221	Praq.g_01881	Prah.g_00175
OG0000222	Praq.g_01880	Prah.g_00174
OG0000223	Praq.g_01879	Prah.g_00173
OG0000224	Praq.g_01876	Prah.g_02252
OG0000225	Praq.g_01874	Prah.g_02254
OG0000226	Praq.g_01873	Prah.g_02257
OG0000227	Praq.g_01872	Prah.g_02259
OG0000228	Praq.g_01871	Prah.g_02260
OG0000229	Praq.g_01870	Prah.g_02261
OG0000230	Praq.g_01869	Prah.g_02262
OG0000231	Praq.g_01867	Prah.g_02264
OG0000232	Praq.g_01866	Prah.g_02265
OG0000233	Praq.g_01863	Prah.g_02269
OG0000234	Praq.g_01861	Prah.g_02280
OG0000235	Praq.g_01857	Prah.g_02282
OG0000236	Praq.g_01856	Prah.g_02283
OG0000237	Praq.g_01855	Prah.g_02284
OG0000238	Praq.g_01854	Prah.g_02285
OG0000239	Praq.g_01853	Prah.g_02286
OG0000240	Praq.g_01851	Prah.g_02288
OG0000241	Praq.g_01850	Prah.g_02289
OG0000242	Praq.g_01849	Prah.g_02290
OG0000243	Praq.g_01848	Prah.g_02291
OG0000244	Praq.g_01847	Prah.g_02292
OG0000245	Praq.g_01846	Prah.g_02294
OG0000246	Praq.g_01844	Prah.g_02296
OG0000247	Praq.g_01843	Prah.g_02297
OG0000248	Praq.g_01842	Prah.g_02298
OG0000249	Praq.g_01841	Prah.g_02299
OG0000250	Praq.g_01840	Prah.g_02300
OG0000251	Praq.g_01839	Prah.g_02301
OG0000252	Praq.g_01838	Prah.g_02302
OG0000253	Praq.g_01837	Prah.g_02303
OG0000254	Praq.g_01835	Prah.g_02305
OG0000255	Praq.g_01834	Prah.g_02306
OG0000256	Praq.g_01831	Prah.g_02309
OG0000257	Praq.g_01829	Prah.g_02310
OG0000258	Praq.g_01828	Prah.g_02311
OG0000259	Praq.g_01827	Prah.g_02312
OG0000260	Praq.g_01826	Prah.g_02313
OG0000261	Praq.g_01825	Prah.g_02314
OG0000262	Praq.g_01824	Prah.g_02315
OG0000263	Praq.g_01823	Prah.g_02316
OG0000264	Praq.g_01821	Prah.g_00709
OG0000265	Praq.g_01820	Prah.g_02321
OG0000266	Praq.g_01819	Prah.g_02323
OG0000267	Praq.g_01817	Prah.g_02334
OG0000268	Praq.g_01816	Prah.g_02336
OG0000269	Praq.g_01815	Prah.g_02339
OG0000270	Praq.g_01814	Prah.g_02341
OG0000271	Praq.g_01813	Prah.g_02344
OG0000272	Praq.g_01812	Prah.g_02345
OG0000273	Praq.g_01811	Prah.g_02350
OG0000274	Praq.g_01810	Prah.g_02352
OG0000275	Praq.g_01809	Prah.g_02353
OG0000276	Praq.g_01808	Prah.g_02354
OG0000277	Praq.g_01807	Prah.g_02355
OG0000278	Praq.g_01806	Prah.g_02356
OG0000279	Praq.g_01805	Prah.g_02357
OG0000280	Praq.g_01804	Prah.g_02358
OG0000281	Praq.g_01802	Prah.g_02360
OG0000282	Praq.g_01801	Prah.g_02361
OG0000283	Praq.g_01798	Prah.g_02364
OG0000284	Praq.g_01797	Prah.g_02365
OG0000285	Praq.g_01796	Prah.g_02370
OG0000286	Praq.g_01794	Prah.g_02372
OG0000287	Praq.g_01793	Prah.g_02420
OG0000288	Praq.g_01792	Prah.g_02419
OG0000289	Praq.g_01791	Prah.g_02418
OG0000290	Praq.g_01790	Prah.g_02417
OG0000291	Praq.g_01789	Prah.g_02415
OG0000292	Praq.g_01788	Prah.g_02411
OG0000293	Praq.g_01787	Prah.g_02410
OG0000294	Praq.g_01786	Prah.g_02409
OG0000295	Praq.g_01785	Prah.g_02403
OG0000296	Praq.g_01784	Prah.g_02402
OG0000297	Praq.g_01783	Prah.g_02400
OG0000298	Praq.g_01782	Prah.g_02399
OG0000299	Praq.g_01781	Prah.g_02398
OG0000300	Praq.g_01780	Prah.g_02397
OG0000301	Praq.g_01779	Prah.g_02396
OG0000302	Praq.g_01778	Prah.g_02395
OG0000303	Praq.g_01777	Prah.g_02394
OG0000304	Praq.g_01776	Prah.g_02392
OG0000305	Praq.g_01775	Prah.g_02391
OG0000306	Praq.g_01774	Prah.g_02390
OG0000307	Praq.g_01773	Prah.g_01786
OG0000308	Praq.g_01772	Prah.g_01411
OG0000309	Praq.g_01771	Prah.g_01412
OG0000310	Praq.g_01770	Prah.g_01413
OG0000311	Praq.g_01769	Prah.g_01782
OG0000312	Praq.g_01767	Prah.g_01781
OG0000313	Praq.g_01766	Prah.g_01779
OG0000314	Praq.g_01763	Prah.g_01773
OG0000315	Praq.g_01762	Prah.g_01772
OG0000316	Praq.g_01760	Prah.g_02074
OG0000317	Praq.g_01758	Prah.g_02078
OG0000318	Praq.g_01757	Prah.g_02079
OG0000319	Praq.g_01756	Prah.g_02080
OG0000320	Praq.g_01755	Prah.g_02082
OG0000321	Praq.g_01752	Prah.g_02087
OG0000322	Praq.g_01750	Prah.g_02098
OG0000323	Praq.g_01749	Prah.g_02099
OG0000324	Praq.g_01746	Prah.g_02101
OG0000325	Praq.g_01744	Prah.g_02103
OG0000326	Praq.g_01743	Prah.g_02105
OG0000327	Praq.g_01741	Prah.g_02111
OG0000328	Praq.g_01740	Prah.g_01785
OG0000329	Praq.g_01739	Prah.g_02114
OG0000330	Praq.g_01738	Prah.g_02115
OG0000331	Praq.g_01737	Prah.g_02117
OG0000332	Praq.g_01736	Prah.g_02118
OG0000333	Praq.g_01735	Prah.g_02119
OG0000334	Praq.g_01734	Prah.g_02120
OG0000335	Praq.g_01733	Prah.g_02121
OG0000336	Praq.g_01732	Prah.g_02123
OG0000337	Praq.g_01728	Prah.g_02128
OG0000338	Praq.g_01727	Prah.g_02129
OG0000339	Praq.g_01726	Prah.g_02130
OG0000340	Praq.g_01725	Prah.g_02132
OG0000341	Praq.g_01721	Prah.g_02137
OG0000342	Praq.g_01719	Prah.g_02138
OG0000343	Praq.g_01717	Prah.g_02140
OG0000344	Praq.g_01716	Prah.g_02142
OG0000345	Praq.g_01715	Prah.g_02143
OG0000346	Praq.g_01714	Prah.g_02144
OG0000347	Praq.g_01713	Prah.g_02145
OG0000348	Praq.g_01712	Prah.g_02146
OG0000349	Praq.g_01711	Prah.g_02147
OG0000350	Praq.g_01710	Prah.g_02148
OG0000351	Praq.g_01707	Prah.g_02152
OG0000352	Praq.g_01704	Prah.g_02156
OG0000353	Praq.g_01703	Prah.g_02157
OG0000354	Praq.g_01702	Prah.g_02158
OG0000355	Praq.g_01701	Prah.g_02159
OG0000356	Praq.g_01700	Prah.g_02166
OG0000357	Praq.g_01699	Prah.g_02167
OG0000358	Praq.g_01698	Prah.g_02168
OG0000359	Praq.g_01697	Prah.g_02170
OG0000360	Praq.g_01694	Prah.g_02172
OG0000361	Praq.g_01693	Prah.g_02173
OG0000362	Praq.g_01692	Prah.g_02174
OG0000363	Praq.g_01691	Prah.g_02175
OG0000364	Praq.g_01690	Prah.g_02176
OG0000365	Praq.g_01689	Prah.g_02177
OG0000366	Praq.g_01688	Prah.g_02178
OG0000367	Praq.g_01687	Prah.g_02179
OG0000368	Praq.g_01686	Prah.g_02180
OG0000369	Praq.g_01685	Prah.g_02181
OG0000370	Praq.g_01684	Prah.g_02182
OG0000371	Praq.g_01683	Prah.g_02183
OG0000372	Praq.g_01681	Prah.g_02186
OG0000373	Praq.g_01679	Prah.g_02197
OG0000374	Praq.g_01678	Prah.g_02199
OG0000375	Praq.g_01677	Prah.g_02207
OG0000376	Praq.g_01675	Prah.g_01956
OG0000377	Praq.g_01674	Prah.g_01949
OG0000378	Praq.g_01673	Prah.g_01948
OG0000379	Praq.g_01211	Prah.g_01940
OG0000380	Praq.g_01210	Prah.g_01938
OG0000381	Praq.g_01209	Prah.g_01937
OG0000382	Praq.g_01207	Prah.g_01935
OG0000383	Praq.g_01204	Prah.g_01930
OG0000384	Praq.g_01203	Prah.g_01929
OG0000385	Praq.g_01200	Prah.g_01922
OG0000386	Praq.g_01199	Prah.g_01921
OG0000387	Praq.g_01198	Prah.g_01920
OG0000388	Praq.g_01197	Prah.g_01919
OG0000389	Praq.g_01196	Prah.g_01918
OG0000390	Praq.g_01195	Prah.g_01917
OG0000391	Praq.g_01194	Prah.g_01916
OG0000392	Praq.g_01193	Prah.g_01915
OG0000393	Praq.g_01189	Prah.g_00204
OG0000394	Praq.g_01188	Prah.g_00205
OG0000395	Praq.g_01186	Prah.g_00209
OG0000396	Praq.g_01185	Prah.g_00579
OG0000397	Praq.g_01172	Prah.g_01837
OG0000398	Praq.g_01164	Prah.g_01661
OG0000399	Praq.g_01163	Prah.g_01181
OG0000400	Praq.g_01158	Prah.g_02072
OG0000401	Praq.g_01126	Prah.g_00218
OG0000402	Praq.g_01125	Prah.g_00219
OG0000403	Praq.g_01124	Prah.g_00221
OG0000404	Praq.g_01122	Prah.g_00229
OG0000405	Praq.g_01121	Prah.g_00230
OG0000406	Praq.g_01119	Prah.g_00232
OG0000407	Praq.g_01118	Prah.g_00233
OG0000408	Praq.g_01117	Prah.g_00234
OG0000409	Praq.g_01116	Prah.g_00235
OG0000410	Praq.g_01115	Prah.g_00237
OG0000411	Praq.g_01114	Prah.g_00238
OG0000412	Praq.g_01113	Prah.g_00239
OG0000413	Praq.g_01112	Prah.g_00240
OG0000414	Praq.g_01111	Prah.g_00241
OG0000415	Praq.g_01110	Prah.g_00242
OG0000416	Praq.g_01109	Prah.g_00247
OG0000417	Praq.g_01108	Prah.g_00251
OG0000418	Praq.g_01107	Prah.g_00252
OG0000419	Praq.g_00500	Prah.g_00253
OG0000420	Praq.g_00501	Prah.g_00254
OG0000421	Praq.g_00502	Prah.g_00255
OG0000422	Praq.g_00504	Prah.g_00257
OG0000423	Praq.g_00505	Prah.g_00258
OG0000424	Praq.g_00507	Prah.g_00261
OG0000425	Praq.g_00511	Prah.g_00290
OG0000426	Praq.g_00512	Prah.g_00291
OG0000427	Praq.g_00513	Prah.g_00294
OG0000428	Praq.g_00514	Prah.g_00304
OG0000429	Praq.g_00515	Prah.g_00306
OG0000430	Praq.g_00522	Prah.g_00308
OG0000431	Praq.g_00524	Prah.g_00310
OG0000432	Praq.g_00525	Prah.g_00311
OG0000433	Praq.g_00528	Prah.g_01575
OG0000434	Praq.g_00529	Prah.g_01572
OG0000435	Praq.g_00530	Prah.g_01567
OG0000436	Praq.g_00532	Prah.g_01565
OG0000437	Praq.g_00534	Prah.g_01563
OG0000438	Praq.g_00535	Prah.g_01562
OG0000439	Praq.g_00536	Prah.g_01561
OG0000440	Praq.g_00538	Prah.g_01558
OG0000441	Praq.g_00539	Prah.g_01556
OG0000442	Praq.g_00540	Prah.g_01555
OG0000443	Praq.g_00541	Prah.g_01554
OG0000444	Praq.g_00542	Prah.g_01553
OG0000445	Praq.g_00543	Prah.g_01552
OG0000446	Praq.g_00544	Prah.g_01551
OG0000447	Praq.g_00545	Prah.g_01550
OG0000448	Praq.g_00546	Prah.g_01549
OG0000449	Praq.g_01102	Prah.g_01541
OG0000450	Praq.g_01101	Prah.g_01540
OG0000451	Praq.g_01100	Prah.g_01539
OG0000452	Praq.g_01099	Prah.g_01538
OG0000453	Praq.g_01097	Prah.g_01535
OG0000454	Praq.g_01096	Prah.g_01534
OG0000455	Praq.g_01095	Prah.g_01533
OG0000456	Praq.g_01094	Prah.g_01532
OG0000457	Praq.g_01092	Prah.g_01530
OG0000458	Praq.g_01090	Prah.g_01529
OG0000459	Praq.g_01089	Prah.g_01528
OG0000460	Praq.g_01087	Prah.g_01526
OG0000461	Praq.g_01086	Prah.g_01525
OG0000462	Praq.g_01085	Prah.g_01524
OG0000463	Praq.g_01084	Prah.g_01519
OG0000464	Praq.g_01079	Prah.g_01514
OG0000465	Praq.g_01077	Prah.g_01513
OG0000466	Praq.g_01076	Prah.g_01512
OG0000467	Praq.g_01075	Prah.g_01510
OG0000468	Praq.g_01074	Prah.g_01509
OG0000469	Praq.g_01073	Prah.g_01505
OG0000470	Praq.g_01072	Prah.g_01094
OG0000471	Praq.g_01071	Prah.g_01035
OG0000472	Praq.g_01068	Prah.g_01500
OG0000473	Praq.g_01067	Prah.g_01498
OG0000474	Praq.g_01066	Prah.g_01496
OG0000475	Praq.g_01065	Prah.g_01495
OG0000476	Praq.g_01064	Prah.g_01489
OG0000477	Praq.g_01062	Prah.g_01484
OG0000478	Praq.g_01061	Prah.g_01482
OG0000479	Praq.g_01060	Prah.g_01480
OG0000480	Praq.g_01058	Prah.g_01474
OG0000481	Praq.g_01057	Prah.g_01473
OG0000482	Praq.g_01056	Prah.g_01472
OG0000483	Praq.g_01055	Prah.g_01470
OG0000484	Praq.g_01054	Prah.g_01469
OG0000485	Praq.g_01053	Prah.g_01468
OG0000486	Praq.g_01052	Prah.g_01467
OG0000487	Praq.g_01051	Prah.g_01466
OG0000488	Praq.g_01049	Prah.g_01464
OG0000489	Praq.g_01048	Prah.g_01463
OG0000490	Praq.g_01047	Prah.g_01462
OG0000491	Praq.g_01046	Prah.g_01461
OG0000492	Praq.g_01045	Prah.g_01460
OG0000493	Praq.g_01044	Prah.g_01459
OG0000494	Praq.g_01042	Prah.g_01458
OG0000495	Praq.g_01041	Prah.g_01457
OG0000496	Praq.g_01040	Prah.g_01454
OG0000497	Praq.g_01039	Prah.g_01452
OG0000498	Praq.g_01038	Prah.g_01451
OG0000499	Praq.g_01036	Prah.g_01449
OG0000500	Praq.g_01035	Prah.g_01448
OG0000501	Praq.g_01033	Prah.g_01445
OG0000502	Praq.g_01032	Prah.g_01444
OG0000503	Praq.g_01031	Prah.g_01443
OG0000504	Praq.g_01030	Prah.g_01441
OG0000505	Praq.g_01029	Prah.g_01440
OG0000506	Praq.g_01028	Prah.g_01439
OG0000507	Praq.g_01027	Prah.g_01438
OG0000508	Praq.g_01025	Prah.g_01434
OG0000509	Praq.g_01024	Prah.g_01433
OG0000510	Praq.g_01023	Prah.g_01432
OG0000511	Praq.g_01022	Prah.g_01431
OG0000512	Praq.g_01021	Prah.g_01430
OG0000513	Praq.g_01020	Prah.g_01429
OG0000514	Praq.g_01019	Prah.g_01428
OG0000515	Praq.g_01017	Prah.g_01425
OG0000516	Praq.g_01016	Prah.g_01424
OG0000517	Praq.g_01015	Prah.g_01423
OG0000518	Praq.g_01012	Prah.g_01417
OG0000519	Praq.g_01010	Prah.g_01416
OG0000520	Praq.g_01009	Prah.g_01415
OG0000521	Praq.g_01008	Prah.g_01414
OG0000522	Praq.g_01007	Prah.g_01408
OG0000523	Praq.g_01006	Prah.g_01407
OG0000524	Praq.g_01005	Prah.g_01406
OG0000525	Praq.g_01003	Prah.g_01404
OG0000526	Praq.g_01002	Prah.g_01403
OG0000527	Praq.g_01001	Prah.g_01402
OG0000528	Praq.g_01000	Prah.g_01401
OG0000529	Praq.g_00999	Prah.g_01400
OG0000530	Praq.g_00998	Prah.g_01399
OG0000531	Praq.g_00997	Prah.g_01396
OG0000532	Praq.g_00996	Prah.g_01394
OG0000533	Praq.g_00995	Prah.g_01393
OG0000534	Praq.g_00994	Prah.g_01392
OG0000535	Praq.g_00993	Prah.g_01391
OG0000536	Praq.g_00992	Prah.g_01390
OG0000537	Praq.g_00991	Prah.g_01389
OG0000538	Praq.g_00990	Prah.g_01388
OG0000539	Praq.g_00989	Prah.g_01387
OG0000540	Praq.g_00988	Prah.g_01385
OG0000541	Praq.g_00987	Prah.g_00532
OG0000542	Praq.g_00986	Prah.g_00531
OG0000543	Praq.g_00985	Prah.g_00530
OG0000544	Praq.g_00984	Prah.g_00529
OG0000545	Praq.g_00981	Prah.g_00526
OG0000546	Praq.g_00980	Prah.g_00525
OG0000547	Praq.g_00978	Prah.g_00523
OG0000548	Praq.g_00977	Prah.g_00518
OG0000549	Praq.g_00976	Prah.g_00517
OG0000550	Praq.g_00975	Prah.g_00516
OG0000551	Praq.g_00974	Prah.g_00513
OG0000552	Praq.g_00973	Prah.g_00510
OG0000553	Praq.g_00972	Prah.g_00509
OG0000554	Praq.g_00971	Prah.g_00506
OG0000555	Praq.g_00970	Prah.g_00505
OG0000556	Praq.g_00969	Prah.g_00504
OG0000557	Praq.g_00968	Prah.g_00503
OG0000558	Praq.g_00967	Prah.g_00501
OG0000559	Praq.g_00966	Prah.g_00500
OG0000560	Praq.g_00964	Prah.g_00498
OG0000561	Praq.g_00963	Prah.g_00497
OG0000562	Praq.g_00962	Prah.g_00495
OG0000563	Praq.g_00961	Prah.g_00494
OG0000564	Praq.g_00960	Prah.g_00493
OG0000565	Praq.g_00959	Prah.g_00486
OG0000566	Praq.g_00958	Prah.g_00485
OG0000567	Praq.g_00957	Prah.g_00484
OG0000568	Praq.g_00775	Prah.g_00483
OG0000569	Praq.g_00776	Prah.g_00482
OG0000570	Praq.g_00777	Prah.g_00478
OG0000571	Praq.g_00778	Prah.g_00477
OG0000572	Praq.g_00779	Prah.g_00476
OG0000573	Praq.g_00782	Prah.g_00472
OG0000574	Praq.g_00783	Prah.g_00466
OG0000575	Praq.g_00784	Prah.g_00465
OG0000576	Praq.g_00785	Prah.g_00464
OG0000577	Praq.g_00786	Prah.g_00463
OG0000578	Praq.g_00787	Prah.g_00462
OG0000579	Praq.g_00788	Prah.g_00460
OG0000580	Praq.g_00789	Prah.g_00457
OG0000581	Praq.g_00790	Prah.g_00456
OG0000582	Praq.g_00791	Prah.g_00455
OG0000583	Praq.g_00792	Prah.g_00454
OG0000584	Praq.g_00793	Prah.g_00452
OG0000585	Praq.g_00794	Prah.g_00451
OG0000586	Praq.g_00796	Prah.g_00449
OG0000587	Praq.g_00797	Prah.g_00448
OG0000588	Praq.g_00799	Prah.g_00444
OG0000589	Praq.g_00800	Prah.g_00442
OG0000590	Praq.g_00802	Prah.g_02193
