Orthogroup	Praq	Prbf
OG0000083	Praq.g_00429	Prbf.g_00390
OG0000084	Praq.g_00432	Prbf.g_00387
OG0000085	Praq.g_01226	Prbf.g_01345
OG0000087	Praq.g_01265	Prbf.g_01374
OG0000088	Praq.g_01890	Prbf.g_01443
OG0000089	Praq.g_01882	Prbf.g_01452
OG0000090	Praq.g_01864	Prbf.g_01469
OG0000091	Praq.g_01833	Prbf.g_01503
OG0000092	Praq.g_01832	Prbf.g_01504
OG0000093	Praq.g_01818	Prbf.g_01518
OG0000094	Praq.g_01800	Prbf.g_01537
OG0000095	Praq.g_01795	Prbf.g_01542
OG0000096	Praq.g_01751	Prbf.g_01590
OG0000097	Praq.g_01729	Prbf.g_01614
OG0000098	Praq.g_01718	Prbf.g_01625
OG0000099	Praq.g_01708	Prbf.g_01635
OG0000100	Praq.g_01705	Prbf.g_01638
OG0000101	Praq.g_01187	Prbf.g_01703
OG0000102	Praq.g_01160	Prbf.g_00044
OG0000103	Praq.g_00527	Prbf.g_01759
OG0000104	Praq.g_00531	Prbf.g_01763
OG0000105	Praq.g_01103	Prbf.g_01783
OG0000106	Praq.g_01070	Prbf.g_01813
OG0000107	Praq.g_01069	Prbf.g_01814
OG0000108	Praq.g_01059	Prbf.g_01824
OG0000109	Praq.g_01050	Prbf.g_01833
OG0000110	Praq.g_01034	Prbf.g_01850
OG0000111	Praq.g_00780	Prbf.g_00999
OG0000112	Praq.g_00781	Prbf.g_01000
OG0000113	Praq.g_00605	Prbf.g_01050
OG0000114	Praq.g_00668	Prbf.g_01247
OG0000115	Praq.g_01548	Prbf.g_01117
OG0000116	Praq.g_01552	Prbf.g_01113
OG0000117	Praq.g_01616	Prbf.g_01167
OG0000118	Praq.g_01667	Prbf.g_00873
OG0000119	Praq.g_01303	Prbf.g_00785
OG0000120	Praq.g_01339	Prbf.g_00924
OG0000121	Praq.g_01358	Prbf.g_00947
OG0000122	Praq.g_01377	Prbf.g_00967
OG0000123	Praq.g_01390	Prbf.g_01915
OG0000124	Praq.g_00257	Prbf.g_00253
OG0000125	Praq.g_00145	Prbf.g_00013
OG0000126	Praq.g_00175	Prbf.g_00095
OG0000127	Praq.g_00281	Prbf.g_00145
OG0000128	Praq.g_00295	Prbf.g_00158
OG0000129	Praq.g_00331	Prbf.g_00194
OG0000130	Praq.g_01954, Praq.g_00499	Prbf.g_00696
OG0000131	Praq.g_00461	Prbf.g_00657
OG0000132	Praq.g_00458	Prbf.g_00654
OG0000133	Praq.g_00920	Prbf.g_00600
OG0000134	Praq.g_00884	Prbf.g_00564
OG0000135	Praq.g_00882	Prbf.g_00562
OG0000136	Praq.g_00748	Prbf.g_00512
OG0000137	Praq.g_00683	Prbf.g_00477
OG0000138	Praq.g_00718	Prbf.g_00443
OG0000139	Praq.g_00409	Prbf.g_00412
OG0000140	Praq.g_00427	Prbf.g_00392
OG0000141	Praq.g_00428	Prbf.g_00391
OG0000142	Praq.g_00430	Prbf.g_00389
OG0000143	Praq.g_00431	Prbf.g_00388
OG0000144	Praq.g_00433	Prbf.g_00386
OG0000145	Praq.g_00434	Prbf.g_00385
OG0000146	Praq.g_00435	Prbf.g_00384
OG0000147	Praq.g_00436	Prbf.g_00383
OG0000148	Praq.g_00438	Prbf.g_00381
OG0000149	Praq.g_01217	Prbf.g_01336
OG0000150	Praq.g_01218	Prbf.g_01337
OG0000151	Praq.g_01219	Prbf.g_01338
OG0000152	Praq.g_01220	Prbf.g_01339
OG0000153	Praq.g_01221	Prbf.g_01340
OG0000154	Praq.g_01222	Prbf.g_01341
OG0000155	Praq.g_01223	Prbf.g_01342
OG0000156	Praq.g_01224	Prbf.g_01343
OG0000157	Praq.g_01225	Prbf.g_01344
OG0000158	Praq.g_01227	Prbf.g_01346
OG0000159	Praq.g_01228	Prbf.g_01347
OG0000160	Praq.g_01229	Prbf.g_01348
OG0000161	Praq.g_01230	Prbf.g_01349
OG0000162	Praq.g_01231	Prbf.g_01350
OG0000163	Praq.g_01232	Prbf.g_01352
OG0000164	Praq.g_01235	Prbf.g_01355
OG0000165	Praq.g_01239	Prbf.g_01358
OG0000166	Praq.g_01240	Prbf.g_01359
OG0000167	Praq.g_01241	Prbf.g_01360
OG0000168	Praq.g_01255	Prbf.g_01362
OG0000169	Praq.g_01257	Prbf.g_01364
OG0000170	Praq.g_01258	Prbf.g_01366
OG0000171	Praq.g_01259	Prbf.g_01367
OG0000172	Praq.g_01261	Prbf.g_01368
OG0000173	Praq.g_01262	Prbf.g_01371
OG0000174	Praq.g_01263	Prbf.g_01372
OG0000175	Praq.g_01264	Prbf.g_01373
OG0000176	Praq.g_01266	Prbf.g_01375
OG0000177	Praq.g_01267	Prbf.g_01376
OG0000178	Praq.g_01268	Prbf.g_01378
OG0000179	Praq.g_01939	Prbf.g_01390
OG0000180	Praq.g_01938	Prbf.g_01391
OG0000181	Praq.g_01937	Prbf.g_01392
OG0000182	Praq.g_01934	Prbf.g_01396
OG0000183	Praq.g_01933	Prbf.g_01397
OG0000184	Praq.g_01930	Prbf.g_01400
OG0000185	Praq.g_01926	Prbf.g_01404
OG0000186	Praq.g_01925	Prbf.g_01405
OG0000187	Praq.g_01924	Prbf.g_00291
OG0000188	Praq.g_01923	Prbf.g_01406
OG0000189	Praq.g_01922	Prbf.g_01407
OG0000190	Praq.g_01921	Prbf.g_01408
OG0000191	Praq.g_01920	Prbf.g_01409
OG0000192	Praq.g_01919	Prbf.g_01410
OG0000193	Praq.g_01918	Prbf.g_01411
OG0000194	Praq.g_01917	Prbf.g_01412
OG0000195	Praq.g_01915	Prbf.g_01414
OG0000196	Praq.g_01914	Prbf.g_01415
OG0000197	Praq.g_01913	Prbf.g_01416
OG0000198	Praq.g_01912	Prbf.g_01417
OG0000199	Praq.g_01909	Prbf.g_01420
OG0000200	Praq.g_01908	Prbf.g_01421
OG0000201	Praq.g_01907	Prbf.g_01422
OG0000202	Praq.g_01906	Prbf.g_01424
OG0000203	Praq.g_01905	Prbf.g_01425
OG0000204	Praq.g_01904	Prbf.g_01426
OG0000205	Praq.g_01903	Prbf.g_01428
OG0000206	Praq.g_01902	Prbf.g_01429
OG0000207	Praq.g_01901	Prbf.g_01430
OG0000208	Praq.g_01900	Prbf.g_01431
OG0000209	Praq.g_01899	Prbf.g_01432
OG0000210	Praq.g_01897	Prbf.g_01433
OG0000211	Praq.g_01896	Prbf.g_01435
OG0000212	Praq.g_01895	Prbf.g_01436
OG0000213	Praq.g_01894	Prbf.g_01437
OG0000214	Praq.g_01892	Prbf.g_01441
OG0000215	Praq.g_01891	Prbf.g_01442
OG0000216	Praq.g_01889	Prbf.g_01444
OG0000217	Praq.g_01888	Prbf.g_01445
OG0000218	Praq.g_01887	Prbf.g_01446
OG0000219	Praq.g_01886	Prbf.g_01447
OG0000220	Praq.g_01883	Prbf.g_01450
OG0000221	Praq.g_01881	Prbf.g_01453
OG0000222	Praq.g_01880	Prbf.g_01454
OG0000223	Praq.g_01879	Prbf.g_01455
OG0000224	Praq.g_01876	Prbf.g_01457
OG0000225	Praq.g_01874	Prbf.g_01459
OG0000226	Praq.g_01873	Prbf.g_01461
OG0000227	Praq.g_01872	Prbf.g_01462
OG0000228	Praq.g_01871	Prbf.g_01463
OG0000229	Praq.g_01870	Prbf.g_01464
OG0000230	Praq.g_01869	Prbf.g_01465
OG0000231	Praq.g_01867	Prbf.g_01055
OG0000232	Praq.g_01866	Prbf.g_01467
OG0000233	Praq.g_01863	Prbf.g_01470
OG0000234	Praq.g_01861	Prbf.g_01472
OG0000235	Praq.g_01857	Prbf.g_01478
OG0000236	Praq.g_01856	Prbf.g_01479
OG0000237	Praq.g_01855	Prbf.g_01480
OG0000238	Praq.g_01854	Prbf.g_01481
OG0000239	Praq.g_01853	Prbf.g_01482
OG0000240	Praq.g_01851	Prbf.g_01484
OG0000241	Praq.g_01850	Prbf.g_01485
OG0000242	Praq.g_01849	Prbf.g_01486
OG0000243	Praq.g_01848	Prbf.g_01487
OG0000244	Praq.g_01847	Prbf.g_01488
OG0000245	Praq.g_01846	Prbf.g_01490
OG0000246	Praq.g_01844	Prbf.g_01492
OG0000247	Praq.g_01843	Prbf.g_01493
OG0000248	Praq.g_01842	Prbf.g_01494
OG0000249	Praq.g_01841	Prbf.g_01495
OG0000250	Praq.g_01840	Prbf.g_01496
OG0000251	Praq.g_01839	Prbf.g_01497
OG0000252	Praq.g_01838	Prbf.g_01498
OG0000253	Praq.g_01837	Prbf.g_01499
OG0000254	Praq.g_01835	Prbf.g_01501
OG0000255	Praq.g_01834	Prbf.g_01502
OG0000256	Praq.g_01831	Prbf.g_01505
OG0000257	Praq.g_01829	Prbf.g_01507
OG0000258	Praq.g_01828	Prbf.g_01508
OG0000259	Praq.g_01827	Prbf.g_01509
OG0000260	Praq.g_01826	Prbf.g_01510
OG0000261	Praq.g_01825	Prbf.g_01511
OG0000262	Praq.g_01824	Prbf.g_01512
OG0000263	Praq.g_01823	Prbf.g_01513
OG0000264	Praq.g_01821	Prbf.g_01515
OG0000265	Praq.g_01820	Prbf.g_01516
OG0000266	Praq.g_01819	Prbf.g_01517
OG0000267	Praq.g_01817	Prbf.g_01519
OG0000268	Praq.g_01816	Prbf.g_01521
OG0000269	Praq.g_01815	Prbf.g_01522
OG0000270	Praq.g_01814	Prbf.g_01523
OG0000271	Praq.g_01813	Prbf.g_01524
OG0000272	Praq.g_01812	Prbf.g_01525
OG0000273	Praq.g_01811	Prbf.g_01526
OG0000274	Praq.g_01810	Prbf.g_01527
OG0000275	Praq.g_01809	Prbf.g_01528
OG0000276	Praq.g_01808	Prbf.g_01529
OG0000277	Praq.g_01807	Prbf.g_01530
OG0000278	Praq.g_01806	Prbf.g_01531
OG0000279	Praq.g_01805	Prbf.g_01532
OG0000280	Praq.g_01804	Prbf.g_01533
OG0000281	Praq.g_01802	Prbf.g_01535
OG0000282	Praq.g_01801	Prbf.g_01536
OG0000283	Praq.g_01798	Prbf.g_01539
OG0000284	Praq.g_01797	Prbf.g_01540
OG0000285	Praq.g_01796	Prbf.g_01541
OG0000286	Praq.g_01794	Prbf.g_01543
OG0000287	Praq.g_01793	Prbf.g_01545
OG0000288	Praq.g_01792	Prbf.g_01546
OG0000289	Praq.g_01791	Prbf.g_01547
OG0000290	Praq.g_01790	Prbf.g_01548
OG0000291	Praq.g_01789	Prbf.g_01549
OG0000292	Praq.g_01788	Prbf.g_01550
OG0000293	Praq.g_01787	Prbf.g_01551
OG0000294	Praq.g_01786	Prbf.g_01552
OG0000295	Praq.g_01785	Prbf.g_01553
OG0000296	Praq.g_01784	Prbf.g_01554
OG0000297	Praq.g_01783	Prbf.g_01555
OG0000298	Praq.g_01782	Prbf.g_01556
OG0000299	Praq.g_01781	Prbf.g_01557
OG0000300	Praq.g_01780	Prbf.g_01558
OG0000301	Praq.g_01779	Prbf.g_01559
OG0000302	Praq.g_01778	Prbf.g_01560
OG0000303	Praq.g_01777	Prbf.g_01561
OG0000304	Praq.g_01776	Prbf.g_01563
OG0000305	Praq.g_01775	Prbf.g_01564
OG0000306	Praq.g_01774	Prbf.g_01565
OG0000307	Praq.g_01773	Prbf.g_01567
OG0000308	Praq.g_01772	Prbf.g_01568
OG0000309	Praq.g_01771	Prbf.g_01569
OG0000310	Praq.g_01770	Prbf.g_01570
OG0000311	Praq.g_01769	Prbf.g_01571
OG0000312	Praq.g_01767	Prbf.g_01573
OG0000313	Praq.g_01766	Prbf.g_01574
OG0000314	Praq.g_01763	Prbf.g_01578
OG0000315	Praq.g_01762	Prbf.g_01579
OG0000316	Praq.g_01760	Prbf.g_01581
OG0000317	Praq.g_01758	Prbf.g_01583
OG0000318	Praq.g_01757	Prbf.g_01584
OG0000319	Praq.g_01756	Prbf.g_01585
OG0000320	Praq.g_01755	Prbf.g_01586
OG0000321	Praq.g_01752	Prbf.g_01589
OG0000322	Praq.g_01750	Prbf.g_01593
OG0000323	Praq.g_01749	Prbf.g_01594
OG0000324	Praq.g_01746	Prbf.g_01597
OG0000325	Praq.g_01744	Prbf.g_01598
OG0000326	Praq.g_01743	Prbf.g_01599
OG0000327	Praq.g_01741	Prbf.g_01601
OG0000328	Praq.g_01740	Prbf.g_01602
OG0000329	Praq.g_01739	Prbf.g_01603
OG0000330	Praq.g_01738	Prbf.g_01604
OG0000331	Praq.g_01737	Prbf.g_01606
OG0000332	Praq.g_01736	Prbf.g_01607
OG0000333	Praq.g_01735	Prbf.g_01608
OG0000334	Praq.g_01734	Prbf.g_01609
OG0000335	Praq.g_01733	Prbf.g_01610
OG0000336	Praq.g_01732	Prbf.g_01612
OG0000337	Praq.g_01728	Prbf.g_01615
OG0000338	Praq.g_01727	Prbf.g_01616
OG0000339	Praq.g_01726	Prbf.g_01617
OG0000340	Praq.g_01725	Prbf.g_01618
OG0000341	Praq.g_01721	Prbf.g_01622
OG0000342	Praq.g_01719	Prbf.g_01623
OG0000343	Praq.g_01717	Prbf.g_01626
OG0000344	Praq.g_01716	Prbf.g_01627
OG0000345	Praq.g_01715	Prbf.g_01628
OG0000346	Praq.g_01714	Prbf.g_01629
OG0000347	Praq.g_01713	Prbf.g_01630
OG0000348	Praq.g_01712	Prbf.g_01632
OG0000349	Praq.g_01711	Prbf.g_01633
OG0000350	Praq.g_01710	Prbf.g_01634
OG0000351	Praq.g_01707	Prbf.g_01636
OG0000352	Praq.g_01704	Prbf.g_01639
OG0000353	Praq.g_01703	Prbf.g_01640
OG0000354	Praq.g_01702	Prbf.g_01641
OG0000355	Praq.g_01701	Prbf.g_01642
OG0000356	Praq.g_01700	Prbf.g_01643
OG0000357	Praq.g_01699	Prbf.g_01644
OG0000358	Praq.g_01698	Prbf.g_01645
OG0000359	Praq.g_01697	Prbf.g_01646
OG0000360	Praq.g_01694	Prbf.g_01648
OG0000361	Praq.g_01693	Prbf.g_01649
OG0000362	Praq.g_01692	Prbf.g_01650
OG0000363	Praq.g_01691	Prbf.g_01651
OG0000364	Praq.g_01690	Prbf.g_01652
OG0000365	Praq.g_01689	Prbf.g_01653
OG0000366	Praq.g_01688	Prbf.g_01654
OG0000367	Praq.g_01687	Prbf.g_01655
OG0000368	Praq.g_01686	Prbf.g_01656
OG0000369	Praq.g_01685	Prbf.g_01657
OG0000370	Praq.g_01684	Prbf.g_01658
OG0000371	Praq.g_01683	Prbf.g_01659
OG0000372	Praq.g_01681	Prbf.g_01660
OG0000373	Praq.g_01679	Prbf.g_01662
OG0000374	Praq.g_01678	Prbf.g_01663
OG0000375	Praq.g_01677	Prbf.g_01664
OG0000376	Praq.g_01675	Prbf.g_01665
OG0000377	Praq.g_01674	Prbf.g_01671
OG0000378	Praq.g_01673	Prbf.g_01672
OG0000379	Praq.g_01211	Prbf.g_01678
OG0000380	Praq.g_01210	Prbf.g_01680
OG0000381	Praq.g_01209	Prbf.g_01681
OG0000382	Praq.g_01207	Prbf.g_01682
OG0000383	Praq.g_01204	Prbf.g_01685
OG0000384	Praq.g_01203	Prbf.g_01686
OG0000385	Praq.g_01200	Prbf.g_01689
OG0000386	Praq.g_01199	Prbf.g_01690
OG0000387	Praq.g_01198	Prbf.g_01691
OG0000388	Praq.g_01197	Prbf.g_01692
OG0000389	Praq.g_01196	Prbf.g_01693
OG0000390	Praq.g_01195	Prbf.g_01694
OG0000391	Praq.g_01194	Prbf.g_01695
OG0000392	Praq.g_01193	Prbf.g_01696
OG0000393	Praq.g_01189	Prbf.g_01700
OG0000394	Praq.g_01188	Prbf.g_01701
OG0000395	Praq.g_01186	Prbf.g_01704
OG0000396	Praq.g_01185	Prbf.g_01190
OG0000397	Praq.g_01172	Prbf.g_00874
OG0000398	Praq.g_01164	Prbf.g_00741
OG0000399	Praq.g_01163	Prbf.g_00879
OG0000400	Praq.g_01158	Prbf.g_00629
OG0000401	Praq.g_01126	Prbf.g_01715
OG0000402	Praq.g_01125	Prbf.g_01716
OG0000403	Praq.g_01124	Prbf.g_01717
OG0000404	Praq.g_01122	Prbf.g_01719
OG0000405	Praq.g_01121	Prbf.g_01720
OG0000406	Praq.g_01119	Prbf.g_01722
OG0000407	Praq.g_01118	Prbf.g_01723
OG0000408	Praq.g_01117	Prbf.g_01724
OG0000409	Praq.g_01116	Prbf.g_01725
OG0000410	Praq.g_01115	Prbf.g_01726
OG0000411	Praq.g_01114	Prbf.g_01727
OG0000412	Praq.g_01113	Prbf.g_01728
OG0000413	Praq.g_01112	Prbf.g_01729
OG0000414	Praq.g_01111	Prbf.g_01730
OG0000415	Praq.g_01110	Prbf.g_01731
OG0000416	Praq.g_01109	Prbf.g_01732
OG0000417	Praq.g_01108	Prbf.g_01733
OG0000418	Praq.g_01107	Prbf.g_01734
OG0000419	Praq.g_00500	Prbf.g_01735
OG0000420	Praq.g_00501	Prbf.g_01736
OG0000421	Praq.g_00502	Prbf.g_01740
OG0000422	Praq.g_00504	Prbf.g_01742
OG0000423	Praq.g_00505	Prbf.g_01743
OG0000424	Praq.g_00507	Prbf.g_01744
OG0000425	Praq.g_00511	Prbf.g_01748
OG0000426	Praq.g_00512	Prbf.g_01749
OG0000427	Praq.g_00513	Prbf.g_01750
OG0000428	Praq.g_00514	Prbf.g_01752
OG0000429	Praq.g_00515	Prbf.g_01753
OG0000430	Praq.g_00522	Prbf.g_01754
OG0000431	Praq.g_00524	Prbf.g_01756
OG0000432	Praq.g_00525	Prbf.g_01757
OG0000433	Praq.g_00528	Prbf.g_01760
OG0000434	Praq.g_00529	Prbf.g_01761
OG0000435	Praq.g_00530	Prbf.g_01762
OG0000436	Praq.g_00532	Prbf.g_01764
OG0000437	Praq.g_00534	Prbf.g_01766
OG0000438	Praq.g_00535	Prbf.g_01767
OG0000439	Praq.g_00536	Prbf.g_01768
OG0000440	Praq.g_00538	Prbf.g_01770
OG0000441	Praq.g_00539	Prbf.g_01771
OG0000442	Praq.g_00540	Prbf.g_01772
OG0000443	Praq.g_00541	Prbf.g_01773
OG0000444	Praq.g_00542	Prbf.g_01774
OG0000445	Praq.g_00543	Prbf.g_01775
OG0000446	Praq.g_00544	Prbf.g_01776
OG0000447	Praq.g_00545	Prbf.g_01777
OG0000448	Praq.g_00546	Prbf.g_01778
OG0000449	Praq.g_01102	Prbf.g_01784
OG0000450	Praq.g_01101	Prbf.g_01785
OG0000451	Praq.g_01100	Prbf.g_01786
OG0000452	Praq.g_01099	Prbf.g_01787
OG0000453	Praq.g_01097	Prbf.g_01788
OG0000454	Praq.g_01096	Prbf.g_01789
OG0000455	Praq.g_01095	Prbf.g_01790
OG0000456	Praq.g_01094	Prbf.g_01791
OG0000457	Praq.g_01092	Prbf.g_01793
OG0000458	Praq.g_01090	Prbf.g_01795
OG0000459	Praq.g_01089	Prbf.g_01796
OG0000460	Praq.g_01087	Prbf.g_01798
OG0000461	Praq.g_01086	Prbf.g_01799
OG0000462	Praq.g_01085	Prbf.g_01800
OG0000463	Praq.g_01084	Prbf.g_01801
OG0000464	Praq.g_01079	Prbf.g_01805
OG0000465	Praq.g_01077	Prbf.g_01806
OG0000466	Praq.g_01076	Prbf.g_01807
OG0000467	Praq.g_01075	Prbf.g_01808
OG0000468	Praq.g_01074	Prbf.g_01809
OG0000469	Praq.g_01073	Prbf.g_01810
OG0000470	Praq.g_01072	Prbf.g_01811
OG0000471	Praq.g_01071	Prbf.g_01812
OG0000472	Praq.g_01068	Prbf.g_01815
OG0000473	Praq.g_01067	Prbf.g_01816
OG0000474	Praq.g_01066	Prbf.g_01817
OG0000475	Praq.g_01065	Prbf.g_01818
OG0000476	Praq.g_01064	Prbf.g_01819
OG0000477	Praq.g_01062	Prbf.g_01821
OG0000478	Praq.g_01061	Prbf.g_01822
OG0000479	Praq.g_01060	Prbf.g_01823
OG0000480	Praq.g_01058	Prbf.g_01825
OG0000481	Praq.g_01057	Prbf.g_01826
OG0000482	Praq.g_01056	Prbf.g_01827
OG0000483	Praq.g_01055	Prbf.g_01828
OG0000484	Praq.g_01054	Prbf.g_01829
OG0000485	Praq.g_01053	Prbf.g_01830
OG0000486	Praq.g_01052	Prbf.g_01831
OG0000487	Praq.g_01051	Prbf.g_01832
OG0000488	Praq.g_01049	Prbf.g_01834
OG0000489	Praq.g_01048	Prbf.g_01835
OG0000490	Praq.g_01047	Prbf.g_01836
OG0000491	Praq.g_01046	Prbf.g_01837
OG0000492	Praq.g_01045	Prbf.g_01838
OG0000493	Praq.g_01044	Prbf.g_01839
OG0000494	Praq.g_01042	Prbf.g_01840
OG0000495	Praq.g_01041	Prbf.g_01841
OG0000496	Praq.g_01040	Prbf.g_01843
OG0000497	Praq.g_01039	Prbf.g_01845
OG0000498	Praq.g_01038	Prbf.g_01846
OG0000499	Praq.g_01036	Prbf.g_01848
OG0000500	Praq.g_01035	Prbf.g_01849
OG0000501	Praq.g_01033	Prbf.g_01851
OG0000502	Praq.g_01032	Prbf.g_01852
OG0000503	Praq.g_01031	Prbf.g_01853
OG0000504	Praq.g_01030	Prbf.g_01854
OG0000505	Praq.g_01029	Prbf.g_01855
OG0000506	Praq.g_01028	Prbf.g_01856
OG0000507	Praq.g_01027	Prbf.g_01857
OG0000508	Praq.g_01025	Prbf.g_01859
OG0000509	Praq.g_01024	Prbf.g_01860
OG0000510	Praq.g_01023	Prbf.g_01861
OG0000511	Praq.g_01022	Prbf.g_01862
OG0000512	Praq.g_01021	Prbf.g_01863
OG0000513	Praq.g_01020	Prbf.g_01864
OG0000514	Praq.g_01019	Prbf.g_01865
OG0000515	Praq.g_01017	Prbf.g_01868
OG0000516	Praq.g_01016	Prbf.g_01869
OG0000517	Praq.g_01015	Prbf.g_01870
OG0000518	Praq.g_01012	Prbf.g_01873
OG0000519	Praq.g_01010	Prbf.g_01874
OG0000520	Praq.g_01009	Prbf.g_01875
OG0000521	Praq.g_01008	Prbf.g_01876
OG0000522	Praq.g_01007	Prbf.g_01877
OG0000523	Praq.g_01006	Prbf.g_01878
OG0000524	Praq.g_01005	Prbf.g_01879
OG0000525	Praq.g_01003	Prbf.g_01881
OG0000526	Praq.g_01002	Prbf.g_01882
OG0000527	Praq.g_01001	Prbf.g_01883
OG0000528	Praq.g_01000	Prbf.g_01884
OG0000529	Praq.g_00999	Prbf.g_01885
OG0000530	Praq.g_00998	Prbf.g_01886
OG0000531	Praq.g_00997	Prbf.g_01888
OG0000532	Praq.g_00996	Prbf.g_01889
OG0000533	Praq.g_00995	Prbf.g_01890
OG0000534	Praq.g_00994	Prbf.g_01891
OG0000535	Praq.g_00993	Prbf.g_01892
OG0000536	Praq.g_00992	Prbf.g_01893
OG0000537	Praq.g_00991	Prbf.g_01894
OG0000538	Praq.g_00990	Prbf.g_01895
OG0000539	Praq.g_00989	Prbf.g_01896
OG0000540	Praq.g_00988	Prbf.g_01897
OG0000541	Praq.g_00987	Prbf.g_01898
OG0000542	Praq.g_00986	Prbf.g_01899
OG0000543	Praq.g_00985	Prbf.g_01900
OG0000544	Praq.g_00984	Prbf.g_01901
OG0000545	Praq.g_00981	Prbf.g_01903
OG0000546	Praq.g_00980	Prbf.g_01904
OG0000547	Praq.g_00978	Prbf.g_01906
OG0000548	Praq.g_00977	Prbf.g_01908
OG0000549	Praq.g_00976	Prbf.g_01909
OG0000550	Praq.g_00975	Prbf.g_01910
OG0000551	Praq.g_00974	Prbf.g_01912
OG0000552	Praq.g_00973	Prbf.g_01913
OG0000553	Praq.g_00972	Prbf.g_00977
OG0000554	Praq.g_00971	Prbf.g_00978
OG0000555	Praq.g_00970	Prbf.g_00979
OG0000556	Praq.g_00969	Prbf.g_00980
OG0000557	Praq.g_00968	Prbf.g_00981
OG0000558	Praq.g_00967	Prbf.g_00982
OG0000559	Praq.g_00966	Prbf.g_00983
