Orthogroup	Praq	Prbl
OG0000079	Praq.g_00372	Prbl.g_00417
OG0000080	Praq.g_00052	Prbl.g_00462
OG0000081	Praq.g_00737	Prbl.g_00857
OG0000082	Praq.g_00392	Prbl.g_02195
OG0000083	Praq.g_00429	Prbl.g_02118
OG0000084	Praq.g_00432	Prbl.g_02115
OG0000085	Praq.g_01226	Prbl.g_01968
OG0000087	Praq.g_01265	Prbl.g_02273
OG0000088	Praq.g_01890	Prbl.g_01331
OG0000089	Praq.g_01882	Prbl.g_01316
OG0000090	Praq.g_01864	Prbl.g_00810
OG0000091	Praq.g_01833	Prbl.g_00278
OG0000092	Praq.g_01832	Prbl.g_00277
OG0000093	Praq.g_01818	Prbl.g_00069
OG0000094	Praq.g_01800	Prbl.g_00098
OG0000095	Praq.g_01795	Prbl.g_01282
OG0000096	Praq.g_01751	Prbl.g_01506
OG0000097	Praq.g_01729	Prbl.g_01461
OG0000098	Praq.g_01718	Prbl.g_01448
OG0000099	Praq.g_01708	Prbl.g_01436
OG0000100	Praq.g_01705	Prbl.g_01432
OG0000101	Praq.g_01187	Prbl.g_02677
OG0000102	Praq.g_01160	Prbl.g_02190
OG0000103	Praq.g_00527	Prbl.g_01339
OG0000104	Praq.g_00531	Prbl.g_00511
OG0000105	Praq.g_01103	Prbl.g_00533
OG0000106	Praq.g_01070	Prbl.g_00768
OG0000107	Praq.g_01069	Prbl.g_00766
OG0000108	Praq.g_01059	Prbl.g_02647
OG0000109	Praq.g_01050	Prbl.g_01886
OG0000110	Praq.g_01034	Prbl.g_01905
OG0000111	Praq.g_00780	Prbl.g_01043
OG0000112	Praq.g_00781	Prbl.g_01042
OG0000113	Praq.g_00605	Prbl.g_02432
OG0000114	Praq.g_00668	Prbl.g_02337
OG0000115	Praq.g_01548	Prbl.g_02478
OG0000116	Praq.g_01552	Prbl.g_02486
OG0000117	Praq.g_01616	Prbl.g_00930
OG0000118	Praq.g_01667	Prbl.g_02128
OG0000119	Praq.g_01303	Prbl.g_02202
OG0000120	Praq.g_01339	Prbl.g_02091
OG0000121	Praq.g_01358	Prbl.g_01119
OG0000122	Praq.g_01377	Prbl.g_02583
OG0000123	Praq.g_01390	Prbl.g_01102
OG0000124	Praq.g_00257	Prbl.g_00937
OG0000125	Praq.g_00145	Prbl.g_01736
OG0000126	Praq.g_00175	Prbl.g_00502
OG0000127	Praq.g_00281	Prbl.g_00258
OG0000128	Praq.g_00295	Prbl.g_00241
OG0000129	Praq.g_00331	Prbl.g_00709
OG0000130	Praq.g_01954, Praq.g_00499	Prbl.g_00399
OG0000131	Praq.g_00461	Prbl.g_00350
OG0000132	Praq.g_00458	Prbl.g_00347
OG0000133	Praq.g_00920	Prbl.g_00957
OG0000134	Praq.g_00884	Prbl.g_00994
OG0000135	Praq.g_00882	Prbl.g_00996
OG0000136	Praq.g_00748	Prbl.g_00841
OG0000137	Praq.g_00683	Prbl.g_02053
OG0000138	Praq.g_00718	Prbl.g_02231
OG0000139	Praq.g_00409	Prbl.g_02147
OG0000140	Praq.g_00427	Prbl.g_02120
OG0000141	Praq.g_00428	Prbl.g_02119
OG0000142	Praq.g_00430	Prbl.g_02117
OG0000143	Praq.g_00431	Prbl.g_02116
OG0000144	Praq.g_00433	Prbl.g_02114
OG0000145	Praq.g_00434	Prbl.g_02112
OG0000146	Praq.g_00435	Prbl.g_02111
OG0000147	Praq.g_00436	Prbl.g_02110
OG0000148	Praq.g_00438	Prbl.g_02108
OG0000149	Praq.g_01217	Prbl.g_01955
OG0000150	Praq.g_01218	Prbl.g_01956
OG0000151	Praq.g_01219	Prbl.g_01961
OG0000152	Praq.g_01220	Prbl.g_01962
OG0000153	Praq.g_01221	Prbl.g_01963
OG0000154	Praq.g_01222	Prbl.g_01964
OG0000155	Praq.g_01223	Prbl.g_01965
OG0000156	Praq.g_01224	Prbl.g_01966
OG0000157	Praq.g_01225	Prbl.g_01967
OG0000158	Praq.g_01227	Prbl.g_01969
OG0000159	Praq.g_01228	Prbl.g_01970
OG0000160	Praq.g_01229	Prbl.g_01971
OG0000161	Praq.g_01230	Prbl.g_01972
OG0000162	Praq.g_01231	Prbl.g_01973
OG0000163	Praq.g_01232	Prbl.g_01975
OG0000164	Praq.g_01235	Prbl.g_01980
OG0000165	Praq.g_01239	Prbl.g_01985
OG0000166	Praq.g_01240	Prbl.g_01986
OG0000167	Praq.g_01241	Prbl.g_01987
OG0000168	Praq.g_01255	Prbl.g_01988
OG0000169	Praq.g_01257	Prbl.g_01990
OG0000170	Praq.g_01258	Prbl.g_02241
OG0000171	Praq.g_01259	Prbl.g_02243
OG0000172	Praq.g_01261	Prbl.g_02244
OG0000173	Praq.g_01262	Prbl.g_02251
OG0000174	Praq.g_01263	Prbl.g_02258
OG0000175	Praq.g_01264	Prbl.g_02266
OG0000176	Praq.g_01266	Prbl.g_02274
OG0000177	Praq.g_01267	Prbl.g_02275
OG0000178	Praq.g_01268	Prbl.g_02276
OG0000179	Praq.g_01939	Prbl.g_00614
OG0000180	Praq.g_01938	Prbl.g_00613
OG0000181	Praq.g_01937	Prbl.g_00612
OG0000182	Praq.g_01934	Prbl.g_00608
OG0000183	Praq.g_01933	Prbl.g_00607
OG0000184	Praq.g_01930	Prbl.g_00603
OG0000185	Praq.g_01926	Prbl.g_00597
OG0000186	Praq.g_01925	Prbl.g_00596
OG0000187	Praq.g_01924	Prbl.g_01075
OG0000188	Praq.g_01923	Prbl.g_00595
OG0000189	Praq.g_01922	Prbl.g_00592
OG0000190	Praq.g_01921	Prbl.g_00591
OG0000191	Praq.g_01920	Prbl.g_00590
OG0000192	Praq.g_01919	Prbl.g_00589
OG0000193	Praq.g_01918	Prbl.g_00588
OG0000194	Praq.g_01917	Prbl.g_00587
OG0000195	Praq.g_01915	Prbl.g_00583
OG0000196	Praq.g_01914	Prbl.g_00582
OG0000197	Praq.g_01913	Prbl.g_00576
OG0000198	Praq.g_01912	Prbl.g_00572
OG0000199	Praq.g_01909	Prbl.g_00567
OG0000200	Praq.g_01908	Prbl.g_00566
OG0000201	Praq.g_01907	Prbl.g_00565
OG0000202	Praq.g_01906	Prbl.g_00563
OG0000203	Praq.g_01905	Prbl.g_00562
OG0000204	Praq.g_01904	Prbl.g_00561
OG0000205	Praq.g_01903	Prbl.g_00559
OG0000206	Praq.g_01902	Prbl.g_00558
OG0000207	Praq.g_01901	Prbl.g_00557
OG0000208	Praq.g_01900	Prbl.g_00556
OG0000209	Praq.g_01899	Prbl.g_00555
OG0000210	Praq.g_01897	Prbl.g_00553
OG0000211	Praq.g_01896	Prbl.g_00552
OG0000212	Praq.g_01895	Prbl.g_00551
OG0000213	Praq.g_01894	Prbl.g_00548
OG0000214	Praq.g_01892	Prbl.g_00542
OG0000215	Praq.g_01891	Prbl.g_01332
OG0000216	Praq.g_01889	Prbl.g_01330
OG0000217	Praq.g_01888	Prbl.g_01328
OG0000218	Praq.g_01887	Prbl.g_01326
OG0000219	Praq.g_01886	Prbl.g_01325
OG0000220	Praq.g_01883	Prbl.g_01320
OG0000221	Praq.g_01881	Prbl.g_01315
OG0000222	Praq.g_01880	Prbl.g_01314
OG0000223	Praq.g_01879	Prbl.g_01313
OG0000224	Praq.g_01876	Prbl.g_00827
OG0000225	Praq.g_01874	Prbl.g_00825
OG0000226	Praq.g_01873	Prbl.g_00822
OG0000227	Praq.g_01872	Prbl.g_00820
OG0000228	Praq.g_01871	Prbl.g_00819
OG0000229	Praq.g_01870	Prbl.g_00818
OG0000230	Praq.g_01869	Prbl.g_00817
OG0000231	Praq.g_01867	Prbl.g_00815
OG0000232	Praq.g_01866	Prbl.g_00814
OG0000233	Praq.g_01863	Prbl.g_00809
OG0000234	Praq.g_01861	Prbl.g_00305
OG0000235	Praq.g_01857	Prbl.g_00303
OG0000236	Praq.g_01856	Prbl.g_00302
OG0000237	Praq.g_01855	Prbl.g_00301
OG0000238	Praq.g_01854	Prbl.g_00300
OG0000239	Praq.g_01853	Prbl.g_00299
OG0000240	Praq.g_01851	Prbl.g_00297
OG0000241	Praq.g_01850	Prbl.g_00296
OG0000242	Praq.g_01849	Prbl.g_00295
OG0000243	Praq.g_01848	Prbl.g_00294
OG0000244	Praq.g_01847	Prbl.g_00293
OG0000245	Praq.g_01846	Prbl.g_00291
OG0000246	Praq.g_01844	Prbl.g_00289
OG0000247	Praq.g_01843	Prbl.g_00288
OG0000248	Praq.g_01842	Prbl.g_00287
OG0000249	Praq.g_01841	Prbl.g_00286
OG0000250	Praq.g_01840	Prbl.g_00285
OG0000251	Praq.g_01839	Prbl.g_00284
OG0000252	Praq.g_01838	Prbl.g_00283
OG0000253	Praq.g_01837	Prbl.g_00282
OG0000254	Praq.g_01835	Prbl.g_00280
OG0000255	Praq.g_01834	Prbl.g_00279
OG0000256	Praq.g_01831	Prbl.g_00276
OG0000257	Praq.g_01829	Prbl.g_00275
OG0000258	Praq.g_01828	Prbl.g_00274
OG0000259	Praq.g_01827	Prbl.g_00273
OG0000260	Praq.g_01826	Prbl.g_00272
OG0000261	Praq.g_01825	Prbl.g_00271
OG0000262	Praq.g_01824	Prbl.g_00270
OG0000263	Praq.g_01823	Prbl.g_00269
OG0000264	Praq.g_01821	Prbl.g_02377
OG0000265	Praq.g_01820	Prbl.g_00066
OG0000266	Praq.g_01819	Prbl.g_00068
OG0000267	Praq.g_01817	Prbl.g_00072
OG0000268	Praq.g_01816	Prbl.g_00074
OG0000269	Praq.g_01815	Prbl.g_00077
OG0000270	Praq.g_01814	Prbl.g_00079
OG0000271	Praq.g_01813	Prbl.g_00082
OG0000272	Praq.g_01812	Prbl.g_00083
OG0000273	Praq.g_01811	Prbl.g_00086
OG0000274	Praq.g_01810	Prbl.g_00088
OG0000275	Praq.g_01809	Prbl.g_00089
OG0000276	Praq.g_01808	Prbl.g_00090
OG0000277	Praq.g_01807	Prbl.g_00091
OG0000278	Praq.g_01806	Prbl.g_00092
OG0000279	Praq.g_01805	Prbl.g_00093
OG0000280	Praq.g_01804	Prbl.g_00094
OG0000281	Praq.g_01802	Prbl.g_00096
OG0000282	Praq.g_01801	Prbl.g_00097
OG0000283	Praq.g_01798	Prbl.g_00104
OG0000284	Praq.g_01797	Prbl.g_00105
OG0000285	Praq.g_01796	Prbl.g_01283
OG0000286	Praq.g_01794	Prbl.g_01281
OG0000287	Praq.g_01793	Prbl.g_00130
OG0000288	Praq.g_01792	Prbl.g_00129
OG0000289	Praq.g_01791	Prbl.g_00127
OG0000290	Praq.g_01790	Prbl.g_00126
OG0000291	Praq.g_01789	Prbl.g_00124
OG0000292	Praq.g_01788	Prbl.g_01244
OG0000293	Praq.g_01787	Prbl.g_01245
OG0000294	Praq.g_01786	Prbl.g_01246
OG0000295	Praq.g_01785	Prbl.g_01252
OG0000296	Praq.g_01784	Prbl.g_01253
OG0000297	Praq.g_01783	Prbl.g_01256
OG0000298	Praq.g_01782	Prbl.g_01257
OG0000299	Praq.g_01781	Prbl.g_01258
OG0000300	Praq.g_01780	Prbl.g_01259
OG0000301	Praq.g_01779	Prbl.g_01260
OG0000302	Praq.g_01778	Prbl.g_01261
OG0000303	Praq.g_01777	Prbl.g_01262
OG0000304	Praq.g_01776	Prbl.g_01264
OG0000305	Praq.g_01775	Prbl.g_01265
OG0000306	Praq.g_01774	Prbl.g_01266
OG0000307	Praq.g_01773	Prbl.g_01918
OG0000308	Praq.g_01772	Prbl.g_01769
OG0000309	Praq.g_01771	Prbl.g_01770
OG0000310	Praq.g_01770	Prbl.g_01771
OG0000311	Praq.g_01769	Prbl.g_01922
OG0000312	Praq.g_01767	Prbl.g_01923
OG0000313	Praq.g_01766	Prbl.g_00199
OG0000314	Praq.g_01763	Prbl.g_00193
OG0000315	Praq.g_01762	Prbl.g_00192
OG0000316	Praq.g_01760	Prbl.g_02679
OG0000317	Praq.g_01758	Prbl.g_02666
OG0000318	Praq.g_01757	Prbl.g_01516
OG0000319	Praq.g_01756	Prbl.g_01515
OG0000320	Praq.g_01755	Prbl.g_01513
OG0000321	Praq.g_01752	Prbl.g_01508
OG0000322	Praq.g_01750	Prbl.g_01499
OG0000323	Praq.g_01749	Prbl.g_01498
OG0000324	Praq.g_01746	Prbl.g_01496
OG0000325	Praq.g_01744	Prbl.g_01494
OG0000326	Praq.g_01743	Prbl.g_01492
OG0000327	Praq.g_01741	Prbl.g_01486
OG0000328	Praq.g_01740	Prbl.g_01919
OG0000329	Praq.g_01739	Prbl.g_01473
OG0000330	Praq.g_01738	Prbl.g_01472
OG0000331	Praq.g_01737	Prbl.g_01470
OG0000332	Praq.g_01736	Prbl.g_01469
OG0000333	Praq.g_01735	Prbl.g_01468
OG0000334	Praq.g_01734	Prbl.g_01467
OG0000335	Praq.g_01733	Prbl.g_01466
OG0000336	Praq.g_01732	Prbl.g_01464
OG0000337	Praq.g_01728	Prbl.g_01459
OG0000338	Praq.g_01727	Prbl.g_01458
OG0000339	Praq.g_01726	Prbl.g_01457
OG0000340	Praq.g_01725	Prbl.g_01455
OG0000341	Praq.g_01721	Prbl.g_01450
OG0000342	Praq.g_01719	Prbl.g_01449
OG0000343	Praq.g_01717	Prbl.g_01447
OG0000344	Praq.g_01716	Prbl.g_01445
OG0000345	Praq.g_01715	Prbl.g_01444
OG0000346	Praq.g_01714	Prbl.g_01443
OG0000347	Praq.g_01713	Prbl.g_01442
OG0000348	Praq.g_01712	Prbl.g_01441
OG0000349	Praq.g_01711	Prbl.g_01440
OG0000350	Praq.g_01710	Prbl.g_01439
OG0000351	Praq.g_01707	Prbl.g_01435
OG0000352	Praq.g_01704	Prbl.g_01431
OG0000353	Praq.g_01703	Prbl.g_01428
OG0000354	Praq.g_01702	Prbl.g_01427
OG0000355	Praq.g_01701	Prbl.g_01426
OG0000356	Praq.g_01700	Prbl.g_01421
OG0000357	Praq.g_01699	Prbl.g_01420
OG0000358	Praq.g_01698	Prbl.g_01419
OG0000359	Praq.g_01697	Prbl.g_01417
OG0000360	Praq.g_01694	Prbl.g_01414
OG0000361	Praq.g_01693	Prbl.g_01413
OG0000362	Praq.g_01692	Prbl.g_00911
OG0000363	Praq.g_01691	Prbl.g_00909
OG0000364	Praq.g_01690	Prbl.g_00908
OG0000365	Praq.g_01689	Prbl.g_00907
OG0000366	Praq.g_01688	Prbl.g_00906
OG0000367	Praq.g_01687	Prbl.g_00905
OG0000368	Praq.g_01686	Prbl.g_00904
OG0000369	Praq.g_01685	Prbl.g_00903
OG0000370	Praq.g_01684	Prbl.g_00902
OG0000371	Praq.g_01683	Prbl.g_00901
OG0000372	Praq.g_01681	Prbl.g_00898
OG0000373	Praq.g_01679	Prbl.g_00888
OG0000374	Praq.g_01678	Prbl.g_00886
OG0000375	Praq.g_01677	Prbl.g_00877
OG0000376	Praq.g_01675	Prbl.g_01183
OG0000377	Praq.g_01674	Prbl.g_01190
OG0000378	Praq.g_01673	Prbl.g_01191
OG0000379	Praq.g_01211	Prbl.g_01201
OG0000380	Praq.g_01210	Prbl.g_01203
OG0000381	Praq.g_01209	Prbl.g_01204
OG0000382	Praq.g_01207	Prbl.g_01206
OG0000383	Praq.g_01204	Prbl.g_01210
OG0000384	Praq.g_01203	Prbl.g_01211
OG0000385	Praq.g_01200	Prbl.g_01217
OG0000386	Praq.g_01199	Prbl.g_01218
OG0000387	Praq.g_01198	Prbl.g_01219
OG0000388	Praq.g_01197	Prbl.g_01220
OG0000389	Praq.g_01196	Prbl.g_01221
OG0000390	Praq.g_01195	Prbl.g_01222
OG0000391	Praq.g_01194	Prbl.g_01223
OG0000392	Praq.g_01193	Prbl.g_01224
OG0000393	Praq.g_01189	Prbl.g_02673
OG0000394	Praq.g_01188	Prbl.g_02674
OG0000395	Praq.g_01186	Prbl.g_02678
OG0000396	Praq.g_01185	Prbl.g_01564
OG0000397	Praq.g_01172	Prbl.g_00609
OG0000398	Praq.g_01164	Prbl.g_00410
OG0000399	Praq.g_01163	Prbl.g_01693
OG0000400	Praq.g_01158	Prbl.g_02681
OG0000401	Praq.g_01126	Prbl.g_00676
OG0000402	Praq.g_01125	Prbl.g_00675
OG0000403	Praq.g_01124	Prbl.g_00663
OG0000404	Praq.g_01122	Prbl.g_00653
OG0000405	Praq.g_01121	Prbl.g_00652
OG0000406	Praq.g_01119	Prbl.g_00650
OG0000407	Praq.g_01118	Prbl.g_00649
OG0000408	Praq.g_01117	Prbl.g_00648
OG0000409	Praq.g_01116	Prbl.g_00647
OG0000410	Praq.g_01115	Prbl.g_00645
OG0000411	Praq.g_01114	Prbl.g_00644
OG0000412	Praq.g_01113	Prbl.g_00643
OG0000413	Praq.g_01112	Prbl.g_00642
OG0000414	Praq.g_01111	Prbl.g_00641
OG0000415	Praq.g_01110	Prbl.g_00640
OG0000416	Praq.g_01109	Prbl.g_00639
OG0000417	Praq.g_01108	Prbl.g_00635
OG0000418	Praq.g_01107	Prbl.g_00634
OG0000419	Praq.g_00500	Prbl.g_00633
OG0000420	Praq.g_00501	Prbl.g_00632
OG0000421	Praq.g_00502	Prbl.g_00625
OG0000422	Praq.g_00504	Prbl.g_00623
OG0000423	Praq.g_00505	Prbl.g_00622
OG0000424	Praq.g_00507	Prbl.g_00619
OG0000425	Praq.g_00511	Prbl.g_01364
OG0000426	Praq.g_00512	Prbl.g_01363
OG0000427	Praq.g_00513	Prbl.g_01360
OG0000428	Praq.g_00514	Prbl.g_01348
OG0000429	Praq.g_00515	Prbl.g_01346
OG0000430	Praq.g_00522	Prbl.g_01344
OG0000431	Praq.g_00524	Prbl.g_01342
OG0000432	Praq.g_00525	Prbl.g_01341
OG0000433	Praq.g_00528	Prbl.g_00503
OG0000434	Praq.g_00529	Prbl.g_00506
OG0000435	Praq.g_00530	Prbl.g_00510
OG0000436	Praq.g_00532	Prbl.g_00512
OG0000437	Praq.g_00534	Prbl.g_00514
OG0000438	Praq.g_00535	Prbl.g_00515
OG0000439	Praq.g_00536	Prbl.g_00516
OG0000440	Praq.g_00538	Prbl.g_00519
OG0000441	Praq.g_00539	Prbl.g_00521
OG0000442	Praq.g_00540	Prbl.g_00522
OG0000443	Praq.g_00541	Prbl.g_00523
OG0000444	Praq.g_00542	Prbl.g_00524
OG0000445	Praq.g_00543	Prbl.g_00525
OG0000446	Praq.g_00544	Prbl.g_00526
OG0000447	Praq.g_00545	Prbl.g_00527
OG0000448	Praq.g_00546	Prbl.g_00528
OG0000449	Praq.g_01102	Prbl.g_00536
OG0000450	Praq.g_01101	Prbl.g_00806
OG0000451	Praq.g_01100	Prbl.g_00805
OG0000452	Praq.g_01099	Prbl.g_00804
OG0000453	Praq.g_01097	Prbl.g_00801
OG0000454	Praq.g_01096	Prbl.g_00800
OG0000455	Praq.g_01095	Prbl.g_00799
OG0000456	Praq.g_01094	Prbl.g_00798
OG0000457	Praq.g_01092	Prbl.g_00797
OG0000458	Praq.g_01090	Prbl.g_00795
OG0000459	Praq.g_01089	Prbl.g_00794
OG0000460	Praq.g_01087	Prbl.g_00792
OG0000461	Praq.g_01086	Prbl.g_00791
OG0000462	Praq.g_01085	Prbl.g_00790
OG0000463	Praq.g_01084	Prbl.g_00785
OG0000464	Praq.g_01079	Prbl.g_00780
OG0000465	Praq.g_01077	Prbl.g_00779
OG0000466	Praq.g_01076	Prbl.g_00778
OG0000467	Praq.g_01075	Prbl.g_00776
OG0000468	Praq.g_01074	Prbl.g_00775
OG0000469	Praq.g_01073	Prbl.g_00770
OG0000470	Praq.g_01072	Prbl.g_01526
OG0000471	Praq.g_01071	Prbl.g_00032
OG0000472	Praq.g_01068	Prbl.g_00765
OG0000473	Praq.g_01067	Prbl.g_00763
OG0000474	Praq.g_01066	Prbl.g_00761
OG0000475	Praq.g_01065	Prbl.g_00760
OG0000476	Praq.g_01064	Prbl.g_00754
OG0000477	Praq.g_01062	Prbl.g_00751
OG0000478	Praq.g_01061	Prbl.g_00749
OG0000479	Praq.g_01060	Prbl.g_00747
OG0000480	Praq.g_01058	Prbl.g_02645
OG0000481	Praq.g_01057	Prbl.g_01878
OG0000482	Praq.g_01056	Prbl.g_01879
OG0000483	Praq.g_01055	Prbl.g_01881
OG0000484	Praq.g_01054	Prbl.g_01882
OG0000485	Praq.g_01053	Prbl.g_01883
OG0000486	Praq.g_01052	Prbl.g_01884
OG0000487	Praq.g_01051	Prbl.g_01885
OG0000488	Praq.g_01049	Prbl.g_01887
OG0000489	Praq.g_01048	Prbl.g_01888
OG0000490	Praq.g_01047	Prbl.g_01889
OG0000491	Praq.g_01046	Prbl.g_01890
OG0000492	Praq.g_01045	Prbl.g_01891
OG0000493	Praq.g_01044	Prbl.g_01892
OG0000494	Praq.g_01042	Prbl.g_01894
OG0000495	Praq.g_01041	Prbl.g_01895
OG0000496	Praq.g_01040	Prbl.g_01897
OG0000497	Praq.g_01039	Prbl.g_01899
OG0000498	Praq.g_01038	Prbl.g_01900
OG0000499	Praq.g_01036	Prbl.g_01902
OG0000500	Praq.g_01035	Prbl.g_01903
OG0000501	Praq.g_01033	Prbl.g_01801
OG0000502	Praq.g_01032	Prbl.g_01800
OG0000503	Praq.g_01031	Prbl.g_01799
OG0000504	Praq.g_01030	Prbl.g_01797
OG0000505	Praq.g_01029	Prbl.g_01796
OG0000506	Praq.g_01028	Prbl.g_01795
OG0000507	Praq.g_01027	Prbl.g_01794
OG0000508	Praq.g_01025	Prbl.g_01790
OG0000509	Praq.g_01024	Prbl.g_01789
OG0000510	Praq.g_01023	Prbl.g_01788
OG0000511	Praq.g_01022	Prbl.g_01787
OG0000512	Praq.g_01021	Prbl.g_01786
OG0000513	Praq.g_01020	Prbl.g_01785
OG0000514	Praq.g_01019	Prbl.g_01784
OG0000515	Praq.g_01017	Prbl.g_01781
OG0000516	Praq.g_01016	Prbl.g_01780
OG0000517	Praq.g_01015	Prbl.g_01779
OG0000518	Praq.g_01012	Prbl.g_01775
OG0000519	Praq.g_01010	Prbl.g_01774
OG0000520	Praq.g_01009	Prbl.g_01773
OG0000521	Praq.g_01008	Prbl.g_01772
OG0000522	Praq.g_01007	Prbl.g_01766
OG0000523	Praq.g_01006	Prbl.g_01765
OG0000524	Praq.g_01005	Prbl.g_01764
OG0000525	Praq.g_01003	Prbl.g_01762
OG0000526	Praq.g_01002	Prbl.g_01761
OG0000527	Praq.g_01001	Prbl.g_01760
OG0000528	Praq.g_01000	Prbl.g_01759
OG0000529	Praq.g_00999	Prbl.g_01758
OG0000530	Praq.g_00998	Prbl.g_01757
OG0000531	Praq.g_00997	Prbl.g_01754
OG0000532	Praq.g_00996	Prbl.g_01752
OG0000533	Praq.g_00995	Prbl.g_01751
OG0000534	Praq.g_00994	Prbl.g_01750
OG0000535	Praq.g_00993	Prbl.g_01749
OG0000536	Praq.g_00992	Prbl.g_01748
OG0000537	Praq.g_00991	Prbl.g_01747
OG0000538	Praq.g_00990	Prbl.g_01746
OG0000539	Praq.g_00989	Prbl.g_01744
OG0000540	Praq.g_00988	Prbl.g_01742
OG0000541	Praq.g_00987	Prbl.g_01610
OG0000542	Praq.g_00986	Prbl.g_01611
OG0000543	Praq.g_00985	Prbl.g_01612
OG0000544	Praq.g_00984	Prbl.g_01613
OG0000545	Praq.g_00981	Prbl.g_01616
OG0000546	Praq.g_00980	Prbl.g_01617
OG0000547	Praq.g_00978	Prbl.g_01619
OG0000548	Praq.g_00977	Prbl.g_01624
OG0000549	Praq.g_00976	Prbl.g_01625
OG0000550	Praq.g_00975	Prbl.g_01626
OG0000551	Praq.g_00974	Prbl.g_01629
OG0000552	Praq.g_00973	Prbl.g_01631
OG0000553	Praq.g_00972	Prbl.g_01632
OG0000554	Praq.g_00971	Prbl.g_01634
OG0000555	Praq.g_00970	Prbl.g_01635
OG0000556	Praq.g_00969	Prbl.g_01636
OG0000557	Praq.g_00968	Prbl.g_01637
OG0000558	Praq.g_00967	Prbl.g_01639
OG0000559	Praq.g_00966	Prbl.g_01640
OG0000560	Praq.g_00964	Prbl.g_01642
OG0000561	Praq.g_00963	Prbl.g_01643
OG0000562	Praq.g_00962	Prbl.g_01645
OG0000563	Praq.g_00961	Prbl.g_01646
OG0000564	Praq.g_00960	Prbl.g_01647
OG0000565	Praq.g_00959	Prbl.g_01655
OG0000566	Praq.g_00958	Prbl.g_01656
OG0000567	Praq.g_00957	Prbl.g_01657
OG0000568	Praq.g_00775	Prbl.g_01658
OG0000569	Praq.g_00776	Prbl.g_01659
OG0000570	Praq.g_00777	Prbl.g_01662
OG0000571	Praq.g_00778	Prbl.g_01663
OG0000572	Praq.g_00779	Prbl.g_01664
