Orthogroup	Praq	Prbg
OG0000194	Praq.g_01917	Prbg.g_00784
OG0000195	Praq.g_01915	Prbg.g_00782
OG0000196	Praq.g_01914	Prbg.g_00781
OG0000197	Praq.g_01913	Prbg.g_00780
OG0000198	Praq.g_01912	Prbg.g_00861
OG0000199	Praq.g_01909	Prbg.g_00864
OG0000200	Praq.g_01908	Prbg.g_00865
OG0000201	Praq.g_01907	Prbg.g_00866
OG0000202	Praq.g_01906	Prbg.g_00868
OG0000203	Praq.g_01905	Prbg.g_00869
OG0000204	Praq.g_01904	Prbg.g_00870
OG0000205	Praq.g_01903	Prbg.g_00872
OG0000206	Praq.g_01902	Prbg.g_00873
OG0000207	Praq.g_01901	Prbg.g_00874
OG0000208	Praq.g_01900	Prbg.g_00875
OG0000209	Praq.g_01899	Prbg.g_00876
OG0000210	Praq.g_01897	Prbg.g_00877
OG0000211	Praq.g_01896	Prbg.g_00879
OG0000212	Praq.g_01895	Prbg.g_00880
OG0000213	Praq.g_01894	Prbg.g_00881
OG0000214	Praq.g_01892	Prbg.g_00885
OG0000215	Praq.g_01891	Prbg.g_00886
OG0000216	Praq.g_01889	Prbg.g_00888
OG0000217	Praq.g_01888	Prbg.g_00889
OG0000218	Praq.g_01887	Prbg.g_00890
OG0000219	Praq.g_01886	Prbg.g_00891
OG0000220	Praq.g_01883	Prbg.g_00894
OG0000221	Praq.g_01881	Prbg.g_00897
OG0000222	Praq.g_01880	Prbg.g_00898
OG0000223	Praq.g_01879	Prbg.g_00899
OG0000224	Praq.g_01876	Prbg.g_00901
OG0000225	Praq.g_01874	Prbg.g_00903
OG0000226	Praq.g_01873	Prbg.g_00905
OG0000227	Praq.g_01872	Prbg.g_00906
OG0000228	Praq.g_01871	Prbg.g_00907
OG0000229	Praq.g_01870	Prbg.g_00908
OG0000230	Praq.g_01869	Prbg.g_00909
OG0000231	Praq.g_01867	Prbg.g_01349
OG0000232	Praq.g_01866	Prbg.g_00911
OG0000233	Praq.g_01863	Prbg.g_00914
OG0000234	Praq.g_01861	Prbg.g_00916
OG0000235	Praq.g_01857	Prbg.g_00922
OG0000236	Praq.g_01856	Prbg.g_00923
OG0000237	Praq.g_01855	Prbg.g_00924
OG0000238	Praq.g_01854	Prbg.g_00925
OG0000239	Praq.g_01853	Prbg.g_00926
OG0000240	Praq.g_01851	Prbg.g_00928
OG0000241	Praq.g_01850	Prbg.g_00929
OG0000242	Praq.g_01849	Prbg.g_00930
OG0000243	Praq.g_01848	Prbg.g_00931
OG0000244	Praq.g_01847	Prbg.g_00932
OG0000245	Praq.g_01846	Prbg.g_00934
OG0000246	Praq.g_01844	Prbg.g_00936
OG0000247	Praq.g_01843	Prbg.g_00937
OG0000248	Praq.g_01842	Prbg.g_00938
OG0000249	Praq.g_01841	Prbg.g_00939
OG0000250	Praq.g_01840	Prbg.g_00940
OG0000251	Praq.g_01839	Prbg.g_00941
OG0000252	Praq.g_01838	Prbg.g_00942
OG0000253	Praq.g_01837	Prbg.g_00943
OG0000254	Praq.g_01835	Prbg.g_00945
OG0000255	Praq.g_01834	Prbg.g_00946
OG0000256	Praq.g_01831	Prbg.g_00949
OG0000257	Praq.g_01829	Prbg.g_00951
OG0000258	Praq.g_01828	Prbg.g_00952
OG0000259	Praq.g_01827	Prbg.g_00953
OG0000260	Praq.g_01826	Prbg.g_00954
OG0000261	Praq.g_01825	Prbg.g_00955
OG0000262	Praq.g_01824	Prbg.g_00956
OG0000263	Praq.g_01823	Prbg.g_00957
OG0000264	Praq.g_01821	Prbg.g_00959
OG0000265	Praq.g_01820	Prbg.g_00960
OG0000266	Praq.g_01819	Prbg.g_00961
OG0000267	Praq.g_01817	Prbg.g_00963
OG0000268	Praq.g_01816	Prbg.g_00965
OG0000269	Praq.g_01815	Prbg.g_00966
OG0000270	Praq.g_01814	Prbg.g_00967
OG0000271	Praq.g_01813	Prbg.g_00968
OG0000272	Praq.g_01812	Prbg.g_00969
OG0000273	Praq.g_01811	Prbg.g_00970
OG0000274	Praq.g_01810	Prbg.g_00971
OG0000275	Praq.g_01809	Prbg.g_00972
OG0000276	Praq.g_01808	Prbg.g_00973
OG0000277	Praq.g_01807	Prbg.g_00974
OG0000278	Praq.g_01806	Prbg.g_00975
OG0000279	Praq.g_01805	Prbg.g_00976
OG0000280	Praq.g_01804	Prbg.g_00977
OG0000281	Praq.g_01802	Prbg.g_00979
OG0000282	Praq.g_01801	Prbg.g_00980
OG0000283	Praq.g_01798	Prbg.g_00983
OG0000284	Praq.g_01797	Prbg.g_00984
OG0000285	Praq.g_01796	Prbg.g_00985
OG0000286	Praq.g_01794	Prbg.g_00987
OG0000287	Praq.g_01793	Prbg.g_00989
OG0000288	Praq.g_01792	Prbg.g_00990
OG0000289	Praq.g_01791	Prbg.g_00991
OG0000290	Praq.g_01790	Prbg.g_00992
OG0000291	Praq.g_01789	Prbg.g_00993
OG0000292	Praq.g_01788	Prbg.g_00994
OG0000293	Praq.g_01787	Prbg.g_00995
OG0000294	Praq.g_01786	Prbg.g_00996
OG0000295	Praq.g_01785	Prbg.g_00997
OG0000296	Praq.g_01784	Prbg.g_00998
OG0000297	Praq.g_01783	Prbg.g_00999
OG0000298	Praq.g_01782	Prbg.g_01000
OG0000299	Praq.g_01781	Prbg.g_01001
OG0000300	Praq.g_01780	Prbg.g_01002
OG0000301	Praq.g_01779	Prbg.g_01003
OG0000302	Praq.g_01778	Prbg.g_01004
OG0000303	Praq.g_01777	Prbg.g_01005
OG0000304	Praq.g_01776	Prbg.g_01007
OG0000305	Praq.g_01775	Prbg.g_01008
OG0000306	Praq.g_01774	Prbg.g_01009
OG0000307	Praq.g_01773	Prbg.g_01011
OG0000308	Praq.g_01772	Prbg.g_01012
OG0000309	Praq.g_01771	Prbg.g_01013
OG0000310	Praq.g_01770	Prbg.g_01014
OG0000311	Praq.g_01769	Prbg.g_01015
OG0000312	Praq.g_01767	Prbg.g_01017
OG0000313	Praq.g_01766	Prbg.g_01018
OG0000314	Praq.g_01763	Prbg.g_01022
OG0000315	Praq.g_01762	Prbg.g_01023
OG0000316	Praq.g_01760	Prbg.g_01025
OG0000317	Praq.g_01758	Prbg.g_01027
OG0000318	Praq.g_01757	Prbg.g_01028
OG0000319	Praq.g_01756	Prbg.g_01029
OG0000320	Praq.g_01755	Prbg.g_01030
OG0000321	Praq.g_01752	Prbg.g_01033
OG0000322	Praq.g_01750	Prbg.g_01037
OG0000323	Praq.g_01749	Prbg.g_01038
OG0000324	Praq.g_01746	Prbg.g_01041
OG0000325	Praq.g_01744	Prbg.g_01042
OG0000326	Praq.g_01743	Prbg.g_01043
OG0000327	Praq.g_01741	Prbg.g_01045
OG0000328	Praq.g_01740	Prbg.g_01046
OG0000329	Praq.g_01739	Prbg.g_00042
OG0000330	Praq.g_01738	Prbg.g_00043
OG0000331	Praq.g_01737	Prbg.g_00045
OG0000332	Praq.g_01736	Prbg.g_00046
OG0000333	Praq.g_01735	Prbg.g_00047
OG0000334	Praq.g_01734	Prbg.g_00048
OG0000335	Praq.g_01733	Prbg.g_00049
OG0000336	Praq.g_01732	Prbg.g_00051
OG0000337	Praq.g_01728	Prbg.g_00054
OG0000338	Praq.g_01727	Prbg.g_00055
OG0000339	Praq.g_01726	Prbg.g_00056
OG0000340	Praq.g_01725	Prbg.g_00057
OG0000341	Praq.g_01721	Prbg.g_00061
OG0000342	Praq.g_01719	Prbg.g_00062
OG0000343	Praq.g_01717	Prbg.g_00065
OG0000344	Praq.g_01716	Prbg.g_00066
OG0000345	Praq.g_01715	Prbg.g_00067
OG0000346	Praq.g_01714	Prbg.g_00068
OG0000347	Praq.g_01713	Prbg.g_00069
OG0000348	Praq.g_01712	Prbg.g_00071
OG0000349	Praq.g_01711	Prbg.g_00072
OG0000350	Praq.g_01710	Prbg.g_00073
OG0000351	Praq.g_01707	Prbg.g_00075
OG0000352	Praq.g_01704	Prbg.g_00078
OG0000353	Praq.g_01703	Prbg.g_00079
OG0000354	Praq.g_01702	Prbg.g_00080
OG0000355	Praq.g_01701	Prbg.g_00081
OG0000356	Praq.g_01700	Prbg.g_00082
OG0000357	Praq.g_01699	Prbg.g_00083
OG0000358	Praq.g_01698	Prbg.g_00084
OG0000359	Praq.g_01697	Prbg.g_00085
OG0000360	Praq.g_01694	Prbg.g_00087
OG0000361	Praq.g_01693	Prbg.g_00088
OG0000362	Praq.g_01692	Prbg.g_00089
OG0000363	Praq.g_01691	Prbg.g_00090
OG0000364	Praq.g_01690	Prbg.g_00091
OG0000365	Praq.g_01689	Prbg.g_00092
OG0000366	Praq.g_01688	Prbg.g_00093
OG0000367	Praq.g_01687	Prbg.g_00094
OG0000368	Praq.g_01686	Prbg.g_00095
OG0000369	Praq.g_01685	Prbg.g_00096
OG0000370	Praq.g_01684	Prbg.g_00097
OG0000371	Praq.g_01683	Prbg.g_00098
OG0000372	Praq.g_01681	Prbg.g_00099
OG0000373	Praq.g_01679	Prbg.g_00101
OG0000374	Praq.g_01678	Prbg.g_00102
OG0000375	Praq.g_01677	Prbg.g_00103
OG0000376	Praq.g_01675	Prbg.g_00104
OG0000377	Praq.g_01674	Prbg.g_00110
OG0000378	Praq.g_01673	Prbg.g_00111
OG0000379	Praq.g_01211	Prbg.g_00117
OG0000380	Praq.g_01210	Prbg.g_00119
OG0000381	Praq.g_01209	Prbg.g_00120
OG0000382	Praq.g_01207	Prbg.g_00121
OG0000383	Praq.g_01204	Prbg.g_00124
OG0000384	Praq.g_01203	Prbg.g_00125
OG0000385	Praq.g_01200	Prbg.g_00128
OG0000386	Praq.g_01199	Prbg.g_00129
OG0000387	Praq.g_01198	Prbg.g_00130
OG0000388	Praq.g_01197	Prbg.g_00131
OG0000389	Praq.g_01196	Prbg.g_00132
OG0000390	Praq.g_01195	Prbg.g_01941
OG0000391	Praq.g_01194	Prbg.g_01942
OG0000392	Praq.g_01193	Prbg.g_01943
OG0000393	Praq.g_01189	Prbg.g_00136
OG0000394	Praq.g_01188	Prbg.g_00137
OG0000395	Praq.g_01186	Prbg.g_00140
OG0000396	Praq.g_01185	Prbg.g_01214
OG0000397	Praq.g_01172	Prbg.g_01530
OG0000398	Praq.g_01164	Prbg.g_01602
OG0000399	Praq.g_01163	Prbg.g_01525
OG0000400	Praq.g_01158	Prbg.g_01714
OG0000401	Praq.g_01126	Prbg.g_00151
OG0000402	Praq.g_01125	Prbg.g_00152
OG0000403	Praq.g_01124	Prbg.g_00153
OG0000404	Praq.g_01122	Prbg.g_00155
OG0000405	Praq.g_01121	Prbg.g_00156
OG0000406	Praq.g_01119	Prbg.g_00158
OG0000407	Praq.g_01118	Prbg.g_00159
OG0000408	Praq.g_01117	Prbg.g_00160
OG0000409	Praq.g_01116	Prbg.g_00161
OG0000410	Praq.g_01115	Prbg.g_00162
OG0000411	Praq.g_01114	Prbg.g_00163
OG0000412	Praq.g_01113	Prbg.g_00164
OG0000413	Praq.g_01112	Prbg.g_00165
OG0000414	Praq.g_01111	Prbg.g_00166
OG0000415	Praq.g_01110	Prbg.g_00167
OG0000416	Praq.g_01109	Prbg.g_00168
OG0000417	Praq.g_01108	Prbg.g_00169
OG0000418	Praq.g_01107	Prbg.g_00170
OG0000419	Praq.g_00500	Prbg.g_00171
OG0000420	Praq.g_00501	Prbg.g_00172
OG0000421	Praq.g_00502	Prbg.g_00176
OG0000422	Praq.g_00504	Prbg.g_00178
OG0000423	Praq.g_00505	Prbg.g_00179
OG0000424	Praq.g_00507	Prbg.g_00180
OG0000425	Praq.g_00511	Prbg.g_00184
OG0000426	Praq.g_00512	Prbg.g_00185
OG0000427	Praq.g_00513	Prbg.g_00186
OG0000428	Praq.g_00514	Prbg.g_00188
OG0000429	Praq.g_00515	Prbg.g_00189
OG0000430	Praq.g_00522	Prbg.g_00190
OG0000431	Praq.g_00524	Prbg.g_00192
OG0000432	Praq.g_00525	Prbg.g_00193
OG0000433	Praq.g_00528	Prbg.g_00196
OG0000434	Praq.g_00529	Prbg.g_00197
OG0000435	Praq.g_00530	Prbg.g_00198
OG0000436	Praq.g_00532	Prbg.g_00200
OG0000437	Praq.g_00534	Prbg.g_00202
OG0000438	Praq.g_00535	Prbg.g_00203
OG0000439	Praq.g_00536	Prbg.g_00204
OG0000440	Praq.g_00538	Prbg.g_00206
OG0000441	Praq.g_00539	Prbg.g_00207
OG0000442	Praq.g_00540	Prbg.g_00208
OG0000443	Praq.g_00541	Prbg.g_00209
OG0000444	Praq.g_00542	Prbg.g_00210
OG0000445	Praq.g_00543	Prbg.g_00211
OG0000446	Praq.g_00544	Prbg.g_00212
OG0000447	Praq.g_00545	Prbg.g_00213
OG0000448	Praq.g_00546	Prbg.g_00214
OG0000449	Praq.g_01102	Prbg.g_00220
OG0000450	Praq.g_01101	Prbg.g_00221
OG0000451	Praq.g_01100	Prbg.g_00222
OG0000452	Praq.g_01099	Prbg.g_00223
OG0000453	Praq.g_01097	Prbg.g_00224
OG0000454	Praq.g_01096	Prbg.g_00225
OG0000455	Praq.g_01095	Prbg.g_00226
OG0000456	Praq.g_01094	Prbg.g_00227
OG0000457	Praq.g_01092	Prbg.g_00229
OG0000458	Praq.g_01090	Prbg.g_00231
OG0000459	Praq.g_01089	Prbg.g_00232
OG0000460	Praq.g_01087	Prbg.g_00234
OG0000461	Praq.g_01086	Prbg.g_00235
OG0000462	Praq.g_01085	Prbg.g_00236
OG0000463	Praq.g_01084	Prbg.g_00237
OG0000464	Praq.g_01079	Prbg.g_00241
OG0000465	Praq.g_01077	Prbg.g_00242
OG0000466	Praq.g_01076	Prbg.g_00243
OG0000467	Praq.g_01075	Prbg.g_00244
OG0000468	Praq.g_01074	Prbg.g_00245
OG0000469	Praq.g_01073	Prbg.g_00246
OG0000470	Praq.g_01072	Prbg.g_00247
OG0000471	Praq.g_01071	Prbg.g_00248
OG0000472	Praq.g_01068	Prbg.g_00251
OG0000473	Praq.g_01067	Prbg.g_00252
OG0000474	Praq.g_01066	Prbg.g_00253
OG0000475	Praq.g_01065	Prbg.g_00254
OG0000476	Praq.g_01064	Prbg.g_00255
OG0000477	Praq.g_01062	Prbg.g_00257
OG0000478	Praq.g_01061	Prbg.g_00258
OG0000479	Praq.g_01060	Prbg.g_00259
OG0000480	Praq.g_01058	Prbg.g_00261
OG0000481	Praq.g_01057	Prbg.g_00262
OG0000482	Praq.g_01056	Prbg.g_00264
OG0000483	Praq.g_01055	Prbg.g_00265
OG0000484	Praq.g_01054	Prbg.g_00266
OG0000485	Praq.g_01053	Prbg.g_00267
OG0000486	Praq.g_01052	Prbg.g_00268
OG0000487	Praq.g_01051	Prbg.g_00269
OG0000488	Praq.g_01049	Prbg.g_00271
OG0000489	Praq.g_01048	Prbg.g_00272
OG0000490	Praq.g_01047	Prbg.g_00273
OG0000491	Praq.g_01046	Prbg.g_00274
OG0000492	Praq.g_01045	Prbg.g_00275
OG0000493	Praq.g_01044	Prbg.g_00276
OG0000494	Praq.g_01042	Prbg.g_00277
OG0000495	Praq.g_01041	Prbg.g_00278
OG0000496	Praq.g_01040	Prbg.g_00280
OG0000497	Praq.g_01039	Prbg.g_00282
OG0000498	Praq.g_01038	Prbg.g_00283
OG0000499	Praq.g_01036	Prbg.g_00285
OG0000500	Praq.g_01035	Prbg.g_00286
OG0000501	Praq.g_01033	Prbg.g_00288
OG0000502	Praq.g_01032	Prbg.g_00289
OG0000503	Praq.g_01031	Prbg.g_00290
OG0000504	Praq.g_01030	Prbg.g_00291
OG0000505	Praq.g_01029	Prbg.g_00292
OG0000506	Praq.g_01028	Prbg.g_00293
OG0000507	Praq.g_01027	Prbg.g_00294
OG0000508	Praq.g_01025	Prbg.g_00296
OG0000509	Praq.g_01024	Prbg.g_00297
OG0000510	Praq.g_01023	Prbg.g_00298
OG0000511	Praq.g_01022	Prbg.g_00299
OG0000512	Praq.g_01021	Prbg.g_00300
OG0000513	Praq.g_01020	Prbg.g_00301
OG0000514	Praq.g_01019	Prbg.g_00302
OG0000515	Praq.g_01017	Prbg.g_00305
OG0000516	Praq.g_01016	Prbg.g_00306
OG0000517	Praq.g_01015	Prbg.g_00307
OG0000518	Praq.g_01012	Prbg.g_00310
OG0000519	Praq.g_01010	Prbg.g_00311
OG0000520	Praq.g_01009	Prbg.g_00312
OG0000521	Praq.g_01008	Prbg.g_00313
OG0000522	Praq.g_01007	Prbg.g_00314
OG0000523	Praq.g_01006	Prbg.g_00315
OG0000524	Praq.g_01005	Prbg.g_00316
OG0000525	Praq.g_01003	Prbg.g_00318
OG0000526	Praq.g_01002	Prbg.g_00319
OG0000527	Praq.g_01001	Prbg.g_00320
OG0000528	Praq.g_01000	Prbg.g_00321
OG0000529	Praq.g_00999	Prbg.g_00322
OG0000530	Praq.g_00998	Prbg.g_00323
OG0000531	Praq.g_00997	Prbg.g_00325
OG0000532	Praq.g_00996	Prbg.g_00326
OG0000533	Praq.g_00995	Prbg.g_00327
OG0000534	Praq.g_00994	Prbg.g_00328
OG0000535	Praq.g_00993	Prbg.g_00329
OG0000536	Praq.g_00992	Prbg.g_00330
OG0000537	Praq.g_00991	Prbg.g_00331
OG0000538	Praq.g_00990	Prbg.g_00332
OG0000539	Praq.g_00989	Prbg.g_00333
OG0000540	Praq.g_00988	Prbg.g_00334
OG0000541	Praq.g_00987	Prbg.g_00335
OG0000542	Praq.g_00986	Prbg.g_00336
OG0000543	Praq.g_00985	Prbg.g_00337
OG0000544	Praq.g_00984	Prbg.g_00338
OG0000545	Praq.g_00981	Prbg.g_00340
OG0000546	Praq.g_00980	Prbg.g_00341
OG0000547	Praq.g_00978	Prbg.g_00343
OG0000548	Praq.g_00977	Prbg.g_00345
OG0000549	Praq.g_00976	Prbg.g_00346
OG0000550	Praq.g_00975	Prbg.g_00347
OG0000551	Praq.g_00974	Prbg.g_00349
OG0000552	Praq.g_00973	Prbg.g_00350
OG0000553	Praq.g_00972	Prbg.g_01427
OG0000554	Praq.g_00971	Prbg.g_01426
OG0000555	Praq.g_00970	Prbg.g_01425
OG0000556	Praq.g_00969	Prbg.g_01424
OG0000557	Praq.g_00968	Prbg.g_01423
OG0000558	Praq.g_00967	Prbg.g_01422
OG0000559	Praq.g_00966	Prbg.g_01421
OG0000560	Praq.g_00964	Prbg.g_01419
