Orthogroup	Praq	Prab
OG0000221	Praq.g_01881	Prab.g_00113
OG0000222	Praq.g_01880	Prab.g_00114
OG0000223	Praq.g_01879	Prab.g_00115
OG0000224	Praq.g_01876	Prab.g_00117
OG0000225	Praq.g_01874	Prab.g_00119
OG0000226	Praq.g_01873	Prab.g_00120
OG0000227	Praq.g_01872	Prab.g_00121
OG0000228	Praq.g_01871	Prab.g_00122
OG0000229	Praq.g_01870	Prab.g_00123
OG0000230	Praq.g_01869	Prab.g_00124
OG0000231	Praq.g_01867	Prab.g_00126
OG0000232	Praq.g_01866	Prab.g_00127
OG0000233	Praq.g_01863	Prab.g_00130
OG0000234	Praq.g_01861	Prab.g_00132
OG0000235	Praq.g_01857	Prab.g_00136
OG0000236	Praq.g_01856	Prab.g_00137
OG0000237	Praq.g_01855	Prab.g_00138
OG0000238	Praq.g_01854	Prab.g_00139
OG0000239	Praq.g_01853	Prab.g_00140
OG0000240	Praq.g_01851	Prab.g_00142
OG0000241	Praq.g_01850	Prab.g_00143
OG0000242	Praq.g_01849	Prab.g_00144
OG0000243	Praq.g_01848	Prab.g_00145
OG0000244	Praq.g_01847	Prab.g_00146
OG0000245	Praq.g_01846	Prab.g_00147
OG0000246	Praq.g_01844	Prab.g_00149
OG0000247	Praq.g_01843	Prab.g_00150
OG0000248	Praq.g_01842	Prab.g_00151
OG0000249	Praq.g_01841	Prab.g_00152
OG0000250	Praq.g_01840	Prab.g_00153
OG0000251	Praq.g_01839	Prab.g_00154
OG0000252	Praq.g_01838	Prab.g_00155
OG0000253	Praq.g_01837	Prab.g_00156
OG0000254	Praq.g_01835	Prab.g_00158
OG0000255	Praq.g_01834	Prab.g_00159
OG0000256	Praq.g_01831	Prab.g_00162
OG0000257	Praq.g_01829	Prab.g_00164
OG0000258	Praq.g_01828	Prab.g_00165
OG0000259	Praq.g_01827	Prab.g_00166
OG0000260	Praq.g_01826	Prab.g_00167
OG0000261	Praq.g_01825	Prab.g_00168
OG0000262	Praq.g_01824	Prab.g_00169
OG0000263	Praq.g_01823	Prab.g_00170
OG0000264	Praq.g_01821	Prab.g_00172
OG0000265	Praq.g_01820	Prab.g_00173
OG0000266	Praq.g_01819	Prab.g_00174
OG0000267	Praq.g_01817	Prab.g_00176
OG0000268	Praq.g_01816	Prab.g_00177
OG0000269	Praq.g_01815	Prab.g_00178
OG0000270	Praq.g_01814	Prab.g_00179
OG0000271	Praq.g_01813	Prab.g_00180
OG0000272	Praq.g_01812	Prab.g_00181
OG0000273	Praq.g_01811	Prab.g_00182
OG0000274	Praq.g_01810	Prab.g_00183
OG0000275	Praq.g_01809	Prab.g_00184
OG0000276	Praq.g_01808	Prab.g_00185
OG0000277	Praq.g_01807	Prab.g_00186
OG0000278	Praq.g_01806	Prab.g_00187
OG0000279	Praq.g_01805	Prab.g_00188
OG0000280	Praq.g_01804	Prab.g_00189
OG0000281	Praq.g_01802	Prab.g_00191
OG0000282	Praq.g_01801	Prab.g_00192
OG0000283	Praq.g_01798	Prab.g_00195
OG0000284	Praq.g_01797	Prab.g_00196
OG0000285	Praq.g_01796	Prab.g_00197
OG0000286	Praq.g_01794	Prab.g_00199
OG0000287	Praq.g_01793	Prab.g_00200
OG0000288	Praq.g_01792	Prab.g_00201
OG0000289	Praq.g_01791	Prab.g_00202
OG0000290	Praq.g_01790	Prab.g_00203
OG0000291	Praq.g_01789	Prab.g_00204
OG0000292	Praq.g_01788	Prab.g_00205
OG0000293	Praq.g_01787	Prab.g_00206
OG0000294	Praq.g_01786	Prab.g_00207
OG0000295	Praq.g_01785	Prab.g_00208
OG0000296	Praq.g_01784	Prab.g_00209
OG0000297	Praq.g_01783	Prab.g_00210
OG0000298	Praq.g_01782	Prab.g_00211
OG0000299	Praq.g_01781	Prab.g_00212
OG0000300	Praq.g_01780	Prab.g_00213
OG0000301	Praq.g_01779	Prab.g_00214
OG0000302	Praq.g_01778	Prab.g_00215
OG0000303	Praq.g_01777	Prab.g_00216
OG0000304	Praq.g_01776	Prab.g_00217
OG0000305	Praq.g_01775	Prab.g_00218
OG0000306	Praq.g_01774	Prab.g_00219
OG0000307	Praq.g_01773	Prab.g_00220
OG0000308	Praq.g_01772	Prab.g_00221
OG0000309	Praq.g_01771	Prab.g_00222
OG0000310	Praq.g_01770	Prab.g_00223
OG0000311	Praq.g_01769	Prab.g_00224
OG0000312	Praq.g_01767	Prab.g_00226
OG0000313	Praq.g_01766	Prab.g_00227
OG0000314	Praq.g_01763	Prab.g_00229
OG0000315	Praq.g_01762	Prab.g_00230
OG0000316	Praq.g_01760	Prab.g_00232
OG0000317	Praq.g_01758	Prab.g_00234
OG0000318	Praq.g_01757	Prab.g_00235
OG0000319	Praq.g_01756	Prab.g_00236
OG0000320	Praq.g_01755	Prab.g_00237
OG0000321	Praq.g_01752	Prab.g_00240
OG0000322	Praq.g_01750	Prab.g_00243
OG0000323	Praq.g_01749	Prab.g_00244
OG0000324	Praq.g_01746	Prab.g_00247
OG0000325	Praq.g_01744	Prab.g_00248
OG0000326	Praq.g_01743	Prab.g_00249
OG0000327	Praq.g_01741	Prab.g_00251
OG0000328	Praq.g_01740	Prab.g_00252
OG0000329	Praq.g_01739	Prab.g_00253
OG0000330	Praq.g_01738	Prab.g_00254
OG0000331	Praq.g_01737	Prab.g_00255
OG0000332	Praq.g_01736	Prab.g_00256
OG0000333	Praq.g_01735	Prab.g_00257
OG0000334	Praq.g_01734	Prab.g_00258
OG0000335	Praq.g_01733	Prab.g_00259
OG0000336	Praq.g_01732	Prab.g_00260
OG0000337	Praq.g_01728	Prab.g_00263
OG0000338	Praq.g_01727	Prab.g_00264
OG0000339	Praq.g_01726	Prab.g_00265
OG0000340	Praq.g_01725	Prab.g_00266
OG0000341	Praq.g_01721	Prab.g_00270
OG0000342	Praq.g_01719	Prab.g_00271
OG0000343	Praq.g_01717	Prab.g_00273
OG0000344	Praq.g_01716	Prab.g_00274
OG0000345	Praq.g_01715	Prab.g_00275
OG0000346	Praq.g_01714	Prab.g_00276
OG0000347	Praq.g_01713	Prab.g_00277
OG0000348	Praq.g_01712	Prab.g_00278
OG0000349	Praq.g_01711	Prab.g_00279
OG0000350	Praq.g_01710	Prab.g_00280
OG0000351	Praq.g_01707	Prab.g_00283
OG0000352	Praq.g_01704	Prab.g_00286
OG0000353	Praq.g_01703	Prab.g_00287
OG0000354	Praq.g_01702	Prab.g_00288
OG0000355	Praq.g_01701	Prab.g_00289
OG0000356	Praq.g_01700	Prab.g_00290
OG0000357	Praq.g_01699	Prab.g_00291
OG0000358	Praq.g_01698	Prab.g_00292
OG0000359	Praq.g_01697	Prab.g_00293
OG0000360	Praq.g_01694	Prab.g_00296
OG0000361	Praq.g_01693	Prab.g_00297
OG0000362	Praq.g_01692	Prab.g_00298
OG0000363	Praq.g_01691	Prab.g_00299
OG0000364	Praq.g_01690	Prab.g_00300
OG0000365	Praq.g_01689	Prab.g_00301
OG0000366	Praq.g_01688	Prab.g_00302
OG0000367	Praq.g_01687	Prab.g_00303
OG0000368	Praq.g_01686	Prab.g_00304
OG0000369	Praq.g_01685	Prab.g_00305
OG0000370	Praq.g_01684	Prab.g_00306
OG0000371	Praq.g_01683	Prab.g_00307
OG0000372	Praq.g_01681	Prab.g_00309
OG0000373	Praq.g_01679	Prab.g_00311
OG0000374	Praq.g_01678	Prab.g_00312
OG0000375	Praq.g_01677	Prab.g_00313
OG0000376	Praq.g_01675	Prab.g_00315
OG0000377	Praq.g_01674	Prab.g_00316
OG0000378	Praq.g_01673	Prab.g_00317
OG0000379	Praq.g_01211	Prab.g_00322
OG0000380	Praq.g_01210	Prab.g_00323
OG0000381	Praq.g_01209	Prab.g_00324
OG0000382	Praq.g_01207	Prab.g_00325
OG0000383	Praq.g_01204	Prab.g_00328
OG0000384	Praq.g_01203	Prab.g_00329
OG0000385	Praq.g_01200	Prab.g_00332
OG0000386	Praq.g_01199	Prab.g_00333
OG0000387	Praq.g_01198	Prab.g_00334
OG0000388	Praq.g_01197	Prab.g_00335
OG0000389	Praq.g_01196	Prab.g_00336
OG0000390	Praq.g_01195	Prab.g_00337
OG0000391	Praq.g_01194	Prab.g_00338
OG0000392	Praq.g_01193	Prab.g_00339
OG0000393	Praq.g_01189	Prab.g_00342
OG0000394	Praq.g_01188	Prab.g_00343
OG0000395	Praq.g_01186	Prab.g_00345
OG0000396	Praq.g_01185	Prab.g_00347
OG0000397	Praq.g_01172	Prab.g_00360
OG0000398	Praq.g_01164	Prab.g_00367
OG0000399	Praq.g_01163	Prab.g_00368
OG0000400	Praq.g_01158	Prab.g_00375
OG0000401	Praq.g_01126	Prab.g_00434
OG0000402	Praq.g_01125	Prab.g_00435
OG0000403	Praq.g_01124	Prab.g_00436
OG0000404	Praq.g_01122	Prab.g_00438
OG0000405	Praq.g_01121	Prab.g_00439
OG0000406	Praq.g_01119	Prab.g_00441
OG0000407	Praq.g_01118	Prab.g_00442
OG0000408	Praq.g_01117	Prab.g_00443
OG0000409	Praq.g_01116	Prab.g_00444
OG0000410	Praq.g_01115	Prab.g_00445
OG0000411	Praq.g_01114	Prab.g_00446
OG0000412	Praq.g_01113	Prab.g_00447
OG0000413	Praq.g_01112	Prab.g_00448
OG0000414	Praq.g_01111	Prab.g_00449
OG0000415	Praq.g_01110	Prab.g_00450
OG0000416	Praq.g_01109	Prab.g_00454
OG0000417	Praq.g_01108	Prab.g_00455
OG0000418	Praq.g_01107	Prab.g_00456
OG0000419	Praq.g_00500	Prab.g_00457
OG0000420	Praq.g_00501	Prab.g_00458
OG0000421	Praq.g_00502	Prab.g_00459
OG0000422	Praq.g_00504	Prab.g_00460
OG0000423	Praq.g_00505	Prab.g_00461
OG0000424	Praq.g_00507	Prab.g_00463
OG0000425	Praq.g_00511	Prab.g_00466
OG0000426	Praq.g_00512	Prab.g_00467
OG0000427	Praq.g_00513	Prab.g_00468
OG0000428	Praq.g_00514	Prab.g_00469
OG0000429	Praq.g_00515	Prab.g_00470
OG0000430	Praq.g_00522	Prab.g_00475
OG0000431	Praq.g_00524	Prab.g_00477
OG0000432	Praq.g_00525	Prab.g_00478
OG0000433	Praq.g_00528	Prab.g_00481
OG0000434	Praq.g_00529	Prab.g_00482
OG0000435	Praq.g_00530	Prab.g_00483
OG0000436	Praq.g_00532	Prab.g_00485
OG0000437	Praq.g_00534	Prab.g_00487
OG0000438	Praq.g_00535	Prab.g_00488
OG0000439	Praq.g_00536	Prab.g_00489
OG0000440	Praq.g_00538	Prab.g_00491
OG0000441	Praq.g_00539	Prab.g_00492
OG0000442	Praq.g_00540	Prab.g_00493
OG0000443	Praq.g_00541	Prab.g_00494
OG0000444	Praq.g_00542	Prab.g_00495
OG0000445	Praq.g_00543	Prab.g_00496
OG0000446	Praq.g_00544	Prab.g_00497
OG0000447	Praq.g_00545	Prab.g_00498
OG0000448	Praq.g_00546	Prab.g_00499
OG0000449	Praq.g_01102	Prab.g_00504
OG0000450	Praq.g_01101	Prab.g_00505
OG0000451	Praq.g_01100	Prab.g_00506
OG0000452	Praq.g_01099	Prab.g_00507
OG0000453	Praq.g_01097	Prab.g_00509
OG0000454	Praq.g_01096	Prab.g_00510
OG0000455	Praq.g_01095	Prab.g_00511
OG0000456	Praq.g_01094	Prab.g_00512
OG0000457	Praq.g_01092	Prab.g_00514
OG0000458	Praq.g_01090	Prab.g_00516
OG0000459	Praq.g_01089	Prab.g_00517
OG0000460	Praq.g_01087	Prab.g_00519
OG0000461	Praq.g_01086	Prab.g_00520
OG0000462	Praq.g_01085	Prab.g_00521
OG0000463	Praq.g_01084	Prab.g_00522
OG0000464	Praq.g_01079	Prab.g_00527
OG0000465	Praq.g_01077	Prab.g_00529
OG0000466	Praq.g_01076	Prab.g_00530
OG0000467	Praq.g_01075	Prab.g_00531
OG0000468	Praq.g_01074	Prab.g_00532
OG0000469	Praq.g_01073	Prab.g_00533
OG0000470	Praq.g_01072	Prab.g_00534
OG0000471	Praq.g_01071	Prab.g_00535
OG0000472	Praq.g_01068	Prab.g_00538
OG0000473	Praq.g_01067	Prab.g_00539
OG0000474	Praq.g_01066	Prab.g_00540
OG0000475	Praq.g_01065	Prab.g_00541
OG0000476	Praq.g_01064	Prab.g_00542
OG0000477	Praq.g_01062	Prab.g_00544
OG0000478	Praq.g_01061	Prab.g_00545
OG0000479	Praq.g_01060	Prab.g_00546
OG0000480	Praq.g_01058	Prab.g_00548
OG0000481	Praq.g_01057	Prab.g_00549
OG0000482	Praq.g_01056	Prab.g_00550
OG0000483	Praq.g_01055	Prab.g_00551
OG0000484	Praq.g_01054	Prab.g_00552
OG0000485	Praq.g_01053	Prab.g_00553
OG0000486	Praq.g_01052	Prab.g_00554
OG0000487	Praq.g_01051	Prab.g_00555
OG0000488	Praq.g_01049	Prab.g_00557
OG0000489	Praq.g_01048	Prab.g_00558
OG0000490	Praq.g_01047	Prab.g_00559
OG0000491	Praq.g_01046	Prab.g_00560
OG0000492	Praq.g_01045	Prab.g_00561
OG0000493	Praq.g_01044	Prab.g_00562
OG0000494	Praq.g_01042	Prab.g_00564
OG0000495	Praq.g_01041	Prab.g_00565
OG0000496	Praq.g_01040	Prab.g_00566
OG0000497	Praq.g_01039	Prab.g_00568
OG0000498	Praq.g_01038	Prab.g_00569
OG0000499	Praq.g_01036	Prab.g_00571
OG0000500	Praq.g_01035	Prab.g_00572
OG0000501	Praq.g_01033	Prab.g_00574
OG0000502	Praq.g_01032	Prab.g_00575
OG0000503	Praq.g_01031	Prab.g_00576
OG0000504	Praq.g_01030	Prab.g_00577
OG0000505	Praq.g_01029	Prab.g_00578
OG0000506	Praq.g_01028	Prab.g_00579
OG0000507	Praq.g_01027	Prab.g_00580
OG0000508	Praq.g_01025	Prab.g_00582
OG0000509	Praq.g_01024	Prab.g_00583
OG0000510	Praq.g_01023	Prab.g_00584
OG0000511	Praq.g_01022	Prab.g_00585
OG0000512	Praq.g_01021	Prab.g_00586
OG0000513	Praq.g_01020	Prab.g_00587
OG0000514	Praq.g_01019	Prab.g_00588
OG0000515	Praq.g_01017	Prab.g_00590
OG0000516	Praq.g_01016	Prab.g_00591
OG0000517	Praq.g_01015	Prab.g_00592
OG0000518	Praq.g_01012	Prab.g_00595
OG0000519	Praq.g_01010	Prab.g_00596
OG0000520	Praq.g_01009	Prab.g_00597
OG0000521	Praq.g_01008	Prab.g_00598
OG0000522	Praq.g_01007	Prab.g_00599
OG0000523	Praq.g_01006	Prab.g_00600
OG0000524	Praq.g_01005	Prab.g_00601
OG0000525	Praq.g_01003	Prab.g_00603
OG0000526	Praq.g_01002	Prab.g_00604
OG0000527	Praq.g_01001	Prab.g_00605
OG0000528	Praq.g_01000	Prab.g_00606
OG0000529	Praq.g_00999	Prab.g_00607
OG0000530	Praq.g_00998	Prab.g_00608
OG0000531	Praq.g_00997	Prab.g_00609
OG0000532	Praq.g_00996	Prab.g_00610
OG0000533	Praq.g_00995	Prab.g_00611
OG0000534	Praq.g_00994	Prab.g_00612
OG0000535	Praq.g_00993	Prab.g_00613
OG0000536	Praq.g_00992	Prab.g_00614
OG0000537	Praq.g_00991	Prab.g_00615
OG0000538	Praq.g_00990	Prab.g_00616
OG0000539	Praq.g_00989	Prab.g_00617
OG0000540	Praq.g_00988	Prab.g_00618
OG0000541	Praq.g_00987	Prab.g_00619
OG0000542	Praq.g_00986	Prab.g_00620
OG0000543	Praq.g_00985	Prab.g_00621
OG0000544	Praq.g_00984	Prab.g_00622
OG0000545	Praq.g_00981	Prab.g_00625
OG0000546	Praq.g_00980	Prab.g_00626
OG0000547	Praq.g_00978	Prab.g_00629
OG0000548	Praq.g_00977	Prab.g_00630
OG0000549	Praq.g_00976	Prab.g_00631
OG0000550	Praq.g_00975	Prab.g_00632
OG0000551	Praq.g_00974	Prab.g_00633
OG0000552	Praq.g_00973	Prab.g_00634
OG0000553	Praq.g_00972	Prab.g_00635
OG0000554	Praq.g_00971	Prab.g_00636
OG0000555	Praq.g_00970	Prab.g_00637
OG0000556	Praq.g_00969	Prab.g_00638
OG0000557	Praq.g_00968	Prab.g_00639
OG0000558	Praq.g_00967	Prab.g_00640
OG0000559	Praq.g_00966	Prab.g_00641
OG0000560	Praq.g_00964	Prab.g_00643
OG0000561	Praq.g_00963	Prab.g_00644
OG0000562	Praq.g_00962	Prab.g_00645
OG0000563	Praq.g_00961	Prab.g_00646
OG0000564	Praq.g_00960	Prab.g_00647
OG0000565	Praq.g_00959	Prab.g_00648
OG0000566	Praq.g_00958	Prab.g_00649
OG0000567	Praq.g_00957	Prab.g_00650
OG0000568	Praq.g_00775	Prab.g_00651
OG0000569	Praq.g_00776	Prab.g_00652
