Orthogroup	Syad	Prbb
OG0000212	Syad.g_00825	Prbb.g_00298
OG0000213	Syad.g_00556	Prbb.g_00313
OG0000214	Syad.g_00538	Prbb.g_00321
OG0000215	Syad.g_00508	Prbb.g_00344
OG0000216	Syad.g_00504, Syad.g_00285	Prbb.g_00345
OG0000217	Syad.g_00500	Prbb.g_00348
OG0000218	Syad.g_00498	Prbb.g_00350
OG0000219	Syad.g_00497	Prbb.g_00351
OG0000220	Syad.g_00496	Prbb.g_00352
OG0000221	Syad.g_00488	Prbb.g_00353
OG0000222	Syad.g_00473	Prbb.g_00361
OG0000223	Syad.g_00451	Prbb.g_00374
OG0000224	Syad.g_00444	Prbb.g_00376
OG0000225	Syad.g_00777	Prbb.g_00405
OG0000226	Syad.g_00781	Prbb.g_00409
OG0000227	Syad.g_00783	Prbb.g_00411
OG0000228	Syad.g_00784	Prbb.g_00415
OG0000229	Syad.g_02450	Prbb.g_00441
OG0000230	Syad.g_02448	Prbb.g_00443
OG0000231	Syad.g_02436	Prbb.g_00454
OG0000232	Syad.g_02392	Prbb.g_00462
OG0000233	Syad.g_02382	Prbb.g_00470
OG0000234	Syad.g_02351	Prbb.g_00479
OG0000235	Syad.g_00903	Prbb.g_00483
OG0000236	Syad.g_00918	Prbb.g_00497
OG0000237	Syad.g_00936	Prbb.g_00510
OG0000238	Syad.g_00941	Prbb.g_00516
OG0000239	Syad.g_00957	Prbb.g_00528
OG0000240	Syad.g_00958	Prbb.g_00529
OG0000241	Syad.g_02160	Prbb.g_00533
OG0000242	Syad.g_00975	Prbb.g_00535
OG0000243	Syad.g_01000	Prbb.g_00546
OG0000244	Syad.g_01012	Prbb.g_00550
OG0000245	Syad.g_01014	Prbb.g_00552
OG0000246	Syad.g_01017	Prbb.g_00556
OG0000247	Syad.g_01029	Prbb.g_00566
OG0000248	Syad.g_01032	Prbb.g_00568
OG0000249	Syad.g_01034	Prbb.g_00570
OG0000250	Syad.g_01044	Prbb.g_00575
OG0000251	Syad.g_01071	Prbb.g_00591
OG0000252	Syad.g_01078	Prbb.g_00593
OG0000253	Syad.g_01081	Prbb.g_00595
OG0000254	Syad.g_02203	Prbb.g_00612
OG0000255	Syad.g_02185	Prbb.g_00618
OG0000256	Syad.g_02167	Prbb.g_00628
OG0000257	Syad.g_02161	Prbb.g_00631
OG0000258	Syad.g_02143	Prbb.g_00644
OG0000259	Syad.g_01576	Prbb.g_00661
OG0000260	Syad.g_01587	Prbb.g_00665
OG0000261	Syad.g_01590	Prbb.g_00668
OG0000262	Syad.g_01595	Prbb.g_00673
OG0000263	Syad.g_01475	Prbb.g_00686
OG0000264	Syad.g_01360	Prbb.g_00697, Prbb.g_00698
OG0000265	Syad.g_01383	Prbb.g_00713
OG0000266	Syad.g_01804	Prbb.g_00723
OG0000267	Syad.g_01645	Prbb.g_00736
OG0000268	Syad.g_01646	Prbb.g_00737
OG0000269	Syad.g_01894	Prbb.g_00778
OG0000270	Syad.g_01891	Prbb.g_00781
OG0000271	Syad.g_01883	Prbb.g_00789
OG0000272	Syad.g_01882	Prbb.g_00790
OG0000273	Syad.g_01247	Prbb.g_00814
OG0000274	Syad.g_01246	Prbb.g_00815
OG0000275	Syad.g_01242	Prbb.g_00817
OG0000276	Syad.g_01229	Prbb.g_00823
OG0000277	Syad.g_01228	Prbb.g_00824
OG0000278	Syad.g_01225	Prbb.g_00828
OG0000279	Syad.g_01208	Prbb.g_00835
OG0000280	Syad.g_01198	Prbb.g_01370
OG0000281	Syad.g_00624	Prbb.g_00841
OG0000282	Syad.g_01619	Prbb.g_00934
OG0000283	Syad.g_01661	Prbb.g_00965
OG0000284	Syad.g_01787	Prbb.g_00970
OG0000285	Syad.g_01776	Prbb.g_00975
OG0000286	Syad.g_01758	Prbb.g_00990
OG0000287	Syad.g_01720	Prbb.g_00101
OG0000288	Syad.g_01687	Prbb.g_01039
OG0000289	Syad.g_01672	Prbb.g_01051
OG0000290	Syad.g_01287	Prbb.g_01067
OG0000291	Syad.g_01289	Prbb.g_01069
OG0000292	Syad.g_00155	Prbb.g_01238
OG0000293	Syad.g_01124	Prbb.g_01527
OG0000294	Syad.g_01125	Prbb.g_01526
OG0000295	Syad.g_01181	Prbb.g_01502
OG0000296	Syad.g_01183	Prbb.g_01500
OG0000297	Syad.g_01512	Prbb.g_01491
OG0000298	Syad.g_01511	Prbb.g_01490
OG0000299	Syad.g_01462	Prbb.g_01471
OG0000300	Syad.g_01455	Prbb.g_01468
OG0000301	Syad.g_01454	Prbb.g_01467
OG0000302	Syad.g_01453	Prbb.g_01464
OG0000303	Syad.g_01442	Prbb.g_01459
OG0000304	Syad.g_01436	Prbb.g_01456
OG0000305	Syad.g_01292	Prbb.g_01789
OG0000306	Syad.g_01989	Prbb.g_00845
OG0000307	Syad.g_00883	Prbb.g_01648
OG0000308	Syad.g_00881	Prbb.g_01649
OG0000309	Syad.g_00876	Prbb.g_01653
OG0000310	Syad.g_02250	Prbb.g_01671
OG0000311	Syad.g_02254	Prbb.g_01673
OG0000312	Syad.g_02265	Prbb.g_01676
OG0000313	Syad.g_02284	Prbb.g_01690
OG0000314	Syad.g_02313, Syad.g_02231	Prbb.g_01711
OG0000315	Syad.g_02323	Prbb.g_01721
OG0000316	Syad.g_02564	Prbb.g_01746
OG0000317	Syad.g_02620	Prbb.g_01821
OG0000318	Syad.g_02624	Prbb.g_01824
OG0000319	Syad.g_02642	Prbb.g_01835
OG0000320	Syad.g_02644	Prbb.g_01837
OG0000321	Syad.g_02645	Prbb.g_01838
OG0000322	Syad.g_02646	Prbb.g_01839
OG0000323	Syad.g_02661	Prbb.g_01848
OG0000324	Syad.g_02505	Prbb.g_01875
OG0000325	Syad.g_00591	Prbb.g_01924
OG0000326	Syad.g_00598	Prbb.g_01930
OG0000327	Syad.g_00649	Prbb.g_01959
OG0000328	Syad.g_00650	Prbb.g_01960
OG0000329	Syad.g_00668	Prbb.g_01977
OG0000330	Syad.g_00669	Prbb.g_01978
OG0000331	Syad.g_00670	Prbb.g_01979
OG0000332	Syad.g_00685	Prbb.g_01993
OG0000333	Syad.g_00688	Prbb.g_01995
OG0000334	Syad.g_00697	Prbb.g_02004
OG0000335	Syad.g_00702	Prbb.g_02009
OG0000336	Syad.g_00706	Prbb.g_02013
OG0000337	Syad.g_00425, Syad.g_00427	Prbb.g_02031
OG0000338	Syad.g_00421	Prbb.g_02032
OG0000339	Syad.g_00414	Prbb.g_02037
OG0000340	Syad.g_00370	Prbb.g_02046
OG0000341	Syad.g_00368	Prbb.g_02048
OG0000342	Syad.g_00367	Prbb.g_02049
OG0000343	Syad.g_00366	Prbb.g_02050
OG0000344	Syad.g_00362	Prbb.g_02053
OG0000345	Syad.g_00352	Prbb.g_02058
OG0000346	Syad.g_00347	Prbb.g_02062
OG0000347	Syad.g_00318	Prbb.g_02082
OG0000348	Syad.g_00233	Prbb.g_02104
OG0000349	Syad.g_00213	Prbb.g_02122
OG0000350	Syad.g_00605	Prbb.g_02143
OG0000351	Syad.g_00134	Prbb.g_02168
OG0000352	Syad.g_00135	Prbb.g_02169
OG0000353	Syad.g_00161	Prbb.g_02188
OG0000355	Syad.g_00163	Prbb.g_00001
OG0000356	Syad.g_00164	Prbb.g_00002
OG0000357	Syad.g_00165	Prbb.g_00003
OG0000358	Syad.g_00169	Prbb.g_00008
OG0000359	Syad.g_00171	Prbb.g_00009
OG0000360	Syad.g_00172	Prbb.g_00010
OG0000361	Syad.g_00173	Prbb.g_00011
OG0000362	Syad.g_00175	Prbb.g_00013
OG0000363	Syad.g_00177	Prbb.g_00015
OG0000364	Syad.g_00178	Prbb.g_00016
OG0000365	Syad.g_00187	Prbb.g_00021
OG0000366	Syad.g_00188	Prbb.g_00022
OG0000367	Syad.g_00189	Prbb.g_00023
OG0000368	Syad.g_00191	Prbb.g_00025
OG0000369	Syad.g_00192	Prbb.g_00026
OG0000370	Syad.g_00193	Prbb.g_00027
OG0000371	Syad.g_00201	Prbb.g_00033
OG0000372	Syad.g_00206	Prbb.g_00035
OG0000373	Syad.g_00207	Prbb.g_00036
OG0000374	Syad.g_00208	Prbb.g_00037
OG0000375	Syad.g_00209	Prbb.g_00055
OG0000376	Syad.g_00211	Prbb.g_00057
OG0000377	Syad.g_03027	Prbb.g_00060
OG0000378	Syad.g_03012	Prbb.g_00062
OG0000379	Syad.g_03005	Prbb.g_00065
OG0000380	Syad.g_02725	Prbb.g_00121
OG0000381	Syad.g_02729	Prbb.g_00125
OG0000382	Syad.g_02758	Prbb.g_00136
OG0000383	Syad.g_02761	Prbb.g_00138
OG0000384	Syad.g_02762	Prbb.g_00139
OG0000385	Syad.g_02763	Prbb.g_00140
OG0000386	Syad.g_02764	Prbb.g_00141
OG0000387	Syad.g_02792	Prbb.g_00154
OG0000388	Syad.g_02796	Prbb.g_00158
OG0000389	Syad.g_02800	Prbb.g_00161
OG0000390	Syad.g_02818	Prbb.g_00170
OG0000391	Syad.g_02823	Prbb.g_00174
OG0000392	Syad.g_02833	Prbb.g_00177
OG0000393	Syad.g_02837	Prbb.g_00180
OG0000394	Syad.g_02838	Prbb.g_00181
OG0000395	Syad.g_02839	Prbb.g_00182
OG0000396	Syad.g_02843	Prbb.g_00185
OG0000397	Syad.g_02845	Prbb.g_00187
OG0000398	Syad.g_02850	Prbb.g_00190
OG0000399	Syad.g_02851	Prbb.g_00191
OG0000400	Syad.g_02852	Prbb.g_00192
OG0000401	Syad.g_02853	Prbb.g_00193
OG0000402	Syad.g_02855	Prbb.g_01101
OG0000403	Syad.g_02856	Prbb.g_00194
OG0000404	Syad.g_02858	Prbb.g_00195
OG0000405	Syad.g_02874	Prbb.g_00200
OG0000406	Syad.g_02878	Prbb.g_00204
OG0000407	Syad.g_02879	Prbb.g_00205
OG0000408	Syad.g_02883	Prbb.g_00207
OG0000409	Syad.g_02885	Prbb.g_00209
OG0000410	Syad.g_02886	Prbb.g_00210
OG0000411	Syad.g_02887	Prbb.g_00211
OG0000412	Syad.g_02888	Prbb.g_00212
OG0000413	Syad.g_02890	Prbb.g_00213
OG0000415	Syad.g_02891	Prbb.g_00215
OG0000416	Syad.g_02892	Prbb.g_00216
OG0000417	Syad.g_02893	Prbb.g_00217
OG0000418	Syad.g_02898	Prbb.g_00222
OG0000419	Syad.g_02900	Prbb.g_00224
OG0000420	Syad.g_02902	Prbb.g_00225
OG0000421	Syad.g_02907	Prbb.g_00229
OG0000422	Syad.g_02908	Prbb.g_00230
OG0000423	Syad.g_02909	Prbb.g_00231
OG0000424	Syad.g_02910	Prbb.g_00232
OG0000425	Syad.g_02911	Prbb.g_00233
OG0000426	Syad.g_02912	Prbb.g_00234
OG0000427	Syad.g_02913	Prbb.g_00235
OG0000428	Syad.g_02916	Prbb.g_00237
OG0000429	Syad.g_02918	Prbb.g_00238
OG0000430	Syad.g_02920	Prbb.g_00239
OG0000431	Syad.g_02923	Prbb.g_00241
OG0000432	Syad.g_02930	Prbb.g_00245
OG0000433	Syad.g_02933	Prbb.g_00246
OG0000434	Syad.g_02934	Prbb.g_00247
OG0000435	Syad.g_02936	Prbb.g_00248
OG0000436	Syad.g_02942	Prbb.g_00253
OG0000437	Syad.g_02943	Prbb.g_00254
OG0000438	Syad.g_02944	Prbb.g_00255
OG0000439	Syad.g_02946	Prbb.g_00257
OG0000440	Syad.g_02947	Prbb.g_00258
OG0000441	Syad.g_02951	Prbb.g_00260
OG0000442	Syad.g_02952	Prbb.g_00261
OG0000443	Syad.g_02953	Prbb.g_00262
OG0000444	Syad.g_02964	Prbb.g_00267
OG0000445	Syad.g_02965	Prbb.g_00268
OG0000446	Syad.g_02967	Prbb.g_00269
OG0000447	Syad.g_02970	Prbb.g_00270
OG0000448	Syad.g_02971	Prbb.g_00271
OG0000449	Syad.g_02972	Prbb.g_00272
OG0000450	Syad.g_02978	Prbb.g_00273
OG0000451	Syad.g_02979	Prbb.g_00274
OG0000452	Syad.g_02983	Prbb.g_00277
OG0000453	Syad.g_02984	Prbb.g_00278
OG0000454	Syad.g_02985	Prbb.g_00279
OG0000455	Syad.g_02986	Prbb.g_00280
OG0000456	Syad.g_02987	Prbb.g_00281
OG0000457	Syad.g_02989	Prbb.g_00282
OG0000458	Syad.g_02998	Prbb.g_00283
OG0000459	Syad.g_02999	Prbb.g_00284
OG0000460	Syad.g_00815	Prbb.g_00292
OG0000461	Syad.g_00579	Prbb.g_00300
OG0000462	Syad.g_00576	Prbb.g_00302
OG0000463	Syad.g_00575	Prbb.g_00303
OG0000464	Syad.g_00574	Prbb.g_00304
OG0000465	Syad.g_00573	Prbb.g_00305
OG0000466	Syad.g_00568	Prbb.g_00306
OG0000467	Syad.g_00566	Prbb.g_00307
OG0000468	Syad.g_00561	Prbb.g_00309
OG0000469	Syad.g_00545	Prbb.g_00316
OG0000470	Syad.g_00542	Prbb.g_00318
OG0000471	Syad.g_00541	Prbb.g_00319
OG0000472	Syad.g_00539	Prbb.g_00320
OG0000473	Syad.g_00537	Prbb.g_00322
OG0000474	Syad.g_00536	Prbb.g_00323
OG0000475	Syad.g_00535	Prbb.g_00324
OG0000476	Syad.g_00533	Prbb.g_00326
OG0000477	Syad.g_00528	Prbb.g_00328
OG0000478	Syad.g_00527	Prbb.g_00329
OG0000479	Syad.g_00526	Prbb.g_00330
OG0000480	Syad.g_00520	Prbb.g_00334
OG0000481	Syad.g_00518	Prbb.g_00336
OG0000482	Syad.g_00517	Prbb.g_00337
OG0000483	Syad.g_00513	Prbb.g_00340
OG0000484	Syad.g_00512	Prbb.g_00341
OG0000485	Syad.g_00511	Prbb.g_00342
OG0000486	Syad.g_00510	Prbb.g_00343
OG0000487	Syad.g_00503	Prbb.g_00346
OG0000488	Syad.g_00499	Prbb.g_00349
OG0000489	Syad.g_00487	Prbb.g_00354
OG0000490	Syad.g_00475	Prbb.g_00359
OG0000491	Syad.g_00474	Prbb.g_00360
OG0000492	Syad.g_00472	Prbb.g_00362
OG0000493	Syad.g_00471	Prbb.g_00363
OG0000494	Syad.g_00470	Prbb.g_00364
OG0000495	Syad.g_00469	Prbb.g_00365
OG0000496	Syad.g_00468	Prbb.g_00366
OG0000497	Syad.g_00467	Prbb.g_00367
OG0000498	Syad.g_00466	Prbb.g_00368
OG0000499	Syad.g_00465	Prbb.g_00369
OG0000500	Syad.g_00464	Prbb.g_00370
OG0000501	Syad.g_00461	Prbb.g_00372
OG0000502	Syad.g_00449	Prbb.g_00375
OG0000503	Syad.g_00761	Prbb.g_00394
OG0000504	Syad.g_00763	Prbb.g_00396
OG0000505	Syad.g_00764	Prbb.g_00397
OG0000506	Syad.g_00766	Prbb.g_00398
OG0000507	Syad.g_00772	Prbb.g_00401
OG0000508	Syad.g_00776	Prbb.g_00404
OG0000509	Syad.g_00778	Prbb.g_00406
OG0000510	Syad.g_00779	Prbb.g_00407
OG0000511	Syad.g_00780	Prbb.g_00408
OG0000512	Syad.g_00782	Prbb.g_00410
OG0000513	Syad.g_00789	Prbb.g_00419
OG0000514	Syad.g_00795	Prbb.g_00436
OG0000515	Syad.g_00796	Prbb.g_00437
OG0000516	Syad.g_02456	Prbb.g_00438
OG0000517	Syad.g_02451	Prbb.g_00440
OG0000518	Syad.g_02439	Prbb.g_00451
OG0000519	Syad.g_02438	Prbb.g_00452
OG0000520	Syad.g_02437	Prbb.g_00453
OG0000521	Syad.g_01108	Prbb.g_00458
OG0000522	Syad.g_01109	Prbb.g_00460
OG0000523	Syad.g_01110	Prbb.g_00461
OG0000524	Syad.g_02386	Prbb.g_00468
OG0000525	Syad.g_02363	Prbb.g_00472
OG0000526	Syad.g_02360	Prbb.g_00473
OG0000527	Syad.g_02355	Prbb.g_00476
OG0000528	Syad.g_00897	Prbb.g_00482
OG0000529	Syad.g_00905	Prbb.g_00486
OG0000530	Syad.g_00908	Prbb.g_00489
OG0000531	Syad.g_00909	Prbb.g_00490
OG0000532	Syad.g_00912	Prbb.g_00491
OG0000533	Syad.g_00913	Prbb.g_00492
OG0000534	Syad.g_00914	Prbb.g_00493
OG0000535	Syad.g_00915	Prbb.g_00494
OG0000536	Syad.g_00916	Prbb.g_00495
OG0000537	Syad.g_00917	Prbb.g_00496
OG0000538	Syad.g_00929	Prbb.g_00504
OG0000539	Syad.g_00930	Prbb.g_00505
OG0000540	Syad.g_00931	Prbb.g_00506
OG0000541	Syad.g_00932	Prbb.g_00507
OG0000542	Syad.g_00935	Prbb.g_00509
OG0000543	Syad.g_00937	Prbb.g_00511
OG0000544	Syad.g_00938	Prbb.g_00512
OG0000545	Syad.g_00940	Prbb.g_00514
OG0000546	Syad.g_00942	Prbb.g_00517
OG0000547	Syad.g_00944	Prbb.g_00519
OG0000548	Syad.g_00945	Prbb.g_00520
OG0000549	Syad.g_00952	Prbb.g_00523
OG0000550	Syad.g_00956	Prbb.g_00527
OG0000551	Syad.g_00960	Prbb.g_00530
OG0000552	Syad.g_00961	Prbb.g_00531
OG0000553	Syad.g_00965	Prbb.g_00532
OG0000554	Syad.g_00978	Prbb.g_00537
OG0000555	Syad.g_00999	Prbb.g_00545
