Orthogroup	Syad	Pran
OG0000300	Syad.g_01455	Pran.g_00017
OG0000301	Syad.g_01454	Pran.g_00016
OG0000302	Syad.g_01453	Pran.g_00014
OG0000303	Syad.g_01442	Pran.g_00007
OG0000304	Syad.g_01436	Pran.g_00003
OG0000305	Syad.g_01292	Pran.g_00848
OG0000306	Syad.g_01989	Pran.g_00846
OG0000307	Syad.g_00883	Pran.g_00832
OG0000308	Syad.g_00881	Pran.g_00831
OG0000309	Syad.g_00876	Pran.g_00827
OG0000310	Syad.g_02250	Pran.g_00748
OG0000311	Syad.g_02254	Pran.g_00746
OG0000312	Syad.g_02265	Pran.g_00743
OG0000313	Syad.g_02284	Pran.g_00729
OG0000314	Syad.g_02313, Syad.g_02231	Pran.g_00706
OG0000315	Syad.g_02323	Pran.g_00696
OG0000316	Syad.g_02564	Pran.g_00676
OG0000317	Syad.g_02620	Pran.g_00968
OG0000318	Syad.g_02624	Pran.g_00971
OG0000319	Syad.g_02642	Pran.g_00984
OG0000320	Syad.g_02644	Pran.g_00986
OG0000321	Syad.g_02645	Pran.g_00987
OG0000322	Syad.g_02646	Pran.g_00988
OG0000323	Syad.g_02661	Pran.g_00997
OG0000324	Syad.g_02505	Pran.g_01023
OG0000325	Syad.g_00591	Pran.g_01033
OG0000326	Syad.g_00598	Pran.g_01039
OG0000327	Syad.g_00649	Pran.g_01063
OG0000328	Syad.g_00650	Pran.g_01064
OG0000329	Syad.g_00668	Pran.g_01082
OG0000330	Syad.g_00669	Pran.g_01083
OG0000331	Syad.g_00670	Pran.g_01084
OG0000332	Syad.g_00685	Pran.g_01098
OG0000333	Syad.g_00688	Pran.g_01100
OG0000334	Syad.g_00697	Pran.g_01108
OG0000335	Syad.g_00702	Pran.g_01113
OG0000336	Syad.g_00706	Pran.g_01117
OG0000337	Syad.g_00425, Syad.g_00427	Pran.g_01133
OG0000338	Syad.g_00421	Pran.g_01134
OG0000339	Syad.g_00414	Pran.g_01138
OG0000340	Syad.g_00370	Pran.g_01145
OG0000341	Syad.g_00368	Pran.g_01147
OG0000342	Syad.g_00367	Pran.g_01148
OG0000343	Syad.g_00366	Pran.g_01149
OG0000344	Syad.g_00362	Pran.g_01152
OG0000345	Syad.g_00352	Pran.g_01157
OG0000346	Syad.g_00347	Pran.g_01161
OG0000347	Syad.g_00318	Pran.g_01177
OG0000348	Syad.g_00233	Pran.g_01187
OG0000349	Syad.g_00213	Pran.g_01203
OG0000350	Syad.g_00605	Pran.g_01222
OG0000351	Syad.g_00134	Pran.g_01239
OG0000352	Syad.g_00135	Pran.g_01240
OG0000353	Syad.g_00161	Pran.g_01256
OG0000355	Syad.g_00163	Pran.g_01258
OG0000356	Syad.g_00164	Pran.g_01259
OG0000357	Syad.g_00165	Pran.g_01260
OG0000358	Syad.g_00169	Pran.g_01264
OG0000359	Syad.g_00171	Pran.g_01265
OG0000360	Syad.g_00172	Pran.g_01266
OG0000361	Syad.g_00173	Pran.g_01267
OG0000362	Syad.g_00175	Pran.g_01269
OG0000363	Syad.g_00177	Pran.g_00410
OG0000364	Syad.g_00178	Pran.g_00409
OG0000365	Syad.g_00187	Pran.g_00404
OG0000366	Syad.g_00188	Pran.g_00403
OG0000367	Syad.g_00189	Pran.g_00402
OG0000368	Syad.g_00191	Pran.g_00400
OG0000369	Syad.g_00192	Pran.g_00399
OG0000370	Syad.g_00193	Pran.g_00398
OG0000371	Syad.g_00201	Pran.g_00392
OG0000372	Syad.g_00206	Pran.g_00389
OG0000373	Syad.g_00207	Pran.g_00388
OG0000374	Syad.g_00208	Pran.g_00387
OG0000375	Syad.g_00209	Pran.g_00385
OG0000376	Syad.g_00211	Pran.g_00383
OG0000377	Syad.g_03027	Pran.g_00380
OG0000378	Syad.g_03012	Pran.g_00378
OG0000379	Syad.g_03005	Pran.g_00375
OG0000380	Syad.g_02725	Pran.g_00366
OG0000381	Syad.g_02729	Pran.g_00362
OG0000382	Syad.g_02758	Pran.g_00351
OG0000383	Syad.g_02761	Pran.g_00349
OG0000384	Syad.g_02762	Pran.g_00348
OG0000385	Syad.g_02763	Pran.g_00347
OG0000386	Syad.g_02764	Pran.g_00346
OG0000387	Syad.g_02792	Pran.g_00334
OG0000388	Syad.g_02796	Pran.g_00331
OG0000389	Syad.g_02800	Pran.g_00327
OG0000390	Syad.g_02818	Pran.g_00320
OG0000391	Syad.g_02823	Pran.g_00317
OG0000392	Syad.g_02833	Pran.g_00313
OG0000393	Syad.g_02837	Pran.g_00311
OG0000394	Syad.g_02838	Pran.g_00310
OG0000395	Syad.g_02839	Pran.g_00309
OG0000396	Syad.g_02843	Pran.g_00307
OG0000397	Syad.g_02845	Pran.g_00305
OG0000398	Syad.g_02850	Pran.g_00303
OG0000399	Syad.g_02851	Pran.g_00302
OG0000400	Syad.g_02852	Pran.g_00301
OG0000401	Syad.g_02853	Pran.g_00300
OG0000402	Syad.g_02855	Pran.g_00298
OG0000403	Syad.g_02856	Pran.g_00297
OG0000404	Syad.g_02858	Pran.g_00296
OG0000405	Syad.g_02874	Pran.g_00292
OG0000406	Syad.g_02878	Pran.g_00286
OG0000407	Syad.g_02879	Pran.g_00285
OG0000408	Syad.g_02883	Pran.g_00282
OG0000409	Syad.g_02885	Pran.g_00280
OG0000410	Syad.g_02886	Pran.g_00279
OG0000411	Syad.g_02887	Pran.g_00278
OG0000412	Syad.g_02888	Pran.g_00277
OG0000413	Syad.g_02890	Pran.g_00276
OG0000415	Syad.g_02891	Pran.g_00274
OG0000416	Syad.g_02892	Pran.g_00273
OG0000417	Syad.g_02893	Pran.g_00272
OG0000418	Syad.g_02898	Pran.g_00267
OG0000419	Syad.g_02900	Pran.g_00265
OG0000420	Syad.g_02902	Pran.g_00264
OG0000421	Syad.g_02907	Pran.g_00259
OG0000422	Syad.g_02908	Pran.g_00258
OG0000423	Syad.g_02909	Pran.g_00257
OG0000424	Syad.g_02910	Pran.g_00256
OG0000425	Syad.g_02911	Pran.g_00255
OG0000426	Syad.g_02912	Pran.g_00254
OG0000427	Syad.g_02913	Pran.g_00253
OG0000428	Syad.g_02916	Pran.g_00251
OG0000429	Syad.g_02918	Pran.g_00250
OG0000430	Syad.g_02920	Pran.g_00249
OG0000431	Syad.g_02923	Pran.g_00247
OG0000432	Syad.g_02930	Pran.g_00244
OG0000433	Syad.g_02933	Pran.g_00243
OG0000434	Syad.g_02934	Pran.g_00242
OG0000435	Syad.g_02936	Pran.g_00241
OG0000436	Syad.g_02942	Pran.g_00236
OG0000437	Syad.g_02943	Pran.g_00235
OG0000438	Syad.g_02944	Pran.g_00234
OG0000439	Syad.g_02946	Pran.g_00232
OG0000440	Syad.g_02947	Pran.g_00231
OG0000441	Syad.g_02951	Pran.g_00228
OG0000442	Syad.g_02952	Pran.g_00227
OG0000443	Syad.g_02953	Pran.g_00226
OG0000444	Syad.g_02964	Pran.g_00221
OG0000445	Syad.g_02965	Pran.g_00220
OG0000446	Syad.g_02967	Pran.g_00219
OG0000447	Syad.g_02970	Pran.g_00218
OG0000448	Syad.g_02971	Pran.g_00217
OG0000449	Syad.g_02972	Pran.g_00216
OG0000450	Syad.g_02978	Pran.g_00215
OG0000451	Syad.g_02979	Pran.g_00214
OG0000452	Syad.g_02983	Pran.g_00211
OG0000453	Syad.g_02984	Pran.g_00210
OG0000454	Syad.g_02985	Pran.g_00209
OG0000455	Syad.g_02986	Pran.g_00208
OG0000456	Syad.g_02987	Pran.g_00207
OG0000457	Syad.g_02989	Pran.g_00206
OG0000458	Syad.g_02998	Pran.g_00205
OG0000459	Syad.g_02999	Pran.g_00204
OG0000460	Syad.g_00815	Pran.g_00197
OG0000461	Syad.g_00579	Pran.g_01950
OG0000462	Syad.g_00576	Pran.g_01948
OG0000463	Syad.g_00575	Pran.g_01947
OG0000464	Syad.g_00574	Pran.g_01946
OG0000465	Syad.g_00573	Pran.g_01945
OG0000466	Syad.g_00568	Pran.g_01942
OG0000467	Syad.g_00566	Pran.g_01941
OG0000468	Syad.g_00561	Pran.g_01939
OG0000469	Syad.g_00545	Pran.g_01931
OG0000470	Syad.g_00542	Pran.g_01929
OG0000471	Syad.g_00541	Pran.g_01928
OG0000472	Syad.g_00539	Pran.g_01927
OG0000473	Syad.g_00537	Pran.g_01925
OG0000474	Syad.g_00536	Pran.g_01924
OG0000475	Syad.g_00535	Pran.g_01923
OG0000476	Syad.g_00533	Pran.g_01922
OG0000477	Syad.g_00528	Pran.g_01919
OG0000478	Syad.g_00527	Pran.g_01918
OG0000479	Syad.g_00526	Pran.g_01917
OG0000480	Syad.g_00520	Pran.g_01912
OG0000481	Syad.g_00518	Pran.g_01910
OG0000482	Syad.g_00517	Pran.g_01909
OG0000483	Syad.g_00513	Pran.g_01906
OG0000484	Syad.g_00512	Pran.g_01905
OG0000485	Syad.g_00511	Pran.g_01904
OG0000486	Syad.g_00510	Pran.g_01903
OG0000487	Syad.g_00503	Pran.g_01899
OG0000488	Syad.g_00499	Pran.g_01896
OG0000489	Syad.g_00487	Pran.g_01891
OG0000490	Syad.g_00475	Pran.g_01886
OG0000491	Syad.g_00474	Pran.g_01885
OG0000492	Syad.g_00472	Pran.g_01883
OG0000493	Syad.g_00471	Pran.g_01882
OG0000494	Syad.g_00470	Pran.g_01881
OG0000495	Syad.g_00469	Pran.g_01880
OG0000496	Syad.g_00468	Pran.g_01879
OG0000497	Syad.g_00467	Pran.g_01878
OG0000498	Syad.g_00466	Pran.g_01877
OG0000499	Syad.g_00465	Pran.g_01876
OG0000500	Syad.g_00464	Pran.g_01875
OG0000501	Syad.g_00461	Pran.g_01873
OG0000502	Syad.g_00449	Pran.g_01870
OG0000503	Syad.g_00761	Pran.g_01860
OG0000504	Syad.g_00763	Pran.g_01859
OG0000505	Syad.g_00764	Pran.g_01858
OG0000506	Syad.g_00766	Pran.g_01857
OG0000507	Syad.g_00772	Pran.g_01854
OG0000508	Syad.g_00776	Pran.g_01850
OG0000509	Syad.g_00778	Pran.g_01848
OG0000510	Syad.g_00779	Pran.g_01847
OG0000511	Syad.g_00780	Pran.g_01846
OG0000512	Syad.g_00782	Pran.g_01844
OG0000513	Syad.g_00789	Pran.g_01837
OG0000514	Syad.g_00795	Pran.g_01749
OG0000515	Syad.g_00796	Pran.g_01748
OG0000516	Syad.g_02456	Pran.g_01747
OG0000517	Syad.g_02451	Pran.g_01745
OG0000518	Syad.g_02439	Pran.g_01734
OG0000519	Syad.g_02438	Pran.g_01733
OG0000520	Syad.g_02437	Pran.g_01729
OG0000521	Syad.g_01108	Pran.g_01724
OG0000522	Syad.g_01109	Pran.g_01723
OG0000523	Syad.g_01110	Pran.g_01722
OG0000524	Syad.g_02386	Pran.g_01717
OG0000525	Syad.g_02363	Pran.g_01714
OG0000526	Syad.g_02360	Pran.g_01713
OG0000527	Syad.g_02355	Pran.g_01705
OG0000528	Syad.g_00897	Pran.g_01700
OG0000529	Syad.g_00905	Pran.g_01697
OG0000530	Syad.g_00908	Pran.g_01694
OG0000531	Syad.g_00909	Pran.g_01693
OG0000532	Syad.g_00912	Pran.g_01691
OG0000533	Syad.g_00913	Pran.g_01690
OG0000534	Syad.g_00914	Pran.g_01689
OG0000535	Syad.g_00915	Pran.g_01688
OG0000536	Syad.g_00916	Pran.g_01687
OG0000537	Syad.g_00917	Pran.g_01686
OG0000538	Syad.g_00929	Pran.g_01678
OG0000539	Syad.g_00930	Pran.g_01677
OG0000540	Syad.g_00931	Pran.g_01676
OG0000541	Syad.g_00932	Pran.g_01675
OG0000542	Syad.g_00935	Pran.g_01673
OG0000543	Syad.g_00937	Pran.g_01671
OG0000544	Syad.g_00938	Pran.g_01670
OG0000545	Syad.g_00940	Pran.g_01668
OG0000546	Syad.g_00942	Pran.g_01665
OG0000547	Syad.g_00944	Pran.g_01663
OG0000548	Syad.g_00945	Pran.g_01662
OG0000549	Syad.g_00952	Pran.g_01660
OG0000550	Syad.g_00956	Pran.g_01655
OG0000551	Syad.g_00960	Pran.g_01651
OG0000552	Syad.g_00961	Pran.g_01650
OG0000553	Syad.g_00965	Pran.g_01649
OG0000554	Syad.g_00978	Pran.g_01644
OG0000555	Syad.g_00999	Pran.g_01636
OG0000556	Syad.g_01003	Pran.g_01634
OG0000557	Syad.g_01011	Pran.g_01633
OG0000558	Syad.g_01013	Pran.g_01631
OG0000559	Syad.g_01016	Pran.g_01627
OG0000560	Syad.g_01019	Pran.g_01624
OG0000561	Syad.g_01020	Pran.g_01623
OG0000562	Syad.g_01021	Pran.g_01622
OG0000563	Syad.g_01022	Pran.g_01621
OG0000564	Syad.g_01023	Pran.g_01620
OG0000565	Syad.g_01027	Pran.g_01617
OG0000566	Syad.g_01031	Pran.g_01614
OG0000567	Syad.g_01035	Pran.g_01610
OG0000568	Syad.g_01040	Pran.g_01609
OG0000569	Syad.g_01041	Pran.g_01608
OG0000570	Syad.g_01042	Pran.g_01607
OG0000571	Syad.g_01046	Pran.g_01605
OG0000572	Syad.g_01064	Pran.g_01592
OG0000573	Syad.g_01072	Pran.g_01586
OG0000574	Syad.g_01077	Pran.g_01585
OG0000575	Syad.g_01083	Pran.g_01581
OG0000576	Syad.g_01085	Pran.g_01579
OG0000577	Syad.g_01086	Pran.g_01578
OG0000578	Syad.g_01087	Pran.g_01577
OG0000579	Syad.g_01088	Pran.g_01576
OG0000580	Syad.g_01089	Pran.g_01575
OG0000581	Syad.g_01097	Pran.g_01573
