Orthogroup	Syad	Syaq
OG0000059	Syad.g_00642	Syaq.g_00657
OG0000060	Syad.g_02370	Syaq.g_00456
OG0000060	Syad.g_00899	Syaq.g_01770
OG0000060	Syad.g_01508	Syaq.g_00201
OG0000061	Syad.g_01152	Syaq.g_00249
OG0000062	Syad.g_02598	Syaq.g_01690
OG0000063	Syad.g_00202	Syaq.g_01110
OG0000064	Syad.g_00081, Syad.g_02125	Syaq.g_02138
OG0000065	Syad.g_02574	Syaq.g_01908
OG0000067	Syad.g_01889	Syaq.g_02340, Syaq.g_02560
OG0000068	Syad.g_00891	Syaq.g_01763
OG0000070	Syad.g_02424	Syaq.g_00484
OG0000071	Syad.g_02405	Syaq.g_00297
OG0000072	Syad.g_02905	Syaq.g_01397
OG0000073	Syad.g_00926	Syaq.g_01795
OG0000075	Syad.g_00416	Syaq.g_00986
OG0000076	Syad.g_00348	Syaq.g_01028
OG0000077	Syad.g_02741	Syaq.g_01547
OG0000078	Syad.g_00824	Syaq.g_01585
OG0000079	Syad.g_00565	Syaq.g_00721
OG0000081	Syad.g_00833	Syaq.g_01893
OG0000082	Syad.g_01063	Syaq.g_01975
OG0000084	Syad.g_02272	Syaq.g_00367
OG0000085	Syad.g_02612	Syaq.g_01683
OG0000086	Syad.g_02770	Syaq.g_01525
OG0000087	Syad.g_02860	Syaq.g_01438
OG0000088	Syad.g_02899	Syaq.g_01402
OG0000089	Syad.g_00785, Syad.g_02829	Syaq.g_00529
OG0000090	Syad.g_00977	Syaq.g_01838
OG0000091	Syad.g_02144	Syaq.g_02090
OG0000093	Syad.g_01905	Syaq.g_02323
OG0000094	Syad.g_01676	Syaq.g_00056
OG0000095	Syad.g_01290	Syaq.g_02679
OG0000097	Syad.g_01458	Syaq.g_00167
OG0000099	Syad.g_00460	Syaq.g_00882
OG0000100	Syad.g_01846	Syaq.g_02371
OG0000101	Syad.g_00694	Syaq.g_00607
OG0000102	Syad.g_00343	Syaq.g_01033
OG0000103	Syad.g_00143	Syaq.g_01170
OG0000104	Syad.g_00158	Syaq.g_01154
OG0000105	Syad.g_00530	Syaq.g_00754
OG0000106	Syad.g_01993	Syaq.g_01863
OG0000107	Syad.g_00590	Syaq.g_00694
OG0000108	Syad.g_00904	Syaq.g_01772
OG0000109	Syad.g_00919	Syaq.g_01788
OG0000110	Syad.g_01048	Syaq.g_01962
OG0000111	Syad.g_01300	Syaq.g_02606
OG0000112	Syad.g_01766	Syaq.g_02476
OG0000114	Syad.g_01617	Syaq.g_02269
OG0000115	Syad.g_02300	Syaq.g_00395
OG0000116	Syad.g_01123	Syaq.g_00263
OG0000117	Syad.g_01510	Syaq.g_00203
OG0000118	Syad.g_01104	Syaq.g_00325, Syaq.g_00316
OG0000120	Syad.g_00459	Syaq.g_00883
OG0000121	Syad.g_02280	Syaq.g_00375
OG0000122	Syad.g_02122	Syaq.g_02118
OG0000123	Syad.g_00701	Syaq.g_00599
OG0000124	Syad.g_00320	Syaq.g_01055
OG0000125	Syad.g_03040	Syaq.g_01256
OG0000126	Syad.g_00156	Syaq.g_01156
OG0000128	Syad.g_00174	Syaq.g_01138
OG0000129	Syad.g_03028	Syaq.g_01269
OG0000130	Syad.g_02728	Syaq.g_01559
OG0000131	Syad.g_02876	Syaq.g_01427, Syaq.g_01424
OG0000132	Syad.g_02897	Syaq.g_01404
OG0000133	Syad.g_01761	Syaq.g_02481
OG0000134	Syad.g_00788	Syaq.g_00526
OG0000135	Syad.g_00063	Syaq.g_01227
OG0000136	Syad.g_02445	Syaq.g_00496
OG0000137	Syad.g_02353	Syaq.g_00442
OG0000138	Syad.g_00920	Syaq.g_01789
OG0000139	Syad.g_00983	Syaq.g_01844
OG0000140	Syad.g_00987	Syaq.g_01848
OG0000141	Syad.g_02208	Syaq.g_02010
OG0000142	Syad.g_02152	Syaq.g_02082
OG0000143	Syad.g_02148	Syaq.g_02086
OG0000144	Syad.g_02024	Syaq.g_02152
OG0000145	Syad.g_00927	Syaq.g_01796
OG0000146	Syad.g_01767	Syaq.g_02475
OG0000147	Syad.g_01768	Syaq.g_02474
OG0000148	Syad.g_01861	Syaq.g_02359
OG0000149	Syad.g_01221	Syaq.g_02395
OG0000150	Syad.g_02207, Syad.g_00989	Syaq.g_02011
OG0000151	Syad.g_01956	Syaq.g_02283
OG0000152	Syad.g_01757	Syaq.g_02485
OG0000153	Syad.g_01713	Syaq.g_02518
OG0000154	Syad.g_01686	Syaq.g_00066
OG0000155	Syad.g_01189	Syaq.g_00212
OG0000156	Syad.g_01116	Syaq.g_00281
OG0000157	Syad.g_01115	Syaq.g_00282
OG0000158	Syad.g_00374	Syaq.g_01003
OG0000160	Syad.g_02279	Syaq.g_00374
OG0000161	Syad.g_02287	Syaq.g_00382
OG0000162	Syad.g_02293	Syaq.g_00389
OG0000163	Syad.g_02542	Syaq.g_01730
OG0000164	Syad.g_02659	Syaq.g_01642
OG0000165	Syad.g_02476	Syaq.g_01630
OG0000166	Syad.g_00654	Syaq.g_00647
OG0000167	Syad.g_00419	Syaq.g_00983
OG0000168	Syad.g_00371	Syaq.g_01004
OG0000169	Syad.g_00360	Syaq.g_01016
OG0000170	Syad.g_00353	Syaq.g_01023
OG0000171	Syad.g_00321	Syaq.g_01052
OG0000172	Syad.g_00244	Syaq.g_01074
OG0000173	Syad.g_00220	Syaq.g_01092
OG0000174	Syad.g_00065	Syaq.g_01224
OG0000175	Syad.g_00129	Syaq.g_01183
OG0000176	Syad.g_00166	Syaq.g_01146
OG0000177	Syad.g_00167	Syaq.g_01145
OG0000178	Syad.g_00168	Syaq.g_01144
OG0000179	Syad.g_00183	Syaq.g_01129
OG0000180	Syad.g_00184	Syaq.g_01128
OG0000181	Syad.g_00185	Syaq.g_01127
OG0000182	Syad.g_00186	Syaq.g_01126
OG0000183	Syad.g_00190	Syaq.g_01122
OG0000184	Syad.g_03018	Syaq.g_01277
OG0000185	Syad.g_03006	Syaq.g_01290
OG0000186	Syad.g_02722	Syaq.g_01563
OG0000187	Syad.g_02724	Syaq.g_01561
OG0000188	Syad.g_02759	Syaq.g_01539
OG0000189	Syad.g_02788	Syaq.g_01499, Syaq.g_00122
OG0000190	Syad.g_02790	Syaq.g_01497
OG0000191	Syad.g_02824	Syaq.g_01467
OG0000192	Syad.g_02834	Syaq.g_01462
OG0000193	Syad.g_02877	Syaq.g_01423
OG0000194	Syad.g_02880	Syaq.g_01420
OG0000195	Syad.g_02884	Syaq.g_01418
OG0000196	Syad.g_02894	Syaq.g_01407
OG0000197	Syad.g_02895	Syaq.g_01406
OG0000198	Syad.g_02896	Syaq.g_01405
OG0000199	Syad.g_02904	Syaq.g_01398
OG0000200	Syad.g_02921	Syaq.g_01382
OG0000201	Syad.g_02937	Syaq.g_01365
OG0000202	Syad.g_02938	Syaq.g_01364
OG0000203	Syad.g_02939	Syaq.g_01363
OG0000204	Syad.g_02940	Syaq.g_01362
OG0000205	Syad.g_02948	Syaq.g_01355
OG0000206	Syad.g_02955	Syaq.g_01345
OG0000207	Syad.g_02957	Syaq.g_01338
OG0000208	Syad.g_02958	Syaq.g_01337
OG0000209	Syad.g_02981	Syaq.g_01310
OG0000210	Syad.g_02982	Syaq.g_01309
OG0000211	Syad.g_00813	Syaq.g_01570
OG0000212	Syad.g_00825	Syaq.g_01586
OG0000213	Syad.g_00556	Syaq.g_00729
OG0000214	Syad.g_00538	Syaq.g_00745
OG0000215	Syad.g_00508	Syaq.g_00777
OG0000216	Syad.g_00504	Syaq.g_00781
OG0000217	Syad.g_00500	Syaq.g_00844
OG0000218	Syad.g_00498	Syaq.g_00846
OG0000219	Syad.g_00497	Syaq.g_00847
OG0000220	Syad.g_00496	Syaq.g_00848
OG0000221	Syad.g_00488	Syaq.g_00856
OG0000222	Syad.g_00473	Syaq.g_00868
OG0000223	Syad.g_00451	Syaq.g_00946
OG0000224	Syad.g_00444	Syaq.g_00950
OG0000225	Syad.g_00777	Syaq.g_00543
OG0000226	Syad.g_00781	Syaq.g_00536
OG0000227	Syad.g_00783	Syaq.g_00534
OG0000228	Syad.g_00784	Syaq.g_00531
OG0000229	Syad.g_02450	Syaq.g_00501
OG0000230	Syad.g_02448	Syaq.g_00499
OG0000231	Syad.g_02436	Syaq.g_00485
OG0000232	Syad.g_02392	Syaq.g_00472
OG0000233	Syad.g_02382	Syaq.g_00464
OG0000234	Syad.g_02351	Syaq.g_00440
OG0000235	Syad.g_00903	Syaq.g_01771
OG0000236	Syad.g_00918	Syaq.g_01787
OG0000237	Syad.g_00936	Syaq.g_01805
OG0000238	Syad.g_00941	Syaq.g_01810
OG0000239	Syad.g_00957	Syaq.g_01826
OG0000240	Syad.g_00958	Syaq.g_01827
OG0000241	Syad.g_02160	Syaq.g_02074
OG0000242	Syad.g_00975	Syaq.g_01836
OG0000243	Syad.g_01000	Syaq.g_01922
OG0000244	Syad.g_01012	Syaq.g_01928
OG0000245	Syad.g_01014	Syaq.g_01930
OG0000246	Syad.g_01017	Syaq.g_01934
OG0000247	Syad.g_01029	Syaq.g_01945
OG0000248	Syad.g_01032	Syaq.g_01948
OG0000249	Syad.g_01034	Syaq.g_01950
OG0000250	Syad.g_01044	Syaq.g_01958
OG0000251	Syad.g_01071	Syaq.g_01984
OG0000252	Syad.g_01078	Syaq.g_01987
OG0000253	Syad.g_01081	Syaq.g_01989
OG0000254	Syad.g_02203	Syaq.g_02016
OG0000255	Syad.g_02185	Syaq.g_02041
OG0000256	Syad.g_02167	Syaq.g_02068
OG0000257	Syad.g_02161	Syaq.g_02073
OG0000258	Syad.g_02143	Syaq.g_02095
OG0000259	Syad.g_01576	Syaq.g_02239
OG0000260	Syad.g_01587	Syaq.g_02242
OG0000261	Syad.g_01590	Syaq.g_02245
OG0000262	Syad.g_01595	Syaq.g_02250
OG0000263	Syad.g_01475	Syaq.g_00185
OG0000264	Syad.g_01360	Syaq.g_02582
OG0000266	Syad.g_01804	Syaq.g_00037
OG0000267	Syad.g_01645	Syaq.g_02430
OG0000268	Syad.g_01646	Syaq.g_02431
OG0000269	Syad.g_01894	Syaq.g_02335
OG0000270	Syad.g_01891	Syaq.g_02338
OG0000271	Syad.g_01883	Syaq.g_02346
OG0000272	Syad.g_01882	Syaq.g_02347
OG0000273	Syad.g_01247	Syaq.g_02376
OG0000274	Syad.g_01246	Syaq.g_02377
OG0000275	Syad.g_01242	Syaq.g_02380
OG0000276	Syad.g_01229	Syaq.g_02387
OG0000277	Syad.g_01228	Syaq.g_02388
OG0000278	Syad.g_01225	Syaq.g_02391
OG0000279	Syad.g_01208	Syaq.g_02401
OG0000280	Syad.g_01198	Syaq.g_02410
OG0000281	Syad.g_00624	Syaq.g_02224
OG0000282	Syad.g_01619	Syaq.g_02271
OG0000283	Syad.g_01661	Syaq.g_02445
OG0000284	Syad.g_01787	Syaq.g_02450
OG0000285	Syad.g_01776	Syaq.g_02466
OG0000286	Syad.g_01758	Syaq.g_02484
OG0000287	Syad.g_01720	Syaq.g_02511
OG0000288	Syad.g_01687	Syaq.g_00067
OG0000289	Syad.g_01672	Syaq.g_00053
OG0000290	Syad.g_01287	Syaq.g_02682
OG0000291	Syad.g_01289	Syaq.g_02680
OG0000292	Syad.g_00155	Syaq.g_01157
OG0000293	Syad.g_01124	Syaq.g_00262
OG0000294	Syad.g_01125	Syaq.g_00261
OG0000295	Syad.g_01181	Syaq.g_00220
OG0000296	Syad.g_01183	Syaq.g_00218
OG0000298	Syad.g_01511	Syaq.g_00204
OG0000299	Syad.g_01462	Syaq.g_00171
OG0000300	Syad.g_01455	Syaq.g_00164
OG0000301	Syad.g_01454	Syaq.g_00163
OG0000302	Syad.g_01453	Syaq.g_00162
OG0000303	Syad.g_01442	Syaq.g_00152
OG0000304	Syad.g_01436	Syaq.g_00146
OG0000305	Syad.g_01292	Syaq.g_02677
OG0000306	Syad.g_01989	Syaq.g_01861
OG0000307	Syad.g_00883	Syaq.g_01754
OG0000308	Syad.g_00881	Syaq.g_01752
OG0000309	Syad.g_00876	Syaq.g_01747
OG0000310	Syad.g_02250	Syaq.g_00347
OG0000311	Syad.g_02254	Syaq.g_00352
OG0000312	Syad.g_02265	Syaq.g_00359
OG0000313	Syad.g_02284	Syaq.g_00379
OG0000314	Syad.g_02313	Syaq.g_00408
OG0000315	Syad.g_02323	Syaq.g_00418
OG0000316	Syad.g_02564	Syaq.g_01716
OG0000317	Syad.g_02620	Syaq.g_01675
OG0000318	Syad.g_02624	Syaq.g_01672
OG0000319	Syad.g_02642	Syaq.g_01657
OG0000320	Syad.g_02644	Syaq.g_01655
OG0000321	Syad.g_02645	Syaq.g_01654
OG0000322	Syad.g_02646	Syaq.g_01653
OG0000323	Syad.g_02661	Syaq.g_01638
OG0000324	Syad.g_02505	Syaq.g_01605
OG0000325	Syad.g_00591	Syaq.g_00693
OG0000326	Syad.g_00598	Syaq.g_00686
OG0000327	Syad.g_00649	Syaq.g_00652
OG0000328	Syad.g_00650	Syaq.g_00651
OG0000329	Syad.g_00668	Syaq.g_00633
OG0000330	Syad.g_00669	Syaq.g_00632
OG0000331	Syad.g_00670	Syaq.g_00631
OG0000332	Syad.g_00685	Syaq.g_00616
OG0000333	Syad.g_00688	Syaq.g_00613
OG0000334	Syad.g_00697	Syaq.g_00603
OG0000335	Syad.g_00702	Syaq.g_00598
OG0000336	Syad.g_00706	Syaq.g_00594
OG0000337	Syad.g_00425, Syad.g_00427	Syaq.g_00975
OG0000338	Syad.g_00421	Syaq.g_00981
OG0000339	Syad.g_00414	Syaq.g_00988
OG0000340	Syad.g_00370	Syaq.g_01005
OG0000341	Syad.g_00368	Syaq.g_01007
OG0000342	Syad.g_00367	Syaq.g_01008
OG0000343	Syad.g_00366	Syaq.g_01010
OG0000344	Syad.g_00362	Syaq.g_01014
OG0000345	Syad.g_00352	Syaq.g_01024
OG0000346	Syad.g_00347	Syaq.g_01029
OG0000347	Syad.g_00318	Syaq.g_01057
OG0000348	Syad.g_00233	Syaq.g_01070
OG0000349	Syad.g_00213	Syaq.g_01099
OG0000350	Syad.g_00605	Syaq.g_00679
OG0000351	Syad.g_00134	Syaq.g_01179
OG0000352	Syad.g_00135	Syaq.g_01178
OG0000353	Syad.g_00161	Syaq.g_01151
OG0000354	Syad.g_00947	Syaq.g_01816
OG0000354	Syad.g_00181	Syaq.g_01131
OG0000355	Syad.g_00163	Syaq.g_01149
OG0000356	Syad.g_00164	Syaq.g_01148
OG0000357	Syad.g_00165	Syaq.g_01147
OG0000358	Syad.g_00169	Syaq.g_01143
OG0000359	Syad.g_00171	Syaq.g_01141
OG0000360	Syad.g_00172	Syaq.g_01140
OG0000361	Syad.g_00173	Syaq.g_01139
OG0000362	Syad.g_00175	Syaq.g_01137
OG0000363	Syad.g_00177	Syaq.g_01135
OG0000364	Syad.g_00178	Syaq.g_01134
OG0000365	Syad.g_00187	Syaq.g_01125
OG0000366	Syad.g_00188	Syaq.g_01124
OG0000367	Syad.g_00189	Syaq.g_01123
OG0000368	Syad.g_00191	Syaq.g_01121
OG0000369	Syad.g_00192	Syaq.g_01120
OG0000370	Syad.g_00193	Syaq.g_01119
OG0000371	Syad.g_00201	Syaq.g_01111
OG0000372	Syad.g_00206	Syaq.g_01106
OG0000373	Syad.g_00207	Syaq.g_01105
OG0000374	Syad.g_00208	Syaq.g_01104
OG0000375	Syad.g_00209	Syaq.g_01103
OG0000376	Syad.g_00211	Syaq.g_01101
OG0000377	Syad.g_03027	Syaq.g_01270
OG0000378	Syad.g_03012	Syaq.g_01286
OG0000379	Syad.g_03005	Syaq.g_01291
OG0000380	Syad.g_02725	Syaq.g_01560
OG0000381	Syad.g_02729	Syaq.g_01558
OG0000382	Syad.g_02758	Syaq.g_01540
OG0000383	Syad.g_02761	Syaq.g_01535
OG0000384	Syad.g_02762	Syaq.g_01534
OG0000385	Syad.g_02763	Syaq.g_01533
OG0000386	Syad.g_02764	Syaq.g_01532
OG0000387	Syad.g_02792	Syaq.g_01495
OG0000388	Syad.g_02796	Syaq.g_01491
OG0000389	Syad.g_02800	Syaq.g_01488
OG0000390	Syad.g_02818	Syaq.g_01473
OG0000391	Syad.g_02823	Syaq.g_01468
OG0000392	Syad.g_02833	Syaq.g_01463
OG0000393	Syad.g_02837	Syaq.g_01460
OG0000394	Syad.g_02838	Syaq.g_01459
OG0000395	Syad.g_02839	Syaq.g_01458
OG0000396	Syad.g_02843	Syaq.g_01455
OG0000397	Syad.g_02845	Syaq.g_01453
OG0000398	Syad.g_02850	Syaq.g_01448
OG0000399	Syad.g_02851	Syaq.g_01447
OG0000400	Syad.g_02852	Syaq.g_01446
OG0000401	Syad.g_02853	Syaq.g_01445
OG0000402	Syad.g_02855	Syaq.g_01443
OG0000403	Syad.g_02856	Syaq.g_01442
OG0000404	Syad.g_02858	Syaq.g_01440
OG0000405	Syad.g_02874	Syaq.g_01429
OG0000406	Syad.g_02878	Syaq.g_01422
OG0000407	Syad.g_02879	Syaq.g_01421
OG0000408	Syad.g_02883	Syaq.g_01419
OG0000409	Syad.g_02885	Syaq.g_01417
OG0000410	Syad.g_02886	Syaq.g_01416
OG0000411	Syad.g_02887	Syaq.g_01415
OG0000412	Syad.g_02888	Syaq.g_01414
OG0000413	Syad.g_02890	Syaq.g_01412
OG0000415	Syad.g_02891	Syaq.g_01410
OG0000416	Syad.g_02892	Syaq.g_01409
OG0000417	Syad.g_02893	Syaq.g_01408
OG0000418	Syad.g_02898	Syaq.g_01403
OG0000419	Syad.g_02900	Syaq.g_01401
OG0000420	Syad.g_02902	Syaq.g_01400
OG0000421	Syad.g_02907	Syaq.g_01395
OG0000422	Syad.g_02908	Syaq.g_01394
OG0000423	Syad.g_02909	Syaq.g_01393
OG0000424	Syad.g_02910	Syaq.g_01392
OG0000425	Syad.g_02911	Syaq.g_01391
OG0000426	Syad.g_02912	Syaq.g_01390
OG0000427	Syad.g_02913	Syaq.g_01389
OG0000428	Syad.g_02916	Syaq.g_01386
OG0000429	Syad.g_02918	Syaq.g_01384
OG0000430	Syad.g_02920	Syaq.g_01383
OG0000431	Syad.g_02923	Syaq.g_01380
OG0000432	Syad.g_02930	Syaq.g_01374
OG0000433	Syad.g_02933	Syaq.g_01369
OG0000434	Syad.g_02934	Syaq.g_01368
OG0000435	Syad.g_02936	Syaq.g_01367
OG0000436	Syad.g_02942	Syaq.g_01361
OG0000437	Syad.g_02943	Syaq.g_01360
OG0000438	Syad.g_02944	Syaq.g_01359
OG0000439	Syad.g_02946	Syaq.g_01357
OG0000440	Syad.g_02947	Syaq.g_01356
OG0000441	Syad.g_02951	Syaq.g_01352
OG0000442	Syad.g_02952	Syaq.g_01350
OG0000443	Syad.g_02953	Syaq.g_01347
OG0000444	Syad.g_02964	Syaq.g_01333
OG0000445	Syad.g_02965	Syaq.g_01332
OG0000446	Syad.g_02967	Syaq.g_01330
OG0000447	Syad.g_02970	Syaq.g_01328
OG0000448	Syad.g_02971	Syaq.g_01327
OG0000449	Syad.g_02972	Syaq.g_01320
OG0000450	Syad.g_02978	Syaq.g_01313
OG0000451	Syad.g_02979	Syaq.g_01312
OG0000452	Syad.g_02983	Syaq.g_01308
OG0000453	Syad.g_02984	Syaq.g_01307
OG0000454	Syad.g_02985	Syaq.g_01306
OG0000455	Syad.g_02986	Syaq.g_01305
OG0000456	Syad.g_02987	Syaq.g_01304
OG0000457	Syad.g_02989	Syaq.g_01302
OG0000458	Syad.g_02998	Syaq.g_01299
OG0000459	Syad.g_02999	Syaq.g_01298
OG0000460	Syad.g_00815	Syaq.g_01577
OG0000461	Syad.g_00579	Syaq.g_00707
OG0000462	Syad.g_00576	Syaq.g_00710
OG0000463	Syad.g_00575	Syaq.g_00711
OG0000464	Syad.g_00574	Syaq.g_00712
OG0000465	Syad.g_00573	Syaq.g_00714
OG0000466	Syad.g_00568	Syaq.g_00718
OG0000467	Syad.g_00566	Syaq.g_00720
OG0000468	Syad.g_00561	Syaq.g_00725
OG0000469	Syad.g_00545	Syaq.g_00739
OG0000470	Syad.g_00542	Syaq.g_00741
OG0000471	Syad.g_00541	Syaq.g_00742
OG0000472	Syad.g_00539	Syaq.g_00744
OG0000473	Syad.g_00537	Syaq.g_00746
OG0000474	Syad.g_00536	Syaq.g_00747
OG0000475	Syad.g_00535	Syaq.g_00748
OG0000476	Syad.g_00533	Syaq.g_00750
OG0000477	Syad.g_00528	Syaq.g_00756
OG0000478	Syad.g_00527	Syaq.g_00757
OG0000479	Syad.g_00526	Syaq.g_00759
OG0000480	Syad.g_00520	Syaq.g_00766
OG0000481	Syad.g_00518	Syaq.g_00768
OG0000482	Syad.g_00517	Syaq.g_00769
OG0000483	Syad.g_00513	Syaq.g_00773
OG0000484	Syad.g_00512	Syaq.g_00774
OG0000485	Syad.g_00511	Syaq.g_00775
OG0000486	Syad.g_00510	Syaq.g_00776
OG0000487	Syad.g_00503	Syaq.g_00782
OG0000488	Syad.g_00499	Syaq.g_00845
OG0000489	Syad.g_00487	Syaq.g_00857
OG0000490	Syad.g_00475	Syaq.g_00864
OG0000491	Syad.g_00474	Syaq.g_00865
OG0000492	Syad.g_00472	Syaq.g_00869
OG0000493	Syad.g_00471	Syaq.g_00870
OG0000494	Syad.g_00470	Syaq.g_00871
OG0000495	Syad.g_00469	Syaq.g_00872
OG0000496	Syad.g_00468	Syaq.g_00873
OG0000497	Syad.g_00467	Syaq.g_00874
OG0000498	Syad.g_00466	Syaq.g_00875
OG0000499	Syad.g_00465	Syaq.g_00876
OG0000500	Syad.g_00464	Syaq.g_00877
OG0000501	Syad.g_00461	Syaq.g_00880
OG0000502	Syad.g_00449	Syaq.g_00953
OG0000503	Syad.g_00761	Syaq.g_00559
OG0000504	Syad.g_00763	Syaq.g_00557
OG0000505	Syad.g_00764	Syaq.g_00556
OG0000506	Syad.g_00766	Syaq.g_00554
OG0000507	Syad.g_00772	Syaq.g_00548
OG0000508	Syad.g_00776	Syaq.g_00544
OG0000509	Syad.g_00778	Syaq.g_00542
OG0000510	Syad.g_00779	Syaq.g_00538
OG0000511	Syad.g_00780	Syaq.g_00537
OG0000512	Syad.g_00782	Syaq.g_00535
OG0000513	Syad.g_00789	Syaq.g_00525
OG0000514	Syad.g_00795	Syaq.g_00514
OG0000515	Syad.g_00796	Syaq.g_00513
OG0000516	Syad.g_02456	Syaq.g_00509
OG0000517	Syad.g_02451	Syaq.g_00502
OG0000518	Syad.g_02439	Syaq.g_00490
OG0000519	Syad.g_02438	Syaq.g_00489
OG0000520	Syad.g_02437	Syaq.g_00488
OG0000521	Syad.g_01108	Syaq.g_00477
OG0000522	Syad.g_01109	Syaq.g_00475
OG0000523	Syad.g_01110	Syaq.g_00474
OG0000524	Syad.g_02386	Syaq.g_00469
OG0000525	Syad.g_02363	Syaq.g_00450
OG0000526	Syad.g_02360	Syaq.g_00448
OG0000527	Syad.g_02355	Syaq.g_00444
OG0000528	Syad.g_00897	Syaq.g_01768
OG0000529	Syad.g_00905	Syaq.g_01773
OG0000530	Syad.g_00908	Syaq.g_01776
OG0000531	Syad.g_00909	Syaq.g_01777
OG0000532	Syad.g_00912	Syaq.g_01780
OG0000533	Syad.g_00913	Syaq.g_01782
OG0000534	Syad.g_00914	Syaq.g_01783
OG0000535	Syad.g_00915	Syaq.g_01784
OG0000536	Syad.g_00916	Syaq.g_01785
OG0000537	Syad.g_00917	Syaq.g_01786
OG0000538	Syad.g_00929	Syaq.g_01798
OG0000539	Syad.g_00930	Syaq.g_01799
OG0000540	Syad.g_00931	Syaq.g_01800
OG0000541	Syad.g_00932	Syaq.g_01801
OG0000542	Syad.g_00935	Syaq.g_01804
OG0000543	Syad.g_00937	Syaq.g_01806
OG0000544	Syad.g_00938	Syaq.g_01807
OG0000545	Syad.g_00940	Syaq.g_01809
OG0000546	Syad.g_00942	Syaq.g_01811
OG0000547	Syad.g_00944	Syaq.g_01813
OG0000548	Syad.g_00945	Syaq.g_01814
OG0000549	Syad.g_00952	Syaq.g_01819
OG0000550	Syad.g_00956	Syaq.g_01824
OG0000551	Syad.g_00960	Syaq.g_01829
OG0000552	Syad.g_00961	Syaq.g_01830
OG0000553	Syad.g_00965	Syaq.g_01834
OG0000554	Syad.g_00978	Syaq.g_01839
OG0000555	Syad.g_00999	Syaq.g_01857
OG0000556	Syad.g_01003	Syaq.g_01925
OG0000557	Syad.g_01011	Syaq.g_01927
