Orthogroup	Syad	Syat
OG0000176	Syad.g_00166	Syat.g_02372
OG0000177	Syad.g_00167	Syat.g_02338
OG0000178	Syad.g_00168	Syat.g_02337
OG0000179	Syad.g_00183	Syat.g_02322
OG0000180	Syad.g_00184	Syat.g_02321
OG0000181	Syad.g_00185	Syat.g_02320
OG0000182	Syad.g_00186	Syat.g_02319
OG0000183	Syad.g_00190	Syat.g_02315
OG0000184	Syad.g_03018	Syat.g_02704
OG0000185	Syad.g_03006	Syat.g_02719
OG0000186	Syad.g_02722	Syat.g_01463
OG0000187	Syad.g_02724	Syat.g_01467
OG0000188	Syad.g_02759	Syat.g_01489
OG0000189	Syad.g_02788	Syat.g_00386, Syat.g_01557
OG0000190	Syad.g_02790	Syat.g_00330
OG0000191	Syad.g_02824	Syat.g_03344, Syat.g_02939
OG0000192	Syad.g_02834	Syat.g_02933
OG0000193	Syad.g_02877	Syat.g_02897
OG0000194	Syad.g_02880	Syat.g_02894
OG0000196	Syad.g_02894	Syat.g_02867
OG0000197	Syad.g_02895	Syat.g_02866
OG0000198	Syad.g_02896	Syat.g_02865
OG0000199	Syad.g_02904	Syat.g_02857
OG0000200	Syad.g_02921	Syat.g_02840
OG0000201	Syad.g_02937	Syat.g_02821
OG0000202	Syad.g_02938	Syat.g_02820
OG0000203	Syad.g_02939	Syat.g_02819
OG0000204	Syad.g_02940	Syat.g_02818
OG0000205	Syad.g_02948	Syat.g_02809
OG0000206	Syad.g_02955	Syat.g_02785
OG0000207	Syad.g_02957	Syat.g_02778
OG0000208	Syad.g_02958	Syat.g_02777
OG0000209	Syad.g_02981	Syat.g_02735
OG0000210	Syad.g_02982	Syat.g_02734
OG0000211	Syad.g_00813	Syat.g_01452
OG0000212	Syad.g_00825	Syat.g_01442
OG0000213	Syad.g_00556	Syat.g_01889
OG0000214	Syad.g_00538	Syat.g_02042
OG0000215	Syad.g_00508	Syat.g_02075
OG0000216	Syad.g_00504, Syad.g_00285	Syat.g_02079
OG0000217	Syad.g_00500	Syat.g_02085
OG0000218	Syad.g_00498	Syat.g_02087
OG0000219	Syad.g_00497	Syat.g_02088
OG0000220	Syad.g_00496	Syat.g_02089
OG0000221	Syad.g_00488	Syat.g_02095
OG0000222	Syad.g_00473	Syat.g_02109
OG0000223	Syad.g_00451	Syat.g_02570
OG0000224	Syad.g_00444	Syat.g_02139
OG0000225	Syad.g_00777	Syat.g_01595
OG0000226	Syad.g_00781	Syat.g_01588
OG0000228	Syad.g_00784	Syat.g_02952
OG0000229	Syad.g_02450	Syat.g_02970
OG0000230	Syad.g_02448	Syat.g_02972
OG0000231	Syad.g_02436	Syat.g_01283
OG0000232	Syad.g_02392	Syat.g_01313
OG0000233	Syad.g_02382	Syat.g_01407
OG0000234	Syad.g_02351	Syat.g_01369
OG0000235	Syad.g_00903	Syat.g_03169
OG0000236	Syad.g_00918	Syat.g_03186
OG0000237	Syad.g_00936	Syat.g_03214
OG0000238	Syad.g_00941	Syat.g_03219
OG0000239	Syad.g_00957	Syat.g_01105
OG0000240	Syad.g_00958	Syat.g_01104
OG0000241	Syad.g_02160	Syat.g_00111
OG0000242	Syad.g_00975	Syat.g_01077
OG0000243	Syad.g_01000	Syat.g_00092
OG0000244	Syad.g_01012	Syat.g_00082
OG0000245	Syad.g_01014	Syat.g_00080
OG0000246	Syad.g_01017	Syat.g_00076
OG0000247	Syad.g_01029	Syat.g_00065
OG0000248	Syad.g_01032	Syat.g_00062
OG0000249	Syad.g_01034	Syat.g_00060
OG0000250	Syad.g_01044	Syat.g_00053
OG0000251	Syad.g_01071	Syat.g_00027
OG0000252	Syad.g_01078	Syat.g_00022
OG0000253	Syad.g_01081	Syat.g_00021
OG0000254	Syad.g_02203	Syat.g_03407
OG0000255	Syad.g_02185	Syat.g_02405
OG0000256	Syad.g_02167	Syat.g_03306
OG0000257	Syad.g_02161	Syat.g_00109
OG0000258	Syad.g_02143	Syat.g_00382
OG0000259	Syad.g_01576	Syat.g_00342
OG0000260	Syad.g_01587	Syat.g_00392
OG0000261	Syad.g_01590	Syat.g_00400
OG0000262	Syad.g_01595	Syat.g_00407
OG0000263	Syad.g_01475	Syat.g_00200
OG0000266	Syad.g_01804	Syat.g_00671
OG0000267	Syad.g_01645	Syat.g_00636
OG0000268	Syad.g_01646	Syat.g_00634
OG0000269	Syad.g_01894	Syat.g_00474, Syat.g_00126
OG0000270	Syad.g_01891	Syat.g_00477
OG0000271	Syad.g_01883	Syat.g_00485
OG0000272	Syad.g_01882	Syat.g_00486
OG0000273	Syad.g_01247	Syat.g_00520
OG0000274	Syad.g_01246	Syat.g_00521
OG0000275	Syad.g_01242	Syat.g_00718
OG0000276	Syad.g_01229	Syat.g_00725
OG0000278	Syad.g_01225	Syat.g_00741
OG0000279	Syad.g_01208	Syat.g_00755
OG0000280	Syad.g_01198	Syat.g_01669
OG0000281	Syad.g_00624	Syat.g_00960
OG0000282	Syad.g_01619	Syat.g_00431
OG0000283	Syad.g_01661	Syat.g_00620
OG0000284	Syad.g_01787	Syat.g_00614
OG0000285	Syad.g_01776	Syat.g_00607
OG0000286	Syad.g_01758	Syat.g_00579
OG0000287	Syad.g_01720	Syat.g_00550
OG0000288	Syad.g_01687	Syat.g_00709
OG0000289	Syad.g_01672	Syat.g_00695
OG0000290	Syad.g_01287	Syat.g_00805
OG0000291	Syad.g_01289	Syat.g_00807
OG0000292	Syad.g_00155	Syat.g_02388
OG0000293	Syad.g_01124	Syat.g_03241
OG0000294	Syad.g_01125	Syat.g_03248
OG0000295	Syad.g_01181	Syat.g_00297
OG0000296	Syad.g_01183	Syat.g_00295
OG0000298	Syad.g_01511	Syat.g_00225
OG0000299	Syad.g_01462	Syat.g_00910
OG0000300	Syad.g_01455	Syat.g_00904
OG0000301	Syad.g_01454	Syat.g_00903
OG0000302	Syad.g_01453	Syat.g_00901
OG0000303	Syad.g_01442	Syat.g_00892
OG0000304	Syad.g_01436	Syat.g_00885
OG0000305	Syad.g_01292	Syat.g_00809
OG0000306	Syad.g_01989	Syat.g_01704
OG0000307	Syad.g_00883	Syat.g_01304
OG0000308	Syad.g_00881	Syat.g_01306
OG0000309	Syad.g_00876	Syat.g_01417
OG0000310	Syad.g_02250	Syat.g_01246
OG0000311	Syad.g_02254	Syat.g_01242
OG0000312	Syad.g_02265	Syat.g_01237
OG0000313	Syad.g_02284	Syat.g_01183
OG0000314	Syad.g_02313, Syad.g_02231	Syat.g_01341
OG0000315	Syad.g_02323	Syat.g_01351
OG0000316	Syad.g_02564	Syat.g_03082
OG0000317	Syad.g_02620	Syat.g_03120
OG0000318	Syad.g_02624	Syat.g_03125
OG0000319	Syad.g_02642	Syat.g_03055
OG0000320	Syad.g_02644	Syat.g_03053
OG0000321	Syad.g_02645	Syat.g_03052
OG0000322	Syad.g_02646	Syat.g_03051
OG0000323	Syad.g_02661	Syat.g_03038
OG0000324	Syad.g_02505	Syat.g_02998
OG0000325	Syad.g_00591	Syat.g_01861
OG0000326	Syad.g_00598	Syat.g_01854
OG0000327	Syad.g_00649	Syat.g_01827
OG0000328	Syad.g_00650	Syat.g_01826
OG0000329	Syad.g_00668	Syat.g_01808
OG0000330	Syad.g_00669	Syat.g_01807
OG0000331	Syad.g_00670	Syat.g_01806
OG0000332	Syad.g_00685	Syat.g_01790
OG0000333	Syad.g_00688	Syat.g_01787
OG0000334	Syad.g_00697	Syat.g_01657
OG0000335	Syad.g_00702	Syat.g_01652
OG0000336	Syad.g_00706	Syat.g_01648
OG0000337	Syad.g_00425, Syad.g_00427	Syat.g_02144
OG0000338	Syad.g_00421	Syat.g_02146
OG0000339	Syad.g_00414	Syat.g_02155, Syat.g_01055
OG0000340	Syad.g_00370	Syat.g_02165
OG0000341	Syad.g_00368	Syat.g_02167
OG0000342	Syad.g_00367	Syat.g_02168
OG0000343	Syad.g_00366	Syat.g_02185
OG0000344	Syad.g_00362	Syat.g_02189
OG0000345	Syad.g_00352	Syat.g_02202
OG0000346	Syad.g_00347	Syat.g_02207
OG0000347	Syad.g_00318	Syat.g_02234
OG0000348	Syad.g_00233	Syat.g_02264
OG0000349	Syad.g_00213	Syat.g_02291
OG0000350	Syad.g_00605	Syat.g_01847
OG0000351	Syad.g_00134	Syat.g_02411
OG0000352	Syad.g_00135	Syat.g_02410
OG0000353	Syad.g_00161	Syat.g_00955, Syat.g_02377
OG0000354	Syad.g_00947	Syat.g_03225
OG0000354	Syad.g_00181	Syat.g_02325
OG0000355	Syad.g_00163	Syat.g_02375
OG0000356	Syad.g_00164	Syat.g_02374
OG0000357	Syad.g_00165	Syat.g_02373
OG0000358	Syad.g_00169	Syat.g_02336
OG0000359	Syad.g_00171	Syat.g_02334
OG0000360	Syad.g_00172	Syat.g_02333
OG0000361	Syad.g_00173	Syat.g_02332
OG0000362	Syad.g_00175	Syat.g_02330
OG0000363	Syad.g_00177	Syat.g_02328
OG0000364	Syad.g_00178	Syat.g_03122
OG0000365	Syad.g_00187	Syat.g_02318
OG0000366	Syad.g_00188	Syat.g_02317
OG0000367	Syad.g_00189	Syat.g_02316
OG0000368	Syad.g_00191	Syat.g_02314
OG0000369	Syad.g_00192	Syat.g_02313
OG0000370	Syad.g_00193	Syat.g_02312
OG0000371	Syad.g_00201	Syat.g_02304
OG0000372	Syad.g_00206	Syat.g_02298
OG0000373	Syad.g_00207	Syat.g_02297
OG0000374	Syad.g_00208	Syat.g_02296
OG0000375	Syad.g_00209	Syat.g_02295
OG0000376	Syad.g_00211	Syat.g_02293
OG0000377	Syad.g_03027	Syat.g_02695
OG0000378	Syad.g_03012	Syat.g_02715
OG0000379	Syad.g_03005	Syat.g_02720
OG0000380	Syad.g_02725	Syat.g_01468
OG0000381	Syad.g_02729	Syat.g_01470
OG0000382	Syad.g_02758	Syat.g_01488
OG0000383	Syad.g_02761	Syat.g_01521
OG0000384	Syad.g_02762	Syat.g_01522
OG0000385	Syad.g_02763	Syat.g_01523
OG0000386	Syad.g_02764	Syat.g_01524
OG0000387	Syad.g_02792	Syat.g_01561
OG0000388	Syad.g_02796	Syat.g_01565
OG0000389	Syad.g_02800	Syat.g_01569
OG0000390	Syad.g_02818	Syat.g_02945
OG0000391	Syad.g_02823	Syat.g_02940
OG0000392	Syad.g_02833	Syat.g_02934
OG0000393	Syad.g_02837	Syat.g_02931
OG0000394	Syad.g_02838	Syat.g_02930
OG0000395	Syad.g_02839	Syat.g_02929
OG0000396	Syad.g_02843	Syat.g_02927
OG0000397	Syad.g_02845	Syat.g_02925
OG0000398	Syad.g_02850	Syat.g_02920
OG0000399	Syad.g_02851	Syat.g_02919
OG0000400	Syad.g_02852	Syat.g_02918
OG0000401	Syad.g_02853	Syat.g_02917
OG0000402	Syad.g_02855	Syat.g_02915
OG0000403	Syad.g_02856	Syat.g_02914
OG0000404	Syad.g_02858	Syat.g_02913
OG0000405	Syad.g_02874	Syat.g_02900
OG0000406	Syad.g_02878	Syat.g_02896
OG0000407	Syad.g_02879	Syat.g_02895
OG0000408	Syad.g_02883	Syat.g_02893
OG0000409	Syad.g_02885	Syat.g_02891
OG0000410	Syad.g_02886	Syat.g_02890
OG0000411	Syad.g_02887	Syat.g_02889
OG0000412	Syad.g_02888	Syat.g_02888
OG0000413	Syad.g_02890	Syat.g_02886
OG0000415	Syad.g_02891	Syat.g_02884
OG0000416	Syad.g_02892	Syat.g_02883
OG0000417	Syad.g_02893	Syat.g_02868
OG0000418	Syad.g_02898	Syat.g_02863
OG0000419	Syad.g_02900	Syat.g_02861
OG0000420	Syad.g_02902	Syat.g_02859
OG0000421	Syad.g_02907	Syat.g_02855
OG0000422	Syad.g_02908	Syat.g_02854
OG0000423	Syad.g_02909	Syat.g_02853
OG0000424	Syad.g_02910	Syat.g_02852
OG0000425	Syad.g_02911	Syat.g_02851
OG0000426	Syad.g_02912	Syat.g_02850
OG0000427	Syad.g_02913	Syat.g_02849
OG0000428	Syad.g_02916	Syat.g_02846
OG0000429	Syad.g_02918	Syat.g_02843
OG0000430	Syad.g_02920	Syat.g_02841
OG0000431	Syad.g_02923	Syat.g_02838
OG0000432	Syad.g_02930	Syat.g_02832
OG0000433	Syad.g_02933	Syat.g_02829
OG0000434	Syad.g_02934	Syat.g_02828
OG0000435	Syad.g_02936	Syat.g_02824
OG0000436	Syad.g_02942	Syat.g_02817
OG0000437	Syad.g_02943	Syat.g_02558
OG0000438	Syad.g_02944	Syat.g_02813
OG0000439	Syad.g_02946	Syat.g_02811
OG0000440	Syad.g_02947	Syat.g_02810
OG0000441	Syad.g_02951	Syat.g_02807
OG0000442	Syad.g_02952	Syat.g_02797
OG0000443	Syad.g_02953	Syat.g_02787
OG0000444	Syad.g_02964	Syat.g_02756
OG0000445	Syad.g_02965	Syat.g_02755
OG0000446	Syad.g_02967	Syat.g_02753
OG0000447	Syad.g_02970	Syat.g_02749
OG0000448	Syad.g_02971	Syat.g_02748
OG0000449	Syad.g_02972	Syat.g_02747
OG0000450	Syad.g_02978	Syat.g_02738
OG0000451	Syad.g_02979	Syat.g_02737
OG0000452	Syad.g_02983	Syat.g_02732
OG0000453	Syad.g_02984	Syat.g_02731
OG0000454	Syad.g_02985	Syat.g_02730
OG0000455	Syad.g_02986	Syat.g_02729
OG0000456	Syad.g_02987	Syat.g_02728
OG0000457	Syad.g_02989	Syat.g_02726
OG0000458	Syad.g_02998	Syat.g_02725
OG0000459	Syad.g_02999	Syat.g_02724
OG0000460	Syad.g_00815	Syat.g_01450
OG0000461	Syad.g_00579	Syat.g_01866
OG0000462	Syad.g_00576	Syat.g_01868
OG0000463	Syad.g_00575	Syat.g_01869
OG0000464	Syad.g_00574	Syat.g_01870
OG0000465	Syad.g_00573	Syat.g_01872
OG0000466	Syad.g_00568	Syat.g_01877
OG0000467	Syad.g_00566	Syat.g_01878
OG0000468	Syad.g_00561	Syat.g_01884
OG0000469	Syad.g_00545	Syat.g_02000
OG0000470	Syad.g_00542	Syat.g_02038
OG0000471	Syad.g_00541	Syat.g_02039
OG0000472	Syad.g_00539	Syat.g_02041
OG0000473	Syad.g_00537	Syat.g_02043
OG0000474	Syad.g_00536	Syat.g_02044
OG0000475	Syad.g_00535	Syat.g_02045
OG0000476	Syad.g_00533	Syat.g_02047
OG0000477	Syad.g_00528	Syat.g_02053
OG0000478	Syad.g_00527	Syat.g_02054
OG0000479	Syad.g_00526	Syat.g_02056
OG0000480	Syad.g_00520	Syat.g_02063
OG0000481	Syad.g_00518	Syat.g_02066
OG0000482	Syad.g_00517	Syat.g_02067
OG0000483	Syad.g_00513	Syat.g_02071
OG0000484	Syad.g_00512	Syat.g_02072
OG0000485	Syad.g_00511	Syat.g_02073
OG0000486	Syad.g_00510	Syat.g_02074
OG0000487	Syad.g_00503	Syat.g_02080
OG0000488	Syad.g_00499	Syat.g_02086
OG0000489	Syad.g_00487	Syat.g_02097
OG0000490	Syad.g_00475	Syat.g_02106
OG0000491	Syad.g_00474	Syat.g_02107
OG0000492	Syad.g_00472	Syat.g_02110
OG0000493	Syad.g_00471	Syat.g_02111
OG0000494	Syad.g_00470	Syat.g_02112
OG0000495	Syad.g_00469	Syat.g_02120
OG0000496	Syad.g_00468	Syat.g_02121
OG0000497	Syad.g_00467	Syat.g_02122
OG0000498	Syad.g_00466	Syat.g_02123
OG0000499	Syad.g_00465	Syat.g_02124
OG0000500	Syad.g_00464	Syat.g_02125
OG0000501	Syad.g_00461	Syat.g_02128
OG0000502	Syad.g_00449	Syat.g_02135
OG0000503	Syad.g_00761	Syat.g_01614
OG0000504	Syad.g_00763	Syat.g_01612
OG0000505	Syad.g_00764	Syat.g_01611
OG0000506	Syad.g_00766	Syat.g_01609
OG0000507	Syad.g_00772	Syat.g_01603
OG0000508	Syad.g_00776	Syat.g_01596
OG0000509	Syad.g_00778	Syat.g_01591
OG0000510	Syad.g_00779	Syat.g_01590
OG0000511	Syad.g_00780	Syat.g_01589
OG0000512	Syad.g_00782	Syat.g_01587
OG0000513	Syad.g_00789	Syat.g_02957
OG0000514	Syad.g_00795	Syat.g_02962
OG0000515	Syad.g_00796	Syat.g_02963
OG0000516	Syad.g_02456	Syat.g_02965
OG0000517	Syad.g_02451	Syat.g_02969
OG0000518	Syad.g_02439	Syat.g_01286
OG0000519	Syad.g_02438	Syat.g_01285
OG0000520	Syad.g_02437	Syat.g_01284
OG0000521	Syad.g_01108	Syat.g_01319
OG0000522	Syad.g_01109	Syat.g_01317
OG0000523	Syad.g_01110	Syat.g_01316
OG0000524	Syad.g_02386	Syat.g_01409
OG0000525	Syad.g_02363	Syat.g_01382
OG0000526	Syad.g_02360	Syat.g_01380
OG0000527	Syad.g_02355	Syat.g_01373
OG0000528	Syad.g_00897	Syat.g_03167
OG0000529	Syad.g_00905	Syat.g_03171
OG0000530	Syad.g_00908	Syat.g_03174
OG0000531	Syad.g_00909	Syat.g_03175
OG0000532	Syad.g_00912	Syat.g_03178
OG0000533	Syad.g_00913	Syat.g_03180
OG0000534	Syad.g_00914	Syat.g_03181
OG0000535	Syad.g_00915	Syat.g_03182
OG0000536	Syad.g_00916	Syat.g_03183
OG0000537	Syad.g_00917	Syat.g_03185
OG0000538	Syad.g_00929	Syat.g_03204
OG0000539	Syad.g_00930	Syat.g_03206
OG0000540	Syad.g_00931	Syat.g_03207
OG0000541	Syad.g_00932	Syat.g_03208
OG0000542	Syad.g_00935	Syat.g_03213
OG0000543	Syad.g_00937	Syat.g_03215
OG0000544	Syad.g_00938	Syat.g_03216
OG0000545	Syad.g_00940	Syat.g_03218
OG0000546	Syad.g_00942	Syat.g_03220
OG0000547	Syad.g_00944	Syat.g_03222
OG0000548	Syad.g_00945	Syat.g_03223
OG0000549	Syad.g_00952	Syat.g_01795
OG0000550	Syad.g_00956	Syat.g_01107
OG0000551	Syad.g_00960	Syat.g_01103
OG0000552	Syad.g_00961	Syat.g_01102
OG0000553	Syad.g_00965	Syat.g_01098
OG0000554	Syad.g_00978	Syat.g_03271
OG0000555	Syad.g_00999	Syat.g_00093
OG0000556	Syad.g_01003	Syat.g_00088
OG0000557	Syad.g_01011	Syat.g_00083
OG0000558	Syad.g_01013	Syat.g_00081
OG0000559	Syad.g_01016	Syat.g_00077
OG0000560	Syad.g_01019	Syat.g_00074
OG0000561	Syad.g_01020	Syat.g_00073
OG0000562	Syad.g_01021	Syat.g_00072
OG0000563	Syad.g_01022	Syat.g_00071
OG0000564	Syad.g_01023	Syat.g_00070
OG0000565	Syad.g_01027	Syat.g_00067
OG0000566	Syad.g_01031	Syat.g_00063
OG0000567	Syad.g_01035	Syat.g_00059
OG0000568	Syad.g_01040	Syat.g_00057
OG0000569	Syad.g_01041	Syat.g_00056
OG0000570	Syad.g_01042	Syat.g_00055
OG0000571	Syad.g_01046	Syat.g_00052
OG0000572	Syad.g_01064	Syat.g_00033
OG0000573	Syad.g_01072	Syat.g_00024
OG0000574	Syad.g_01077	Syat.g_00023
OG0000575	Syad.g_01083	Syat.g_00018
OG0000576	Syad.g_01085	Syat.g_00014
OG0000577	Syad.g_01086	Syat.g_00013
OG0000578	Syad.g_01087	Syat.g_00012
OG0000579	Syad.g_01088	Syat.g_00011
OG0000580	Syad.g_01089	Syat.g_00010
OG0000581	Syad.g_01097	Syat.g_00003
OG0000582	Syad.g_02206	Syat.g_03403
OG0000583	Syad.g_02205	Syat.g_03404
OG0000584	Syad.g_02204	Syat.g_03405
OG0000585	Syad.g_02202	Syat.g_03408
OG0000586	Syad.g_02201	Syat.g_03409
OG0000587	Syad.g_02199	Syat.g_00001
OG0000588	Syad.g_02183	Syat.g_00338
OG0000589	Syad.g_02178	Syat.g_03318
OG0000590	Syad.g_02177	Syat.g_03317
OG0000591	Syad.g_02169	Syat.g_03308
