Orthogroup	Syad	Syaj
OG0000125	Syad.g_03040	Syaj.g_02117
OG0000126	Syad.g_00156	Syaj.g_02256
OG0000127	Syad.g_02710, Syad.g_00058, Syad.g_00383	Syaj.g_00036
OG0000128	Syad.g_00174	Syaj.g_02274
OG0000129	Syad.g_03028	Syaj.g_02106
OG0000130	Syad.g_02728	Syaj.g_01818
OG0000131	Syad.g_02876	Syaj.g_01964
OG0000132	Syad.g_02897	Syaj.g_01984
OG0000133	Syad.g_01761	Syaj.g_00902
OG0000134	Syad.g_00788	Syaj.g_02832
OG0000135	Syad.g_00063	Syaj.g_02167
OG0000136	Syad.g_02445	Syaj.g_01550
OG0000137	Syad.g_02353	Syaj.g_01444
OG0000138	Syad.g_00920	Syaj.g_00088
OG0000139	Syad.g_00983	Syaj.g_00150
OG0000140	Syad.g_00987	Syaj.g_00153
OG0000141	Syad.g_02208	Syaj.g_01340
OG0000142	Syad.g_02152	Syaj.g_01283
OG0000143	Syad.g_02148	Syaj.g_01279
OG0000144	Syad.g_02024	Syaj.g_01151
OG0000145	Syad.g_00927	Syaj.g_00094
OG0000146	Syad.g_01767	Syaj.g_00908
OG0000147	Syad.g_01768	Syaj.g_00909
OG0000148	Syad.g_01861	Syaj.g_01003
OG0000149	Syad.g_01221	Syaj.g_00369
OG0000150	Syad.g_02207	Syaj.g_01339
OG0000150	Syad.g_00989	Syaj.g_00154
OG0000151	Syad.g_01956	Syaj.g_01074
OG0000152	Syad.g_01757	Syaj.g_00898
OG0000153	Syad.g_01713	Syaj.g_00842
OG0000154	Syad.g_01686	Syaj.g_00814
OG0000155	Syad.g_01189	Syaj.g_00338
OG0000156	Syad.g_01116	Syaj.g_00282
OG0000157	Syad.g_01115	Syaj.g_00281
OG0000158	Syad.g_00374	Syaj.g_02445
OG0000160	Syad.g_02279	Syaj.g_01382
OG0000161	Syad.g_02287	Syaj.g_01389
OG0000162	Syad.g_02293	Syaj.g_01395
OG0000163	Syad.g_02542	Syaj.g_01639
OG0000164	Syad.g_02659	Syaj.g_01758
OG0000165	Syad.g_02476	Syaj.g_01582
OG0000166	Syad.g_00654	Syaj.g_02698
OG0000167	Syad.g_00419	Syaj.g_02460
OG0000168	Syad.g_00371	Syaj.g_02444
OG0000169	Syad.g_00360	Syaj.g_02431, Syaj.g_02429
OG0000170	Syad.g_00353	Syaj.g_02422
OG0000171	Syad.g_00321	Syaj.g_02389
OG0000172	Syad.g_00244	Syaj.g_02365
OG0000173	Syad.g_00220	Syaj.g_02321
OG0000174	Syad.g_00065	Syaj.g_02169
OG0000175	Syad.g_00129	Syaj.g_02229
OG0000176	Syad.g_00166	Syaj.g_02266
OG0000177	Syad.g_00167	Syaj.g_02267
OG0000178	Syad.g_00168	Syaj.g_02268
OG0000179	Syad.g_00183	Syaj.g_02283
OG0000180	Syad.g_00184	Syaj.g_02284
OG0000181	Syad.g_00185	Syaj.g_02285
OG0000182	Syad.g_00186	Syaj.g_02286
OG0000183	Syad.g_00190	Syaj.g_02290
OG0000184	Syad.g_03018	Syaj.g_02098
OG0000185	Syad.g_03006	Syaj.g_02087
OG0000186	Syad.g_02722	Syaj.g_01812
OG0000187	Syad.g_02724	Syaj.g_01814
OG0000188	Syad.g_02759	Syaj.g_01837
OG0000189	Syad.g_02788	Syaj.g_01874
OG0000190	Syad.g_02790	Syaj.g_01876
OG0000191	Syad.g_02824	Syaj.g_01910
OG0000192	Syad.g_02834	Syaj.g_01919
OG0000193	Syad.g_02877	Syaj.g_01965
OG0000194	Syad.g_02880	Syaj.g_01968
OG0000195	Syad.g_02884	Syaj.g_01971
OG0000196	Syad.g_02894	Syaj.g_01981
OG0000197	Syad.g_02895	Syaj.g_01982
OG0000198	Syad.g_02896	Syaj.g_01983
OG0000199	Syad.g_02904	Syaj.g_01991
OG0000200	Syad.g_02921	Syaj.g_02008
OG0000201	Syad.g_02937	Syaj.g_02024
OG0000202	Syad.g_02938	Syaj.g_02025
OG0000203	Syad.g_02939	Syaj.g_02026
OG0000204	Syad.g_02940	Syaj.g_02027
OG0000205	Syad.g_02948	Syaj.g_02035
OG0000206	Syad.g_02955	Syaj.g_02043
OG0000207	Syad.g_02957	Syaj.g_02045
OG0000208	Syad.g_02958	Syaj.g_02046
OG0000209	Syad.g_02981	Syaj.g_02070
OG0000210	Syad.g_02982	Syaj.g_02071
OG0000211	Syad.g_00813	Syaj.g_02856
OG0000212	Syad.g_00825	Syaj.g_02881
OG0000213	Syad.g_00556	Syaj.g_02601
OG0000214	Syad.g_00538	Syaj.g_02582
OG0000215	Syad.g_00508	Syaj.g_02551
OG0000216	Syad.g_00504	Syaj.g_02547
OG0000217	Syad.g_00500	Syaj.g_02543
OG0000218	Syad.g_00498	Syaj.g_02541
OG0000219	Syad.g_00497	Syaj.g_02540
OG0000220	Syad.g_00496	Syaj.g_02539
OG0000221	Syad.g_00488	Syaj.g_02530
OG0000222	Syad.g_00473	Syaj.g_02516
OG0000223	Syad.g_00451	Syaj.g_02494
OG0000224	Syad.g_00444	Syaj.g_02487
OG0000225	Syad.g_00777	Syaj.g_02821
OG0000226	Syad.g_00781	Syaj.g_02825
OG0000227	Syad.g_00783	Syaj.g_02827
OG0000228	Syad.g_00784	Syaj.g_02828
OG0000229	Syad.g_02450	Syaj.g_01555
OG0000230	Syad.g_02448	Syaj.g_01553
OG0000231	Syad.g_02436	Syaj.g_01541
OG0000232	Syad.g_02392	Syaj.g_01497
OG0000233	Syad.g_02382	Syaj.g_01481
OG0000234	Syad.g_02351	Syaj.g_01442
OG0000235	Syad.g_00903	Syaj.g_00071
OG0000236	Syad.g_00918	Syaj.g_00086
OG0000237	Syad.g_00936	Syaj.g_00103
OG0000238	Syad.g_00941	Syaj.g_00108
OG0000239	Syad.g_00957	Syaj.g_00125
OG0000240	Syad.g_00958	Syaj.g_00126
OG0000241	Syad.g_02160	Syaj.g_01291
OG0000242	Syad.g_00975	Syaj.g_00142
OG0000243	Syad.g_01000	Syaj.g_00164
OG0000244	Syad.g_01012	Syaj.g_00180
OG0000245	Syad.g_01014	Syaj.g_00182
OG0000246	Syad.g_01017	Syaj.g_00186
OG0000247	Syad.g_01029	Syaj.g_00197
OG0000248	Syad.g_01032	Syaj.g_00200
OG0000249	Syad.g_01034	Syaj.g_00202
OG0000250	Syad.g_01044	Syaj.g_00211
OG0000251	Syad.g_01071	Syaj.g_00237
OG0000252	Syad.g_01078	Syaj.g_00243
OG0000253	Syad.g_01081	Syaj.g_00245
OG0000254	Syad.g_02203	Syaj.g_01335
OG0000255	Syad.g_02185	Syaj.g_01315
OG0000256	Syad.g_02167	Syaj.g_01297
OG0000257	Syad.g_02161	Syaj.g_01292
OG0000258	Syad.g_02143	Syaj.g_01274
OG0000259	Syad.g_01576	Syaj.g_00707
OG0000260	Syad.g_01587	Syaj.g_00712
OG0000261	Syad.g_01590	Syaj.g_00715
OG0000262	Syad.g_01595	Syaj.g_00720
OG0000263	Syad.g_01475	Syaj.g_00605
OG0000264	Syad.g_01360	Syaj.g_00485
OG0000265	Syad.g_01383	Syaj.g_00510
OG0000266	Syad.g_01804	Syaj.g_00946
OG0000267	Syad.g_01645	Syaj.g_00770
OG0000268	Syad.g_01646	Syaj.g_00771
OG0000269	Syad.g_01894	Syaj.g_01031
OG0000270	Syad.g_01891	Syaj.g_01025
OG0000271	Syad.g_01883	Syaj.g_01017
OG0000272	Syad.g_01882	Syaj.g_01016
OG0000273	Syad.g_01247	Syaj.g_00389
OG0000274	Syad.g_01246	Syaj.g_00388
OG0000275	Syad.g_01242	Syaj.g_00384
OG0000276	Syad.g_01229	Syaj.g_00377
OG0000277	Syad.g_01228	Syaj.g_00376
OG0000278	Syad.g_01225	Syaj.g_00373
OG0000279	Syad.g_01208	Syaj.g_00357
OG0000280	Syad.g_01198	Syaj.g_00348
OG0000281	Syad.g_00624	Syaj.g_02670
OG0000282	Syad.g_01619	Syaj.g_00743
OG0000283	Syad.g_01661	Syaj.g_00790
OG0000284	Syad.g_01787	Syaj.g_00930
OG0000285	Syad.g_01776	Syaj.g_00917
OG0000286	Syad.g_01758	Syaj.g_00899
OG0000287	Syad.g_01720	Syaj.g_00849
OG0000288	Syad.g_01687	Syaj.g_00815
OG0000289	Syad.g_01672	Syaj.g_00800
OG0000290	Syad.g_01287	Syaj.g_00424
OG0000291	Syad.g_01289	Syaj.g_00426
OG0000292	Syad.g_00155	Syaj.g_02255
OG0000293	Syad.g_01124	Syaj.g_00290
OG0000294	Syad.g_01125	Syaj.g_00291
OG0000295	Syad.g_01181	Syaj.g_00330
OG0000296	Syad.g_01183	Syaj.g_00332
OG0000297	Syad.g_01512	Syaj.g_00639
OG0000298	Syad.g_01511	Syaj.g_00638
OG0000299	Syad.g_01462	Syaj.g_00592
OG0000300	Syad.g_01455	Syaj.g_00586
OG0000301	Syad.g_01454	Syaj.g_00585
OG0000302	Syad.g_01453	Syaj.g_00582
OG0000303	Syad.g_01442	Syaj.g_00572
OG0000304	Syad.g_01436	Syaj.g_00566
OG0000305	Syad.g_01292	Syaj.g_00429
OG0000306	Syad.g_01989	Syaj.g_01126
OG0000307	Syad.g_00883	Syaj.g_00051
OG0000308	Syad.g_00881	Syaj.g_00049
OG0000309	Syad.g_00876	Syaj.g_00044
OG0000310	Syad.g_02250	Syaj.g_01358
OG0000311	Syad.g_02254	Syaj.g_01362
OG0000312	Syad.g_02265	Syaj.g_01368
OG0000313	Syad.g_02284	Syaj.g_01386
OG0000314	Syad.g_02313	Syaj.g_01420
OG0000315	Syad.g_02323	Syaj.g_01430
OG0000316	Syad.g_02564	Syaj.g_01664
OG0000317	Syad.g_02620	Syaj.g_01715
OG0000318	Syad.g_02624	Syaj.g_01722
OG0000319	Syad.g_02642	Syaj.g_01741
OG0000320	Syad.g_02644	Syaj.g_01743
OG0000321	Syad.g_02645	Syaj.g_01744
OG0000322	Syad.g_02646	Syaj.g_01745
OG0000323	Syad.g_02661	Syaj.g_01760
OG0000324	Syad.g_02505	Syaj.g_01609
OG0000325	Syad.g_00591	Syaj.g_02638
OG0000326	Syad.g_00598	Syaj.g_02645
OG0000327	Syad.g_00649	Syaj.g_02693
OG0000328	Syad.g_00650	Syaj.g_02694
OG0000329	Syad.g_00668	Syaj.g_02712
OG0000330	Syad.g_00669	Syaj.g_02713
OG0000331	Syad.g_00670	Syaj.g_02714
OG0000332	Syad.g_00685	Syaj.g_02729
OG0000333	Syad.g_00688	Syaj.g_02732
OG0000334	Syad.g_00697	Syaj.g_02741
OG0000335	Syad.g_00702	Syaj.g_02746
OG0000336	Syad.g_00706	Syaj.g_02750
OG0000337	Syad.g_00425, Syad.g_00427	Syaj.g_02466
OG0000338	Syad.g_00421	Syaj.g_02462
OG0000339	Syad.g_00414	Syaj.g_02455
OG0000340	Syad.g_00370	Syaj.g_02443
OG0000341	Syad.g_00368	Syaj.g_02441
OG0000342	Syad.g_00367	Syaj.g_02440
OG0000343	Syad.g_00366	Syaj.g_02437
OG0000344	Syad.g_00362	Syaj.g_02433
OG0000345	Syad.g_00352	Syaj.g_02421
OG0000346	Syad.g_00347	Syaj.g_02416
OG0000347	Syad.g_00318	Syaj.g_02383
OG0000348	Syad.g_00233	Syaj.g_02333
OG0000349	Syad.g_00213	Syaj.g_02314
OG0000350	Syad.g_00605	Syaj.g_02652
OG0000351	Syad.g_00134	Syaj.g_02234
OG0000352	Syad.g_00135	Syaj.g_02235
OG0000353	Syad.g_00161	Syaj.g_02261
OG0000354	Syad.g_00947	Syaj.g_00114
OG0000354	Syad.g_00181	Syaj.g_02281
OG0000355	Syad.g_00163	Syaj.g_02263
OG0000356	Syad.g_00164	Syaj.g_02264
OG0000357	Syad.g_00165	Syaj.g_02265
OG0000358	Syad.g_00169	Syaj.g_02269
OG0000359	Syad.g_00171	Syaj.g_02271
OG0000360	Syad.g_00172	Syaj.g_02272
OG0000361	Syad.g_00173	Syaj.g_02273
OG0000362	Syad.g_00175	Syaj.g_02275
OG0000363	Syad.g_00177	Syaj.g_02277
OG0000364	Syad.g_00178	Syaj.g_02278
OG0000365	Syad.g_00187	Syaj.g_02287
OG0000366	Syad.g_00188	Syaj.g_02288
OG0000367	Syad.g_00189	Syaj.g_02289
OG0000368	Syad.g_00191	Syaj.g_02291
OG0000369	Syad.g_00192	Syaj.g_02292
OG0000370	Syad.g_00193	Syaj.g_02293
OG0000371	Syad.g_00201	Syaj.g_02301
OG0000372	Syad.g_00206	Syaj.g_02307
OG0000373	Syad.g_00207	Syaj.g_02308
OG0000374	Syad.g_00208	Syaj.g_02309
OG0000375	Syad.g_00209	Syaj.g_02310
OG0000376	Syad.g_00211	Syaj.g_02312
OG0000377	Syad.g_03027	Syaj.g_02105
OG0000378	Syad.g_03012	Syaj.g_02091
OG0000379	Syad.g_03005	Syaj.g_02086
OG0000380	Syad.g_02725	Syaj.g_01815
OG0000381	Syad.g_02729	Syaj.g_01819
OG0000382	Syad.g_02758	Syaj.g_01836
OG0000383	Syad.g_02761	Syaj.g_01839
OG0000384	Syad.g_02762	Syaj.g_01840
OG0000385	Syad.g_02763	Syaj.g_01841
OG0000386	Syad.g_02764	Syaj.g_01842
OG0000387	Syad.g_02792	Syaj.g_01878
OG0000388	Syad.g_02796	Syaj.g_01882
OG0000389	Syad.g_02800	Syaj.g_01886
OG0000390	Syad.g_02818	Syaj.g_01904
OG0000391	Syad.g_02823	Syaj.g_01909
OG0000392	Syad.g_02833	Syaj.g_01918
OG0000393	Syad.g_02837	Syaj.g_01922
OG0000394	Syad.g_02838	Syaj.g_01923
OG0000395	Syad.g_02839	Syaj.g_01924
OG0000396	Syad.g_02843	Syaj.g_01928
OG0000397	Syad.g_02845	Syaj.g_01930
OG0000398	Syad.g_02850	Syaj.g_01935
OG0000399	Syad.g_02851	Syaj.g_01936
OG0000400	Syad.g_02852	Syaj.g_01937
OG0000401	Syad.g_02853	Syaj.g_01938
OG0000402	Syad.g_02855	Syaj.g_01940
OG0000403	Syad.g_02856	Syaj.g_01941
OG0000404	Syad.g_02858	Syaj.g_01943
OG0000405	Syad.g_02874	Syaj.g_01961
OG0000406	Syad.g_02878	Syaj.g_01966
OG0000407	Syad.g_02879	Syaj.g_01967
OG0000408	Syad.g_02883	Syaj.g_01970
OG0000409	Syad.g_02885	Syaj.g_01972
OG0000410	Syad.g_02886	Syaj.g_01973
OG0000411	Syad.g_02887	Syaj.g_01974
OG0000412	Syad.g_02888	Syaj.g_01975
OG0000413	Syad.g_02890	Syaj.g_01977
OG0000415	Syad.g_02891	Syaj.g_01978
OG0000416	Syad.g_02892	Syaj.g_01979
OG0000417	Syad.g_02893	Syaj.g_01980
OG0000418	Syad.g_02898	Syaj.g_01985
OG0000419	Syad.g_02900	Syaj.g_01987
OG0000420	Syad.g_02902	Syaj.g_01989
OG0000421	Syad.g_02907	Syaj.g_01994
OG0000422	Syad.g_02908	Syaj.g_01995
OG0000423	Syad.g_02909	Syaj.g_01996
OG0000424	Syad.g_02910	Syaj.g_01997
OG0000425	Syad.g_02911	Syaj.g_01998
OG0000426	Syad.g_02912	Syaj.g_01999
OG0000427	Syad.g_02913	Syaj.g_02000
OG0000428	Syad.g_02916	Syaj.g_02003
OG0000429	Syad.g_02918	Syaj.g_02005
OG0000430	Syad.g_02920	Syaj.g_02007
OG0000431	Syad.g_02923	Syaj.g_02010
OG0000432	Syad.g_02930	Syaj.g_02017
OG0000433	Syad.g_02933	Syaj.g_02020
OG0000434	Syad.g_02934	Syaj.g_02021
OG0000435	Syad.g_02936	Syaj.g_02023
OG0000436	Syad.g_02942	Syaj.g_02029
OG0000437	Syad.g_02943	Syaj.g_02030
OG0000438	Syad.g_02944	Syaj.g_02031
OG0000439	Syad.g_02946	Syaj.g_02033
OG0000440	Syad.g_02947	Syaj.g_02034
OG0000441	Syad.g_02951	Syaj.g_02038
OG0000442	Syad.g_02952	Syaj.g_02039
OG0000443	Syad.g_02953	Syaj.g_02040
OG0000444	Syad.g_02964	Syaj.g_02052
OG0000445	Syad.g_02965	Syaj.g_02053
OG0000446	Syad.g_02967	Syaj.g_02055
OG0000447	Syad.g_02970	Syaj.g_02058
OG0000448	Syad.g_02971	Syaj.g_02059
OG0000449	Syad.g_02972	Syaj.g_02060
OG0000450	Syad.g_02978	Syaj.g_02067
OG0000451	Syad.g_02979	Syaj.g_02068
OG0000452	Syad.g_02983	Syaj.g_02072
OG0000453	Syad.g_02984	Syaj.g_02073
OG0000454	Syad.g_02985	Syaj.g_02074
OG0000455	Syad.g_02986	Syaj.g_02075
OG0000456	Syad.g_02987	Syaj.g_02076
OG0000457	Syad.g_02989	Syaj.g_02078
OG0000458	Syad.g_02998	Syaj.g_02079
OG0000459	Syad.g_02999	Syaj.g_02080
OG0000460	Syad.g_00815	Syaj.g_02858
OG0000461	Syad.g_00579	Syaj.g_02623
OG0000462	Syad.g_00576	Syaj.g_02620
OG0000463	Syad.g_00575	Syaj.g_02619
OG0000464	Syad.g_00574	Syaj.g_02618
OG0000465	Syad.g_00573	Syaj.g_02617
OG0000466	Syad.g_00568	Syaj.g_02612
OG0000467	Syad.g_00566	Syaj.g_02610
OG0000468	Syad.g_00561	Syaj.g_02605
OG0000469	Syad.g_00545	Syaj.g_02590
OG0000470	Syad.g_00542	Syaj.g_02586
OG0000471	Syad.g_00541	Syaj.g_02585
OG0000472	Syad.g_00539	Syaj.g_02583
OG0000473	Syad.g_00537	Syaj.g_02581
OG0000474	Syad.g_00536	Syaj.g_02580
OG0000475	Syad.g_00535	Syaj.g_02579
OG0000476	Syad.g_00533	Syaj.g_02577
OG0000477	Syad.g_00528	Syaj.g_02571
OG0000478	Syad.g_00527	Syaj.g_02570
OG0000479	Syad.g_00526	Syaj.g_02569
OG0000480	Syad.g_00520	Syaj.g_02562
OG0000481	Syad.g_00518	Syaj.g_02560
OG0000482	Syad.g_00517	Syaj.g_02559
OG0000483	Syad.g_00513	Syaj.g_02555
OG0000484	Syad.g_00512	Syaj.g_02554
OG0000485	Syad.g_00511	Syaj.g_02553
OG0000486	Syad.g_00510	Syaj.g_02552
OG0000487	Syad.g_00503	Syaj.g_02546
OG0000488	Syad.g_00499	Syaj.g_02542
OG0000489	Syad.g_00487	Syaj.g_02529
OG0000490	Syad.g_00475	Syaj.g_02519
OG0000491	Syad.g_00474	Syaj.g_02517
OG0000492	Syad.g_00472	Syaj.g_02515
OG0000493	Syad.g_00471	Syaj.g_02514
OG0000494	Syad.g_00470	Syaj.g_02513
OG0000495	Syad.g_00469	Syaj.g_02512
OG0000496	Syad.g_00468	Syaj.g_02511
OG0000497	Syad.g_00467	Syaj.g_02510
OG0000498	Syad.g_00466	Syaj.g_02509
OG0000499	Syad.g_00465	Syaj.g_02508
OG0000500	Syad.g_00464	Syaj.g_02507
OG0000501	Syad.g_00461	Syaj.g_02504
OG0000502	Syad.g_00449	Syaj.g_02492
OG0000503	Syad.g_00761	Syaj.g_02805
OG0000504	Syad.g_00763	Syaj.g_02807
OG0000505	Syad.g_00764	Syaj.g_02808
OG0000506	Syad.g_00766	Syaj.g_02810
OG0000507	Syad.g_00772	Syaj.g_02816
OG0000508	Syad.g_00776	Syaj.g_02820
OG0000509	Syad.g_00778	Syaj.g_02822
OG0000510	Syad.g_00779	Syaj.g_02823
OG0000511	Syad.g_00780	Syaj.g_02824
OG0000512	Syad.g_00782	Syaj.g_02826
OG0000513	Syad.g_00789	Syaj.g_02833
OG0000514	Syad.g_00795	Syaj.g_02839
OG0000515	Syad.g_00796	Syaj.g_02840
OG0000516	Syad.g_02456	Syaj.g_01561
OG0000517	Syad.g_02451	Syaj.g_01556
OG0000518	Syad.g_02439	Syaj.g_01544
OG0000519	Syad.g_02438	Syaj.g_01543
OG0000520	Syad.g_02437	Syaj.g_01542
OG0000521	Syad.g_01108	Syaj.g_00271
