Orthogroup	Syad	Pray
OG0000334	Syad.g_00697	Pray.g_01309
OG0000335	Syad.g_00702	Pray.g_01314
OG0000336	Syad.g_00706	Pray.g_01318
OG0000337	Syad.g_00425, Syad.g_00427	Pray.g_01335
OG0000338	Syad.g_00421	Pray.g_01336
OG0000339	Syad.g_00414	Pray.g_01340
OG0000340	Syad.g_00370	Pray.g_01348
OG0000341	Syad.g_00368	Pray.g_01350
OG0000342	Syad.g_00367	Pray.g_01351
OG0000343	Syad.g_00366	Pray.g_01352
OG0000344	Syad.g_00362	Pray.g_01355
OG0000345	Syad.g_00352	Pray.g_01360
OG0000346	Syad.g_00347	Pray.g_01365
OG0000347	Syad.g_00318	Pray.g_01381
OG0000348	Syad.g_00233	Pray.g_01391
OG0000349	Syad.g_00213	Pray.g_01408
OG0000350	Syad.g_00605	Pray.g_01427
OG0000351	Syad.g_00134	Pray.g_01444
OG0000352	Syad.g_00135	Pray.g_01445
OG0000353	Syad.g_00161	Pray.g_01460
OG0000355	Syad.g_00163	Pray.g_01462
OG0000356	Syad.g_00164	Pray.g_01463
OG0000357	Syad.g_00165	Pray.g_01464
OG0000358	Syad.g_00169	Pray.g_01469
OG0000359	Syad.g_00171	Pray.g_01470
OG0000360	Syad.g_00172	Pray.g_01471
OG0000361	Syad.g_00173	Pray.g_01472
OG0000362	Syad.g_00175	Pray.g_01474
OG0000363	Syad.g_00177	Pray.g_01476
OG0000364	Syad.g_00178	Pray.g_01477
OG0000365	Syad.g_00187	Pray.g_01482
OG0000366	Syad.g_00188	Pray.g_01483
OG0000367	Syad.g_00189	Pray.g_01484
OG0000368	Syad.g_00191	Pray.g_01486
OG0000369	Syad.g_00192	Pray.g_01487
OG0000370	Syad.g_00193	Pray.g_01488
OG0000371	Syad.g_00201	Pray.g_01494
OG0000372	Syad.g_00206	Pray.g_01497
OG0000373	Syad.g_00207	Pray.g_01498
OG0000374	Syad.g_00208	Pray.g_01499
OG0000375	Syad.g_00209	Pray.g_00243
OG0000376	Syad.g_00211	Pray.g_00241
OG0000377	Syad.g_03027	Pray.g_00238
OG0000378	Syad.g_03012	Pray.g_00236
OG0000379	Syad.g_03005	Pray.g_00233
OG0000380	Syad.g_02725	Pray.g_00223
OG0000381	Syad.g_02729	Pray.g_00219
OG0000382	Syad.g_02758	Pray.g_00208
OG0000383	Syad.g_02761	Pray.g_00206
OG0000384	Syad.g_02762	Pray.g_00205
OG0000385	Syad.g_02763	Pray.g_00204
OG0000386	Syad.g_02764	Pray.g_00203
OG0000387	Syad.g_02792	Pray.g_00190
OG0000388	Syad.g_02796	Pray.g_00187
OG0000389	Syad.g_02800	Pray.g_00183
OG0000390	Syad.g_02818	Pray.g_00176
OG0000391	Syad.g_02823	Pray.g_00173
OG0000392	Syad.g_02833	Pray.g_00169
OG0000393	Syad.g_02837	Pray.g_00167
OG0000394	Syad.g_02838	Pray.g_00166
OG0000395	Syad.g_02839	Pray.g_00165
OG0000396	Syad.g_02843	Pray.g_00162
OG0000397	Syad.g_02845	Pray.g_00160
OG0000398	Syad.g_02850	Pray.g_00158
OG0000399	Syad.g_02851	Pray.g_00157
OG0000400	Syad.g_02852	Pray.g_00156
OG0000401	Syad.g_02853	Pray.g_00155
OG0000402	Syad.g_02855	Pray.g_00153
OG0000403	Syad.g_02856	Pray.g_00152
OG0000404	Syad.g_02858	Pray.g_00151
OG0000405	Syad.g_02874	Pray.g_00147
OG0000406	Syad.g_02878	Pray.g_00142
OG0000407	Syad.g_02879	Pray.g_00141
OG0000408	Syad.g_02883	Pray.g_00139
OG0000409	Syad.g_02885	Pray.g_00137
OG0000410	Syad.g_02886	Pray.g_00136
OG0000411	Syad.g_02887	Pray.g_00635
OG0000412	Syad.g_02888	Pray.g_00636
OG0000413	Syad.g_02890	Pray.g_00637
OG0000415	Syad.g_02891	Pray.g_00639
OG0000416	Syad.g_02892	Pray.g_00640
OG0000417	Syad.g_02893	Pray.g_00641
OG0000418	Syad.g_02898	Pray.g_00646
OG0000419	Syad.g_02900	Pray.g_00648
OG0000420	Syad.g_02902	Pray.g_00649
OG0000421	Syad.g_02907	Pray.g_00654
OG0000422	Syad.g_02908	Pray.g_00655
OG0000423	Syad.g_02909	Pray.g_00656
OG0000424	Syad.g_02910	Pray.g_00657
OG0000425	Syad.g_02911	Pray.g_00658
OG0000426	Syad.g_02912	Pray.g_00659
OG0000427	Syad.g_02913	Pray.g_00660
OG0000428	Syad.g_02916	Pray.g_00662
OG0000429	Syad.g_02918	Pray.g_00663
OG0000430	Syad.g_02920	Pray.g_00664
OG0000431	Syad.g_02923	Pray.g_00666
OG0000432	Syad.g_02930	Pray.g_00669
OG0000433	Syad.g_02933	Pray.g_00670
OG0000434	Syad.g_02934	Pray.g_00671
OG0000435	Syad.g_02936	Pray.g_00672
OG0000436	Syad.g_02942	Pray.g_00677
OG0000437	Syad.g_02943	Pray.g_00678
OG0000438	Syad.g_02944	Pray.g_00679
OG0000439	Syad.g_02946	Pray.g_00681
OG0000440	Syad.g_02947	Pray.g_00682
OG0000441	Syad.g_02951	Pray.g_00685
OG0000442	Syad.g_02952	Pray.g_00686
OG0000443	Syad.g_02953	Pray.g_00687
OG0000444	Syad.g_02964	Pray.g_00692
OG0000445	Syad.g_02965	Pray.g_00693
OG0000446	Syad.g_02967	Pray.g_00694
OG0000447	Syad.g_02970	Pray.g_00695
OG0000448	Syad.g_02971	Pray.g_00696
OG0000449	Syad.g_02972	Pray.g_00697
OG0000450	Syad.g_02978	Pray.g_00698
OG0000451	Syad.g_02979	Pray.g_00699
OG0000452	Syad.g_02983	Pray.g_00702
OG0000453	Syad.g_02984	Pray.g_00703
OG0000454	Syad.g_02985	Pray.g_00704
OG0000455	Syad.g_02986	Pray.g_00705
OG0000456	Syad.g_02987	Pray.g_00706
OG0000457	Syad.g_02989	Pray.g_00707
OG0000458	Syad.g_02998	Pray.g_00708
OG0000459	Syad.g_02999	Pray.g_00709
OG0000460	Syad.g_00815	Pray.g_00716
OG0000461	Syad.g_00579	Pray.g_00723
OG0000462	Syad.g_00576	Pray.g_00725
OG0000463	Syad.g_00575	Pray.g_00726
OG0000464	Syad.g_00574	Pray.g_00727
OG0000465	Syad.g_00573	Pray.g_00728
OG0000466	Syad.g_00568	Pray.g_00731
OG0000467	Syad.g_00566	Pray.g_00732
OG0000468	Syad.g_00561	Pray.g_00734
OG0000469	Syad.g_00545	Pray.g_00742
OG0000470	Syad.g_00542	Pray.g_00744
OG0000471	Syad.g_00541	Pray.g_00745
OG0000472	Syad.g_00539	Pray.g_00746
OG0000473	Syad.g_00537	Pray.g_00748
OG0000474	Syad.g_00536	Pray.g_00749
OG0000475	Syad.g_00535	Pray.g_00750
OG0000476	Syad.g_00533	Pray.g_00751
OG0000477	Syad.g_00528	Pray.g_00754
OG0000478	Syad.g_00527	Pray.g_00755
OG0000479	Syad.g_00526	Pray.g_00756
OG0000480	Syad.g_00520	Pray.g_00761
OG0000481	Syad.g_00518	Pray.g_00763
OG0000482	Syad.g_00517	Pray.g_00764
OG0000483	Syad.g_00513	Pray.g_00767
OG0000484	Syad.g_00512	Pray.g_00768
OG0000485	Syad.g_00511	Pray.g_00769
OG0000486	Syad.g_00510	Pray.g_00770
OG0000487	Syad.g_00503	Pray.g_00773
OG0000488	Syad.g_00499	Pray.g_00776
OG0000489	Syad.g_00487	Pray.g_00781
OG0000490	Syad.g_00475	Pray.g_00786
OG0000491	Syad.g_00474	Pray.g_00787
OG0000492	Syad.g_00472	Pray.g_00789
OG0000493	Syad.g_00471	Pray.g_00790
OG0000494	Syad.g_00470	Pray.g_00791
OG0000495	Syad.g_00469	Pray.g_00792
OG0000496	Syad.g_00468	Pray.g_00793
OG0000497	Syad.g_00467	Pray.g_00794
OG0000498	Syad.g_00466	Pray.g_00795
OG0000499	Syad.g_00465	Pray.g_00796
OG0000500	Syad.g_00464	Pray.g_00797
OG0000501	Syad.g_00461	Pray.g_00799
OG0000502	Syad.g_00449	Pray.g_00802
OG0000503	Syad.g_00761	Pray.g_00812
OG0000504	Syad.g_00763	Pray.g_00813
OG0000505	Syad.g_00764	Pray.g_00814
OG0000506	Syad.g_00766	Pray.g_00816
OG0000507	Syad.g_00772	Pray.g_00819
OG0000508	Syad.g_00776	Pray.g_00823
OG0000509	Syad.g_00778	Pray.g_00825
OG0000510	Syad.g_00779	Pray.g_00826
OG0000511	Syad.g_00780	Pray.g_00827
OG0000512	Syad.g_00782	Pray.g_00829
OG0000513	Syad.g_00789	Pray.g_00836
OG0000514	Syad.g_00795	Pray.g_00921
OG0000515	Syad.g_00796	Pray.g_00922
OG0000516	Syad.g_02456	Pray.g_00923
OG0000517	Syad.g_02451	Pray.g_00925
OG0000518	Syad.g_02439	Pray.g_00936
OG0000519	Syad.g_02438	Pray.g_00937
OG0000520	Syad.g_02437	Pray.g_00938
OG0000521	Syad.g_01108	Pray.g_00943
OG0000522	Syad.g_01109	Pray.g_00945
OG0000523	Syad.g_01110	Pray.g_00946
OG0000524	Syad.g_02386	Pray.g_00951
OG0000525	Syad.g_02363	Pray.g_00954
OG0000526	Syad.g_02360	Pray.g_00955
OG0000527	Syad.g_02355	Pray.g_00963
OG0000528	Syad.g_00897	Pray.g_00968
OG0000529	Syad.g_00905	Pray.g_00971
OG0000530	Syad.g_00908	Pray.g_00974
OG0000531	Syad.g_00909	Pray.g_00975
OG0000532	Syad.g_00912	Pray.g_00977
OG0000533	Syad.g_00913	Pray.g_00978
OG0000534	Syad.g_00914	Pray.g_00979
OG0000535	Syad.g_00915	Pray.g_00980
OG0000536	Syad.g_00916	Pray.g_00981
OG0000537	Syad.g_00917	Pray.g_00982
OG0000538	Syad.g_00929	Pray.g_00991
OG0000539	Syad.g_00930	Pray.g_00992
OG0000540	Syad.g_00931	Pray.g_00993
OG0000541	Syad.g_00932	Pray.g_00994
OG0000542	Syad.g_00935	Pray.g_00996
OG0000543	Syad.g_00937	Pray.g_00998
OG0000544	Syad.g_00938	Pray.g_00999
OG0000545	Syad.g_00940	Pray.g_01001
OG0000546	Syad.g_00942	Pray.g_01004
OG0000547	Syad.g_00944	Pray.g_01006
OG0000548	Syad.g_00945	Pray.g_01007
OG0000549	Syad.g_00952	Pray.g_01009
OG0000550	Syad.g_00956	Pray.g_01014
OG0000551	Syad.g_00960	Pray.g_01018
OG0000552	Syad.g_00961	Pray.g_01019
OG0000553	Syad.g_00965	Pray.g_01020
OG0000554	Syad.g_00978	Pray.g_01227
OG0000555	Syad.g_00999	Pray.g_01219
OG0000556	Syad.g_01003	Pray.g_01217
OG0000557	Syad.g_01011	Pray.g_01216
OG0000558	Syad.g_01013	Pray.g_01214
OG0000559	Syad.g_01016	Pray.g_01210
OG0000560	Syad.g_01019	Pray.g_01207
OG0000561	Syad.g_01020	Pray.g_01206
OG0000562	Syad.g_01021	Pray.g_01205
OG0000563	Syad.g_01022	Pray.g_01204
OG0000564	Syad.g_01023	Pray.g_01203
OG0000565	Syad.g_01027	Pray.g_01200
OG0000566	Syad.g_01031	Pray.g_01198
OG0000567	Syad.g_01035	Pray.g_01194
OG0000568	Syad.g_01040	Pray.g_01193
OG0000569	Syad.g_01041	Pray.g_01192
OG0000570	Syad.g_01042	Pray.g_01191
OG0000571	Syad.g_01046	Pray.g_01189
OG0000572	Syad.g_01064	Pray.g_01176
OG0000573	Syad.g_01072	Pray.g_01171
OG0000574	Syad.g_01077	Pray.g_01170
OG0000575	Syad.g_01083	Pray.g_01166
OG0000576	Syad.g_01085	Pray.g_01164
OG0000577	Syad.g_01086	Pray.g_01163
OG0000578	Syad.g_01087	Pray.g_01162
