Orthogroup	Syad	Prar
OG0000105	Syad.g_00530	Prar.g_00313
OG0000106	Syad.g_01993	Prar.g_00431
OG0000107	Syad.g_00590	Prar.g_00446
OG0000108	Syad.g_00904	Prar.g_00530
OG0000109	Syad.g_00919	Prar.g_00544
OG0000110	Syad.g_01048	Prar.g_01404
OG0000111	Syad.g_01300	Prar.g_01529
OG0000112	Syad.g_01766	Prar.g_01652
OG0000113	Syad.g_01851	Prar.g_01706
OG0000114	Syad.g_01617	Prar.g_01776
OG0000115	Syad.g_02300	Prar.g_01318
OG0000116	Syad.g_01123	Prar.g_01273
OG0000117	Syad.g_01510	Prar.g_01003
OG0000118	Syad.g_01104	Prar.g_00943
OG0000119	Syad.g_01168	Prar.g_00915
OG0000120	Syad.g_00459	Prar.g_00880
OG0000121	Syad.g_02280	Prar.g_00337
OG0000122	Syad.g_02122	Prar.g_00807
OG0000123	Syad.g_00701	Prar.g_01021
OG0000124	Syad.g_00320	Prar.g_00668
OG0000125	Syad.g_03040	Prar.g_00704
OG0000126	Syad.g_00156	Prar.g_00043
OG0000128	Syad.g_00174	Prar.g_00027
OG0000129	Syad.g_03028	Prar.g_00576
OG0000130	Syad.g_02728	Prar.g_00549
OG0000131	Syad.g_02876	Prar.g_00182
OG0000132	Syad.g_02897	Prar.g_00163
OG0000133	Syad.g_01761	Prar.g_00265
OG0000134	Syad.g_00788	Prar.g_00417
OG0000135	Syad.g_00063	Prar.g_00444
OG0000136	Syad.g_02445	Prar.g_00489
OG0000137	Syad.g_02353	Prar.g_00525
OG0000138	Syad.g_00920	Prar.g_00545
OG0000139	Syad.g_00983	Prar.g_01367
OG0000140	Syad.g_00987	Prar.g_01368
OG0000141	Syad.g_02208	Prar.g_01437
OG0000142	Syad.g_02152	Prar.g_01465
OG0000143	Syad.g_02148	Prar.g_01469
OG0000144	Syad.g_02024	Prar.g_01482
OG0000145	Syad.g_00927	Prar.g_01651
OG0000146	Syad.g_01767	Prar.g_01653
OG0000147	Syad.g_01768	Prar.g_01654
OG0000148	Syad.g_01861	Prar.g_01700
OG0000149	Syad.g_01221	Prar.g_01730
OG0000150	Syad.g_02207, Syad.g_00989	Prar.g_01738
OG0000151	Syad.g_01956	Prar.g_01786
OG0000152	Syad.g_01757	Prar.g_01833
OG0000153	Syad.g_01713	Prar.g_01852
OG0000154	Syad.g_01686	Prar.g_01878
OG0000155	Syad.g_01189	Prar.g_01243
OG0000156	Syad.g_01116	Prar.g_00966
OG0000157	Syad.g_01115	Prar.g_00965
OG0000158	Syad.g_00374	Prar.g_00375
OG0000160	Syad.g_02279	Prar.g_00338
OG0000161	Syad.g_02287	Prar.g_00840
OG0000162	Syad.g_02293	Prar.g_00834
OG0000163	Syad.g_02542	Prar.g_00800
OG0000164	Syad.g_02659	Prar.g_01964
OG0000165	Syad.g_02476	Prar.g_01971
OG0000166	Syad.g_00654	Prar.g_01063
OG0000167	Syad.g_00419	Prar.g_00627
OG0000168	Syad.g_00371	Prar.g_00637
OG0000169	Syad.g_00360	Prar.g_00647
OG0000170	Syad.g_00353	Prar.g_00649
OG0000171	Syad.g_00321	Prar.g_00667
OG0000172	Syad.g_00244	Prar.g_00675
OG0000173	Syad.g_00220	Prar.g_00690
OG0000174	Syad.g_00065	Prar.g_00068
OG0000175	Syad.g_00129	Prar.g_00058
OG0000176	Syad.g_00166	Prar.g_00034
OG0000177	Syad.g_00167	Prar.g_00033
OG0000178	Syad.g_00168	Prar.g_00032
OG0000179	Syad.g_00183	Prar.g_00022
OG0000180	Syad.g_00184	Prar.g_00021
OG0000181	Syad.g_00185	Prar.g_00020
OG0000182	Syad.g_00186	Prar.g_00019
OG0000183	Syad.g_00190	Prar.g_00015
OG0000184	Syad.g_03018	Prar.g_00573
OG0000185	Syad.g_03006	Prar.g_00570
OG0000186	Syad.g_02722	Prar.g_00554
OG0000187	Syad.g_02724	Prar.g_00553
OG0000188	Syad.g_02759	Prar.g_00246
OG0000189	Syad.g_02788	Prar.g_00232
OG0000190	Syad.g_02790	Prar.g_00231
OG0000191	Syad.g_02824	Prar.g_00211
OG0000192	Syad.g_02834	Prar.g_00207
OG0000193	Syad.g_02877	Prar.g_00181
OG0000194	Syad.g_02880	Prar.g_00178
OG0000195	Syad.g_02884	Prar.g_00176
OG0000196	Syad.g_02894	Prar.g_00166
OG0000197	Syad.g_02895	Prar.g_00165
OG0000198	Syad.g_02896	Prar.g_00164
OG0000199	Syad.g_02904	Prar.g_00157
OG0000200	Syad.g_02921	Prar.g_00143
OG0000201	Syad.g_02937	Prar.g_00135
OG0000202	Syad.g_02938	Prar.g_00134
OG0000203	Syad.g_02939	Prar.g_00133
OG0000204	Syad.g_02940	Prar.g_00132
OG0000205	Syad.g_02948	Prar.g_00125
OG0000206	Syad.g_02955	Prar.g_00120
OG0000207	Syad.g_02957	Prar.g_00118
OG0000208	Syad.g_02958	Prar.g_00117
OG0000209	Syad.g_02981	Prar.g_00108
OG0000210	Syad.g_02982	Prar.g_00107
OG0000211	Syad.g_00813	Prar.g_00094
OG0000212	Syad.g_00825	Prar.g_00087
OG0000213	Syad.g_00556	Prar.g_00330
OG0000214	Syad.g_00538	Prar.g_00320
OG0000215	Syad.g_00508	Prar.g_00295
OG0000216	Syad.g_00504, Syad.g_00285	Prar.g_00293
OG0000217	Syad.g_00500	Prar.g_01154, Prar.g_00290
OG0000218	Syad.g_00498	Prar.g_00288
OG0000219	Syad.g_00497	Prar.g_00287
OG0000220	Syad.g_00496	Prar.g_00286
OG0000221	Syad.g_00488	Prar.g_00285
OG0000222	Syad.g_00473	Prar.g_00277
OG0000223	Syad.g_00451	Prar.g_00264
OG0000224	Syad.g_00444	Prar.g_00262
OG0000225	Syad.g_00777	Prar.g_00406
OG0000226	Syad.g_00781	Prar.g_00410
OG0000227	Syad.g_00783	Prar.g_00412
OG0000228	Syad.g_00784	Prar.g_00415
OG0000229	Syad.g_02450	Prar.g_00484
OG0000230	Syad.g_02448	Prar.g_00486
OG0000231	Syad.g_02436	Prar.g_00497
OG0000232	Syad.g_02392	Prar.g_00506
OG0000233	Syad.g_02382	Prar.g_00512
OG0000234	Syad.g_02351	Prar.g_00526
OG0000235	Syad.g_00903	Prar.g_00529
OG0000236	Syad.g_00918	Prar.g_00543
OG0000237	Syad.g_00936	Prar.g_01337
OG0000238	Syad.g_00941	Prar.g_01343
OG0000239	Syad.g_00957	Prar.g_01355
OG0000240	Syad.g_00958	Prar.g_01356
OG0000241	Syad.g_02160	Prar.g_01360
OG0000242	Syad.g_00975	Prar.g_01362
OG0000243	Syad.g_01000	Prar.g_01373
OG0000244	Syad.g_01012	Prar.g_01376
OG0000245	Syad.g_01014	Prar.g_01378
OG0000246	Syad.g_01017	Prar.g_01382
OG0000247	Syad.g_01029	Prar.g_01392
OG0000248	Syad.g_01032	Prar.g_01394
OG0000249	Syad.g_01034	Prar.g_01396
OG0000250	Syad.g_01044	Prar.g_01401
OG0000251	Syad.g_01071	Prar.g_01420
OG0000252	Syad.g_01078	Prar.g_01424
OG0000253	Syad.g_01081	Prar.g_01425
OG0000254	Syad.g_02203	Prar.g_01441
OG0000255	Syad.g_02185	Prar.g_01447
OG0000256	Syad.g_02167	Prar.g_01457
OG0000257	Syad.g_02161	Prar.g_01460
OG0000258	Syad.g_02143	Prar.g_01473
OG0000259	Syad.g_01576	Prar.g_01490
OG0000260	Syad.g_01587	Prar.g_01493
OG0000261	Syad.g_01590	Prar.g_01495
OG0000262	Syad.g_01595	Prar.g_01499
OG0000263	Syad.g_01475	Prar.g_01511
OG0000264	Syad.g_01360	Prar.g_01521
OG0000265	Syad.g_01383	Prar.g_01599
OG0000266	Syad.g_01804	Prar.g_01609
OG0000267	Syad.g_01645	Prar.g_01620
OG0000268	Syad.g_01646	Prar.g_01621
OG0000269	Syad.g_01894	Prar.g_01679
OG0000270	Syad.g_01891	Prar.g_01682
OG0000271	Syad.g_01883	Prar.g_01690
OG0000272	Syad.g_01882	Prar.g_01691
OG0000273	Syad.g_01247	Prar.g_01714
OG0000274	Syad.g_01246	Prar.g_01715
OG0000275	Syad.g_01242	Prar.g_01717
OG0000276	Syad.g_01229	Prar.g_01722
OG0000277	Syad.g_01228	Prar.g_01723
OG0000278	Syad.g_01225	Prar.g_01726
OG0000279	Syad.g_01208	Prar.g_01733
OG0000280	Syad.g_01198	Prar.g_01734
OG0000281	Syad.g_00624	Prar.g_01740
OG0000282	Syad.g_01619	Prar.g_01778
OG0000283	Syad.g_01661	Prar.g_01810
OG0000284	Syad.g_01787	Prar.g_01815
OG0000285	Syad.g_01776	Prar.g_01820
OG0000286	Syad.g_01758	Prar.g_01832
OG0000287	Syad.g_01720	Prar.g_01849
OG0000288	Syad.g_01687	Prar.g_01877
OG0000289	Syad.g_01672	Prar.g_01888
OG0000290	Syad.g_01287	Prar.g_01901
OG0000291	Syad.g_01289	Prar.g_01903
OG0000292	Syad.g_00155	Prar.g_01953
OG0000293	Syad.g_01124	Prar.g_01272
OG0000294	Syad.g_01125	Prar.g_01271
OG0000295	Syad.g_01181	Prar.g_01251
OG0000296	Syad.g_01183	Prar.g_01249
OG0000297	Syad.g_01512	Prar.g_01241
OG0000298	Syad.g_01511	Prar.g_01240
OG0000299	Syad.g_01462	Prar.g_01223
OG0000300	Syad.g_01455	Prar.g_01220
OG0000301	Syad.g_01454	Prar.g_01219
OG0000302	Syad.g_01453	Prar.g_01217
OG0000303	Syad.g_01442	Prar.g_01210
OG0000304	Syad.g_01436	Prar.g_01206
OG0000305	Syad.g_01292	Prar.g_00919
OG0000306	Syad.g_01989	Prar.g_00916
OG0000307	Syad.g_00883	Prar.g_00902
OG0000308	Syad.g_00881	Prar.g_00901
OG0000309	Syad.g_00876	Prar.g_00897
OG0000310	Syad.g_02250	Prar.g_00354
OG0000311	Syad.g_02254	Prar.g_00352
OG0000312	Syad.g_02265	Prar.g_00349
OG0000313	Syad.g_02284	Prar.g_00335
OG0000314	Syad.g_02313, Syad.g_02231	Prar.g_00820
OG0000315	Syad.g_02323	Prar.g_00810
OG0000316	Syad.g_02564	Prar.g_00790
OG0000317	Syad.g_02620	Prar.g_01145
OG0000318	Syad.g_02624	Prar.g_01142
OG0000319	Syad.g_02642	Prar.g_01129
OG0000320	Syad.g_02644	Prar.g_01127
OG0000321	Syad.g_02645	Prar.g_01126
OG0000322	Syad.g_02646	Prar.g_01125
OG0000323	Syad.g_02661	Prar.g_01967
OG0000324	Syad.g_02505	Prar.g_00609
OG0000325	Syad.g_00591	Prar.g_01113
OG0000326	Syad.g_00598	Prar.g_01107
OG0000327	Syad.g_00649	Prar.g_01068
OG0000328	Syad.g_00650	Prar.g_01067
OG0000329	Syad.g_00668	Prar.g_01050
OG0000330	Syad.g_00669	Prar.g_01049
OG0000331	Syad.g_00670	Prar.g_01048
OG0000332	Syad.g_00685	Prar.g_01034
OG0000333	Syad.g_00688	Prar.g_01032
OG0000334	Syad.g_00697	Prar.g_01024
OG0000335	Syad.g_00702	Prar.g_01020
OG0000336	Syad.g_00706	Prar.g_01016
OG0000337	Syad.g_00425, Syad.g_00427	Prar.g_00625
OG0000338	Syad.g_00421	Prar.g_00626
OG0000339	Syad.g_00414	Prar.g_00630
OG0000340	Syad.g_00370	Prar.g_00638
OG0000341	Syad.g_00368	Prar.g_00640
OG0000342	Syad.g_00367	Prar.g_00641
OG0000343	Syad.g_00366	Prar.g_00642
OG0000344	Syad.g_00362	Prar.g_00645
OG0000345	Syad.g_00352	Prar.g_00650
OG0000346	Syad.g_00347	Prar.g_00654
OG0000347	Syad.g_00318	Prar.g_00669
OG0000348	Syad.g_00233	Prar.g_00678
OG0000349	Syad.g_00213	Prar.g_00695
OG0000350	Syad.g_00605	Prar.g_00072
OG0000351	Syad.g_00134	Prar.g_00055
OG0000352	Syad.g_00135	Prar.g_00054
OG0000353	Syad.g_00161	Prar.g_00039
OG0000355	Syad.g_00163	Prar.g_00037
OG0000356	Syad.g_00164	Prar.g_00036
OG0000357	Syad.g_00165	Prar.g_00035
OG0000358	Syad.g_00169	Prar.g_00031
OG0000359	Syad.g_00171	Prar.g_00030
OG0000360	Syad.g_00172	Prar.g_00029
OG0000361	Syad.g_00173	Prar.g_00028
OG0000362	Syad.g_00175	Prar.g_00026
OG0000363	Syad.g_00177	Prar.g_00024
OG0000364	Syad.g_00178	Prar.g_00023
OG0000365	Syad.g_00187	Prar.g_00018
OG0000366	Syad.g_00188	Prar.g_00017
OG0000367	Syad.g_00189	Prar.g_00016
OG0000368	Syad.g_00191	Prar.g_00014
OG0000369	Syad.g_00192	Prar.g_00013
OG0000370	Syad.g_00193	Prar.g_00012
OG0000371	Syad.g_00201	Prar.g_00006
OG0000372	Syad.g_00206	Prar.g_00002
OG0000373	Syad.g_00207	Prar.g_00001
OG0000374	Syad.g_00208	Prar.g_00594
OG0000375	Syad.g_00209	Prar.g_00580
OG0000376	Syad.g_00211	Prar.g_00578
OG0000377	Syad.g_03027	Prar.g_00574
OG0000378	Syad.g_03012	Prar.g_00572
OG0000379	Syad.g_03005	Prar.g_00569
OG0000380	Syad.g_02725	Prar.g_00552
OG0000381	Syad.g_02729	Prar.g_00548
OG0000382	Syad.g_02758	Prar.g_00247
OG0000383	Syad.g_02761	Prar.g_00245
OG0000384	Syad.g_02762	Prar.g_00244
OG0000385	Syad.g_02763	Prar.g_00243
OG0000386	Syad.g_02764	Prar.g_00242
OG0000387	Syad.g_02792	Prar.g_00229
OG0000388	Syad.g_02796	Prar.g_00226
OG0000389	Syad.g_02800	Prar.g_00222
OG0000390	Syad.g_02818	Prar.g_00215
OG0000391	Syad.g_02823	Prar.g_00212
OG0000392	Syad.g_02833	Prar.g_00208
OG0000393	Syad.g_02837	Prar.g_00206
OG0000394	Syad.g_02838	Prar.g_00205
OG0000395	Syad.g_02839	Prar.g_00204
OG0000396	Syad.g_02843	Prar.g_00201
OG0000397	Syad.g_02845	Prar.g_00199
OG0000398	Syad.g_02850	Prar.g_00197
OG0000399	Syad.g_02851	Prar.g_00196
OG0000400	Syad.g_02852	Prar.g_00195
OG0000401	Syad.g_02853	Prar.g_00194
OG0000402	Syad.g_02855	Prar.g_00192
OG0000403	Syad.g_02856	Prar.g_00191
OG0000404	Syad.g_02858	Prar.g_00190
OG0000405	Syad.g_02874	Prar.g_00186
OG0000406	Syad.g_02878	Prar.g_00180
OG0000407	Syad.g_02879	Prar.g_00179
OG0000408	Syad.g_02883	Prar.g_00177
OG0000409	Syad.g_02885	Prar.g_00175
OG0000410	Syad.g_02886	Prar.g_00174
OG0000411	Syad.g_02887	Prar.g_00173
OG0000412	Syad.g_02888	Prar.g_00172
OG0000413	Syad.g_02890	Prar.g_00171
OG0000415	Syad.g_02891	Prar.g_00169
OG0000416	Syad.g_02892	Prar.g_00168
OG0000417	Syad.g_02893	Prar.g_00167
OG0000418	Syad.g_02898	Prar.g_00162
OG0000419	Syad.g_02900	Prar.g_00160
OG0000420	Syad.g_02902	Prar.g_00159
OG0000421	Syad.g_02907	Prar.g_00154
OG0000422	Syad.g_02908	Prar.g_00153
OG0000423	Syad.g_02909	Prar.g_00152
OG0000424	Syad.g_02910	Prar.g_00151
OG0000425	Syad.g_02911	Prar.g_00150
OG0000426	Syad.g_02912	Prar.g_00149
OG0000427	Syad.g_02913	Prar.g_00148
OG0000428	Syad.g_02916	Prar.g_00146
OG0000429	Syad.g_02918	Prar.g_00145
OG0000430	Syad.g_02920	Prar.g_00144
OG0000431	Syad.g_02923	Prar.g_00142
OG0000432	Syad.g_02930	Prar.g_00139
OG0000433	Syad.g_02933	Prar.g_00138
OG0000434	Syad.g_02934	Prar.g_00137
OG0000435	Syad.g_02936	Prar.g_00136
OG0000436	Syad.g_02942	Prar.g_00131
OG0000437	Syad.g_02943	Prar.g_00130
OG0000438	Syad.g_02944	Prar.g_00129
OG0000439	Syad.g_02946	Prar.g_00127
OG0000440	Syad.g_02947	Prar.g_00126
OG0000441	Syad.g_02951	Prar.g_00123
OG0000442	Syad.g_02952	Prar.g_00122
OG0000443	Syad.g_02953	Prar.g_00121
OG0000444	Syad.g_02964	Prar.g_00116
OG0000445	Syad.g_02965	Prar.g_00115
OG0000446	Syad.g_02967	Prar.g_00114
OG0000447	Syad.g_02970	Prar.g_00113
OG0000448	Syad.g_02971	Prar.g_00112
OG0000449	Syad.g_02972	Prar.g_00111
OG0000450	Syad.g_02978	Prar.g_00110
OG0000451	Syad.g_02979	Prar.g_00109
OG0000452	Syad.g_02983	Prar.g_00106
OG0000453	Syad.g_02984	Prar.g_00105
OG0000454	Syad.g_02985	Prar.g_00104
OG0000455	Syad.g_02986	Prar.g_00103
OG0000456	Syad.g_02987	Prar.g_00102
OG0000457	Syad.g_02989	Prar.g_00101
OG0000458	Syad.g_02998	Prar.g_00100
OG0000459	Syad.g_02999	Prar.g_00099
OG0000460	Syad.g_00815	Prar.g_00092
OG0000461	Syad.g_00579	Prar.g_00085
OG0000462	Syad.g_00576	Prar.g_00083
OG0000463	Syad.g_00575	Prar.g_00082
OG0000464	Syad.g_00574	Prar.g_00081
OG0000465	Syad.g_00573	Prar.g_00080
OG0000466	Syad.g_00568	Prar.g_00077
OG0000467	Syad.g_00566	Prar.g_00076
OG0000468	Syad.g_00561	Prar.g_00334
OG0000469	Syad.g_00545	Prar.g_00325
OG0000470	Syad.g_00542	Prar.g_00323
OG0000471	Syad.g_00541	Prar.g_00322
OG0000472	Syad.g_00539	Prar.g_00321
OG0000473	Syad.g_00537	Prar.g_00319
OG0000474	Syad.g_00536	Prar.g_00318
OG0000475	Syad.g_00535	Prar.g_00317
OG0000476	Syad.g_00533	Prar.g_00316
OG0000477	Syad.g_00528	Prar.g_00312
OG0000478	Syad.g_00527	Prar.g_00311
OG0000479	Syad.g_00526	Prar.g_00310
OG0000480	Syad.g_00520	Prar.g_00305
OG0000481	Syad.g_00518	Prar.g_00303
OG0000482	Syad.g_00517	Prar.g_00302
OG0000483	Syad.g_00513	Prar.g_00299
OG0000484	Syad.g_00512	Prar.g_00298
OG0000485	Syad.g_00511	Prar.g_00297
OG0000486	Syad.g_00510	Prar.g_00296
OG0000487	Syad.g_00503	Prar.g_00292
OG0000488	Syad.g_00499	Prar.g_00289
OG0000489	Syad.g_00487	Prar.g_00284
OG0000490	Syad.g_00475	Prar.g_00279
OG0000491	Syad.g_00474	Prar.g_00278
OG0000492	Syad.g_00472	Prar.g_00276
OG0000493	Syad.g_00471	Prar.g_00275
OG0000494	Syad.g_00470	Prar.g_00274
OG0000495	Syad.g_00469	Prar.g_00273
OG0000496	Syad.g_00468	Prar.g_00272
OG0000497	Syad.g_00467	Prar.g_00271
OG0000498	Syad.g_00466	Prar.g_00270
OG0000499	Syad.g_00465	Prar.g_00269
OG0000500	Syad.g_00464	Prar.g_00268
OG0000501	Syad.g_00461	Prar.g_00266
OG0000502	Syad.g_00449	Prar.g_00263
OG0000503	Syad.g_00761	Prar.g_00394
OG0000504	Syad.g_00763	Prar.g_00395
OG0000505	Syad.g_00764	Prar.g_00396
OG0000506	Syad.g_00766	Prar.g_00398
OG0000507	Syad.g_00772	Prar.g_00401
OG0000508	Syad.g_00776	Prar.g_00405
OG0000509	Syad.g_00778	Prar.g_00407
OG0000510	Syad.g_00779	Prar.g_00408
OG0000511	Syad.g_00780	Prar.g_00409
OG0000512	Syad.g_00782	Prar.g_00411
OG0000513	Syad.g_00789	Prar.g_00418
OG0000514	Syad.g_00795	Prar.g_00479
OG0000515	Syad.g_00796	Prar.g_00480
OG0000516	Syad.g_02456	Prar.g_00481
OG0000517	Syad.g_02451	Prar.g_00483
OG0000518	Syad.g_02439	Prar.g_00494
OG0000519	Syad.g_02438	Prar.g_00495
OG0000520	Syad.g_02437	Prar.g_00496
OG0000521	Syad.g_01108	Prar.g_00501
OG0000522	Syad.g_01109	Prar.g_00503
OG0000523	Syad.g_01110	Prar.g_00504
OG0000524	Syad.g_02386	Prar.g_00510
OG0000525	Syad.g_02363	Prar.g_00513
OG0000526	Syad.g_02360	Prar.g_00514
OG0000527	Syad.g_02355	Prar.g_00523
OG0000528	Syad.g_00897	Prar.g_00528
OG0000529	Syad.g_00905	Prar.g_00531
OG0000530	Syad.g_00908	Prar.g_00534
OG0000531	Syad.g_00909	Prar.g_00535
OG0000532	Syad.g_00912	Prar.g_00537
OG0000533	Syad.g_00913	Prar.g_00538
OG0000534	Syad.g_00914	Prar.g_00539
OG0000535	Syad.g_00915	Prar.g_00540
OG0000536	Syad.g_00916	Prar.g_00541
OG0000537	Syad.g_00917	Prar.g_00542
OG0000538	Syad.g_00929	Prar.g_01331
OG0000539	Syad.g_00930	Prar.g_01332
OG0000540	Syad.g_00931	Prar.g_01333
OG0000541	Syad.g_00932	Prar.g_01334
OG0000542	Syad.g_00935	Prar.g_01336
OG0000543	Syad.g_00937	Prar.g_01338
OG0000544	Syad.g_00938	Prar.g_01339
OG0000545	Syad.g_00940	Prar.g_01341
OG0000546	Syad.g_00942	Prar.g_01344
OG0000547	Syad.g_00944	Prar.g_01345
OG0000548	Syad.g_00945	Prar.g_01346
OG0000549	Syad.g_00952	Prar.g_01348
OG0000550	Syad.g_00956	Prar.g_01353
OG0000551	Syad.g_00960	Prar.g_01357
OG0000552	Syad.g_00961	Prar.g_01358
OG0000553	Syad.g_00965	Prar.g_01359
OG0000554	Syad.g_00978	Prar.g_01364
OG0000555	Syad.g_00999	Prar.g_01372
OG0000556	Syad.g_01003	Prar.g_01374
OG0000557	Syad.g_01011	Prar.g_01375
OG0000558	Syad.g_01013	Prar.g_01377
OG0000559	Syad.g_01016	Prar.g_01381
OG0000560	Syad.g_01019	Prar.g_01384
OG0000561	Syad.g_01020	Prar.g_01385
OG0000562	Syad.g_01021	Prar.g_01386
OG0000563	Syad.g_01022	Prar.g_01387
OG0000564	Syad.g_01023	Prar.g_01388
OG0000565	Syad.g_01027	Prar.g_01391
OG0000566	Syad.g_01031	Prar.g_01393
OG0000567	Syad.g_01035	Prar.g_01397
OG0000568	Syad.g_01040	Prar.g_01398
OG0000569	Syad.g_01041	Prar.g_01399
OG0000570	Syad.g_01042	Prar.g_01400
OG0000571	Syad.g_01046	Prar.g_01402
OG0000572	Syad.g_01064	Prar.g_01415
OG0000573	Syad.g_01072	Prar.g_01422
OG0000574	Syad.g_01077	Prar.g_01423
OG0000575	Syad.g_01083	Prar.g_01427
OG0000576	Syad.g_01085	Prar.g_01429
OG0000577	Syad.g_01086	Prar.g_01430
OG0000578	Syad.g_01087	Prar.g_01431
