Orthogroup	Syad	Prad
OG0000082	Syad.g_01063	Prad.g_01374
OG0000084	Syad.g_02272	Prad.g_00519
OG0000085	Syad.g_02612	Prad.g_00948
OG0000086	Syad.g_02770	Prad.g_01905
OG0000087	Syad.g_02860	Prad.g_01854
OG0000088	Syad.g_02899	Prad.g_01825
OG0000089	Syad.g_00785, Syad.g_02829	Prad.g_00755
OG0000090	Syad.g_00977	Prad.g_00096
OG0000091	Syad.g_02144	Prad.g_01431
OG0000093	Syad.g_01905	Prad.g_00218
OG0000094	Syad.g_01676	Prad.g_01038
OG0000095	Syad.g_01290	Prad.g_01018
OG0000097	Syad.g_01458	Prad.g_01454
OG0000098	Syad.g_00625	Prad.g_00612
OG0000099	Syad.g_00460	Prad.g_00566
OG0000100	Syad.g_01846	Prad.g_00440
OG0000101	Syad.g_00694	Prad.g_00807
OG0000102	Syad.g_00343	Prad.g_01626
OG0000103	Syad.g_00143	Prad.g_01548
OG0000104	Syad.g_00158	Prad.g_01540
OG0000105	Syad.g_00530	Prad.g_01717
OG0000106	Syad.g_01993	Prad.g_00739
OG0000107	Syad.g_00590	Prad.g_00724
OG0000108	Syad.g_00904	Prad.g_00027
OG0000109	Syad.g_00919	Prad.g_00013
OG0000110	Syad.g_01048	Prad.g_01364
OG0000111	Syad.g_01300	Prad.g_01273
OG0000112	Syad.g_01766	Prad.g_01109
OG0000113	Syad.g_01851	Prad.g_01168
OG0000114	Syad.g_01617	Prad.g_00245
OG0000115	Syad.g_02300	Prad.g_00641
OG0000116	Syad.g_01123	Prad.g_01506
OG0000117	Syad.g_01510	Prad.g_01214
OG0000118	Syad.g_01104	Prad.g_00616
OG0000119	Syad.g_01168	Prad.g_00598
OG0000120	Syad.g_00459	Prad.g_00564
OG0000121	Syad.g_02280	Prad.g_00513
OG0000122	Syad.g_02122	Prad.g_00474
OG0000123	Syad.g_00701	Prad.g_00800
OG0000124	Syad.g_00320	Prad.g_01616
OG0000125	Syad.g_03040	Prad.g_01580
OG0000126	Syad.g_00156	Prad.g_01541
OG0000128	Syad.g_00174	Prad.g_01975
OG0000129	Syad.g_03028	Prad.g_01943
OG0000130	Syad.g_02728	Prad.g_01924
OG0000131	Syad.g_02876	Prad.g_01846
OG0000132	Syad.g_02897	Prad.g_01827
OG0000133	Syad.g_01761	Prad.g_01669
OG0000134	Syad.g_00788	Prad.g_00754
OG0000135	Syad.g_00063	Prad.g_00727
OG0000136	Syad.g_02445	Prad.g_00066
OG0000137	Syad.g_02353	Prad.g_00032
OG0000138	Syad.g_00920	Prad.g_00012
OG0000139	Syad.g_00983	Prad.g_00092
OG0000140	Syad.g_00987	Prad.g_00091
OG0000141	Syad.g_02208	Prad.g_01396
OG0000142	Syad.g_02152	Prad.g_01424
OG0000143	Syad.g_02148	Prad.g_01428
OG0000144	Syad.g_02024	Prad.g_01226
OG0000145	Syad.g_00927	Prad.g_01107
OG0000146	Syad.g_01767	Prad.g_01110
OG0000147	Syad.g_01768	Prad.g_01111
OG0000148	Syad.g_01861	Prad.g_01162
OG0000149	Syad.g_01221	Prad.g_00301
OG0000150	Syad.g_02207, Syad.g_00989	Prad.g_00293
OG0000151	Syad.g_01956	Prad.g_00235
OG0000152	Syad.g_01757	Prad.g_00186
OG0000153	Syad.g_01713	Prad.g_00167
OG0000154	Syad.g_01686	Prad.g_00139
OG0000155	Syad.g_01189	Prad.g_01476
OG0000156	Syad.g_01116	Prad.g_00359
OG0000157	Syad.g_01115	Prad.g_00360
OG0000158	Syad.g_00374	Prad.g_00567
OG0000160	Syad.g_02279	Prad.g_00514
OG0000161	Syad.g_02287	Prad.g_00508
OG0000162	Syad.g_02293	Prad.g_00502
OG0000163	Syad.g_02542	Prad.g_00467
OG0000164	Syad.g_02659	Prad.g_00917
OG0000165	Syad.g_02476	Prad.g_00910
OG0000166	Syad.g_00654	Prad.g_00843
OG0000167	Syad.g_00419	Prad.g_00777
OG0000168	Syad.g_00371	Prad.g_00767
OG0000169	Syad.g_00360	Prad.g_01637
OG0000170	Syad.g_00353	Prad.g_01635
OG0000171	Syad.g_00321	Prad.g_01617
OG0000172	Syad.g_00244	Prad.g_01609
OG0000173	Syad.g_00220	Prad.g_01594
OG0000174	Syad.g_00065	Prad.g_01566
OG0000175	Syad.g_00129	Prad.g_01556
OG0000176	Syad.g_00166	Prad.g_01532
OG0000177	Syad.g_00167	Prad.g_01531
OG0000178	Syad.g_00168	Prad.g_01530
OG0000179	Syad.g_00183	Prad.g_01970
OG0000180	Syad.g_00184	Prad.g_01969
OG0000181	Syad.g_00185	Prad.g_01968
OG0000182	Syad.g_00186	Prad.g_01967
OG0000183	Syad.g_00190	Prad.g_01963
OG0000184	Syad.g_03018	Prad.g_01940
OG0000185	Syad.g_03006	Prad.g_01937
OG0000186	Syad.g_02722	Prad.g_01929
OG0000187	Syad.g_02724	Prad.g_01928
OG0000188	Syad.g_02759	Prad.g_01911
OG0000189	Syad.g_02788	Prad.g_01897
OG0000190	Syad.g_02790	Prad.g_01896
OG0000191	Syad.g_02824	Prad.g_01876
OG0000192	Syad.g_02834	Prad.g_01872
OG0000193	Syad.g_02877	Prad.g_01845
OG0000194	Syad.g_02880	Prad.g_01842
OG0000195	Syad.g_02884	Prad.g_01840
OG0000196	Syad.g_02894	Prad.g_01830
OG0000197	Syad.g_02895	Prad.g_01829
OG0000198	Syad.g_02896	Prad.g_01828
OG0000199	Syad.g_02904	Prad.g_01821
OG0000200	Syad.g_02921	Prad.g_01807
OG0000201	Syad.g_02937	Prad.g_01799
OG0000202	Syad.g_02938	Prad.g_01798
OG0000203	Syad.g_02939	Prad.g_01797
OG0000204	Syad.g_02940	Prad.g_01796
OG0000205	Syad.g_02948	Prad.g_01789
OG0000206	Syad.g_02955	Prad.g_01784
OG0000207	Syad.g_02957	Prad.g_01782
OG0000208	Syad.g_02958	Prad.g_01781
OG0000209	Syad.g_02981	Prad.g_01772
OG0000210	Syad.g_02982	Prad.g_01771
OG0000211	Syad.g_00813	Prad.g_01758
OG0000212	Syad.g_00825	Prad.g_01751
OG0000213	Syad.g_00556	Prad.g_01734
OG0000214	Syad.g_00538	Prad.g_01724
OG0000215	Syad.g_00508	Prad.g_01699
OG0000216	Syad.g_00504, Syad.g_00285	Prad.g_01697
OG0000217	Syad.g_00500	Prad.g_01694
OG0000218	Syad.g_00498	Prad.g_01692
OG0000219	Syad.g_00497	Prad.g_01691
OG0000220	Syad.g_00496	Prad.g_01690
OG0000221	Syad.g_00488	Prad.g_01689
OG0000222	Syad.g_00473	Prad.g_01681
OG0000223	Syad.g_00451	Prad.g_01668
OG0000224	Syad.g_00444	Prad.g_01666
OG0000225	Syad.g_00777	Prad.g_01645
OG0000226	Syad.g_00781	Prad.g_00761
OG0000227	Syad.g_00783	Prad.g_00759
OG0000228	Syad.g_00784	Prad.g_00756
OG0000229	Syad.g_02450	Prad.g_00666
OG0000230	Syad.g_02448	Prad.g_00069
OG0000231	Syad.g_02436	Prad.g_00058
OG0000232	Syad.g_02392	Prad.g_00049
OG0000233	Syad.g_02382	Prad.g_00043
OG0000234	Syad.g_02351	Prad.g_00031
OG0000235	Syad.g_00903	Prad.g_00028
OG0000236	Syad.g_00918	Prad.g_00014
OG0000237	Syad.g_00936	Prad.g_00123
OG0000238	Syad.g_00941	Prad.g_00117
OG0000239	Syad.g_00957	Prad.g_00104
OG0000240	Syad.g_00958	Prad.g_00103
OG0000241	Syad.g_02160	Prad.g_00099
OG0000242	Syad.g_00975	Prad.g_00097
OG0000243	Syad.g_01000	Prad.g_01333
OG0000244	Syad.g_01012	Prad.g_01336
OG0000245	Syad.g_01014	Prad.g_01338
OG0000246	Syad.g_01017	Prad.g_01342
OG0000247	Syad.g_01029	Prad.g_01352
OG0000248	Syad.g_01032	Prad.g_01354
OG0000249	Syad.g_01034	Prad.g_01356
OG0000250	Syad.g_01044	Prad.g_01361
OG0000251	Syad.g_01071	Prad.g_01380
OG0000252	Syad.g_01078	Prad.g_01383
OG0000253	Syad.g_01081	Prad.g_01384
OG0000254	Syad.g_02203	Prad.g_01400
OG0000255	Syad.g_02185	Prad.g_01406
OG0000256	Syad.g_02167	Prad.g_01416
OG0000257	Syad.g_02161	Prad.g_01419
OG0000258	Syad.g_02143	Prad.g_01432
OG0000259	Syad.g_01576	Prad.g_01234
OG0000260	Syad.g_01587	Prad.g_01237
OG0000261	Syad.g_01590	Prad.g_01239
OG0000262	Syad.g_01595	Prad.g_01243
OG0000263	Syad.g_01475	Prad.g_01255
OG0000264	Syad.g_01360	Prad.g_01265
OG0000265	Syad.g_01383	Prad.g_01049
OG0000266	Syad.g_01804	Prad.g_01059
OG0000267	Syad.g_01645	Prad.g_01070
OG0000268	Syad.g_01646	Prad.g_01071
OG0000269	Syad.g_01894	Prad.g_01141
OG0000270	Syad.g_01891	Prad.g_01144
OG0000271	Syad.g_01883	Prad.g_01152
OG0000272	Syad.g_01882	Prad.g_01153
OG0000273	Syad.g_01247	Prad.g_01176
OG0000274	Syad.g_01246	Prad.g_01177
OG0000275	Syad.g_01242	Prad.g_01180
OG0000276	Syad.g_01229	Prad.g_01185
OG0000277	Syad.g_01228	Prad.g_00308
OG0000278	Syad.g_01225	Prad.g_00305
OG0000279	Syad.g_01208	Prad.g_00298
OG0000280	Syad.g_01198	Prad.g_00297
OG0000281	Syad.g_00624	Prad.g_00292
OG0000282	Syad.g_01619	Prad.g_00243
OG0000283	Syad.g_01661	Prad.g_00209
OG0000284	Syad.g_01787	Prad.g_00204
OG0000285	Syad.g_01776	Prad.g_00199
OG0000286	Syad.g_01758	Prad.g_00187
OG0000287	Syad.g_01720	Prad.g_00170
OG0000288	Syad.g_01687	Prad.g_00140
OG0000289	Syad.g_01672	Prad.g_01035
OG0000290	Syad.g_01287	Prad.g_01021
OG0000291	Syad.g_01289	Prad.g_01019
OG0000292	Syad.g_00155	Prad.g_00972
OG0000293	Syad.g_01124	Prad.g_01505
OG0000294	Syad.g_01125	Prad.g_01504
OG0000295	Syad.g_01181	Prad.g_01484
OG0000296	Syad.g_01183	Prad.g_01482
OG0000297	Syad.g_01512	Prad.g_01474
OG0000298	Syad.g_01511	Prad.g_01473
OG0000299	Syad.g_01462	Prad.g_01455
OG0000300	Syad.g_01455	Prad.g_01452
OG0000301	Syad.g_01454	Prad.g_01451
OG0000302	Syad.g_01453	Prad.g_01449
OG0000303	Syad.g_01442	Prad.g_01442
OG0000304	Syad.g_01436	Prad.g_01438
OG0000305	Syad.g_01292	Prad.g_00602
OG0000306	Syad.g_01989	Prad.g_00599
OG0000307	Syad.g_00883	Prad.g_00585
OG0000308	Syad.g_00881	Prad.g_00584
OG0000309	Syad.g_00876	Prad.g_00580
OG0000310	Syad.g_02250	Prad.g_00530
OG0000311	Syad.g_02254	Prad.g_00528
OG0000312	Syad.g_02265	Prad.g_00525
OG0000313	Syad.g_02284	Prad.g_00511
OG0000314	Syad.g_02313, Syad.g_02231	Prad.g_00487
OG0000315	Syad.g_02323	Prad.g_00477
OG0000316	Syad.g_02564	Prad.g_00457
OG0000317	Syad.g_02620	Prad.g_00943
OG0000318	Syad.g_02624	Prad.g_00940
OG0000319	Syad.g_02642	Prad.g_00927
OG0000320	Syad.g_02644	Prad.g_00925
OG0000321	Syad.g_02645	Prad.g_00924
OG0000322	Syad.g_02646	Prad.g_00923
OG0000323	Syad.g_02661	Prad.g_00914
OG0000324	Syad.g_02505	Prad.g_00887
OG0000325	Syad.g_00591	Prad.g_00878
OG0000326	Syad.g_00598	Prad.g_00872
OG0000327	Syad.g_00649	Prad.g_00848
OG0000328	Syad.g_00650	Prad.g_00847
OG0000329	Syad.g_00668	Prad.g_00830
OG0000330	Syad.g_00669	Prad.g_00829
OG0000331	Syad.g_00670	Prad.g_00828
OG0000332	Syad.g_00685	Prad.g_00814
OG0000333	Syad.g_00688	Prad.g_00812
OG0000334	Syad.g_00697	Prad.g_00804
OG0000335	Syad.g_00702	Prad.g_00799
OG0000336	Syad.g_00706	Prad.g_00795
OG0000337	Syad.g_00425, Syad.g_00427	Prad.g_00779
OG0000338	Syad.g_00421	Prad.g_00778
OG0000339	Syad.g_00414	Prad.g_00774
OG0000340	Syad.g_00370	Prad.g_00766, Prad.g_01294
OG0000341	Syad.g_00368	Prad.g_00764
OG0000342	Syad.g_00367	Prad.g_00763
OG0000343	Syad.g_00366	Prad.g_00762
OG0000344	Syad.g_00362	Prad.g_01639
OG0000345	Syad.g_00352	Prad.g_01634
OG0000346	Syad.g_00347	Prad.g_01630
OG0000347	Syad.g_00318	Prad.g_01615
OG0000348	Syad.g_00233	Prad.g_01606
OG0000349	Syad.g_00213	Prad.g_01589
OG0000350	Syad.g_00605	Prad.g_01570
OG0000351	Syad.g_00134	Prad.g_01553
OG0000352	Syad.g_00135	Prad.g_01552
OG0000353	Syad.g_00161	Prad.g_01537
OG0000354	Syad.g_00947, Syad.g_00181	Prad.g_01041
OG0000355	Syad.g_00163	Prad.g_01535
OG0000356	Syad.g_00164	Prad.g_01534
OG0000357	Syad.g_00165	Prad.g_01533
OG0000358	Syad.g_00169	Prad.g_01529
OG0000359	Syad.g_00171	Prad.g_01528
OG0000360	Syad.g_00172	Prad.g_01527
OG0000361	Syad.g_00173	Prad.g_01976
OG0000362	Syad.g_00175	Prad.g_01974
OG0000363	Syad.g_00177	Prad.g_01972
OG0000364	Syad.g_00178	Prad.g_01971
OG0000365	Syad.g_00187	Prad.g_01966
OG0000366	Syad.g_00188	Prad.g_01965
OG0000367	Syad.g_00189	Prad.g_01964
OG0000368	Syad.g_00191	Prad.g_01962
OG0000369	Syad.g_00192	Prad.g_01961
OG0000370	Syad.g_00193	Prad.g_01960
OG0000371	Syad.g_00201	Prad.g_01954
OG0000372	Syad.g_00206	Prad.g_01951
OG0000373	Syad.g_00207	Prad.g_01950
OG0000374	Syad.g_00208	Prad.g_01949
OG0000375	Syad.g_00209	Prad.g_01947
OG0000376	Syad.g_00211	Prad.g_01945
OG0000377	Syad.g_03027	Prad.g_01941
OG0000378	Syad.g_03012	Prad.g_01939
OG0000379	Syad.g_03005	Prad.g_01936
OG0000380	Syad.g_02725	Prad.g_01927
OG0000381	Syad.g_02729	Prad.g_01923
OG0000382	Syad.g_02758	Prad.g_01912
OG0000383	Syad.g_02761	Prad.g_01910
OG0000384	Syad.g_02762	Prad.g_01909
OG0000385	Syad.g_02763	Prad.g_01908
OG0000386	Syad.g_02764	Prad.g_01907
OG0000387	Syad.g_02792	Prad.g_01894
OG0000388	Syad.g_02796	Prad.g_01891
OG0000389	Syad.g_02800	Prad.g_01887
OG0000390	Syad.g_02818	Prad.g_01880, Prad.g_00011
OG0000391	Syad.g_02823	Prad.g_01877
OG0000392	Syad.g_02833	Prad.g_01873
OG0000393	Syad.g_02837	Prad.g_01871
OG0000394	Syad.g_02838	Prad.g_01870
OG0000395	Syad.g_02839	Prad.g_01869
OG0000396	Syad.g_02843	Prad.g_01866
OG0000397	Syad.g_02845	Prad.g_01864
OG0000398	Syad.g_02850	Prad.g_01862
OG0000399	Syad.g_02851	Prad.g_01861
OG0000400	Syad.g_02852	Prad.g_01860
OG0000401	Syad.g_02853	Prad.g_01859
OG0000402	Syad.g_02855	Prad.g_01857
OG0000403	Syad.g_02856	Prad.g_01856
OG0000404	Syad.g_02858	Prad.g_01855
OG0000405	Syad.g_02874	Prad.g_01851
OG0000406	Syad.g_02878	Prad.g_01844
OG0000407	Syad.g_02879	Prad.g_01843
OG0000408	Syad.g_02883	Prad.g_01841
OG0000409	Syad.g_02885	Prad.g_01839
OG0000410	Syad.g_02886	Prad.g_01838
OG0000411	Syad.g_02887	Prad.g_01837
OG0000412	Syad.g_02888	Prad.g_01836
OG0000413	Syad.g_02890	Prad.g_01835
OG0000415	Syad.g_02891	Prad.g_01833
OG0000416	Syad.g_02892	Prad.g_01832
OG0000417	Syad.g_02893	Prad.g_01831
OG0000418	Syad.g_02898	Prad.g_01826
OG0000419	Syad.g_02900	Prad.g_01824
OG0000420	Syad.g_02902	Prad.g_01823
OG0000421	Syad.g_02907	Prad.g_01818
OG0000422	Syad.g_02908	Prad.g_01817
OG0000423	Syad.g_02909	Prad.g_01816
OG0000424	Syad.g_02910	Prad.g_01815
OG0000425	Syad.g_02911	Prad.g_01814
OG0000426	Syad.g_02912	Prad.g_01813
OG0000427	Syad.g_02913	Prad.g_01812
OG0000428	Syad.g_02916	Prad.g_01810
OG0000429	Syad.g_02918	Prad.g_01809
OG0000430	Syad.g_02920	Prad.g_01808
OG0000431	Syad.g_02923	Prad.g_01806
OG0000432	Syad.g_02930	Prad.g_01803
OG0000433	Syad.g_02933	Prad.g_01802
OG0000434	Syad.g_02934	Prad.g_01801
OG0000435	Syad.g_02936	Prad.g_01800
OG0000436	Syad.g_02942	Prad.g_01795
OG0000437	Syad.g_02943	Prad.g_01794
OG0000438	Syad.g_02944	Prad.g_01793
OG0000439	Syad.g_02946	Prad.g_01791
OG0000440	Syad.g_02947	Prad.g_01790
OG0000441	Syad.g_02951	Prad.g_01787
OG0000442	Syad.g_02952	Prad.g_01786
OG0000443	Syad.g_02953	Prad.g_01785
OG0000444	Syad.g_02964	Prad.g_01780
OG0000445	Syad.g_02965	Prad.g_01779
OG0000446	Syad.g_02967	Prad.g_01778
OG0000447	Syad.g_02970	Prad.g_01777
OG0000448	Syad.g_02971	Prad.g_01776
OG0000449	Syad.g_02972	Prad.g_01775
OG0000450	Syad.g_02978	Prad.g_01774
OG0000451	Syad.g_02979	Prad.g_01773
OG0000452	Syad.g_02983	Prad.g_01770
OG0000453	Syad.g_02984	Prad.g_01769
OG0000454	Syad.g_02985	Prad.g_01768
OG0000455	Syad.g_02986	Prad.g_01767
OG0000456	Syad.g_02987	Prad.g_01766
OG0000457	Syad.g_02989	Prad.g_01765
OG0000458	Syad.g_02998	Prad.g_01764
OG0000459	Syad.g_02999	Prad.g_01763
OG0000460	Syad.g_00815	Prad.g_01756
OG0000461	Syad.g_00579	Prad.g_01749
OG0000462	Syad.g_00576	Prad.g_01747
OG0000463	Syad.g_00575	Prad.g_01746
OG0000464	Syad.g_00574	Prad.g_01745
OG0000465	Syad.g_00573	Prad.g_01744
OG0000466	Syad.g_00568	Prad.g_01741
OG0000467	Syad.g_00566	Prad.g_01740
OG0000468	Syad.g_00561	Prad.g_01738
OG0000469	Syad.g_00545	Prad.g_01729
OG0000470	Syad.g_00542	Prad.g_01727
OG0000471	Syad.g_00541	Prad.g_01726
OG0000472	Syad.g_00539	Prad.g_01725
OG0000473	Syad.g_00537	Prad.g_01723
OG0000474	Syad.g_00536	Prad.g_01722
OG0000475	Syad.g_00535	Prad.g_01721
OG0000476	Syad.g_00533	Prad.g_01720
OG0000477	Syad.g_00528	Prad.g_01716
OG0000478	Syad.g_00527	Prad.g_01715
OG0000479	Syad.g_00526	Prad.g_01714
OG0000480	Syad.g_00520	Prad.g_01709
OG0000481	Syad.g_00518	Prad.g_01707
OG0000482	Syad.g_00517	Prad.g_01706
OG0000483	Syad.g_00513	Prad.g_01703
OG0000484	Syad.g_00512	Prad.g_01702
OG0000485	Syad.g_00511	Prad.g_01701
OG0000486	Syad.g_00510	Prad.g_01700
OG0000487	Syad.g_00503	Prad.g_01696
OG0000488	Syad.g_00499	Prad.g_01693
OG0000489	Syad.g_00487	Prad.g_01688
OG0000490	Syad.g_00475	Prad.g_01683
OG0000491	Syad.g_00474	Prad.g_01682
OG0000492	Syad.g_00472	Prad.g_01680
OG0000493	Syad.g_00471	Prad.g_01679
OG0000494	Syad.g_00470	Prad.g_01678
OG0000495	Syad.g_00469	Prad.g_01677
OG0000496	Syad.g_00468	Prad.g_01676
OG0000497	Syad.g_00467	Prad.g_01675
OG0000498	Syad.g_00466	Prad.g_01674
OG0000499	Syad.g_00465	Prad.g_01673
OG0000500	Syad.g_00464	Prad.g_01672
OG0000501	Syad.g_00461	Prad.g_01670
OG0000502	Syad.g_00449	Prad.g_01667
OG0000503	Syad.g_00761	Prad.g_01657
OG0000504	Syad.g_00763	Prad.g_01656
OG0000505	Syad.g_00764	Prad.g_01655
OG0000506	Syad.g_00766	Prad.g_01653
OG0000507	Syad.g_00772	Prad.g_01650
OG0000508	Syad.g_00776	Prad.g_01646
OG0000509	Syad.g_00778	Prad.g_01644
OG0000510	Syad.g_00779	Prad.g_01643
OG0000511	Syad.g_00780	Prad.g_01642
OG0000512	Syad.g_00782	Prad.g_00760
OG0000513	Syad.g_00789	Prad.g_00753
OG0000514	Syad.g_00795	Prad.g_00671
OG0000515	Syad.g_00796	Prad.g_00670
OG0000516	Syad.g_02456	Prad.g_00669
OG0000517	Syad.g_02451	Prad.g_00667
OG0000518	Syad.g_02439	Prad.g_00061
OG0000519	Syad.g_02438	Prad.g_00060
OG0000520	Syad.g_02437	Prad.g_00059
OG0000521	Syad.g_01108	Prad.g_00054
OG0000522	Syad.g_01109	Prad.g_00052
OG0000523	Syad.g_01110	Prad.g_00051
OG0000524	Syad.g_02386	Prad.g_00045
OG0000525	Syad.g_02363	Prad.g_00042
OG0000526	Syad.g_02360	Prad.g_00041
OG0000527	Syad.g_02355	Prad.g_00034
OG0000528	Syad.g_00897	Prad.g_00029
OG0000529	Syad.g_00905	Prad.g_00026
OG0000530	Syad.g_00908	Prad.g_00023
OG0000531	Syad.g_00909	Prad.g_00022
OG0000532	Syad.g_00912	Prad.g_00020
OG0000533	Syad.g_00913	Prad.g_00019
OG0000534	Syad.g_00914	Prad.g_00018
OG0000535	Syad.g_00915	Prad.g_00017
OG0000536	Syad.g_00916	Prad.g_00016
OG0000537	Syad.g_00917	Prad.g_00015
OG0000538	Syad.g_00929	Prad.g_00129
OG0000539	Syad.g_00930	Prad.g_00128
OG0000540	Syad.g_00931	Prad.g_00127
OG0000541	Syad.g_00932	Prad.g_00126
OG0000542	Syad.g_00935	Prad.g_00124
OG0000543	Syad.g_00937	Prad.g_00122
OG0000544	Syad.g_00938	Prad.g_00121
OG0000545	Syad.g_00940	Prad.g_00119
OG0000546	Syad.g_00942	Prad.g_00116
OG0000547	Syad.g_00944	Prad.g_00114
OG0000548	Syad.g_00945	Prad.g_00113
OG0000549	Syad.g_00952	Prad.g_00111
OG0000550	Syad.g_00956	Prad.g_00106
OG0000551	Syad.g_00960	Prad.g_00102
OG0000552	Syad.g_00961	Prad.g_00101
OG0000553	Syad.g_00965	Prad.g_00100
OG0000554	Syad.g_00978	Prad.g_00095
OG0000555	Syad.g_00999	Prad.g_01332
OG0000556	Syad.g_01003	Prad.g_01334
OG0000557	Syad.g_01011	Prad.g_01335
OG0000558	Syad.g_01013	Prad.g_01337
OG0000559	Syad.g_01016	Prad.g_01341
OG0000560	Syad.g_01019	Prad.g_01344
OG0000561	Syad.g_01020	Prad.g_01345
OG0000562	Syad.g_01021	Prad.g_01346
OG0000563	Syad.g_01022	Prad.g_01347
OG0000564	Syad.g_01023	Prad.g_01348
OG0000565	Syad.g_01027	Prad.g_01351
OG0000566	Syad.g_01031	Prad.g_01353
OG0000567	Syad.g_01035	Prad.g_01357
OG0000568	Syad.g_01040	Prad.g_01358
OG0000569	Syad.g_01041	Prad.g_01359
OG0000570	Syad.g_01042	Prad.g_01360
OG0000571	Syad.g_01046	Prad.g_01362
OG0000572	Syad.g_01064	Prad.g_01375
OG0000573	Syad.g_01072	Prad.g_01381
OG0000574	Syad.g_01077	Prad.g_01382
OG0000575	Syad.g_01083	Prad.g_01386
OG0000576	Syad.g_01085	Prad.g_01388
OG0000577	Syad.g_01086	Prad.g_01389
OG0000578	Syad.g_01087	Prad.g_01390
OG0000579	Syad.g_01088	Prad.g_01391
OG0000580	Syad.g_01089	Prad.g_01392
