Orthogroup	Prbj	Prba
OG0000050	Prbj.g_01204	Prba.g_01824
OG0000051	Prbj.g_00530	Prba.g_01945
OG0000052	Prbj.g_00875	Prba.g_00864
OG0000053	Prbj.g_02141	Prba.g_00922
OG0000054	Prbj.g_01324	Prba.g_01548
OG0000055	Prbj.g_02437	Prba.g_01477
OG0000056	Prbj.g_00227	Prba.g_00727
OG0000058	Prbj.g_00128	Prba.g_00986
OG0000059	Prbj.g_00758	Prba.g_01619
OG0000062	Prbj.g_01990	Prba.g_00097
OG0000063	Prbj.g_01915	Prba.g_01135
OG0000065	Prbj.g_01728	Prba.g_01192
OG0000066	Prbj.g_01465	Prba.g_00175
OG0000068	Prbj.g_00415, Prbj.g_00981	Prba.g_00429
OG0000069	Prbj.g_01468, Prbj.g_00659	Prba.g_00149
OG0000070	Prbj.g_01125, Prbj.g_00371, Prbj.g_02533	Prba.g_01120
OG0000071	Prbj.g_02085	Prba.g_01804
OG0000072	Prbj.g_01460	Prba.g_00538
OG0000073	Prbj.g_00824	Prba.g_01648
OG0000074	Prbj.g_00933	Prba.g_01626
OG0000075	Prbj.g_02419	Prba.g_01492
OG0000076	Prbj.g_01838	Prba.g_01264
OG0000078	Prbj.g_01464	Prba.g_00155
OG0000079	Prbj.g_00881	Prba.g_00310
OG0000080	Prbj.g_01678	Prba.g_00261
OG0000081	Prbj.g_01500	Prba.g_01069
OG0000082	Prbj.g_01999	Prba.g_00831
OG0000083	Prbj.g_02076	Prba.g_01796
OG0000084	Prbj.g_02079	Prba.g_01799
OG0000085	Prbj.g_01195	Prba.g_01816
OG0000087	Prbj.g_01921	Prba.g_01843
OG0000088	Prbj.g_01551	Prba.g_01901
OG0000089	Prbj.g_01566	Prba.g_01909
OG0000090	Prbj.g_01547	Prba.g_01927
OG0000091	Prbj.g_00518	Prba.g_00625
OG0000092	Prbj.g_00517	Prba.g_00626
OG0000093	Prbj.g_01138	Prba.g_00640
OG0000094	Prbj.g_01167	Prba.g_00658
OG0000095	Prbj.g_00288	Prba.g_00663
OG0000096	Prbj.g_01352	Prba.g_00470
OG0000097	Prbj.g_01397	Prba.g_00491
OG0000098	Prbj.g_01410	Prba.g_00501
OG0000099	Prbj.g_01422	Prba.g_00510
OG0000100	Prbj.g_01426	Prba.g_00513
OG0000101	Prbj.g_00067	Prba.g_00851
OG0000102	Prbj.g_02004	Prba.g_00877
OG0000103	Prbj.g_00127	Prba.g_00985
OG0000104	Prbj.g_01630	Prba.g_00981
OG0000105	Prbj.g_01608	Prba.g_00962
OG0000106	Prbj.g_02125	Prba.g_00929
OG0000107	Prbj.g_02127	Prba.g_00928
OG0000108	Prbj.g_02668	Prba.g_01772
OG0000109	Prbj.g_01866	Prba.g_01763
OG0000110	Prbj.g_01885	Prba.g_01747
OG0000111	Prbj.g_00792	Prba.g_01666
OG0000112	Prbj.g_00793	Prba.g_01665
OG0000113	Prbj.g_02314	Prba.g_01572
OG0000114	Prbj.g_02410	Prba.g_01501
OG0000115	Prbj.g_02268	Prba.g_01337
OG0000116	Prbj.g_02260	Prba.g_01333
OG0000117	Prbj.g_01841	Prba.g_01267
OG0000118	Prbj.g_02066	Prba.g_01216
OG0000119	Prbj.g_01992	Prba.g_00094
OG0000120	Prbj.g_00843	Prba.g_00057
OG0000121	Prbj.g_00003	Prba.g_00038
OG0000122	Prbj.g_02156	Prba.g_00019
OG0000123	Prbj.g_00020	Prba.g_00006
OG0000124	Prbj.g_01848	Prba.g_01084
OG0000125	Prbj.g_01742	Prba.g_01204
OG0000126	Prbj.g_01639	Prba.g_00196
OG0000127	Prbj.g_01040	Prba.g_00110
OG0000128	Prbj.g_01057	Prba.g_00712
OG0000129	Prbj.g_00656	Prba.g_00676, Prba.g_00351
OG0000130	Prbj.g_00863	Prba.g_00228
OG0000131	Prbj.g_00461	Prba.g_00584
OG0000132	Prbj.g_00458	Prba.g_00581
OG0000133	Prbj.g_01024	Prba.g_00388
OG0000134	Prbj.g_00987	Prba.g_00424
OG0000135	Prbj.g_00985	Prba.g_00426
OG0000136	Prbj.g_01516	Prba.g_00752
OG0000137	Prbj.g_01280	Prba.g_00785
OG0000138	Prbj.g_01963	Prba.g_00821
OG0000139	Prbj.g_02047	Prba.g_00848, Prba.g_01776
OG0000140	Prbj.g_02074	Prba.g_01794
OG0000141	Prbj.g_02075	Prba.g_01795
OG0000142	Prbj.g_02077	Prba.g_01797
OG0000143	Prbj.g_02078	Prba.g_01798
OG0000144	Prbj.g_02080	Prba.g_01800
OG0000145	Prbj.g_02082	Prba.g_01801
OG0000146	Prbj.g_02083	Prba.g_01802
OG0000147	Prbj.g_02084	Prba.g_01803
OG0000148	Prbj.g_02086	Prba.g_01805
OG0000149	Prbj.g_01182	Prba.g_01807
OG0000150	Prbj.g_01183	Prba.g_01808
OG0000151	Prbj.g_01188	Prba.g_01809
OG0000152	Prbj.g_01189	Prba.g_01810
OG0000153	Prbj.g_01190	Prba.g_01811
OG0000154	Prbj.g_01191	Prba.g_01812
OG0000155	Prbj.g_01192	Prba.g_01813
OG0000156	Prbj.g_01193	Prba.g_01814
OG0000157	Prbj.g_01194	Prba.g_01815
OG0000158	Prbj.g_01196	Prba.g_01817
OG0000159	Prbj.g_01197	Prba.g_01818
OG0000160	Prbj.g_01198	Prba.g_01819
OG0000161	Prbj.g_01199	Prba.g_01820
OG0000162	Prbj.g_01200	Prba.g_01821
OG0000163	Prbj.g_01202	Prba.g_01822
OG0000164	Prbj.g_01207	Prba.g_01825
OG0000165	Prbj.g_01212	Prba.g_01828
OG0000166	Prbj.g_01213	Prba.g_01829
OG0000167	Prbj.g_01214	Prba.g_01830
OG0000168	Prbj.g_01215	Prba.g_01834
OG0000169	Prbj.g_01217	Prba.g_01836
OG0000170	Prbj.g_01953	Prba.g_01837
OG0000171	Prbj.g_01951	Prba.g_01838
OG0000172	Prbj.g_01950	Prba.g_01839
OG0000173	Prbj.g_01943	Prba.g_01840
OG0000174	Prbj.g_01936	Prba.g_01841
OG0000175	Prbj.g_01928	Prba.g_01842
OG0000176	Prbj.g_01920	Prba.g_01844
OG0000177	Prbj.g_01919	Prba.g_01845
OG0000178	Prbj.g_01918	Prba.g_01846
OG0000179	Prbj.g_00558	Prba.g_01852
OG0000180	Prbj.g_00560	Prba.g_01853
OG0000181	Prbj.g_00561	Prba.g_01854
OG0000182	Prbj.g_00564	Prba.g_01857
OG0000183	Prbj.g_00565	Prba.g_01858
OG0000184	Prbj.g_00569	Prba.g_01861
OG0000185	Prbj.g_00575	Prba.g_01865
OG0000186	Prbj.g_00576	Prba.g_01866
OG0000187	Prbj.g_00047	Prba.g_01867
OG0000188	Prbj.g_00577	Prba.g_01868
OG0000189	Prbj.g_00580	Prba.g_01869
OG0000190	Prbj.g_00581	Prba.g_01870
OG0000191	Prbj.g_00582	Prba.g_01871
OG0000192	Prbj.g_00583	Prba.g_01872
OG0000193	Prbj.g_00584	Prba.g_01873
OG0000194	Prbj.g_00585	Prba.g_01874
OG0000195	Prbj.g_00589	Prba.g_01876
OG0000196	Prbj.g_00590	Prba.g_01877
OG0000197	Prbj.g_00596	Prba.g_01878
OG0000198	Prbj.g_00600	Prba.g_01879
OG0000199	Prbj.g_00605	Prba.g_01882
OG0000200	Prbj.g_00606	Prba.g_01883
OG0000201	Prbj.g_00607	Prba.g_01884
OG0000202	Prbj.g_00609	Prba.g_01885
OG0000203	Prbj.g_00610	Prba.g_01886
OG0000204	Prbj.g_00611	Prba.g_01887
OG0000205	Prbj.g_00613	Prba.g_01888
OG0000206	Prbj.g_00614	Prba.g_01889
OG0000207	Prbj.g_00615	Prba.g_01890
OG0000208	Prbj.g_00616	Prba.g_01891
OG0000209	Prbj.g_00617	Prba.g_01892
OG0000210	Prbj.g_00619	Prba.g_01894
OG0000211	Prbj.g_00620	Prba.g_01895
OG0000212	Prbj.g_00621	Prba.g_01896
OG0000213	Prbj.g_00624	Prba.g_01897
OG0000214	Prbj.g_00630	Prba.g_01899
OG0000215	Prbj.g_01550	Prba.g_01900
OG0000216	Prbj.g_01552	Prba.g_01902
OG0000217	Prbj.g_01554	Prba.g_01903
OG0000218	Prbj.g_01556	Prba.g_01904
OG0000219	Prbj.g_01557	Prba.g_01905
OG0000220	Prbj.g_01562	Prba.g_01908
OG0000221	Prbj.g_01567	Prba.g_01910
OG0000222	Prbj.g_01568	Prba.g_01911
OG0000223	Prbj.g_01569	Prba.g_01912
OG0000224	Prbj.g_01530	Prba.g_01915
OG0000225	Prbj.g_01532	Prba.g_01917
OG0000226	Prbj.g_01535	Prba.g_01918
OG0000227	Prbj.g_01537	Prba.g_01919
OG0000228	Prbj.g_01538	Prba.g_01920
OG0000229	Prbj.g_01539	Prba.g_01921
OG0000230	Prbj.g_01540	Prba.g_01922
OG0000231	Prbj.g_01542	Prba.g_01924
OG0000232	Prbj.g_01543	Prba.g_01925
OG0000233	Prbj.g_01548	Prba.g_01928
OG0000234	Prbj.g_00545	Prba.g_01930
OG0000235	Prbj.g_00543	Prba.g_01933
OG0000236	Prbj.g_00542	Prba.g_01934
OG0000237	Prbj.g_00541	Prba.g_01935
OG0000238	Prbj.g_00540	Prba.g_01936
OG0000239	Prbj.g_00539	Prba.g_01937
OG0000240	Prbj.g_00537	Prba.g_01939
OG0000241	Prbj.g_00536	Prba.g_01940
OG0000242	Prbj.g_00535	Prba.g_01941
OG0000243	Prbj.g_00534	Prba.g_01942
OG0000244	Prbj.g_00533	Prba.g_01943
OG0000245	Prbj.g_00531	Prba.g_01944
OG0000246	Prbj.g_00529	Prba.g_01946
OG0000247	Prbj.g_00528	Prba.g_01947
OG0000248	Prbj.g_00527	Prba.g_01948
OG0000249	Prbj.g_00526	Prba.g_01949
OG0000250	Prbj.g_00525	Prba.g_01950
OG0000251	Prbj.g_00524	Prba.g_01951
OG0000252	Prbj.g_00523	Prba.g_01952
OG0000253	Prbj.g_00522	Prba.g_01953
OG0000254	Prbj.g_00520	Prba.g_00623
OG0000255	Prbj.g_00519	Prba.g_00624
OG0000256	Prbj.g_00516	Prba.g_00627
OG0000257	Prbj.g_00515	Prba.g_00629
OG0000258	Prbj.g_00514	Prba.g_00630
OG0000259	Prbj.g_00513	Prba.g_00631
OG0000260	Prbj.g_00512	Prba.g_00632
OG0000261	Prbj.g_00511	Prba.g_00633
OG0000262	Prbj.g_00510	Prba.g_00634
OG0000263	Prbj.g_00509	Prba.g_00635
OG0000264	Prbj.g_02369	Prba.g_00637
OG0000265	Prbj.g_01135	Prba.g_00638
OG0000266	Prbj.g_01137	Prba.g_00639
OG0000267	Prbj.g_01141	Prba.g_00641
OG0000268	Prbj.g_01143	Prba.g_00642
OG0000269	Prbj.g_01146	Prba.g_00643
OG0000270	Prbj.g_01148	Prba.g_00644
OG0000271	Prbj.g_01151	Prba.g_00645
OG0000272	Prbj.g_01152	Prba.g_00646
OG0000273	Prbj.g_01155	Prba.g_00647
OG0000274	Prbj.g_01157	Prba.g_00648
OG0000275	Prbj.g_01158	Prba.g_00649
OG0000276	Prbj.g_01159	Prba.g_00650
OG0000277	Prbj.g_01160	Prba.g_00651
OG0000278	Prbj.g_01161	Prba.g_00652
OG0000279	Prbj.g_01162	Prba.g_00653
OG0000280	Prbj.g_01163	Prba.g_00654
OG0000281	Prbj.g_01165	Prba.g_00656
OG0000282	Prbj.g_01166	Prba.g_00657
OG0000283	Prbj.g_01173	Prba.g_00660
OG0000284	Prbj.g_01174	Prba.g_00661
OG0000285	Prbj.g_00289	Prba.g_00662
OG0000286	Prbj.g_00287	Prba.g_00664
OG0000287	Prbj.g_00234	Prba.g_00665
OG0000288	Prbj.g_00235	Prba.g_00666
OG0000289	Prbj.g_00237	Prba.g_00667
OG0000290	Prbj.g_00238	Prba.g_00668
OG0000291	Prbj.g_00240	Prba.g_00669
OG0000292	Prbj.g_00250	Prba.g_00670
OG0000293	Prbj.g_00251	Prba.g_00671
OG0000294	Prbj.g_00252	Prba.g_00672
OG0000295	Prbj.g_00258	Prba.g_00673
OG0000296	Prbj.g_00259	Prba.g_00674
OG0000297	Prbj.g_00262	Prba.g_00675
OG0000298	Prbj.g_00263	Prba.g_00439
OG0000299	Prbj.g_00264	Prba.g_00440
OG0000300	Prbj.g_00265	Prba.g_00441
OG0000301	Prbj.g_00266	Prba.g_00442
OG0000302	Prbj.g_00267	Prba.g_00443
OG0000303	Prbj.g_00268	Prba.g_00444
OG0000304	Prbj.g_00270	Prba.g_00445
OG0000305	Prbj.g_00271	Prba.g_00446
OG0000306	Prbj.g_00272	Prba.g_00447
OG0000307	Prbj.g_00181	Prba.g_00448
OG0000308	Prbj.g_01775	Prba.g_00449
OG0000309	Prbj.g_01776	Prba.g_00450
OG0000310	Prbj.g_01777	Prba.g_00451
OG0000311	Prbj.g_00177	Prba.g_00452
OG0000312	Prbj.g_00176	Prba.g_00454
OG0000313	Prbj.g_02608	Prba.g_00455
OG0000314	Prbj.g_02614	Prba.g_00458
OG0000315	Prbj.g_02615	Prba.g_00459
OG0000316	Prbj.g_02661	Prba.g_00461
OG0000317	Prbj.g_01341	Prba.g_00463
OG0000318	Prbj.g_01342	Prba.g_00464
OG0000319	Prbj.g_01343	Prba.g_00465
OG0000320	Prbj.g_01345	Prba.g_00466
OG0000321	Prbj.g_01350	Prba.g_00469
OG0000322	Prbj.g_01359	Prba.g_00472
OG0000323	Prbj.g_01360	Prba.g_00473
OG0000324	Prbj.g_01362	Prba.g_00476
OG0000325	Prbj.g_01364	Prba.g_00477
OG0000326	Prbj.g_01366	Prba.g_00478
OG0000327	Prbj.g_01372	Prba.g_00480
OG0000328	Prbj.g_00180	Prba.g_00481
OG0000329	Prbj.g_01385	Prba.g_00482
OG0000330	Prbj.g_01386	Prba.g_00483
OG0000331	Prbj.g_01388	Prba.g_00484
OG0000332	Prbj.g_01389	Prba.g_00485
OG0000333	Prbj.g_01390	Prba.g_00486
OG0000334	Prbj.g_01391	Prba.g_00487
OG0000335	Prbj.g_01392	Prba.g_00488
OG0000336	Prbj.g_01394	Prba.g_00489
OG0000337	Prbj.g_01399	Prba.g_00492
OG0000338	Prbj.g_01400	Prba.g_00493
OG0000339	Prbj.g_01401	Prba.g_00494
OG0000340	Prbj.g_01403	Prba.g_00495
OG0000341	Prbj.g_01408	Prba.g_00499
OG0000342	Prbj.g_01409	Prba.g_00500
OG0000343	Prbj.g_01411	Prba.g_00502
OG0000344	Prbj.g_01413	Prba.g_00503
OG0000345	Prbj.g_01414	Prba.g_00504
OG0000346	Prbj.g_01415	Prba.g_00505
OG0000347	Prbj.g_01416	Prba.g_00506
OG0000348	Prbj.g_01417	Prba.g_00507
OG0000349	Prbj.g_01418	Prba.g_00508
OG0000350	Prbj.g_01419	Prba.g_00509
OG0000351	Prbj.g_01423	Prba.g_00511
OG0000352	Prbj.g_01427	Prba.g_00514
OG0000353	Prbj.g_01430	Prba.g_00515
OG0000354	Prbj.g_01431	Prba.g_00516
OG0000355	Prbj.g_01432	Prba.g_00517
OG0000356	Prbj.g_01437	Prba.g_00518
OG0000357	Prbj.g_01438	Prba.g_00519
OG0000358	Prbj.g_01439	Prba.g_00520
OG0000359	Prbj.g_01441	Prba.g_00521
OG0000360	Prbj.g_01444	Prba.g_00524
OG0000361	Prbj.g_01445	Prba.g_00525
OG0000362	Prbj.g_01446	Prba.g_00526
OG0000363	Prbj.g_01448	Prba.g_00527
OG0000364	Prbj.g_01449	Prba.g_00528
OG0000365	Prbj.g_01450	Prba.g_00529
OG0000366	Prbj.g_01451	Prba.g_00530
OG0000367	Prbj.g_01452	Prba.g_00531
OG0000368	Prbj.g_01453	Prba.g_00532
OG0000369	Prbj.g_01454	Prba.g_00533
OG0000370	Prbj.g_01455	Prba.g_00534
OG0000371	Prbj.g_01456	Prba.g_00535
OG0000372	Prbj.g_01459	Prba.g_00537
OG0000373	Prbj.g_01469	Prba.g_00539
OG0000374	Prbj.g_01471	Prba.g_00540
OG0000375	Prbj.g_01480	Prba.g_00541
OG0000376	Prbj.g_00359	Prba.g_00543
OG0000377	Prbj.g_00352	Prba.g_00544
OG0000378	Prbj.g_00351	Prba.g_00545
OG0000379	Prbj.g_00341	Prba.g_00550
OG0000380	Prbj.g_00339	Prba.g_00551
OG0000381	Prbj.g_00338	Prba.g_00552
OG0000382	Prbj.g_00336	Prba.g_00554
OG0000383	Prbj.g_00331	Prba.g_00557
OG0000384	Prbj.g_00330	Prba.g_00558
OG0000385	Prbj.g_00324	Prba.g_00561
OG0000386	Prbj.g_00323	Prba.g_00562
OG0000387	Prbj.g_00322	Prba.g_00218
OG0000388	Prbj.g_00321	Prba.g_00219
OG0000389	Prbj.g_00320	Prba.g_00220
OG0000390	Prbj.g_00319	Prba.g_00221
OG0000391	Prbj.g_00318	Prba.g_00222
OG0000392	Prbj.g_00317	Prba.g_00223
OG0000393	Prbj.g_00063	Prba.g_00849
OG0000394	Prbj.g_00064	Prba.g_00850
OG0000395	Prbj.g_00068	Prba.g_00852
OG0000396	Prbj.g_02500	Prba.g_00853
OG0000397	Prbj.g_00563	Prba.g_00865
OG0000398	Prbj.g_00874	Prba.g_00873
OG0000399	Prbj.g_00689	Prba.g_00874
OG0000400	Prbj.g_02659	Prba.g_00880
OG0000401	Prbj.g_00076	Prba.g_01030
OG0000402	Prbj.g_00077	Prba.g_01029
OG0000403	Prbj.g_00089	Prba.g_01028
OG0000404	Prbj.g_00099	Prba.g_01026
OG0000405	Prbj.g_00100	Prba.g_01025
OG0000406	Prbj.g_00102	Prba.g_01023
OG0000407	Prbj.g_00103	Prba.g_01022
OG0000408	Prbj.g_00104	Prba.g_01021
OG0000409	Prbj.g_00105	Prba.g_01020
OG0000410	Prbj.g_00107	Prba.g_01019
OG0000411	Prbj.g_00108	Prba.g_01018
OG0000412	Prbj.g_00109	Prba.g_01017
OG0000413	Prbj.g_00110	Prba.g_01016
OG0000414	Prbj.g_00111	Prba.g_01015
OG0000415	Prbj.g_00112	Prba.g_01014
OG0000416	Prbj.g_00113	Prba.g_01013
OG0000417	Prbj.g_00117	Prba.g_01012
OG0000418	Prbj.g_00118	Prba.g_01011
OG0000419	Prbj.g_00119	Prba.g_01010
OG0000420	Prbj.g_00120	Prba.g_01009
OG0000421	Prbj.g_01894	Prba.g_01008
OG0000422	Prbj.g_01892	Prba.g_01006
OG0000423	Prbj.g_01891	Prba.g_01005
OG0000424	Prbj.g_01888	Prba.g_01003
OG0000425	Prbj.g_00152	Prba.g_01000
OG0000426	Prbj.g_00151	Prba.g_00999
OG0000427	Prbj.g_00148	Prba.g_00998
OG0000428	Prbj.g_00136	Prba.g_00997
OG0000429	Prbj.g_00134	Prba.g_00996
OG0000430	Prbj.g_00132	Prba.g_00990
OG0000431	Prbj.g_00130	Prba.g_00988
OG0000432	Prbj.g_00129	Prba.g_00987
OG0000433	Prbj.g_01638	Prba.g_00984
OG0000434	Prbj.g_01635	Prba.g_00983
OG0000435	Prbj.g_01631	Prba.g_00982
OG0000436	Prbj.g_01629	Prba.g_00980
OG0000437	Prbj.g_01627	Prba.g_00978
OG0000438	Prbj.g_01626	Prba.g_00977
OG0000439	Prbj.g_01625	Prba.g_00976
OG0000440	Prbj.g_01622	Prba.g_00974
OG0000441	Prbj.g_01620	Prba.g_00973
OG0000442	Prbj.g_01619	Prba.g_00972
OG0000443	Prbj.g_01618	Prba.g_00971
OG0000444	Prbj.g_01617	Prba.g_00970
OG0000445	Prbj.g_01616	Prba.g_00969
OG0000446	Prbj.g_01615	Prba.g_00968
OG0000447	Prbj.g_01614	Prba.g_00967
OG0000448	Prbj.g_01613	Prba.g_00966
OG0000449	Prbj.g_01605	Prba.g_00961
OG0000450	Prbj.g_02088	Prba.g_00960
OG0000451	Prbj.g_02089	Prba.g_00959
OG0000452	Prbj.g_02090	Prba.g_00958
OG0000453	Prbj.g_02093	Prba.g_00956
OG0000454	Prbj.g_02094	Prba.g_00955
OG0000455	Prbj.g_02095	Prba.g_00954
OG0000456	Prbj.g_02096	Prba.g_00953
OG0000457	Prbj.g_02097	Prba.g_00951
OG0000458	Prbj.g_02098	Prba.g_00949
OG0000459	Prbj.g_02099	Prba.g_00948
OG0000460	Prbj.g_02101	Prba.g_00946
OG0000461	Prbj.g_02102	Prba.g_00945
OG0000462	Prbj.g_02103	Prba.g_00944
OG0000463	Prbj.g_02108	Prba.g_00943
OG0000464	Prbj.g_02113	Prba.g_00938
OG0000465	Prbj.g_02114	Prba.g_00936
OG0000466	Prbj.g_02115	Prba.g_00935
OG0000467	Prbj.g_02117	Prba.g_00934
OG0000468	Prbj.g_02118	Prba.g_00933
OG0000469	Prbj.g_02123	Prba.g_00932
OG0000470	Prbj.g_01116	Prba.g_00931
OG0000471	Prbj.g_00765	Prba.g_00930
OG0000472	Prbj.g_02128	Prba.g_00927
OG0000473	Prbj.g_02130	Prba.g_00926
OG0000474	Prbj.g_02132	Prba.g_00925
OG0000475	Prbj.g_02133	Prba.g_00924
OG0000476	Prbj.g_02139	Prba.g_00923
OG0000477	Prbj.g_02142	Prba.g_01775
OG0000478	Prbj.g_02144	Prba.g_01774
OG0000479	Prbj.g_02146	Prba.g_01773
OG0000480	Prbj.g_02666	Prba.g_01771
OG0000481	Prbj.g_01858	Prba.g_01770
OG0000482	Prbj.g_01859	Prba.g_01769
OG0000483	Prbj.g_01861	Prba.g_01768
OG0000484	Prbj.g_01862	Prba.g_01767
OG0000485	Prbj.g_01863	Prba.g_01766
OG0000486	Prbj.g_01864	Prba.g_01765
OG0000487	Prbj.g_01865	Prba.g_01764
OG0000488	Prbj.g_01867	Prba.g_01762
OG0000489	Prbj.g_01868	Prba.g_01761
OG0000490	Prbj.g_01869	Prba.g_01760
OG0000491	Prbj.g_01870	Prba.g_01759
OG0000492	Prbj.g_01871	Prba.g_01758
OG0000493	Prbj.g_01872	Prba.g_01757
OG0000494	Prbj.g_01874	Prba.g_01755
OG0000495	Prbj.g_01875	Prba.g_01754
OG0000496	Prbj.g_01877	Prba.g_01753
OG0000497	Prbj.g_01879	Prba.g_01752
OG0000498	Prbj.g_01880	Prba.g_01751
OG0000499	Prbj.g_01882	Prba.g_01749
OG0000500	Prbj.g_01883	Prba.g_01748
OG0000501	Prbj.g_01807	Prba.g_01746
OG0000502	Prbj.g_01806	Prba.g_01745
OG0000503	Prbj.g_01805	Prba.g_01744
OG0000504	Prbj.g_01803	Prba.g_01743
OG0000505	Prbj.g_01802	Prba.g_01742
OG0000506	Prbj.g_01801	Prba.g_01741
OG0000507	Prbj.g_01800	Prba.g_01740
OG0000508	Prbj.g_01796	Prba.g_01738
OG0000509	Prbj.g_01795	Prba.g_01737
OG0000510	Prbj.g_01794	Prba.g_01736
OG0000511	Prbj.g_01793	Prba.g_01735
OG0000512	Prbj.g_01792	Prba.g_01734
OG0000513	Prbj.g_01791	Prba.g_01733
OG0000514	Prbj.g_01790	Prba.g_01732
OG0000515	Prbj.g_01787	Prba.g_01730
OG0000516	Prbj.g_01786	Prba.g_01729
OG0000517	Prbj.g_01785	Prba.g_01728
OG0000518	Prbj.g_01781	Prba.g_01726
OG0000519	Prbj.g_01780	Prba.g_01725
OG0000520	Prbj.g_01779	Prba.g_01724
OG0000521	Prbj.g_01778	Prba.g_01723
OG0000522	Prbj.g_01772	Prba.g_01722
OG0000523	Prbj.g_01771	Prba.g_01721
OG0000524	Prbj.g_01770	Prba.g_01720
OG0000525	Prbj.g_01768	Prba.g_01718
OG0000526	Prbj.g_01767	Prba.g_01717
OG0000527	Prbj.g_01766	Prba.g_01716
OG0000528	Prbj.g_01765	Prba.g_01715
OG0000529	Prbj.g_01764	Prba.g_01714
OG0000530	Prbj.g_01763	Prba.g_01713
OG0000531	Prbj.g_01760	Prba.g_01712
OG0000532	Prbj.g_01758	Prba.g_01711
OG0000533	Prbj.g_01757	Prba.g_01710
OG0000534	Prbj.g_01756	Prba.g_01709
OG0000535	Prbj.g_01755	Prba.g_01708
OG0000536	Prbj.g_01754	Prba.g_01707
OG0000537	Prbj.g_01753	Prba.g_01706
OG0000538	Prbj.g_01752	Prba.g_01705
OG0000539	Prbj.g_01750	Prba.g_01704
OG0000540	Prbj.g_01748	Prba.g_01703
OG0000541	Prbj.g_02544	Prba.g_01702
OG0000542	Prbj.g_02545	Prba.g_01701
OG0000543	Prbj.g_02546	Prba.g_01700
OG0000544	Prbj.g_02547	Prba.g_01699
OG0000545	Prbj.g_02550	Prba.g_01696
OG0000546	Prbj.g_02551	Prba.g_01695
OG0000547	Prbj.g_02553	Prba.g_01693
OG0000548	Prbj.g_02558	Prba.g_01692
OG0000549	Prbj.g_02559	Prba.g_01691
OG0000550	Prbj.g_02560	Prba.g_01690
OG0000551	Prbj.g_02563	Prba.g_01689
OG0000552	Prbj.g_02565	Prba.g_01688
OG0000553	Prbj.g_02566	Prba.g_01687
OG0000554	Prbj.g_02568	Prba.g_01686
OG0000555	Prbj.g_02569	Prba.g_01685
OG0000556	Prbj.g_02570	Prba.g_01684
OG0000557	Prbj.g_02571	Prba.g_01683
OG0000558	Prbj.g_02573	Prba.g_01682
OG0000559	Prbj.g_02574	Prba.g_01681
OG0000560	Prbj.g_02576	Prba.g_01679
OG0000561	Prbj.g_02577	Prba.g_01678
OG0000562	Prbj.g_02579	Prba.g_01677
OG0000563	Prbj.g_02580	Prba.g_01676
OG0000564	Prbj.g_02581	Prba.g_01675
OG0000565	Prbj.g_02589	Prba.g_01674
OG0000566	Prbj.g_02590	Prba.g_01673
OG0000567	Prbj.g_02591	Prba.g_01672
OG0000568	Prbj.g_02592	Prba.g_01671
OG0000569	Prbj.g_02593	Prba.g_01670
OG0000570	Prbj.g_02596	Prba.g_01669
OG0000571	Prbj.g_02597	Prba.g_01668
