Orthogroup	Prbj	Praq
OG0000123	Prbj.g_00020	Praq.g_01390
OG0000124	Prbj.g_01848	Praq.g_00257
OG0000125	Prbj.g_01742	Praq.g_00145
OG0000126	Prbj.g_01639	Praq.g_00175
OG0000127	Prbj.g_01040	Praq.g_00281
OG0000128	Prbj.g_01057	Praq.g_00295
OG0000129	Prbj.g_00656	Praq.g_00331
OG0000130	Prbj.g_00863	Praq.g_01954, Praq.g_00499
OG0000131	Prbj.g_00461	Praq.g_00461
OG0000132	Prbj.g_00458	Praq.g_00458
OG0000133	Prbj.g_01024	Praq.g_00920
OG0000134	Prbj.g_00987	Praq.g_00884
OG0000135	Prbj.g_00985	Praq.g_00882
OG0000136	Prbj.g_01516	Praq.g_00748
OG0000137	Prbj.g_01280	Praq.g_00683
OG0000138	Prbj.g_01963	Praq.g_00718
OG0000139	Prbj.g_02047	Praq.g_00409
OG0000140	Prbj.g_02074	Praq.g_00427
OG0000141	Prbj.g_02075	Praq.g_00428
OG0000142	Prbj.g_02077	Praq.g_00430
OG0000143	Prbj.g_02078	Praq.g_00431
OG0000144	Prbj.g_02080	Praq.g_00433
OG0000145	Prbj.g_02082	Praq.g_00434
OG0000146	Prbj.g_02083	Praq.g_00435
OG0000147	Prbj.g_02084	Praq.g_00436
OG0000148	Prbj.g_02086	Praq.g_00438
OG0000149	Prbj.g_01182	Praq.g_01217
OG0000150	Prbj.g_01183	Praq.g_01218
OG0000151	Prbj.g_01188	Praq.g_01219
OG0000152	Prbj.g_01189	Praq.g_01220
OG0000153	Prbj.g_01190	Praq.g_01221
OG0000154	Prbj.g_01191	Praq.g_01222
OG0000155	Prbj.g_01192	Praq.g_01223
OG0000156	Prbj.g_01193	Praq.g_01224
OG0000157	Prbj.g_01194	Praq.g_01225
OG0000158	Prbj.g_01196	Praq.g_01227
OG0000159	Prbj.g_01197	Praq.g_01228
OG0000160	Prbj.g_01198	Praq.g_01229
OG0000161	Prbj.g_01199	Praq.g_01230
OG0000162	Prbj.g_01200	Praq.g_01231
OG0000163	Prbj.g_01202	Praq.g_01232
OG0000164	Prbj.g_01207	Praq.g_01235
OG0000165	Prbj.g_01212	Praq.g_01239
OG0000166	Prbj.g_01213	Praq.g_01240
OG0000167	Prbj.g_01214	Praq.g_01241
OG0000168	Prbj.g_01215	Praq.g_01255
OG0000169	Prbj.g_01217	Praq.g_01257
OG0000170	Prbj.g_01953	Praq.g_01258
OG0000171	Prbj.g_01951	Praq.g_01259
OG0000172	Prbj.g_01950	Praq.g_01261
OG0000173	Prbj.g_01943	Praq.g_01262
OG0000174	Prbj.g_01936	Praq.g_01263
OG0000175	Prbj.g_01928	Praq.g_01264
OG0000176	Prbj.g_01920	Praq.g_01266
OG0000177	Prbj.g_01919	Praq.g_01267
OG0000178	Prbj.g_01918	Praq.g_01268
OG0000179	Prbj.g_00558	Praq.g_01939
OG0000180	Prbj.g_00560	Praq.g_01938
OG0000181	Prbj.g_00561	Praq.g_01937
OG0000182	Prbj.g_00564	Praq.g_01934
OG0000183	Prbj.g_00565	Praq.g_01933
OG0000184	Prbj.g_00569	Praq.g_01930
OG0000185	Prbj.g_00575	Praq.g_01926
OG0000186	Prbj.g_00576	Praq.g_01925
OG0000187	Prbj.g_00047	Praq.g_01924
OG0000188	Prbj.g_00577	Praq.g_01923
OG0000189	Prbj.g_00580	Praq.g_01922
OG0000190	Prbj.g_00581	Praq.g_01921
OG0000191	Prbj.g_00582	Praq.g_01920
OG0000192	Prbj.g_00583	Praq.g_01919
OG0000193	Prbj.g_00584	Praq.g_01918
OG0000194	Prbj.g_00585	Praq.g_01917
OG0000195	Prbj.g_00589	Praq.g_01915
OG0000196	Prbj.g_00590	Praq.g_01914
OG0000197	Prbj.g_00596	Praq.g_01913
OG0000198	Prbj.g_00600	Praq.g_01912
OG0000199	Prbj.g_00605	Praq.g_01909
OG0000200	Prbj.g_00606	Praq.g_01908
OG0000201	Prbj.g_00607	Praq.g_01907
OG0000202	Prbj.g_00609	Praq.g_01906
OG0000203	Prbj.g_00610	Praq.g_01905
OG0000204	Prbj.g_00611	Praq.g_01904
OG0000205	Prbj.g_00613	Praq.g_01903
OG0000206	Prbj.g_00614	Praq.g_01902
OG0000207	Prbj.g_00615	Praq.g_01901
OG0000208	Prbj.g_00616	Praq.g_01900
OG0000209	Prbj.g_00617	Praq.g_01899
OG0000210	Prbj.g_00619	Praq.g_01897
OG0000211	Prbj.g_00620	Praq.g_01896
OG0000212	Prbj.g_00621	Praq.g_01895
OG0000213	Prbj.g_00624	Praq.g_01894
OG0000214	Prbj.g_00630	Praq.g_01892
OG0000215	Prbj.g_01550	Praq.g_01891
OG0000216	Prbj.g_01552	Praq.g_01889
OG0000217	Prbj.g_01554	Praq.g_01888
OG0000218	Prbj.g_01556	Praq.g_01887
OG0000219	Prbj.g_01557	Praq.g_01886
OG0000220	Prbj.g_01562	Praq.g_01883
OG0000221	Prbj.g_01567	Praq.g_01881
OG0000222	Prbj.g_01568	Praq.g_01880
OG0000223	Prbj.g_01569	Praq.g_01879
OG0000224	Prbj.g_01530	Praq.g_01876
OG0000225	Prbj.g_01532	Praq.g_01874
OG0000226	Prbj.g_01535	Praq.g_01873
OG0000227	Prbj.g_01537	Praq.g_01872
OG0000228	Prbj.g_01538	Praq.g_01871
OG0000229	Prbj.g_01539	Praq.g_01870
OG0000230	Prbj.g_01540	Praq.g_01869
OG0000231	Prbj.g_01542	Praq.g_01867
OG0000232	Prbj.g_01543	Praq.g_01866
OG0000233	Prbj.g_01548	Praq.g_01863
OG0000234	Prbj.g_00545	Praq.g_01861
OG0000235	Prbj.g_00543	Praq.g_01857
OG0000236	Prbj.g_00542	Praq.g_01856
OG0000237	Prbj.g_00541	Praq.g_01855
OG0000238	Prbj.g_00540	Praq.g_01854
OG0000239	Prbj.g_00539	Praq.g_01853
OG0000240	Prbj.g_00537	Praq.g_01851
OG0000241	Prbj.g_00536	Praq.g_01850
OG0000242	Prbj.g_00535	Praq.g_01849
OG0000243	Prbj.g_00534	Praq.g_01848
OG0000244	Prbj.g_00533	Praq.g_01847
OG0000245	Prbj.g_00531	Praq.g_01846
OG0000246	Prbj.g_00529	Praq.g_01844
OG0000247	Prbj.g_00528	Praq.g_01843
OG0000248	Prbj.g_00527	Praq.g_01842
OG0000249	Prbj.g_00526	Praq.g_01841
OG0000250	Prbj.g_00525	Praq.g_01840
OG0000251	Prbj.g_00524	Praq.g_01839
OG0000252	Prbj.g_00523	Praq.g_01838
OG0000253	Prbj.g_00522	Praq.g_01837
OG0000254	Prbj.g_00520	Praq.g_01835
OG0000255	Prbj.g_00519	Praq.g_01834
OG0000256	Prbj.g_00516	Praq.g_01831
OG0000257	Prbj.g_00515	Praq.g_01829
OG0000258	Prbj.g_00514	Praq.g_01828
OG0000259	Prbj.g_00513	Praq.g_01827
OG0000260	Prbj.g_00512	Praq.g_01826
OG0000261	Prbj.g_00511	Praq.g_01825
OG0000262	Prbj.g_00510	Praq.g_01824
OG0000263	Prbj.g_00509	Praq.g_01823
OG0000264	Prbj.g_02369	Praq.g_01821
OG0000265	Prbj.g_01135	Praq.g_01820
OG0000266	Prbj.g_01137	Praq.g_01819
OG0000267	Prbj.g_01141	Praq.g_01817
OG0000268	Prbj.g_01143	Praq.g_01816
OG0000269	Prbj.g_01146	Praq.g_01815
OG0000270	Prbj.g_01148	Praq.g_01814
OG0000271	Prbj.g_01151	Praq.g_01813
OG0000272	Prbj.g_01152	Praq.g_01812
OG0000273	Prbj.g_01155	Praq.g_01811
OG0000274	Prbj.g_01157	Praq.g_01810
OG0000275	Prbj.g_01158	Praq.g_01809
OG0000276	Prbj.g_01159	Praq.g_01808
OG0000277	Prbj.g_01160	Praq.g_01807
OG0000278	Prbj.g_01161	Praq.g_01806
OG0000279	Prbj.g_01162	Praq.g_01805
OG0000280	Prbj.g_01163	Praq.g_01804
OG0000281	Prbj.g_01165	Praq.g_01802
OG0000282	Prbj.g_01166	Praq.g_01801
OG0000283	Prbj.g_01173	Praq.g_01798
OG0000284	Prbj.g_01174	Praq.g_01797
OG0000285	Prbj.g_00289	Praq.g_01796
OG0000286	Prbj.g_00287	Praq.g_01794
OG0000287	Prbj.g_00234	Praq.g_01793
OG0000288	Prbj.g_00235	Praq.g_01792
OG0000289	Prbj.g_00237	Praq.g_01791
OG0000290	Prbj.g_00238	Praq.g_01790
OG0000291	Prbj.g_00240	Praq.g_01789
OG0000292	Prbj.g_00250	Praq.g_01788
OG0000293	Prbj.g_00251	Praq.g_01787
OG0000294	Prbj.g_00252	Praq.g_01786
OG0000295	Prbj.g_00258	Praq.g_01785
OG0000296	Prbj.g_00259	Praq.g_01784
OG0000297	Prbj.g_00262	Praq.g_01783
OG0000298	Prbj.g_00263	Praq.g_01782
OG0000299	Prbj.g_00264	Praq.g_01781
OG0000300	Prbj.g_00265	Praq.g_01780
OG0000301	Prbj.g_00266	Praq.g_01779
OG0000302	Prbj.g_00267	Praq.g_01778
OG0000303	Prbj.g_00268	Praq.g_01777
OG0000304	Prbj.g_00270	Praq.g_01776
OG0000305	Prbj.g_00271	Praq.g_01775
OG0000306	Prbj.g_00272	Praq.g_01774
OG0000307	Prbj.g_00181	Praq.g_01773
OG0000308	Prbj.g_01775	Praq.g_01772
OG0000309	Prbj.g_01776	Praq.g_01771
OG0000310	Prbj.g_01777	Praq.g_01770
OG0000311	Prbj.g_00177	Praq.g_01769
OG0000312	Prbj.g_00176	Praq.g_01767
OG0000313	Prbj.g_02608	Praq.g_01766
OG0000314	Prbj.g_02614	Praq.g_01763
OG0000315	Prbj.g_02615	Praq.g_01762
OG0000316	Prbj.g_02661	Praq.g_01760
OG0000317	Prbj.g_01341	Praq.g_01758
OG0000318	Prbj.g_01342	Praq.g_01757
OG0000319	Prbj.g_01343	Praq.g_01756
OG0000320	Prbj.g_01345	Praq.g_01755
OG0000321	Prbj.g_01350	Praq.g_01752
OG0000322	Prbj.g_01359	Praq.g_01750
OG0000323	Prbj.g_01360	Praq.g_01749
OG0000324	Prbj.g_01362	Praq.g_01746
OG0000325	Prbj.g_01364	Praq.g_01744
OG0000326	Prbj.g_01366	Praq.g_01743
OG0000327	Prbj.g_01372	Praq.g_01741
OG0000328	Prbj.g_00180	Praq.g_01740
OG0000329	Prbj.g_01385	Praq.g_01739
OG0000330	Prbj.g_01386	Praq.g_01738
OG0000331	Prbj.g_01388	Praq.g_01737
OG0000332	Prbj.g_01389	Praq.g_01736
OG0000333	Prbj.g_01390	Praq.g_01735
OG0000334	Prbj.g_01391	Praq.g_01734
OG0000335	Prbj.g_01392	Praq.g_01733
OG0000336	Prbj.g_01394	Praq.g_01732
OG0000337	Prbj.g_01399	Praq.g_01728
OG0000338	Prbj.g_01400	Praq.g_01727
OG0000339	Prbj.g_01401	Praq.g_01726
OG0000340	Prbj.g_01403	Praq.g_01725
OG0000341	Prbj.g_01408	Praq.g_01721
OG0000342	Prbj.g_01409	Praq.g_01719
OG0000343	Prbj.g_01411	Praq.g_01717
OG0000344	Prbj.g_01413	Praq.g_01716
OG0000345	Prbj.g_01414	Praq.g_01715
OG0000346	Prbj.g_01415	Praq.g_01714
OG0000347	Prbj.g_01416	Praq.g_01713
OG0000348	Prbj.g_01417	Praq.g_01712
OG0000349	Prbj.g_01418	Praq.g_01711
OG0000350	Prbj.g_01419	Praq.g_01710
OG0000351	Prbj.g_01423	Praq.g_01707
OG0000352	Prbj.g_01427	Praq.g_01704
OG0000353	Prbj.g_01430	Praq.g_01703
OG0000354	Prbj.g_01431	Praq.g_01702
OG0000355	Prbj.g_01432	Praq.g_01701
OG0000356	Prbj.g_01437	Praq.g_01700
OG0000357	Prbj.g_01438	Praq.g_01699
OG0000358	Prbj.g_01439	Praq.g_01698
OG0000359	Prbj.g_01441	Praq.g_01697
OG0000360	Prbj.g_01444	Praq.g_01694
OG0000361	Prbj.g_01445	Praq.g_01693
OG0000362	Prbj.g_01446	Praq.g_01692
OG0000363	Prbj.g_01448	Praq.g_01691
OG0000364	Prbj.g_01449	Praq.g_01690
OG0000365	Prbj.g_01450	Praq.g_01689
OG0000366	Prbj.g_01451	Praq.g_01688
OG0000367	Prbj.g_01452	Praq.g_01687
OG0000368	Prbj.g_01453	Praq.g_01686
OG0000369	Prbj.g_01454	Praq.g_01685
OG0000370	Prbj.g_01455	Praq.g_01684
OG0000371	Prbj.g_01456	Praq.g_01683
OG0000372	Prbj.g_01459	Praq.g_01681
OG0000373	Prbj.g_01469	Praq.g_01679
OG0000374	Prbj.g_01471	Praq.g_01678
OG0000375	Prbj.g_01480	Praq.g_01677
OG0000376	Prbj.g_00359	Praq.g_01675
OG0000377	Prbj.g_00352	Praq.g_01674
OG0000378	Prbj.g_00351	Praq.g_01673
OG0000379	Prbj.g_00341	Praq.g_01211
OG0000380	Prbj.g_00339	Praq.g_01210
OG0000381	Prbj.g_00338	Praq.g_01209
OG0000382	Prbj.g_00336	Praq.g_01207
OG0000383	Prbj.g_00331	Praq.g_01204
OG0000384	Prbj.g_00330	Praq.g_01203
OG0000385	Prbj.g_00324	Praq.g_01200
OG0000386	Prbj.g_00323	Praq.g_01199
OG0000387	Prbj.g_00322	Praq.g_01198
OG0000388	Prbj.g_00321	Praq.g_01197
OG0000389	Prbj.g_00320	Praq.g_01196
OG0000390	Prbj.g_00319	Praq.g_01195
OG0000391	Prbj.g_00318	Praq.g_01194
OG0000392	Prbj.g_00317	Praq.g_01193
OG0000393	Prbj.g_00063	Praq.g_01189
OG0000394	Prbj.g_00064	Praq.g_01188
OG0000395	Prbj.g_00068	Praq.g_01186
OG0000396	Prbj.g_02500	Praq.g_01185
OG0000397	Prbj.g_00563	Praq.g_01172
OG0000398	Prbj.g_00874	Praq.g_01164
OG0000399	Prbj.g_00689	Praq.g_01163
OG0000400	Prbj.g_02659	Praq.g_01158
OG0000401	Prbj.g_00076	Praq.g_01126
OG0000402	Prbj.g_00077	Praq.g_01125
OG0000403	Prbj.g_00089	Praq.g_01124
OG0000404	Prbj.g_00099	Praq.g_01122
OG0000405	Prbj.g_00100	Praq.g_01121
OG0000406	Prbj.g_00102	Praq.g_01119
OG0000407	Prbj.g_00103	Praq.g_01118
OG0000408	Prbj.g_00104	Praq.g_01117
OG0000409	Prbj.g_00105	Praq.g_01116
OG0000410	Prbj.g_00107	Praq.g_01115
OG0000411	Prbj.g_00108	Praq.g_01114
OG0000412	Prbj.g_00109	Praq.g_01113
OG0000413	Prbj.g_00110	Praq.g_01112
OG0000414	Prbj.g_00111	Praq.g_01111
OG0000415	Prbj.g_00112	Praq.g_01110
OG0000416	Prbj.g_00113	Praq.g_01109
OG0000417	Prbj.g_00117	Praq.g_01108
OG0000418	Prbj.g_00118	Praq.g_01107
OG0000419	Prbj.g_00119	Praq.g_00500
OG0000420	Prbj.g_00120	Praq.g_00501
OG0000421	Prbj.g_01894	Praq.g_00502
OG0000422	Prbj.g_01892	Praq.g_00504
OG0000423	Prbj.g_01891	Praq.g_00505
OG0000424	Prbj.g_01888	Praq.g_00507
OG0000425	Prbj.g_00152	Praq.g_00511
OG0000426	Prbj.g_00151	Praq.g_00512
OG0000427	Prbj.g_00148	Praq.g_00513
OG0000428	Prbj.g_00136	Praq.g_00514
OG0000429	Prbj.g_00134	Praq.g_00515
OG0000430	Prbj.g_00132	Praq.g_00522
OG0000431	Prbj.g_00130	Praq.g_00524
OG0000432	Prbj.g_00129	Praq.g_00525
OG0000433	Prbj.g_01638	Praq.g_00528
OG0000434	Prbj.g_01635	Praq.g_00529
OG0000435	Prbj.g_01631	Praq.g_00530
OG0000436	Prbj.g_01629	Praq.g_00532
OG0000437	Prbj.g_01627	Praq.g_00534
OG0000438	Prbj.g_01626	Praq.g_00535
OG0000439	Prbj.g_01625	Praq.g_00536
OG0000440	Prbj.g_01622	Praq.g_00538
OG0000441	Prbj.g_01620	Praq.g_00539
OG0000442	Prbj.g_01619	Praq.g_00540
OG0000443	Prbj.g_01618	Praq.g_00541
OG0000444	Prbj.g_01617	Praq.g_00542
OG0000445	Prbj.g_01616	Praq.g_00543
OG0000446	Prbj.g_01615	Praq.g_00544
OG0000447	Prbj.g_01614	Praq.g_00545
OG0000448	Prbj.g_01613	Praq.g_00546
OG0000449	Prbj.g_01605	Praq.g_01102
OG0000450	Prbj.g_02088	Praq.g_01101
OG0000451	Prbj.g_02089	Praq.g_01100
OG0000452	Prbj.g_02090	Praq.g_01099
OG0000453	Prbj.g_02093	Praq.g_01097
OG0000454	Prbj.g_02094	Praq.g_01096
OG0000455	Prbj.g_02095	Praq.g_01095
OG0000456	Prbj.g_02096	Praq.g_01094
OG0000457	Prbj.g_02097	Praq.g_01092
OG0000458	Prbj.g_02098	Praq.g_01090
OG0000459	Prbj.g_02099	Praq.g_01089
OG0000460	Prbj.g_02101	Praq.g_01087
OG0000461	Prbj.g_02102	Praq.g_01086
OG0000462	Prbj.g_02103	Praq.g_01085
OG0000463	Prbj.g_02108	Praq.g_01084
OG0000464	Prbj.g_02113	Praq.g_01079
OG0000465	Prbj.g_02114	Praq.g_01077
OG0000466	Prbj.g_02115	Praq.g_01076
OG0000467	Prbj.g_02117	Praq.g_01075
OG0000468	Prbj.g_02118	Praq.g_01074
OG0000469	Prbj.g_02123	Praq.g_01073
OG0000470	Prbj.g_01116	Praq.g_01072
OG0000471	Prbj.g_00765	Praq.g_01071
OG0000472	Prbj.g_02128	Praq.g_01068
OG0000473	Prbj.g_02130	Praq.g_01067
OG0000474	Prbj.g_02132	Praq.g_01066
OG0000475	Prbj.g_02133	Praq.g_01065
OG0000476	Prbj.g_02139	Praq.g_01064
OG0000477	Prbj.g_02142	Praq.g_01062
OG0000478	Prbj.g_02144	Praq.g_01061
OG0000479	Prbj.g_02146	Praq.g_01060
OG0000480	Prbj.g_02666	Praq.g_01058
OG0000481	Prbj.g_01858	Praq.g_01057
OG0000482	Prbj.g_01859	Praq.g_01056
OG0000483	Prbj.g_01861	Praq.g_01055
OG0000484	Prbj.g_01862	Praq.g_01054
OG0000485	Prbj.g_01863	Praq.g_01053
OG0000486	Prbj.g_01864	Praq.g_01052
OG0000487	Prbj.g_01865	Praq.g_01051
OG0000488	Prbj.g_01867	Praq.g_01049
OG0000489	Prbj.g_01868	Praq.g_01048
OG0000490	Prbj.g_01869	Praq.g_01047
OG0000491	Prbj.g_01870	Praq.g_01046
OG0000492	Prbj.g_01871	Praq.g_01045
OG0000493	Prbj.g_01872	Praq.g_01044
OG0000494	Prbj.g_01874	Praq.g_01042
OG0000495	Prbj.g_01875	Praq.g_01041
OG0000496	Prbj.g_01877	Praq.g_01040
OG0000497	Prbj.g_01879	Praq.g_01039
OG0000498	Prbj.g_01880	Praq.g_01038
OG0000499	Prbj.g_01882	Praq.g_01036
OG0000500	Prbj.g_01883	Praq.g_01035
OG0000501	Prbj.g_01807	Praq.g_01033
OG0000502	Prbj.g_01806	Praq.g_01032
OG0000503	Prbj.g_01805	Praq.g_01031
OG0000504	Prbj.g_01803	Praq.g_01030
OG0000505	Prbj.g_01802	Praq.g_01029
OG0000506	Prbj.g_01801	Praq.g_01028
OG0000507	Prbj.g_01800	Praq.g_01027
OG0000508	Prbj.g_01796	Praq.g_01025
OG0000509	Prbj.g_01795	Praq.g_01024
OG0000510	Prbj.g_01794	Praq.g_01023
OG0000511	Prbj.g_01793	Praq.g_01022
OG0000512	Prbj.g_01792	Praq.g_01021
OG0000513	Prbj.g_01791	Praq.g_01020
OG0000514	Prbj.g_01790	Praq.g_01019
OG0000515	Prbj.g_01787	Praq.g_01017
OG0000516	Prbj.g_01786	Praq.g_01016
OG0000517	Prbj.g_01785	Praq.g_01015
OG0000518	Prbj.g_01781	Praq.g_01012
OG0000519	Prbj.g_01780	Praq.g_01010
OG0000520	Prbj.g_01779	Praq.g_01009
OG0000521	Prbj.g_01778	Praq.g_01008
OG0000522	Prbj.g_01772	Praq.g_01007
OG0000523	Prbj.g_01771	Praq.g_01006
OG0000524	Prbj.g_01770	Praq.g_01005
OG0000525	Prbj.g_01768	Praq.g_01003
OG0000526	Prbj.g_01767	Praq.g_01002
OG0000527	Prbj.g_01766	Praq.g_01001
OG0000528	Prbj.g_01765	Praq.g_01000
OG0000529	Prbj.g_01764	Praq.g_00999
OG0000530	Prbj.g_01763	Praq.g_00998
OG0000531	Prbj.g_01760	Praq.g_00997
OG0000532	Prbj.g_01758	Praq.g_00996
OG0000533	Prbj.g_01757	Praq.g_00995
OG0000534	Prbj.g_01756	Praq.g_00994
OG0000535	Prbj.g_01755	Praq.g_00993
OG0000536	Prbj.g_01754	Praq.g_00992
OG0000537	Prbj.g_01753	Praq.g_00991
OG0000538	Prbj.g_01752	Praq.g_00990
OG0000539	Prbj.g_01750	Praq.g_00989
OG0000540	Prbj.g_01748	Praq.g_00988
OG0000541	Prbj.g_02544	Praq.g_00987
OG0000542	Prbj.g_02545	Praq.g_00986
OG0000543	Prbj.g_02546	Praq.g_00985
OG0000544	Prbj.g_02547	Praq.g_00984
OG0000545	Prbj.g_02550	Praq.g_00981
OG0000546	Prbj.g_02551	Praq.g_00980
OG0000547	Prbj.g_02553	Praq.g_00978
OG0000548	Prbj.g_02558	Praq.g_00977
OG0000549	Prbj.g_02559	Praq.g_00976
OG0000550	Prbj.g_02560	Praq.g_00975
OG0000551	Prbj.g_02563	Praq.g_00974
OG0000552	Prbj.g_02565	Praq.g_00973
OG0000553	Prbj.g_02566	Praq.g_00972
OG0000554	Prbj.g_02568	Praq.g_00971
OG0000555	Prbj.g_02569	Praq.g_00970
OG0000556	Prbj.g_02570	Praq.g_00969
OG0000557	Prbj.g_02571	Praq.g_00968
OG0000558	Prbj.g_02573	Praq.g_00967
OG0000559	Prbj.g_02574	Praq.g_00966
OG0000560	Prbj.g_02576	Praq.g_00964
OG0000561	Prbj.g_02577	Praq.g_00963
OG0000562	Prbj.g_02579	Praq.g_00962
OG0000563	Prbj.g_02580	Praq.g_00961
OG0000564	Prbj.g_02581	Praq.g_00960
OG0000565	Prbj.g_02589	Praq.g_00959
OG0000566	Prbj.g_02590	Praq.g_00958
OG0000567	Prbj.g_02591	Praq.g_00957
OG0000568	Prbj.g_02592	Praq.g_00775
OG0000569	Prbj.g_02593	Praq.g_00776
OG0000570	Prbj.g_02596	Praq.g_00777
OG0000571	Prbj.g_02597	Praq.g_00778
OG0000572	Prbj.g_02598	Praq.g_00779
