Orthogroup	Prbj	Praz
OG0000069	Prbj.g_01468, Prbj.g_00659	Praz.g_01092
OG0000070	Prbj.g_01125, Prbj.g_00371, Prbj.g_02533	Praz.g_01253
OG0000071	Prbj.g_02085	Praz.g_00376
OG0000072	Prbj.g_01460	Praz.g_00679
OG0000073	Prbj.g_00824	Praz.g_01661
OG0000074	Prbj.g_00933	Praz.g_01639
OG0000075	Prbj.g_02419	Praz.g_01505
OG0000076	Prbj.g_01838	Praz.g_00066
OG0000078	Prbj.g_01464	Praz.g_01098
OG0000079	Prbj.g_00881	Praz.g_00963
OG0000080	Prbj.g_01678	Praz.g_00913
OG0000081	Prbj.g_01500	Praz.g_00232
OG0000082	Prbj.g_01999	Praz.g_00142
OG0000083	Prbj.g_02076	Praz.g_00368
OG0000084	Prbj.g_02079	Praz.g_00371
OG0000085	Prbj.g_01195	Praz.g_00388
OG0000087	Prbj.g_01921	Praz.g_00415
OG0000088	Prbj.g_01551	Praz.g_00473
OG0000089	Prbj.g_01566	Praz.g_00481
OG0000090	Prbj.g_01547	Praz.g_00499
OG0000091	Prbj.g_00518	Praz.g_00529
OG0000092	Prbj.g_00517	Praz.g_00530
OG0000093	Prbj.g_01138	Praz.g_00544
OG0000094	Prbj.g_01167	Praz.g_00562
OG0000095	Prbj.g_00288	Praz.g_00567
OG0000096	Prbj.g_01352	Praz.g_00611
OG0000097	Prbj.g_01397	Praz.g_00632
OG0000098	Prbj.g_01410	Praz.g_00642
OG0000099	Prbj.g_01422	Praz.g_00651
OG0000100	Prbj.g_01426	Praz.g_00654
OG0000101	Prbj.g_00067	Praz.g_00817
OG0000102	Prbj.g_02004	Praz.g_00791
OG0000103	Prbj.g_00127	Praz.g_01852
OG0000104	Prbj.g_01630	Praz.g_01848
OG0000105	Prbj.g_01608	Praz.g_01829
OG0000106	Prbj.g_02125	Praz.g_01796
OG0000107	Prbj.g_02127	Praz.g_01795
OG0000108	Prbj.g_02668	Praz.g_01785
OG0000109	Prbj.g_01866	Praz.g_01776
OG0000110	Prbj.g_01885	Praz.g_01760
OG0000111	Prbj.g_00792	Praz.g_01679
OG0000112	Prbj.g_00793	Praz.g_01678
OG0000113	Prbj.g_02314	Praz.g_01585
OG0000114	Prbj.g_02410	Praz.g_01514
OG0000115	Prbj.g_02268	Praz.g_01350
OG0000116	Prbj.g_02260	Praz.g_01346
OG0000117	Prbj.g_01841	Praz.g_01279, Praz.g_00063
OG0000118	Prbj.g_02066	Praz.g_00114
OG0000119	Prbj.g_01992	Praz.g_00022
OG0000120	Prbj.g_00843	Praz.g_00748
OG0000121	Prbj.g_00003	Praz.g_00729
OG0000122	Prbj.g_02156	Praz.g_00710
OG0000123	Prbj.g_00020	Praz.g_00697
OG0000124	Prbj.g_01848	Praz.g_01936
OG0000125	Prbj.g_01742	Praz.g_01168
OG0000126	Prbj.g_01639	Praz.g_01139
OG0000127	Prbj.g_01040	Praz.g_01054
OG0000128	Prbj.g_01057	Praz.g_01040
OG0000129	Prbj.g_00656	Praz.g_01004
OG0000130	Prbj.g_00863	Praz.g_00879
OG0000131	Prbj.g_00461	Praz.g_00841
OG0000132	Prbj.g_00458	Praz.g_00838
OG0000133	Prbj.g_01024	Praz.g_00304
OG0000134	Prbj.g_00987	Praz.g_00268
OG0000135	Prbj.g_00985	Praz.g_00266
OG0000136	Prbj.g_01516	Praz.g_00221
OG0000137	Prbj.g_01280	Praz.g_00188
OG0000138	Prbj.g_01963	Praz.g_00152
OG0000139	Prbj.g_02047	Praz.g_00125
OG0000140	Prbj.g_02074	Praz.g_00366
OG0000141	Prbj.g_02075	Praz.g_00367
OG0000142	Prbj.g_02077	Praz.g_00369
OG0000143	Prbj.g_02078	Praz.g_00370
OG0000144	Prbj.g_02080	Praz.g_00372
OG0000145	Prbj.g_02082	Praz.g_00373
OG0000146	Prbj.g_02083	Praz.g_00374
OG0000147	Prbj.g_02084	Praz.g_00375
OG0000148	Prbj.g_02086	Praz.g_00377
OG0000149	Prbj.g_01182	Praz.g_00379
OG0000150	Prbj.g_01183	Praz.g_00380
OG0000151	Prbj.g_01188	Praz.g_00381
OG0000152	Prbj.g_01189	Praz.g_00382
OG0000153	Prbj.g_01190	Praz.g_00383
OG0000154	Prbj.g_01191	Praz.g_00384
OG0000155	Prbj.g_01192	Praz.g_00385
OG0000156	Prbj.g_01193	Praz.g_00386
OG0000157	Prbj.g_01194	Praz.g_00387
OG0000158	Prbj.g_01196	Praz.g_00389
OG0000159	Prbj.g_01197	Praz.g_00390
OG0000160	Prbj.g_01198	Praz.g_00391
OG0000161	Prbj.g_01199	Praz.g_00392
OG0000162	Prbj.g_01200	Praz.g_00393
OG0000163	Prbj.g_01202	Praz.g_00394
OG0000164	Prbj.g_01207	Praz.g_00397
OG0000165	Prbj.g_01212	Praz.g_00400
OG0000166	Prbj.g_01213	Praz.g_00401
OG0000167	Prbj.g_01214	Praz.g_00402
OG0000168	Prbj.g_01215	Praz.g_00406
OG0000169	Prbj.g_01217	Praz.g_00408
OG0000170	Prbj.g_01953	Praz.g_00409
OG0000171	Prbj.g_01951	Praz.g_00410
OG0000172	Prbj.g_01950	Praz.g_00411
OG0000173	Prbj.g_01943	Praz.g_00412
OG0000174	Prbj.g_01936	Praz.g_00413
OG0000175	Prbj.g_01928	Praz.g_00414
OG0000176	Prbj.g_01920	Praz.g_00416
OG0000177	Prbj.g_01919	Praz.g_00417
OG0000178	Prbj.g_01918	Praz.g_00418
OG0000179	Prbj.g_00558	Praz.g_00424
OG0000180	Prbj.g_00560	Praz.g_00425
OG0000181	Prbj.g_00561	Praz.g_00426
OG0000182	Prbj.g_00564	Praz.g_00429
OG0000183	Prbj.g_00565	Praz.g_00430
OG0000184	Prbj.g_00569	Praz.g_00433
OG0000185	Prbj.g_00575	Praz.g_00437
OG0000186	Prbj.g_00576	Praz.g_00438
OG0000187	Prbj.g_00047	Praz.g_00439
OG0000188	Prbj.g_00577	Praz.g_00440
OG0000189	Prbj.g_00580	Praz.g_00441
OG0000190	Prbj.g_00581	Praz.g_00442
OG0000191	Prbj.g_00582	Praz.g_00443
OG0000192	Prbj.g_00583	Praz.g_00444
OG0000193	Prbj.g_00584	Praz.g_00445
OG0000194	Prbj.g_00585	Praz.g_00446
OG0000195	Prbj.g_00589	Praz.g_00448
OG0000196	Prbj.g_00590	Praz.g_00449
OG0000197	Prbj.g_00596	Praz.g_00450
OG0000198	Prbj.g_00600	Praz.g_00451
OG0000199	Prbj.g_00605	Praz.g_00454
OG0000200	Prbj.g_00606	Praz.g_00455
OG0000201	Prbj.g_00607	Praz.g_00456
OG0000202	Prbj.g_00609	Praz.g_00457
OG0000203	Prbj.g_00610	Praz.g_00458
OG0000204	Prbj.g_00611	Praz.g_00459
OG0000205	Prbj.g_00613	Praz.g_00460
OG0000206	Prbj.g_00614	Praz.g_00461
OG0000207	Prbj.g_00615	Praz.g_00462
OG0000208	Prbj.g_00616	Praz.g_00463
OG0000209	Prbj.g_00617	Praz.g_00464
OG0000210	Prbj.g_00619	Praz.g_00466
OG0000211	Prbj.g_00620	Praz.g_00467
OG0000212	Prbj.g_00621	Praz.g_00468
OG0000213	Prbj.g_00624	Praz.g_00469
OG0000214	Prbj.g_00630	Praz.g_00471
OG0000215	Prbj.g_01550	Praz.g_00472
OG0000216	Prbj.g_01552	Praz.g_00474
OG0000217	Prbj.g_01554	Praz.g_00475
OG0000218	Prbj.g_01556	Praz.g_00476
OG0000219	Prbj.g_01557	Praz.g_00477
OG0000220	Prbj.g_01562	Praz.g_00480
OG0000221	Prbj.g_01567	Praz.g_00482
OG0000222	Prbj.g_01568	Praz.g_00483
OG0000223	Prbj.g_01569	Praz.g_00484
OG0000224	Prbj.g_01530	Praz.g_00487
OG0000225	Prbj.g_01532	Praz.g_00489
OG0000226	Prbj.g_01535	Praz.g_00490
OG0000227	Prbj.g_01537	Praz.g_00491
OG0000228	Prbj.g_01538	Praz.g_00492
OG0000229	Prbj.g_01539	Praz.g_00493
OG0000230	Prbj.g_01540	Praz.g_00494
OG0000231	Prbj.g_01542	Praz.g_00496
OG0000232	Prbj.g_01543	Praz.g_00497
OG0000233	Prbj.g_01548	Praz.g_00500
OG0000234	Prbj.g_00545	Praz.g_00502
OG0000235	Prbj.g_00543	Praz.g_00505
OG0000236	Prbj.g_00542	Praz.g_00506
OG0000237	Prbj.g_00541	Praz.g_00507
OG0000238	Prbj.g_00540	Praz.g_00508
OG0000239	Prbj.g_00539	Praz.g_00509
OG0000240	Prbj.g_00537	Praz.g_00511
OG0000241	Prbj.g_00536	Praz.g_00512
OG0000242	Prbj.g_00535	Praz.g_00513
OG0000243	Prbj.g_00534	Praz.g_00514
OG0000244	Prbj.g_00533	Praz.g_00515
OG0000245	Prbj.g_00531	Praz.g_00516
OG0000246	Prbj.g_00529	Praz.g_00518
OG0000247	Prbj.g_00528	Praz.g_00519
OG0000248	Prbj.g_00527	Praz.g_00520
OG0000249	Prbj.g_00526	Praz.g_00521
OG0000250	Prbj.g_00525	Praz.g_00522
OG0000251	Prbj.g_00524	Praz.g_00523
OG0000252	Prbj.g_00523	Praz.g_00524
OG0000253	Prbj.g_00522	Praz.g_00525
OG0000254	Prbj.g_00520	Praz.g_00527
OG0000255	Prbj.g_00519	Praz.g_00528
OG0000256	Prbj.g_00516	Praz.g_00531
OG0000257	Prbj.g_00515	Praz.g_00533
OG0000258	Prbj.g_00514	Praz.g_00534
OG0000259	Prbj.g_00513	Praz.g_00535
OG0000260	Prbj.g_00512	Praz.g_00536
OG0000261	Prbj.g_00511	Praz.g_00537
OG0000262	Prbj.g_00510	Praz.g_00538
OG0000263	Prbj.g_00509	Praz.g_00539
OG0000264	Prbj.g_02369	Praz.g_00541
OG0000265	Prbj.g_01135	Praz.g_00542
OG0000266	Prbj.g_01137	Praz.g_00543
OG0000267	Prbj.g_01141	Praz.g_00545
OG0000268	Prbj.g_01143	Praz.g_00546
OG0000269	Prbj.g_01146	Praz.g_00547
OG0000270	Prbj.g_01148	Praz.g_00548
OG0000271	Prbj.g_01151	Praz.g_00549
OG0000272	Prbj.g_01152	Praz.g_00550
OG0000273	Prbj.g_01155	Praz.g_00551
OG0000274	Prbj.g_01157	Praz.g_00552
OG0000275	Prbj.g_01158	Praz.g_00553
OG0000276	Prbj.g_01159	Praz.g_00554
OG0000277	Prbj.g_01160	Praz.g_00555
OG0000278	Prbj.g_01161	Praz.g_00556
OG0000279	Prbj.g_01162	Praz.g_00557
OG0000280	Prbj.g_01163	Praz.g_00558
OG0000281	Prbj.g_01165	Praz.g_00560
OG0000282	Prbj.g_01166	Praz.g_00561
OG0000283	Prbj.g_01173	Praz.g_00564
OG0000284	Prbj.g_01174	Praz.g_00565
OG0000285	Prbj.g_00289	Praz.g_00566
OG0000286	Prbj.g_00287	Praz.g_00568
OG0000287	Prbj.g_00234	Praz.g_00569
OG0000288	Prbj.g_00235	Praz.g_00570
OG0000289	Prbj.g_00237	Praz.g_00571
OG0000290	Prbj.g_00238	Praz.g_00572
OG0000291	Prbj.g_00240	Praz.g_00573
OG0000292	Prbj.g_00250	Praz.g_00574
OG0000293	Prbj.g_00251	Praz.g_00575
OG0000294	Prbj.g_00252	Praz.g_00576
OG0000295	Prbj.g_00258	Praz.g_00577
OG0000296	Prbj.g_00259	Praz.g_00578
OG0000297	Prbj.g_00262	Praz.g_00579
OG0000298	Prbj.g_00263	Praz.g_00580
OG0000299	Prbj.g_00264	Praz.g_00581
OG0000300	Prbj.g_00265	Praz.g_00582
OG0000301	Prbj.g_00266	Praz.g_00583
OG0000302	Prbj.g_00267	Praz.g_00584
OG0000303	Prbj.g_00268	Praz.g_00585
OG0000304	Prbj.g_00270	Praz.g_00586
OG0000305	Prbj.g_00271	Praz.g_00587
OG0000306	Prbj.g_00272	Praz.g_00588
OG0000307	Prbj.g_00181	Praz.g_00589
OG0000308	Prbj.g_01775	Praz.g_00590
OG0000309	Prbj.g_01776	Praz.g_00591
OG0000310	Prbj.g_01777	Praz.g_00592
OG0000311	Prbj.g_00177	Praz.g_00593
OG0000312	Prbj.g_00176	Praz.g_00595
OG0000313	Prbj.g_02608	Praz.g_00596
OG0000314	Prbj.g_02614	Praz.g_00599
OG0000315	Prbj.g_02615	Praz.g_00600
OG0000316	Prbj.g_02661	Praz.g_00602
OG0000317	Prbj.g_01341	Praz.g_00604
OG0000318	Prbj.g_01342	Praz.g_00605
OG0000319	Prbj.g_01343	Praz.g_00606
OG0000320	Prbj.g_01345	Praz.g_00607
OG0000321	Prbj.g_01350	Praz.g_00610
OG0000322	Prbj.g_01359	Praz.g_00613
OG0000323	Prbj.g_01360	Praz.g_00614
OG0000324	Prbj.g_01362	Praz.g_00617
OG0000325	Prbj.g_01364	Praz.g_00618
OG0000326	Prbj.g_01366	Praz.g_00619
OG0000327	Prbj.g_01372	Praz.g_00621
OG0000328	Prbj.g_00180	Praz.g_00622
OG0000329	Prbj.g_01385	Praz.g_00623
OG0000330	Prbj.g_01386	Praz.g_00624
OG0000331	Prbj.g_01388	Praz.g_00625
OG0000332	Prbj.g_01389	Praz.g_00626
OG0000333	Prbj.g_01390	Praz.g_00627
OG0000334	Prbj.g_01391	Praz.g_00628
OG0000335	Prbj.g_01392	Praz.g_00629
OG0000336	Prbj.g_01394	Praz.g_00630
OG0000337	Prbj.g_01399	Praz.g_00633
OG0000338	Prbj.g_01400	Praz.g_00634
OG0000339	Prbj.g_01401	Praz.g_00635
OG0000340	Prbj.g_01403	Praz.g_00636
OG0000341	Prbj.g_01408	Praz.g_00640
OG0000342	Prbj.g_01409	Praz.g_00641
OG0000343	Prbj.g_01411	Praz.g_00643
OG0000344	Prbj.g_01413	Praz.g_00644
OG0000345	Prbj.g_01414	Praz.g_00645
OG0000346	Prbj.g_01415	Praz.g_00646
OG0000347	Prbj.g_01416	Praz.g_00647
OG0000348	Prbj.g_01417	Praz.g_00648
OG0000349	Prbj.g_01418	Praz.g_00649
OG0000350	Prbj.g_01419	Praz.g_00650
OG0000351	Prbj.g_01423	Praz.g_00652
OG0000352	Prbj.g_01427	Praz.g_00655
OG0000353	Prbj.g_01430	Praz.g_00656
OG0000354	Prbj.g_01431	Praz.g_00657
OG0000355	Prbj.g_01432	Praz.g_00658
OG0000356	Prbj.g_01437	Praz.g_00659
OG0000357	Prbj.g_01438	Praz.g_00660
OG0000358	Prbj.g_01439	Praz.g_00661
OG0000359	Prbj.g_01441	Praz.g_00662
OG0000360	Prbj.g_01444	Praz.g_00665
OG0000361	Prbj.g_01445	Praz.g_00666
OG0000362	Prbj.g_01446	Praz.g_00667
OG0000363	Prbj.g_01448	Praz.g_00668
OG0000364	Prbj.g_01449	Praz.g_00669
OG0000365	Prbj.g_01450	Praz.g_00670
OG0000366	Prbj.g_01451	Praz.g_00671
OG0000367	Prbj.g_01452	Praz.g_00672
OG0000368	Prbj.g_01453	Praz.g_00673
OG0000369	Prbj.g_01454	Praz.g_00674
OG0000370	Prbj.g_01455	Praz.g_00675
OG0000371	Prbj.g_01456	Praz.g_00676
OG0000372	Prbj.g_01459	Praz.g_00678
OG0000373	Prbj.g_01469	Praz.g_00680
OG0000374	Prbj.g_01471	Praz.g_00681
OG0000375	Prbj.g_01480	Praz.g_00682
OG0000376	Prbj.g_00359	Praz.g_00684
OG0000377	Prbj.g_00352	Praz.g_00685
OG0000378	Prbj.g_00351	Praz.g_00686
OG0000379	Prbj.g_00341	Praz.g_01931
OG0000380	Prbj.g_00339	Praz.g_01932
OG0000381	Prbj.g_00338	Praz.g_01933
OG0000382	Prbj.g_00336	Praz.g_01935
OG0000383	Prbj.g_00331	Praz.g_00343
OG0000384	Prbj.g_00330	Praz.g_00344
OG0000385	Prbj.g_00324	Praz.g_00347
OG0000386	Prbj.g_00323	Praz.g_00348
OG0000387	Prbj.g_00322	Praz.g_00349
OG0000388	Prbj.g_00321	Praz.g_00350
OG0000389	Prbj.g_00320	Praz.g_00351
OG0000390	Prbj.g_00319	Praz.g_00352
OG0000391	Prbj.g_00318	Praz.g_00353
OG0000392	Prbj.g_00317	Praz.g_00354
OG0000393	Prbj.g_00063	Praz.g_00819
OG0000394	Prbj.g_00064	Praz.g_00818
OG0000395	Prbj.g_00068	Praz.g_00816
OG0000396	Prbj.g_02500	Praz.g_00815
OG0000397	Prbj.g_00563	Praz.g_00803
OG0000398	Prbj.g_00874	Praz.g_00795
OG0000399	Prbj.g_00689	Praz.g_00794
OG0000400	Prbj.g_02659	Praz.g_00788
OG0000401	Prbj.g_00076	Praz.g_01897
OG0000402	Prbj.g_00077	Praz.g_01896
OG0000403	Prbj.g_00089	Praz.g_01895
OG0000404	Prbj.g_00099	Praz.g_01893
OG0000405	Prbj.g_00100	Praz.g_01892
OG0000406	Prbj.g_00102	Praz.g_01890
OG0000407	Prbj.g_00103	Praz.g_01889
OG0000408	Prbj.g_00104	Praz.g_01888
OG0000409	Prbj.g_00105	Praz.g_01887
OG0000410	Prbj.g_00107	Praz.g_01886
OG0000411	Prbj.g_00108	Praz.g_01885
OG0000412	Prbj.g_00109	Praz.g_01884
OG0000413	Prbj.g_00110	Praz.g_01883
OG0000414	Prbj.g_00111	Praz.g_01882
OG0000415	Prbj.g_00112	Praz.g_01881
OG0000416	Prbj.g_00113	Praz.g_01880
OG0000417	Prbj.g_00117	Praz.g_01879
OG0000418	Prbj.g_00118	Praz.g_01878
OG0000419	Prbj.g_00119	Praz.g_01877
OG0000420	Prbj.g_00120	Praz.g_01876
OG0000421	Prbj.g_01894	Praz.g_01875
OG0000422	Prbj.g_01892	Praz.g_01873
OG0000423	Prbj.g_01891	Praz.g_01872
OG0000424	Prbj.g_01888	Praz.g_01870
OG0000425	Prbj.g_00152	Praz.g_01867
OG0000426	Prbj.g_00151	Praz.g_01866
OG0000427	Prbj.g_00148	Praz.g_01865
OG0000428	Prbj.g_00136	Praz.g_01864
OG0000429	Prbj.g_00134	Praz.g_01863
OG0000430	Prbj.g_00132	Praz.g_01857
OG0000431	Prbj.g_00130	Praz.g_01855
OG0000432	Prbj.g_00129	Praz.g_01854
OG0000433	Prbj.g_01638	Praz.g_01851
OG0000434	Prbj.g_01635	Praz.g_01850
OG0000435	Prbj.g_01631	Praz.g_01849
OG0000436	Prbj.g_01629	Praz.g_01847
OG0000437	Prbj.g_01627	Praz.g_01845
OG0000438	Prbj.g_01626	Praz.g_01844
OG0000439	Prbj.g_01625	Praz.g_01843
OG0000440	Prbj.g_01622	Praz.g_01841
OG0000441	Prbj.g_01620	Praz.g_01840
OG0000442	Prbj.g_01619	Praz.g_01839
OG0000443	Prbj.g_01618	Praz.g_01838
OG0000444	Prbj.g_01617	Praz.g_01837
OG0000445	Prbj.g_01616	Praz.g_01836
OG0000446	Prbj.g_01615	Praz.g_01835
OG0000447	Prbj.g_01614	Praz.g_01834
OG0000448	Prbj.g_01613	Praz.g_01833
OG0000449	Prbj.g_01605	Praz.g_01828
OG0000450	Prbj.g_02088	Praz.g_01827
OG0000451	Prbj.g_02089	Praz.g_01826
OG0000452	Prbj.g_02090	Praz.g_01825
OG0000453	Prbj.g_02093	Praz.g_01823
OG0000454	Prbj.g_02094	Praz.g_01822
OG0000455	Prbj.g_02095	Praz.g_01821
OG0000456	Prbj.g_02096	Praz.g_01820
OG0000457	Prbj.g_02097	Praz.g_01818
OG0000458	Prbj.g_02098	Praz.g_01816
OG0000459	Prbj.g_02099	Praz.g_01815
OG0000460	Prbj.g_02101	Praz.g_01813
OG0000461	Prbj.g_02102	Praz.g_01812
OG0000462	Prbj.g_02103	Praz.g_01811
OG0000463	Prbj.g_02108	Praz.g_01810
OG0000464	Prbj.g_02113	Praz.g_01805
OG0000465	Prbj.g_02114	Praz.g_01803
OG0000466	Prbj.g_02115	Praz.g_01802
OG0000467	Prbj.g_02117	Praz.g_01801
OG0000468	Prbj.g_02118	Praz.g_01800
OG0000469	Prbj.g_02123	Praz.g_01799
OG0000470	Prbj.g_01116	Praz.g_01798
OG0000471	Prbj.g_00765	Praz.g_01797
OG0000472	Prbj.g_02128	Praz.g_01794
OG0000473	Prbj.g_02130	Praz.g_01793
OG0000474	Prbj.g_02132	Praz.g_01792
OG0000475	Prbj.g_02133	Praz.g_01791
OG0000476	Prbj.g_02139	Praz.g_01790
OG0000477	Prbj.g_02142	Praz.g_01788
OG0000478	Prbj.g_02144	Praz.g_01787
OG0000479	Prbj.g_02146	Praz.g_01786
OG0000480	Prbj.g_02666	Praz.g_01784
OG0000481	Prbj.g_01858	Praz.g_01783
OG0000482	Prbj.g_01859	Praz.g_01782
OG0000483	Prbj.g_01861	Praz.g_01781
OG0000484	Prbj.g_01862	Praz.g_01780
OG0000485	Prbj.g_01863	Praz.g_01779
OG0000486	Prbj.g_01864	Praz.g_01778
OG0000487	Prbj.g_01865	Praz.g_01777
OG0000488	Prbj.g_01867	Praz.g_01775
OG0000489	Prbj.g_01868	Praz.g_01774
OG0000490	Prbj.g_01869	Praz.g_01773
OG0000491	Prbj.g_01870	Praz.g_01772
OG0000492	Prbj.g_01871	Praz.g_01771
OG0000493	Prbj.g_01872	Praz.g_01770
OG0000494	Prbj.g_01874	Praz.g_01768
OG0000495	Prbj.g_01875	Praz.g_01767
OG0000496	Prbj.g_01877	Praz.g_01766
OG0000497	Prbj.g_01879	Praz.g_01765
OG0000498	Prbj.g_01880	Praz.g_01764
OG0000499	Prbj.g_01882	Praz.g_01762
OG0000500	Prbj.g_01883	Praz.g_01761
OG0000501	Prbj.g_01807	Praz.g_01759
OG0000502	Prbj.g_01806	Praz.g_01758
OG0000503	Prbj.g_01805	Praz.g_01757
OG0000504	Prbj.g_01803	Praz.g_01756
OG0000505	Prbj.g_01802	Praz.g_01755
OG0000506	Prbj.g_01801	Praz.g_01754
OG0000507	Prbj.g_01800	Praz.g_01753
OG0000508	Prbj.g_01796	Praz.g_01751
OG0000509	Prbj.g_01795	Praz.g_01750
OG0000510	Prbj.g_01794	Praz.g_01749
OG0000511	Prbj.g_01793	Praz.g_01748
OG0000512	Prbj.g_01792	Praz.g_01747
OG0000513	Prbj.g_01791	Praz.g_01746
OG0000514	Prbj.g_01790	Praz.g_01745
OG0000515	Prbj.g_01787	Praz.g_01743
OG0000516	Prbj.g_01786	Praz.g_01742
OG0000517	Prbj.g_01785	Praz.g_01741
OG0000518	Prbj.g_01781	Praz.g_01739
OG0000519	Prbj.g_01780	Praz.g_01738
OG0000520	Prbj.g_01779	Praz.g_01737
OG0000521	Prbj.g_01778	Praz.g_01736
OG0000522	Prbj.g_01772	Praz.g_01735
OG0000523	Prbj.g_01771	Praz.g_01734
OG0000524	Prbj.g_01770	Praz.g_01733
OG0000525	Prbj.g_01768	Praz.g_01731
OG0000526	Prbj.g_01767	Praz.g_01730
OG0000527	Prbj.g_01766	Praz.g_01729
OG0000528	Prbj.g_01765	Praz.g_01728
OG0000529	Prbj.g_01764	Praz.g_01727
OG0000530	Prbj.g_01763	Praz.g_01726
OG0000531	Prbj.g_01760	Praz.g_01725
OG0000532	Prbj.g_01758	Praz.g_01724
OG0000533	Prbj.g_01757	Praz.g_01723
OG0000534	Prbj.g_01756	Praz.g_01722
OG0000535	Prbj.g_01755	Praz.g_01721
OG0000536	Prbj.g_01754	Praz.g_01720
OG0000537	Prbj.g_01753	Praz.g_01719
OG0000538	Prbj.g_01752	Praz.g_01718
OG0000539	Prbj.g_01750	Praz.g_01717
OG0000540	Prbj.g_01748	Praz.g_01716
OG0000541	Prbj.g_02544	Praz.g_01715
OG0000542	Prbj.g_02545	Praz.g_01714
OG0000543	Prbj.g_02546	Praz.g_01713
OG0000544	Prbj.g_02547	Praz.g_01712
OG0000545	Prbj.g_02550	Praz.g_01709
OG0000546	Prbj.g_02551	Praz.g_01708
OG0000547	Prbj.g_02553	Praz.g_01706
OG0000548	Prbj.g_02558	Praz.g_01705
OG0000549	Prbj.g_02559	Praz.g_01704
OG0000550	Prbj.g_02560	Praz.g_01703
OG0000551	Prbj.g_02563	Praz.g_01702
OG0000552	Prbj.g_02565	Praz.g_01701
OG0000553	Prbj.g_02566	Praz.g_01700
OG0000554	Prbj.g_02568	Praz.g_01699
OG0000555	Prbj.g_02569	Praz.g_01698
OG0000556	Prbj.g_02570	Praz.g_01697
OG0000557	Prbj.g_02571	Praz.g_01696
OG0000558	Prbj.g_02573	Praz.g_01695
OG0000559	Prbj.g_02574	Praz.g_01694
OG0000560	Prbj.g_02576	Praz.g_01692
OG0000561	Prbj.g_02577	Praz.g_01691
OG0000562	Prbj.g_02579	Praz.g_01690
OG0000563	Prbj.g_02580	Praz.g_01689
OG0000564	Prbj.g_02581	Praz.g_01688
OG0000565	Prbj.g_02589	Praz.g_01687
OG0000566	Prbj.g_02590	Praz.g_01686
OG0000567	Prbj.g_02591	Praz.g_01685
OG0000568	Prbj.g_02592	Praz.g_01684
OG0000569	Prbj.g_02593	Praz.g_01683
OG0000570	Prbj.g_02596	Praz.g_01682
OG0000571	Prbj.g_02597	Praz.g_01681
OG0000572	Prbj.g_02598	Praz.g_01680
