Orthogroup	Prbj	Prae
OG0000247	Prbj.g_00528	Prae.g_00162
OG0000248	Prbj.g_00527	Prae.g_00163
OG0000249	Prbj.g_00526	Prae.g_00164
OG0000250	Prbj.g_00525	Prae.g_00165
OG0000251	Prbj.g_00524	Prae.g_00166
OG0000252	Prbj.g_00523	Prae.g_00167
OG0000253	Prbj.g_00522	Prae.g_00168
OG0000254	Prbj.g_00520	Prae.g_00170
OG0000255	Prbj.g_00519	Prae.g_00171
OG0000256	Prbj.g_00516	Prae.g_00174
OG0000257	Prbj.g_00515	Prae.g_00176
OG0000258	Prbj.g_00514	Prae.g_00177
OG0000259	Prbj.g_00513	Prae.g_00178
OG0000260	Prbj.g_00512	Prae.g_00179
OG0000261	Prbj.g_00511	Prae.g_00180
OG0000262	Prbj.g_00510	Prae.g_00181
OG0000263	Prbj.g_00509	Prae.g_00182
OG0000264	Prbj.g_02369	Prae.g_00184
OG0000265	Prbj.g_01135	Prae.g_00185
OG0000266	Prbj.g_01137	Prae.g_00186
OG0000267	Prbj.g_01141	Prae.g_00188
OG0000268	Prbj.g_01143	Prae.g_00189
OG0000269	Prbj.g_01146	Prae.g_00190
OG0000270	Prbj.g_01148	Prae.g_00191
OG0000271	Prbj.g_01151	Prae.g_00192
OG0000272	Prbj.g_01152	Prae.g_00193
OG0000273	Prbj.g_01155	Prae.g_00194
OG0000274	Prbj.g_01157	Prae.g_00195
OG0000275	Prbj.g_01158	Prae.g_00196
OG0000276	Prbj.g_01159	Prae.g_00197
OG0000277	Prbj.g_01160	Prae.g_00198
OG0000278	Prbj.g_01161	Prae.g_00199
OG0000279	Prbj.g_01162	Prae.g_00200
OG0000280	Prbj.g_01163	Prae.g_00201
OG0000281	Prbj.g_01165	Prae.g_00203
OG0000282	Prbj.g_01166	Prae.g_00204
OG0000283	Prbj.g_01173	Prae.g_00207
OG0000284	Prbj.g_01174	Prae.g_00208
OG0000285	Prbj.g_00289	Prae.g_00209
OG0000286	Prbj.g_00287	Prae.g_00211
OG0000287	Prbj.g_00234	Prae.g_00212
OG0000288	Prbj.g_00235	Prae.g_00213
OG0000289	Prbj.g_00237	Prae.g_00214
OG0000290	Prbj.g_00238	Prae.g_00215
OG0000291	Prbj.g_00240	Prae.g_00216
OG0000292	Prbj.g_00250	Prae.g_00217
OG0000293	Prbj.g_00251	Prae.g_00218
OG0000294	Prbj.g_00252	Prae.g_00219
OG0000295	Prbj.g_00258	Prae.g_00220
OG0000296	Prbj.g_00259	Prae.g_00221
OG0000297	Prbj.g_00262	Prae.g_00222
OG0000298	Prbj.g_00263	Prae.g_00223
OG0000299	Prbj.g_00264	Prae.g_00224
OG0000300	Prbj.g_00265	Prae.g_00225
OG0000301	Prbj.g_00266	Prae.g_00226
OG0000302	Prbj.g_00267	Prae.g_00227
OG0000303	Prbj.g_00268	Prae.g_00228
OG0000304	Prbj.g_00270	Prae.g_00229
OG0000305	Prbj.g_00271	Prae.g_00230
OG0000306	Prbj.g_00272	Prae.g_00231
OG0000307	Prbj.g_00181	Prae.g_00232
OG0000308	Prbj.g_01775	Prae.g_00233
OG0000309	Prbj.g_01776	Prae.g_00234
OG0000310	Prbj.g_01777	Prae.g_00235
OG0000311	Prbj.g_00177	Prae.g_00236
OG0000312	Prbj.g_00176	Prae.g_00238
OG0000313	Prbj.g_02608	Prae.g_00239
OG0000314	Prbj.g_02614	Prae.g_00242
OG0000315	Prbj.g_02615	Prae.g_00243
OG0000316	Prbj.g_02661	Prae.g_00245
OG0000317	Prbj.g_01341	Prae.g_00247
OG0000318	Prbj.g_01342	Prae.g_00248
OG0000319	Prbj.g_01343	Prae.g_00249
OG0000320	Prbj.g_01345	Prae.g_00250
OG0000321	Prbj.g_01350	Prae.g_00253
OG0000322	Prbj.g_01359	Prae.g_00256
OG0000323	Prbj.g_01360	Prae.g_00257
OG0000324	Prbj.g_01362	Prae.g_00260
OG0000325	Prbj.g_01364	Prae.g_00262
OG0000326	Prbj.g_01366	Prae.g_00263
OG0000327	Prbj.g_01372	Prae.g_00265
OG0000328	Prbj.g_00180	Prae.g_00266
OG0000329	Prbj.g_01385	Prae.g_00267
OG0000330	Prbj.g_01386	Prae.g_00268
OG0000331	Prbj.g_01388	Prae.g_00269
OG0000332	Prbj.g_01389	Prae.g_00270
OG0000333	Prbj.g_01390	Prae.g_00271
OG0000334	Prbj.g_01391	Prae.g_00272
OG0000335	Prbj.g_01392	Prae.g_00273
OG0000336	Prbj.g_01394	Prae.g_00274
OG0000337	Prbj.g_01399	Prae.g_00276
OG0000338	Prbj.g_01400	Prae.g_00277
OG0000339	Prbj.g_01401	Prae.g_00278
OG0000340	Prbj.g_01403	Prae.g_00279
OG0000341	Prbj.g_01408	Prae.g_00283
OG0000342	Prbj.g_01409	Prae.g_00284
OG0000343	Prbj.g_01411	Prae.g_00286
OG0000344	Prbj.g_01413	Prae.g_00287
OG0000345	Prbj.g_01414	Prae.g_00288
OG0000346	Prbj.g_01415	Prae.g_00289
OG0000347	Prbj.g_01416	Prae.g_00290
OG0000348	Prbj.g_01417	Prae.g_00291
OG0000349	Prbj.g_01418	Prae.g_00292
OG0000350	Prbj.g_01419	Prae.g_00293
OG0000351	Prbj.g_01423	Prae.g_00296
OG0000352	Prbj.g_01427	Prae.g_00299
OG0000353	Prbj.g_01430	Prae.g_00300
OG0000354	Prbj.g_01431	Prae.g_00301
OG0000355	Prbj.g_01432	Prae.g_00302
OG0000356	Prbj.g_01437	Prae.g_00303
OG0000357	Prbj.g_01438	Prae.g_00304
OG0000358	Prbj.g_01439	Prae.g_00305
OG0000359	Prbj.g_01441	Prae.g_00306
OG0000360	Prbj.g_01444	Prae.g_00309
OG0000361	Prbj.g_01445	Prae.g_00310
OG0000362	Prbj.g_01446	Prae.g_00311
OG0000363	Prbj.g_01448	Prae.g_00312
OG0000364	Prbj.g_01449	Prae.g_00313
OG0000365	Prbj.g_01450	Prae.g_00314
OG0000366	Prbj.g_01451	Prae.g_00315
OG0000367	Prbj.g_01452	Prae.g_00316
OG0000368	Prbj.g_01453	Prae.g_00317
OG0000369	Prbj.g_01454	Prae.g_00318
OG0000370	Prbj.g_01455	Prae.g_00319
OG0000371	Prbj.g_01456	Prae.g_00320
OG0000372	Prbj.g_01459	Prae.g_00322
OG0000373	Prbj.g_01469	Prae.g_00324
OG0000374	Prbj.g_01471	Prae.g_00325
OG0000375	Prbj.g_01480	Prae.g_00326
OG0000376	Prbj.g_00359	Prae.g_00328
OG0000377	Prbj.g_00352	Prae.g_00329
OG0000378	Prbj.g_00351	Prae.g_00330
OG0000379	Prbj.g_00341	Prae.g_00335
OG0000380	Prbj.g_00339	Prae.g_00336
OG0000381	Prbj.g_00338	Prae.g_00337
OG0000382	Prbj.g_00336	Prae.g_00338
OG0000383	Prbj.g_00331	Prae.g_00341
OG0000384	Prbj.g_00330	Prae.g_00342
OG0000385	Prbj.g_00324	Prae.g_00344
OG0000386	Prbj.g_00323	Prae.g_00345
OG0000387	Prbj.g_00322	Prae.g_00346
OG0000388	Prbj.g_00321	Prae.g_00347
OG0000389	Prbj.g_00320	Prae.g_00348
OG0000390	Prbj.g_00319	Prae.g_00349
OG0000391	Prbj.g_00318	Prae.g_00350
OG0000392	Prbj.g_00317	Prae.g_00351
OG0000393	Prbj.g_00063	Prae.g_00354
OG0000394	Prbj.g_00064	Prae.g_00355
OG0000395	Prbj.g_00068	Prae.g_00357
OG0000396	Prbj.g_02500	Prae.g_00358
OG0000397	Prbj.g_00563	Prae.g_00371
OG0000398	Prbj.g_00874	Prae.g_00379
OG0000399	Prbj.g_00689	Prae.g_00380
OG0000400	Prbj.g_02659	Prae.g_00385
OG0000401	Prbj.g_00076	Prae.g_00405
OG0000402	Prbj.g_00077	Prae.g_00406
OG0000403	Prbj.g_00089	Prae.g_00407
OG0000404	Prbj.g_00099	Prae.g_00409
OG0000405	Prbj.g_00100	Prae.g_00410
OG0000406	Prbj.g_00102	Prae.g_00412
OG0000407	Prbj.g_00103	Prae.g_00413
OG0000408	Prbj.g_00104	Prae.g_00414
OG0000409	Prbj.g_00105	Prae.g_00415
OG0000410	Prbj.g_00107	Prae.g_00416
OG0000411	Prbj.g_00108	Prae.g_00417
OG0000412	Prbj.g_00109	Prae.g_00418
OG0000413	Prbj.g_00110	Prae.g_00419
OG0000414	Prbj.g_00111	Prae.g_00420
OG0000415	Prbj.g_00112	Prae.g_00421
OG0000416	Prbj.g_00113	Prae.g_00422
OG0000417	Prbj.g_00117	Prae.g_00423
OG0000418	Prbj.g_00118	Prae.g_00424
OG0000419	Prbj.g_00119	Prae.g_00425
OG0000420	Prbj.g_00120	Prae.g_00426
OG0000421	Prbj.g_01894	Prae.g_00427
OG0000422	Prbj.g_01892	Prae.g_00429
OG0000423	Prbj.g_01891	Prae.g_00430
OG0000424	Prbj.g_01888	Prae.g_00432
OG0000425	Prbj.g_00152	Prae.g_00435
OG0000426	Prbj.g_00151	Prae.g_00436
OG0000427	Prbj.g_00148	Prae.g_00437
OG0000428	Prbj.g_00136	Prae.g_00438
OG0000429	Prbj.g_00134	Prae.g_00439
OG0000430	Prbj.g_00132	Prae.g_00445
OG0000431	Prbj.g_00130	Prae.g_00447
OG0000432	Prbj.g_00129	Prae.g_00448
OG0000433	Prbj.g_01638	Prae.g_00451
OG0000434	Prbj.g_01635	Prae.g_00452
OG0000435	Prbj.g_01631	Prae.g_00453
OG0000436	Prbj.g_01629	Prae.g_00455
OG0000437	Prbj.g_01627	Prae.g_00457
OG0000438	Prbj.g_01626	Prae.g_00458
OG0000439	Prbj.g_01625	Prae.g_00459
OG0000440	Prbj.g_01622	Prae.g_00461
OG0000441	Prbj.g_01620	Prae.g_00462
OG0000442	Prbj.g_01619	Prae.g_00463
OG0000443	Prbj.g_01618	Prae.g_00464
OG0000444	Prbj.g_01617	Prae.g_00465
OG0000445	Prbj.g_01616	Prae.g_00466
OG0000446	Prbj.g_01615	Prae.g_00467
OG0000447	Prbj.g_01614	Prae.g_00468
OG0000448	Prbj.g_01613	Prae.g_00469
OG0000449	Prbj.g_01605	Prae.g_00474
OG0000450	Prbj.g_02088	Prae.g_00475
OG0000451	Prbj.g_02089	Prae.g_00476
OG0000452	Prbj.g_02090	Prae.g_00477
OG0000453	Prbj.g_02093	Prae.g_00479
OG0000454	Prbj.g_02094	Prae.g_00480
OG0000455	Prbj.g_02095	Prae.g_00481
OG0000456	Prbj.g_02096	Prae.g_00482
OG0000457	Prbj.g_02097	Prae.g_00484
OG0000458	Prbj.g_02098	Prae.g_00486
OG0000459	Prbj.g_02099	Prae.g_00487
OG0000460	Prbj.g_02101	Prae.g_00489
OG0000461	Prbj.g_02102	Prae.g_00490
OG0000462	Prbj.g_02103	Prae.g_00491
OG0000463	Prbj.g_02108	Prae.g_00492
OG0000464	Prbj.g_02113	Prae.g_00497
OG0000465	Prbj.g_02114	Prae.g_00499
OG0000466	Prbj.g_02115	Prae.g_00500
OG0000467	Prbj.g_02117	Prae.g_00501
OG0000468	Prbj.g_02118	Prae.g_00502
OG0000469	Prbj.g_02123	Prae.g_00503
OG0000470	Prbj.g_01116	Prae.g_00504
OG0000471	Prbj.g_00765	Prae.g_00505
OG0000472	Prbj.g_02128	Prae.g_00509
OG0000473	Prbj.g_02130	Prae.g_00510
OG0000474	Prbj.g_02132	Prae.g_00511
OG0000475	Prbj.g_02133	Prae.g_00512
OG0000476	Prbj.g_02139	Prae.g_00513
OG0000477	Prbj.g_02142	Prae.g_00515
OG0000478	Prbj.g_02144	Prae.g_00516
OG0000479	Prbj.g_02146	Prae.g_00517
OG0000480	Prbj.g_02666	Prae.g_00519
OG0000481	Prbj.g_01858	Prae.g_00520
OG0000482	Prbj.g_01859	Prae.g_00521
OG0000483	Prbj.g_01861	Prae.g_00522
OG0000484	Prbj.g_01862	Prae.g_00523
OG0000485	Prbj.g_01863	Prae.g_00524
OG0000486	Prbj.g_01864	Prae.g_00525
OG0000487	Prbj.g_01865	Prae.g_00526
OG0000488	Prbj.g_01867	Prae.g_00528
OG0000489	Prbj.g_01868	Prae.g_00529
OG0000490	Prbj.g_01869	Prae.g_00530
OG0000491	Prbj.g_01870	Prae.g_00531
OG0000492	Prbj.g_01871	Prae.g_00532
OG0000493	Prbj.g_01872	Prae.g_00533
OG0000494	Prbj.g_01874	Prae.g_00535
OG0000495	Prbj.g_01875	Prae.g_00536
OG0000496	Prbj.g_01877	Prae.g_00537
OG0000497	Prbj.g_01879	Prae.g_00538
OG0000498	Prbj.g_01880	Prae.g_00539
OG0000499	Prbj.g_01882	Prae.g_00541
OG0000500	Prbj.g_01883	Prae.g_00542
OG0000501	Prbj.g_01807	Prae.g_00544
OG0000502	Prbj.g_01806	Prae.g_00545
OG0000503	Prbj.g_01805	Prae.g_00546
OG0000504	Prbj.g_01803	Prae.g_00547
OG0000505	Prbj.g_01802	Prae.g_00548
OG0000506	Prbj.g_01801	Prae.g_00549
OG0000507	Prbj.g_01800	Prae.g_00550
OG0000508	Prbj.g_01796	Prae.g_00552
OG0000509	Prbj.g_01795	Prae.g_00553
OG0000510	Prbj.g_01794	Prae.g_00554
OG0000511	Prbj.g_01793	Prae.g_00555
OG0000512	Prbj.g_01792	Prae.g_00556
OG0000513	Prbj.g_01791	Prae.g_00557
OG0000514	Prbj.g_01790	Prae.g_00558
OG0000515	Prbj.g_01787	Prae.g_00560
OG0000516	Prbj.g_01786	Prae.g_00561
OG0000517	Prbj.g_01785	Prae.g_00562
OG0000518	Prbj.g_01781	Prae.g_00565
OG0000519	Prbj.g_01780	Prae.g_00566
OG0000520	Prbj.g_01779	Prae.g_00567
OG0000521	Prbj.g_01778	Prae.g_00568
OG0000522	Prbj.g_01772	Prae.g_00569
OG0000523	Prbj.g_01771	Prae.g_00570
OG0000524	Prbj.g_01770	Prae.g_00571
OG0000525	Prbj.g_01768	Prae.g_00573
OG0000526	Prbj.g_01767	Prae.g_00574
OG0000527	Prbj.g_01766	Prae.g_00575
OG0000528	Prbj.g_01765	Prae.g_00576
OG0000529	Prbj.g_01764	Prae.g_00577
OG0000530	Prbj.g_01763	Prae.g_00578
OG0000531	Prbj.g_01760	Prae.g_00579
OG0000532	Prbj.g_01758	Prae.g_00580
OG0000533	Prbj.g_01757	Prae.g_00581
OG0000534	Prbj.g_01756	Prae.g_00582
OG0000535	Prbj.g_01755	Prae.g_00583
OG0000536	Prbj.g_01754	Prae.g_00584
OG0000537	Prbj.g_01753	Prae.g_00585
OG0000538	Prbj.g_01752	Prae.g_00586
OG0000539	Prbj.g_01750	Prae.g_00587
OG0000540	Prbj.g_01748	Prae.g_00588
OG0000541	Prbj.g_02544	Prae.g_00589
OG0000542	Prbj.g_02545	Prae.g_00590
OG0000543	Prbj.g_02546	Prae.g_00591
OG0000544	Prbj.g_02547	Prae.g_00592
OG0000545	Prbj.g_02550	Prae.g_00595
OG0000546	Prbj.g_02551	Prae.g_00596
OG0000547	Prbj.g_02553	Prae.g_00598
OG0000548	Prbj.g_02558	Prae.g_00599
OG0000549	Prbj.g_02559	Prae.g_00600
OG0000550	Prbj.g_02560	Prae.g_00601
OG0000551	Prbj.g_02563	Prae.g_00602
OG0000552	Prbj.g_02565	Prae.g_00603
OG0000553	Prbj.g_02566	Prae.g_00604
OG0000554	Prbj.g_02568	Prae.g_00605
OG0000555	Prbj.g_02569	Prae.g_00606
OG0000556	Prbj.g_02570	Prae.g_00607
OG0000557	Prbj.g_02571	Prae.g_00608
OG0000558	Prbj.g_02573	Prae.g_00609
OG0000559	Prbj.g_02574	Prae.g_00610
OG0000560	Prbj.g_02576	Prae.g_00612
OG0000561	Prbj.g_02577	Prae.g_00613
OG0000562	Prbj.g_02579	Prae.g_00614
OG0000563	Prbj.g_02580	Prae.g_00615
OG0000564	Prbj.g_02581	Prae.g_00616
OG0000565	Prbj.g_02589	Prae.g_00617
OG0000566	Prbj.g_02590	Prae.g_00618
OG0000567	Prbj.g_02591	Prae.g_00619
OG0000568	Prbj.g_02592	Prae.g_00620
OG0000569	Prbj.g_02593	Prae.g_00621
OG0000570	Prbj.g_02596	Prae.g_00622
OG0000571	Prbj.g_02597	Prae.g_00623
OG0000572	Prbj.g_02598	Prae.g_00624
OG0000573	Prbj.g_00794	Prae.g_00627
OG0000574	Prbj.g_00803	Prae.g_00628
OG0000575	Prbj.g_00804	Prae.g_00629
