Orthogroup	Praz	Pral
OG0000137	Praz.g_00188	Pral.g_00323
OG0000138	Praz.g_00152	Pral.g_00358
OG0000139	Praz.g_00125	Pral.g_00390
OG0000140	Praz.g_00366	Pral.g_00411
OG0000141	Praz.g_00367	Pral.g_00412
OG0000142	Praz.g_00369	Pral.g_00414
OG0000143	Praz.g_00370	Pral.g_00415
OG0000144	Praz.g_00372	Pral.g_00417
OG0000145	Praz.g_00373	Pral.g_00418
OG0000146	Praz.g_00374	Pral.g_00419
OG0000147	Praz.g_00375	Pral.g_00420
OG0000148	Praz.g_00377	Pral.g_00422
OG0000149	Praz.g_00379	Pral.g_01030
OG0000150	Praz.g_00380	Pral.g_01029
OG0000151	Praz.g_00381	Pral.g_01028
OG0000152	Praz.g_00382	Pral.g_01027
OG0000153	Praz.g_00383	Pral.g_01026
OG0000154	Praz.g_00384	Pral.g_01025
OG0000155	Praz.g_00385	Pral.g_01024
OG0000156	Praz.g_00386	Pral.g_01023
OG0000157	Praz.g_00387	Pral.g_01022
OG0000158	Praz.g_00389	Pral.g_01020
OG0000159	Praz.g_00390	Pral.g_01019
OG0000160	Praz.g_00391	Pral.g_01018
OG0000161	Praz.g_00392	Pral.g_01017
OG0000162	Praz.g_00393	Pral.g_01016
OG0000163	Praz.g_00394	Pral.g_01014
OG0000164	Praz.g_00397	Pral.g_01011
OG0000165	Praz.g_00400	Pral.g_01009
OG0000166	Praz.g_00401	Pral.g_01008
OG0000167	Praz.g_00402	Pral.g_01007
OG0000168	Praz.g_00406	Pral.g_01005
OG0000169	Praz.g_00408	Pral.g_01003
OG0000170	Praz.g_00409	Pral.g_01001
OG0000171	Praz.g_00410	Pral.g_01000
OG0000172	Praz.g_00411	Pral.g_00999
OG0000173	Praz.g_00412	Pral.g_00996
OG0000174	Praz.g_00413	Pral.g_00995
OG0000175	Praz.g_00414	Pral.g_00994
OG0000176	Praz.g_00416	Pral.g_00992
OG0000177	Praz.g_00417	Pral.g_00991
OG0000178	Praz.g_00418	Pral.g_00990
OG0000179	Praz.g_00424	Pral.g_00984
OG0000180	Praz.g_00425	Pral.g_00983
OG0000181	Praz.g_00426	Pral.g_00982
OG0000182	Praz.g_00429	Pral.g_00978
OG0000183	Praz.g_00430	Pral.g_00977
OG0000184	Praz.g_00433	Pral.g_00974
OG0000185	Praz.g_00437	Pral.g_00970
OG0000186	Praz.g_00438	Pral.g_00969
OG0000187	Praz.g_00439	Pral.g_00048
OG0000188	Praz.g_00440	Pral.g_00968
OG0000189	Praz.g_00441	Pral.g_00966
OG0000190	Praz.g_00442	Pral.g_00965
OG0000191	Praz.g_00443	Pral.g_00964
OG0000192	Praz.g_00444	Pral.g_00963
OG0000193	Praz.g_00445	Pral.g_00962
OG0000194	Praz.g_00446	Pral.g_00961
OG0000195	Praz.g_00448	Pral.g_00959
OG0000196	Praz.g_00449	Pral.g_00958
OG0000197	Praz.g_00450	Pral.g_00957
OG0000198	Praz.g_00451	Pral.g_00956
OG0000199	Praz.g_00454	Pral.g_00953
OG0000200	Praz.g_00455	Pral.g_00952
OG0000201	Praz.g_00456	Pral.g_00951
OG0000202	Praz.g_00457	Pral.g_00950
OG0000203	Praz.g_00458	Pral.g_00949
OG0000204	Praz.g_00459	Pral.g_00948
OG0000205	Praz.g_00460	Pral.g_00946
OG0000206	Praz.g_00461	Pral.g_00945
OG0000207	Praz.g_00462	Pral.g_00944
OG0000208	Praz.g_00463	Pral.g_00943
OG0000209	Praz.g_00464	Pral.g_00942
OG0000210	Praz.g_00466	Pral.g_00941
OG0000211	Praz.g_00467	Pral.g_00940
OG0000212	Praz.g_00468	Pral.g_00939
OG0000213	Praz.g_00469	Pral.g_00938
OG0000214	Praz.g_00471	Pral.g_00934
OG0000215	Praz.g_00472	Pral.g_00933
OG0000216	Praz.g_00474	Pral.g_00931
OG0000217	Praz.g_00475	Pral.g_00930
OG0000218	Praz.g_00476	Pral.g_00929
OG0000219	Praz.g_00477	Pral.g_00928
OG0000220	Praz.g_00480	Pral.g_00925
OG0000221	Praz.g_00482	Pral.g_00922
OG0000222	Praz.g_00483	Pral.g_00921
OG0000223	Praz.g_00484	Pral.g_00920
OG0000224	Praz.g_00487	Pral.g_00918
OG0000225	Praz.g_00489	Pral.g_00916
OG0000226	Praz.g_00490	Pral.g_00914
OG0000227	Praz.g_00491	Pral.g_00913
OG0000228	Praz.g_00492	Pral.g_00912
OG0000229	Praz.g_00493	Pral.g_00911
OG0000230	Praz.g_00494	Pral.g_00910
OG0000231	Praz.g_00496	Pral.g_00450
OG0000232	Praz.g_00497	Pral.g_00908
OG0000233	Praz.g_00500	Pral.g_00905
OG0000234	Praz.g_00502	Pral.g_00903
OG0000235	Praz.g_00505	Pral.g_00900
OG0000236	Praz.g_00506	Pral.g_00899
OG0000237	Praz.g_00507	Pral.g_00898
OG0000238	Praz.g_00508	Pral.g_00897
OG0000239	Praz.g_00509	Pral.g_00896
OG0000240	Praz.g_00511	Pral.g_00894
OG0000241	Praz.g_00512	Pral.g_00893
OG0000242	Praz.g_00513	Pral.g_00892
OG0000243	Praz.g_00514	Pral.g_00891
OG0000244	Praz.g_00515	Pral.g_00890
OG0000245	Praz.g_00516	Pral.g_00888
OG0000246	Praz.g_00518	Pral.g_00886
OG0000247	Praz.g_00519	Pral.g_00885
OG0000248	Praz.g_00520	Pral.g_00884
OG0000249	Praz.g_00521	Pral.g_00883
OG0000250	Praz.g_00522	Pral.g_00882
OG0000251	Praz.g_00523	Pral.g_00881
OG0000252	Praz.g_00524	Pral.g_00880
OG0000253	Praz.g_00525	Pral.g_00879
OG0000254	Praz.g_00527	Pral.g_00877
OG0000255	Praz.g_00528	Pral.g_00875
OG0000256	Praz.g_00531	Pral.g_00872
OG0000257	Praz.g_00533	Pral.g_00871
OG0000258	Praz.g_00534	Pral.g_00870
OG0000259	Praz.g_00535	Pral.g_00869
OG0000260	Praz.g_00536	Pral.g_00868
OG0000261	Praz.g_00537	Pral.g_00867
OG0000262	Praz.g_00538	Pral.g_00866
OG0000263	Praz.g_00539	Pral.g_00865
OG0000264	Praz.g_00541	Pral.g_00863
OG0000265	Praz.g_00542	Pral.g_00862
OG0000266	Praz.g_00543	Pral.g_00861
OG0000267	Praz.g_00545	Pral.g_00859
OG0000268	Praz.g_00546	Pral.g_00857
OG0000269	Praz.g_00547	Pral.g_00856
OG0000270	Praz.g_00548	Pral.g_00855
OG0000271	Praz.g_00549	Pral.g_00854
OG0000272	Praz.g_00550	Pral.g_00853
OG0000273	Praz.g_00551	Pral.g_00852
OG0000274	Praz.g_00552	Pral.g_00851
OG0000275	Praz.g_00553	Pral.g_00850
OG0000276	Praz.g_00554	Pral.g_00849
OG0000277	Praz.g_00555	Pral.g_00848
OG0000278	Praz.g_00556	Pral.g_00847
OG0000279	Praz.g_00557	Pral.g_00846
OG0000280	Praz.g_00558	Pral.g_00845
OG0000281	Praz.g_00560	Pral.g_00844
OG0000282	Praz.g_00561	Pral.g_00843
OG0000283	Praz.g_00564	Pral.g_00840
OG0000284	Praz.g_00565	Pral.g_00839
OG0000285	Praz.g_00566	Pral.g_00838
OG0000286	Praz.g_00568	Pral.g_00836
OG0000287	Praz.g_00569	Pral.g_00835
OG0000288	Praz.g_00570	Pral.g_00834
OG0000289	Praz.g_00571	Pral.g_00833
OG0000290	Praz.g_00572	Pral.g_00832
OG0000291	Praz.g_00573	Pral.g_00831
OG0000292	Praz.g_00574	Pral.g_00830
OG0000293	Praz.g_00575	Pral.g_00829
OG0000294	Praz.g_00576	Pral.g_00828
OG0000295	Praz.g_00577	Pral.g_00827
OG0000296	Praz.g_00578	Pral.g_00826
OG0000297	Praz.g_00579	Pral.g_00825
OG0000298	Praz.g_00580	Pral.g_00824
OG0000299	Praz.g_00581	Pral.g_00823
OG0000300	Praz.g_00582	Pral.g_00822
OG0000301	Praz.g_00583	Pral.g_00821
OG0000302	Praz.g_00584	Pral.g_00820
OG0000303	Praz.g_00585	Pral.g_00819
OG0000304	Praz.g_00586	Pral.g_00817
OG0000305	Praz.g_00587	Pral.g_00816
OG0000306	Praz.g_00588	Pral.g_00815
OG0000307	Praz.g_00589	Pral.g_00812
OG0000308	Praz.g_00590	Pral.g_00811
OG0000309	Praz.g_00591	Pral.g_00810
OG0000310	Praz.g_00592	Pral.g_00809
OG0000311	Praz.g_00593	Pral.g_00807
OG0000312	Praz.g_00595	Pral.g_00805
OG0000313	Praz.g_00596	Pral.g_00804
OG0000314	Praz.g_00599	Pral.g_00800
OG0000315	Praz.g_00600	Pral.g_00799
OG0000316	Praz.g_00602	Pral.g_00796
OG0000317	Praz.g_00604	Pral.g_00795
OG0000318	Praz.g_00605	Pral.g_00794
OG0000319	Praz.g_00606	Pral.g_00793
OG0000320	Praz.g_00607	Pral.g_00792
OG0000321	Praz.g_00610	Pral.g_00789
OG0000322	Praz.g_00613	Pral.g_00785
OG0000323	Praz.g_00614	Pral.g_00784
OG0000324	Praz.g_00617	Pral.g_00781
OG0000325	Praz.g_00618	Pral.g_00780
OG0000326	Praz.g_00619	Pral.g_00779
OG0000327	Praz.g_00621	Pral.g_00777
OG0000328	Praz.g_00622	Pral.g_00776
OG0000329	Praz.g_00623	Pral.g_00775
OG0000330	Praz.g_00624	Pral.g_00774
OG0000331	Praz.g_00625	Pral.g_00773
OG0000332	Praz.g_00626	Pral.g_00772
OG0000333	Praz.g_00627	Pral.g_00771
OG0000334	Praz.g_00628	Pral.g_00770
OG0000335	Praz.g_00629	Pral.g_00769
OG0000336	Praz.g_00630	Pral.g_00767
OG0000337	Praz.g_00633	Pral.g_00764
OG0000338	Praz.g_00634	Pral.g_00763
OG0000339	Praz.g_00635	Pral.g_00762
OG0000340	Praz.g_00636	Pral.g_00761
OG0000341	Praz.g_00640	Pral.g_00756
OG0000342	Praz.g_00641	Pral.g_00755
OG0000343	Praz.g_00643	Pral.g_00753
OG0000344	Praz.g_00644	Pral.g_00752
OG0000345	Praz.g_00645	Pral.g_00751
OG0000346	Praz.g_00646	Pral.g_00750
OG0000347	Praz.g_00647	Pral.g_00749
OG0000348	Praz.g_00648	Pral.g_00748
OG0000349	Praz.g_00649	Pral.g_00747
OG0000350	Praz.g_00650	Pral.g_00746
OG0000351	Praz.g_00652	Pral.g_00743
OG0000352	Praz.g_00655	Pral.g_00740
OG0000353	Praz.g_00656	Pral.g_00739
OG0000354	Praz.g_00657	Pral.g_00738
OG0000355	Praz.g_00658	Pral.g_00737
OG0000356	Praz.g_00659	Pral.g_00736
OG0000357	Praz.g_00660	Pral.g_00735
OG0000358	Praz.g_00661	Pral.g_00734
OG0000359	Praz.g_00662	Pral.g_00733
OG0000360	Praz.g_00665	Pral.g_00731
OG0000361	Praz.g_00666	Pral.g_00730
OG0000362	Praz.g_00667	Pral.g_00729
OG0000363	Praz.g_00668	Pral.g_00728
OG0000364	Praz.g_00669	Pral.g_00727
OG0000365	Praz.g_00670	Pral.g_00726
OG0000366	Praz.g_00671	Pral.g_00725
OG0000367	Praz.g_00672	Pral.g_00724
OG0000368	Praz.g_00673	Pral.g_00723
OG0000369	Praz.g_00674	Pral.g_00722
OG0000370	Praz.g_00675	Pral.g_00721
OG0000371	Praz.g_00676	Pral.g_00720
OG0000372	Praz.g_00678	Pral.g_00718
OG0000373	Praz.g_00680	Pral.g_00716
OG0000374	Praz.g_00681	Pral.g_00715
OG0000375	Praz.g_00682	Pral.g_00714
OG0000376	Praz.g_00684	Pral.g_00712
OG0000377	Praz.g_00685	Pral.g_00706
OG0000378	Praz.g_00686	Pral.g_00705
OG0000379	Praz.g_01931	Pral.g_00698
OG0000380	Praz.g_01932	Pral.g_00696
OG0000381	Praz.g_01933	Pral.g_00695
OG0000382	Praz.g_01935	Pral.g_00694
OG0000383	Praz.g_00343	Pral.g_00691
OG0000384	Praz.g_00344	Pral.g_00690
OG0000385	Praz.g_00347	Pral.g_00687
OG0000386	Praz.g_00348	Pral.g_00686
OG0000387	Praz.g_00349	Pral.g_00685
OG0000388	Praz.g_00350	Pral.g_00684
OG0000389	Praz.g_00351	Pral.g_00683
OG0000390	Praz.g_00352	Pral.g_00682
OG0000391	Praz.g_00353	Pral.g_00681
OG0000392	Praz.g_00354	Pral.g_00680
OG0000393	Praz.g_00819	Pral.g_00677
OG0000394	Praz.g_00818	Pral.g_00676
OG0000395	Praz.g_00816	Pral.g_00673
OG0000396	Praz.g_00815	Pral.g_01541
OG0000397	Praz.g_00803	Pral.g_01322
OG0000398	Praz.g_00795	Pral.g_01039
OG0000399	Praz.g_00794	Pral.g_01840
OG0000400	Praz.g_00788	Pral.g_00171
OG0000401	Praz.g_01897	Pral.g_00663
OG0000402	Praz.g_01896	Pral.g_00662
OG0000403	Praz.g_01895	Pral.g_00661
OG0000404	Praz.g_01893	Pral.g_00659
OG0000405	Praz.g_01892	Pral.g_00658
OG0000406	Praz.g_01890	Pral.g_00656
OG0000407	Praz.g_01889	Pral.g_00655
OG0000408	Praz.g_01888	Pral.g_00654
OG0000409	Praz.g_01887	Pral.g_00653
OG0000410	Praz.g_01886	Pral.g_00651
OG0000411	Praz.g_01885	Pral.g_00650
OG0000412	Praz.g_01884	Pral.g_00649
OG0000413	Praz.g_01883	Pral.g_00648
OG0000414	Praz.g_01882	Pral.g_00647
OG0000415	Praz.g_01881	Pral.g_00646
OG0000416	Praz.g_01880	Pral.g_00645
OG0000417	Praz.g_01879	Pral.g_00644
OG0000418	Praz.g_01878	Pral.g_00643
OG0000419	Praz.g_01877	Pral.g_00642
OG0000420	Praz.g_01876	Pral.g_00641
OG0000421	Praz.g_01875	Pral.g_00635
OG0000422	Praz.g_01873	Pral.g_00633
OG0000423	Praz.g_01872	Pral.g_00632
OG0000424	Praz.g_01870	Pral.g_00631
OG0000425	Praz.g_01867	Pral.g_00627
OG0000426	Praz.g_01866	Pral.g_00626
OG0000427	Praz.g_01865	Pral.g_00625
OG0000428	Praz.g_01864	Pral.g_00623
OG0000429	Praz.g_01863	Pral.g_00622
OG0000430	Praz.g_01857	Pral.g_00621
OG0000431	Praz.g_01855	Pral.g_00619
OG0000432	Praz.g_01854	Pral.g_00618
OG0000433	Praz.g_01851	Pral.g_00615
OG0000434	Praz.g_01850	Pral.g_00613
OG0000435	Praz.g_01849	Pral.g_00612
OG0000436	Praz.g_01847	Pral.g_00610
OG0000437	Praz.g_01845	Pral.g_00608
OG0000438	Praz.g_01844	Pral.g_00607
OG0000439	Praz.g_01843	Pral.g_00606
OG0000440	Praz.g_01841	Pral.g_00603
OG0000441	Praz.g_01840	Pral.g_00602
OG0000442	Praz.g_01839	Pral.g_00601
OG0000443	Praz.g_01838	Pral.g_00600
OG0000444	Praz.g_01837	Pral.g_00599
OG0000445	Praz.g_01836	Pral.g_00598
OG0000446	Praz.g_01835	Pral.g_00597
OG0000447	Praz.g_01834	Pral.g_00596
OG0000448	Praz.g_01833	Pral.g_00595
OG0000449	Praz.g_01828	Pral.g_00590
OG0000450	Praz.g_01827	Pral.g_00589
OG0000451	Praz.g_01826	Pral.g_00588
OG0000452	Praz.g_01825	Pral.g_00587
OG0000453	Praz.g_01823	Pral.g_00585
OG0000454	Praz.g_01822	Pral.g_00584
OG0000455	Praz.g_01821	Pral.g_00583
OG0000456	Praz.g_01820	Pral.g_00582
OG0000457	Praz.g_01818	Pral.g_00580
OG0000458	Praz.g_01816	Pral.g_00578
OG0000459	Praz.g_01815	Pral.g_00577
OG0000460	Praz.g_01813	Pral.g_00575
OG0000461	Praz.g_01812	Pral.g_00574
OG0000462	Praz.g_01811	Pral.g_00573
OG0000463	Praz.g_01810	Pral.g_00571
OG0000464	Praz.g_01805	Pral.g_00566
OG0000465	Praz.g_01803	Pral.g_00565
OG0000466	Praz.g_01802	Pral.g_00564
OG0000467	Praz.g_01801	Pral.g_00563
OG0000468	Praz.g_01800	Pral.g_00562
OG0000469	Praz.g_01799	Pral.g_00561
OG0000470	Praz.g_01798	Pral.g_00560
OG0000471	Praz.g_01797	Pral.g_00559
OG0000472	Praz.g_01794	Pral.g_00556
OG0000473	Praz.g_01793	Pral.g_00555
OG0000474	Praz.g_01792	Pral.g_00554
OG0000475	Praz.g_01791	Pral.g_00553
OG0000476	Praz.g_01790	Pral.g_00552
OG0000477	Praz.g_01788	Pral.g_00550
OG0000478	Praz.g_01787	Pral.g_00549
OG0000479	Praz.g_01786	Pral.g_00548
OG0000480	Praz.g_01784	Pral.g_00546
OG0000481	Praz.g_01783	Pral.g_00545
OG0000482	Praz.g_01782	Pral.g_00544
OG0000483	Praz.g_01781	Pral.g_00543
OG0000484	Praz.g_01780	Pral.g_00542
OG0000485	Praz.g_01779	Pral.g_00541
OG0000486	Praz.g_01778	Pral.g_00540
OG0000487	Praz.g_01777	Pral.g_00539
OG0000488	Praz.g_01775	Pral.g_00537
OG0000489	Praz.g_01774	Pral.g_00536
OG0000490	Praz.g_01773	Pral.g_00535
OG0000491	Praz.g_01772	Pral.g_00534
OG0000492	Praz.g_01771	Pral.g_00533
OG0000493	Praz.g_01770	Pral.g_00532
OG0000494	Praz.g_01768	Pral.g_00530
OG0000495	Praz.g_01767	Pral.g_00529
OG0000496	Praz.g_01766	Pral.g_00527
OG0000497	Praz.g_01765	Pral.g_00525
OG0000498	Praz.g_01764	Pral.g_00524
OG0000499	Praz.g_01762	Pral.g_00522
OG0000500	Praz.g_01761	Pral.g_00521
OG0000501	Praz.g_01759	Pral.g_00519
OG0000502	Praz.g_01758	Pral.g_00518
OG0000503	Praz.g_01757	Pral.g_00516
OG0000504	Praz.g_01756	Pral.g_00515
OG0000505	Praz.g_01755	Pral.g_00514
OG0000506	Praz.g_01754	Pral.g_00513
OG0000507	Praz.g_01753	Pral.g_00512
OG0000508	Praz.g_01751	Pral.g_00510
OG0000509	Praz.g_01750	Pral.g_00509
OG0000510	Praz.g_01749	Pral.g_00508
OG0000511	Praz.g_01748	Pral.g_00507
OG0000512	Praz.g_01747	Pral.g_00506
OG0000513	Praz.g_01746	Pral.g_00505
OG0000514	Praz.g_01745	Pral.g_00504
OG0000515	Praz.g_01743	Pral.g_00503
OG0000516	Praz.g_01742	Pral.g_00502
OG0000517	Praz.g_01741	Pral.g_00501
OG0000518	Praz.g_01739	Pral.g_00498
OG0000519	Praz.g_01738	Pral.g_00497
OG0000520	Praz.g_01737	Pral.g_00496
OG0000521	Praz.g_01736	Pral.g_00495
OG0000522	Praz.g_01735	Pral.g_00494
OG0000523	Praz.g_01734	Pral.g_00493
OG0000524	Praz.g_01733	Pral.g_00492
OG0000525	Praz.g_01731	Pral.g_00490
OG0000526	Praz.g_01730	Pral.g_00489
OG0000527	Praz.g_01729	Pral.g_00488
OG0000528	Praz.g_01728	Pral.g_00487
OG0000529	Praz.g_01727	Pral.g_00486
OG0000530	Praz.g_01726	Pral.g_00485
OG0000531	Praz.g_01725	Pral.g_00483
OG0000532	Praz.g_01724	Pral.g_00482
OG0000533	Praz.g_01723	Pral.g_00481
OG0000534	Praz.g_01722	Pral.g_00480
OG0000535	Praz.g_01721	Pral.g_00479
OG0000536	Praz.g_01720	Pral.g_00478
OG0000537	Praz.g_01719	Pral.g_00477
OG0000538	Praz.g_01718	Pral.g_00476
OG0000539	Praz.g_01717	Pral.g_00475
OG0000540	Praz.g_01716	Pral.g_00474
OG0000541	Praz.g_01715	Pral.g_00472
OG0000542	Praz.g_01714	Pral.g_00471
OG0000543	Praz.g_01713	Pral.g_00470
OG0000544	Praz.g_01712	Pral.g_00469
OG0000545	Praz.g_01709	Pral.g_00466
OG0000546	Praz.g_01708	Pral.g_00465
OG0000547	Praz.g_01706	Pral.g_00464
OG0000548	Praz.g_01705	Pral.g_00462
OG0000549	Praz.g_01704	Pral.g_00461
OG0000550	Praz.g_01703	Pral.g_00460
OG0000551	Praz.g_01702	Pral.g_00459
OG0000552	Praz.g_01701	Pral.g_00458
OG0000553	Praz.g_01700	Pral.g_01430
OG0000554	Praz.g_01699	Pral.g_01432
OG0000555	Praz.g_01698	Pral.g_01433
OG0000556	Praz.g_01697	Pral.g_01434
OG0000557	Praz.g_01696	Pral.g_01435
OG0000558	Praz.g_01695	Pral.g_01436
OG0000559	Praz.g_01694	Pral.g_01437
OG0000560	Praz.g_01692	Pral.g_01439
OG0000561	Praz.g_01691	Pral.g_01440
OG0000562	Praz.g_01690	Pral.g_01441
OG0000563	Praz.g_01689	Pral.g_01442
OG0000564	Praz.g_01688	Pral.g_01443
OG0000565	Praz.g_01687	Pral.g_01444
OG0000566	Praz.g_01686	Pral.g_01445
OG0000567	Praz.g_01685	Pral.g_01446
OG0000568	Praz.g_01684	Pral.g_01447
OG0000569	Praz.g_01683	Pral.g_01448
OG0000570	Praz.g_01682	Pral.g_01449
OG0000571	Praz.g_01681	Pral.g_01450
OG0000572	Praz.g_01680	Pral.g_01451
OG0000573	Praz.g_01677	Pral.g_01454
OG0000574	Praz.g_01676	Pral.g_01455
OG0000575	Praz.g_01675	Pral.g_01456
OG0000576	Praz.g_01674	Pral.g_01457
OG0000577	Praz.g_01673	Pral.g_01458
OG0000578	Praz.g_01672	Pral.g_01459
OG0000579	Praz.g_01671	Pral.g_01460
OG0000580	Praz.g_01670	Pral.g_01461
OG0000581	Praz.g_01669	Pral.g_01462
OG0000582	Praz.g_01668	Pral.g_01463
OG0000583	Praz.g_01667	Pral.g_01464
OG0000584	Praz.g_01666	Pral.g_01466
