Orthogroup	Praz	Praf
OG0000131	Praz.g_00841	Praf.g_00437
OG0000132	Praz.g_00838	Praf.g_00434
OG0000133	Praz.g_00304	Praf.g_02162
OG0000134	Praz.g_00268	Praf.g_02125
OG0000135	Praz.g_00266	Praf.g_02123
OG0000136	Praz.g_00221	Praf.g_02396
OG0000137	Praz.g_00188	Praf.g_00152
OG0000138	Praz.g_00152	Praf.g_02664
OG0000139	Praz.g_00125	Praf.g_02757
OG0000140	Praz.g_00366	Praf.g_00001
OG0000141	Praz.g_00367	Praf.g_00002
OG0000142	Praz.g_00369	Praf.g_00004
OG0000143	Praz.g_00370	Praf.g_00005
OG0000144	Praz.g_00372	Praf.g_00007
OG0000145	Praz.g_00373	Praf.g_00009
OG0000146	Praz.g_00374	Praf.g_00010
OG0000147	Praz.g_00375	Praf.g_00011
OG0000148	Praz.g_00377	Praf.g_00013
OG0000149	Praz.g_00379	Praf.g_00015
OG0000150	Praz.g_00380	Praf.g_00016
OG0000151	Praz.g_00381	Praf.g_00021
OG0000152	Praz.g_00382	Praf.g_00022
OG0000153	Praz.g_00383	Praf.g_00023
OG0000154	Praz.g_00384	Praf.g_00024
OG0000155	Praz.g_00385	Praf.g_00025
OG0000156	Praz.g_00386	Praf.g_00026
OG0000157	Praz.g_00387	Praf.g_00027
OG0000158	Praz.g_00389	Praf.g_00029
OG0000159	Praz.g_00390	Praf.g_00030
OG0000160	Praz.g_00391	Praf.g_00031
OG0000161	Praz.g_00392	Praf.g_00032
OG0000162	Praz.g_00393	Praf.g_00033
OG0000163	Praz.g_00394	Praf.g_00035
OG0000164	Praz.g_00397	Praf.g_00040
OG0000165	Praz.g_00400	Praf.g_00045
OG0000166	Praz.g_00401	Praf.g_00046
OG0000167	Praz.g_00402	Praf.g_00047
OG0000168	Praz.g_00406	Praf.g_00050
OG0000169	Praz.g_00408	Praf.g_00052
OG0000170	Praz.g_00409	Praf.g_02654
OG0000171	Praz.g_00410	Praf.g_02652
OG0000172	Praz.g_00411	Praf.g_02618
OG0000173	Praz.g_00412	Praf.g_02611
OG0000174	Praz.g_00413	Praf.g_02605
OG0000175	Praz.g_00414	Praf.g_02603
OG0000176	Praz.g_00416	Praf.g_02601
OG0000177	Praz.g_00417	Praf.g_02597
OG0000178	Praz.g_00418	Praf.g_02596
OG0000179	Praz.g_00424	Praf.g_00328
OG0000180	Praz.g_00425	Praf.g_00326
OG0000181	Praz.g_00426	Praf.g_00325
OG0000182	Praz.g_00429	Praf.g_00321
OG0000183	Praz.g_00430	Praf.g_00320
OG0000184	Praz.g_00433	Praf.g_00316
OG0000185	Praz.g_00437	Praf.g_00310
OG0000186	Praz.g_00438	Praf.g_00309
OG0000187	Praz.g_00439	Praf.g_00962
OG0000188	Praz.g_00440	Praf.g_00308
OG0000189	Praz.g_00441	Praf.g_00304
OG0000190	Praz.g_00442	Praf.g_00303
OG0000191	Praz.g_00443	Praf.g_00302
OG0000192	Praz.g_00444	Praf.g_00301
OG0000193	Praz.g_00445	Praf.g_00300
OG0000194	Praz.g_00446	Praf.g_00299
OG0000195	Praz.g_00448	Praf.g_00297
OG0000196	Praz.g_00449	Praf.g_00296
OG0000197	Praz.g_00450	Praf.g_00268
OG0000198	Praz.g_00451	Praf.g_00264
OG0000199	Praz.g_00454	Praf.g_00259
OG0000200	Praz.g_00455	Praf.g_00258
OG0000201	Praz.g_00456	Praf.g_00257
OG0000202	Praz.g_00457	Praf.g_00255
OG0000203	Praz.g_00458	Praf.g_00254
OG0000204	Praz.g_00459	Praf.g_00253
OG0000205	Praz.g_00460	Praf.g_00251
OG0000206	Praz.g_00461	Praf.g_00250
OG0000207	Praz.g_00462	Praf.g_00249
OG0000208	Praz.g_00463	Praf.g_00248
OG0000209	Praz.g_00464	Praf.g_00247
OG0000210	Praz.g_00466	Praf.g_00245
OG0000211	Praz.g_00467	Praf.g_00244
OG0000212	Praz.g_00468	Praf.g_00243
OG0000213	Praz.g_00469	Praf.g_00240
OG0000214	Praz.g_00471	Praf.g_00230
OG0000215	Praz.g_00472	Praf.g_00225
OG0000216	Praz.g_00474	Praf.g_00223
OG0000217	Praz.g_00475	Praf.g_00221
OG0000218	Praz.g_00476	Praf.g_00219
OG0000219	Praz.g_00477	Praf.g_00218
OG0000220	Praz.g_00480	Praf.g_00214
OG0000221	Praz.g_00482	Praf.g_00209
OG0000222	Praz.g_00483	Praf.g_00208
OG0000223	Praz.g_00484	Praf.g_00207
OG0000224	Praz.g_00487	Praf.g_02403
OG0000225	Praz.g_00489	Praf.g_02405
OG0000226	Praz.g_00490	Praf.g_02408
OG0000227	Praz.g_00491	Praf.g_02410
OG0000228	Praz.g_00492	Praf.g_02411
OG0000229	Praz.g_00493	Praf.g_02412
OG0000230	Praz.g_00494	Praf.g_02413
OG0000231	Praz.g_00496	Praf.g_02415
OG0000232	Praz.g_00497	Praf.g_02416
OG0000233	Praz.g_00500	Praf.g_02421
OG0000234	Praz.g_00502	Praf.g_02430
OG0000235	Praz.g_00505	Praf.g_02432
OG0000236	Praz.g_00506	Praf.g_02433
OG0000237	Praz.g_00507	Praf.g_02434
OG0000238	Praz.g_00508	Praf.g_02435
OG0000239	Praz.g_00509	Praf.g_02436
OG0000240	Praz.g_00511	Praf.g_02438
OG0000241	Praz.g_00512	Praf.g_02439
OG0000242	Praz.g_00513	Praf.g_02440
OG0000243	Praz.g_00514	Praf.g_02441
OG0000244	Praz.g_00515	Praf.g_02442
OG0000245	Praz.g_00516	Praf.g_02444
OG0000246	Praz.g_00518	Praf.g_02446
OG0000247	Praz.g_00519	Praf.g_02447
OG0000248	Praz.g_00520	Praf.g_02448
OG0000249	Praz.g_00521	Praf.g_02449
OG0000250	Praz.g_00522	Praf.g_02450
OG0000251	Praz.g_00523	Praf.g_02451
OG0000252	Praz.g_00524	Praf.g_02452
OG0000253	Praz.g_00525	Praf.g_02453
OG0000254	Praz.g_00527	Praf.g_02455
OG0000255	Praz.g_00528	Praf.g_02456
OG0000256	Praz.g_00531	Praf.g_02469
OG0000257	Praz.g_00533	Praf.g_02470
OG0000258	Praz.g_00534	Praf.g_02471
OG0000259	Praz.g_00535	Praf.g_02472
OG0000260	Praz.g_00536	Praf.g_02473
OG0000261	Praz.g_00537	Praf.g_02474
OG0000262	Praz.g_00538	Praf.g_02475
OG0000263	Praz.g_00539	Praf.g_02476
OG0000264	Praz.g_00541	Praf.g_01486
OG0000265	Praz.g_00542	Praf.g_02489
OG0000266	Praz.g_00543	Praf.g_02491
OG0000267	Praz.g_00545	Praf.g_02495
OG0000268	Praz.g_00546	Praf.g_02497
OG0000269	Praz.g_00547	Praf.g_02500
OG0000270	Praz.g_00548	Praf.g_02502
OG0000271	Praz.g_00549	Praf.g_02505
OG0000272	Praz.g_00550	Praf.g_02506
OG0000273	Praz.g_00551	Praf.g_02509
OG0000274	Praz.g_00552	Praf.g_02511
OG0000275	Praz.g_00553	Praf.g_02512
OG0000276	Praz.g_00554	Praf.g_02513
OG0000277	Praz.g_00555	Praf.g_02514
OG0000278	Praz.g_00556	Praf.g_02515
OG0000279	Praz.g_00557	Praf.g_02516
OG0000280	Praz.g_00558	Praf.g_02517
OG0000281	Praz.g_00560	Praf.g_02519
OG0000282	Praz.g_00561	Praf.g_02520
OG0000283	Praz.g_00564	Praf.g_02524
OG0000284	Praz.g_00565	Praf.g_02525
OG0000285	Praz.g_00566	Praf.g_02531
OG0000286	Praz.g_00568	Praf.g_02533
OG0000287	Praz.g_00569	Praf.g_02582
OG0000288	Praz.g_00570	Praf.g_02581
OG0000289	Praz.g_00571	Praf.g_02575
OG0000290	Praz.g_00572	Praf.g_02574
OG0000291	Praz.g_00573	Praf.g_02572
OG0000292	Praz.g_00574	Praf.g_02568
OG0000293	Praz.g_00575	Praf.g_02567
OG0000294	Praz.g_00576	Praf.g_02566
OG0000295	Praz.g_00577	Praf.g_02560
OG0000296	Praz.g_00578	Praf.g_02559
OG0000297	Praz.g_00579	Praf.g_02557
OG0000298	Praz.g_00580	Praf.g_02556
OG0000299	Praz.g_00581	Praf.g_02555
OG0000300	Praz.g_00582	Praf.g_02554
OG0000301	Praz.g_00583	Praf.g_02553
OG0000302	Praz.g_00584	Praf.g_02552
OG0000303	Praz.g_00585	Praf.g_02551
OG0000304	Praz.g_00586	Praf.g_02549
OG0000305	Praz.g_00587	Praf.g_02548
OG0000306	Praz.g_00588	Praf.g_02547
OG0000307	Praz.g_00589	Praf.g_00374
OG0000308	Praz.g_00590	Praf.g_00745
OG0000309	Praz.g_00591	Praf.g_00744
OG0000310	Praz.g_00592	Praf.g_00743
OG0000311	Praz.g_00593	Praf.g_00378
OG0000312	Praz.g_00595	Praf.g_00379
OG0000313	Praz.g_00596	Praf.g_00385
OG0000314	Praz.g_00599	Praf.g_00391
OG0000315	Praz.g_00600	Praf.g_00392
OG0000316	Praz.g_00602	Praf.g_02203
OG0000317	Praz.g_00604	Praf.g_02207
OG0000318	Praz.g_00605	Praf.g_02208
OG0000319	Praz.g_00606	Praf.g_02209
OG0000320	Praz.g_00607	Praf.g_02210
OG0000321	Praz.g_00610	Praf.g_02215
OG0000322	Praz.g_00613	Praf.g_02242
OG0000323	Praz.g_00614	Praf.g_02243
OG0000324	Praz.g_00617	Praf.g_02245
OG0000325	Praz.g_00618	Praf.g_02247
OG0000326	Praz.g_00619	Praf.g_02249
OG0000327	Praz.g_00621	Praf.g_02255
OG0000328	Praz.g_00622	Praf.g_00375
OG0000329	Praz.g_00623	Praf.g_02259
OG0000330	Praz.g_00624	Praf.g_02260
OG0000331	Praz.g_00625	Praf.g_02262
OG0000332	Praz.g_00626	Praf.g_02263
OG0000333	Praz.g_00627	Praf.g_02264
OG0000334	Praz.g_00628	Praf.g_02265
OG0000335	Praz.g_00629	Praf.g_02266
OG0000336	Praz.g_00630	Praf.g_02268
OG0000337	Praz.g_00633	Praf.g_02273
OG0000338	Praz.g_00634	Praf.g_02274
OG0000339	Praz.g_00635	Praf.g_02275
OG0000340	Praz.g_00636	Praf.g_02277
OG0000341	Praz.g_00640	Praf.g_02282
OG0000342	Praz.g_00641	Praf.g_02283
OG0000343	Praz.g_00643	Praf.g_02285
OG0000344	Praz.g_00644	Praf.g_02287
OG0000345	Praz.g_00645	Praf.g_02288
OG0000346	Praz.g_00646	Praf.g_02289
OG0000347	Praz.g_00647	Praf.g_02290
OG0000348	Praz.g_00648	Praf.g_02291
OG0000349	Praz.g_00649	Praf.g_02292
OG0000350	Praz.g_00650	Praf.g_02293
OG0000351	Praz.g_00652	Praf.g_02297
OG0000352	Praz.g_00655	Praf.g_02301
OG0000353	Praz.g_00656	Praf.g_02302
OG0000354	Praz.g_00657	Praf.g_02303
OG0000355	Praz.g_00658	Praf.g_02304
OG0000356	Praz.g_00659	Praf.g_02314
OG0000357	Praz.g_00660	Praf.g_02315
OG0000358	Praz.g_00661	Praf.g_02316
OG0000359	Praz.g_00662	Praf.g_02318
OG0000360	Praz.g_00665	Praf.g_02321
OG0000361	Praz.g_00666	Praf.g_02322
OG0000362	Praz.g_00667	Praf.g_02323
OG0000363	Praz.g_00668	Praf.g_02324
OG0000364	Praz.g_00669	Praf.g_02325
OG0000365	Praz.g_00670	Praf.g_02326
OG0000366	Praz.g_00671	Praf.g_02327
OG0000367	Praz.g_00672	Praf.g_02328
OG0000368	Praz.g_00673	Praf.g_02329
OG0000369	Praz.g_00674	Praf.g_02330
OG0000370	Praz.g_00675	Praf.g_02331
OG0000371	Praz.g_00676	Praf.g_02332
OG0000372	Praz.g_00678	Praf.g_02335
OG0000373	Praz.g_00680	Praf.g_02347
OG0000374	Praz.g_00681	Praf.g_02349
OG0000375	Praz.g_00682	Praf.g_02358
OG0000376	Praz.g_00684	Praf.g_02073
OG0000377	Praz.g_00685	Praf.g_02066
OG0000378	Praz.g_00686	Praf.g_02065
OG0000379	Praz.g_01931	Praf.g_02054
OG0000380	Praz.g_01932	Praf.g_02052
OG0000381	Praz.g_01933	Praf.g_02051
OG0000382	Praz.g_01935	Praf.g_02049
OG0000383	Praz.g_00343	Praf.g_02045
OG0000384	Praz.g_00344	Praf.g_02044
OG0000385	Praz.g_00347	Praf.g_02031
OG0000386	Praz.g_00348	Praf.g_02030
OG0000387	Praz.g_00349	Praf.g_02029
OG0000388	Praz.g_00350	Praf.g_02028
OG0000389	Praz.g_00351	Praf.g_02027
OG0000390	Praz.g_00352	Praf.g_02026
OG0000391	Praz.g_00353	Praf.g_02025
OG0000392	Praz.g_00354	Praf.g_02024
OG0000393	Praz.g_00819	Praf.g_02016
OG0000394	Praz.g_00818	Praf.g_02015
OG0000395	Praz.g_00816	Praf.g_02011
OG0000396	Praz.g_00815	Praf.g_01616
OG0000397	Praz.g_00803	Praf.g_00322
OG0000398	Praz.g_00795	Praf.g_00495
OG0000399	Praz.g_00794	Praf.g_01003
OG0000400	Praz.g_00788	Praf.g_02201
OG0000401	Praz.g_01897	Praf.g_02002
OG0000402	Praz.g_01896	Praf.g_02001
OG0000403	Praz.g_01895	Praf.g_01999
OG0000404	Praz.g_01893	Praf.g_01990
OG0000405	Praz.g_01892	Praf.g_01989
OG0000406	Praz.g_01890	Praf.g_01987
OG0000407	Praz.g_01889	Praf.g_01986
OG0000408	Praz.g_01888	Praf.g_01985
OG0000409	Praz.g_01887	Praf.g_01984
OG0000410	Praz.g_01886	Praf.g_01982
OG0000411	Praz.g_01885	Praf.g_01981
OG0000412	Praz.g_01884	Praf.g_01980
OG0000413	Praz.g_01883	Praf.g_01979
OG0000414	Praz.g_01882	Praf.g_01978
OG0000415	Praz.g_01881	Praf.g_01977
OG0000416	Praz.g_01880	Praf.g_01972
OG0000417	Praz.g_01879	Praf.g_01963
OG0000418	Praz.g_01878	Praf.g_01962
OG0000419	Praz.g_01877	Praf.g_01961
OG0000420	Praz.g_01876	Praf.g_01960
OG0000421	Praz.g_01875	Praf.g_01959
OG0000422	Praz.g_01873	Praf.g_01957
OG0000423	Praz.g_01872	Praf.g_01956
OG0000424	Praz.g_01870	Praf.g_01952
OG0000425	Praz.g_01867	Praf.g_01942
OG0000426	Praz.g_01866	Praf.g_01941
OG0000427	Praz.g_01865	Praf.g_01938
OG0000428	Praz.g_01864	Praf.g_01915
OG0000429	Praz.g_01863	Praf.g_01913
OG0000430	Praz.g_01857	Praf.g_01911
OG0000431	Praz.g_01855	Praf.g_01909
OG0000432	Praz.g_01854	Praf.g_01908
OG0000433	Praz.g_01851	Praf.g_00586
OG0000434	Praz.g_01850	Praf.g_00589
OG0000435	Praz.g_01849	Praf.g_00594
OG0000436	Praz.g_01847	Praf.g_00596
OG0000437	Praz.g_01845	Praf.g_00598
OG0000438	Praz.g_01844	Praf.g_00599
OG0000439	Praz.g_01843	Praf.g_00600
OG0000440	Praz.g_01841	Praf.g_00603
OG0000441	Praz.g_01840	Praf.g_00605
OG0000442	Praz.g_01839	Praf.g_00606
OG0000443	Praz.g_01838	Praf.g_00607
OG0000444	Praz.g_01837	Praf.g_00608
OG0000445	Praz.g_01836	Praf.g_00609
OG0000446	Praz.g_01835	Praf.g_00610
OG0000447	Praz.g_01834	Praf.g_00611
OG0000448	Praz.g_01833	Praf.g_00612
OG0000449	Praz.g_01828	Praf.g_00619
OG0000450	Praz.g_01827	Praf.g_00621
OG0000451	Praz.g_01826	Praf.g_00622
OG0000452	Praz.g_01825	Praf.g_00623
OG0000453	Praz.g_01823	Praf.g_00626
OG0000454	Praz.g_01822	Praf.g_00627
OG0000455	Praz.g_01821	Praf.g_00628
OG0000456	Praz.g_01820	Praf.g_00629
OG0000457	Praz.g_01818	Praf.g_00630
OG0000458	Praz.g_01816	Praf.g_00631
OG0000459	Praz.g_01815	Praf.g_00632
OG0000460	Praz.g_01813	Praf.g_00634
OG0000461	Praz.g_01812	Praf.g_00635
OG0000462	Praz.g_01811	Praf.g_00636
OG0000463	Praz.g_01810	Praf.g_00641
OG0000464	Praz.g_01805	Praf.g_00646
OG0000465	Praz.g_01803	Praf.g_00647
OG0000466	Praz.g_01802	Praf.g_00648
OG0000467	Praz.g_01801	Praf.g_00650
OG0000468	Praz.g_01800	Praf.g_00651
OG0000469	Praz.g_01799	Praf.g_00656
OG0000470	Praz.g_01798	Praf.g_01177
OG0000471	Praz.g_01797	Praf.g_01131
OG0000472	Praz.g_01794	Praf.g_00661
OG0000473	Praz.g_01793	Praf.g_00663
OG0000474	Praz.g_01792	Praf.g_00665
OG0000475	Praz.g_01791	Praf.g_00666
OG0000476	Praz.g_01790	Praf.g_00670
OG0000477	Praz.g_01788	Praf.g_00673
OG0000478	Praz.g_01787	Praf.g_00675
OG0000479	Praz.g_01786	Praf.g_00677
OG0000480	Praz.g_01784	Praf.g_00683
OG0000481	Praz.g_01783	Praf.g_00684
OG0000482	Praz.g_01782	Praf.g_00685
OG0000483	Praz.g_01781	Praf.g_00687
OG0000484	Praz.g_01780	Praf.g_00688
OG0000485	Praz.g_01779	Praf.g_00689
OG0000486	Praz.g_01778	Praf.g_00690
OG0000487	Praz.g_01777	Praf.g_00691
OG0000488	Praz.g_01775	Praf.g_00693
OG0000489	Praz.g_01774	Praf.g_00694
OG0000490	Praz.g_01773	Praf.g_00695
OG0000491	Praz.g_01772	Praf.g_00696
OG0000492	Praz.g_01771	Praf.g_00697
OG0000493	Praz.g_01770	Praf.g_00698
OG0000494	Praz.g_01768	Praf.g_00700
OG0000495	Praz.g_01767	Praf.g_00701
OG0000496	Praz.g_01766	Praf.g_00703
OG0000497	Praz.g_01765	Praf.g_00705
OG0000498	Praz.g_01764	Praf.g_00706
OG0000499	Praz.g_01762	Praf.g_00708
OG0000500	Praz.g_01761	Praf.g_00709
OG0000501	Praz.g_01759	Praf.g_00712
OG0000502	Praz.g_01758	Praf.g_00713
OG0000503	Praz.g_01757	Praf.g_00714
OG0000504	Praz.g_01756	Praf.g_00716
OG0000505	Praz.g_01755	Praf.g_00717
OG0000506	Praz.g_01754	Praf.g_00718
OG0000507	Praz.g_01753	Praf.g_00719
OG0000508	Praz.g_01751	Praf.g_00723
OG0000509	Praz.g_01750	Praf.g_00724
OG0000510	Praz.g_01749	Praf.g_00725
OG0000511	Praz.g_01748	Praf.g_00726
OG0000512	Praz.g_01747	Praf.g_00728
OG0000513	Praz.g_01746	Praf.g_00729
OG0000514	Praz.g_01745	Praf.g_00730
OG0000515	Praz.g_01743	Praf.g_00733
OG0000516	Praz.g_01742	Praf.g_00734
OG0000517	Praz.g_01741	Praf.g_00735
OG0000518	Praz.g_01739	Praf.g_00739
OG0000519	Praz.g_01738	Praf.g_00740
OG0000520	Praz.g_01737	Praf.g_00741
OG0000521	Praz.g_01736	Praf.g_00742
OG0000522	Praz.g_01735	Praf.g_00749
OG0000523	Praz.g_01734	Praf.g_00750
OG0000524	Praz.g_01733	Praf.g_00751
OG0000525	Praz.g_01731	Praf.g_00753
OG0000526	Praz.g_01730	Praf.g_00754
OG0000527	Praz.g_01729	Praf.g_00755
OG0000528	Praz.g_01728	Praf.g_00756
OG0000529	Praz.g_01727	Praf.g_00757
OG0000530	Praz.g_01726	Praf.g_00758
OG0000531	Praz.g_01725	Praf.g_00761
OG0000532	Praz.g_01724	Praf.g_00763
OG0000533	Praz.g_01723	Praf.g_00764
OG0000534	Praz.g_01722	Praf.g_00765
OG0000535	Praz.g_01721	Praf.g_00766
OG0000536	Praz.g_01720	Praf.g_00767
OG0000537	Praz.g_01719	Praf.g_00768
OG0000538	Praz.g_01718	Praf.g_00769
OG0000539	Praz.g_01717	Praf.g_00771
OG0000540	Praz.g_01716	Praf.g_00773
OG0000541	Praz.g_01715	Praf.g_01659
OG0000542	Praz.g_01714	Praf.g_01661
OG0000543	Praz.g_01713	Praf.g_01662
OG0000544	Praz.g_01712	Praf.g_01663
OG0000545	Praz.g_01709	Praf.g_01666
OG0000546	Praz.g_01708	Praf.g_01667
OG0000547	Praz.g_01706	Praf.g_01669
OG0000548	Praz.g_01705	Praf.g_01674
OG0000549	Praz.g_01704	Praf.g_01675
OG0000550	Praz.g_01703	Praf.g_01676
OG0000551	Praz.g_01702	Praf.g_01680
OG0000552	Praz.g_01701	Praf.g_01684
OG0000553	Praz.g_01700	Praf.g_01685
OG0000554	Praz.g_01699	Praf.g_01687
OG0000555	Praz.g_01698	Praf.g_01688
OG0000556	Praz.g_01697	Praf.g_01689
OG0000557	Praz.g_01696	Praf.g_01690
OG0000558	Praz.g_01695	Praf.g_01692
OG0000559	Praz.g_01694	Praf.g_01693
OG0000560	Praz.g_01692	Praf.g_01695
OG0000561	Praz.g_01691	Praf.g_01696
OG0000562	Praz.g_01690	Praf.g_01698
OG0000563	Praz.g_01689	Praf.g_01699
OG0000564	Praz.g_01688	Praf.g_01700
OG0000565	Praz.g_01687	Praf.g_01708
OG0000566	Praz.g_01686	Praf.g_01709
OG0000567	Praz.g_01685	Praf.g_01710
OG0000568	Praz.g_01684	Praf.g_01711
OG0000569	Praz.g_01683	Praf.g_01713
OG0000570	Praz.g_01682	Praf.g_01716
OG0000571	Praz.g_01681	Praf.g_01717
OG0000572	Praz.g_01680	Praf.g_01718
OG0000573	Praz.g_01677	Praf.g_01722
OG0000574	Praz.g_01676	Praf.g_01727
OG0000575	Praz.g_01675	Praf.g_01728
OG0000576	Praz.g_01674	Praf.g_01729
OG0000577	Praz.g_01673	Praf.g_01730
OG0000578	Praz.g_01672	Praf.g_01731
OG0000579	Praz.g_01671	Praf.g_01733
OG0000580	Praz.g_01670	Praf.g_01736
OG0000581	Praz.g_01669	Praf.g_01737
OG0000582	Praz.g_01668	Praf.g_01738
OG0000583	Praz.g_01667	Praf.g_01739
OG0000584	Praz.g_01666	Praf.g_01741
OG0000585	Praz.g_01665	Praf.g_01742
OG0000586	Praz.g_01663	Praf.g_01744
OG0000587	Praz.g_01662	Praf.g_01745
