Orthogroup	Praz	Prbh
OG0000161	Praz.g_00392	Prbh.g_00753
OG0000162	Praz.g_00393	Prbh.g_00752
OG0000163	Praz.g_00394	Prbh.g_00751
OG0000164	Praz.g_00397	Prbh.g_00748
OG0000165	Praz.g_00400	Prbh.g_00746
OG0000166	Praz.g_00401	Prbh.g_00745
OG0000167	Praz.g_00402	Prbh.g_00744
OG0000168	Praz.g_00406	Prbh.g_00743
OG0000169	Praz.g_00408	Prbh.g_00741
OG0000170	Praz.g_00409	Prbh.g_00739
OG0000171	Praz.g_00410	Prbh.g_00738
OG0000172	Praz.g_00411	Prbh.g_00737
OG0000173	Praz.g_00412	Prbh.g_00734
OG0000174	Praz.g_00413	Prbh.g_00733
OG0000175	Praz.g_00414	Prbh.g_00732
OG0000176	Praz.g_00416	Prbh.g_00730
OG0000177	Praz.g_00417	Prbh.g_00729
OG0000178	Praz.g_00418	Prbh.g_00728
OG0000179	Praz.g_00424	Prbh.g_00719
OG0000180	Praz.g_00425	Prbh.g_00718
OG0000181	Praz.g_00426	Prbh.g_00717
OG0000182	Praz.g_00429	Prbh.g_00713
OG0000183	Praz.g_00430	Prbh.g_00712
OG0000184	Praz.g_00433	Prbh.g_00709
OG0000185	Praz.g_00437	Prbh.g_00705
OG0000186	Praz.g_00438	Prbh.g_00704
OG0000187	Praz.g_00439	Prbh.g_01878
OG0000188	Praz.g_00440	Prbh.g_00703
OG0000189	Praz.g_00441	Prbh.g_00702
OG0000190	Praz.g_00442	Prbh.g_00701
OG0000191	Praz.g_00443	Prbh.g_00700
OG0000192	Praz.g_00444	Prbh.g_00699
OG0000193	Praz.g_00445	Prbh.g_00698
OG0000194	Praz.g_00446	Prbh.g_00697
OG0000195	Praz.g_00448	Prbh.g_00695
OG0000196	Praz.g_00449	Prbh.g_00694
OG0000197	Praz.g_00450	Prbh.g_00693
OG0000198	Praz.g_00451	Prbh.g_00692
OG0000199	Praz.g_00454	Prbh.g_00689
OG0000200	Praz.g_00455	Prbh.g_00688
OG0000201	Praz.g_00456	Prbh.g_00687
OG0000202	Praz.g_00457	Prbh.g_00686
OG0000203	Praz.g_00458	Prbh.g_00685
OG0000204	Praz.g_00459	Prbh.g_00684
OG0000205	Praz.g_00460	Prbh.g_00682
OG0000206	Praz.g_00461	Prbh.g_00681
OG0000207	Praz.g_00462	Prbh.g_00680
OG0000208	Praz.g_00463	Prbh.g_00679
OG0000209	Praz.g_00464	Prbh.g_00678
OG0000210	Praz.g_00466	Prbh.g_00677
OG0000211	Praz.g_00467	Prbh.g_00676
OG0000212	Praz.g_00468	Prbh.g_00675
OG0000213	Praz.g_00469	Prbh.g_00674
OG0000214	Praz.g_00471	Prbh.g_00670
OG0000215	Praz.g_00472	Prbh.g_00669
OG0000216	Praz.g_00474	Prbh.g_00667
OG0000217	Praz.g_00475	Prbh.g_00666
OG0000218	Praz.g_00476	Prbh.g_00665
OG0000219	Praz.g_00477	Prbh.g_00664
OG0000220	Praz.g_00480	Prbh.g_00661
OG0000221	Praz.g_00482	Prbh.g_00658
OG0000222	Praz.g_00483	Prbh.g_00657
OG0000223	Praz.g_00484	Prbh.g_00656
OG0000224	Praz.g_00487	Prbh.g_00654
OG0000225	Praz.g_00489	Prbh.g_00652
OG0000226	Praz.g_00490	Prbh.g_00650
OG0000227	Praz.g_00491	Prbh.g_00649
OG0000228	Praz.g_00492	Prbh.g_00648
OG0000229	Praz.g_00493	Prbh.g_00647
OG0000230	Praz.g_00494	Prbh.g_00646
OG0000231	Praz.g_00496	Prbh.g_01144
OG0000232	Praz.g_00497	Prbh.g_00644
OG0000233	Praz.g_00500	Prbh.g_00641
OG0000234	Praz.g_00502	Prbh.g_00639
OG0000235	Praz.g_00505	Prbh.g_00637
OG0000236	Praz.g_00506	Prbh.g_00636
OG0000237	Praz.g_00507	Prbh.g_00635
OG0000238	Praz.g_00508	Prbh.g_00634
OG0000239	Praz.g_00509	Prbh.g_00633
OG0000240	Praz.g_00511	Prbh.g_00631
OG0000241	Praz.g_00512	Prbh.g_00630
OG0000242	Praz.g_00513	Prbh.g_00629
OG0000243	Praz.g_00514	Prbh.g_00628
OG0000244	Praz.g_00515	Prbh.g_00627
OG0000245	Praz.g_00516	Prbh.g_00626
OG0000246	Praz.g_00518	Prbh.g_00624
OG0000247	Praz.g_00519	Prbh.g_00623
OG0000248	Praz.g_00520	Prbh.g_00622
OG0000249	Praz.g_00521	Prbh.g_00621
OG0000250	Praz.g_00522	Prbh.g_00620
OG0000251	Praz.g_00523	Prbh.g_00619
OG0000252	Praz.g_00524	Prbh.g_00618
OG0000253	Praz.g_00525	Prbh.g_00617
OG0000254	Praz.g_00527	Prbh.g_00615
OG0000255	Praz.g_00528	Prbh.g_00614
OG0000256	Praz.g_00531	Prbh.g_00611
OG0000257	Praz.g_00533	Prbh.g_00610
OG0000258	Praz.g_00534	Prbh.g_00609
OG0000259	Praz.g_00535	Prbh.g_00608
OG0000260	Praz.g_00536	Prbh.g_00607
OG0000261	Praz.g_00537	Prbh.g_00606
OG0000262	Praz.g_00538	Prbh.g_00605
OG0000263	Praz.g_00539	Prbh.g_00604
OG0000264	Praz.g_00541	Prbh.g_00602
OG0000265	Praz.g_00542	Prbh.g_00601
OG0000266	Praz.g_00543	Prbh.g_00600
OG0000267	Praz.g_00545	Prbh.g_00598
OG0000268	Praz.g_00546	Prbh.g_00596
OG0000269	Praz.g_00547	Prbh.g_00595
OG0000270	Praz.g_00548	Prbh.g_00594
OG0000271	Praz.g_00549	Prbh.g_00593
OG0000272	Praz.g_00550	Prbh.g_00592
OG0000273	Praz.g_00551	Prbh.g_00591
OG0000274	Praz.g_00552	Prbh.g_00590
OG0000275	Praz.g_00553	Prbh.g_00589
OG0000276	Praz.g_00554	Prbh.g_00588
OG0000277	Praz.g_00555	Prbh.g_00587
OG0000278	Praz.g_00556	Prbh.g_00586
OG0000279	Praz.g_00557	Prbh.g_00585
OG0000280	Praz.g_00558	Prbh.g_00584
OG0000281	Praz.g_00560	Prbh.g_00582
OG0000282	Praz.g_00561	Prbh.g_00581
OG0000283	Praz.g_00564	Prbh.g_00578
OG0000284	Praz.g_00565	Prbh.g_00577
OG0000285	Praz.g_00566	Prbh.g_00576
OG0000286	Praz.g_00568	Prbh.g_00574
OG0000287	Praz.g_00569	Prbh.g_00573
OG0000288	Praz.g_00570	Prbh.g_00572
OG0000289	Praz.g_00571	Prbh.g_00571
OG0000290	Praz.g_00572	Prbh.g_00570
OG0000291	Praz.g_00573	Prbh.g_00569
OG0000292	Praz.g_00574	Prbh.g_00568
OG0000293	Praz.g_00575	Prbh.g_00567
OG0000294	Praz.g_00576	Prbh.g_00566
OG0000295	Praz.g_00577	Prbh.g_00565
OG0000296	Praz.g_00578	Prbh.g_00564
OG0000297	Praz.g_00579	Prbh.g_00563
OG0000298	Praz.g_00580	Prbh.g_00562
OG0000299	Praz.g_00581	Prbh.g_00561
OG0000300	Praz.g_00582	Prbh.g_00560
OG0000301	Praz.g_00583	Prbh.g_00559
OG0000302	Praz.g_00584	Prbh.g_00558
OG0000303	Praz.g_00585	Prbh.g_00557
OG0000304	Praz.g_00586	Prbh.g_00555
OG0000305	Praz.g_00587	Prbh.g_00554
OG0000306	Praz.g_00588	Prbh.g_00553
OG0000307	Praz.g_00589	Prbh.g_00551
OG0000308	Praz.g_00590	Prbh.g_00550
OG0000309	Praz.g_00591	Prbh.g_00549
OG0000310	Praz.g_00592	Prbh.g_00548
OG0000311	Praz.g_00593	Prbh.g_00547
OG0000312	Praz.g_00595	Prbh.g_00545
OG0000313	Praz.g_00596	Prbh.g_00544
OG0000314	Praz.g_00599	Prbh.g_00540
OG0000315	Praz.g_00600	Prbh.g_00539
OG0000316	Praz.g_00602	Prbh.g_00537
OG0000317	Praz.g_00604	Prbh.g_00535
OG0000318	Praz.g_00605	Prbh.g_00534
OG0000319	Praz.g_00606	Prbh.g_00533
OG0000320	Praz.g_00607	Prbh.g_00532
OG0000321	Praz.g_00610	Prbh.g_00529
OG0000322	Praz.g_00613	Prbh.g_00525
OG0000323	Praz.g_00614	Prbh.g_00524
OG0000324	Praz.g_00617	Prbh.g_00521
OG0000325	Praz.g_00618	Prbh.g_00520
OG0000326	Praz.g_00619	Prbh.g_00519
OG0000327	Praz.g_00621	Prbh.g_00517
OG0000328	Praz.g_00622	Prbh.g_00516
OG0000329	Praz.g_00623	Prbh.g_00515
OG0000330	Praz.g_00624	Prbh.g_00514
OG0000331	Praz.g_00625	Prbh.g_00513
OG0000332	Praz.g_00626	Prbh.g_00512
OG0000333	Praz.g_00627	Prbh.g_00511
OG0000334	Praz.g_00628	Prbh.g_00510
OG0000335	Praz.g_00629	Prbh.g_00509
OG0000336	Praz.g_00630	Prbh.g_00507
OG0000337	Praz.g_00633	Prbh.g_00504
OG0000338	Praz.g_00634	Prbh.g_00503
OG0000339	Praz.g_00635	Prbh.g_00502
OG0000340	Praz.g_00636	Prbh.g_00501
OG0000341	Praz.g_00640	Prbh.g_00497
OG0000342	Praz.g_00641	Prbh.g_00496
OG0000343	Praz.g_00643	Prbh.g_00493
OG0000344	Praz.g_00644	Prbh.g_00492
OG0000345	Praz.g_00645	Prbh.g_00491
OG0000346	Praz.g_00646	Prbh.g_00490
OG0000347	Praz.g_00647	Prbh.g_00489
OG0000348	Praz.g_00648	Prbh.g_00487
OG0000349	Praz.g_00649	Prbh.g_00486
OG0000350	Praz.g_00650	Prbh.g_00485
OG0000351	Praz.g_00652	Prbh.g_00483
OG0000352	Praz.g_00655	Prbh.g_00480
OG0000353	Praz.g_00656	Prbh.g_00479
OG0000354	Praz.g_00657	Prbh.g_00478
OG0000355	Praz.g_00658	Prbh.g_00477
OG0000356	Praz.g_00659	Prbh.g_00476
OG0000357	Praz.g_00660	Prbh.g_00475
OG0000358	Praz.g_00661	Prbh.g_00474
OG0000359	Praz.g_00662	Prbh.g_00473
OG0000360	Praz.g_00665	Prbh.g_00471
OG0000361	Praz.g_00666	Prbh.g_00470
OG0000362	Praz.g_00667	Prbh.g_00469
OG0000363	Praz.g_00668	Prbh.g_00468
OG0000364	Praz.g_00669	Prbh.g_00467
OG0000365	Praz.g_00670	Prbh.g_00466
OG0000366	Praz.g_00671	Prbh.g_00465
OG0000367	Praz.g_00672	Prbh.g_00464
OG0000368	Praz.g_00673	Prbh.g_00463
OG0000369	Praz.g_00674	Prbh.g_00462
OG0000370	Praz.g_00675	Prbh.g_00461
OG0000371	Praz.g_00676	Prbh.g_00460
OG0000372	Praz.g_00678	Prbh.g_00458
OG0000373	Praz.g_00680	Prbh.g_00456
OG0000374	Praz.g_00681	Prbh.g_00455
OG0000375	Praz.g_00682	Prbh.g_00454
OG0000376	Praz.g_00684	Prbh.g_00452
OG0000377	Praz.g_00685	Prbh.g_00446
OG0000378	Praz.g_00686	Prbh.g_00445
OG0000379	Praz.g_01931	Prbh.g_00439
OG0000380	Praz.g_01932	Prbh.g_00437
OG0000381	Praz.g_01933	Prbh.g_00436
OG0000382	Praz.g_01935	Prbh.g_00435
OG0000383	Praz.g_00343	Prbh.g_00431
OG0000384	Praz.g_00344	Prbh.g_00430
OG0000385	Praz.g_00347	Prbh.g_00427
OG0000386	Praz.g_00348	Prbh.g_00426
OG0000387	Praz.g_00349	Prbh.g_00425
OG0000388	Praz.g_00350	Prbh.g_00424
OG0000389	Praz.g_00351	Prbh.g_00423
OG0000390	Praz.g_00352	Prbh.g_00422
OG0000391	Praz.g_00353	Prbh.g_00421
OG0000392	Praz.g_00354	Prbh.g_00420
OG0000393	Praz.g_00819	Prbh.g_00416
OG0000394	Praz.g_00818	Prbh.g_00415
OG0000395	Praz.g_00816	Prbh.g_00412
OG0000396	Praz.g_00815	Prbh.g_01008
OG0000397	Praz.g_00803	Prbh.g_01327
OG0000398	Praz.g_00795	Prbh.g_01877
OG0000399	Praz.g_00794	Prbh.g_01320
OG0000400	Praz.g_00788	Prbh.g_01718
OG0000401	Praz.g_01897	Prbh.g_00401
OG0000402	Praz.g_01896	Prbh.g_00400
OG0000403	Praz.g_01895	Prbh.g_00399
OG0000404	Praz.g_01893	Prbh.g_00397
OG0000405	Praz.g_01892	Prbh.g_00396
OG0000406	Praz.g_01890	Prbh.g_00394
OG0000407	Praz.g_01889	Prbh.g_00393
OG0000408	Praz.g_01888	Prbh.g_00392
OG0000409	Praz.g_01887	Prbh.g_00391
OG0000410	Praz.g_01886	Prbh.g_00390
OG0000411	Praz.g_01885	Prbh.g_00389
OG0000412	Praz.g_01884	Prbh.g_00388
OG0000413	Praz.g_01883	Prbh.g_00387
OG0000414	Praz.g_01882	Prbh.g_00386
OG0000415	Praz.g_01881	Prbh.g_00385
OG0000416	Praz.g_01880	Prbh.g_00384
OG0000417	Praz.g_01879	Prbh.g_00383
OG0000418	Praz.g_01878	Prbh.g_00382
OG0000419	Praz.g_01877	Prbh.g_00381
OG0000420	Praz.g_01876	Prbh.g_00380
OG0000421	Praz.g_01875	Prbh.g_00374
OG0000422	Praz.g_01873	Prbh.g_00372
OG0000423	Praz.g_01872	Prbh.g_00371
OG0000424	Praz.g_01870	Prbh.g_00370
OG0000425	Praz.g_01867	Prbh.g_00367
OG0000426	Praz.g_01866	Prbh.g_00366
OG0000427	Praz.g_01865	Prbh.g_00365
OG0000428	Praz.g_01864	Prbh.g_00363
OG0000429	Praz.g_01863	Prbh.g_00361
OG0000430	Praz.g_01857	Prbh.g_00360
OG0000431	Praz.g_01855	Prbh.g_00358
OG0000432	Praz.g_01854	Prbh.g_00357
OG0000433	Praz.g_01851	Prbh.g_00354
OG0000434	Praz.g_01850	Prbh.g_00353
OG0000435	Praz.g_01849	Prbh.g_00352
OG0000436	Praz.g_01847	Prbh.g_00350
OG0000437	Praz.g_01845	Prbh.g_00348
OG0000438	Praz.g_01844	Prbh.g_00347
OG0000439	Praz.g_01843	Prbh.g_00346
OG0000440	Praz.g_01841	Prbh.g_00344
OG0000441	Praz.g_01840	Prbh.g_00343
OG0000442	Praz.g_01839	Prbh.g_00342
OG0000443	Praz.g_01838	Prbh.g_00341
OG0000444	Praz.g_01837	Prbh.g_00340
OG0000445	Praz.g_01836	Prbh.g_00339
OG0000446	Praz.g_01835	Prbh.g_00338
OG0000447	Praz.g_01834	Prbh.g_00337
OG0000448	Praz.g_01833	Prbh.g_00336
OG0000449	Praz.g_01828	Prbh.g_00329
OG0000450	Praz.g_01827	Prbh.g_00328
OG0000451	Praz.g_01826	Prbh.g_00327
OG0000452	Praz.g_01825	Prbh.g_00326
OG0000453	Praz.g_01823	Prbh.g_00325
OG0000454	Praz.g_01822	Prbh.g_00324
OG0000455	Praz.g_01821	Prbh.g_00323
OG0000456	Praz.g_01820	Prbh.g_00322
OG0000457	Praz.g_01818	Prbh.g_00320
OG0000458	Praz.g_01816	Prbh.g_00318
OG0000459	Praz.g_01815	Prbh.g_00317
OG0000460	Praz.g_01813	Prbh.g_00315
OG0000461	Praz.g_01812	Prbh.g_00314
OG0000462	Praz.g_01811	Prbh.g_00313
OG0000463	Praz.g_01810	Prbh.g_00311
OG0000464	Praz.g_01805	Prbh.g_00306
OG0000465	Praz.g_01803	Prbh.g_00305
OG0000466	Praz.g_01802	Prbh.g_00304
OG0000467	Praz.g_01801	Prbh.g_00303
OG0000468	Praz.g_01800	Prbh.g_00302
OG0000469	Praz.g_01799	Prbh.g_00301
OG0000470	Praz.g_01798	Prbh.g_00299
OG0000471	Praz.g_01797	Prbh.g_00298
OG0000472	Praz.g_01794	Prbh.g_00295
OG0000473	Praz.g_01793	Prbh.g_00294
OG0000474	Praz.g_01792	Prbh.g_00293
OG0000475	Praz.g_01791	Prbh.g_00292
OG0000476	Praz.g_01790	Prbh.g_00291
OG0000477	Praz.g_01788	Prbh.g_00290
OG0000478	Praz.g_01787	Prbh.g_00289
OG0000479	Praz.g_01786	Prbh.g_00288
OG0000480	Praz.g_01784	Prbh.g_00286
OG0000481	Praz.g_01783	Prbh.g_00285
OG0000482	Praz.g_01782	Prbh.g_00284
OG0000483	Praz.g_01781	Prbh.g_00283
OG0000484	Praz.g_01780	Prbh.g_00282
OG0000485	Praz.g_01779	Prbh.g_00281
OG0000486	Praz.g_01778	Prbh.g_00280
OG0000487	Praz.g_01777	Prbh.g_00279
OG0000488	Praz.g_01775	Prbh.g_00277
OG0000489	Praz.g_01774	Prbh.g_00276
OG0000490	Praz.g_01773	Prbh.g_00275
OG0000491	Praz.g_01772	Prbh.g_00274
OG0000492	Praz.g_01771	Prbh.g_00273
OG0000493	Praz.g_01770	Prbh.g_00272
OG0000494	Praz.g_01768	Prbh.g_00270
OG0000495	Praz.g_01767	Prbh.g_00269
OG0000496	Praz.g_01766	Prbh.g_00267
OG0000497	Praz.g_01765	Prbh.g_00265
OG0000498	Praz.g_01764	Prbh.g_00264
OG0000499	Praz.g_01762	Prbh.g_00262
OG0000500	Praz.g_01761	Prbh.g_00261
OG0000501	Praz.g_01759	Prbh.g_00259
OG0000502	Praz.g_01758	Prbh.g_00258
OG0000503	Praz.g_01757	Prbh.g_00257
OG0000504	Praz.g_01756	Prbh.g_00256
OG0000505	Praz.g_01755	Prbh.g_00255
OG0000506	Praz.g_01754	Prbh.g_00254
OG0000507	Praz.g_01753	Prbh.g_00253
OG0000508	Praz.g_01751	Prbh.g_00251
OG0000509	Praz.g_01750	Prbh.g_00250
OG0000510	Praz.g_01749	Prbh.g_00249
OG0000511	Praz.g_01748	Prbh.g_00248
OG0000512	Praz.g_01747	Prbh.g_00247
OG0000513	Praz.g_01746	Prbh.g_00246
OG0000514	Praz.g_01745	Prbh.g_00245
OG0000515	Praz.g_01743	Prbh.g_00244
OG0000516	Praz.g_01742	Prbh.g_00243
OG0000517	Praz.g_01741	Prbh.g_00242
OG0000518	Praz.g_01739	Prbh.g_00239
OG0000519	Praz.g_01738	Prbh.g_00238
OG0000520	Praz.g_01737	Prbh.g_00237
OG0000521	Praz.g_01736	Prbh.g_00236
OG0000522	Praz.g_01735	Prbh.g_00235
OG0000523	Praz.g_01734	Prbh.g_00234
OG0000524	Praz.g_01733	Prbh.g_00233
OG0000525	Praz.g_01731	Prbh.g_00231
OG0000526	Praz.g_01730	Prbh.g_00230
OG0000527	Praz.g_01729	Prbh.g_00229
OG0000528	Praz.g_01728	Prbh.g_00228
OG0000529	Praz.g_01727	Prbh.g_00227
OG0000530	Praz.g_01726	Prbh.g_00226
OG0000531	Praz.g_01725	Prbh.g_00224
OG0000532	Praz.g_01724	Prbh.g_00223
OG0000533	Praz.g_01723	Prbh.g_00222
OG0000534	Praz.g_01722	Prbh.g_00221
OG0000535	Praz.g_01721	Prbh.g_00220
OG0000536	Praz.g_01720	Prbh.g_00219
OG0000537	Praz.g_01719	Prbh.g_00218
OG0000538	Praz.g_01718	Prbh.g_00217
OG0000539	Praz.g_01717	Prbh.g_00216
OG0000540	Praz.g_01716	Prbh.g_00215
OG0000541	Praz.g_01715	Prbh.g_00214
OG0000542	Praz.g_01714	Prbh.g_00213
OG0000543	Praz.g_01713	Prbh.g_00212
OG0000544	Praz.g_01712	Prbh.g_01465
OG0000545	Praz.g_01709	Prbh.g_01462
OG0000546	Praz.g_01708	Prbh.g_01461
OG0000547	Praz.g_01706	Prbh.g_01459
OG0000548	Praz.g_01705	Prbh.g_01457
OG0000549	Praz.g_01704	Prbh.g_01456
OG0000550	Praz.g_01703	Prbh.g_01455
OG0000551	Praz.g_01702	Prbh.g_01453
OG0000552	Praz.g_01701	Prbh.g_01452
OG0000553	Praz.g_01700	Prbh.g_01223
OG0000554	Praz.g_01699	Prbh.g_01222
OG0000555	Praz.g_01698	Prbh.g_01221
OG0000556	Praz.g_01697	Prbh.g_01220
OG0000557	Praz.g_01696	Prbh.g_01219
OG0000558	Praz.g_01695	Prbh.g_01218
OG0000559	Praz.g_01694	Prbh.g_01217
OG0000560	Praz.g_01692	Prbh.g_01216
OG0000561	Praz.g_01691	Prbh.g_01215
