Orthogroup	Syao	Syaf
OG0000174	Syao.g_02364, Syao.g_02355	Syaf.g_00603
OG0000175	Syao.g_02327, Syao.g_00308	Syaf.g_00531
OG0000176	Syao.g_02165	Syaf.g_00494
OG0000177	Syao.g_02156	Syaf.g_00493
OG0000178	Syao.g_02155	Syaf.g_00492
OG0000179	Syao.g_02250	Syaf.g_00477
OG0000180	Syao.g_02249	Syaf.g_00476
OG0000181	Syao.g_02248	Syaf.g_00475
OG0000182	Syao.g_02247	Syaf.g_00474
OG0000183	Syao.g_02243	Syaf.g_00470
OG0000184	Syao.g_02423	Syaf.g_00664
OG0000185	Syao.g_02410	Syaf.g_00684
OG0000186	Syao.g_02613	Syaf.g_00968
OG0000187	Syao.g_02615	Syaf.g_00966
OG0000188	Syao.g_02637	Syaf.g_00944
OG0000189	Syao.g_02672	Syaf.g_00916
OG0000190	Syao.g_01015	Syaf.g_00914
OG0000191	Syao.g_02573	Syaf.g_00877
OG0000192	Syao.g_02579	Syaf.g_00871
OG0000193	Syao.g_02481	Syaf.g_00832
OG0000194	Syao.g_02484	Syaf.g_00829
OG0000196	Syao.g_02498	Syaf.g_00816
OG0000197	Syao.g_02499	Syaf.g_00815
OG0000198	Syao.g_02500	Syaf.g_00814
OG0000199	Syao.g_02508	Syaf.g_00806
OG0000200	Syao.g_02524	Syaf.g_00789
OG0000201	Syao.g_02540	Syaf.g_00771
OG0000202	Syao.g_02454	Syaf.g_00770
OG0000203	Syao.g_02455	Syaf.g_00769
OG0000204	Syao.g_02456	Syaf.g_00768
OG0000205	Syao.g_02464	Syaf.g_00761
OG0000206	Syao.g_02469	Syaf.g_00736
OG0000207	Syao.g_02471	Syaf.g_00735
OG0000208	Syao.g_02472	Syaf.g_00734
OG0000209	Syao.g_02394	Syaf.g_00714
OG0000210	Syao.g_02395	Syaf.g_00713
OG0000211	Syao.g_01700	Syaf.g_02791
OG0000212	Syao.g_01710	Syaf.g_02781
OG0000213	Syao.g_02098	Syaf.g_00210
OG0000214	Syao.g_02081	Syaf.g_00226
OG0000215	Syao.g_02050	Syaf.g_00258
OG0000216	Syao.g_02045	Syaf.g_00262
OG0000217	Syao.g_02041	Syaf.g_00266
OG0000218	Syao.g_02039	Syaf.g_00268
OG0000219	Syao.g_02038	Syaf.g_00269
OG0000220	Syao.g_02037	Syaf.g_00270
OG0000221	Syao.g_02034	Syaf.g_02597, Syaf.g_00273
OG0000222	Syao.g_02023	Syaf.g_00287
OG0000223	Syao.g_00291	Syaf.g_00317
OG0000224	Syao.g_01973	Syaf.g_00324
OG0000225	Syao.g_01751	Syaf.g_00007
OG0000226	Syao.g_01758	Syaf.g_00003
OG0000227	Syao.g_01760	Syaf.g_00001
OG0000228	Syao.g_01715	Syaf.g_02808
OG0000229	Syao.g_01736	Syaf.g_01214
OG0000230	Syao.g_01738	Syaf.g_01216
OG0000231	Syao.g_01513	Syaf.g_01236
OG0000232	Syao.g_00057	Syaf.g_02536
OG0000233	Syao.g_02698	Syaf.g_02528
OG0000234	Syao.g_02680	Syaf.g_02497
OG0000235	Syao.g_00029	Syaf.g_02722
OG0000236	Syao.g_00111	Syaf.g_02707
OG0000237	Syao.g_00166	Syaf.g_02690
OG0000238	Syao.g_00161	Syaf.g_02685
OG0000239	Syao.g_01398	Syaf.g_02669
OG0000240	Syao.g_01399	Syaf.g_02668
OG0000241	Syao.g_00887	Syaf.g_02322
OG0000242	Syao.g_01410	Syaf.g_02656
OG0000243	Syao.g_00873	Syaf.g_02634
OG0000244	Syao.g_00865	Syaf.g_02627
OG0000245	Syao.g_00863	Syaf.g_02625
OG0000246	Syao.g_00859	Syaf.g_02621
OG0000247	Syao.g_00847	Syaf.g_02610
OG0000249	Syao.g_00842	Syaf.g_02605
OG0000250	Syao.g_00835	Syaf.g_02593
OG0000251	Syao.g_01026	Syaf.g_02568
OG0000252	Syao.g_01020	Syaf.g_02565
OG0000253	Syao.g_01003	Syaf.g_02564
OG0000254	Syao.g_01053	Syaf.g_02371
OG0000255	Syao.g_01009	Syaf.g_02352
OG0000256	Syao.g_01328	Syaf.g_02329
OG0000257	Syao.g_00884	Syaf.g_02323
OG0000258	Syao.g_00907	Syaf.g_02301
OG0000259	Syao.g_00933, Syao.g_00932	Syaf.g_02137
OG0000260	Syao.g_00936	Syaf.g_02134
OG0000261	Syao.g_00941	Syaf.g_02131
OG0000262	Syao.g_00946	Syaf.g_02126
OG0000263	Syao.g_00247	Syaf.g_01585
OG0000264	Syao.g_00699	Syaf.g_01473
OG0000265	Syao.g_00049	Syaf.g_01196
OG0000266	Syao.g_00480	Syaf.g_01967
OG0000267	Syao.g_00589	Syaf.g_01787
OG0000268	Syao.g_00588	Syaf.g_01788
OG0000269	Syao.g_00751	Syaf.g_02054
OG0000270	Syao.g_00754	Syaf.g_02051
OG0000271	Syao.g_00762	Syaf.g_02043
OG0000272	Syao.g_00763	Syaf.g_02042
OG0000274	Syao.g_00792	Syaf.g_01391
OG0000275	Syao.g_00438	Syaf.g_01386
OG0000276	Syao.g_00558	Syaf.g_01379
OG0000277	Syao.g_00557	Syaf.g_01378
OG0000278	Syao.g_00554	Syaf.g_01375
OG0000279	Syao.g_00529	Syaf.g_01367
OG0000280	Syao.g_00608	Syaf.g_01337
OG0000281	Syao.g_01377	Syaf.g_01636
OG0000282	Syao.g_00967	Syaf.g_02101
OG0000283	Syao.g_00640	Syaf.g_01804
OG0000284	Syao.g_00634	Syaf.g_01810
OG0000285	Syao.g_00706	Syaf.g_01842
OG0000286	Syao.g_00675	Syaf.g_01860
OG0000287	Syao.g_00825	Syaf.g_01896
OG0000288	Syao.g_00446	Syaf.g_01929
OG0000289	Syao.g_00461	Syaf.g_01943
OG0000290	Syao.g_00428	Syaf.g_01439
OG0000291	Syao.g_00333	Syaf.g_01441
OG0000292	Syao.g_02196	Syaf.g_00505
OG0000293	Syao.g_00136	Syaf.g_01277
OG0000295	Syao.g_00186	Syaf.g_01316
OG0000296	Syao.g_00184	Syaf.g_01318
OG0000298	Syao.g_00170	Syaf.g_01606
OG0000299	Syao.g_00231	Syaf.g_01578
OG0000300	Syao.g_00274	Syaf.g_01571
OG0000301	Syao.g_00272, Syao.g_00273	Syaf.g_01570
OG0000302	Syao.g_00271	Syaf.g_01568
OG0000303	Syao.g_00262	Syaf.g_01559
OG0000304	Syao.g_00256	Syaf.g_01551
OG0000305	Syao.g_00388	Syaf.g_01444
OG0000306	Syao.g_01216	Syaf.g_01332
OG0000307	Syao.g_00045	Syaf.g_02742
OG0000308	Syao.g_00047	Syaf.g_02744
OG0000309	Syao.g_02705	Syaf.g_02749
OG0000310	Syao.g_01530	Syaf.g_02387
OG0000311	Syao.g_01533	Syaf.g_02391
OG0000312	Syao.g_01538	Syaf.g_02397
OG0000313	Syao.g_01491	Syaf.g_02421
OG0000314	Syao.g_00078	Syaf.g_02458
OG0000315	Syao.g_00088	Syaf.g_02468
OG0000316	Syao.g_01602	Syaf.g_01088
OG0000317	Syao.g_01560	Syaf.g_01040
OG0000318	Syao.g_01553	Syaf.g_01032
OG0000319	Syao.g_01678	Syaf.g_01015
OG0000320	Syao.g_01676	Syaf.g_01013
OG0000321	Syao.g_01675	Syaf.g_01012
OG0000322	Syao.g_01674	Syaf.g_01011
OG0000323	Syao.g_01661	Syaf.g_00997
OG0000324	Syao.g_01630	Syaf.g_01164
OG0000325	Syao.g_01936	Syaf.g_00176
OG0000327	Syao.g_01795	Syaf.g_00138
OG0000328	Syao.g_01794	Syaf.g_00137
OG0000329	Syao.g_01776	Syaf.g_00119
OG0000330	Syao.g_01775	Syaf.g_00118
OG0000331	Syao.g_01774	Syaf.g_00117
OG0000333	Syao.g_01810	Syaf.g_00099
OG0000334	Syao.g_01836	Syaf.g_00090
OG0000335	Syao.g_01831	Syaf.g_00085
OG0000336	Syao.g_01827	Syaf.g_00081
OG0000337	Syao.g_01968	Syaf.g_00344
OG0000338	Syao.g_01962	Syaf.g_00348
OG0000339	Syao.g_02259	Syaf.g_00355
OG0000340	Syao.g_02129	Syaf.g_00366
OG0000341	Syao.g_02131	Syaf.g_00368
OG0000342	Syao.g_02132	Syaf.g_00369
OG0000343	Syao.g_02133	Syaf.g_00370
OG0000344	Syao.g_02137	Syaf.g_00374
OG0000345	Syao.g_01953	Syaf.g_00384
OG0000346	Syao.g_01948	Syaf.g_00389
OG0000347	Syao.g_02178	Syaf.g_00415
OG0000348	Syao.g_02166	Syaf.g_00427
OG0000349	Syao.g_02219	Syaf.g_00445
OG0000350	Syao.g_01925	Syaf.g_00162
OG0000351	Syao.g_02331	Syaf.g_00528
OG0000352	Syao.g_02332	Syaf.g_00527
OG0000353	Syao.g_02160	Syaf.g_00499
OG0000354	Syao.g_00154, Syao.g_00155	Syaf.g_02680
OG0000354	Syao.g_02252	Syaf.g_00479
OG0000355	Syao.g_02162	Syaf.g_00497
OG0000356	Syao.g_02163	Syaf.g_00496
OG0000357	Syao.g_02164	Syaf.g_00495
OG0000358	Syao.g_02154	Syaf.g_00491
OG0000359	Syao.g_02152	Syaf.g_00489
OG0000360	Syao.g_02151	Syaf.g_00488
OG0000361	Syao.g_02150	Syaf.g_00487
OG0000362	Syao.g_01954	Syaf.g_00485
OG0000363	Syao.g_02255	Syaf.g_00483
OG0000364	Syao.g_01558	Syaf.g_00482
OG0000365	Syao.g_02246	Syaf.g_00473
OG0000366	Syao.g_02245	Syaf.g_00472
OG0000367	Syao.g_02244	Syaf.g_00471
OG0000368	Syao.g_02242	Syaf.g_00469
OG0000369	Syao.g_02241	Syaf.g_00468
OG0000370	Syao.g_02240	Syaf.g_00467
OG0000371	Syao.g_02231	Syaf.g_00458
OG0000372	Syao.g_02226	Syaf.g_00453
OG0000373	Syao.g_02225	Syaf.g_00452
OG0000374	Syao.g_02224	Syaf.g_00451
OG0000375	Syao.g_02223	Syaf.g_00449
OG0000376	Syao.g_02221	Syaf.g_00447
OG0000377	Syao.g_02429	Syaf.g_00654
OG0000378	Syao.g_02414	Syaf.g_00668
OG0000379	Syao.g_02409	Syaf.g_00686
OG0000380	Syao.g_02616	Syaf.g_00965
OG0000381	Syao.g_02618	Syaf.g_00962
OG0000382	Syao.g_02636	Syaf.g_00945
OG0000383	Syao.g_02643	Syaf.g_00941
OG0000384	Syao.g_02644	Syaf.g_00940
OG0000385	Syao.g_02645	Syaf.g_00939
OG0000386	Syao.g_02646	Syaf.g_00938
OG0000387	Syao.g_01019	Syaf.g_00912
OG0000388	Syao.g_02596	Syaf.g_00908
OG0000389	Syao.g_02599	Syaf.g_00904
OG0000390	Syao.g_02567	Syaf.g_00883
OG0000391	Syao.g_02572	Syaf.g_00878
OG0000392	Syao.g_02578	Syaf.g_00872
OG0000393	Syao.g_02581	Syaf.g_00870
OG0000394	Syao.g_02582	Syaf.g_00869
OG0000395	Syao.g_02583	Syaf.g_00868
OG0000396	Syao.g_02586	Syaf.g_00865
OG0000397	Syao.g_02542	Syaf.g_00863
OG0000398	Syao.g_02547	Syaf.g_00858
OG0000399	Syao.g_02548	Syaf.g_00857
OG0000400	Syao.g_02549	Syaf.g_00856
OG0000401	Syao.g_02550	Syaf.g_00855
OG0000402	Syao.g_02552	Syaf.g_00852
OG0000403	Syao.g_02553	Syaf.g_00851
OG0000404	Syao.g_02554	Syaf.g_00850
OG0000405	Syao.g_02478	Syaf.g_00835
OG0000406	Syao.g_02482	Syaf.g_00831
OG0000407	Syao.g_02483	Syaf.g_00830
OG0000408	Syao.g_02485	Syaf.g_00828
OG0000409	Syao.g_02487	Syaf.g_00826
OG0000410	Syao.g_02488	Syaf.g_00825
OG0000411	Syao.g_02489	Syaf.g_00824
OG0000412	Syao.g_02490	Syaf.g_00823
OG0000413	Syao.g_02492	Syaf.g_00821
OG0000414	Syao.g_02493	Syaf.g_00820
OG0000415	Syao.g_02494	Syaf.g_00819
OG0000416	Syao.g_02495	Syaf.g_00818
OG0000417	Syao.g_02497	Syaf.g_00817
OG0000418	Syao.g_02502	Syaf.g_00812
OG0000419	Syao.g_02504	Syaf.g_00810
OG0000420	Syao.g_02506	Syaf.g_00808
OG0000421	Syao.g_02510	Syaf.g_00803
OG0000422	Syao.g_02511	Syaf.g_00802
OG0000423	Syao.g_02512	Syaf.g_00801
OG0000424	Syao.g_02513	Syaf.g_00800
OG0000425	Syao.g_02514	Syaf.g_00799
OG0000426	Syao.g_02515	Syaf.g_00798
OG0000427	Syao.g_02516	Syaf.g_00797
OG0000428	Syao.g_02519	Syaf.g_00794
OG0000429	Syao.g_02522	Syaf.g_00792
OG0000430	Syao.g_02523	Syaf.g_00790
OG0000431	Syao.g_02526	Syaf.g_00786
OG0000432	Syao.g_02532	Syaf.g_00779
OG0000433	Syao.g_02534	Syaf.g_00777
OG0000434	Syao.g_02535	Syaf.g_00776
OG0000435	Syao.g_02538	Syaf.g_00772
OG0000436	Syao.g_02458	Syaf.g_00767
OG0000437	Syao.g_02459	Syaf.g_00766
OG0000438	Syao.g_02460	Syaf.g_00765
OG0000439	Syao.g_02462	Syaf.g_00763
OG0000440	Syao.g_02463	Syaf.g_00762
OG0000441	Syao.g_02466	Syaf.g_00756
OG0000442	Syao.g_02467	Syaf.g_00743
OG0000443	Syao.g_02468	Syaf.g_00739
OG0000444	Syao.g_02473	Syaf.g_00733
OG0000445	Syao.g_02474	Syaf.g_00729
OG0000446	Syao.g_02476	Syaf.g_00728
OG0000447	Syao.g_02383	Syaf.g_00725
OG0000448	Syao.g_02384	Syaf.g_00724
OG0000449	Syao.g_02385	Syaf.g_00723
OG0000450	Syao.g_02391	Syaf.g_00717
OG0000451	Syao.g_02392	Syaf.g_00716
OG0000452	Syao.g_02396	Syaf.g_00712
OG0000453	Syao.g_02397	Syaf.g_00711
OG0000454	Syao.g_02398	Syaf.g_00710
OG0000455	Syao.g_02399	Syaf.g_00709
OG0000456	Syao.g_02400	Syaf.g_00708
OG0000457	Syao.g_02402	Syaf.g_00706
OG0000458	Syao.g_02403	Syaf.g_00705
OG0000459	Syao.g_02404	Syaf.g_00704
OG0000460	Syao.g_01702	Syaf.g_02789
OG0000461	Syao.g_02119	Syaf.g_00183
OG0000462	Syao.g_02116	Syaf.g_00186
OG0000463	Syao.g_02115	Syaf.g_00187
OG0000464	Syao.g_02114	Syaf.g_00188
OG0000465	Syao.g_02112	Syaf.g_00190
OG0000466	Syao.g_02107	Syaf.g_00194
OG0000467	Syao.g_02106	Syaf.g_00196
OG0000468	Syao.g_02102	Syaf.g_00206
OG0000469	Syao.g_02087	Syaf.g_00220
OG0000470	Syao.g_02085	Syaf.g_00222
OG0000471	Syao.g_02084	Syaf.g_00223
OG0000472	Syao.g_02082	Syaf.g_00225
OG0000473	Syao.g_02080	Syaf.g_00227
OG0000474	Syao.g_02079	Syaf.g_00228
OG0000475	Syao.g_02078	Syaf.g_00229
OG0000476	Syao.g_02076	Syaf.g_00231
OG0000477	Syao.g_02069	Syaf.g_00237
OG0000478	Syao.g_02068	Syaf.g_00238
OG0000479	Syao.g_02067	Syaf.g_00239
OG0000480	Syao.g_02060	Syaf.g_00247
OG0000481	Syao.g_01012	Syaf.g_00249
OG0000482	Syao.g_02058	Syaf.g_00250
OG0000483	Syao.g_02054	Syaf.g_00254
OG0000484	Syao.g_02053	Syaf.g_00255
OG0000485	Syao.g_02052	Syaf.g_00256
OG0000486	Syao.g_02051	Syaf.g_00257
OG0000487	Syao.g_02044	Syaf.g_00263
OG0000488	Syao.g_02040	Syaf.g_00267
OG0000489	Syao.g_02033	Syaf.g_00274
OG0000490	Syao.g_02025	Syaf.g_00284
OG0000491	Syao.g_02024	Syaf.g_00285
OG0000492	Syao.g_02022	Syaf.g_00288
OG0000493	Syao.g_02021	Syaf.g_00289
OG0000494	Syao.g_02020	Syaf.g_00290
OG0000495	Syao.g_02018	Syaf.g_00291
OG0000496	Syao.g_02017	Syaf.g_00292
OG0000497	Syao.g_02016	Syaf.g_00293
OG0000498	Syao.g_02015	Syaf.g_00294
OG0000499	Syao.g_02014	Syaf.g_00295
OG0000500	Syao.g_02013	Syaf.g_00296
OG0000501	Syao.g_02010	Syaf.g_00299
OG0000502	Syao.g_01974	Syaf.g_00319
OG0000503	Syao.g_01877	Syaf.g_00023
OG0000504	Syao.g_01875	Syaf.g_00021
OG0000505	Syao.g_01874	Syaf.g_00020
OG0000506	Syao.g_01872	Syaf.g_00018
OG0000507	Syao.g_01866	Syaf.g_00012
OG0000508	Syao.g_01750	Syaf.g_00008
OG0000509	Syao.g_01755	Syaf.g_00006
OG0000510	Syao.g_01756	Syaf.g_00005
OG0000511	Syao.g_01757	Syaf.g_00004
OG0000512	Syao.g_01759	Syaf.g_00002
OG0000513	Syao.g_01720	Syaf.g_02803
OG0000514	Syao.g_01727	Syaf.g_02796
OG0000515	Syao.g_01728	Syaf.g_02795
OG0000516	Syao.g_01730	Syaf.g_01219
OG0000517	Syao.g_01735	Syaf.g_01213
OG0000518	Syao.g_01621	Syaf.g_01230
OG0000519	Syao.g_01622	Syaf.g_01231
OG0000520	Syao.g_01512	Syaf.g_01235
OG0000521	Syao.g_00061	Syaf.g_02542
OG0000522	Syao.g_00059	Syaf.g_02538
OG0000523	Syao.g_00058	Syaf.g_02537
OG0000524	Syao.g_02699	Syaf.g_02531
OG0000525	Syao.g_02691	Syaf.g_02507
OG0000526	Syao.g_02688	Syaf.g_02504
OG0000527	Syao.g_02684	Syaf.g_02500
OG0000528	Syao.g_00031	Syaf.g_02728
OG0000529	Syao.g_00027	Syaf.g_02720
OG0000530	Syao.g_00122	Syaf.g_02717
OG0000531	Syao.g_00121	Syaf.g_02716
OG0000532	Syao.g_00118	Syaf.g_02713
OG0000533	Syao.g_00116	Syaf.g_02712
OG0000534	Syao.g_00115	Syaf.g_02711
OG0000535	Syao.g_00114	Syaf.g_02710
OG0000536	Syao.g_00113	Syaf.g_02709
OG0000537	Syao.g_00112	Syaf.g_02708
OG0000538	Syao.g_00100	Syaf.g_02697
OG0000539	Syao.g_00099	Syaf.g_02696
OG0000540	Syao.g_00098	Syaf.g_02695
OG0000541	Syao.g_00097	Syaf.g_02694
OG0000542	Syao.g_00167	Syaf.g_02691
OG0000543	Syao.g_00165	Syaf.g_02689
OG0000544	Syao.g_00164	Syaf.g_02688
OG0000545	Syao.g_00162	Syaf.g_02686
OG0000546	Syao.g_00160	Syaf.g_02684
OG0000547	Syao.g_00158	Syaf.g_02682
OG0000548	Syao.g_00157	Syaf.g_02681
OG0000549	Syao.g_01391	Syaf.g_02676
OG0000550	Syao.g_01396	Syaf.g_02671
OG0000551	Syao.g_01401	Syaf.g_02666
OG0000552	Syao.g_01402	Syaf.g_02665
OG0000553	Syao.g_01404	Syaf.g_02663
OG0000554	Syao.g_01413	Syaf.g_02653
OG0000555	Syao.g_00875	Syaf.g_02635
OG0000556	Syao.g_00871	Syaf.g_02630
OG0000557	Syao.g_00866	Syaf.g_02628
OG0000558	Syao.g_00864	Syaf.g_02626
OG0000559	Syao.g_00860	Syaf.g_02622
OG0000560	Syao.g_00857	Syaf.g_02619
OG0000561	Syao.g_00856	Syaf.g_02618
OG0000562	Syao.g_00855	Syaf.g_02617
OG0000563	Syao.g_00854	Syaf.g_02616
OG0000564	Syao.g_00853	Syaf.g_02615
OG0000565	Syao.g_00849	Syaf.g_02612
OG0000566	Syao.g_00845	Syaf.g_02608
OG0000567	Syao.g_00841	Syaf.g_02604
OG0000568	Syao.g_00839	Syaf.g_02599
OG0000569	Syao.g_00838	Syaf.g_02596
OG0000570	Syao.g_00837	Syaf.g_02595
OG0000571	Syao.g_00834	Syaf.g_02591
