Orthogroup	Syao	Praz
OG0000092	Syao.g_00656	Praz.g_00244
OG0000093	Syao.g_00739	Praz.g_01382
OG0000094	Syao.g_00458	Praz.g_01296
OG0000095	Syao.g_00331	Praz.g_00066
OG0000097	Syao.g_00973	Praz.g_00713
OG0000098	Syao.g_01374	Praz.g_01157
OG0000099	Syao.g_02019	Praz.g_01098
OG0000100	Syao.g_00787	Praz.g_00967
OG0000101	Syao.g_01840	Praz.g_00263
OG0000102	Syao.g_01945	Praz.g_00200
OG0000103	Syao.g_02340	Praz.g_00120
OG0000104	Syao.g_02157	Praz.g_00361
OG0000105	Syao.g_02071, Syao.g_02072	Praz.g_00632
OG0000106	Syao.g_01385	Praz.g_00804
OG0000107	Syao.g_01935	Praz.g_00788
OG0000108	Syao.g_00028	Praz.g_01848
OG0000109	Syao.g_00110	Praz.g_01834
OG0000110	Syao.g_01051	Praz.g_01754
OG0000111	Syao.g_00378	Praz.g_01631
OG0000112	Syao.g_00683, Syao.g_00303	Praz.g_01547
OG0000113	Syao.g_00782	Praz.g_01490
OG0000114	Syao.g_00965	Praz.g_01408
OG0000115	Syao.g_01464, Syao.g_00065	Praz.g_00054
OG0000116	Syao.g_00137	Praz.g_00002
OG0000117	Syao.g_00169	Praz.g_01237
OG0000118	Syao.g_01475	Praz.g_01168
OG0000120	Syao.g_02009	Praz.g_01118
OG0000121	Syao.g_01489	Praz.g_01039
OG0000122	Syao.g_01247	Praz.g_01001
OG0000123	Syao.g_01832	Praz.g_00256
OG0000124	Syao.g_02179	Praz.g_00189
OG0000125	Syao.g_02444	Praz.g_00152
OG0000126	Syao.g_02198	Praz.g_00360
OG0000127	Syao.g_01312, Syao.g_02375, Syao.g_01143	Praz.g_01255
OG0000128	Syao.g_02149	Praz.g_00376
OG0000129	Syao.g_02434	Praz.g_00410
OG0000130	Syao.g_02617	Praz.g_00429
OG0000131	Syao.g_02480	Praz.g_00505
OG0000132	Syao.g_02501	Praz.g_00524
OG0000133	Syao.g_00678	Praz.g_00679
OG0000134	Syao.g_01719	Praz.g_00817
OG0000135	Syao.g_00147	Praz.g_00791
OG0000136	Syao.g_01614, Syao.g_01613	Praz.g_01887
OG0000137	Syao.g_02682	Praz.g_01853
OG0000138	Syao.g_00108	Praz.g_01833
OG0000139	Syao.g_01418, Syao.g_02005	Praz.g_01791
OG0000140	Syao.g_01373, Syao.g_01372	Praz.g_01790
OG0000141	Syao.g_01202	Praz.g_01723
OG0000142	Syao.g_00894	Praz.g_01695
OG0000143	Syao.g_00898	Praz.g_01691
OG0000145	Syao.g_00102	Praz.g_01554
OG0000146	Syao.g_00684, Syao.g_00304	Praz.g_01546
OG0000147	Syao.g_00305, Syao.g_00685	Praz.g_01545
OG0000148	Syao.g_00776	Praz.g_01496
OG0000149	Syao.g_00534	Praz.g_01465
OG0000150	Syao.g_01203	Praz.g_01457
OG0000151	Syao.g_00975	Praz.g_01398
OG0000152	Syao.g_00674	Praz.g_01350
OG0000153	Syao.g_00818, Syao.g_01176	Praz.g_01331
OG0000154	Syao.g_00447	Praz.g_01303
OG0000155	Syao.g_00178	Praz.g_00734
OG0000156	Syao.g_00151	Praz.g_01191
OG0000157	Syao.g_00152	Praz.g_01190
OG0000158	Syao.g_01141, Syao.g_02267	Praz.g_01097
OG0000159	Syao.g_02276	Praz.g_01095
OG0000160	Syao.g_01488	Praz.g_01040
OG0000161	Syao.g_01494	Praz.g_01034
OG0000162	Syao.g_01515	Praz.g_01028
OG0000163	Syao.g_01745	Praz.g_00994
OG0000164	Syao.g_01663	Praz.g_00853
OG0000165	Syao.g_01655	Praz.g_00846
OG0000166	Syao.g_01790	Praz.g_00299
OG0000167	Syao.g_01960	Praz.g_00232
OG0000168	Syao.g_02128	Praz.g_00222
OG0000169	Syao.g_02139	Praz.g_00212
OG0000170	Syao.g_02148	Praz.g_00210
OG0000171	Syao.g_02181	Praz.g_00190
OG0000172	Syao.g_02170	Praz.g_00181
OG0000173	Syao.g_02212	Praz.g_00166
OG0000174	Syao.g_02364, Syao.g_02355	Praz.g_00138
OG0000175	Syao.g_02327, Syao.g_00308	Praz.g_00128
OG0000176	Syao.g_02165	Praz.g_00369
OG0000177	Syao.g_02156	Praz.g_00370
OG0000178	Syao.g_02155	Praz.g_00371
OG0000179	Syao.g_02250	Praz.g_00381
OG0000180	Syao.g_02249	Praz.g_00382
OG0000181	Syao.g_02248	Praz.g_00383
OG0000182	Syao.g_02247	Praz.g_00384
OG0000183	Syao.g_02243	Praz.g_00388
OG0000184	Syao.g_02423	Praz.g_00412
OG0000185	Syao.g_02410	Praz.g_00415
OG0000186	Syao.g_02613	Praz.g_00424
OG0000187	Syao.g_02615	Praz.g_00425
OG0000188	Syao.g_02637	Praz.g_00442
OG0000189	Syao.g_02672	Praz.g_00456
OG0000190	Syao.g_01015	Praz.g_00457
OG0000191	Syao.g_02573	Praz.g_00477
OG0000192	Syao.g_02579	Praz.g_00481
OG0000193	Syao.g_02481	Praz.g_00506
OG0000194	Syao.g_02484	Praz.g_00509
OG0000195	Syao.g_02486	Praz.g_00511
OG0000196	Syao.g_02498	Praz.g_00521
OG0000197	Syao.g_02499	Praz.g_00522
OG0000198	Syao.g_02500	Praz.g_00523
OG0000199	Syao.g_02508	Praz.g_00530
OG0000200	Syao.g_02524	Praz.g_00544
OG0000201	Syao.g_02540	Praz.g_00552
OG0000202	Syao.g_02454	Praz.g_00553
OG0000203	Syao.g_02455	Praz.g_00554
OG0000204	Syao.g_02456	Praz.g_00555
OG0000205	Syao.g_02464	Praz.g_00562
OG0000206	Syao.g_02469	Praz.g_00567
OG0000207	Syao.g_02471	Praz.g_00569
OG0000208	Syao.g_02472	Praz.g_00570
OG0000209	Syao.g_02394	Praz.g_00579
OG0000210	Syao.g_02395	Praz.g_00580
OG0000211	Syao.g_01700	Praz.g_00593
OG0000212	Syao.g_01710	Praz.g_00600
OG0000213	Syao.g_02098	Praz.g_00617
OG0000214	Syao.g_02081	Praz.g_00626
OG0000215	Syao.g_02050	Praz.g_00650
OG0000216	Syao.g_02045	Praz.g_00651
OG0000217	Syao.g_02041	Praz.g_00654
OG0000218	Syao.g_02039	Praz.g_00656
OG0000219	Syao.g_02038	Praz.g_00657
OG0000220	Syao.g_02037	Praz.g_00658
OG0000221	Syao.g_02034	Praz.g_00659
OG0000222	Syao.g_02023	Praz.g_00667
OG0000223	Syao.g_00291	Praz.g_00680
OG0000224	Syao.g_01973	Praz.g_00682
OG0000225	Syao.g_01751	Praz.g_00348
OG0000226	Syao.g_01758	Praz.g_00352
OG0000227	Syao.g_01760	Praz.g_00354
OG0000228	Syao.g_01715	Praz.g_00819
OG0000229	Syao.g_01736	Praz.g_01892
OG0000230	Syao.g_01738	Praz.g_01890
OG0000231	Syao.g_01513	Praz.g_01879
OG0000232	Syao.g_00057	Praz.g_01870
OG0000233	Syao.g_02698	Praz.g_01865
OG0000234	Syao.g_02680	Praz.g_01852
OG0000235	Syao.g_00029	Praz.g_01849
OG0000236	Syao.g_00111	Praz.g_01835
OG0000237	Syao.g_00166	Praz.g_01822
OG0000238	Syao.g_00161	Praz.g_01816
OG0000239	Syao.g_01398	Praz.g_01803
OG0000240	Syao.g_01399	Praz.g_01802
OG0000241	Syao.g_00887	Praz.g_01798
OG0000242	Syao.g_01410	Praz.g_01796
OG0000243	Syao.g_00873	Praz.g_01785
OG0000244	Syao.g_00865	Praz.g_01782
OG0000245	Syao.g_00863	Praz.g_01780
OG0000246	Syao.g_00859	Praz.g_01776
OG0000247	Syao.g_00847	Praz.g_01766
OG0000248	Syao.g_00844	Praz.g_01764
OG0000249	Syao.g_00842	Praz.g_01762
OG0000250	Syao.g_00835	Praz.g_01757
OG0000251	Syao.g_01026	Praz.g_01739
OG0000252	Syao.g_01020	Praz.g_01736
OG0000253	Syao.g_01003	Praz.g_01735
OG0000254	Syao.g_01053	Praz.g_01719
OG0000255	Syao.g_01009	Praz.g_01713
OG0000256	Syao.g_01328	Praz.g_01703
OG0000257	Syao.g_00884	Praz.g_01700
OG0000258	Syao.g_00907	Praz.g_01687
OG0000259	Syao.g_00933, Syao.g_00932	Praz.g_01670
OG0000260	Syao.g_00936	Praz.g_01667
OG0000261	Syao.g_00941	Praz.g_01665
OG0000262	Syao.g_00946	Praz.g_01661
OG0000263	Syao.g_00247	Praz.g_01649
OG0000264	Syao.g_00699	Praz.g_01639
OG0000265	Syao.g_00049	Praz.g_01607
OG0000266	Syao.g_00480	Praz.g_01597
OG0000267	Syao.g_00589	Praz.g_01586
OG0000268	Syao.g_00588	Praz.g_01585
OG0000269	Syao.g_00751	Praz.g_01517
OG0000270	Syao.g_00754	Praz.g_01514
OG0000271	Syao.g_00762	Praz.g_01506
OG0000272	Syao.g_00763	Praz.g_01505
OG0000273	Syao.g_00791	Praz.g_01482
OG0000274	Syao.g_00792	Praz.g_01481
OG0000275	Syao.g_00438	Praz.g_01478
OG0000276	Syao.g_00558	Praz.g_01473
OG0000277	Syao.g_00557	Praz.g_01472
OG0000278	Syao.g_00554	Praz.g_01469
OG0000279	Syao.g_00529	Praz.g_01462
OG0000280	Syao.g_00608	Praz.g_01461
OG0000281	Syao.g_01377	Praz.g_01456
OG0000282	Syao.g_00967	Praz.g_01406
OG0000283	Syao.g_00640	Praz.g_01373
OG0000284	Syao.g_00634	Praz.g_01368
OG0000285	Syao.g_00706	Praz.g_01363
OG0000286	Syao.g_00675	Praz.g_01351
OG0000287	Syao.g_00825	Praz.g_01334
OG0000288	Syao.g_00446	Praz.g_01304
OG0000289	Syao.g_00461	Praz.g_01292
OG0000290	Syao.g_00428	Praz.g_01279, Praz.g_00063
OG0000291	Syao.g_00333	Praz.g_00065
OG0000292	Syao.g_02196	Praz.g_00114
OG0000293	Syao.g_00136	Praz.g_00001
OG0000294	Syao.g_00135	Praz.g_00763
OG0000295	Syao.g_00186	Praz.g_00742
OG0000296	Syao.g_00184	Praz.g_00740
OG0000297	Syao.g_00171	Praz.g_00732
OG0000298	Syao.g_00170	Praz.g_00731
OG0000299	Syao.g_00231	Praz.g_00714
OG0000300	Syao.g_00274	Praz.g_00711
OG0000301	Syao.g_00272, Syao.g_00273	Praz.g_00710
OG0000302	Syao.g_00271	Praz.g_00708
OG0000303	Syao.g_00262	Praz.g_00701
OG0000304	Syao.g_00256	Praz.g_00697
OG0000305	Syao.g_00388	Praz.g_01147
OG0000306	Syao.g_01216	Praz.g_01144
OG0000307	Syao.g_00045	Praz.g_01130
OG0000308	Syao.g_00047	Praz.g_01129
OG0000309	Syao.g_02705	Praz.g_01125
OG0000310	Syao.g_01530	Praz.g_01056
OG0000311	Syao.g_01533	Praz.g_01054
OG0000312	Syao.g_01538	Praz.g_01051
OG0000313	Syao.g_01491	Praz.g_01037
OG0000314	Syao.g_00078	Praz.g_01014
OG0000315	Syao.g_00088	Praz.g_01004
OG0000316	Syao.g_01602	Praz.g_00984
OG0000317	Syao.g_01560	Praz.g_00879
OG0000318	Syao.g_01553	Praz.g_00876
OG0000319	Syao.g_01678	Praz.g_00863
OG0000320	Syao.g_01676	Praz.g_00861
OG0000321	Syao.g_01675	Praz.g_00860
OG0000322	Syao.g_01674	Praz.g_00859
OG0000323	Syao.g_01661	Praz.g_00850
OG0000324	Syao.g_01630	Praz.g_00824
OG0000325	Syao.g_01936	Praz.g_00334
OG0000326	Syao.g_01918	Praz.g_00328
OG0000327	Syao.g_01795	Praz.g_00304
OG0000328	Syao.g_01794	Praz.g_00303
OG0000329	Syao.g_01776	Praz.g_00286
OG0000330	Syao.g_01775	Praz.g_00285
OG0000331	Syao.g_01774	Praz.g_00284
OG0000332	Syao.g_01813	Praz.g_00270
OG0000333	Syao.g_01810	Praz.g_00268
OG0000334	Syao.g_01836	Praz.g_00260
OG0000335	Syao.g_01831	Praz.g_00255
OG0000336	Syao.g_01827	Praz.g_00251
OG0000337	Syao.g_01968	Praz.g_00234
OG0000338	Syao.g_01962	Praz.g_00233
OG0000339	Syao.g_02259	Praz.g_00229
OG0000340	Syao.g_02129	Praz.g_00221
OG0000341	Syao.g_02131	Praz.g_00219
OG0000342	Syao.g_02132	Praz.g_00218
OG0000343	Syao.g_02133	Praz.g_00217
OG0000344	Syao.g_02137	Praz.g_00214
OG0000345	Syao.g_01953	Praz.g_00209
OG0000346	Syao.g_01948	Praz.g_00204
OG0000347	Syao.g_02178	Praz.g_00188
OG0000348	Syao.g_02166	Praz.g_00178
OG0000349	Syao.g_02219	Praz.g_00161
OG0000350	Syao.g_01925	Praz.g_00142
OG0000351	Syao.g_02331	Praz.g_00125
OG0000352	Syao.g_02332	Praz.g_00124
OG0000353	Syao.g_02160	Praz.g_00364
OG0000355	Syao.g_02162	Praz.g_00366
OG0000356	Syao.g_02163	Praz.g_00367
OG0000357	Syao.g_02164	Praz.g_00368
OG0000358	Syao.g_02154	Praz.g_00372
OG0000359	Syao.g_02152	Praz.g_00373
OG0000360	Syao.g_02151	Praz.g_00374
OG0000361	Syao.g_02150	Praz.g_00375
OG0000362	Syao.g_01954	Praz.g_00377
OG0000363	Syao.g_02255	Praz.g_00379
OG0000364	Syao.g_01558	Praz.g_00380
OG0000365	Syao.g_02246	Praz.g_00385
OG0000366	Syao.g_02245	Praz.g_00386
OG0000367	Syao.g_02244	Praz.g_00387
OG0000368	Syao.g_02242	Praz.g_00389
OG0000369	Syao.g_02241	Praz.g_00390
OG0000370	Syao.g_02240	Praz.g_00391
OG0000371	Syao.g_02231	Praz.g_00397
OG0000372	Syao.g_02226	Praz.g_00400
OG0000373	Syao.g_02225	Praz.g_00401
OG0000374	Syao.g_02224	Praz.g_00402
OG0000375	Syao.g_02223	Praz.g_00406
OG0000376	Syao.g_02221	Praz.g_00408
OG0000377	Syao.g_02429	Praz.g_00411
OG0000378	Syao.g_02414	Praz.g_00413
OG0000379	Syao.g_02409	Praz.g_00416
OG0000380	Syao.g_02616	Praz.g_00426
OG0000381	Syao.g_02618	Praz.g_00430
OG0000382	Syao.g_02636	Praz.g_00441
OG0000383	Syao.g_02643	Praz.g_00443
OG0000384	Syao.g_02644	Praz.g_00444
OG0000385	Syao.g_02645	Praz.g_00445
OG0000386	Syao.g_02646	Praz.g_00446
OG0000387	Syao.g_01019	Praz.g_00459
OG0000388	Syao.g_02596	Praz.g_00462
OG0000389	Syao.g_02599	Praz.g_00466
OG0000390	Syao.g_02567	Praz.g_00473
OG0000391	Syao.g_02572	Praz.g_00476
OG0000392	Syao.g_02578	Praz.g_00480
OG0000393	Syao.g_02581	Praz.g_00482
OG0000394	Syao.g_02582	Praz.g_00483
OG0000395	Syao.g_02583	Praz.g_00484
OG0000396	Syao.g_02586	Praz.g_00487
OG0000397	Syao.g_02542	Praz.g_00489
OG0000398	Syao.g_02547	Praz.g_00491
OG0000399	Syao.g_02548	Praz.g_00492
OG0000400	Syao.g_02549	Praz.g_00493
OG0000401	Syao.g_02550	Praz.g_00494
OG0000402	Syao.g_02552	Praz.g_00496
OG0000403	Syao.g_02553	Praz.g_00497
OG0000404	Syao.g_02554	Praz.g_00498
OG0000405	Syao.g_02478	Praz.g_00502
OG0000406	Syao.g_02482	Praz.g_00507
OG0000407	Syao.g_02483	Praz.g_00508
OG0000408	Syao.g_02485	Praz.g_00510
OG0000409	Syao.g_02487	Praz.g_00512
OG0000410	Syao.g_02488	Praz.g_00513
OG0000411	Syao.g_02489	Praz.g_00514
OG0000412	Syao.g_02490	Praz.g_00515
OG0000413	Syao.g_02492	Praz.g_00516
OG0000414	Syao.g_02493	Praz.g_00517
OG0000415	Syao.g_02494	Praz.g_00518
OG0000416	Syao.g_02495	Praz.g_00519
OG0000417	Syao.g_02497	Praz.g_00520
OG0000418	Syao.g_02502	Praz.g_00525
OG0000419	Syao.g_02504	Praz.g_00527
OG0000420	Syao.g_02506	Praz.g_00528
OG0000421	Syao.g_02510	Praz.g_00533
OG0000422	Syao.g_02511	Praz.g_00534
OG0000423	Syao.g_02512	Praz.g_00535
OG0000424	Syao.g_02513	Praz.g_00536
OG0000425	Syao.g_02514	Praz.g_00537
OG0000426	Syao.g_02515	Praz.g_00538
OG0000427	Syao.g_02516	Praz.g_00539
OG0000428	Syao.g_02519	Praz.g_00541
OG0000429	Syao.g_02522	Praz.g_00542
OG0000430	Syao.g_02523	Praz.g_00543
OG0000431	Syao.g_02526	Praz.g_00545
OG0000432	Syao.g_02532	Praz.g_00548
OG0000433	Syao.g_02534	Praz.g_00549
OG0000434	Syao.g_02535	Praz.g_00550
OG0000435	Syao.g_02538	Praz.g_00551
OG0000436	Syao.g_02458	Praz.g_00556
OG0000437	Syao.g_02459	Praz.g_00557
OG0000438	Syao.g_02460	Praz.g_00558
OG0000439	Syao.g_02462	Praz.g_00560
OG0000440	Syao.g_02463	Praz.g_00561
OG0000441	Syao.g_02466	Praz.g_00564
OG0000442	Syao.g_02467	Praz.g_00565
OG0000443	Syao.g_02468	Praz.g_00566
OG0000444	Syao.g_02473	Praz.g_00571
OG0000445	Syao.g_02474	Praz.g_00572
OG0000446	Syao.g_02476	Praz.g_00573
OG0000447	Syao.g_02383	Praz.g_00574
OG0000448	Syao.g_02384	Praz.g_00575
OG0000449	Syao.g_02385	Praz.g_00576
OG0000450	Syao.g_02391	Praz.g_00577
OG0000451	Syao.g_02392	Praz.g_00578
OG0000452	Syao.g_02396	Praz.g_00581
OG0000453	Syao.g_02397	Praz.g_00582
OG0000454	Syao.g_02398	Praz.g_00583
OG0000455	Syao.g_02399	Praz.g_00584
OG0000456	Syao.g_02400	Praz.g_00585
OG0000457	Syao.g_02402	Praz.g_00586
OG0000458	Syao.g_02403	Praz.g_00587
OG0000459	Syao.g_02404	Praz.g_00588
OG0000460	Syao.g_01702	Praz.g_00595
OG0000461	Syao.g_02119	Praz.g_00602
OG0000462	Syao.g_02116	Praz.g_00604
OG0000463	Syao.g_02115	Praz.g_00605
OG0000464	Syao.g_02114	Praz.g_00606
OG0000465	Syao.g_02112	Praz.g_00607
OG0000466	Syao.g_02107	Praz.g_00610
OG0000467	Syao.g_02106	Praz.g_00611
OG0000468	Syao.g_02102	Praz.g_00613
OG0000469	Syao.g_02087	Praz.g_00621
OG0000470	Syao.g_02085	Praz.g_00623
OG0000471	Syao.g_02084	Praz.g_00624
OG0000472	Syao.g_02082	Praz.g_00625
OG0000473	Syao.g_02080	Praz.g_00627
OG0000474	Syao.g_02079	Praz.g_00628
OG0000475	Syao.g_02078	Praz.g_00629
OG0000476	Syao.g_02076	Praz.g_00630
OG0000477	Syao.g_02069	Praz.g_00633
OG0000478	Syao.g_02068	Praz.g_00634
OG0000479	Syao.g_02067	Praz.g_00635
OG0000480	Syao.g_02060	Praz.g_00640
OG0000481	Syao.g_01012	Praz.g_00642
OG0000482	Syao.g_02058	Praz.g_00643
OG0000483	Syao.g_02054	Praz.g_00646
OG0000484	Syao.g_02053	Praz.g_00647
OG0000485	Syao.g_02052	Praz.g_00648
OG0000486	Syao.g_02051	Praz.g_00649
OG0000487	Syao.g_02044	Praz.g_00652
OG0000488	Syao.g_02040	Praz.g_00655
OG0000489	Syao.g_02033	Praz.g_00660
OG0000490	Syao.g_02025	Praz.g_00665
OG0000491	Syao.g_02024	Praz.g_00666
OG0000492	Syao.g_02022	Praz.g_00668
OG0000493	Syao.g_02021	Praz.g_00669
OG0000494	Syao.g_02020	Praz.g_00670
OG0000495	Syao.g_02018	Praz.g_00671
OG0000496	Syao.g_02017	Praz.g_00672
OG0000497	Syao.g_02016	Praz.g_00673
OG0000498	Syao.g_02015	Praz.g_00674
OG0000499	Syao.g_02014	Praz.g_00675
OG0000500	Syao.g_02013	Praz.g_00676
OG0000501	Syao.g_02010	Praz.g_00678
OG0000502	Syao.g_01974	Praz.g_00681
OG0000503	Syao.g_01877	Praz.g_01931
OG0000504	Syao.g_01875	Praz.g_01932
OG0000505	Syao.g_01874	Praz.g_01933
OG0000506	Syao.g_01872	Praz.g_01935
OG0000507	Syao.g_01866	Praz.g_00343
OG0000508	Syao.g_01750	Praz.g_00347
OG0000509	Syao.g_01755	Praz.g_00349
OG0000510	Syao.g_01756	Praz.g_00350
OG0000511	Syao.g_01757	Praz.g_00351
OG0000512	Syao.g_01759	Praz.g_00353
OG0000513	Syao.g_01720	Praz.g_00816
OG0000514	Syao.g_01727	Praz.g_01897
OG0000515	Syao.g_01728	Praz.g_01896
OG0000516	Syao.g_01730	Praz.g_01895
OG0000517	Syao.g_01735	Praz.g_01893
OG0000518	Syao.g_01621	Praz.g_01882
OG0000519	Syao.g_01622	Praz.g_01881
OG0000520	Syao.g_01512	Praz.g_01880
OG0000521	Syao.g_00061	Praz.g_01875
OG0000522	Syao.g_00059	Praz.g_01873
OG0000523	Syao.g_00058	Praz.g_01872
OG0000524	Syao.g_02699	Praz.g_01867
OG0000525	Syao.g_02691	Praz.g_01864
OG0000526	Syao.g_02688	Praz.g_01863
OG0000527	Syao.g_02684	Praz.g_01855
OG0000528	Syao.g_00031	Praz.g_01850
OG0000529	Syao.g_00027	Praz.g_01847
OG0000530	Syao.g_00122	Praz.g_01844
OG0000531	Syao.g_00121	Praz.g_01843
OG0000532	Syao.g_00118	Praz.g_01841
OG0000533	Syao.g_00116	Praz.g_01840
OG0000534	Syao.g_00115	Praz.g_01839
OG0000535	Syao.g_00114	Praz.g_01838
OG0000536	Syao.g_00113	Praz.g_01837
OG0000537	Syao.g_00112	Praz.g_01836
OG0000538	Syao.g_00100	Praz.g_01828
OG0000539	Syao.g_00099	Praz.g_01827
OG0000540	Syao.g_00098	Praz.g_01826
OG0000541	Syao.g_00097	Praz.g_01825
OG0000542	Syao.g_00167	Praz.g_01823
OG0000543	Syao.g_00165	Praz.g_01821
OG0000544	Syao.g_00164	Praz.g_01820
OG0000545	Syao.g_00162	Praz.g_01818
OG0000546	Syao.g_00160	Praz.g_01815
OG0000547	Syao.g_00158	Praz.g_01813
OG0000548	Syao.g_00157	Praz.g_01812
OG0000549	Syao.g_01391	Praz.g_01810
OG0000550	Syao.g_01396	Praz.g_01805
OG0000551	Syao.g_01401	Praz.g_01801
OG0000552	Syao.g_01402	Praz.g_01800
OG0000553	Syao.g_01404	Praz.g_01799
OG0000554	Syao.g_01413	Praz.g_01794
OG0000555	Syao.g_00875	Praz.g_01786
OG0000556	Syao.g_00871	Praz.g_01784
OG0000557	Syao.g_00866	Praz.g_01783
OG0000558	Syao.g_00864	Praz.g_01781
OG0000559	Syao.g_00860	Praz.g_01777
OG0000560	Syao.g_00857	Praz.g_01774
OG0000561	Syao.g_00856	Praz.g_01773
OG0000562	Syao.g_00855	Praz.g_01772
OG0000563	Syao.g_00854	Praz.g_01771
OG0000564	Syao.g_00853	Praz.g_01770
OG0000565	Syao.g_00849	Praz.g_01767
OG0000566	Syao.g_00845	Praz.g_01765
OG0000567	Syao.g_00841	Praz.g_01761
OG0000568	Syao.g_00839	Praz.g_01760
OG0000569	Syao.g_00838	Praz.g_01759
OG0000570	Syao.g_00837	Praz.g_01758
OG0000571	Syao.g_00834	Praz.g_01756
OG0000572	Syao.g_01033	Praz.g_01743
OG0000573	Syao.g_01022	Praz.g_01738
OG0000574	Syao.g_01021	Praz.g_01737
OG0000575	Syao.g_01000	Praz.g_01733
OG0000576	Syao.g_00996	Praz.g_01731
OG0000577	Syao.g_00995	Praz.g_01730
OG0000578	Syao.g_00994	Praz.g_01729
OG0000579	Syao.g_00993	Praz.g_01728
OG0000580	Syao.g_00992	Praz.g_01727
OG0000581	Syao.g_01059	Praz.g_01725
OG0000582	Syao.g_01204	Praz.g_01722
OG0000583	Syao.g_01205	Praz.g_01721
OG0000584	Syao.g_01206	Praz.g_01720
