Orthogroup	Syao	Syak
OG0000110	Syao.g_01051	Syak.g_02698
OG0000111	Syao.g_00378	Syak.g_00725
OG0000112	Syao.g_00683, Syao.g_00303	Syak.g_00512
OG0000113	Syao.g_00782	Syak.g_00461
OG0000115	Syao.g_01464, Syao.g_00065	Syak.g_01066
OG0000116	Syao.g_00137	Syak.g_00911
OG0000117	Syao.g_00169	Syak.g_00846
OG0000118	Syao.g_01475	Syak.g_00954
OG0000120	Syao.g_02009	Syak.g_01526
OG0000121	Syao.g_01489	Syak.g_01044
OG0000122	Syao.g_01247	Syak.g_00081
OG0000123	Syao.g_01832	Syak.g_01299
OG0000124	Syao.g_02179	Syak.g_01692
OG0000125	Syao.g_02444	Syak.g_01934
OG0000126	Syao.g_02198	Syak.g_01801
OG0000127	Syao.g_02375	Syak.g_02269, Syak.g_02544
OG0000128	Syao.g_02149	Syak.g_01782
OG0000129	Syao.g_02434	Syak.g_01947
OG0000130	Syao.g_02617	Syak.g_02255
OG0000131	Syao.g_02480	Syak.g_02128
OG0000132	Syao.g_02501	Syak.g_02108
OG0000133	Syao.g_00678	Syak.g_00507
OG0000134	Syao.g_01719	Syak.g_01212
OG0000135	Syao.g_00147	Syak.g_01897
OG0000136	Syao.g_01614, Syao.g_01613	Syak.g_01186
OG0000137	Syao.g_02682	Syak.g_01118
OG0000138	Syao.g_00108	Syak.g_01062, Syak.g_02591
OG0000139	Syao.g_01418	Syak.g_02646
OG0000140	Syao.g_01373, Syao.g_01372	Syak.g_02650
OG0000141	Syao.g_01202	Syak.g_02746
OG0000142	Syao.g_00894	Syak.g_00035
OG0000143	Syao.g_00898	Syak.g_00039
OG0000145	Syao.g_00102	Syak.g_02598
OG0000146	Syao.g_00684, Syao.g_00304	Syak.g_00514
OG0000147	Syao.g_00305, Syao.g_00685	Syak.g_00515
OG0000148	Syao.g_00776	Syak.g_00455
OG0000149	Syao.g_00534	Syak.g_00596
OG0000150	Syao.g_01203	Syak.g_02747
OG0000151	Syao.g_00975	Syak.g_00387
OG0000152	Syao.g_00674	Syak.g_00503
OG0000153	Syao.g_00818, Syao.g_01176	Syak.g_00470
OG0000154	Syao.g_00447	Syak.g_00645
OG0000155	Syao.g_00178	Syak.g_00855
OG0000156	Syao.g_00151	Syak.g_00919
OG0000157	Syao.g_00152	Syak.g_00920
OG0000158	Syao.g_02267	Syak.g_01624
OG0000159	Syao.g_02006	Syak.g_01580
OG0000160	Syao.g_01488	Syak.g_01043
OG0000161	Syao.g_01494	Syak.g_01050
OG0000162	Syao.g_01515	Syak.g_01058
OG0000163	Syao.g_01745	Syak.g_02478
OG0000164	Syao.g_01663	Syak.g_02384
OG0000165	Syao.g_01655	Syak.g_02374
OG0000166	Syao.g_01790	Syak.g_01345
OG0000167	Syao.g_01960	Syak.g_01561
OG0000168	Syao.g_02128	Syak.g_01625
OG0000169	Syao.g_02139	Syak.g_01637
OG0000170	Syao.g_02148	Syak.g_01644
OG0000171	Syao.g_02181	Syak.g_01691
OG0000172	Syao.g_02170	Syak.g_01713
OG0000173	Syao.g_02212	Syak.g_01733
OG0000174	Syao.g_02364, Syao.g_02355	Syak.g_01895
OG0000175	Syao.g_02327, Syao.g_00308	Syak.g_01827
OG0000176	Syao.g_02165	Syak.g_01790
OG0000177	Syao.g_02156	Syak.g_01789
OG0000178	Syao.g_02155	Syak.g_01788
OG0000179	Syao.g_02250	Syak.g_01773
OG0000180	Syao.g_02249	Syak.g_01772
OG0000181	Syao.g_02248	Syak.g_01771
OG0000182	Syao.g_02247	Syak.g_01770
OG0000183	Syao.g_02243	Syak.g_01766
OG0000184	Syao.g_02423	Syak.g_01955
OG0000185	Syao.g_02410	Syak.g_01971
OG0000186	Syao.g_02613	Syak.g_02258
OG0000187	Syao.g_02615	Syak.g_02257
OG0000188	Syao.g_02637	Syak.g_02235
OG0000189	Syao.g_02672	Syak.g_02203
OG0000190	Syao.g_01015	Syak.g_01575
OG0000191	Syao.g_02573	Syak.g_02171
OG0000192	Syao.g_02579	Syak.g_02165
OG0000193	Syao.g_02481	Syak.g_02127
OG0000194	Syao.g_02484	Syak.g_02124
OG0000196	Syao.g_02498	Syak.g_02111
OG0000197	Syao.g_02499	Syak.g_02110
OG0000198	Syao.g_02500	Syak.g_02109
OG0000199	Syao.g_02508	Syak.g_02100
OG0000200	Syao.g_02524	Syak.g_02083
OG0000201	Syao.g_02540	Syak.g_02068
OG0000202	Syao.g_02454	Syak.g_02067
OG0000203	Syao.g_02455	Syak.g_02066
OG0000204	Syao.g_02456	Syak.g_02065
OG0000205	Syao.g_02464	Syak.g_02058
OG0000206	Syao.g_02469	Syak.g_02038
OG0000207	Syao.g_02471	Syak.g_02025
OG0000208	Syao.g_02472	Syak.g_02024
OG0000209	Syao.g_02394	Syak.g_01995
OG0000210	Syao.g_02395	Syak.g_01994
OG0000211	Syao.g_01700	Syak.g_02300
OG0000212	Syao.g_01710	Syak.g_02311
OG0000213	Syao.g_02098	Syak.g_01425
OG0000214	Syao.g_02081	Syak.g_01442
OG0000215	Syao.g_02050	Syak.g_01474
OG0000216	Syao.g_02045	Syak.g_01478
OG0000217	Syao.g_02041	Syak.g_01482
OG0000218	Syao.g_02039	Syak.g_01484
OG0000219	Syao.g_02038	Syak.g_01485
OG0000220	Syao.g_02037	Syak.g_01486
OG0000221	Syao.g_02034	Syak.g_01498
OG0000222	Syao.g_02023	Syak.g_01512
OG0000223	Syao.g_00291	Syak.g_01531
OG0000224	Syao.g_01973	Syak.g_01532
OG0000225	Syao.g_01751	Syak.g_01230
OG0000226	Syao.g_01758	Syak.g_01226
OG0000227	Syao.g_01760	Syak.g_01224
OG0000228	Syao.g_01715	Syak.g_01216
OG0000229	Syao.g_01736	Syak.g_01191
OG0000230	Syao.g_01738	Syak.g_01189
OG0000231	Syao.g_01513	Syak.g_01176
OG0000232	Syao.g_00057	Syak.g_01156
OG0000233	Syao.g_02698	Syak.g_01145
OG0000234	Syao.g_02680	Syak.g_01116
OG0000235	Syao.g_00029	Syak.g_02573
OG0000236	Syao.g_00111	Syak.g_02589
OG0000237	Syao.g_00166	Syak.g_02607
OG0000238	Syao.g_00161	Syak.g_02612
OG0000239	Syao.g_01398	Syak.g_02628
OG0000240	Syao.g_01399	Syak.g_02629
OG0000241	Syao.g_00887	Syak.g_00027
OG0000242	Syao.g_01410	Syak.g_02638
OG0000243	Syao.g_00873	Syak.g_02658
OG0000244	Syao.g_00865	Syak.g_02665
OG0000245	Syao.g_00863	Syak.g_02667
OG0000246	Syao.g_00859	Syak.g_02671
OG0000247	Syao.g_00847	Syak.g_02681
OG0000248	Syao.g_00844	Syak.g_02684
OG0000249	Syao.g_00842	Syak.g_02686
OG0000250	Syao.g_00835	Syak.g_02694
OG0000251	Syao.g_01026	Syak.g_02722
OG0000252	Syao.g_01020	Syak.g_02725
OG0000253	Syao.g_01003	Syak.g_02727
OG0000254	Syao.g_01053	Syak.g_02752
OG0000255	Syao.g_01009	Syak.g_02772
OG0000256	Syao.g_01328	Syak.g_00020
OG0000257	Syao.g_00884	Syak.g_00026
OG0000258	Syao.g_00907	Syak.g_00044
OG0000259	Syao.g_00933, Syao.g_00932	Syak.g_00334
OG0000260	Syao.g_00936	Syak.g_00338
OG0000261	Syao.g_00941	Syak.g_00348
OG0000262	Syao.g_00946	Syak.g_00353
OG0000263	Syao.g_00247	Syak.g_00828
OG0000264	Syao.g_00699	Syak.g_00698
OG0000265	Syao.g_00049	Syak.g_00211
OG0000266	Syao.g_00480	Syak.g_00778
OG0000267	Syao.g_00589	Syak.g_00555
OG0000268	Syao.g_00588	Syak.g_00554
OG0000269	Syao.g_00751	Syak.g_00429
OG0000270	Syao.g_00754	Syak.g_00432
OG0000271	Syao.g_00762	Syak.g_00440
OG0000272	Syao.g_00763	Syak.g_00441
OG0000273	Syao.g_00791	Syak.g_00616
OG0000274	Syao.g_00792	Syak.g_00615
OG0000275	Syao.g_00438	Syak.g_00611
OG0000276	Syao.g_00558	Syak.g_00604
OG0000277	Syao.g_00557	Syak.g_00603
OG0000278	Syao.g_00554	Syak.g_00600
OG0000279	Syao.g_00529	Syak.g_00592
OG0000280	Syao.g_00608	Syak.g_00582
OG0000281	Syao.g_01377	Syak.g_00339
OG0000282	Syao.g_00967	Syak.g_00375
OG0000283	Syao.g_00640	Syak.g_00541
OG0000284	Syao.g_00634	Syak.g_00536
OG0000285	Syao.g_00706	Syak.g_00523
OG0000286	Syao.g_00675	Syak.g_00504
OG0000287	Syao.g_00825	Syak.g_00477
OG0000288	Syao.g_00446	Syak.g_00644
OG0000289	Syao.g_00461	Syak.g_00659
OG0000290	Syao.g_00428	Syak.g_00738
OG0000291	Syao.g_00333	Syak.g_00737
OG0000292	Syao.g_02196	Syak.g_01802
OG0000293	Syao.g_00136	Syak.g_00910
OG0000294	Syao.g_00135	Syak.g_00909
OG0000295	Syao.g_00186	Syak.g_00863
OG0000296	Syao.g_00184	Syak.g_00861
OG0000297	Syao.g_00171	Syak.g_00848
OG0000298	Syao.g_00170	Syak.g_00847
OG0000299	Syao.g_00231	Syak.g_00820
OG0000300	Syao.g_00274	Syak.g_00813
OG0000301	Syao.g_00272, Syao.g_00273	Syak.g_00812
OG0000302	Syao.g_00271	Syak.g_00811
OG0000303	Syao.g_00262	Syak.g_00674
OG0000304	Syao.g_00256	Syak.g_00680
OG0000305	Syao.g_00388	Syak.g_00732
OG0000306	Syao.g_01216	Syak.g_00094
OG0000307	Syao.g_00045	Syak.g_02556
OG0000308	Syao.g_00047	Syak.g_02554
OG0000309	Syao.g_02705	Syak.g_02549
OG0000310	Syao.g_01530	Syak.g_00994
OG0000311	Syao.g_01533	Syak.g_00999
OG0000312	Syao.g_01538	Syak.g_01028
OG0000313	Syao.g_01491	Syak.g_01046
OG0000314	Syao.g_00078	Syak.g_01079
OG0000315	Syao.g_00088	Syak.g_01090
OG0000316	Syao.g_01602	Syak.g_02462
OG0000317	Syao.g_01560	Syak.g_02419
OG0000318	Syao.g_01553	Syak.g_02415
OG0000319	Syao.g_01678	Syak.g_02399
OG0000320	Syao.g_01676	Syak.g_02397
OG0000321	Syao.g_01675	Syak.g_02396
OG0000322	Syao.g_01674	Syak.g_02395
OG0000323	Syao.g_01661	Syak.g_02380
OG0000324	Syao.g_01630	Syak.g_02347
OG0000325	Syao.g_01936	Syak.g_01391
OG0000326	Syao.g_01918	Syak.g_01384
OG0000327	Syao.g_01795	Syak.g_01350
OG0000328	Syao.g_01794	Syak.g_01349
OG0000329	Syao.g_01776	Syak.g_01331
OG0000330	Syao.g_01775	Syak.g_01330
OG0000331	Syao.g_01774	Syak.g_01329
OG0000332	Syao.g_01813	Syak.g_01314
OG0000333	Syao.g_01810	Syak.g_01311
OG0000334	Syao.g_01836	Syak.g_01302
OG0000335	Syao.g_01831	Syak.g_01298
OG0000336	Syao.g_01827	Syak.g_01294
OG0000337	Syao.g_01968	Syak.g_01555
OG0000338	Syao.g_01962	Syak.g_01558
OG0000339	Syao.g_02259	Syak.g_01566
OG0000340	Syao.g_02129	Syak.g_01626
OG0000341	Syao.g_02131	Syak.g_01628
OG0000342	Syao.g_02132	Syak.g_01629
OG0000343	Syao.g_02133	Syak.g_01631
OG0000344	Syao.g_02137	Syak.g_01635
OG0000345	Syao.g_01953	Syak.g_01645
OG0000346	Syao.g_01948	Syak.g_01651
OG0000347	Syao.g_02178	Syak.g_01694
OG0000348	Syao.g_02166	Syak.g_01717
OG0000349	Syao.g_02219	Syak.g_01740
OG0000350	Syao.g_01925	Syak.g_01377
OG0000351	Syao.g_02331	Syak.g_01823
OG0000352	Syao.g_02332	Syak.g_01822
OG0000353	Syao.g_02160	Syak.g_01796
OG0000354	Syao.g_00154, Syao.g_00155	Syak.g_02618
OG0000354	Syao.g_02252	Syak.g_01775
OG0000355	Syao.g_02162	Syak.g_01793
OG0000356	Syao.g_02163	Syak.g_01792
OG0000357	Syao.g_02164	Syak.g_01791
OG0000358	Syao.g_02154	Syak.g_01787
OG0000359	Syao.g_02152	Syak.g_01785
OG0000360	Syao.g_02151	Syak.g_01784
OG0000361	Syao.g_02150	Syak.g_01783
OG0000362	Syao.g_01954	Syak.g_01781
OG0000363	Syao.g_02255	Syak.g_01779
OG0000364	Syao.g_01558	Syak.g_01778
OG0000365	Syao.g_02246	Syak.g_01769
OG0000366	Syao.g_02245	Syak.g_01768
OG0000367	Syao.g_02244	Syak.g_01767
OG0000368	Syao.g_02242	Syak.g_01765
OG0000369	Syao.g_02241	Syak.g_01764
OG0000370	Syao.g_02240	Syak.g_01763
OG0000371	Syao.g_02231	Syak.g_01753
OG0000372	Syao.g_02226	Syak.g_01748
OG0000373	Syao.g_02225	Syak.g_01747
OG0000374	Syao.g_02224	Syak.g_01746
OG0000375	Syao.g_02223	Syak.g_01744
OG0000376	Syao.g_02221	Syak.g_01742
OG0000377	Syao.g_02429	Syak.g_01948
OG0000378	Syao.g_02414	Syak.g_01968
OG0000379	Syao.g_02409	Syak.g_01972
OG0000380	Syao.g_02616	Syak.g_02256
OG0000381	Syao.g_02618	Syak.g_02254
OG0000382	Syao.g_02636	Syak.g_02236
OG0000383	Syao.g_02643	Syak.g_02229
OG0000384	Syao.g_02644	Syak.g_02228
OG0000385	Syao.g_02645	Syak.g_02227
OG0000386	Syao.g_02646	Syak.g_02226
OG0000387	Syao.g_01019	Syak.g_02200
OG0000388	Syao.g_02596	Syak.g_02196
OG0000389	Syao.g_02599	Syak.g_02193, Syak.g_02345
OG0000390	Syao.g_02567	Syak.g_02177
OG0000391	Syao.g_02572	Syak.g_02172
OG0000392	Syao.g_02578	Syak.g_02166
OG0000393	Syao.g_02581	Syak.g_02163
OG0000394	Syao.g_02582	Syak.g_02162
OG0000395	Syao.g_02583	Syak.g_02161
OG0000396	Syao.g_02586	Syak.g_02158
OG0000397	Syao.g_02542	Syak.g_02156
OG0000398	Syao.g_02547	Syak.g_02151
OG0000399	Syao.g_02548	Syak.g_02150
OG0000400	Syao.g_02549	Syak.g_02149
OG0000401	Syao.g_02550	Syak.g_02148
OG0000402	Syao.g_02552	Syak.g_02146
OG0000403	Syao.g_02553	Syak.g_02145
OG0000404	Syao.g_02554	Syak.g_02143
OG0000405	Syao.g_02478	Syak.g_02131
OG0000406	Syao.g_02482	Syak.g_02126
OG0000407	Syao.g_02483	Syak.g_02125
OG0000408	Syao.g_02485	Syak.g_02123
OG0000409	Syao.g_02487	Syak.g_02121
OG0000410	Syao.g_02488	Syak.g_02120
OG0000411	Syao.g_02489	Syak.g_02119
OG0000412	Syao.g_02490	Syak.g_02118
OG0000413	Syao.g_02492	Syak.g_02116
OG0000415	Syao.g_02494	Syak.g_02114
OG0000416	Syao.g_02495	Syak.g_02113
OG0000417	Syao.g_02497	Syak.g_02112
OG0000418	Syao.g_02502	Syak.g_02107
OG0000419	Syao.g_02504	Syak.g_02105
OG0000420	Syao.g_02506	Syak.g_02103
OG0000421	Syao.g_02510	Syak.g_02097
OG0000422	Syao.g_02511	Syak.g_02096
OG0000423	Syao.g_02512	Syak.g_02095
OG0000424	Syao.g_02513	Syak.g_02094
OG0000425	Syao.g_02514	Syak.g_02093
OG0000426	Syao.g_02515	Syak.g_02092
OG0000427	Syao.g_02516	Syak.g_02091
OG0000428	Syao.g_02519	Syak.g_02088
OG0000429	Syao.g_02522	Syak.g_02086
OG0000430	Syao.g_02523	Syak.g_02084
OG0000431	Syao.g_02526	Syak.g_02081
OG0000432	Syao.g_02532	Syak.g_02075
OG0000433	Syao.g_02534	Syak.g_02073
OG0000434	Syao.g_02535	Syak.g_02072
OG0000435	Syao.g_02538	Syak.g_02071
OG0000436	Syao.g_02458	Syak.g_02064
OG0000437	Syao.g_02459	Syak.g_02063
OG0000438	Syao.g_02460	Syak.g_02062
OG0000439	Syao.g_02462	Syak.g_02060
OG0000440	Syao.g_02463	Syak.g_02059
OG0000441	Syao.g_02466	Syak.g_02053
OG0000442	Syao.g_02467	Syak.g_02043
OG0000443	Syao.g_02468	Syak.g_02041
OG0000444	Syao.g_02473	Syak.g_02022
OG0000445	Syao.g_02474	Syak.g_02015
OG0000446	Syao.g_02476	Syak.g_02013
OG0000447	Syao.g_02383	Syak.g_02006
OG0000448	Syao.g_02384	Syak.g_02005
OG0000449	Syao.g_02385	Syak.g_02004
OG0000450	Syao.g_02391	Syak.g_01998
OG0000451	Syao.g_02392	Syak.g_01997
OG0000452	Syao.g_02396	Syak.g_01993
OG0000453	Syao.g_02397	Syak.g_01992
OG0000454	Syao.g_02398	Syak.g_01991
OG0000455	Syao.g_02399	Syak.g_01990
OG0000456	Syao.g_02400	Syak.g_01989
OG0000457	Syao.g_02402	Syak.g_01987
OG0000458	Syao.g_02403	Syak.g_01986
OG0000459	Syao.g_02404	Syak.g_01985
OG0000460	Syao.g_01702	Syak.g_02303
OG0000461	Syao.g_02119	Syak.g_01402
OG0000462	Syao.g_02116	Syak.g_01405
OG0000463	Syao.g_02115	Syak.g_01406
OG0000464	Syao.g_02114	Syak.g_01407
OG0000465	Syao.g_02112	Syak.g_01409
OG0000466	Syao.g_02107	Syak.g_01414
OG0000467	Syao.g_02106	Syak.g_01416
OG0000468	Syao.g_02102	Syak.g_01421
OG0000469	Syao.g_02087	Syak.g_01436
OG0000470	Syao.g_02085	Syak.g_01438
OG0000471	Syao.g_02084	Syak.g_01439
OG0000472	Syao.g_02082	Syak.g_01441
OG0000473	Syao.g_02080	Syak.g_01443
OG0000474	Syao.g_02079	Syak.g_01444
OG0000475	Syao.g_02078	Syak.g_01445
OG0000476	Syao.g_02076	Syak.g_01447
OG0000477	Syao.g_02069	Syak.g_01453
OG0000478	Syao.g_02068	Syak.g_01454
OG0000479	Syao.g_02067	Syak.g_01455
OG0000480	Syao.g_02060	Syak.g_01462
OG0000481	Syao.g_01012	Syak.g_01464
OG0000482	Syao.g_02058	Syak.g_01465
OG0000483	Syao.g_02054	Syak.g_01469
OG0000484	Syao.g_02053	Syak.g_01470
OG0000485	Syao.g_02052	Syak.g_01472
OG0000486	Syao.g_02051	Syak.g_01473
OG0000487	Syao.g_02044	Syak.g_01479
OG0000488	Syao.g_02040	Syak.g_01483
OG0000489	Syao.g_02033	Syak.g_01499
OG0000490	Syao.g_02025	Syak.g_01507
OG0000491	Syao.g_02024	Syak.g_01511
OG0000492	Syao.g_02022	Syak.g_01513
OG0000493	Syao.g_02021	Syak.g_01514
OG0000494	Syao.g_02020	Syak.g_01515
OG0000495	Syao.g_02018	Syak.g_01516
OG0000496	Syao.g_02017	Syak.g_01517
OG0000497	Syao.g_02016	Syak.g_01518
OG0000498	Syao.g_02015	Syak.g_01519
OG0000499	Syao.g_02014	Syak.g_01520
OG0000500	Syao.g_02013	Syak.g_01521
OG0000501	Syao.g_02010	Syak.g_01524
OG0000502	Syao.g_01974	Syak.g_01538
OG0000503	Syao.g_01877	Syak.g_01246
OG0000504	Syao.g_01875	Syak.g_01244
OG0000505	Syao.g_01874	Syak.g_01243
OG0000506	Syao.g_01872	Syak.g_01241
OG0000507	Syao.g_01866	Syak.g_01235
OG0000508	Syao.g_01750	Syak.g_01231
OG0000509	Syao.g_01755	Syak.g_01229
OG0000510	Syao.g_01756	Syak.g_01228
OG0000511	Syao.g_01757	Syak.g_01227
OG0000512	Syao.g_01759	Syak.g_01225
OG0000513	Syao.g_01720	Syak.g_01211
OG0000514	Syao.g_01727	Syak.g_01204
OG0000515	Syao.g_01728	Syak.g_01203
OG0000516	Syao.g_01730	Syak.g_01199
OG0000517	Syao.g_01735	Syak.g_01192
OG0000518	Syao.g_01621	Syak.g_01180
OG0000519	Syao.g_01622	Syak.g_01179
OG0000520	Syao.g_01512	Syak.g_01178
OG0000521	Syao.g_00061	Syak.g_01167
OG0000522	Syao.g_00059	Syak.g_01163
OG0000523	Syao.g_00058	Syak.g_01162
OG0000524	Syao.g_02699	Syak.g_01149
OG0000525	Syao.g_02691	Syak.g_01130
OG0000526	Syao.g_02688	Syak.g_01127
OG0000527	Syao.g_02684	Syak.g_01120
OG0000528	Syao.g_00031	Syak.g_02570
OG0000529	Syao.g_00027	Syak.g_02575
OG0000530	Syao.g_00122	Syak.g_02578
OG0000531	Syao.g_00121	Syak.g_02579
OG0000532	Syao.g_00118	Syak.g_02582
OG0000533	Syao.g_00116	Syak.g_02584
OG0000534	Syao.g_00115	Syak.g_02585
OG0000535	Syao.g_00114	Syak.g_02586
OG0000536	Syao.g_00113	Syak.g_02587
OG0000537	Syao.g_00112	Syak.g_02588
OG0000538	Syao.g_00100	Syak.g_02600
OG0000539	Syao.g_00099	Syak.g_02601
OG0000540	Syao.g_00098	Syak.g_02602
OG0000541	Syao.g_00097	Syak.g_02603
OG0000542	Syao.g_00167	Syak.g_02606
OG0000543	Syao.g_00165	Syak.g_02608
OG0000544	Syao.g_00164	Syak.g_02609
OG0000545	Syao.g_00162	Syak.g_02611
OG0000546	Syao.g_00160	Syak.g_02613
OG0000547	Syao.g_00158	Syak.g_02615
OG0000548	Syao.g_00157	Syak.g_02616
OG0000549	Syao.g_01391	Syak.g_02622
OG0000550	Syao.g_01396	Syak.g_02626
OG0000551	Syao.g_01401	Syak.g_02631
OG0000552	Syao.g_01402	Syak.g_02632
OG0000553	Syao.g_01404	Syak.g_02636
OG0000554	Syao.g_01413	Syak.g_02641
OG0000555	Syao.g_00875	Syak.g_02657
OG0000556	Syao.g_00871	Syak.g_02661
OG0000557	Syao.g_00866	Syak.g_02663
OG0000558	Syao.g_00864	Syak.g_02666
OG0000559	Syao.g_00860	Syak.g_02670
OG0000560	Syao.g_00857	Syak.g_02672
OG0000561	Syao.g_00856	Syak.g_02673
OG0000562	Syao.g_00855	Syak.g_02674
OG0000563	Syao.g_00854	Syak.g_02675
OG0000564	Syao.g_00853	Syak.g_02676
OG0000565	Syao.g_00849	Syak.g_02679
OG0000566	Syao.g_00845	Syak.g_02683
OG0000567	Syao.g_00841	Syak.g_02687
OG0000568	Syao.g_00839	Syak.g_02690
OG0000569	Syao.g_00838	Syak.g_02691
OG0000570	Syao.g_00837	Syak.g_02692
OG0000571	Syao.g_00834	Syak.g_02696
OG0000572	Syao.g_01033	Syak.g_02713
OG0000573	Syao.g_01022	Syak.g_02723
OG0000574	Syao.g_01021	Syak.g_02724
OG0000575	Syao.g_01000	Syak.g_02729
OG0000576	Syao.g_00996	Syak.g_02731
OG0000577	Syao.g_00995	Syak.g_02732
OG0000578	Syao.g_00994	Syak.g_02733
OG0000579	Syao.g_00993	Syak.g_02734
OG0000580	Syao.g_00992	Syak.g_02735
OG0000581	Syao.g_01059	Syak.g_02742
OG0000582	Syao.g_01204	Syak.g_02748
