Orthogroup	Syao	Syas
OG0000514	Syao.g_01727	Syas.g_01504
OG0000515	Syao.g_01728	Syas.g_01503
OG0000516	Syao.g_01730	Syas.g_01501
OG0000517	Syao.g_01735	Syas.g_01498
OG0000518	Syao.g_01621	Syas.g_00360, Syas.g_02746
OG0000519	Syao.g_01622	Syas.g_02747
OG0000520	Syao.g_01512	Syas.g_02748
OG0000521	Syao.g_00061	Syas.g_01281
OG0000522	Syao.g_00059	Syas.g_01279
OG0000523	Syao.g_00058	Syas.g_01278
OG0000524	Syao.g_02699	Syas.g_01354
OG0000525	Syao.g_02691	Syas.g_01342
OG0000526	Syao.g_02688	Syas.g_01340
OG0000527	Syao.g_02684	Syas.g_01335
OG0000528	Syao.g_00031	Syas.g_01256
OG0000529	Syao.g_00027	Syas.g_01252
OG0000530	Syao.g_00122	Syas.g_01249
OG0000531	Syao.g_00121	Syas.g_01248
OG0000532	Syao.g_00118	Syas.g_01245
OG0000533	Syao.g_00116	Syas.g_01243
OG0000534	Syao.g_00115	Syas.g_01242
OG0000535	Syao.g_00114	Syas.g_01241
OG0000536	Syao.g_00113	Syas.g_01240
OG0000537	Syao.g_00112	Syas.g_01238
OG0000538	Syao.g_00100	Syas.g_01228
OG0000539	Syao.g_00099	Syas.g_01227
OG0000540	Syao.g_00098	Syas.g_01226
OG0000541	Syao.g_00097	Syas.g_01225
OG0000542	Syao.g_00167	Syas.g_01221
OG0000543	Syao.g_00165	Syas.g_01219
OG0000544	Syao.g_00164	Syas.g_01218
OG0000545	Syao.g_00162	Syas.g_01216
OG0000546	Syao.g_00160	Syas.g_01214
OG0000547	Syao.g_00158	Syas.g_01212
OG0000548	Syao.g_00157	Syas.g_01211
OG0000549	Syao.g_01391	Syas.g_00005
OG0000550	Syao.g_01396	Syas.g_00010
OG0000551	Syao.g_01401	Syas.g_00015
OG0000552	Syao.g_01402	Syas.g_00016
OG0000553	Syao.g_01404	Syas.g_00019
OG0000554	Syao.g_01413	Syas.g_00063
OG0000555	Syao.g_00875	Syas.g_00775
OG0000556	Syao.g_00871	Syas.g_00781
OG0000557	Syao.g_00866	Syas.g_00783
OG0000558	Syao.g_00864	Syas.g_00785
OG0000559	Syao.g_00860	Syas.g_00789
OG0000560	Syao.g_00857	Syas.g_00792
OG0000561	Syao.g_00856	Syas.g_00793
OG0000562	Syao.g_00855	Syas.g_00794
OG0000563	Syao.g_00854	Syas.g_00795
OG0000564	Syao.g_00853	Syas.g_00796
OG0000565	Syao.g_00849	Syas.g_00800
OG0000566	Syao.g_00845	Syas.g_00804
OG0000567	Syao.g_00841	Syas.g_00808
OG0000568	Syao.g_00839	Syas.g_00810
OG0000569	Syao.g_00838	Syas.g_00811
OG0000570	Syao.g_00837	Syas.g_00812
OG0000571	Syao.g_00834	Syas.g_00815
OG0000572	Syao.g_01033	Syas.g_00839
OG0000573	Syao.g_01022	Syas.g_00952
OG0000574	Syao.g_01021	Syas.g_00951
OG0000575	Syao.g_01000	Syas.g_00848
OG0000576	Syao.g_00996	Syas.g_00850
OG0000577	Syao.g_00995	Syas.g_00851
OG0000578	Syao.g_00994	Syas.g_00852
OG0000579	Syao.g_00993	Syas.g_00853
OG0000580	Syao.g_00992	Syas.g_00854
OG0000581	Syao.g_01059	Syas.g_00861
OG0000582	Syao.g_01204	Syas.g_00873
OG0000583	Syao.g_01205	Syas.g_00872
OG0000584	Syao.g_01206	Syas.g_00871
OG0000585	Syao.g_01054	Syas.g_00868
OG0000586	Syao.g_01055	Syas.g_00867
OG0000587	Syao.g_01057	Syas.g_00865
