Orthogroup	Syao	Prat
OG0000097	Syao.g_00973	Prat.g_01111
OG0000098	Syao.g_01374	Prat.g_01282
OG0000099	Syao.g_02019	Prat.g_01312
OG0000100	Syao.g_00787	Prat.g_01437
OG0000101	Syao.g_01840	Prat.g_01726
OG0000102	Syao.g_01945	Prat.g_01793
OG0000103	Syao.g_02340	Prat.g_01880
OG0000104	Syao.g_02157	Prat.g_01889
OG0000105	Syao.g_02071, Syao.g_02072	Prat.g_00281
OG0000106	Syao.g_01385	Prat.g_00637
OG0000107	Syao.g_01935	Prat.g_01656
OG0000108	Syao.g_00028	Prat.g_00440
OG0000109	Syao.g_00110	Prat.g_00455
OG0000110	Syao.g_01051	Prat.g_00539
OG0000111	Syao.g_00378	Prat.g_00776
OG0000112	Syao.g_00683, Syao.g_00303	Prat.g_00888
OG0000113	Syao.g_00782	Prat.g_01014
OG0000114	Syao.g_00965	Prat.g_00716
OG0000115	Syao.g_01464, Syao.g_00065	Prat.g_01373
OG0000116	Syao.g_00137	Prat.g_01166
OG0000117	Syao.g_00169	Prat.g_01129
OG0000118	Syao.g_01475	Prat.g_01261
OG0000120	Syao.g_02009	Prat.g_00344
OG0000121	Syao.g_01489	Prat.g_01355
OG0000122	Syao.g_01247	Prat.g_00781, Prat.g_01398
OG0000123	Syao.g_01832	Prat.g_01733
OG0000124	Syao.g_02179	Prat.g_01805
OG0000125	Syao.g_02444	Prat.g_01841
OG0000126	Syao.g_02198	Prat.g_01888
OG0000128	Syao.g_02149	Prat.g_00012, Prat.g_00011
OG0000129	Syao.g_02434	Prat.g_00047
OG0000130	Syao.g_02617	Prat.g_00066
OG0000131	Syao.g_02480	Prat.g_00144
OG0000132	Syao.g_02501	Prat.g_00164
OG0000133	Syao.g_00678	Prat.g_00329
OG0000134	Syao.g_01719	Prat.g_00372
OG0000135	Syao.g_00147	Prat.g_01477
OG0000136	Syao.g_01614, Syao.g_01613	Prat.g_00401
OG0000137	Syao.g_02682	Prat.g_00434
OG0000138	Syao.g_00108	Prat.g_00456
OG0000139	Syao.g_01418, Syao.g_02005	Prat.g_00499
OG0000140	Syao.g_01373, Syao.g_01372	Prat.g_00500
OG0000141	Syao.g_01202	Prat.g_00570
OG0000142	Syao.g_00894	Prat.g_01090
OG0000143	Syao.g_00898	Prat.g_01086
OG0000145	Syao.g_00102	Prat.g_01472
OG0000146	Syao.g_00684, Syao.g_00304	Prat.g_00887
OG0000147	Syao.g_00305, Syao.g_00685	Prat.g_00886
OG0000148	Syao.g_00776	Prat.g_01020
OG0000149	Syao.g_00534	Prat.g_00991
OG0000150	Syao.g_01203	Prat.g_00981
OG0000151	Syao.g_00975	Prat.g_00726
OG0000152	Syao.g_00674	Prat.g_00896
OG0000153	Syao.g_00818, Syao.g_01176	Prat.g_00915
OG0000154	Syao.g_00447	Prat.g_00934
OG0000155	Syao.g_00178	Prat.g_01135
OG0000156	Syao.g_00151	Prat.g_01238
OG0000157	Syao.g_00152	Prat.g_01239
OG0000158	Syao.g_01141, Syao.g_02267	Prat.g_01769
OG0000160	Syao.g_01488	Prat.g_01354
OG0000161	Syao.g_01494	Prat.g_01360
OG0000162	Syao.g_01515	Prat.g_01366
OG0000163	Syao.g_01745	Prat.g_01409
OG0000164	Syao.g_01663	Prat.g_01615
OG0000165	Syao.g_01655	Prat.g_01623
OG0000166	Syao.g_01790	Prat.g_01690
OG0000167	Syao.g_01960	Prat.g_01759
OG0000168	Syao.g_02128	Prat.g_01770
OG0000169	Syao.g_02139	Prat.g_01781
OG0000170	Syao.g_02148	Prat.g_01784
OG0000171	Syao.g_02181	Prat.g_01804
OG0000172	Syao.g_02170	Prat.g_01811
OG0000173	Syao.g_02212	Prat.g_01826
OG0000174	Syao.g_02364, Syao.g_02355	Prat.g_01858
OG0000175	Syao.g_02327, Syao.g_00308	Prat.g_01870
OG0000176	Syao.g_02165	Prat.g_00004
OG0000177	Syao.g_02156	Prat.g_00005
OG0000178	Syao.g_02155	Prat.g_00006
OG0000179	Syao.g_02250	Prat.g_00017
OG0000180	Syao.g_02249	Prat.g_00018
OG0000181	Syao.g_02248	Prat.g_00019
OG0000182	Syao.g_02247	Prat.g_00020
OG0000183	Syao.g_02243	Prat.g_00024
OG0000184	Syao.g_02423	Prat.g_00051
OG0000185	Syao.g_02410	Prat.g_00054
OG0000186	Syao.g_02613	Prat.g_00060
OG0000187	Syao.g_02615	Prat.g_00061
OG0000188	Syao.g_02637	Prat.g_00080
OG0000189	Syao.g_02672	Prat.g_00093
OG0000190	Syao.g_01015	Prat.g_00094
OG0000191	Syao.g_02573	Prat.g_00116
OG0000192	Syao.g_02579	Prat.g_00121
OG0000193	Syao.g_02481	Prat.g_00145
OG0000194	Syao.g_02484	Prat.g_00148
OG0000195	Syao.g_02486	Prat.g_00150
OG0000196	Syao.g_02498	Prat.g_00161
OG0000197	Syao.g_02499	Prat.g_00162
OG0000198	Syao.g_02500	Prat.g_00163
OG0000199	Syao.g_02508	Prat.g_00171
OG0000200	Syao.g_02524	Prat.g_00185
OG0000201	Syao.g_02540	Prat.g_00194
OG0000202	Syao.g_02454	Prat.g_00195
OG0000203	Syao.g_02455	Prat.g_00196
OG0000204	Syao.g_02456	Prat.g_00197
OG0000205	Syao.g_02464	Prat.g_00204
OG0000206	Syao.g_02469	Prat.g_00209
OG0000207	Syao.g_02471	Prat.g_00211
OG0000208	Syao.g_02472	Prat.g_00212
OG0000209	Syao.g_02394	Prat.g_00221
OG0000210	Syao.g_02395	Prat.g_00222
OG0000211	Syao.g_01700	Prat.g_00238
OG0000212	Syao.g_01710	Prat.g_00246
OG0000213	Syao.g_02098	Prat.g_00264
OG0000214	Syao.g_02081	Prat.g_00274
OG0000215	Syao.g_02050	Prat.g_00300
OG0000216	Syao.g_02045	Prat.g_00302
OG0000217	Syao.g_02041	Prat.g_00305
OG0000218	Syao.g_02039	Prat.g_00307
OG0000219	Syao.g_02038	Prat.g_00308
OG0000220	Syao.g_02037	Prat.g_00309
OG0000221	Syao.g_02034	Prat.g_00310
OG0000222	Syao.g_02023	Prat.g_00317
OG0000223	Syao.g_00291	Prat.g_00330
OG0000224	Syao.g_01973	Prat.g_00332
OG0000225	Syao.g_01751	Prat.g_00360
OG0000226	Syao.g_01758	Prat.g_00364
OG0000227	Syao.g_01760	Prat.g_00366
OG0000228	Syao.g_01715	Prat.g_00369
OG0000229	Syao.g_01736	Prat.g_00396
OG0000230	Syao.g_01738	Prat.g_00398
OG0000231	Syao.g_01513	Prat.g_00411
OG0000232	Syao.g_00057	Prat.g_00419
OG0000233	Syao.g_02698	Prat.g_00426
OG0000234	Syao.g_02680	Prat.g_00435
OG0000235	Syao.g_00029	Prat.g_00439
OG0000236	Syao.g_00111	Prat.g_00454
OG0000237	Syao.g_00166	Prat.g_00469
OG0000238	Syao.g_00161	Prat.g_00475
OG0000239	Syao.g_01398	Prat.g_00487
OG0000240	Syao.g_01399	Prat.g_00488
OG0000241	Syao.g_00887	Prat.g_00492
OG0000242	Syao.g_01410	Prat.g_00494
OG0000243	Syao.g_00873	Prat.g_00504
OG0000244	Syao.g_00865	Prat.g_00507
OG0000245	Syao.g_00863	Prat.g_00509
OG0000246	Syao.g_00859	Prat.g_00514, Prat.g_00513
OG0000247	Syao.g_00847	Prat.g_00525
OG0000248	Syao.g_00844	Prat.g_00528
OG0000249	Syao.g_00842	Prat.g_00530
OG0000250	Syao.g_00835	Prat.g_00536
OG0000251	Syao.g_01026	Prat.g_00553
OG0000252	Syao.g_01020	Prat.g_00556
OG0000253	Syao.g_01003	Prat.g_00557
OG0000254	Syao.g_01053	Prat.g_00574
OG0000255	Syao.g_01009	Prat.g_00581
OG0000256	Syao.g_01328	Prat.g_00591
OG0000257	Syao.g_00884	Prat.g_01097
OG0000258	Syao.g_00907	Prat.g_01081
OG0000259	Syao.g_00933, Syao.g_00932	Prat.g_01064
OG0000260	Syao.g_00936	Prat.g_01061
OG0000261	Syao.g_00941	Prat.g_01058
OG0000262	Syao.g_00946	Prat.g_01054
OG0000263	Syao.g_00247	Prat.g_00754
OG0000264	Syao.g_00699	Prat.g_00765
OG0000265	Syao.g_00049	Prat.g_00788
OG0000266	Syao.g_00480	Prat.g_00801
OG0000267	Syao.g_00589	Prat.g_00814
OG0000268	Syao.g_00588	Prat.g_00815
OG0000269	Syao.g_00751	Prat.g_01042
OG0000270	Syao.g_00754	Prat.g_01039
OG0000271	Syao.g_00762	Prat.g_01031
OG0000272	Syao.g_00763	Prat.g_01030
OG0000273	Syao.g_00791	Prat.g_01007
OG0000274	Syao.g_00792	Prat.g_01006
OG0000275	Syao.g_00438	Prat.g_01004
OG0000276	Syao.g_00558	Prat.g_00999
OG0000277	Syao.g_00557	Prat.g_00998
OG0000278	Syao.g_00554	Prat.g_00995
OG0000279	Syao.g_00529	Prat.g_00988
OG0000280	Syao.g_00608	Prat.g_00987
OG0000281	Syao.g_01377	Prat.g_00980
OG0000282	Syao.g_00967	Prat.g_00718
OG0000283	Syao.g_00640	Prat.g_00868
OG0000284	Syao.g_00634	Prat.g_00873
OG0000285	Syao.g_00706	Prat.g_00879
OG0000286	Syao.g_00675	Prat.g_00895
OG0000287	Syao.g_00825	Prat.g_00912
OG0000288	Syao.g_00446	Prat.g_00933
OG0000289	Syao.g_00461	Prat.g_00948
OG0000290	Syao.g_00428	Prat.g_00962
OG0000291	Syao.g_00333	Prat.g_00964
OG0000292	Syao.g_02196	Prat.g_01208
OG0000293	Syao.g_00136	Prat.g_01165
OG0000294	Syao.g_00135	Prat.g_01164
OG0000295	Syao.g_00186	Prat.g_01142
OG0000296	Syao.g_00184	Prat.g_01140
OG0000297	Syao.g_00171	Prat.g_01131
OG0000298	Syao.g_00170	Prat.g_01130
OG0000299	Syao.g_00231	Prat.g_01112
OG0000300	Syao.g_00274	Prat.g_01108
OG0000301	Syao.g_00272, Syao.g_00273	Prat.g_01107
OG0000302	Syao.g_00271	Prat.g_01105
OG0000303	Syao.g_00262	Prat.g_01099
OG0000304	Syao.g_00256	Prat.g_00595
OG0000305	Syao.g_00388	Prat.g_01200
OG0000306	Syao.g_01216	Prat.g_00976
OG0000307	Syao.g_00045	Prat.g_01300
OG0000308	Syao.g_00047	Prat.g_01301
OG0000309	Syao.g_02705	Prat.g_01305
OG0000310	Syao.g_01530	Prat.g_01336
OG0000311	Syao.g_01533	Prat.g_01338
OG0000312	Syao.g_01538	Prat.g_01341
OG0000313	Syao.g_01491	Prat.g_01357
OG0000314	Syao.g_00078	Prat.g_01382
OG0000315	Syao.g_00088	Prat.g_01392
OG0000316	Syao.g_01602	Prat.g_01420
OG0000317	Syao.g_01560	Prat.g_01589
OG0000318	Syao.g_01553	Prat.g_01593
OG0000319	Syao.g_01678	Prat.g_01605
OG0000320	Syao.g_01676	Prat.g_01607
OG0000321	Syao.g_01675	Prat.g_01608
OG0000322	Syao.g_01674	Prat.g_01609
OG0000323	Syao.g_01661	Prat.g_01618
OG0000324	Syao.g_01630	Prat.g_01647
OG0000325	Syao.g_01936	Prat.g_01657
OG0000326	Syao.g_01918	Prat.g_01664
OG0000327	Syao.g_01795	Prat.g_01685
OG0000328	Syao.g_01794	Prat.g_01686
OG0000329	Syao.g_01776	Prat.g_01703
OG0000330	Syao.g_01775	Prat.g_01704
OG0000331	Syao.g_01774	Prat.g_01705
OG0000332	Syao.g_01813	Prat.g_01718
OG0000333	Syao.g_01810	Prat.g_01720
OG0000334	Syao.g_01836	Prat.g_01729
OG0000335	Syao.g_01831	Prat.g_01734
OG0000336	Syao.g_01827	Prat.g_01738
OG0000337	Syao.g_01968	Prat.g_01756
OG0000338	Syao.g_01962	Prat.g_01757
OG0000339	Syao.g_02259	Prat.g_01762
OG0000340	Syao.g_02129	Prat.g_01771
OG0000341	Syao.g_02131	Prat.g_01773
OG0000342	Syao.g_02132	Prat.g_01775
OG0000343	Syao.g_02133	Prat.g_01776
OG0000344	Syao.g_02137	Prat.g_01779
OG0000345	Syao.g_01953	Prat.g_01785
OG0000346	Syao.g_01948	Prat.g_01789
OG0000347	Syao.g_02178	Prat.g_01806
OG0000348	Syao.g_02166	Prat.g_01814
OG0000349	Syao.g_02219	Prat.g_01832
OG0000350	Syao.g_01925	Prat.g_01853
OG0000351	Syao.g_02331	Prat.g_01873
OG0000352	Syao.g_02332	Prat.g_01874
OG0000353	Syao.g_02160	Prat.g_01892
OG0000354	Syao.g_00154, Syao.g_00155, Syao.g_02252	Prat.g_00845
OG0000355	Syao.g_02162	Prat.g_00001
OG0000356	Syao.g_02163	Prat.g_00002
OG0000357	Syao.g_02164	Prat.g_00003
OG0000358	Syao.g_02154	Prat.g_00007
OG0000359	Syao.g_02152	Prat.g_00008
OG0000360	Syao.g_02151	Prat.g_00009
OG0000361	Syao.g_02150	Prat.g_00010
OG0000362	Syao.g_01954	Prat.g_00013
OG0000363	Syao.g_02255	Prat.g_00015
OG0000364	Syao.g_01558	Prat.g_00016
OG0000365	Syao.g_02246	Prat.g_00021
OG0000366	Syao.g_02245	Prat.g_00022
OG0000367	Syao.g_02244	Prat.g_00023
OG0000368	Syao.g_02242	Prat.g_00025
OG0000369	Syao.g_02241	Prat.g_00026
OG0000370	Syao.g_02240	Prat.g_00027
OG0000371	Syao.g_02231	Prat.g_00034
OG0000372	Syao.g_02226	Prat.g_00036
OG0000373	Syao.g_02225	Prat.g_00037
OG0000374	Syao.g_02224	Prat.g_00038
OG0000375	Syao.g_02223	Prat.g_00042
OG0000376	Syao.g_02221	Prat.g_00044
OG0000377	Syao.g_02429	Prat.g_00048
OG0000378	Syao.g_02414	Prat.g_00052
OG0000379	Syao.g_02409	Prat.g_00055
OG0000380	Syao.g_02616	Prat.g_00062
OG0000381	Syao.g_02618	Prat.g_00067
OG0000382	Syao.g_02636	Prat.g_00079
OG0000383	Syao.g_02643	Prat.g_00081
OG0000384	Syao.g_02644	Prat.g_00082
OG0000385	Syao.g_02645	Prat.g_00083
OG0000386	Syao.g_02646	Prat.g_00084
OG0000387	Syao.g_01019	Prat.g_00096
OG0000388	Syao.g_02596	Prat.g_00100
OG0000389	Syao.g_02599	Prat.g_00103
OG0000390	Syao.g_02567	Prat.g_00112
OG0000391	Syao.g_02572	Prat.g_00115
OG0000392	Syao.g_02578	Prat.g_00118
OG0000393	Syao.g_02581	Prat.g_00122
OG0000394	Syao.g_02582	Prat.g_00123
OG0000395	Syao.g_02583	Prat.g_00124
OG0000396	Syao.g_02586	Prat.g_00126
OG0000397	Syao.g_02542	Prat.g_00128
OG0000398	Syao.g_02547	Prat.g_00131
OG0000399	Syao.g_02548	Prat.g_00132
OG0000400	Syao.g_02549	Prat.g_00133
OG0000401	Syao.g_02550	Prat.g_00134
OG0000402	Syao.g_02552	Prat.g_00601
OG0000403	Syao.g_02553	Prat.g_00136
OG0000404	Syao.g_02554	Prat.g_00137
OG0000405	Syao.g_02478	Prat.g_00141
OG0000406	Syao.g_02482	Prat.g_00146
OG0000407	Syao.g_02483	Prat.g_00147
OG0000408	Syao.g_02485	Prat.g_00149
OG0000409	Syao.g_02487	Prat.g_00151
OG0000410	Syao.g_02488	Prat.g_00152
OG0000411	Syao.g_02489	Prat.g_00153
OG0000412	Syao.g_02490	Prat.g_00154
OG0000413	Syao.g_02492	Prat.g_00156
OG0000414	Syao.g_02493	Prat.g_00157
OG0000415	Syao.g_02494	Prat.g_00158
OG0000416	Syao.g_02495	Prat.g_00159
OG0000417	Syao.g_02497	Prat.g_00160
OG0000418	Syao.g_02502	Prat.g_00165
OG0000419	Syao.g_02504	Prat.g_00167
OG0000420	Syao.g_02506	Prat.g_00169
OG0000421	Syao.g_02510	Prat.g_00174
OG0000422	Syao.g_02511	Prat.g_00175
OG0000423	Syao.g_02512	Prat.g_00176
OG0000424	Syao.g_02513	Prat.g_00177
OG0000425	Syao.g_02514	Prat.g_00178
OG0000426	Syao.g_02515	Prat.g_00179
OG0000427	Syao.g_02516	Prat.g_00180
OG0000428	Syao.g_02519	Prat.g_00182
OG0000429	Syao.g_02522	Prat.g_00183
OG0000430	Syao.g_02523	Prat.g_00184
OG0000431	Syao.g_02526	Prat.g_00186
OG0000432	Syao.g_02532	Prat.g_00190
OG0000433	Syao.g_02534	Prat.g_00191
OG0000434	Syao.g_02535	Prat.g_00192
OG0000435	Syao.g_02538	Prat.g_00193
OG0000436	Syao.g_02458	Prat.g_00198
OG0000437	Syao.g_02459	Prat.g_00199
OG0000438	Syao.g_02460	Prat.g_00200
OG0000439	Syao.g_02462	Prat.g_00202
OG0000440	Syao.g_02463	Prat.g_00203
OG0000441	Syao.g_02466	Prat.g_00206
OG0000442	Syao.g_02467	Prat.g_00207
OG0000443	Syao.g_02468	Prat.g_00208
OG0000444	Syao.g_02473	Prat.g_00213
OG0000445	Syao.g_02474	Prat.g_00214
OG0000446	Syao.g_02476	Prat.g_00215
OG0000447	Syao.g_02383	Prat.g_00216
OG0000448	Syao.g_02384	Prat.g_00217
OG0000449	Syao.g_02385	Prat.g_00218
OG0000450	Syao.g_02391	Prat.g_00219
OG0000451	Syao.g_02392	Prat.g_00220
OG0000452	Syao.g_02396	Prat.g_00223
OG0000453	Syao.g_02397	Prat.g_00224
OG0000454	Syao.g_02398	Prat.g_00225
OG0000455	Syao.g_02399	Prat.g_00226
OG0000456	Syao.g_02400	Prat.g_00227
OG0000457	Syao.g_02402	Prat.g_00229
OG0000458	Syao.g_02403	Prat.g_00230
OG0000459	Syao.g_02404	Prat.g_00231
OG0000460	Syao.g_01702	Prat.g_00240
OG0000461	Syao.g_02119	Prat.g_00249
OG0000462	Syao.g_02116	Prat.g_00250
OG0000463	Syao.g_02115	Prat.g_00251
OG0000464	Syao.g_02114	Prat.g_00252
OG0000465	Syao.g_02112	Prat.g_00253
OG0000466	Syao.g_02107	Prat.g_00256
OG0000467	Syao.g_02106	Prat.g_00257
OG0000468	Syao.g_02102	Prat.g_00260
OG0000469	Syao.g_02087	Prat.g_00269
OG0000470	Syao.g_02085	Prat.g_00271
OG0000471	Syao.g_02084	Prat.g_00272
OG0000472	Syao.g_02082	Prat.g_00273
OG0000473	Syao.g_02080	Prat.g_00275
OG0000474	Syao.g_02079	Prat.g_00276
OG0000475	Syao.g_02078	Prat.g_00277
OG0000476	Syao.g_02076	Prat.g_00279
OG0000477	Syao.g_02069	Prat.g_00282
OG0000478	Syao.g_02068	Prat.g_00283
OG0000479	Syao.g_02067	Prat.g_00284
OG0000480	Syao.g_02060	Prat.g_00290
OG0000481	Syao.g_01012	Prat.g_00292
OG0000482	Syao.g_02058	Prat.g_00293
OG0000483	Syao.g_02054	Prat.g_00296
OG0000484	Syao.g_02053	Prat.g_00297
OG0000485	Syao.g_02052	Prat.g_00298
OG0000486	Syao.g_02051	Prat.g_00299
OG0000487	Syao.g_02044	Prat.g_00303
OG0000488	Syao.g_02040	Prat.g_00306
OG0000489	Syao.g_02033	Prat.g_00311
OG0000490	Syao.g_02025	Prat.g_00315
OG0000491	Syao.g_02024	Prat.g_00316
OG0000492	Syao.g_02022	Prat.g_00318
OG0000493	Syao.g_02021	Prat.g_00319
OG0000494	Syao.g_02020	Prat.g_00320
OG0000495	Syao.g_02018	Prat.g_00321
OG0000496	Syao.g_02017	Prat.g_00322
OG0000497	Syao.g_02016	Prat.g_00323
OG0000498	Syao.g_02015	Prat.g_00324
OG0000499	Syao.g_02014	Prat.g_00325
OG0000500	Syao.g_02013	Prat.g_00326
OG0000501	Syao.g_02010	Prat.g_00328
OG0000502	Syao.g_01974	Prat.g_00331
OG0000503	Syao.g_01877	Prat.g_00348
OG0000504	Syao.g_01875	Prat.g_00350
OG0000505	Syao.g_01874	Prat.g_00351
OG0000506	Syao.g_01872	Prat.g_00352
OG0000507	Syao.g_01866	Prat.g_00355
OG0000508	Syao.g_01750	Prat.g_00359
OG0000509	Syao.g_01755	Prat.g_00361
OG0000510	Syao.g_01756	Prat.g_00362
OG0000511	Syao.g_01757	Prat.g_00363
OG0000512	Syao.g_01759	Prat.g_00365
OG0000513	Syao.g_01720	Prat.g_00373
OG0000514	Syao.g_01727	Prat.g_00390
OG0000515	Syao.g_01728	Prat.g_00391
OG0000516	Syao.g_01730	Prat.g_00392
OG0000517	Syao.g_01735	Prat.g_00395
OG0000518	Syao.g_01621	Prat.g_00407
OG0000519	Syao.g_01622	Prat.g_00408
OG0000520	Syao.g_01512	Prat.g_00410
OG0000521	Syao.g_00061	Prat.g_00415
OG0000522	Syao.g_00059	Prat.g_00417
OG0000523	Syao.g_00058	Prat.g_00418
OG0000524	Syao.g_02699	Prat.g_00424
OG0000525	Syao.g_02691	Prat.g_00428
OG0000526	Syao.g_02688	Prat.g_00429
OG0000527	Syao.g_02684	Prat.g_00432
OG0000528	Syao.g_00031	Prat.g_00438
OG0000529	Syao.g_00027	Prat.g_00441
OG0000530	Syao.g_00122	Prat.g_00444
OG0000531	Syao.g_00121	Prat.g_00445
OG0000532	Syao.g_00118	Prat.g_00447
OG0000533	Syao.g_00116	Prat.g_00448
OG0000534	Syao.g_00115	Prat.g_00449
OG0000535	Syao.g_00114	Prat.g_00450
OG0000536	Syao.g_00113	Prat.g_00451
OG0000537	Syao.g_00112	Prat.g_00453
OG0000538	Syao.g_00100	Prat.g_00463
OG0000539	Syao.g_00099	Prat.g_00464
OG0000540	Syao.g_00098	Prat.g_00465
OG0000541	Syao.g_00097	Prat.g_00466
OG0000542	Syao.g_00167	Prat.g_00468
OG0000543	Syao.g_00165	Prat.g_00470
OG0000544	Syao.g_00164	Prat.g_00471
OG0000545	Syao.g_00162	Prat.g_00473
OG0000546	Syao.g_00160	Prat.g_00476
OG0000547	Syao.g_00158	Prat.g_00478
OG0000548	Syao.g_00157	Prat.g_00479
OG0000549	Syao.g_01391	Prat.g_00482
OG0000550	Syao.g_01396	Prat.g_00486
OG0000551	Syao.g_01401	Prat.g_00489
OG0000552	Syao.g_01402	Prat.g_00490
OG0000553	Syao.g_01404	Prat.g_00491
OG0000554	Syao.g_01413	Prat.g_00496
OG0000555	Syao.g_00875	Prat.g_00503
OG0000556	Syao.g_00871	Prat.g_00505
OG0000557	Syao.g_00866	Prat.g_00506
OG0000558	Syao.g_00864	Prat.g_00508
OG0000559	Syao.g_00860	Prat.g_00512
OG0000560	Syao.g_00857	Prat.g_00516
OG0000561	Syao.g_00856	Prat.g_00517
OG0000562	Syao.g_00855	Prat.g_00518
OG0000563	Syao.g_00854	Prat.g_00519
OG0000564	Syao.g_00853	Prat.g_00520
OG0000565	Syao.g_00849	Prat.g_00523
OG0000566	Syao.g_00845	Prat.g_00527
OG0000567	Syao.g_00841	Prat.g_00531
OG0000568	Syao.g_00839	Prat.g_00532
OG0000569	Syao.g_00838	Prat.g_00533
OG0000570	Syao.g_00837	Prat.g_00534
OG0000571	Syao.g_00834	Prat.g_00537
OG0000572	Syao.g_01033	Prat.g_00549
OG0000573	Syao.g_01022	Prat.g_00554
OG0000574	Syao.g_01021	Prat.g_00555
OG0000575	Syao.g_01000	Prat.g_00559
OG0000576	Syao.g_00996	Prat.g_00561
OG0000577	Syao.g_00995	Prat.g_00562
OG0000578	Syao.g_00994	Prat.g_00563
OG0000579	Syao.g_00993	Prat.g_00564
OG0000580	Syao.g_00992	Prat.g_00565
OG0000581	Syao.g_01059	Prat.g_00568
OG0000582	Syao.g_01204	Prat.g_00571
OG0000583	Syao.g_01205	Prat.g_00572
OG0000584	Syao.g_01206	Prat.g_00573
