Orthogroup	Syao	Prav
OG0000132	Syao.g_02501	Prav.g_00874
OG0000133	Syao.g_00678	Prav.g_01968
OG0000134	Syao.g_01719	Prav.g_00976
OG0000135	Syao.g_00147	Prav.g_00999
OG0000136	Syao.g_01614, Syao.g_01613	Prav.g_01040
OG0000137	Syao.g_02682	Prav.g_01073
OG0000138	Syao.g_00108	Prav.g_01093
OG0000139	Syao.g_01418, Syao.g_02005	Prav.g_01135
OG0000140	Syao.g_01373, Syao.g_01372	Prav.g_01136
OG0000141	Syao.g_01202	Prav.g_01203
OG0000142	Syao.g_00894	Prav.g_01233
OG0000143	Syao.g_00898	Prav.g_01237
OG0000145	Syao.g_00102	Prav.g_00362
OG0000146	Syao.g_00684, Syao.g_00304	Prav.g_00365
OG0000147	Syao.g_00305, Syao.g_00685	Prav.g_00366
OG0000148	Syao.g_00776	Prav.g_00413
OG0000149	Syao.g_00534	Prav.g_00443
OG0000150	Syao.g_01203	Prav.g_00451
OG0000151	Syao.g_00975	Prav.g_00509
OG0000152	Syao.g_00674	Prav.g_00556
OG0000153	Syao.g_00818, Syao.g_01176	Prav.g_00575
OG0000154	Syao.g_00447	Prav.g_00907
OG0000155	Syao.g_00178	Prav.g_01861
OG0000156	Syao.g_00151	Prav.g_01427
OG0000157	Syao.g_00152	Prav.g_01428
OG0000158	Syao.g_01141, Syao.g_02267	Prav.g_01505
OG0000159	Syao.g_02276	Prav.g_01506
OG0000160	Syao.g_01488	Prav.g_01579
OG0000161	Syao.g_01494	Prav.g_01585
OG0000162	Syao.g_01515	Prav.g_01591
OG0000163	Syao.g_01745	Prav.g_01625
OG0000164	Syao.g_01663	Prav.g_01785
OG0000165	Syao.g_01655	Prav.g_01792
OG0000166	Syao.g_01790	Prav.g_00596
OG0000167	Syao.g_01960	Prav.g_00663
OG0000168	Syao.g_02128	Prav.g_00673
OG0000169	Syao.g_02139	Prav.g_00683
OG0000170	Syao.g_02148	Prav.g_00685
OG0000171	Syao.g_02181	Prav.g_00704
OG0000172	Syao.g_02170	Prav.g_00712
OG0000173	Syao.g_02212	Prav.g_00727
OG0000174	Syao.g_02364, Syao.g_02355	Prav.g_00755
OG0000175	Syao.g_02327, Syao.g_00308	Prav.g_00765
OG0000176	Syao.g_02165	Prav.g_00790
OG0000177	Syao.g_02156	Prav.g_00791
OG0000178	Syao.g_02155	Prav.g_00792
OG0000179	Syao.g_02250	Prav.g_00084
OG0000180	Syao.g_02249	Prav.g_00085
OG0000181	Syao.g_02248	Prav.g_00086
OG0000182	Syao.g_02247	Prav.g_00087
OG0000183	Syao.g_02243	Prav.g_00091
OG0000184	Syao.g_02423	Prav.g_00117
OG0000185	Syao.g_02410	Prav.g_00120
OG0000186	Syao.g_02613	Prav.g_00129
OG0000187	Syao.g_02615	Prav.g_00130
OG0000188	Syao.g_02637	Prav.g_00147
OG0000189	Syao.g_02672	Prav.g_00161
OG0000190	Syao.g_01015	Prav.g_00162
OG0000191	Syao.g_02573	Prav.g_00182
OG0000192	Syao.g_02579	Prav.g_00186
OG0000193	Syao.g_02481	Prav.g_00213
OG0000194	Syao.g_02484	Prav.g_00216
OG0000195	Syao.g_02486	Prav.g_00887
OG0000196	Syao.g_02498	Prav.g_00877
OG0000197	Syao.g_02499	Prav.g_00876
OG0000198	Syao.g_02500	Prav.g_00875
OG0000199	Syao.g_02508	Prav.g_00868
OG0000200	Syao.g_02524	Prav.g_00854
OG0000201	Syao.g_02540	Prav.g_00846
OG0000202	Syao.g_02454	Prav.g_00845
OG0000203	Syao.g_02455	Prav.g_00844
OG0000204	Syao.g_02456	Prav.g_00843
OG0000205	Syao.g_02464	Prav.g_00836
OG0000206	Syao.g_02469	Prav.g_00831
OG0000207	Syao.g_02471	Prav.g_00829
OG0000208	Syao.g_02472	Prav.g_00828
OG0000209	Syao.g_02394	Prav.g_00819
OG0000210	Syao.g_02395	Prav.g_00818
OG0000211	Syao.g_01700	Prav.g_00805
OG0000212	Syao.g_01710	Prav.g_00798
OG0000213	Syao.g_02098	Prav.g_01904
OG0000214	Syao.g_02081	Prav.g_01914
OG0000215	Syao.g_02050	Prav.g_01938
OG0000216	Syao.g_02045	Prav.g_01940
OG0000217	Syao.g_02041	Prav.g_01943
OG0000218	Syao.g_02039	Prav.g_01945
OG0000219	Syao.g_02038	Prav.g_01946
OG0000220	Syao.g_02037	Prav.g_01947
OG0000221	Syao.g_02034	Prav.g_01948
OG0000222	Syao.g_02023	Prav.g_01956
OG0000223	Syao.g_00291	Prav.g_01969
OG0000224	Syao.g_01973	Prav.g_01971
OG0000225	Syao.g_01751	Prav.g_01992
OG0000226	Syao.g_01758	Prav.g_01996
OG0000227	Syao.g_01760	Prav.g_01998
OG0000228	Syao.g_01715	Prav.g_00974
OG0000229	Syao.g_01736	Prav.g_01035
OG0000230	Syao.g_01738	Prav.g_01037
OG0000231	Syao.g_01513	Prav.g_01048
OG0000232	Syao.g_00057	Prav.g_01056
OG0000233	Syao.g_02698	Prav.g_01061
OG0000234	Syao.g_02680	Prav.g_01074
OG0000235	Syao.g_00029	Prav.g_01077
OG0000236	Syao.g_00111	Prav.g_01091
OG0000237	Syao.g_00166	Prav.g_01104
OG0000238	Syao.g_00161	Prav.g_01110
OG0000239	Syao.g_01398	Prav.g_01123
OG0000240	Syao.g_01399	Prav.g_01124
OG0000241	Syao.g_00887	Prav.g_01128
OG0000242	Syao.g_01410	Prav.g_01130
OG0000243	Syao.g_00873	Prav.g_01141, Prav.g_00954
OG0000244	Syao.g_00865	Prav.g_01144
OG0000245	Syao.g_00863	Prav.g_01146
OG0000246	Syao.g_00859	Prav.g_01150
OG0000247	Syao.g_00847	Prav.g_01160
OG0000248	Syao.g_00844	Prav.g_01162
OG0000249	Syao.g_00842	Prav.g_01164
OG0000250	Syao.g_00835	Prav.g_01169
OG0000251	Syao.g_01026	Prav.g_01187
OG0000252	Syao.g_01020	Prav.g_01190
OG0000253	Syao.g_01003	Prav.g_01191
OG0000254	Syao.g_01053	Prav.g_01207
OG0000255	Syao.g_01009	Prav.g_01213
OG0000256	Syao.g_01328	Prav.g_01225
OG0000257	Syao.g_00884	Prav.g_01228
OG0000258	Syao.g_00907	Prav.g_01241
OG0000259	Syao.g_00933, Syao.g_00932	Prav.g_01258
OG0000260	Syao.g_00936	Prav.g_01261
OG0000261	Syao.g_00941	Prav.g_01263
OG0000262	Syao.g_00946	Prav.g_01267
OG0000263	Syao.g_00247	Prav.g_01279
OG0000264	Syao.g_00699	Prav.g_01289
OG0000265	Syao.g_00049	Prav.g_00306
OG0000266	Syao.g_00480	Prav.g_00316
OG0000267	Syao.g_00589	Prav.g_00327
OG0000268	Syao.g_00588	Prav.g_00328
OG0000269	Syao.g_00751	Prav.g_00392
OG0000270	Syao.g_00754	Prav.g_00395
OG0000271	Syao.g_00762	Prav.g_00403
OG0000272	Syao.g_00763	Prav.g_00404
OG0000273	Syao.g_00791	Prav.g_00427
OG0000274	Syao.g_00792	Prav.g_00428
OG0000275	Syao.g_00438	Prav.g_00430
OG0000276	Syao.g_00558	Prav.g_00435
OG0000277	Syao.g_00557	Prav.g_00436
OG0000278	Syao.g_00554	Prav.g_00439
OG0000279	Syao.g_00529	Prav.g_00446
OG0000280	Syao.g_00608	Prav.g_00447
OG0000281	Syao.g_01377	Prav.g_00452
OG0000282	Syao.g_00967	Prav.g_00501
OG0000283	Syao.g_00640	Prav.g_00533
OG0000284	Syao.g_00634	Prav.g_00538
OG0000285	Syao.g_00706	Prav.g_00543
OG0000286	Syao.g_00675	Prav.g_00555
OG0000287	Syao.g_00825	Prav.g_00572
OG0000288	Syao.g_00446	Prav.g_00906
OG0000289	Syao.g_00461	Prav.g_00917
OG0000290	Syao.g_00428	Prav.g_00930
OG0000291	Syao.g_00333	Prav.g_00932
OG0000292	Syao.g_02196	Prav.g_00261
OG0000293	Syao.g_00136	Prav.g_00056
OG0000294	Syao.g_00135	Prav.g_00057
OG0000295	Syao.g_00186	Prav.g_00077
OG0000296	Syao.g_00184	Prav.g_01867
OG0000297	Syao.g_00171	Prav.g_01859
OG0000298	Syao.g_00170	Prav.g_01858
OG0000299	Syao.g_00231	Prav.g_01841
OG0000300	Syao.g_00274	Prav.g_01838
OG0000301	Syao.g_00272, Syao.g_00273	Prav.g_00955, Prav.g_01837
OG0000302	Syao.g_00271	Prav.g_01835
OG0000303	Syao.g_00262	Prav.g_01828
OG0000304	Syao.g_00256	Prav.g_01824
OG0000305	Syao.g_00388	Prav.g_01465
OG0000306	Syao.g_01216	Prav.g_01468
OG0000307	Syao.g_00045	Prav.g_01482
OG0000308	Syao.g_00047	Prav.g_01483
OG0000309	Syao.g_02705	Prav.g_01487
OG0000310	Syao.g_01530	Prav.g_01563
OG0000311	Syao.g_01533	Prav.g_01565
OG0000312	Syao.g_01538	Prav.g_01568
OG0000313	Syao.g_01491	Prav.g_01582
OG0000314	Syao.g_00078	Prav.g_01605
OG0000315	Syao.g_00088	Prav.g_01615
OG0000316	Syao.g_01602	Prav.g_01635
OG0000317	Syao.g_01560	Prav.g_01759
OG0000318	Syao.g_01553	Prav.g_01762
OG0000319	Syao.g_01678	Prav.g_01775
OG0000320	Syao.g_01676	Prav.g_01777
OG0000321	Syao.g_01675	Prav.g_01778
OG0000322	Syao.g_01674	Prav.g_01779
OG0000323	Syao.g_01661	Prav.g_01788
OG0000324	Syao.g_01630	Prav.g_01815
OG0000325	Syao.g_01936	Prav.g_00269
OG0000326	Syao.g_01918	Prav.g_00275
OG0000327	Syao.g_01795	Prav.g_00591
OG0000328	Syao.g_01794	Prav.g_00592
OG0000329	Syao.g_01776	Prav.g_00609
OG0000330	Syao.g_01775	Prav.g_00610
OG0000331	Syao.g_01774	Prav.g_00611
OG0000332	Syao.g_01813	Prav.g_00625
OG0000333	Syao.g_01810	Prav.g_00627
OG0000334	Syao.g_01836	Prav.g_00635
OG0000335	Syao.g_01831	Prav.g_00640
OG0000336	Syao.g_01827	Prav.g_00644
OG0000337	Syao.g_01968	Prav.g_00661
OG0000338	Syao.g_01962	Prav.g_00662
OG0000339	Syao.g_02259	Prav.g_00666
OG0000340	Syao.g_02129	Prav.g_00674
OG0000341	Syao.g_02131	Prav.g_00676
OG0000342	Syao.g_02132	Prav.g_00677
OG0000343	Syao.g_02133	Prav.g_00678
OG0000344	Syao.g_02137	Prav.g_00681
OG0000345	Syao.g_01953	Prav.g_00686
OG0000346	Syao.g_01948	Prav.g_00690
OG0000347	Syao.g_02178	Prav.g_00706
OG0000348	Syao.g_02166	Prav.g_00715
OG0000349	Syao.g_02219	Prav.g_00732
OG0000350	Syao.g_01925	Prav.g_00751
OG0000351	Syao.g_02331	Prav.g_00768
OG0000352	Syao.g_02332	Prav.g_00769
OG0000353	Syao.g_02160	Prav.g_00785
OG0000354	Syao.g_02252	Prav.g_01352
OG0000355	Syao.g_02162	Prav.g_00787
OG0000356	Syao.g_02163	Prav.g_00788
OG0000357	Syao.g_02164	Prav.g_00789
OG0000358	Syao.g_02154	Prav.g_00793
OG0000359	Syao.g_02152	Prav.g_00794
OG0000360	Syao.g_02151	Prav.g_00795
OG0000361	Syao.g_02150	Prav.g_00078
OG0000362	Syao.g_01954	Prav.g_00080
OG0000363	Syao.g_02255	Prav.g_00082
OG0000364	Syao.g_01558	Prav.g_00083
OG0000365	Syao.g_02246	Prav.g_00088
OG0000366	Syao.g_02245	Prav.g_00089
OG0000367	Syao.g_02244	Prav.g_00090
OG0000368	Syao.g_02242	Prav.g_00092
OG0000369	Syao.g_02241	Prav.g_00093
OG0000370	Syao.g_02240	Prav.g_00094
OG0000371	Syao.g_02231	Prav.g_00100
OG0000372	Syao.g_02226	Prav.g_00103
OG0000373	Syao.g_02225	Prav.g_00104
OG0000374	Syao.g_02224	Prav.g_00105
OG0000375	Syao.g_02223	Prav.g_00111
OG0000376	Syao.g_02221	Prav.g_00113
OG0000377	Syao.g_02429	Prav.g_00116
OG0000378	Syao.g_02414	Prav.g_00118
OG0000379	Syao.g_02409	Prav.g_00121
OG0000380	Syao.g_02616	Prav.g_00131
OG0000381	Syao.g_02618	Prav.g_00135
OG0000382	Syao.g_02636	Prav.g_00146
OG0000383	Syao.g_02643	Prav.g_00148
OG0000384	Syao.g_02644	Prav.g_00149
OG0000385	Syao.g_02645	Prav.g_00150
OG0000386	Syao.g_02646	Prav.g_00151
OG0000387	Syao.g_01019	Prav.g_00164
OG0000388	Syao.g_02596	Prav.g_00167
OG0000389	Syao.g_02599	Prav.g_00171
OG0000390	Syao.g_02567	Prav.g_00178
OG0000391	Syao.g_02572	Prav.g_00181
OG0000392	Syao.g_02578	Prav.g_00185
OG0000393	Syao.g_02581	Prav.g_00187
OG0000394	Syao.g_02582	Prav.g_00188
OG0000395	Syao.g_02583	Prav.g_00189
OG0000396	Syao.g_02586	Prav.g_00192
OG0000397	Syao.g_02542	Prav.g_00194
OG0000398	Syao.g_02547	Prav.g_00196
OG0000399	Syao.g_02548	Prav.g_00197
OG0000400	Syao.g_02549	Prav.g_00198
OG0000401	Syao.g_02550	Prav.g_00199
OG0000402	Syao.g_02552	Prav.g_00201
OG0000403	Syao.g_02553	Prav.g_00202
OG0000404	Syao.g_02554	Prav.g_00203
OG0000405	Syao.g_02478	Prav.g_00207
OG0000406	Syao.g_02482	Prav.g_00214
OG0000407	Syao.g_02483	Prav.g_00215
OG0000409	Syao.g_02487	Prav.g_00886
OG0000410	Syao.g_02488	Prav.g_00885
OG0000411	Syao.g_02489	Prav.g_00884
OG0000412	Syao.g_02490	Prav.g_00883
OG0000413	Syao.g_02492	Prav.g_00882
OG0000414	Syao.g_02493	Prav.g_00881
OG0000415	Syao.g_02494	Prav.g_00880
OG0000416	Syao.g_02495	Prav.g_00879
OG0000417	Syao.g_02497	Prav.g_00878
OG0000418	Syao.g_02502	Prav.g_00873
OG0000419	Syao.g_02504	Prav.g_00871
OG0000420	Syao.g_02506	Prav.g_00870
OG0000421	Syao.g_02510	Prav.g_00865
OG0000422	Syao.g_02511	Prav.g_00864
OG0000423	Syao.g_02512	Prav.g_00863
OG0000424	Syao.g_02513	Prav.g_00862
OG0000425	Syao.g_02514	Prav.g_00861
OG0000426	Syao.g_02515	Prav.g_00860
OG0000427	Syao.g_02516	Prav.g_00859
OG0000428	Syao.g_02519	Prav.g_00857
OG0000429	Syao.g_02522	Prav.g_00856
OG0000430	Syao.g_02523	Prav.g_00855
OG0000431	Syao.g_02526	Prav.g_00853
OG0000432	Syao.g_02532	Prav.g_00850
OG0000433	Syao.g_02534	Prav.g_00849
OG0000434	Syao.g_02535	Prav.g_00848
OG0000435	Syao.g_02538	Prav.g_00847
OG0000436	Syao.g_02458	Prav.g_00842
OG0000437	Syao.g_02459	Prav.g_00841
OG0000438	Syao.g_02460	Prav.g_00840
OG0000439	Syao.g_02462	Prav.g_00838
OG0000440	Syao.g_02463	Prav.g_00837
OG0000441	Syao.g_02466	Prav.g_00834
OG0000442	Syao.g_02467	Prav.g_00833
OG0000443	Syao.g_02468	Prav.g_00832
OG0000444	Syao.g_02473	Prav.g_00827
OG0000445	Syao.g_02474	Prav.g_00826
OG0000446	Syao.g_02476	Prav.g_00825
OG0000447	Syao.g_02383	Prav.g_00824
OG0000448	Syao.g_02384	Prav.g_00823
OG0000449	Syao.g_02385	Prav.g_00822
OG0000450	Syao.g_02391	Prav.g_00821
OG0000451	Syao.g_02392	Prav.g_00820
OG0000452	Syao.g_02396	Prav.g_00817
OG0000453	Syao.g_02397	Prav.g_00816
OG0000454	Syao.g_02398	Prav.g_00815
OG0000455	Syao.g_02399	Prav.g_00814
OG0000456	Syao.g_02400	Prav.g_00813
OG0000457	Syao.g_02402	Prav.g_00812
OG0000458	Syao.g_02403	Prav.g_00811
OG0000459	Syao.g_02404	Prav.g_00810
OG0000460	Syao.g_01702	Prav.g_00803
OG0000461	Syao.g_02119	Prav.g_01889
OG0000462	Syao.g_02116	Prav.g_01891
OG0000463	Syao.g_02115	Prav.g_01892
OG0000464	Syao.g_02114	Prav.g_01893
OG0000465	Syao.g_02112	Prav.g_01894
OG0000466	Syao.g_02107	Prav.g_01897
OG0000467	Syao.g_02106	Prav.g_01898
OG0000468	Syao.g_02102	Prav.g_01900
OG0000469	Syao.g_02087	Prav.g_01909
OG0000470	Syao.g_02085	Prav.g_01911
OG0000471	Syao.g_02084	Prav.g_01912
OG0000472	Syao.g_02082	Prav.g_01913
OG0000473	Syao.g_02080	Prav.g_01915
OG0000474	Syao.g_02079	Prav.g_01916
OG0000475	Syao.g_02078	Prav.g_01917
OG0000476	Syao.g_02076	Prav.g_01918
OG0000477	Syao.g_02069	Prav.g_01921
OG0000478	Syao.g_02068	Prav.g_01922
OG0000479	Syao.g_02067	Prav.g_01923
OG0000480	Syao.g_02060	Prav.g_01928
OG0000481	Syao.g_01012	Prav.g_01930
OG0000482	Syao.g_02058	Prav.g_01931
OG0000483	Syao.g_02054	Prav.g_01934
OG0000484	Syao.g_02053	Prav.g_01935
OG0000485	Syao.g_02052	Prav.g_01936
OG0000486	Syao.g_02051	Prav.g_01937
OG0000487	Syao.g_02044	Prav.g_01941
OG0000488	Syao.g_02040	Prav.g_01944
OG0000489	Syao.g_02033	Prav.g_01949
OG0000490	Syao.g_02025	Prav.g_01954
OG0000491	Syao.g_02024	Prav.g_01955
OG0000492	Syao.g_02022	Prav.g_01957
OG0000493	Syao.g_02021	Prav.g_01958
OG0000494	Syao.g_02020	Prav.g_01959
OG0000495	Syao.g_02018	Prav.g_01960
OG0000496	Syao.g_02017	Prav.g_01961
OG0000497	Syao.g_02016	Prav.g_01962
OG0000498	Syao.g_02015	Prav.g_01963
OG0000499	Syao.g_02014	Prav.g_01964
OG0000500	Syao.g_02013	Prav.g_01965
OG0000501	Syao.g_02010	Prav.g_01967
OG0000502	Syao.g_01974	Prav.g_01970
OG0000503	Syao.g_01877	Prav.g_01980
OG0000504	Syao.g_01875	Prav.g_01981
OG0000505	Syao.g_01874	Prav.g_01982
OG0000506	Syao.g_01872	Prav.g_01984
OG0000507	Syao.g_01866	Prav.g_01987
OG0000508	Syao.g_01750	Prav.g_01991
OG0000509	Syao.g_01755	Prav.g_01993
OG0000510	Syao.g_01756	Prav.g_01994
OG0000511	Syao.g_01757	Prav.g_01995
OG0000512	Syao.g_01759	Prav.g_01997
OG0000513	Syao.g_01720	Prav.g_00977
OG0000514	Syao.g_01727	Prav.g_01030
OG0000515	Syao.g_01728	Prav.g_01031
OG0000516	Syao.g_01730	Prav.g_01032
OG0000517	Syao.g_01735	Prav.g_01034
OG0000518	Syao.g_01621	Prav.g_01045
OG0000519	Syao.g_01622	Prav.g_01046
OG0000520	Syao.g_01512	Prav.g_01047
OG0000521	Syao.g_00061	Prav.g_01052
OG0000522	Syao.g_00059	Prav.g_01053
OG0000523	Syao.g_00058	Prav.g_01054
OG0000524	Syao.g_02699	Prav.g_01059
OG0000525	Syao.g_02691	Prav.g_01062
OG0000526	Syao.g_02688	Prav.g_01063
OG0000527	Syao.g_02684	Prav.g_01071
OG0000528	Syao.g_00031	Prav.g_01076
OG0000529	Syao.g_00027	Prav.g_01079
OG0000530	Syao.g_00122	Prav.g_01082
OG0000531	Syao.g_00121	Prav.g_01083
OG0000532	Syao.g_00118	Prav.g_01085
OG0000533	Syao.g_00116	Prav.g_01086
OG0000534	Syao.g_00115	Prav.g_01087
OG0000535	Syao.g_00114	Prav.g_01088
OG0000536	Syao.g_00113	Prav.g_01089
OG0000537	Syao.g_00112	Prav.g_01090
OG0000538	Syao.g_00100	Prav.g_01098
OG0000539	Syao.g_00099	Prav.g_01099
OG0000540	Syao.g_00098	Prav.g_01100
OG0000541	Syao.g_00097	Prav.g_01101
OG0000542	Syao.g_00167	Prav.g_01103
OG0000543	Syao.g_00165	Prav.g_01105
OG0000544	Syao.g_00164	Prav.g_01106
OG0000545	Syao.g_00162	Prav.g_01108
OG0000546	Syao.g_00160	Prav.g_01111
OG0000547	Syao.g_00158	Prav.g_01113
OG0000548	Syao.g_00157	Prav.g_01114
OG0000549	Syao.g_01391	Prav.g_01116
OG0000550	Syao.g_01396	Prav.g_01121
OG0000551	Syao.g_01401	Prav.g_01125
OG0000552	Syao.g_01402	Prav.g_01126
OG0000553	Syao.g_01404	Prav.g_01127
OG0000554	Syao.g_01413	Prav.g_01132
OG0000555	Syao.g_00875	Prav.g_01140
OG0000556	Syao.g_00871	Prav.g_01142
OG0000557	Syao.g_00866	Prav.g_01143
OG0000558	Syao.g_00864	Prav.g_01145
OG0000559	Syao.g_00860	Prav.g_01149
OG0000560	Syao.g_00857	Prav.g_01152
OG0000561	Syao.g_00856	Prav.g_01153
OG0000562	Syao.g_00855	Prav.g_01154
OG0000563	Syao.g_00854	Prav.g_01155
OG0000564	Syao.g_00853	Prav.g_01156
OG0000565	Syao.g_00849	Prav.g_01159
OG0000566	Syao.g_00845	Prav.g_01161
OG0000567	Syao.g_00841	Prav.g_01165
OG0000568	Syao.g_00839	Prav.g_01166
OG0000569	Syao.g_00838	Prav.g_01167
OG0000570	Syao.g_00837	Prav.g_01168
OG0000571	Syao.g_00834	Prav.g_01170
OG0000572	Syao.g_01033	Prav.g_01183
OG0000573	Syao.g_01022	Prav.g_01188
OG0000574	Syao.g_01021	Prav.g_01189
OG0000575	Syao.g_01000	Prav.g_01193
OG0000576	Syao.g_00996	Prav.g_01195
OG0000577	Syao.g_00995	Prav.g_01196
OG0000578	Syao.g_00994	Prav.g_01197
OG0000579	Syao.g_00993	Prav.g_01198
OG0000580	Syao.g_00992	Prav.g_01199
OG0000581	Syao.g_01059	Prav.g_01201
OG0000582	Syao.g_01204	Prav.g_01204
OG0000583	Syao.g_01205	Prav.g_01205
OG0000584	Syao.g_01206	Prav.g_01206
