Orthogroup	Syao	Syac
OG0000038	Syao.g_02442	Syac.g_02358
OG0000039	Syao.g_00704	Syac.g_00856, Syac.g_02378
OG0000040	Syao.g_00711	Syac.g_02437
OG0000041	Syao.g_01637	Syac.g_00876
OG0000042	Syao.g_00019, Syao.g_01941	Syac.g_00146
OG0000045	Syao.g_00148	Syac.g_01040
OG0000045	Syao.g_01214	Syac.g_00576
OG0000046	Syao.g_01909	Syac.g_02055
OG0000046	Syao.g_01845	Syac.g_02063
OG0000047	Syao.g_01899	Syac.g_02031
OG0000048	Syao.g_02077	Syac.g_02240
OG0000052	Syao.g_02520, Syao.g_01972	Syac.g_00207
OG0000053	Syao.g_00067	Syac.g_01657
OG0000054	Syao.g_00295, Syao.g_00625	Syac.g_01050
OG0000055	Syao.g_00498	Syac.g_01034
OG0000058	Syao.g_01978	Syac.g_00226
OG0000059	Syao.g_01801	Syac.g_02142
OG0000061	Syao.g_00123	Syac.g_00769
OG0000062	Syao.g_01576	Syac.g_00567
OG0000063	Syao.g_02230	Syac.g_00037
OG0000064	Syao.g_01898	Syac.g_00575
OG0000066	Syao.g_01422	Syac.g_01827
OG0000067	Syao.g_00756	Syac.g_01341
OG0000068	Syao.g_00868, Syao.g_00036	Syac.g_01916
OG0000069	Syao.g_01265, Syao.g_01460, Syao.g_00313	Syac.g_01272
OG0000070	Syao.g_00330	Syac.g_00711
OG0000071	Syao.g_01433	Syac.g_01049, Syac.g_00729
OG0000072	Syao.g_02509	Syac.g_00302
OG0000073	Syao.g_00103	Syac.g_01883
OG0000075	Syao.g_02257	Syac.g_00191
OG0000076	Syao.g_01949	Syac.g_00156
OG0000077	Syao.g_02629	Syac.g_00439
OG0000079	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105	Syac.g_02211
OG0000082	Syao.g_01035	Syac.g_01766
OG0000084	Syao.g_01509	Syac.g_00822, Syac.g_01627
OG0000085	Syao.g_01569	Syac.g_00560
OG0000086	Syao.g_02653, Syao.g_01240	Syac.g_00423
OG0000087	Syao.g_02555	Syac.g_00343
OG0000088	Syao.g_02503	Syac.g_00308
OG0000089	Syao.g_01716	Syac.g_01988, Syac.g_01543
OG0000090	Syao.g_01412	Syac.g_01836
OG0000091	Syao.g_00902	Syac.g_00987
OG0000093	Syao.g_00739	Syac.g_01357
OG0000094	Syao.g_00458	Syac.g_01251
OG0000095	Syao.g_00331	Syac.g_00884
OG0000098	Syao.g_01374	Syac.g_02157
OG0000099	Syao.g_02019	Syac.g_00234
OG0000100	Syao.g_00787	Syac.g_01309
OG0000102	Syao.g_01945	Syac.g_00151
OG0000104	Syao.g_02157	Syac.g_02490
OG0000105	Syao.g_02071, Syao.g_02072	Syac.g_02245
OG0000106	Syao.g_01385	Syac.g_01098
OG0000107	Syao.g_01935	Syac.g_02191
OG0000108	Syao.g_00028	Syac.g_01904
OG0000110	Syao.g_01051	Syac.g_01778
OG0000112	Syao.g_00683, Syao.g_00303	Syac.g_01173
OG0000113	Syao.g_00782	Syac.g_01314
OG0000114	Syao.g_00965	Syac.g_01394
OG0000115	Syao.g_01464, Syao.g_00065	Syac.g_01655
OG0000116	Syao.g_00137	Syac.g_00753
OG0000117	Syao.g_00169	Syac.g_01477
OG0000118	Syao.g_01475	Syac.g_01728
OG0000120	Syao.g_02009	Syac.g_00233
OG0000121	Syao.g_01489	Syac.g_01635
OG0000122	Syao.g_01247	Syac.g_01013
OG0000123	Syao.g_01832	Syac.g_02086
OG0000124	Syao.g_02179	Syac.g_00135
OG0000125	Syao.g_02444	Syac.g_02360
OG0000126	Syao.g_02198	Syac.g_02488
OG0000128	Syao.g_02149	Syac.g_00012
OG0000129	Syao.g_02434	Syac.g_02349
OG0000130	Syao.g_02617	Syac.g_00450
OG0000131	Syao.g_02480	Syac.g_00330
OG0000132	Syao.g_02501	Syac.g_00310
OG0000133	Syao.g_00678	Syac.g_01178
OG0000134	Syao.g_01719	Syac.g_01985
OG0000135	Syao.g_00147	Syac.g_02398
OG0000136	Syao.g_01614, Syao.g_01613	Syac.g_00701
OG0000137	Syao.g_02682	Syac.g_01700
OG0000138	Syao.g_00108	Syac.g_01888
OG0000139	Syao.g_01418	Syac.g_01830
OG0000140	Syao.g_01373, Syao.g_01372	Syac.g_01829
OG0000141	Syao.g_01202	Syac.g_00934
OG0000142	Syao.g_00894	Syac.g_00979
OG0000143	Syao.g_00898	Syac.g_00983
OG0000145	Syao.g_00102	Syac.g_01882
OG0000146	Syao.g_00684, Syao.g_00304	Syac.g_01172
OG0000147	Syao.g_00305, Syao.g_00685	Syac.g_01171
OG0000148	Syao.g_00776	Syac.g_01320
OG0000149	Syao.g_00534	Syac.g_00832
OG0000150	Syao.g_01203	Syac.g_00935
OG0000151	Syao.g_00975	Syac.g_01383
OG0000152	Syao.g_00674	Syac.g_01182
OG0000153	Syao.g_00818, Syao.g_01176	Syac.g_01217
OG0000154	Syao.g_00447	Syac.g_01241
OG0000155	Syao.g_00178	Syac.g_00804
OG0000156	Syao.g_00151	Syac.g_00743
OG0000157	Syao.g_00152	Syac.g_00742
OG0000158	Syao.g_01141, Syao.g_02267	Syac.g_00182
OG0000159	Syao.g_02006	Syac.g_00181
OG0000160	Syao.g_01488	Syac.g_01633
OG0000161	Syao.g_01494	Syac.g_01641
OG0000162	Syao.g_01515	Syac.g_01648
OG0000163	Syao.g_01745	Syac.g_00619
OG0000165	Syao.g_01655	Syac.g_00674
OG0000166	Syao.g_01790	Syac.g_02132
OG0000167	Syao.g_01960	Syac.g_00194
OG0000168	Syao.g_02128	Syac.g_00179
OG0000169	Syao.g_02139	Syac.g_00168
OG0000170	Syao.g_02148	Syac.g_00161
OG0000171	Syao.g_02181	Syac.g_00136
OG0000172	Syao.g_02170	Syac.g_00084
OG0000173	Syao.g_02212	Syac.g_00057
OG0000174	Syao.g_02364, Syao.g_02355	Syac.g_02401
OG0000175	Syao.g_02327, Syao.g_00308	Syac.g_02465
OG0000176	Syao.g_02165	Syac.g_00004
OG0000177	Syao.g_02156	Syac.g_00005
OG0000178	Syao.g_02155	Syac.g_00006
OG0000179	Syao.g_02250	Syac.g_00019
OG0000180	Syao.g_02249	Syac.g_00020
OG0000181	Syao.g_02248	Syac.g_00021
OG0000182	Syao.g_02247	Syac.g_00022
OG0000183	Syao.g_02243	Syac.g_00026
OG0000184	Syao.g_02423	Syac.g_02339
OG0000185	Syao.g_02410	Syac.g_02336
OG0000186	Syao.g_02613	Syac.g_00454
OG0000187	Syao.g_02615	Syac.g_00453
OG0000188	Syao.g_02637	Syac.g_00433
OG0000189	Syao.g_02672	Syac.g_00408
OG0000190	Syao.g_01015	Syac.g_00406
OG0000191	Syao.g_02573	Syac.g_00373
OG0000192	Syao.g_02579	Syac.g_00368
OG0000193	Syao.g_02481	Syac.g_00329
OG0000194	Syao.g_02484	Syac.g_00326
OG0000196	Syao.g_02498	Syac.g_00313
OG0000197	Syao.g_02499	Syac.g_00312
OG0000198	Syao.g_02500	Syac.g_00311
OG0000199	Syao.g_02508	Syac.g_00303
OG0000200	Syao.g_02524	Syac.g_02261
OG0000201	Syao.g_02540	Syac.g_02278
OG0000202	Syao.g_02454	Syac.g_02279
OG0000203	Syao.g_02455	Syac.g_02280
OG0000204	Syao.g_02456	Syac.g_02281
OG0000205	Syao.g_02464	Syac.g_02288
OG0000206	Syao.g_02469	Syac.g_02297
OG0000207	Syao.g_02471	Syac.g_02300
OG0000208	Syao.g_02472	Syac.g_02301
OG0000209	Syao.g_02394	Syac.g_02316
OG0000210	Syao.g_02395	Syac.g_02317
OG0000211	Syao.g_01700	Syac.g_01972
OG0000212	Syao.g_01710	Syac.g_01963
OG0000213	Syao.g_02098	Syac.g_02219
OG0000214	Syao.g_02081	Syac.g_02236
OG0000215	Syao.g_02050	Syac.g_00281
OG0000216	Syao.g_02045	Syac.g_00277
OG0000217	Syao.g_02041	Syac.g_00273
OG0000218	Syao.g_02039	Syac.g_00271
OG0000219	Syao.g_02038	Syac.g_00270
OG0000220	Syao.g_02037	Syac.g_00269
OG0000221	Syao.g_02034	Syac.g_00261
OG0000222	Syao.g_02023	Syac.g_00247
OG0000223	Syao.g_00291	Syac.g_00225
OG0000224	Syao.g_01973	Syac.g_00217
OG0000225	Syao.g_01751	Syac.g_02004
OG0000226	Syao.g_01758	Syac.g_02000
OG0000227	Syao.g_01760	Syac.g_01998
OG0000228	Syao.g_01715	Syac.g_01989
OG0000229	Syao.g_01736	Syac.g_00692
OG0000230	Syao.g_01738	Syac.g_00694
OG0000232	Syao.g_00057	Syac.g_01717
OG0000233	Syao.g_02698	Syac.g_01713
OG0000234	Syao.g_02680	Syac.g_01699
OG0000235	Syao.g_00029	Syac.g_01905
OG0000236	Syao.g_00111	Syac.g_01890
OG0000237	Syao.g_00166	Syac.g_01873
OG0000238	Syao.g_00161	Syac.g_01868
OG0000239	Syao.g_01398	Syac.g_01852
OG0000240	Syao.g_01399	Syac.g_01851
OG0000241	Syao.g_00887	Syac.g_00970
OG0000242	Syao.g_01410	Syac.g_01839
OG0000243	Syao.g_00873	Syac.g_01821
OG0000244	Syao.g_00865	Syac.g_01814
OG0000246	Syao.g_00859	Syac.g_01807
OG0000247	Syao.g_00847	Syac.g_01795
OG0000249	Syao.g_00842	Syac.g_01790
OG0000251	Syao.g_01026	Syac.g_01757
OG0000252	Syao.g_01020	Syac.g_01753
OG0000253	Syao.g_01003	Syac.g_01752
OG0000254	Syao.g_01053	Syac.g_00939
OG0000255	Syao.g_01009	Syac.g_00947
OG0000256	Syao.g_01328	Syac.g_00963
OG0000257	Syao.g_00884	Syac.g_00969
OG0000258	Syao.g_00907	Syac.g_00988
OG0000259	Syao.g_00933, Syao.g_00932	Syac.g_01425
OG0000260	Syao.g_00936	Syac.g_01422
OG0000261	Syao.g_00941	Syac.g_01418
OG0000262	Syao.g_00946	Syac.g_01413
OG0000263	Syao.g_00247	Syac.g_01497
OG0000264	Syao.g_00699	Syac.g_00915
OG0000265	Syao.g_00049	Syac.g_00673
OG0000266	Syao.g_00480	Syac.g_01271
OG0000267	Syao.g_00589	Syac.g_01131
OG0000268	Syao.g_00588	Syac.g_01132
OG0000269	Syao.g_00751	Syac.g_01346
OG0000270	Syao.g_00754	Syac.g_01343
OG0000271	Syao.g_00762	Syac.g_01335
OG0000272	Syao.g_00763	Syac.g_01334
OG0000274	Syao.g_00792	Syac.g_00853
OG0000275	Syao.g_00438	Syac.g_00848
OG0000276	Syao.g_00558	Syac.g_00840
OG0000278	Syao.g_00554	Syac.g_00836
OG0000279	Syao.g_00529	Syac.g_00828
OG0000280	Syao.g_00608	Syac.g_00814
OG0000281	Syao.g_01377	Syac.g_02158
OG0000282	Syao.g_00967	Syac.g_01392
OG0000283	Syao.g_00640	Syac.g_01142
OG0000284	Syao.g_00634	Syac.g_01148
OG0000285	Syao.g_00706	Syac.g_01160
OG0000286	Syao.g_00675	Syac.g_01181
OG0000287	Syao.g_00825	Syac.g_01209
OG0000288	Syao.g_00446	Syac.g_01240
OG0000289	Syao.g_00461	Syac.g_01254
OG0000290	Syao.g_00428	Syac.g_00881
OG0000291	Syao.g_00333	Syac.g_00883
OG0000292	Syao.g_02196	Syac.g_02487
OG0000293	Syao.g_00136	Syac.g_00754
OG0000295	Syao.g_00186	Syac.g_00796
OG0000296	Syao.g_00184	Syac.g_00798
OG0000299	Syao.g_00231	Syac.g_01503
OG0000300	Syao.g_00274	Syac.g_01510
OG0000301	Syao.g_00272, Syao.g_00273	Syac.g_01511
OG0000302	Syao.g_00271	Syac.g_01512
OG0000303	Syao.g_00262	Syac.g_01520
OG0000304	Syao.g_00256	Syac.g_01526
OG0000305	Syao.g_00388	Syac.g_00886
OG0000306	Syao.g_01216	Syac.g_00810
OG0000307	Syao.g_00045	Syac.g_01924
OG0000308	Syao.g_00047	Syac.g_01926
OG0000309	Syao.g_02705	Syac.g_01931
OG0000310	Syao.g_01530	Syac.g_01607
OG0000311	Syao.g_01533	Syac.g_01611
OG0000312	Syao.g_01538	Syac.g_01619
OG0000313	Syao.g_01491	Syac.g_01638
OG0000314	Syao.g_00078	Syac.g_01665
OG0000315	Syao.g_00088	Syac.g_01675
OG0000316	Syao.g_01602	Syac.g_00601
OG0000317	Syao.g_01560	Syac.g_00552
OG0000318	Syao.g_01553	Syac.g_00543
OG0000319	Syao.g_01678	Syac.g_00525
OG0000320	Syao.g_01676	Syac.g_00523
OG0000321	Syao.g_01675	Syac.g_00522
OG0000322	Syao.g_01674	Syac.g_00521
OG0000323	Syao.g_01661	Syac.g_00506
OG0000324	Syao.g_01630	Syac.g_00648
OG0000325	Syao.g_01936	Syac.g_02190
OG0000327	Syao.g_01795	Syac.g_02137
OG0000328	Syao.g_01794	Syac.g_02136
OG0000329	Syao.g_01776	Syac.g_02119
OG0000330	Syao.g_01775	Syac.g_02118
OG0000331	Syao.g_01774	Syac.g_02117
OG0000333	Syao.g_01810	Syac.g_02100
OG0000334	Syao.g_01836	Syac.g_02090
OG0000335	Syao.g_01831	Syac.g_02085
OG0000336	Syao.g_01827	Syac.g_02081
OG0000337	Syao.g_01968	Syac.g_00199
OG0000338	Syao.g_01962	Syac.g_00196
OG0000339	Syao.g_02259	Syac.g_00190
OG0000340	Syao.g_02129	Syac.g_00178
OG0000341	Syao.g_02131	Syac.g_00176
OG0000342	Syao.g_02132	Syac.g_00175
OG0000343	Syao.g_02133	Syac.g_00174
OG0000344	Syao.g_02137	Syac.g_00170
OG0000345	Syao.g_01953	Syac.g_00160
OG0000346	Syao.g_01948	Syac.g_00155
OG0000347	Syao.g_02178	Syac.g_00129
OG0000348	Syao.g_02166	Syac.g_00070, Syac.g_00074
OG0000349	Syao.g_02219	Syac.g_00050
OG0000350	Syao.g_01925	Syac.g_02176
OG0000351	Syao.g_02331	Syac.g_02468
OG0000352	Syao.g_02332	Syac.g_02469
OG0000353	Syao.g_02160	Syac.g_02493
OG0000354	Syao.g_00154, Syao.g_00155	Syac.g_01862
OG0000355	Syao.g_02162	Syac.g_00001
OG0000356	Syao.g_02163	Syac.g_00002
OG0000357	Syao.g_02164	Syac.g_00003
OG0000358	Syao.g_02154	Syac.g_00007
OG0000359	Syao.g_02152	Syac.g_00009
OG0000360	Syao.g_02151	Syac.g_00010
OG0000361	Syao.g_02150	Syac.g_00011
OG0000362	Syao.g_01954	Syac.g_00013
OG0000363	Syao.g_02255	Syac.g_00015
OG0000364	Syao.g_01558	Syac.g_00016
OG0000365	Syao.g_02246	Syac.g_00023
OG0000366	Syao.g_02245	Syac.g_00024
OG0000367	Syao.g_02244	Syac.g_00025
OG0000368	Syao.g_02242	Syac.g_00027
OG0000369	Syao.g_02241	Syac.g_00028
OG0000370	Syao.g_02240	Syac.g_00029
OG0000371	Syao.g_02231	Syac.g_00036
OG0000372	Syao.g_02226	Syac.g_00041
OG0000373	Syao.g_02225	Syac.g_00042
OG0000374	Syao.g_02224	Syac.g_00043
OG0000375	Syao.g_02223	Syac.g_00046
OG0000376	Syao.g_02221	Syac.g_00048
OG0000377	Syao.g_02429	Syac.g_02346
OG0000378	Syao.g_02414	Syac.g_02338
OG0000379	Syao.g_02409	Syac.g_02335
OG0000380	Syao.g_02616	Syac.g_00452
OG0000381	Syao.g_02618	Syac.g_00449
OG0000382	Syao.g_02636	Syac.g_00434
OG0000383	Syao.g_02643	Syac.g_00432
OG0000384	Syao.g_02644	Syac.g_00431
OG0000385	Syao.g_02645	Syac.g_00430
OG0000386	Syao.g_02646	Syac.g_00429
OG0000387	Syao.g_01019	Syac.g_00404
OG0000388	Syao.g_02596	Syac.g_00401
OG0000389	Syao.g_02599	Syac.g_00397
OG0000390	Syao.g_02567	Syac.g_00379
OG0000391	Syao.g_02572	Syac.g_00374
OG0000392	Syao.g_02578	Syac.g_00369
OG0000393	Syao.g_02581	Syac.g_00366
OG0000394	Syao.g_02582	Syac.g_00365
OG0000395	Syao.g_02583	Syac.g_00364
OG0000396	Syao.g_02586	Syac.g_00361
OG0000397	Syao.g_02542	Syac.g_00359
OG0000398	Syao.g_02547	Syac.g_00354
OG0000399	Syao.g_02548	Syac.g_00353
OG0000400	Syao.g_02549	Syac.g_00352
OG0000401	Syao.g_02550	Syac.g_00351
OG0000402	Syao.g_02552	Syac.g_00348
OG0000403	Syao.g_02553	Syac.g_00347
OG0000404	Syao.g_02554	Syac.g_00345
OG0000405	Syao.g_02478	Syac.g_00332
OG0000406	Syao.g_02482	Syac.g_00328
OG0000407	Syao.g_02483	Syac.g_00327
OG0000408	Syao.g_02485	Syac.g_00325
OG0000409	Syao.g_02487	Syac.g_00323
OG0000410	Syao.g_02488	Syac.g_00322
OG0000411	Syao.g_02489	Syac.g_00321
OG0000412	Syao.g_02490	Syac.g_00320
OG0000413	Syao.g_02492	Syac.g_00318
OG0000414	Syao.g_02493	Syac.g_00317
OG0000415	Syao.g_02494	Syac.g_00316
OG0000416	Syao.g_02495	Syac.g_00315
OG0000417	Syao.g_02497	Syac.g_00314
OG0000418	Syao.g_02502	Syac.g_00309
OG0000419	Syao.g_02504	Syac.g_00307
OG0000420	Syao.g_02506	Syac.g_00305
OG0000421	Syao.g_02510	Syac.g_00300
OG0000422	Syao.g_02511	Syac.g_00299
OG0000423	Syao.g_02512	Syac.g_00298
OG0000424	Syao.g_02513	Syac.g_00297
OG0000425	Syao.g_02514	Syac.g_00296
OG0000426	Syao.g_02515	Syac.g_00295
OG0000427	Syao.g_02516	Syac.g_00294
OG0000428	Syao.g_02519	Syac.g_02257
OG0000429	Syao.g_02522	Syac.g_02259
OG0000430	Syao.g_02523	Syac.g_02260
OG0000431	Syao.g_02526	Syac.g_02264
OG0000432	Syao.g_02532	Syac.g_02270
OG0000433	Syao.g_02534	Syac.g_02272
OG0000434	Syao.g_02535	Syac.g_02273
OG0000435	Syao.g_02538	Syac.g_02277
OG0000436	Syao.g_02458	Syac.g_02282
OG0000437	Syao.g_02459	Syac.g_02283
OG0000438	Syao.g_02460	Syac.g_02284
OG0000439	Syao.g_02462	Syac.g_02286
OG0000440	Syao.g_02463	Syac.g_02287
OG0000441	Syao.g_02466	Syac.g_02294
OG0000442	Syao.g_02467	Syac.g_02295
OG0000443	Syao.g_02468	Syac.g_02296
OG0000444	Syao.g_02473	Syac.g_02303
OG0000445	Syao.g_02474	Syac.g_02304
OG0000446	Syao.g_02476	Syac.g_02305
OG0000447	Syao.g_02383	Syac.g_02308
OG0000448	Syao.g_02384	Syac.g_02309
OG0000449	Syao.g_02385	Syac.g_02310
OG0000450	Syao.g_02391	Syac.g_02313
OG0000451	Syao.g_02392	Syac.g_02314
OG0000452	Syao.g_02396	Syac.g_02318
OG0000453	Syao.g_02397	Syac.g_02319
OG0000454	Syao.g_02398	Syac.g_02320
OG0000455	Syao.g_02399	Syac.g_02321
OG0000456	Syao.g_02400	Syac.g_02322
OG0000457	Syao.g_02402	Syac.g_02324
OG0000458	Syao.g_02403	Syac.g_02325
OG0000459	Syao.g_02404	Syac.g_02326
OG0000460	Syao.g_01702	Syac.g_01970
OG0000461	Syao.g_02119	Syac.g_02198
OG0000462	Syao.g_02116	Syac.g_02201
OG0000463	Syao.g_02115	Syac.g_02202
OG0000464	Syao.g_02114	Syac.g_02203
OG0000465	Syao.g_02112	Syac.g_02204
OG0000466	Syao.g_02107	Syac.g_02208
OG0000467	Syao.g_02106	Syac.g_02210
OG0000468	Syao.g_02102	Syac.g_02216
OG0000469	Syao.g_02087	Syac.g_02230
OG0000470	Syao.g_02085	Syac.g_02232
OG0000471	Syao.g_02084	Syac.g_02233
OG0000472	Syao.g_02082	Syac.g_02235
OG0000473	Syao.g_02080	Syac.g_02237
OG0000474	Syao.g_02079	Syac.g_02238
OG0000475	Syao.g_02078	Syac.g_02239
OG0000476	Syao.g_02076	Syac.g_02241
OG0000477	Syao.g_02069	Syac.g_02247
OG0000478	Syao.g_02068	Syac.g_02248
OG0000479	Syao.g_02067	Syac.g_02249
OG0000480	Syao.g_02060	Syac.g_00293
OG0000481	Syao.g_01012	Syac.g_00291
OG0000482	Syao.g_02058	Syac.g_00290
OG0000483	Syao.g_02054	Syac.g_00286
OG0000484	Syao.g_02053	Syac.g_00285
OG0000485	Syao.g_02052	Syac.g_00284
OG0000486	Syao.g_02051	Syac.g_00283
OG0000487	Syao.g_02044	Syac.g_00276
OG0000488	Syao.g_02040	Syac.g_00272
OG0000489	Syao.g_02033	Syac.g_00260
OG0000490	Syao.g_02025	Syac.g_00249
OG0000491	Syao.g_02024	Syac.g_00248
OG0000492	Syao.g_02022	Syac.g_00246
OG0000493	Syao.g_02021	Syac.g_00245
OG0000494	Syao.g_02020	Syac.g_00244
OG0000495	Syao.g_02018	Syac.g_00243
OG0000496	Syao.g_02017	Syac.g_00242
OG0000497	Syao.g_02016	Syac.g_00241
OG0000498	Syao.g_02015	Syac.g_00240
OG0000499	Syao.g_02014	Syac.g_00239
OG0000500	Syao.g_02013	Syac.g_00238
OG0000501	Syao.g_02010	Syac.g_00235
OG0000502	Syao.g_01974	Syac.g_00223
OG0000503	Syao.g_01877	Syac.g_02020
OG0000504	Syao.g_01875	Syac.g_02018
OG0000505	Syao.g_01874	Syac.g_02017
OG0000506	Syao.g_01872	Syac.g_02015
OG0000507	Syao.g_01866	Syac.g_02009
OG0000508	Syao.g_01750	Syac.g_02005
OG0000509	Syao.g_01755	Syac.g_02003
OG0000510	Syao.g_01756	Syac.g_02002
OG0000511	Syao.g_01757	Syac.g_02001
OG0000512	Syao.g_01759	Syac.g_01999
OG0000513	Syao.g_01720	Syac.g_01984
OG0000514	Syao.g_01727	Syac.g_01977
OG0000515	Syao.g_01728	Syac.g_01976
OG0000516	Syao.g_01730	Syac.g_00697
OG0000517	Syao.g_01735	Syac.g_00691
OG0000518	Syao.g_01621	Syac.g_00707
OG0000519	Syao.g_01622	Syac.g_00708
OG0000520	Syao.g_01512	Syac.g_00709
OG0000521	Syao.g_00061	Syac.g_01721
OG0000522	Syao.g_00059	Syac.g_01719
OG0000523	Syao.g_00058	Syac.g_01718
OG0000524	Syao.g_02699	Syac.g_01716
OG0000525	Syao.g_02691	Syac.g_01709
OG0000526	Syao.g_02688	Syac.g_01706
OG0000527	Syao.g_02684	Syac.g_01702
OG0000528	Syao.g_00031	Syac.g_01911
OG0000529	Syao.g_00027	Syac.g_01903
OG0000530	Syao.g_00122	Syac.g_01900
OG0000531	Syao.g_00121	Syac.g_01899
OG0000532	Syao.g_00118	Syac.g_01896
OG0000533	Syao.g_00116	Syac.g_01895
OG0000534	Syao.g_00115	Syac.g_01894
OG0000535	Syao.g_00114	Syac.g_01893
OG0000536	Syao.g_00113	Syac.g_01892
OG0000537	Syao.g_00112	Syac.g_01891
OG0000538	Syao.g_00100	Syac.g_01880
OG0000539	Syao.g_00099	Syac.g_01879
OG0000540	Syao.g_00098	Syac.g_01878
OG0000541	Syao.g_00097	Syac.g_01877
OG0000542	Syao.g_00167	Syac.g_01874
OG0000543	Syao.g_00165	Syac.g_01872
OG0000544	Syao.g_00164	Syac.g_01871
OG0000545	Syao.g_00162	Syac.g_01869
OG0000546	Syao.g_00160	Syac.g_01867
OG0000547	Syao.g_00158	Syac.g_01865
OG0000548	Syao.g_00157	Syac.g_01864
OG0000549	Syao.g_01391	Syac.g_01858
OG0000550	Syao.g_01396	Syac.g_01854
OG0000551	Syao.g_01401	Syac.g_01849
OG0000552	Syao.g_01402	Syac.g_01848
OG0000553	Syao.g_01404	Syac.g_01846
OG0000554	Syao.g_01413	Syac.g_01835
OG0000555	Syao.g_00875	Syac.g_01822
OG0000556	Syao.g_00871	Syac.g_01817
OG0000557	Syao.g_00866	Syac.g_01815
OG0000558	Syao.g_00864	Syac.g_01813
OG0000559	Syao.g_00860	Syac.g_01808
OG0000560	Syao.g_00857	Syac.g_01805
OG0000561	Syao.g_00856	Syac.g_01804
OG0000562	Syao.g_00855	Syac.g_01803
OG0000563	Syao.g_00854	Syac.g_01802
OG0000564	Syao.g_00853	Syac.g_01801
OG0000565	Syao.g_00849	Syac.g_01797
OG0000566	Syao.g_00845	Syac.g_01793
OG0000567	Syao.g_00841	Syac.g_01789
OG0000568	Syao.g_00839	Syac.g_01786
OG0000569	Syao.g_00838	Syac.g_01785
OG0000570	Syao.g_00837	Syac.g_01784
OG0000571	Syao.g_00834	Syac.g_01780
OG0000572	Syao.g_01033	Syac.g_01765
OG0000573	Syao.g_01022	Syac.g_01755
OG0000574	Syao.g_01021	Syac.g_01754
OG0000575	Syao.g_01000	Syac.g_01750
OG0000576	Syao.g_00996	Syac.g_01748
OG0000577	Syao.g_00995	Syac.g_01747
OG0000578	Syao.g_00994	Syac.g_01746
OG0000579	Syao.g_00993	Syac.g_01745
OG0000580	Syao.g_00992	Syac.g_01744
OG0000581	Syao.g_01059	Syac.g_01738
OG0000582	Syao.g_01204	Syac.g_00936
OG0000583	Syao.g_01205	Syac.g_00937
OG0000584	Syao.g_01206	Syac.g_00938
OG0000585	Syao.g_01054	Syac.g_00940
OG0000586	Syao.g_01055	Syac.g_00941
OG0000587	Syao.g_01057	Syac.g_00943
OG0000588	Syao.g_00406	Syac.g_00949
OG0000589	Syao.g_01342	Syac.g_00953
OG0000590	Syao.g_01341	Syac.g_00954
OG0000591	Syao.g_01330	Syac.g_00961
OG0000592	Syao.g_01329	Syac.g_00962
OG0000593	Syao.g_00890	Syac.g_00975
OG0000594	Syao.g_00891	Syac.g_00976
OG0000595	Syao.g_00892	Syac.g_00977
OG0000596	Syao.g_00897	Syac.g_00982
OG0000597	Syao.g_00900	Syac.g_00985
OG0000598	Syao.g_00901	Syac.g_00986
OG0000599	Syao.g_00908	Syac.g_00989
OG0000600	Syao.g_00909	Syac.g_00990
OG0000601	Syao.g_00910	Syac.g_00991
