Orthogroup	Syao	Praa
OG0000039	Syao.g_00704	Praa.g_00686
OG0000040	Syao.g_00711	Praa.g_01140
OG0000041	Syao.g_00509, Syao.g_01637	Praa.g_01683
OG0000042	Syao.g_00019, Syao.g_01941	Praa.g_01839
OG0000045	Syao.g_00148	Praa.g_00370
OG0000048	Syao.g_02077	Praa.g_00373
OG0000052	Syao.g_01085	Praa.g_01407
OG0000053	Syao.g_00067	Praa.g_01496
OG0000054	Syao.g_00295, Syao.g_00625	Praa.g_00606
OG0000055	Syao.g_00498	Praa.g_00783
OG0000057	Syao.g_00377	Praa.g_00698
OG0000058	Syao.g_01978, Syao.g_01080	Praa.g_01425
OG0000059	Syao.g_01801	Praa.g_01723
OG0000061	Syao.g_00123	Praa.g_01159
OG0000062	Syao.g_01576	Praa.g_01555
OG0000063	Syao.g_02230	Praa.g_00033
OG0000065	Syao.g_02600	Praa.g_00107
OG0000066	Syao.g_01422	Praa.g_00539
OG0000067	Syao.g_00756	Praa.g_00803
OG0000068	Syao.g_00868, Syao.g_00036	Praa.g_01366
OG0000069	Syao.g_01265, Syao.g_01460, Syao.g_00313	Praa.g_01590
OG0000070	Syao.g_00330	Praa.g_00449
OG0000071	Syao.g_01433	Praa.g_01318
OG0000072	Syao.g_02509, Syao.g_01749	Praa.g_00171
OG0000073	Syao.g_00103	Praa.g_00499
OG0000075	Syao.g_02257	Praa.g_01808
OG0000076	Syao.g_01949	Praa.g_01832
OG0000077	Syao.g_02629	Praa.g_00078
OG0000078	Syao.g_01709	Praa.g_00239
OG0000079	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105	Praa.g_00252
OG0000080	Syao.g_02269	Praa.g_01392, Praa.g_01390
OG0000082	Syao.g_01035	Praa.g_00585
OG0000084	Syao.g_01509, Syao.g_02606	Praa.g_01472
OG0000085	Syao.g_01569	Praa.g_01628
OG0000086	Syao.g_02653, Syao.g_01240	Praa.g_00088
OG0000087	Syao.g_02555	Praa.g_00139
OG0000088	Syao.g_02503	Praa.g_00166
OG0000089	Syao.g_01716	Praa.g_00355
OG0000090	Syao.g_01412	Praa.g_00533
OG0000091	Syao.g_00902	Praa.g_00642
OG0000093	Syao.g_00739	Praa.g_00932
OG0000094	Syao.g_00458	Praa.g_01020
OG0000095	Syao.g_00331	Praa.g_01039
OG0000097	Syao.g_00973	Praa.g_01200
OG0000098	Syao.g_01374	Praa.g_01348
OG0000099	Syao.g_02019	Praa.g_01394
OG0000100	Syao.g_00787	Praa.g_01551
OG0000101	Syao.g_01840	Praa.g_01775
OG0000102	Syao.g_01945	Praa.g_01837
OG0000103	Syao.g_02340	Praa.g_01916
OG0000104	Syao.g_02157	Praa.g_01924
OG0000105	Syao.g_02071, Syao.g_02072	Praa.g_00274
OG0000106	Syao.g_01385	Praa.g_00369
OG0000107	Syao.g_01935	Praa.g_00383
OG0000108	Syao.g_00028	Praa.g_00480
OG0000109	Syao.g_00110	Praa.g_00494
OG0000110	Syao.g_01051	Praa.g_00575
OG0000111	Syao.g_00378	Praa.g_00699
OG0000112	Syao.g_00683, Syao.g_00303	Praa.g_00766
OG0000113	Syao.g_00782	Praa.g_00826
OG0000114	Syao.g_00965	Praa.g_00907
OG0000115	Syao.g_01464, Syao.g_00065	Praa.g_01101
OG0000116	Syao.g_00137	Praa.g_01150
OG0000117	Syao.g_00169	Praa.g_01255
OG0000118	Syao.g_01475	Praa.g_01330
OG0000120	Syao.g_02009	Praa.g_01387
OG0000121	Syao.g_01489	Praa.g_01478
OG0000122	Syao.g_01247	Praa.g_01516
OG0000123	Syao.g_01832	Praa.g_01782
OG0000124	Syao.g_02179	Praa.g_01848
OG0000125	Syao.g_02444	Praa.g_01885
OG0000126	Syao.g_02198	Praa.g_01923
OG0000128	Syao.g_02149	Praa.g_00011
OG0000129	Syao.g_02434	Praa.g_00044
OG0000130	Syao.g_02617	Praa.g_00069
OG0000131	Syao.g_02480	Praa.g_00145
OG0000132	Syao.g_02501	Praa.g_00164
OG0000133	Syao.g_00678	Praa.g_00322
OG0000134	Syao.g_01719	Praa.g_00356
OG0000135	Syao.g_00147	Praa.g_00381
OG0000136	Syao.g_01614, Syao.g_01613	Praa.g_00440
OG0000137	Syao.g_02682	Praa.g_00475
OG0000138	Syao.g_00108	Praa.g_00495
OG0000139	Syao.g_01418, Syao.g_02005	Praa.g_00537
OG0000140	Syao.g_01373, Syao.g_01372	Praa.g_00538
OG0000141	Syao.g_01202	Praa.g_00607
OG0000142	Syao.g_00894	Praa.g_00635
OG0000143	Syao.g_00898	Praa.g_00639
OG0000145	Syao.g_00102	Praa.g_00764
OG0000146	Syao.g_00684, Syao.g_00304	Praa.g_00767
OG0000147	Syao.g_00305, Syao.g_00685	Praa.g_00768
OG0000148	Syao.g_00776	Praa.g_00820
OG0000149	Syao.g_00534	Praa.g_00851
OG0000150	Syao.g_01203	Praa.g_00859
OG0000151	Syao.g_00975	Praa.g_00917
OG0000152	Syao.g_00674	Praa.g_00964
OG0000153	Syao.g_00818, Syao.g_01176	Praa.g_00983
OG0000154	Syao.g_00447	Praa.g_01013
OG0000155	Syao.g_00178	Praa.g_01179
OG0000156	Syao.g_00151	Praa.g_01307
OG0000157	Syao.g_00152	Praa.g_01308
OG0000158	Syao.g_01141, Syao.g_02267	Praa.g_01395
OG0000159	Syao.g_02276	Praa.g_01396
OG0000160	Syao.g_01488	Praa.g_01477
OG0000161	Syao.g_01494	Praa.g_01483
OG0000162	Syao.g_01515	Praa.g_01489
OG0000163	Syao.g_01745	Praa.g_01523
OG0000164	Syao.g_01663	Praa.g_01659
OG0000165	Syao.g_01655	Praa.g_01667
OG0000166	Syao.g_01790	Praa.g_01739
OG0000167	Syao.g_01960	Praa.g_01806
OG0000168	Syao.g_02128	Praa.g_01816
OG0000169	Syao.g_02139	Praa.g_01826
OG0000170	Syao.g_02148	Praa.g_01828
OG0000171	Syao.g_02181	Praa.g_01847
OG0000172	Syao.g_02170	Praa.g_01856
OG0000173	Syao.g_02212	Praa.g_01871
OG0000174	Syao.g_02364, Syao.g_02355	Praa.g_01898
OG0000175	Syao.g_02327, Syao.g_00308	Praa.g_01908
OG0000176	Syao.g_02165	Praa.g_00004
OG0000177	Syao.g_02156	Praa.g_00005
OG0000178	Syao.g_02155	Praa.g_00006
OG0000179	Syao.g_02250	Praa.g_00016
OG0000180	Syao.g_02249	Praa.g_00017
OG0000181	Syao.g_02248	Praa.g_00018
OG0000182	Syao.g_02247	Praa.g_00019
OG0000183	Syao.g_02243	Praa.g_00023
OG0000184	Syao.g_02423	Praa.g_00046
OG0000185	Syao.g_02410	Praa.g_00049
OG0000186	Syao.g_02613	Praa.g_00064
OG0000187	Syao.g_02615	Praa.g_00065
OG0000188	Syao.g_02637	Praa.g_00082
OG0000189	Syao.g_02672	Praa.g_00096
OG0000190	Syao.g_01015	Praa.g_00097
OG0000191	Syao.g_02573	Praa.g_00117
OG0000192	Syao.g_02579	Praa.g_00121
OG0000193	Syao.g_02481	Praa.g_00146
OG0000194	Syao.g_02484	Praa.g_00149
OG0000195	Syao.g_02486	Praa.g_00151
OG0000196	Syao.g_02498	Praa.g_00161
OG0000197	Syao.g_02499	Praa.g_00162
OG0000198	Syao.g_02500	Praa.g_00163
OG0000199	Syao.g_02508	Praa.g_00170
OG0000200	Syao.g_02524	Praa.g_00184
OG0000201	Syao.g_02540	Praa.g_00192
OG0000202	Syao.g_02454	Praa.g_00193
OG0000203	Syao.g_02455	Praa.g_00194
OG0000204	Syao.g_02456	Praa.g_00195
OG0000205	Syao.g_02464	Praa.g_00202
OG0000206	Syao.g_02469	Praa.g_00207
OG0000207	Syao.g_02471	Praa.g_00209
OG0000208	Syao.g_02472	Praa.g_00210
OG0000209	Syao.g_02394	Praa.g_00219
OG0000210	Syao.g_02395	Praa.g_00220
OG0000211	Syao.g_01700	Praa.g_00233
OG0000212	Syao.g_01710	Praa.g_00240
OG0000213	Syao.g_02098	Praa.g_00257
OG0000214	Syao.g_02081	Praa.g_00267
OG0000215	Syao.g_02050	Praa.g_00292
OG0000216	Syao.g_02045	Praa.g_00294
OG0000217	Syao.g_02041	Praa.g_00297
OG0000218	Syao.g_02039	Praa.g_00299
OG0000219	Syao.g_02038	Praa.g_00300
OG0000220	Syao.g_02037	Praa.g_00301
OG0000221	Syao.g_02034	Praa.g_00302
OG0000222	Syao.g_02023	Praa.g_00310
OG0000223	Syao.g_00291	Praa.g_00323
OG0000224	Syao.g_01973	Praa.g_00325
OG0000225	Syao.g_01751	Praa.g_00345
OG0000226	Syao.g_01758	Praa.g_00349
OG0000227	Syao.g_01760	Praa.g_00351
OG0000228	Syao.g_01715	Praa.g_00354
OG0000229	Syao.g_01736	Praa.g_00436
OG0000230	Syao.g_01738	Praa.g_00437
OG0000231	Syao.g_01513	Praa.g_00448
OG0000232	Syao.g_00057	Praa.g_00457
OG0000233	Syao.g_02698	Praa.g_00463
OG0000234	Syao.g_02680	Praa.g_00476
OG0000235	Syao.g_00029	Praa.g_00479
OG0000236	Syao.g_00111	Praa.g_00493
OG0000237	Syao.g_00166	Praa.g_00506
OG0000238	Syao.g_00161	Praa.g_00512
OG0000239	Syao.g_01398	Praa.g_00525
OG0000240	Syao.g_01399	Praa.g_00526
OG0000241	Syao.g_00887	Praa.g_00530
OG0000242	Syao.g_01410	Praa.g_00532
OG0000243	Syao.g_00873	Praa.g_00544
OG0000244	Syao.g_00865	Praa.g_00547
OG0000245	Syao.g_00863	Praa.g_00549
OG0000246	Syao.g_00859	Praa.g_00553
OG0000247	Syao.g_00847	Praa.g_00563
OG0000248	Syao.g_00844	Praa.g_00565
OG0000249	Syao.g_00842	Praa.g_00567
OG0000250	Syao.g_00835	Praa.g_00572
OG0000251	Syao.g_01026	Praa.g_00591
OG0000252	Syao.g_01020	Praa.g_00594
OG0000253	Syao.g_01003	Praa.g_00595
OG0000254	Syao.g_01053	Praa.g_00611
OG0000255	Syao.g_01009	Praa.g_00617
OG0000256	Syao.g_01328	Praa.g_00627
OG0000257	Syao.g_00884	Praa.g_00630
OG0000258	Syao.g_00907	Praa.g_00643
OG0000259	Syao.g_00933, Syao.g_00932	Praa.g_00660
OG0000260	Syao.g_00936	Praa.g_00663
OG0000261	Syao.g_00941	Praa.g_00665
OG0000262	Syao.g_00946	Praa.g_00669
OG0000263	Syao.g_00247	Praa.g_00681
OG0000264	Syao.g_00699	Praa.g_00691
OG0000265	Syao.g_00049	Praa.g_00711
OG0000266	Syao.g_00480	Praa.g_00721
OG0000267	Syao.g_00589	Praa.g_00732
OG0000268	Syao.g_00588	Praa.g_00733
OG0000269	Syao.g_00751	Praa.g_00798
OG0000270	Syao.g_00754	Praa.g_00801
OG0000271	Syao.g_00762	Praa.g_00809
OG0000272	Syao.g_00763	Praa.g_00810, Praa.g_00811
OG0000273	Syao.g_00791	Praa.g_00834
OG0000274	Syao.g_00792	Praa.g_00835
OG0000275	Syao.g_00438	Praa.g_00838
OG0000276	Syao.g_00558	Praa.g_00843
OG0000277	Syao.g_00557	Praa.g_00844
OG0000278	Syao.g_00554	Praa.g_00847
OG0000279	Syao.g_00529	Praa.g_00854
OG0000280	Syao.g_00608	Praa.g_00855
OG0000281	Syao.g_01377	Praa.g_00860
OG0000282	Syao.g_00967	Praa.g_00909
OG0000283	Syao.g_00640	Praa.g_00941
OG0000284	Syao.g_00634	Praa.g_00946
OG0000285	Syao.g_00706	Praa.g_00951
OG0000286	Syao.g_00675	Praa.g_00963
OG0000287	Syao.g_00825	Praa.g_00980
OG0000288	Syao.g_00446	Praa.g_01012
OG0000289	Syao.g_00461	Praa.g_01023
OG0000290	Syao.g_00428	Praa.g_01036
OG0000291	Syao.g_00333	Praa.g_01038
OG0000292	Syao.g_02196	Praa.g_01089
OG0000293	Syao.g_00136	Praa.g_01151
OG0000294	Syao.g_00135	Praa.g_01152
OG0000295	Syao.g_00186	Praa.g_01171
OG0000296	Syao.g_00184	Praa.g_01173
OG0000297	Syao.g_00171	Praa.g_01181
OG0000298	Syao.g_00170	Praa.g_01182
OG0000299	Syao.g_00231	Praa.g_01199
OG0000300	Syao.g_00274	Praa.g_01202
OG0000301	Syao.g_00272, Syao.g_00273	Praa.g_01203
OG0000302	Syao.g_00271	Praa.g_01205
OG0000303	Syao.g_00262	Praa.g_01212
OG0000304	Syao.g_00256	Praa.g_01216
OG0000305	Syao.g_00388	Praa.g_01358
OG0000306	Syao.g_01216	Praa.g_01361
OG0000307	Syao.g_00045	Praa.g_01375
OG0000308	Syao.g_00047	Praa.g_01376
OG0000309	Syao.g_02705	Praa.g_01380
OG0000310	Syao.g_01530	Praa.g_01461
OG0000311	Syao.g_01533	Praa.g_01463
OG0000312	Syao.g_01538	Praa.g_01466
OG0000313	Syao.g_01491	Praa.g_01480
OG0000314	Syao.g_00078	Praa.g_01503
OG0000315	Syao.g_00088	Praa.g_01513
OG0000316	Syao.g_01602	Praa.g_01533
OG0000317	Syao.g_01560	Praa.g_01633
OG0000318	Syao.g_01553	Praa.g_01636
OG0000319	Syao.g_01678	Praa.g_01649
OG0000320	Syao.g_01676	Praa.g_01651
OG0000321	Syao.g_01675	Praa.g_01652
OG0000322	Syao.g_01674	Praa.g_01653
OG0000323	Syao.g_01661	Praa.g_01662
OG0000324	Syao.g_01630	Praa.g_01690
OG0000325	Syao.g_01936	Praa.g_01700
OG0000326	Syao.g_01918	Praa.g_01706
OG0000327	Syao.g_01795	Praa.g_01734
OG0000328	Syao.g_01794	Praa.g_01735
OG0000329	Syao.g_01776	Praa.g_01752
OG0000330	Syao.g_01775	Praa.g_01753
OG0000331	Syao.g_01774	Praa.g_01754
OG0000332	Syao.g_01813	Praa.g_01768
OG0000333	Syao.g_01810	Praa.g_01770
OG0000334	Syao.g_01836	Praa.g_01778
OG0000335	Syao.g_01831	Praa.g_01783
OG0000336	Syao.g_01827	Praa.g_01787
OG0000337	Syao.g_01968	Praa.g_01804
OG0000338	Syao.g_01962	Praa.g_01805
OG0000339	Syao.g_02259	Praa.g_01809
OG0000340	Syao.g_02129	Praa.g_01817
OG0000341	Syao.g_02131	Praa.g_01819
OG0000342	Syao.g_02132	Praa.g_01820
OG0000343	Syao.g_02133	Praa.g_01821
OG0000344	Syao.g_02137	Praa.g_01824
OG0000345	Syao.g_01953	Praa.g_01829
OG0000346	Syao.g_01948	Praa.g_01833
OG0000347	Syao.g_02178	Praa.g_01849
OG0000348	Syao.g_02166	Praa.g_01859
OG0000349	Syao.g_02219	Praa.g_01876
OG0000350	Syao.g_01925	Praa.g_01894
OG0000351	Syao.g_02331	Praa.g_01911
OG0000352	Syao.g_02332	Praa.g_01912
OG0000353	Syao.g_02160	Praa.g_01927
OG0000355	Syao.g_02162	Praa.g_00001
OG0000356	Syao.g_02163	Praa.g_00002
OG0000357	Syao.g_02164	Praa.g_00003
OG0000358	Syao.g_02154	Praa.g_00007
OG0000359	Syao.g_02152	Praa.g_00008
OG0000360	Syao.g_02151	Praa.g_00009
OG0000361	Syao.g_02150	Praa.g_00010
OG0000362	Syao.g_01954	Praa.g_00012
OG0000363	Syao.g_02255	Praa.g_00014
OG0000364	Syao.g_01558	Praa.g_00015
OG0000365	Syao.g_02246	Praa.g_00020
OG0000366	Syao.g_02245	Praa.g_00021
OG0000367	Syao.g_02244	Praa.g_00022
OG0000368	Syao.g_02242	Praa.g_00024
OG0000369	Syao.g_02241	Praa.g_00025
OG0000370	Syao.g_02240	Praa.g_00026
OG0000371	Syao.g_02231	Praa.g_00032
OG0000372	Syao.g_02226	Praa.g_00035
OG0000373	Syao.g_02225	Praa.g_00036
OG0000374	Syao.g_02224	Praa.g_00037
OG0000375	Syao.g_02223	Praa.g_00040
OG0000376	Syao.g_02221	Praa.g_00042
OG0000377	Syao.g_02429	Praa.g_00045
OG0000378	Syao.g_02414	Praa.g_00047
OG0000379	Syao.g_02409	Praa.g_00050
OG0000380	Syao.g_02616	Praa.g_00066
OG0000381	Syao.g_02618	Praa.g_00070
OG0000382	Syao.g_02636	Praa.g_00081
OG0000383	Syao.g_02643	Praa.g_00083
OG0000384	Syao.g_02644	Praa.g_00084
OG0000385	Syao.g_02645	Praa.g_00085
OG0000386	Syao.g_02646	Praa.g_00086
OG0000387	Syao.g_01019	Praa.g_00099
OG0000388	Syao.g_02596	Praa.g_00102
OG0000389	Syao.g_02599	Praa.g_00106
OG0000390	Syao.g_02567	Praa.g_00113
OG0000391	Syao.g_02572	Praa.g_00116
OG0000392	Syao.g_02578	Praa.g_00120
OG0000393	Syao.g_02581	Praa.g_00122
OG0000394	Syao.g_02582	Praa.g_00123
OG0000395	Syao.g_02583	Praa.g_00124
OG0000396	Syao.g_02586	Praa.g_00127
OG0000397	Syao.g_02542	Praa.g_00129
OG0000398	Syao.g_02547	Praa.g_00131
OG0000399	Syao.g_02548	Praa.g_00132
OG0000400	Syao.g_02549	Praa.g_00133
OG0000401	Syao.g_02550	Praa.g_00134
OG0000402	Syao.g_02552	Praa.g_00136
OG0000403	Syao.g_02553	Praa.g_00137
OG0000404	Syao.g_02554	Praa.g_00138
OG0000405	Syao.g_02478	Praa.g_00142
OG0000406	Syao.g_02482	Praa.g_00147
OG0000407	Syao.g_02483	Praa.g_00148
OG0000408	Syao.g_02485	Praa.g_00150
OG0000409	Syao.g_02487	Praa.g_00152
OG0000410	Syao.g_02488	Praa.g_00153
OG0000411	Syao.g_02489	Praa.g_00154
OG0000412	Syao.g_02490	Praa.g_00155
OG0000413	Syao.g_02492	Praa.g_00156
OG0000414	Syao.g_02493	Praa.g_00157
OG0000415	Syao.g_02494	Praa.g_00158
OG0000416	Syao.g_02495	Praa.g_00159
OG0000417	Syao.g_02497	Praa.g_00160
OG0000418	Syao.g_02502	Praa.g_00165
OG0000419	Syao.g_02504	Praa.g_00167
OG0000420	Syao.g_02506	Praa.g_00168
OG0000421	Syao.g_02510	Praa.g_00173
OG0000422	Syao.g_02511	Praa.g_00174
OG0000423	Syao.g_02512	Praa.g_00175
OG0000424	Syao.g_02513	Praa.g_00176
OG0000425	Syao.g_02514	Praa.g_00177
OG0000426	Syao.g_02515	Praa.g_00178
OG0000427	Syao.g_02516	Praa.g_00179
OG0000428	Syao.g_02519	Praa.g_00181
OG0000429	Syao.g_02522	Praa.g_00182
OG0000430	Syao.g_02523	Praa.g_00183
OG0000431	Syao.g_02526	Praa.g_00185
OG0000432	Syao.g_02532	Praa.g_00188
OG0000433	Syao.g_02534	Praa.g_00189
OG0000434	Syao.g_02535	Praa.g_00190
OG0000435	Syao.g_02538	Praa.g_00191
OG0000436	Syao.g_02458	Praa.g_00196
OG0000437	Syao.g_02459	Praa.g_00197
OG0000438	Syao.g_02460	Praa.g_00198
OG0000439	Syao.g_02462	Praa.g_00200
OG0000440	Syao.g_02463	Praa.g_00201
OG0000441	Syao.g_02466	Praa.g_00204
OG0000442	Syao.g_02467	Praa.g_00205
OG0000443	Syao.g_02468	Praa.g_00206
OG0000444	Syao.g_02473	Praa.g_00211
OG0000445	Syao.g_02474	Praa.g_00212
OG0000446	Syao.g_02476	Praa.g_00213
OG0000447	Syao.g_02383	Praa.g_00214
OG0000448	Syao.g_02384	Praa.g_00215
OG0000449	Syao.g_02385	Praa.g_00216
OG0000450	Syao.g_02391	Praa.g_00217
OG0000451	Syao.g_02392	Praa.g_00218
OG0000452	Syao.g_02396	Praa.g_00221
OG0000453	Syao.g_02397	Praa.g_00222
OG0000454	Syao.g_02398	Praa.g_00223
OG0000455	Syao.g_02399	Praa.g_00224
OG0000456	Syao.g_02400	Praa.g_00225
OG0000457	Syao.g_02402	Praa.g_00226
OG0000458	Syao.g_02403	Praa.g_00227
OG0000459	Syao.g_02404	Praa.g_00228
OG0000460	Syao.g_01702	Praa.g_00235
OG0000461	Syao.g_02119	Praa.g_00242
OG0000462	Syao.g_02116	Praa.g_00244
OG0000463	Syao.g_02115	Praa.g_00245
OG0000464	Syao.g_02114	Praa.g_00246
OG0000465	Syao.g_02112	Praa.g_00247
OG0000466	Syao.g_02107	Praa.g_00250
OG0000467	Syao.g_02106	Praa.g_00251
OG0000468	Syao.g_02102	Praa.g_00253
OG0000469	Syao.g_02087	Praa.g_00262
OG0000470	Syao.g_02085	Praa.g_00264
OG0000471	Syao.g_02084	Praa.g_00265
OG0000472	Syao.g_02082	Praa.g_00266
OG0000473	Syao.g_02080	Praa.g_00268
OG0000474	Syao.g_02079	Praa.g_00269
OG0000475	Syao.g_02078	Praa.g_00270
OG0000476	Syao.g_02076	Praa.g_00271
OG0000477	Syao.g_02069	Praa.g_00275
OG0000478	Syao.g_02068	Praa.g_00276
OG0000479	Syao.g_02067	Praa.g_00277
OG0000480	Syao.g_02060	Praa.g_00282
OG0000481	Syao.g_01012	Praa.g_00284
OG0000482	Syao.g_02058	Praa.g_00285
OG0000483	Syao.g_02054	Praa.g_00288
OG0000484	Syao.g_02053	Praa.g_00289
OG0000485	Syao.g_02052	Praa.g_00290
OG0000486	Syao.g_02051	Praa.g_00291
OG0000487	Syao.g_02044	Praa.g_00295
OG0000488	Syao.g_02040	Praa.g_00298
OG0000489	Syao.g_02033	Praa.g_00303
OG0000490	Syao.g_02025	Praa.g_00308
OG0000491	Syao.g_02024	Praa.g_00309
OG0000492	Syao.g_02022	Praa.g_00311
OG0000493	Syao.g_02021	Praa.g_00312
OG0000494	Syao.g_02020	Praa.g_00313
OG0000495	Syao.g_02018	Praa.g_00314
OG0000496	Syao.g_02017	Praa.g_00315
OG0000497	Syao.g_02016	Praa.g_00316
OG0000498	Syao.g_02015	Praa.g_00317
OG0000499	Syao.g_02014	Praa.g_00318
OG0000500	Syao.g_02013	Praa.g_00319
OG0000501	Syao.g_02010	Praa.g_00321
OG0000502	Syao.g_01974	Praa.g_00324
OG0000503	Syao.g_01877	Praa.g_00334
OG0000504	Syao.g_01875	Praa.g_00335
OG0000505	Syao.g_01874	Praa.g_00336
OG0000506	Syao.g_01872	Praa.g_00338
OG0000507	Syao.g_01866	Praa.g_00340
OG0000508	Syao.g_01750	Praa.g_00344
OG0000509	Syao.g_01755	Praa.g_00346
OG0000510	Syao.g_01756	Praa.g_00347
OG0000511	Syao.g_01757	Praa.g_00348
OG0000512	Syao.g_01759	Praa.g_00350
OG0000513	Syao.g_01720	Praa.g_00357
OG0000514	Syao.g_01727	Praa.g_00431
OG0000515	Syao.g_01728	Praa.g_00432
OG0000516	Syao.g_01730	Praa.g_00433
OG0000517	Syao.g_01735	Praa.g_00435
OG0000518	Syao.g_01621	Praa.g_00445
OG0000519	Syao.g_01622	Praa.g_00446
OG0000520	Syao.g_01512	Praa.g_00447
OG0000521	Syao.g_00061	Praa.g_00452
OG0000522	Syao.g_00059	Praa.g_00454
OG0000523	Syao.g_00058	Praa.g_00455
OG0000524	Syao.g_02699	Praa.g_00461
OG0000525	Syao.g_02691	Praa.g_00464
OG0000526	Syao.g_02688	Praa.g_00465
OG0000527	Syao.g_02684	Praa.g_00473
OG0000528	Syao.g_00031	Praa.g_00478
OG0000529	Syao.g_00027	Praa.g_00481
OG0000530	Syao.g_00122	Praa.g_00484
OG0000531	Syao.g_00121	Praa.g_00485
OG0000532	Syao.g_00118	Praa.g_00487
OG0000533	Syao.g_00116	Praa.g_00488
OG0000534	Syao.g_00115	Praa.g_00489
OG0000535	Syao.g_00114	Praa.g_00490
OG0000536	Syao.g_00113	Praa.g_00491
OG0000537	Syao.g_00112	Praa.g_00492
OG0000538	Syao.g_00100	Praa.g_00500
OG0000539	Syao.g_00099	Praa.g_00501
OG0000540	Syao.g_00098	Praa.g_00502
OG0000541	Syao.g_00097	Praa.g_00503
OG0000542	Syao.g_00167	Praa.g_00505
OG0000543	Syao.g_00165	Praa.g_00507
OG0000544	Syao.g_00164	Praa.g_00508
OG0000545	Syao.g_00162	Praa.g_00510
OG0000546	Syao.g_00160	Praa.g_00513
OG0000547	Syao.g_00158	Praa.g_00515
OG0000548	Syao.g_00157	Praa.g_00516
OG0000549	Syao.g_01391	Praa.g_00518
OG0000550	Syao.g_01396	Praa.g_00523
OG0000551	Syao.g_01401	Praa.g_00527
OG0000552	Syao.g_01402	Praa.g_00528
OG0000553	Syao.g_01404	Praa.g_00529
OG0000554	Syao.g_01413	Praa.g_00534
OG0000555	Syao.g_00875	Praa.g_00543
OG0000556	Syao.g_00871	Praa.g_00545
OG0000557	Syao.g_00866	Praa.g_00546
OG0000558	Syao.g_00864	Praa.g_00548
OG0000559	Syao.g_00860	Praa.g_00552
OG0000560	Syao.g_00857	Praa.g_00555
OG0000561	Syao.g_00856	Praa.g_00556
OG0000562	Syao.g_00855	Praa.g_00557
OG0000563	Syao.g_00854	Praa.g_00558
OG0000564	Syao.g_00853	Praa.g_00559
OG0000565	Syao.g_00849	Praa.g_00562
OG0000566	Syao.g_00845	Praa.g_00564
OG0000567	Syao.g_00841	Praa.g_00568
OG0000568	Syao.g_00839	Praa.g_00569
OG0000569	Syao.g_00838	Praa.g_00570
OG0000570	Syao.g_00837	Praa.g_00571
OG0000571	Syao.g_00834	Praa.g_00573
OG0000572	Syao.g_01033	Praa.g_00586
OG0000573	Syao.g_01022	Praa.g_00592
OG0000574	Syao.g_01021	Praa.g_00593
OG0000575	Syao.g_01000	Praa.g_00597
OG0000576	Syao.g_00996	Praa.g_00599
OG0000577	Syao.g_00995	Praa.g_00600
OG0000578	Syao.g_00994	Praa.g_00601
OG0000579	Syao.g_00993	Praa.g_00602
OG0000580	Syao.g_00992	Praa.g_00603
OG0000581	Syao.g_01059	Praa.g_00605
OG0000582	Syao.g_01204	Praa.g_00608
OG0000583	Syao.g_01205	Praa.g_00609
OG0000584	Syao.g_01206	Praa.g_00610
OG0000585	Syao.g_01054	Praa.g_00612
OG0000586	Syao.g_01055	Praa.g_00613
