Orthogroup	Syao	Syae
OG0000067	Syao.g_00756	Syae.g_00521
OG0000068	Syao.g_00868, Syao.g_00036	Syae.g_02299
OG0000070	Syao.g_00330	Syae.g_00979
OG0000071	Syao.g_01433	Syae.g_00961
OG0000072	Syao.g_02509	Syae.g_01455
OG0000073	Syao.g_00103	Syae.g_02330
OG0000075	Syao.g_02257	Syae.g_01871
OG0000076	Syao.g_01949	Syae.g_01829
OG0000078	Syao.g_01709	Syae.g_02243
OG0000079	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105	Syae.g_02011
OG0000082	Syao.g_01035	Syae.g_02447
OG0000084	Syao.g_01509	Syae.g_00857, Syae.g_02656
OG0000085	Syao.g_01569	Syae.g_01152
OG0000086	Syao.g_02653, Syao.g_01240	Syae.g_01333
OG0000087	Syao.g_02555	Syae.g_01414
OG0000088	Syao.g_02503	Syae.g_01449
OG0000089	Syao.g_01716	Syae.g_02219
OG0000090	Syao.g_01412	Syae.g_02374
OG0000091	Syao.g_00902	Syae.g_00082
OG0000092	Syao.g_00656	Syae.g_00884
OG0000093	Syao.g_00739	Syae.g_00537
OG0000094	Syao.g_00458	Syae.g_00430
OG0000095	Syao.g_00331	Syae.g_00793, Syae.g_00259
OG0000098	Syao.g_01374	Syae.g_02384, Syae.g_02058
OG0000099	Syao.g_02019	Syae.g_01913
OG0000100	Syao.g_00787	Syae.g_00489
OG0000102	Syao.g_01945	Syae.g_01824
OG0000104	Syao.g_02157	Syae.g_01708
OG0000105	Syao.g_02071, Syao.g_02072	Syae.g_01977
OG0000106	Syao.g_01385	Syae.g_00272
OG0000107	Syao.g_01935	Syae.g_02032
OG0000108	Syao.g_00028	Syae.g_02309
OG0000110	Syao.g_01051	Syae.g_02435
OG0000111	Syao.g_00378	Syae.g_00783
OG0000112	Syao.g_00683, Syao.g_00303	Syae.g_00351
OG0000113	Syao.g_00782	Syae.g_00494
OG0000114	Syao.g_00965	Syae.g_00575
OG0000115	Syao.g_01464, Syao.g_00065	Syae.g_02631
OG0000116	Syao.g_00137	Syae.g_00939
OG0000117	Syao.g_00169	Syae.g_00647
OG0000118	Syao.g_01475	Syae.g_02479
OG0000120	Syao.g_02009	Syae.g_01912
OG0000121	Syao.g_01489	Syae.g_02649
OG0000122	Syao.g_01247	Syae.g_00112
OG0000123	Syao.g_01832	Syae.g_02131
OG0000124	Syao.g_02179	Syae.g_01809
OG0000125	Syao.g_02444	Syae.g_01573
OG0000126	Syao.g_02198	Syae.g_01706
OG0000128	Syao.g_02149	Syae.g_01724
OG0000129	Syao.g_02434	Syae.g_01562
OG0000130	Syao.g_02617	Syae.g_01284
OG0000131	Syao.g_02480	Syae.g_01428
OG0000132	Syao.g_02501	Syae.g_01447
OG0000133	Syao.g_00678	Syae.g_00356
OG0000134	Syao.g_01719	Syae.g_02222
OG0000135	Syao.g_00147	Syae.g_01608
OG0000136	Syao.g_01614, Syao.g_01613	Syae.g_00989
OG0000137	Syao.g_02682	Syae.g_02530
OG0000138	Syao.g_00108	Syae.g_02325
OG0000139	Syao.g_01418	Syae.g_02380
OG0000140	Syao.g_01373, Syao.g_01372	Syae.g_02383
OG0000141	Syao.g_01202	Syae.g_00016
OG0000142	Syao.g_00894	Syae.g_00074
OG0000143	Syao.g_00898	Syae.g_00078
OG0000145	Syao.g_00102	Syae.g_02331
OG0000146	Syao.g_00684, Syao.g_00304	Syae.g_00350
OG0000147	Syao.g_00305, Syao.g_00685	Syae.g_00349
OG0000148	Syao.g_00776	Syae.g_00500
OG0000149	Syao.g_00534	Syae.g_00847
OG0000150	Syao.g_01203	Syae.g_00017
OG0000151	Syao.g_00975	Syae.g_00563
OG0000152	Syao.g_00674	Syae.g_00360
OG0000153	Syao.g_00818, Syao.g_01176	Syae.g_00394
OG0000154	Syao.g_00447	Syae.g_00420
OG0000155	Syao.g_00178	Syae.g_00885
OG0000156	Syao.g_00151	Syae.g_00945
OG0000157	Syao.g_00152	Syae.g_00946
OG0000158	Syao.g_01141, Syao.g_02267	Syae.g_01858
OG0000160	Syao.g_01488	Syae.g_02650
OG0000161	Syao.g_01494	Syae.g_02644
OG0000162	Syao.g_01515	Syae.g_02638
OG0000163	Syao.g_01745	Syae.g_01092
OG0000164	Syao.g_01663	Syae.g_01198
OG0000165	Syao.g_01655	Syae.g_01021
OG0000166	Syao.g_01790	Syae.g_02085
OG0000167	Syao.g_01960	Syae.g_01874
OG0000168	Syao.g_02128	Syae.g_01856
OG0000169	Syao.g_02139	Syae.g_01841
OG0000170	Syao.g_02148	Syae.g_01834
OG0000171	Syao.g_02181	Syae.g_01810
OG0000172	Syao.g_02170	Syae.g_01788
OG0000173	Syao.g_02212	Syae.g_01770
OG0000174	Syao.g_02364, Syao.g_02355	Syae.g_01610
OG0000175	Syao.g_02327, Syao.g_00308	Syae.g_01679
OG0000176	Syao.g_02165	Syae.g_01716
OG0000177	Syao.g_02156	Syae.g_01717
OG0000178	Syao.g_02155	Syae.g_01718
OG0000179	Syao.g_02250	Syae.g_01733
OG0000180	Syao.g_02249	Syae.g_01734
OG0000181	Syao.g_02248	Syae.g_01735
OG0000182	Syao.g_02247	Syae.g_01736
OG0000183	Syao.g_02243	Syae.g_01740
OG0000184	Syao.g_02423	Syae.g_01554
OG0000185	Syao.g_02410	Syae.g_01551
OG0000186	Syao.g_02613	Syae.g_01279
OG0000187	Syao.g_02615	Syae.g_01280
OG0000188	Syao.g_02637	Syae.g_01323
OG0000189	Syao.g_02672	Syae.g_01350
OG0000190	Syao.g_01015	Syae.g_01352
OG0000191	Syao.g_02573	Syae.g_01384
OG0000192	Syao.g_02579	Syae.g_01390
OG0000193	Syao.g_02481	Syae.g_01429
OG0000194	Syao.g_02484	Syae.g_01432
OG0000196	Syao.g_02498	Syae.g_01444
OG0000197	Syao.g_02499	Syae.g_01445
OG0000198	Syao.g_02500	Syae.g_01446
OG0000199	Syao.g_02508	Syae.g_01454
OG0000200	Syao.g_02524	Syae.g_01471
OG0000201	Syao.g_02540	Syae.g_01487
OG0000202	Syao.g_02454	Syae.g_01488
OG0000203	Syao.g_02455	Syae.g_01489
OG0000204	Syao.g_02456	Syae.g_01490
OG0000205	Syao.g_02464	Syae.g_01497
OG0000206	Syao.g_02469	Syae.g_01504
OG0000207	Syao.g_02471	Syae.g_01506
OG0000208	Syao.g_02472	Syae.g_01507
OG0000209	Syao.g_02394	Syae.g_01528
OG0000210	Syao.g_02395	Syae.g_01529
OG0000211	Syao.g_01700	Syae.g_02234
OG0000212	Syao.g_01710	Syae.g_02244
OG0000213	Syao.g_02098	Syae.g_02003
OG0000214	Syao.g_02081	Syae.g_01986
OG0000215	Syao.g_02050	Syae.g_01955
OG0000216	Syao.g_02045	Syae.g_01951
OG0000217	Syao.g_02041	Syae.g_01947
OG0000218	Syao.g_02039	Syae.g_01945
OG0000219	Syao.g_02038	Syae.g_01944
OG0000220	Syao.g_02037	Syae.g_01943
OG0000221	Syao.g_02034	Syae.g_01937
OG0000222	Syao.g_02023	Syae.g_01926
OG0000223	Syao.g_00291	Syae.g_01904
OG0000224	Syao.g_01973	Syae.g_01897
OG0000225	Syao.g_01751	Syae.g_02208
OG0000226	Syao.g_01758	Syae.g_02212
OG0000227	Syao.g_01760	Syae.g_02214
OG0000228	Syao.g_01715	Syae.g_02218
OG0000229	Syao.g_01736	Syae.g_00994
OG0000230	Syao.g_01738	Syae.g_00992
OG0000232	Syao.g_00057	Syae.g_02496
OG0000233	Syao.g_02698	Syae.g_02504
OG0000234	Syao.g_02680	Syae.g_02532
OG0000235	Syao.g_00029	Syae.g_02308
OG0000236	Syao.g_00111	Syae.g_02323
OG0000237	Syao.g_00166	Syae.g_02340
OG0000238	Syao.g_00161	Syae.g_02345
OG0000239	Syao.g_01398	Syae.g_02360
OG0000240	Syao.g_01399	Syae.g_02361
OG0000241	Syao.g_00887	Syae.g_00065
OG0000242	Syao.g_01410	Syae.g_02372
OG0000243	Syao.g_00873	Syae.g_02391
OG0000244	Syao.g_00865	Syae.g_02399
OG0000245	Syao.g_00863	Syae.g_02401
OG0000246	Syao.g_00859	Syae.g_02405
OG0000247	Syao.g_00847	Syae.g_02416
OG0000249	Syao.g_00842	Syae.g_02421
OG0000251	Syao.g_01026	Syae.g_02455
OG0000252	Syao.g_01020	Syae.g_02458
OG0000253	Syao.g_01003	Syae.g_02459
OG0000254	Syao.g_01053	Syae.g_00021
OG0000255	Syao.g_01009	Syae.g_00041
OG0000256	Syao.g_01328	Syae.g_00058
OG0000257	Syao.g_00884	Syae.g_00064
OG0000258	Syao.g_00907	Syae.g_00083
OG0000259	Syao.g_00933, Syao.g_00932	Syae.g_00608
OG0000260	Syao.g_00936	Syae.g_00603
OG0000261	Syao.g_00941	Syae.g_00600
OG0000262	Syao.g_00946	Syae.g_00595
OG0000263	Syao.g_00247	Syae.g_00671
OG0000264	Syao.g_00699	Syae.g_00761
OG0000265	Syao.g_00049	Syae.g_00932, Syae.g_00226
OG0000266	Syao.g_00480	Syae.g_00457
OG0000267	Syao.g_00589	Syae.g_00304
OG0000268	Syao.g_00588	Syae.g_00308
OG0000269	Syao.g_00751	Syae.g_00526
OG0000270	Syao.g_00754	Syae.g_00523
OG0000271	Syao.g_00762	Syae.g_00515
OG0000272	Syao.g_00763	Syae.g_00514
OG0000274	Syao.g_00792	Syae.g_00826
OG0000275	Syao.g_00438	Syae.g_00832
OG0000276	Syao.g_00558	Syae.g_00839
OG0000278	Syao.g_00554	Syae.g_00843
OG0000279	Syao.g_00529	Syae.g_00851
OG0000280	Syao.g_00608	Syae.g_00877
OG0000281	Syao.g_01377	Syae.g_02057
OG0000282	Syao.g_00967	Syae.g_00573
OG0000283	Syao.g_00640	Syae.g_00321
OG0000284	Syao.g_00634	Syae.g_00327
OG0000285	Syao.g_00706	Syae.g_00340
OG0000286	Syao.g_00675	Syae.g_00359
OG0000287	Syao.g_00825	Syae.g_00387
OG0000288	Syao.g_00446	Syae.g_00419
OG0000289	Syao.g_00461	Syae.g_00433
OG0000290	Syao.g_00428	Syae.g_00796
OG0000291	Syao.g_00333	Syae.g_00794
OG0000292	Syao.g_02196	Syae.g_01705
OG0000293	Syao.g_00136	Syae.g_00938
OG0000295	Syao.g_00186	Syae.g_00893
OG0000296	Syao.g_00184	Syae.g_00891
OG0000298	Syao.g_00170	Syae.g_00646
OG0000299	Syao.g_00231	Syae.g_00680
OG0000300	Syao.g_00274	Syae.g_00686
OG0000301	Syao.g_00272, Syao.g_00273	Syae.g_00687
OG0000302	Syao.g_00271	Syae.g_00691
OG0000303	Syao.g_00262	Syae.g_00700
OG0000304	Syao.g_00256	Syae.g_00706
OG0000305	Syao.g_00388	Syae.g_00791
OG0000306	Syao.g_01216	Syae.g_00277
OG0000307	Syao.g_00045	Syae.g_02290
OG0000308	Syao.g_00047	Syae.g_02288
OG0000309	Syao.g_02705	Syae.g_02283
OG0000310	Syao.g_01530	Syae.g_02687
OG0000311	Syao.g_01533	Syae.g_02682
OG0000312	Syao.g_01538	Syae.g_02664
OG0000313	Syao.g_01491	Syae.g_02647
OG0000314	Syao.g_00078	Syae.g_02618
OG0000315	Syao.g_00088	Syae.g_02609
OG0000316	Syao.g_01602	Syae.g_01118
OG0000317	Syao.g_01560	Syae.g_01160
OG0000318	Syao.g_01553	Syae.g_01164
OG0000319	Syao.g_01678	Syae.g_01181
OG0000320	Syao.g_01676	Syae.g_01183
OG0000321	Syao.g_01675	Syae.g_01184
OG0000322	Syao.g_01674	Syae.g_01185
OG0000323	Syao.g_01661	Syae.g_01200
OG0000324	Syao.g_01630	Syae.g_01049
OG0000325	Syao.g_01936	Syae.g_02033
OG0000327	Syao.g_01795	Syae.g_02080
OG0000328	Syao.g_01794	Syae.g_02081
OG0000329	Syao.g_01776	Syae.g_02099
OG0000330	Syao.g_01775	Syae.g_02100
OG0000331	Syao.g_01774	Syae.g_02101
OG0000332	Syao.g_01813	Syae.g_02116
OG0000333	Syao.g_01810	Syae.g_02119
OG0000334	Syao.g_01836	Syae.g_02128
OG0000335	Syao.g_01831	Syae.g_02132
OG0000336	Syao.g_01827	Syae.g_02136
OG0000337	Syao.g_01968	Syae.g_01879
OG0000338	Syao.g_01962	Syae.g_01876
OG0000339	Syao.g_02259	Syae.g_01869
OG0000340	Syao.g_02129	Syae.g_01855
OG0000341	Syao.g_02131	Syae.g_01853
OG0000342	Syao.g_02132	Syae.g_01852
OG0000343	Syao.g_02133	Syae.g_01848
OG0000344	Syao.g_02137	Syae.g_01843
OG0000345	Syao.g_01953	Syae.g_01833
OG0000346	Syao.g_01948	Syae.g_01828
OG0000347	Syao.g_02178	Syae.g_01805
OG0000348	Syao.g_02166	Syae.g_01781
OG0000349	Syao.g_02219	Syae.g_01763
OG0000350	Syao.g_01925	Syae.g_02047
OG0000351	Syao.g_02331	Syae.g_01684
OG0000352	Syao.g_02332	Syae.g_01685
OG0000353	Syao.g_02160	Syae.g_01711
OG0000354	Syao.g_00154, Syao.g_00155	Syae.g_02351
OG0000354	Syao.g_02252	Syae.g_01731
OG0000355	Syao.g_02162	Syae.g_01713
OG0000356	Syao.g_02163	Syae.g_01714
OG0000357	Syao.g_02164	Syae.g_01715
OG0000358	Syao.g_02154	Syae.g_01719
OG0000359	Syao.g_02152	Syae.g_01721
OG0000360	Syao.g_02151	Syae.g_01722
OG0000361	Syao.g_02150	Syae.g_01723
OG0000362	Syao.g_01954	Syae.g_01725
OG0000363	Syao.g_02255	Syae.g_01727
OG0000364	Syao.g_01558	Syae.g_01728
OG0000365	Syao.g_02246	Syae.g_01737
OG0000366	Syao.g_02245	Syae.g_01738
OG0000367	Syao.g_02244	Syae.g_01739
OG0000368	Syao.g_02242	Syae.g_01741
OG0000369	Syao.g_02241	Syae.g_01742
OG0000370	Syao.g_02240	Syae.g_01743
OG0000371	Syao.g_02231	Syae.g_01751
OG0000372	Syao.g_02226	Syae.g_01756
OG0000373	Syao.g_02225	Syae.g_01757
OG0000374	Syao.g_02224	Syae.g_01758
OG0000375	Syao.g_02223	Syae.g_01759
OG0000376	Syao.g_02221	Syae.g_01761
OG0000377	Syao.g_02429	Syae.g_01561
OG0000378	Syao.g_02414	Syae.g_01553
OG0000379	Syao.g_02409	Syae.g_01550
OG0000380	Syao.g_02616	Syae.g_01281
OG0000381	Syao.g_02618	Syae.g_01285
OG0000382	Syao.g_02636	Syae.g_01322
OG0000383	Syao.g_02643	Syae.g_01324
OG0000384	Syao.g_02644	Syae.g_01325
OG0000385	Syao.g_02645	Syae.g_01326
OG0000386	Syao.g_02646	Syae.g_01327
OG0000387	Syao.g_01019	Syae.g_01354
OG0000388	Syao.g_02596	Syae.g_01358
OG0000389	Syao.g_02599	Syae.g_01362
OG0000390	Syao.g_02567	Syae.g_01378
OG0000391	Syao.g_02572	Syae.g_01383
OG0000392	Syao.g_02578	Syae.g_01389
OG0000393	Syao.g_02581	Syae.g_01392
OG0000394	Syao.g_02582	Syae.g_01393
OG0000395	Syao.g_02583	Syae.g_01394
OG0000396	Syao.g_02586	Syae.g_01397
OG0000397	Syao.g_02542	Syae.g_01400
OG0000398	Syao.g_02547	Syae.g_01405
OG0000399	Syao.g_02548	Syae.g_01406
OG0000400	Syao.g_02549	Syae.g_01407
OG0000401	Syao.g_02550	Syae.g_01408
OG0000402	Syao.g_02552	Syae.g_01410
OG0000403	Syao.g_02553	Syae.g_01411
OG0000404	Syao.g_02554	Syae.g_01412
OG0000405	Syao.g_02478	Syae.g_01426
OG0000406	Syao.g_02482	Syae.g_01430
OG0000407	Syao.g_02483	Syae.g_01431
OG0000408	Syao.g_02485	Syae.g_01433
OG0000409	Syao.g_02487	Syae.g_01435
OG0000410	Syao.g_02488	Syae.g_01436
OG0000411	Syao.g_02489	Syae.g_01437
OG0000412	Syao.g_02490	Syae.g_01438
OG0000413	Syao.g_02492	Syae.g_01440
OG0000415	Syao.g_02494	Syae.g_01441
OG0000416	Syao.g_02495	Syae.g_01442
OG0000417	Syao.g_02497	Syae.g_01443
OG0000418	Syao.g_02502	Syae.g_01448
OG0000419	Syao.g_02504	Syae.g_01450
OG0000420	Syao.g_02506	Syae.g_01452
OG0000421	Syao.g_02510	Syae.g_01457
OG0000422	Syao.g_02511	Syae.g_01458
OG0000423	Syao.g_02512	Syae.g_01459
OG0000424	Syao.g_02513	Syae.g_01460
OG0000425	Syao.g_02514	Syae.g_01461
OG0000426	Syao.g_02515	Syae.g_01462
OG0000427	Syao.g_02516	Syae.g_01463
OG0000428	Syao.g_02519	Syae.g_01466
OG0000429	Syao.g_02522	Syae.g_01468
OG0000430	Syao.g_02523	Syae.g_01470
OG0000431	Syao.g_02526	Syae.g_01473
OG0000432	Syao.g_02532	Syae.g_01481
OG0000433	Syao.g_02534	Syae.g_01484
OG0000434	Syao.g_02535	Syae.g_01485
OG0000435	Syao.g_02538	Syae.g_01486
OG0000436	Syao.g_02458	Syae.g_01491
OG0000437	Syao.g_02459	Syae.g_01492
OG0000438	Syao.g_02460	Syae.g_01493
OG0000439	Syao.g_02462	Syae.g_01495
OG0000440	Syao.g_02463	Syae.g_01496
OG0000441	Syao.g_02466	Syae.g_01501
OG0000442	Syao.g_02467	Syae.g_01502
OG0000443	Syao.g_02468	Syae.g_01503
OG0000444	Syao.g_02473	Syae.g_01509
OG0000445	Syao.g_02474	Syae.g_01510
OG0000446	Syao.g_02476	Syae.g_01512
OG0000447	Syao.g_02383	Syae.g_01517
OG0000448	Syao.g_02384	Syae.g_01518
OG0000449	Syao.g_02385	Syae.g_01519
OG0000450	Syao.g_02391	Syae.g_01525
OG0000451	Syao.g_02392	Syae.g_01526
OG0000452	Syao.g_02396	Syae.g_01530
OG0000453	Syao.g_02397	Syae.g_01531
OG0000454	Syao.g_02398	Syae.g_01532
OG0000455	Syao.g_02399	Syae.g_01533
OG0000456	Syao.g_02400	Syae.g_01534
OG0000457	Syao.g_02402	Syae.g_01536
OG0000458	Syao.g_02403	Syae.g_01538
OG0000459	Syao.g_02404	Syae.g_01539
OG0000460	Syao.g_01702	Syae.g_02236
OG0000461	Syao.g_02119	Syae.g_02024
OG0000462	Syao.g_02116	Syae.g_02021
OG0000463	Syao.g_02115	Syae.g_02020
OG0000464	Syao.g_02114	Syae.g_02019
OG0000465	Syao.g_02112	Syae.g_02018
OG0000466	Syao.g_02107	Syae.g_02014
OG0000467	Syao.g_02106	Syae.g_02012
OG0000468	Syao.g_02102	Syae.g_02007
OG0000469	Syao.g_02087	Syae.g_01992
OG0000470	Syao.g_02085	Syae.g_01990
OG0000471	Syao.g_02084	Syae.g_01989
OG0000472	Syao.g_02082	Syae.g_01987
OG0000473	Syao.g_02080	Syae.g_01985
OG0000474	Syao.g_02079	Syae.g_01984
OG0000475	Syao.g_02078	Syae.g_01983
OG0000476	Syao.g_02076	Syae.g_01981
OG0000477	Syao.g_02069	Syae.g_01975
OG0000478	Syao.g_02068	Syae.g_01974
OG0000479	Syao.g_02067	Syae.g_01973
OG0000480	Syao.g_02060	Syae.g_01966
OG0000481	Syao.g_01012	Syae.g_01964
OG0000482	Syao.g_02058	Syae.g_01963
OG0000483	Syao.g_02054	Syae.g_01959
OG0000484	Syao.g_02053	Syae.g_01958
OG0000485	Syao.g_02052	Syae.g_01957
OG0000486	Syao.g_02051	Syae.g_01956
OG0000487	Syao.g_02044	Syae.g_01950
OG0000488	Syao.g_02040	Syae.g_01946
OG0000489	Syao.g_02033	Syae.g_01936
OG0000490	Syao.g_02025	Syae.g_01928
OG0000491	Syao.g_02024	Syae.g_01927
OG0000492	Syao.g_02022	Syae.g_01925
OG0000493	Syao.g_02021	Syae.g_01924
OG0000494	Syao.g_02020	Syae.g_01923
OG0000495	Syao.g_02018	Syae.g_01922
OG0000496	Syao.g_02017	Syae.g_01921
OG0000497	Syao.g_02016	Syae.g_01920
OG0000498	Syao.g_02015	Syae.g_01919
OG0000499	Syao.g_02014	Syae.g_01918
OG0000500	Syao.g_02013	Syae.g_01917
OG0000501	Syao.g_02010	Syae.g_01914
OG0000502	Syao.g_01974	Syae.g_01902
OG0000503	Syao.g_01877	Syae.g_02192
OG0000504	Syao.g_01875	Syae.g_02194
OG0000505	Syao.g_01874	Syae.g_02195
OG0000506	Syao.g_01872	Syae.g_02197
OG0000507	Syao.g_01866	Syae.g_02203
OG0000508	Syao.g_01750	Syae.g_02207
OG0000509	Syao.g_01755	Syae.g_02209
OG0000510	Syao.g_01756	Syae.g_02210
OG0000511	Syao.g_01757	Syae.g_02211
OG0000512	Syao.g_01759	Syae.g_02213
OG0000513	Syao.g_01720	Syae.g_02223
OG0000514	Syao.g_01727	Syae.g_02229
OG0000515	Syao.g_01728	Syae.g_02230
OG0000516	Syao.g_01730	Syae.g_01000
OG0000517	Syao.g_01735	Syae.g_00995
OG0000518	Syao.g_01621	Syae.g_00983
OG0000519	Syao.g_01622	Syae.g_00982
OG0000520	Syao.g_01512	Syae.g_00981
OG0000521	Syao.g_00061	Syae.g_02491
OG0000522	Syao.g_00059	Syae.g_02493
OG0000523	Syao.g_00058	Syae.g_02494
OG0000524	Syao.g_02699	Syae.g_02501
OG0000525	Syao.g_02691	Syae.g_02520
OG0000526	Syao.g_02688	Syae.g_02523
OG0000527	Syao.g_02684	Syae.g_02528
OG0000528	Syao.g_00031	Syae.g_02304
OG0000529	Syao.g_00027	Syae.g_02310
OG0000530	Syao.g_00122	Syae.g_02313
OG0000531	Syao.g_00121	Syae.g_02314
OG0000532	Syao.g_00118	Syae.g_02317
OG0000533	Syao.g_00116	Syae.g_02318
OG0000534	Syao.g_00115	Syae.g_02319
OG0000535	Syao.g_00114	Syae.g_02320
OG0000536	Syao.g_00113	Syae.g_02321
OG0000537	Syao.g_00112	Syae.g_02322
OG0000538	Syao.g_00100	Syae.g_02333
OG0000539	Syao.g_00099	Syae.g_02334
OG0000540	Syao.g_00098	Syae.g_02335
OG0000541	Syao.g_00097	Syae.g_02336
OG0000542	Syao.g_00167	Syae.g_02339
OG0000543	Syao.g_00165	Syae.g_02341
OG0000544	Syao.g_00164	Syae.g_02342
OG0000545	Syao.g_00162	Syae.g_02344
OG0000546	Syao.g_00160	Syae.g_02346
OG0000547	Syao.g_00158	Syae.g_02348
OG0000548	Syao.g_00157	Syae.g_02349
OG0000549	Syao.g_01391	Syae.g_02354
OG0000550	Syao.g_01396	Syae.g_02358
OG0000551	Syao.g_01401	Syae.g_02363
OG0000552	Syao.g_01402	Syae.g_02364
OG0000553	Syao.g_01404	Syae.g_02366
OG0000554	Syao.g_01413	Syae.g_02375
OG0000555	Syao.g_00875	Syae.g_02390
OG0000556	Syao.g_00871	Syae.g_02394
OG0000557	Syao.g_00866	Syae.g_02398
OG0000558	Syao.g_00864	Syae.g_02400
OG0000559	Syao.g_00860	Syae.g_02404
OG0000560	Syao.g_00857	Syae.g_02407
OG0000561	Syao.g_00856	Syae.g_02408
OG0000562	Syao.g_00855	Syae.g_02409
OG0000563	Syao.g_00854	Syae.g_02410
OG0000564	Syao.g_00853	Syae.g_02411
OG0000565	Syao.g_00849	Syae.g_02414
OG0000566	Syao.g_00845	Syae.g_02418
OG0000567	Syao.g_00841	Syae.g_02422
OG0000568	Syao.g_00839	Syae.g_02427
OG0000569	Syao.g_00838	Syae.g_02428
OG0000570	Syao.g_00837	Syae.g_02429
OG0000571	Syao.g_00834	Syae.g_02433
OG0000572	Syao.g_01033	Syae.g_02448
OG0000573	Syao.g_01022	Syae.g_02456
OG0000574	Syao.g_01021	Syae.g_02457
OG0000575	Syao.g_01000	Syae.g_02461
OG0000576	Syao.g_00996	Syae.g_02463
OG0000577	Syao.g_00995	Syae.g_02464
OG0000578	Syao.g_00994	Syae.g_02465
OG0000579	Syao.g_00993	Syae.g_02466
OG0000580	Syao.g_00992	Syae.g_02467
OG0000581	Syao.g_01059	Syae.g_02473
OG0000582	Syao.g_01204	Syae.g_00018
OG0000583	Syao.g_01205	Syae.g_00019
OG0000584	Syao.g_01206	Syae.g_00020
OG0000585	Syao.g_01054	Syae.g_00022
OG0000586	Syao.g_01055	Syae.g_00023
OG0000587	Syao.g_01057	Syae.g_00025
OG0000588	Syao.g_00406	Syae.g_00043
OG0000589	Syao.g_01342	Syae.g_00047
OG0000590	Syao.g_01341	Syae.g_00048
OG0000591	Syao.g_01330	Syae.g_00056
OG0000592	Syao.g_01329	Syae.g_00057
OG0000593	Syao.g_00890	Syae.g_00070
OG0000594	Syao.g_00891	Syae.g_00071
