Orthogroup	Syao	Prad
OG0000311	Syao.g_01533	Prad.g_00528
OG0000312	Syao.g_01538	Prad.g_00525
OG0000313	Syao.g_01491	Prad.g_00511
OG0000314	Syao.g_00078	Prad.g_00487
OG0000315	Syao.g_00088	Prad.g_00477
OG0000316	Syao.g_01602	Prad.g_00457
OG0000317	Syao.g_01560	Prad.g_00943
OG0000318	Syao.g_01553	Prad.g_00940
OG0000319	Syao.g_01678	Prad.g_00927
OG0000320	Syao.g_01676	Prad.g_00925
OG0000321	Syao.g_01675	Prad.g_00924
OG0000322	Syao.g_01674	Prad.g_00923
OG0000323	Syao.g_01661	Prad.g_00914
OG0000324	Syao.g_01630	Prad.g_00887
OG0000325	Syao.g_01936	Prad.g_00878
OG0000326	Syao.g_01918	Prad.g_00872
OG0000327	Syao.g_01795	Prad.g_00848
OG0000328	Syao.g_01794	Prad.g_00847
OG0000329	Syao.g_01776	Prad.g_00830
OG0000330	Syao.g_01775	Prad.g_00829
OG0000331	Syao.g_01774	Prad.g_00828
OG0000332	Syao.g_01813	Prad.g_00814
OG0000333	Syao.g_01810	Prad.g_00812
OG0000334	Syao.g_01836	Prad.g_00804
OG0000335	Syao.g_01831	Prad.g_00799
OG0000336	Syao.g_01827	Prad.g_00795
OG0000337	Syao.g_01968	Prad.g_00779
OG0000338	Syao.g_01962	Prad.g_00778
OG0000339	Syao.g_02259	Prad.g_00774
OG0000340	Syao.g_02129	Prad.g_00766, Prad.g_01294
OG0000341	Syao.g_02131	Prad.g_00764
OG0000342	Syao.g_02132	Prad.g_00763
OG0000343	Syao.g_02133	Prad.g_00762
OG0000344	Syao.g_02137	Prad.g_01639
OG0000345	Syao.g_01953	Prad.g_01634
OG0000346	Syao.g_01948	Prad.g_01630
OG0000347	Syao.g_02178	Prad.g_01615
OG0000348	Syao.g_02166	Prad.g_01606
OG0000349	Syao.g_02219	Prad.g_01589
OG0000350	Syao.g_01925	Prad.g_01570
OG0000351	Syao.g_02331	Prad.g_01553
OG0000352	Syao.g_02332	Prad.g_01552
OG0000353	Syao.g_02160	Prad.g_01537
OG0000354	Syao.g_00154, Syao.g_00155, Syao.g_02252	Prad.g_01041
OG0000355	Syao.g_02162	Prad.g_01535
OG0000356	Syao.g_02163	Prad.g_01534
OG0000357	Syao.g_02164	Prad.g_01533
OG0000358	Syao.g_02154	Prad.g_01529
OG0000359	Syao.g_02152	Prad.g_01528
OG0000360	Syao.g_02151	Prad.g_01527
OG0000361	Syao.g_02150	Prad.g_01976
OG0000362	Syao.g_01954	Prad.g_01974
OG0000363	Syao.g_02255	Prad.g_01972
OG0000364	Syao.g_01558	Prad.g_01971
OG0000365	Syao.g_02246	Prad.g_01966
OG0000366	Syao.g_02245	Prad.g_01965
OG0000367	Syao.g_02244	Prad.g_01964
OG0000368	Syao.g_02242	Prad.g_01962
OG0000369	Syao.g_02241	Prad.g_01961
OG0000370	Syao.g_02240	Prad.g_01960
OG0000371	Syao.g_02231	Prad.g_01954
OG0000372	Syao.g_02226	Prad.g_01951
OG0000373	Syao.g_02225	Prad.g_01950
OG0000374	Syao.g_02224	Prad.g_01949
OG0000375	Syao.g_02223	Prad.g_01947
OG0000376	Syao.g_02221	Prad.g_01945
OG0000377	Syao.g_02429	Prad.g_01941
OG0000378	Syao.g_02414	Prad.g_01939
OG0000379	Syao.g_02409	Prad.g_01936
OG0000380	Syao.g_02616	Prad.g_01927
OG0000381	Syao.g_02618	Prad.g_01923
OG0000382	Syao.g_02636	Prad.g_01912
OG0000383	Syao.g_02643	Prad.g_01910
OG0000384	Syao.g_02644	Prad.g_01909
OG0000385	Syao.g_02645	Prad.g_01908
OG0000386	Syao.g_02646	Prad.g_01907
OG0000387	Syao.g_01019	Prad.g_01894
OG0000388	Syao.g_02596	Prad.g_01891
OG0000389	Syao.g_02599	Prad.g_01887
OG0000390	Syao.g_02567	Prad.g_01880, Prad.g_00011
OG0000391	Syao.g_02572	Prad.g_01877
OG0000392	Syao.g_02578	Prad.g_01873
OG0000393	Syao.g_02581	Prad.g_01871
OG0000394	Syao.g_02582	Prad.g_01870
OG0000395	Syao.g_02583	Prad.g_01869
OG0000396	Syao.g_02586	Prad.g_01866
OG0000397	Syao.g_02542	Prad.g_01864
OG0000398	Syao.g_02547	Prad.g_01862
OG0000399	Syao.g_02548	Prad.g_01861
OG0000400	Syao.g_02549	Prad.g_01860
OG0000401	Syao.g_02550	Prad.g_01859
OG0000402	Syao.g_02552	Prad.g_01857
OG0000403	Syao.g_02553	Prad.g_01856
OG0000404	Syao.g_02554	Prad.g_01855
OG0000405	Syao.g_02478	Prad.g_01851
OG0000406	Syao.g_02482	Prad.g_01844
OG0000407	Syao.g_02483	Prad.g_01843
OG0000408	Syao.g_02485	Prad.g_01841
OG0000409	Syao.g_02487	Prad.g_01839
OG0000410	Syao.g_02488	Prad.g_01838
OG0000411	Syao.g_02489	Prad.g_01837
OG0000412	Syao.g_02490	Prad.g_01836
OG0000413	Syao.g_02492	Prad.g_01835
OG0000414	Syao.g_02493	Prad.g_01834
OG0000415	Syao.g_02494	Prad.g_01833
OG0000416	Syao.g_02495	Prad.g_01832
OG0000417	Syao.g_02497	Prad.g_01831
OG0000418	Syao.g_02502	Prad.g_01826
OG0000419	Syao.g_02504	Prad.g_01824
OG0000420	Syao.g_02506	Prad.g_01823
OG0000421	Syao.g_02510	Prad.g_01818
OG0000422	Syao.g_02511	Prad.g_01817
OG0000423	Syao.g_02512	Prad.g_01816
OG0000424	Syao.g_02513	Prad.g_01815
OG0000425	Syao.g_02514	Prad.g_01814
OG0000426	Syao.g_02515	Prad.g_01813
OG0000427	Syao.g_02516	Prad.g_01812
OG0000428	Syao.g_02519	Prad.g_01810
OG0000429	Syao.g_02522	Prad.g_01809
OG0000430	Syao.g_02523	Prad.g_01808
OG0000431	Syao.g_02526	Prad.g_01806
OG0000432	Syao.g_02532	Prad.g_01803
OG0000433	Syao.g_02534	Prad.g_01802
OG0000434	Syao.g_02535	Prad.g_01801
OG0000435	Syao.g_02538	Prad.g_01800
OG0000436	Syao.g_02458	Prad.g_01795
OG0000437	Syao.g_02459	Prad.g_01794
OG0000438	Syao.g_02460	Prad.g_01793
OG0000439	Syao.g_02462	Prad.g_01791
OG0000440	Syao.g_02463	Prad.g_01790
OG0000441	Syao.g_02466	Prad.g_01787
OG0000442	Syao.g_02467	Prad.g_01786
OG0000443	Syao.g_02468	Prad.g_01785
OG0000444	Syao.g_02473	Prad.g_01780
OG0000445	Syao.g_02474	Prad.g_01779
OG0000446	Syao.g_02476	Prad.g_01778
OG0000447	Syao.g_02383	Prad.g_01777
OG0000448	Syao.g_02384	Prad.g_01776
OG0000449	Syao.g_02385	Prad.g_01775
OG0000450	Syao.g_02391	Prad.g_01774
OG0000451	Syao.g_02392	Prad.g_01773
OG0000452	Syao.g_02396	Prad.g_01770
OG0000453	Syao.g_02397	Prad.g_01769
OG0000454	Syao.g_02398	Prad.g_01768
OG0000455	Syao.g_02399	Prad.g_01767
OG0000456	Syao.g_02400	Prad.g_01766
OG0000457	Syao.g_02402	Prad.g_01765
OG0000458	Syao.g_02403	Prad.g_01764
OG0000459	Syao.g_02404	Prad.g_01763
OG0000460	Syao.g_01702	Prad.g_01756
OG0000461	Syao.g_02119	Prad.g_01749
OG0000462	Syao.g_02116	Prad.g_01747
OG0000463	Syao.g_02115	Prad.g_01746
OG0000464	Syao.g_02114	Prad.g_01745
OG0000465	Syao.g_02112	Prad.g_01744
OG0000466	Syao.g_02107	Prad.g_01741
OG0000467	Syao.g_02106	Prad.g_01740
OG0000468	Syao.g_02102	Prad.g_01738
OG0000469	Syao.g_02087	Prad.g_01729
OG0000470	Syao.g_02085	Prad.g_01727
OG0000471	Syao.g_02084	Prad.g_01726
OG0000472	Syao.g_02082	Prad.g_01725
OG0000473	Syao.g_02080	Prad.g_01723
OG0000474	Syao.g_02079	Prad.g_01722
OG0000475	Syao.g_02078	Prad.g_01721
OG0000476	Syao.g_02076	Prad.g_01720
OG0000477	Syao.g_02069	Prad.g_01716
OG0000478	Syao.g_02068	Prad.g_01715
OG0000479	Syao.g_02067	Prad.g_01714
OG0000480	Syao.g_02060	Prad.g_01709
OG0000481	Syao.g_01012	Prad.g_01707
OG0000482	Syao.g_02058	Prad.g_01706
OG0000483	Syao.g_02054	Prad.g_01703
OG0000484	Syao.g_02053	Prad.g_01702
OG0000485	Syao.g_02052	Prad.g_01701
OG0000486	Syao.g_02051	Prad.g_01700
OG0000487	Syao.g_02044	Prad.g_01696
OG0000488	Syao.g_02040	Prad.g_01693
OG0000489	Syao.g_02033	Prad.g_01688
OG0000490	Syao.g_02025	Prad.g_01683
OG0000491	Syao.g_02024	Prad.g_01682
OG0000492	Syao.g_02022	Prad.g_01680
OG0000493	Syao.g_02021	Prad.g_01679
OG0000494	Syao.g_02020	Prad.g_01678
OG0000495	Syao.g_02018	Prad.g_01677
OG0000496	Syao.g_02017	Prad.g_01676
OG0000497	Syao.g_02016	Prad.g_01675
OG0000498	Syao.g_02015	Prad.g_01674
OG0000499	Syao.g_02014	Prad.g_01673
OG0000500	Syao.g_02013	Prad.g_01672
OG0000501	Syao.g_02010	Prad.g_01670
OG0000502	Syao.g_01974	Prad.g_01667
OG0000503	Syao.g_01877	Prad.g_01657
OG0000504	Syao.g_01875	Prad.g_01656
OG0000505	Syao.g_01874	Prad.g_01655
OG0000506	Syao.g_01872	Prad.g_01653
OG0000507	Syao.g_01866	Prad.g_01650
OG0000508	Syao.g_01750	Prad.g_01646
OG0000509	Syao.g_01755	Prad.g_01644
OG0000510	Syao.g_01756	Prad.g_01643
OG0000511	Syao.g_01757	Prad.g_01642
OG0000512	Syao.g_01759	Prad.g_00760
OG0000513	Syao.g_01720	Prad.g_00753
OG0000514	Syao.g_01727	Prad.g_00671
OG0000515	Syao.g_01728	Prad.g_00670
OG0000516	Syao.g_01730	Prad.g_00669
OG0000517	Syao.g_01735	Prad.g_00667
OG0000518	Syao.g_01621	Prad.g_00061
OG0000519	Syao.g_01622	Prad.g_00060
OG0000520	Syao.g_01512	Prad.g_00059
OG0000521	Syao.g_00061	Prad.g_00054
OG0000522	Syao.g_00059	Prad.g_00052
OG0000523	Syao.g_00058	Prad.g_00051
OG0000524	Syao.g_02699	Prad.g_00045
OG0000525	Syao.g_02691	Prad.g_00042
OG0000526	Syao.g_02688	Prad.g_00041
OG0000527	Syao.g_02684	Prad.g_00034
OG0000528	Syao.g_00031	Prad.g_00029
OG0000529	Syao.g_00027	Prad.g_00026
OG0000530	Syao.g_00122	Prad.g_00023
OG0000531	Syao.g_00121	Prad.g_00022
OG0000532	Syao.g_00118	Prad.g_00020
OG0000533	Syao.g_00116	Prad.g_00019
OG0000534	Syao.g_00115	Prad.g_00018
OG0000535	Syao.g_00114	Prad.g_00017
OG0000536	Syao.g_00113	Prad.g_00016
OG0000537	Syao.g_00112	Prad.g_00015
OG0000538	Syao.g_00100	Prad.g_00129
OG0000539	Syao.g_00099	Prad.g_00128
OG0000540	Syao.g_00098	Prad.g_00127
OG0000541	Syao.g_00097	Prad.g_00126
OG0000542	Syao.g_00167	Prad.g_00124
OG0000543	Syao.g_00165	Prad.g_00122
OG0000544	Syao.g_00164	Prad.g_00121
OG0000545	Syao.g_00162	Prad.g_00119
OG0000546	Syao.g_00160	Prad.g_00116
OG0000547	Syao.g_00158	Prad.g_00114
OG0000548	Syao.g_00157	Prad.g_00113
OG0000549	Syao.g_01391	Prad.g_00111
OG0000550	Syao.g_01396	Prad.g_00106
OG0000551	Syao.g_01401	Prad.g_00102
OG0000552	Syao.g_01402	Prad.g_00101
OG0000553	Syao.g_01404	Prad.g_00100
OG0000554	Syao.g_01413	Prad.g_00095
OG0000555	Syao.g_00875	Prad.g_01332
OG0000556	Syao.g_00871	Prad.g_01334
OG0000557	Syao.g_00866	Prad.g_01335
OG0000558	Syao.g_00864	Prad.g_01337
OG0000559	Syao.g_00860	Prad.g_01341
OG0000560	Syao.g_00857	Prad.g_01344
OG0000561	Syao.g_00856	Prad.g_01345
OG0000562	Syao.g_00855	Prad.g_01346
OG0000563	Syao.g_00854	Prad.g_01347
OG0000564	Syao.g_00853	Prad.g_01348
OG0000565	Syao.g_00849	Prad.g_01351
OG0000566	Syao.g_00845	Prad.g_01353
OG0000567	Syao.g_00841	Prad.g_01357
OG0000568	Syao.g_00839	Prad.g_01358
OG0000569	Syao.g_00838	Prad.g_01359
OG0000570	Syao.g_00837	Prad.g_01360
OG0000571	Syao.g_00834	Prad.g_01362
OG0000572	Syao.g_01033	Prad.g_01375
OG0000573	Syao.g_01022	Prad.g_01381
OG0000574	Syao.g_01021	Prad.g_01382
OG0000575	Syao.g_01000	Prad.g_01386
OG0000576	Syao.g_00996	Prad.g_01388
OG0000577	Syao.g_00995	Prad.g_01389
OG0000578	Syao.g_00994	Prad.g_01390
OG0000579	Syao.g_00993	Prad.g_01391
OG0000580	Syao.g_00992	Prad.g_01392
OG0000581	Syao.g_01059	Prad.g_01394
OG0000582	Syao.g_01204	Prad.g_01397
OG0000583	Syao.g_01205	Prad.g_01398
OG0000584	Syao.g_01206	Prad.g_01399
