Orthogroup	Syao	Prbh
OG0000219	Syao.g_02038	Prbh.g_00478
OG0000220	Syao.g_02037	Prbh.g_00477
OG0000221	Syao.g_02034	Prbh.g_00476
OG0000222	Syao.g_02023	Prbh.g_00469
OG0000223	Syao.g_00291	Prbh.g_00456
OG0000224	Syao.g_01973	Prbh.g_00454
OG0000225	Syao.g_01751	Prbh.g_00426
OG0000226	Syao.g_01758	Prbh.g_00422
OG0000227	Syao.g_01760	Prbh.g_00420
OG0000228	Syao.g_01715	Prbh.g_00416
OG0000229	Syao.g_01736	Prbh.g_00396
OG0000230	Syao.g_01738	Prbh.g_00394
OG0000231	Syao.g_01513	Prbh.g_00383
OG0000232	Syao.g_00057	Prbh.g_00370
OG0000233	Syao.g_02698	Prbh.g_00365
OG0000234	Syao.g_02680	Prbh.g_00355
OG0000235	Syao.g_00029	Prbh.g_00352
OG0000236	Syao.g_00111	Prbh.g_00338
OG0000237	Syao.g_00166	Prbh.g_00324
OG0000238	Syao.g_00161	Prbh.g_00318
OG0000239	Syao.g_01398	Prbh.g_00305
OG0000240	Syao.g_01399	Prbh.g_00304
OG0000241	Syao.g_00887	Prbh.g_00299
OG0000242	Syao.g_01410	Prbh.g_00297
OG0000243	Syao.g_00873	Prbh.g_00287
OG0000244	Syao.g_00865	Prbh.g_00284
OG0000245	Syao.g_00863	Prbh.g_00282
OG0000246	Syao.g_00859	Prbh.g_00278
OG0000247	Syao.g_00847	Prbh.g_00267
OG0000248	Syao.g_00844	Prbh.g_00264
OG0000249	Syao.g_00842	Prbh.g_00262
OG0000250	Syao.g_00835	Prbh.g_00257
OG0000251	Syao.g_01026	Prbh.g_00239
OG0000252	Syao.g_01020	Prbh.g_00236
OG0000253	Syao.g_01003	Prbh.g_00235
OG0000254	Syao.g_01053	Prbh.g_00218
OG0000255	Syao.g_01009	Prbh.g_00212
OG0000256	Syao.g_01328	Prbh.g_01455
OG0000257	Syao.g_00884	Prbh.g_01223
OG0000258	Syao.g_00907	Prbh.g_01210
OG0000259	Syao.g_00933, Syao.g_00932	Prbh.g_01193
OG0000260	Syao.g_00936	Prbh.g_01190
OG0000261	Syao.g_00941	Prbh.g_01187
OG0000262	Syao.g_00946	Prbh.g_01182
OG0000263	Syao.g_00247	Prbh.g_00915
OG0000264	Syao.g_00699	Prbh.g_00926
OG0000265	Syao.g_00049	Prbh.g_00945
OG0000266	Syao.g_00480	Prbh.g_01163
OG0000267	Syao.g_00589	Prbh.g_01150
OG0000268	Syao.g_00588	Prbh.g_01149
OG0000269	Syao.g_00751	Prbh.g_00948
OG0000270	Syao.g_00754	Prbh.g_00951
OG0000271	Syao.g_00762	Prbh.g_00959
OG0000272	Syao.g_00763	Prbh.g_00960
OG0000273	Syao.g_00791	Prbh.g_00983
OG0000274	Syao.g_00792	Prbh.g_00984
OG0000275	Syao.g_00438	Prbh.g_00987
OG0000276	Syao.g_00558	Prbh.g_00993
OG0000277	Syao.g_00557	Prbh.g_00994
OG0000278	Syao.g_00554	Prbh.g_00997
OG0000279	Syao.g_00529	Prbh.g_01005
OG0000280	Syao.g_00608	Prbh.g_01006
OG0000281	Syao.g_01377	Prbh.g_01013
OG0000282	Syao.g_00967	Prbh.g_00880
OG0000283	Syao.g_00640	Prbh.g_01059
OG0000284	Syao.g_00634	Prbh.g_01064
OG0000285	Syao.g_00706	Prbh.g_01069
OG0000286	Syao.g_00675	Prbh.g_01085
OG0000287	Syao.g_00825	Prbh.g_01342
OG0000288	Syao.g_00446	Prbh.g_01120
OG0000289	Syao.g_00461	Prbh.g_01135
OG0000290	Syao.g_00428	Prbh.g_01034
OG0000291	Syao.g_00333	Prbh.g_01032
OG0000292	Syao.g_02196	Prbh.g_01328
OG0000293	Syao.g_00136	Prbh.g_01293
OG0000294	Syao.g_00135	Prbh.g_01292
OG0000295	Syao.g_00186	Prbh.g_01268
OG0000296	Syao.g_00184	Prbh.g_01266
OG0000297	Syao.g_00171	Prbh.g_01257
OG0000298	Syao.g_00170	Prbh.g_01256
OG0000299	Syao.g_00231	Prbh.g_01237
OG0000300	Syao.g_00274	Prbh.g_01234
OG0000301	Syao.g_00272, Syao.g_00273	Prbh.g_01233
OG0000302	Syao.g_00271	Prbh.g_01231
OG0000303	Syao.g_00262	Prbh.g_01225
OG0000304	Syao.g_00256	Prbh.g_01450
OG0000305	Syao.g_00388	Prbh.g_01326
OG0000306	Syao.g_01216	Prbh.g_01017
OG0000307	Syao.g_00045	Prbh.g_00019
OG0000308	Syao.g_00047	Prbh.g_00020
OG0000309	Syao.g_02705	Prbh.g_00024
OG0000310	Syao.g_01530	Prbh.g_00082
OG0000311	Syao.g_01533	Prbh.g_00084
OG0000312	Syao.g_01538	Prbh.g_00087
OG0000313	Syao.g_01491	Prbh.g_00103
OG0000314	Syao.g_00078	Prbh.g_00126
OG0000315	Syao.g_00088	Prbh.g_00136
OG0000316	Syao.g_01602	Prbh.g_00162
OG0000317	Syao.g_01560	Prbh.g_01785
OG0000318	Syao.g_01553	Prbh.g_01781
OG0000319	Syao.g_01678	Prbh.g_01768
OG0000320	Syao.g_01676	Prbh.g_01766
OG0000321	Syao.g_01675	Prbh.g_01765
OG0000322	Syao.g_01674	Prbh.g_01764
OG0000323	Syao.g_01661	Prbh.g_01755
OG0000324	Syao.g_01630	Prbh.g_01727
OG0000325	Syao.g_01936	Prbh.g_01717
OG0000326	Syao.g_01918	Prbh.g_01710
OG0000327	Syao.g_01795	Prbh.g_01686
OG0000328	Syao.g_01794	Prbh.g_01685
OG0000329	Syao.g_01776	Prbh.g_01668
OG0000330	Syao.g_01775	Prbh.g_01667
OG0000331	Syao.g_01774	Prbh.g_01666
OG0000332	Syao.g_01813	Prbh.g_01652
OG0000333	Syao.g_01810	Prbh.g_01650
OG0000334	Syao.g_01836	Prbh.g_01641
OG0000335	Syao.g_01831	Prbh.g_01636
OG0000336	Syao.g_01827	Prbh.g_01632
OG0000337	Syao.g_01968	Prbh.g_01613
OG0000338	Syao.g_01962	Prbh.g_01612
OG0000339	Syao.g_02259	Prbh.g_01606
OG0000340	Syao.g_02129	Prbh.g_01597
OG0000341	Syao.g_02131	Prbh.g_01595
OG0000342	Syao.g_02132	Prbh.g_01594
OG0000343	Syao.g_02133	Prbh.g_01593
OG0000344	Syao.g_02137	Prbh.g_01590
OG0000345	Syao.g_01953	Prbh.g_01584
OG0000346	Syao.g_01948	Prbh.g_01580
OG0000347	Syao.g_02178	Prbh.g_01563
OG0000348	Syao.g_02166	Prbh.g_01555
OG0000349	Syao.g_02219	Prbh.g_01537
OG0000350	Syao.g_01925	Prbh.g_01516
OG0000351	Syao.g_02331	Prbh.g_01497
OG0000352	Syao.g_02332	Prbh.g_01496
OG0000353	Syao.g_02160	Prbh.g_01477
OG0000355	Syao.g_02162	Prbh.g_01475
OG0000356	Syao.g_02163	Prbh.g_01474
OG0000357	Syao.g_02164	Prbh.g_01473
OG0000358	Syao.g_02154	Prbh.g_01469
OG0000359	Syao.g_02152	Prbh.g_01468
OG0000360	Syao.g_02151	Prbh.g_01467
OG0000361	Syao.g_02150	Prbh.g_01466
OG0000362	Syao.g_01954	Prbh.g_01952
OG0000363	Syao.g_02255	Prbh.g_00766
OG0000364	Syao.g_01558	Prbh.g_00765
OG0000365	Syao.g_02246	Prbh.g_00760
OG0000366	Syao.g_02245	Prbh.g_00759
OG0000367	Syao.g_02244	Prbh.g_00758
OG0000368	Syao.g_02242	Prbh.g_00756
OG0000369	Syao.g_02241	Prbh.g_00755
OG0000370	Syao.g_02240	Prbh.g_00754
OG0000371	Syao.g_02231	Prbh.g_00748
OG0000372	Syao.g_02226	Prbh.g_00746
OG0000373	Syao.g_02225	Prbh.g_00745
OG0000374	Syao.g_02224	Prbh.g_00744
OG0000375	Syao.g_02223	Prbh.g_00743
OG0000376	Syao.g_02221	Prbh.g_00741
OG0000377	Syao.g_02429	Prbh.g_00737
OG0000378	Syao.g_02414	Prbh.g_00733
OG0000379	Syao.g_02409	Prbh.g_00730
OG0000380	Syao.g_02616	Prbh.g_00717
OG0000381	Syao.g_02618	Prbh.g_00712
OG0000382	Syao.g_02636	Prbh.g_00702
OG0000383	Syao.g_02643	Prbh.g_00700
OG0000384	Syao.g_02644	Prbh.g_00699
OG0000385	Syao.g_02645	Prbh.g_00698
OG0000386	Syao.g_02646	Prbh.g_00697
OG0000387	Syao.g_01019	Prbh.g_00684
OG0000388	Syao.g_02596	Prbh.g_00680
OG0000389	Syao.g_02599	Prbh.g_00677
OG0000390	Syao.g_02567	Prbh.g_00668
OG0000391	Syao.g_02572	Prbh.g_00665
OG0000392	Syao.g_02578	Prbh.g_00661
OG0000393	Syao.g_02581	Prbh.g_00658
OG0000394	Syao.g_02582	Prbh.g_00657
OG0000395	Syao.g_02583	Prbh.g_00656
OG0000396	Syao.g_02586	Prbh.g_00654
OG0000397	Syao.g_02542	Prbh.g_00652
OG0000398	Syao.g_02547	Prbh.g_00649
OG0000399	Syao.g_02548	Prbh.g_00648
OG0000400	Syao.g_02549	Prbh.g_00647
OG0000401	Syao.g_02550	Prbh.g_00646
OG0000402	Syao.g_02552	Prbh.g_01144
OG0000403	Syao.g_02553	Prbh.g_00644
OG0000404	Syao.g_02554	Prbh.g_00643
OG0000405	Syao.g_02478	Prbh.g_00639
OG0000406	Syao.g_02482	Prbh.g_00635
OG0000407	Syao.g_02483	Prbh.g_00634
OG0000408	Syao.g_02485	Prbh.g_00632
OG0000409	Syao.g_02487	Prbh.g_00630
OG0000410	Syao.g_02488	Prbh.g_00629
OG0000411	Syao.g_02489	Prbh.g_00628
OG0000412	Syao.g_02490	Prbh.g_00627
OG0000413	Syao.g_02492	Prbh.g_00626
OG0000414	Syao.g_02493	Prbh.g_00625
OG0000415	Syao.g_02494	Prbh.g_00624
OG0000416	Syao.g_02495	Prbh.g_00623
OG0000417	Syao.g_02497	Prbh.g_00622
OG0000418	Syao.g_02502	Prbh.g_00617
OG0000419	Syao.g_02504	Prbh.g_00615
OG0000420	Syao.g_02506	Prbh.g_00614
OG0000421	Syao.g_02510	Prbh.g_00610
OG0000422	Syao.g_02511	Prbh.g_00609
OG0000423	Syao.g_02512	Prbh.g_00608
OG0000424	Syao.g_02513	Prbh.g_00607
OG0000425	Syao.g_02514	Prbh.g_00606
OG0000426	Syao.g_02515	Prbh.g_00605
OG0000427	Syao.g_02516	Prbh.g_00604
OG0000428	Syao.g_02519	Prbh.g_00602
OG0000429	Syao.g_02522	Prbh.g_00601
OG0000430	Syao.g_02523	Prbh.g_00600
OG0000431	Syao.g_02526	Prbh.g_00598
OG0000432	Syao.g_02532	Prbh.g_00594
OG0000433	Syao.g_02534	Prbh.g_00593
OG0000434	Syao.g_02535	Prbh.g_00592
OG0000435	Syao.g_02538	Prbh.g_00591
OG0000436	Syao.g_02458	Prbh.g_00586
OG0000437	Syao.g_02459	Prbh.g_00585
OG0000438	Syao.g_02460	Prbh.g_00584
OG0000439	Syao.g_02462	Prbh.g_00582
OG0000440	Syao.g_02463	Prbh.g_00581
OG0000441	Syao.g_02466	Prbh.g_00578
OG0000442	Syao.g_02467	Prbh.g_00577
OG0000443	Syao.g_02468	Prbh.g_00576
OG0000444	Syao.g_02473	Prbh.g_00571
OG0000445	Syao.g_02474	Prbh.g_00570
OG0000446	Syao.g_02476	Prbh.g_00569
OG0000447	Syao.g_02383	Prbh.g_00568
OG0000448	Syao.g_02384	Prbh.g_00567
OG0000449	Syao.g_02385	Prbh.g_00566
OG0000450	Syao.g_02391	Prbh.g_00565
OG0000451	Syao.g_02392	Prbh.g_00564
OG0000452	Syao.g_02396	Prbh.g_00561
OG0000453	Syao.g_02397	Prbh.g_00560
OG0000454	Syao.g_02398	Prbh.g_00559
OG0000455	Syao.g_02399	Prbh.g_00558
OG0000456	Syao.g_02400	Prbh.g_00557
OG0000457	Syao.g_02402	Prbh.g_00555
OG0000458	Syao.g_02403	Prbh.g_00554
OG0000459	Syao.g_02404	Prbh.g_00553
OG0000460	Syao.g_01702	Prbh.g_00545
OG0000461	Syao.g_02119	Prbh.g_00537
OG0000462	Syao.g_02116	Prbh.g_00535
OG0000463	Syao.g_02115	Prbh.g_00534
OG0000464	Syao.g_02114	Prbh.g_00533
OG0000465	Syao.g_02112	Prbh.g_00532
OG0000466	Syao.g_02107	Prbh.g_00529
OG0000467	Syao.g_02106	Prbh.g_00528
OG0000468	Syao.g_02102	Prbh.g_00525
OG0000469	Syao.g_02087	Prbh.g_00517
OG0000470	Syao.g_02085	Prbh.g_00515
OG0000471	Syao.g_02084	Prbh.g_00514
OG0000472	Syao.g_02082	Prbh.g_00513
OG0000473	Syao.g_02080	Prbh.g_00511
OG0000474	Syao.g_02079	Prbh.g_00510
OG0000475	Syao.g_02078	Prbh.g_00509
OG0000476	Syao.g_02076	Prbh.g_00507
OG0000477	Syao.g_02069	Prbh.g_00504
OG0000478	Syao.g_02068	Prbh.g_00503
OG0000479	Syao.g_02067	Prbh.g_00502
OG0000480	Syao.g_02060	Prbh.g_00497
OG0000481	Syao.g_01012	Prbh.g_00494
OG0000482	Syao.g_02058	Prbh.g_00493
OG0000483	Syao.g_02054	Prbh.g_00490
OG0000484	Syao.g_02053	Prbh.g_00489
OG0000485	Syao.g_02052	Prbh.g_00487
OG0000486	Syao.g_02051	Prbh.g_00486
OG0000487	Syao.g_02044	Prbh.g_00483
OG0000488	Syao.g_02040	Prbh.g_00480
OG0000489	Syao.g_02033	Prbh.g_00475
OG0000490	Syao.g_02025	Prbh.g_00471
OG0000491	Syao.g_02024	Prbh.g_00470
OG0000492	Syao.g_02022	Prbh.g_00468
OG0000493	Syao.g_02021	Prbh.g_00467
OG0000494	Syao.g_02020	Prbh.g_00466
OG0000495	Syao.g_02018	Prbh.g_00465
OG0000496	Syao.g_02017	Prbh.g_00464
OG0000497	Syao.g_02016	Prbh.g_00463
OG0000498	Syao.g_02015	Prbh.g_00462
OG0000499	Syao.g_02014	Prbh.g_00461
OG0000500	Syao.g_02013	Prbh.g_00460
OG0000501	Syao.g_02010	Prbh.g_00458
OG0000502	Syao.g_01974	Prbh.g_00455
OG0000503	Syao.g_01877	Prbh.g_00439
OG0000504	Syao.g_01875	Prbh.g_00437
OG0000505	Syao.g_01874	Prbh.g_00436
OG0000506	Syao.g_01872	Prbh.g_00435
OG0000507	Syao.g_01866	Prbh.g_00431
OG0000508	Syao.g_01750	Prbh.g_00427
OG0000509	Syao.g_01755	Prbh.g_00425
OG0000510	Syao.g_01756	Prbh.g_00424
OG0000511	Syao.g_01757	Prbh.g_00423
OG0000512	Syao.g_01759	Prbh.g_00421
OG0000513	Syao.g_01720	Prbh.g_00412
OG0000514	Syao.g_01727	Prbh.g_00401
OG0000515	Syao.g_01728	Prbh.g_00400
OG0000516	Syao.g_01730	Prbh.g_00399
OG0000517	Syao.g_01735	Prbh.g_00397
OG0000518	Syao.g_01621	Prbh.g_00386
OG0000519	Syao.g_01622	Prbh.g_00385
OG0000520	Syao.g_01512	Prbh.g_00384
OG0000521	Syao.g_00061	Prbh.g_00374
OG0000522	Syao.g_00059	Prbh.g_00372
OG0000523	Syao.g_00058	Prbh.g_00371
OG0000524	Syao.g_02699	Prbh.g_00367
OG0000525	Syao.g_02691	Prbh.g_00363
OG0000526	Syao.g_02688	Prbh.g_00361
OG0000527	Syao.g_02684	Prbh.g_00358
OG0000528	Syao.g_00031	Prbh.g_00353
OG0000529	Syao.g_00027	Prbh.g_00350
OG0000530	Syao.g_00122	Prbh.g_00347
OG0000531	Syao.g_00121	Prbh.g_00346
OG0000532	Syao.g_00118	Prbh.g_00344
OG0000533	Syao.g_00116	Prbh.g_00343
OG0000534	Syao.g_00115	Prbh.g_00342
OG0000535	Syao.g_00114	Prbh.g_00341
OG0000536	Syao.g_00113	Prbh.g_00340
OG0000537	Syao.g_00112	Prbh.g_00339
OG0000538	Syao.g_00100	Prbh.g_00329
OG0000539	Syao.g_00099	Prbh.g_00328
OG0000540	Syao.g_00098	Prbh.g_00327
OG0000541	Syao.g_00097	Prbh.g_00326
OG0000542	Syao.g_00167	Prbh.g_00325
OG0000543	Syao.g_00165	Prbh.g_00323
OG0000544	Syao.g_00164	Prbh.g_00322
OG0000545	Syao.g_00162	Prbh.g_00320
OG0000546	Syao.g_00160	Prbh.g_00317
OG0000547	Syao.g_00158	Prbh.g_00315
OG0000548	Syao.g_00157	Prbh.g_00314
OG0000549	Syao.g_01391	Prbh.g_00311
OG0000550	Syao.g_01396	Prbh.g_00306
OG0000551	Syao.g_01401	Prbh.g_00303
OG0000552	Syao.g_01402	Prbh.g_00302
OG0000553	Syao.g_01404	Prbh.g_00301
OG0000554	Syao.g_01413	Prbh.g_00295
OG0000555	Syao.g_00875	Prbh.g_00288
OG0000556	Syao.g_00871	Prbh.g_00286
OG0000557	Syao.g_00866	Prbh.g_00285
OG0000558	Syao.g_00864	Prbh.g_00283
OG0000559	Syao.g_00860	Prbh.g_00279
OG0000560	Syao.g_00857	Prbh.g_00276
OG0000561	Syao.g_00856	Prbh.g_00275
OG0000562	Syao.g_00855	Prbh.g_00274
OG0000563	Syao.g_00854	Prbh.g_00273
OG0000564	Syao.g_00853	Prbh.g_00272
OG0000565	Syao.g_00849	Prbh.g_00269
