Orthogroup	Syao	Syad
OG0000111	Syao.g_00378	Syad.g_01300
OG0000112	Syao.g_00683, Syao.g_00303	Syad.g_01766
OG0000113	Syao.g_00782	Syad.g_01851
OG0000114	Syao.g_00965	Syad.g_01617
OG0000115	Syao.g_01464, Syao.g_00065	Syad.g_02300
OG0000116	Syao.g_00137	Syad.g_01123
OG0000117	Syao.g_00169	Syad.g_01510
OG0000118	Syao.g_01475	Syad.g_01104
OG0000120	Syao.g_02009	Syad.g_00459
OG0000121	Syao.g_01489	Syad.g_02280
OG0000122	Syao.g_01247	Syad.g_02122
OG0000123	Syao.g_01832	Syad.g_00701
OG0000124	Syao.g_02179	Syad.g_00320
OG0000125	Syao.g_02444	Syad.g_03040
OG0000126	Syao.g_02198	Syad.g_00156
OG0000127	Syao.g_02375	Syad.g_02710, Syad.g_00058, Syad.g_00383
OG0000128	Syao.g_02149	Syad.g_00174
OG0000129	Syao.g_02434	Syad.g_03028
OG0000130	Syao.g_02617	Syad.g_02728
OG0000131	Syao.g_02480	Syad.g_02876
OG0000132	Syao.g_02501	Syad.g_02897
OG0000133	Syao.g_00678	Syad.g_01761
OG0000134	Syao.g_01719	Syad.g_00788
OG0000135	Syao.g_00147	Syad.g_00063
OG0000136	Syao.g_01614, Syao.g_01613	Syad.g_02445
OG0000137	Syao.g_02682	Syad.g_02353
OG0000138	Syao.g_00108	Syad.g_00920
OG0000139	Syao.g_01418	Syad.g_00983
OG0000140	Syao.g_01373, Syao.g_01372	Syad.g_00987
OG0000141	Syao.g_01202	Syad.g_02208
OG0000142	Syao.g_00894	Syad.g_02152
OG0000143	Syao.g_00898	Syad.g_02148
OG0000145	Syao.g_00102	Syad.g_00927
OG0000146	Syao.g_00684, Syao.g_00304	Syad.g_01767
OG0000147	Syao.g_00305, Syao.g_00685	Syad.g_01768
OG0000148	Syao.g_00776	Syad.g_01861
OG0000149	Syao.g_00534	Syad.g_01221
OG0000150	Syao.g_01203	Syad.g_02207, Syad.g_00989
OG0000151	Syao.g_00975	Syad.g_01956
OG0000152	Syao.g_00674	Syad.g_01757
OG0000153	Syao.g_00818, Syao.g_01176	Syad.g_01713
OG0000154	Syao.g_00447	Syad.g_01686
OG0000155	Syao.g_00178	Syad.g_01189
OG0000156	Syao.g_00151	Syad.g_01116
OG0000157	Syao.g_00152	Syad.g_01115
OG0000158	Syao.g_01141, Syao.g_02267	Syad.g_00374
OG0000159	Syao.g_02006	Syad.g_00373
OG0000160	Syao.g_01488	Syad.g_02279
OG0000161	Syao.g_01494	Syad.g_02287
OG0000162	Syao.g_01515	Syad.g_02293
OG0000163	Syao.g_01745	Syad.g_02542
OG0000164	Syao.g_01663	Syad.g_02659
OG0000165	Syao.g_01655	Syad.g_02476
OG0000166	Syao.g_01790	Syad.g_00654
OG0000167	Syao.g_01960	Syad.g_00419
OG0000168	Syao.g_02128	Syad.g_00371
OG0000169	Syao.g_02139	Syad.g_00360
OG0000170	Syao.g_02148	Syad.g_00353
OG0000171	Syao.g_02181	Syad.g_00321
OG0000172	Syao.g_02170	Syad.g_00244
OG0000173	Syao.g_02212	Syad.g_00220
OG0000174	Syao.g_02364, Syao.g_02355	Syad.g_00065
OG0000175	Syao.g_02327, Syao.g_00308	Syad.g_00129
OG0000176	Syao.g_02165	Syad.g_00166
OG0000177	Syao.g_02156	Syad.g_00167
OG0000178	Syao.g_02155	Syad.g_00168
OG0000179	Syao.g_02250	Syad.g_00183
OG0000180	Syao.g_02249	Syad.g_00184
OG0000181	Syao.g_02248	Syad.g_00185
OG0000182	Syao.g_02247	Syad.g_00186
OG0000183	Syao.g_02243	Syad.g_00190
OG0000184	Syao.g_02423	Syad.g_03018
OG0000185	Syao.g_02410	Syad.g_03006
OG0000186	Syao.g_02613	Syad.g_02722
OG0000187	Syao.g_02615	Syad.g_02724
OG0000188	Syao.g_02637	Syad.g_02759
OG0000189	Syao.g_02672	Syad.g_02788
OG0000190	Syao.g_01015	Syad.g_02790
OG0000191	Syao.g_02573	Syad.g_02824
OG0000192	Syao.g_02579	Syad.g_02834
OG0000193	Syao.g_02481	Syad.g_02877
OG0000194	Syao.g_02484	Syad.g_02880
OG0000196	Syao.g_02498	Syad.g_02894
OG0000197	Syao.g_02499	Syad.g_02895
OG0000198	Syao.g_02500	Syad.g_02896
OG0000199	Syao.g_02508	Syad.g_02904
OG0000200	Syao.g_02524	Syad.g_02921
OG0000201	Syao.g_02540	Syad.g_02937
OG0000202	Syao.g_02454	Syad.g_02938
OG0000203	Syao.g_02455	Syad.g_02939
OG0000204	Syao.g_02456	Syad.g_02940
OG0000205	Syao.g_02464	Syad.g_02948
OG0000206	Syao.g_02469	Syad.g_02955
OG0000207	Syao.g_02471	Syad.g_02957
OG0000208	Syao.g_02472	Syad.g_02958
OG0000209	Syao.g_02394	Syad.g_02981
OG0000210	Syao.g_02395	Syad.g_02982
OG0000211	Syao.g_01700	Syad.g_00813
OG0000212	Syao.g_01710	Syad.g_00825
OG0000213	Syao.g_02098	Syad.g_00556
OG0000214	Syao.g_02081	Syad.g_00538
OG0000215	Syao.g_02050	Syad.g_00508
OG0000216	Syao.g_02045	Syad.g_00504, Syad.g_00285
OG0000217	Syao.g_02041	Syad.g_00500
OG0000218	Syao.g_02039	Syad.g_00498
OG0000219	Syao.g_02038	Syad.g_00497
OG0000220	Syao.g_02037	Syad.g_00496
OG0000221	Syao.g_02034	Syad.g_00488
OG0000222	Syao.g_02023	Syad.g_00473
OG0000223	Syao.g_00291	Syad.g_00451
OG0000224	Syao.g_01973	Syad.g_00444
OG0000225	Syao.g_01751	Syad.g_00777
OG0000226	Syao.g_01758	Syad.g_00781
OG0000227	Syao.g_01760	Syad.g_00783
OG0000228	Syao.g_01715	Syad.g_00784
OG0000229	Syao.g_01736	Syad.g_02450
OG0000230	Syao.g_01738	Syad.g_02448
OG0000232	Syao.g_00057	Syad.g_02392
OG0000233	Syao.g_02698	Syad.g_02382
OG0000234	Syao.g_02680	Syad.g_02351
OG0000235	Syao.g_00029	Syad.g_00903
OG0000236	Syao.g_00111	Syad.g_00918
OG0000237	Syao.g_00166	Syad.g_00936
OG0000238	Syao.g_00161	Syad.g_00941
OG0000239	Syao.g_01398	Syad.g_00957
OG0000240	Syao.g_01399	Syad.g_00958
OG0000241	Syao.g_00887	Syad.g_02160
OG0000242	Syao.g_01410	Syad.g_00975
OG0000243	Syao.g_00873	Syad.g_01000
OG0000244	Syao.g_00865	Syad.g_01012
OG0000245	Syao.g_00863	Syad.g_01014
OG0000246	Syao.g_00859	Syad.g_01017
OG0000247	Syao.g_00847	Syad.g_01029
OG0000248	Syao.g_00844	Syad.g_01032
OG0000249	Syao.g_00842	Syad.g_01034
OG0000250	Syao.g_00835	Syad.g_01044
OG0000251	Syao.g_01026	Syad.g_01071
OG0000252	Syao.g_01020	Syad.g_01078
OG0000253	Syao.g_01003	Syad.g_01081
OG0000254	Syao.g_01053	Syad.g_02203
OG0000255	Syao.g_01009	Syad.g_02185
OG0000256	Syao.g_01328	Syad.g_02167
OG0000257	Syao.g_00884	Syad.g_02161
OG0000258	Syao.g_00907	Syad.g_02143
OG0000259	Syao.g_00933, Syao.g_00932	Syad.g_01576
OG0000260	Syao.g_00936	Syad.g_01587
OG0000261	Syao.g_00941	Syad.g_01590
OG0000262	Syao.g_00946	Syad.g_01595
OG0000263	Syao.g_00247	Syad.g_01475
OG0000264	Syao.g_00699	Syad.g_01360
OG0000266	Syao.g_00480	Syad.g_01804
OG0000267	Syao.g_00589	Syad.g_01645
OG0000268	Syao.g_00588	Syad.g_01646
OG0000269	Syao.g_00751	Syad.g_01894
OG0000270	Syao.g_00754	Syad.g_01891
OG0000271	Syao.g_00762	Syad.g_01883
OG0000272	Syao.g_00763	Syad.g_01882
OG0000273	Syao.g_00791	Syad.g_01247
OG0000274	Syao.g_00792	Syad.g_01246
OG0000275	Syao.g_00438	Syad.g_01242
OG0000276	Syao.g_00558	Syad.g_01229
OG0000278	Syao.g_00554	Syad.g_01225
OG0000279	Syao.g_00529	Syad.g_01208
OG0000280	Syao.g_00608	Syad.g_01198
OG0000281	Syao.g_01377	Syad.g_00624
OG0000282	Syao.g_00967	Syad.g_01619
OG0000283	Syao.g_00640	Syad.g_01661
OG0000284	Syao.g_00634	Syad.g_01787
OG0000285	Syao.g_00706	Syad.g_01776
OG0000286	Syao.g_00675	Syad.g_01758
OG0000287	Syao.g_00825	Syad.g_01720
OG0000288	Syao.g_00446	Syad.g_01687
OG0000289	Syao.g_00461	Syad.g_01672
OG0000290	Syao.g_00428	Syad.g_01287
OG0000291	Syao.g_00333	Syad.g_01289
OG0000292	Syao.g_02196	Syad.g_00155
OG0000293	Syao.g_00136	Syad.g_01124
OG0000295	Syao.g_00186	Syad.g_01181
OG0000296	Syao.g_00184	Syad.g_01183
OG0000298	Syao.g_00170	Syad.g_01511
OG0000299	Syao.g_00231	Syad.g_01462
OG0000300	Syao.g_00274	Syad.g_01455
OG0000301	Syao.g_00272, Syao.g_00273	Syad.g_01454
OG0000302	Syao.g_00271	Syad.g_01453
OG0000303	Syao.g_00262	Syad.g_01442
OG0000304	Syao.g_00256	Syad.g_01436
OG0000305	Syao.g_00388	Syad.g_01292
OG0000306	Syao.g_01216	Syad.g_01989
OG0000307	Syao.g_00045	Syad.g_00883
OG0000308	Syao.g_00047	Syad.g_00881
OG0000309	Syao.g_02705	Syad.g_00876
OG0000310	Syao.g_01530	Syad.g_02250
OG0000311	Syao.g_01533	Syad.g_02254
OG0000312	Syao.g_01538	Syad.g_02265
OG0000313	Syao.g_01491	Syad.g_02284
OG0000314	Syao.g_00078	Syad.g_02313
OG0000315	Syao.g_00088	Syad.g_02323
OG0000316	Syao.g_01602	Syad.g_02564
OG0000317	Syao.g_01560	Syad.g_02620
OG0000318	Syao.g_01553	Syad.g_02624
OG0000319	Syao.g_01678	Syad.g_02642
OG0000320	Syao.g_01676	Syad.g_02644
OG0000321	Syao.g_01675	Syad.g_02645
OG0000322	Syao.g_01674	Syad.g_02646
OG0000323	Syao.g_01661	Syad.g_02661
OG0000324	Syao.g_01630	Syad.g_02505
OG0000325	Syao.g_01936	Syad.g_00591
OG0000327	Syao.g_01795	Syad.g_00649
OG0000328	Syao.g_01794	Syad.g_00650
OG0000329	Syao.g_01776	Syad.g_00668
OG0000330	Syao.g_01775	Syad.g_00669
OG0000331	Syao.g_01774	Syad.g_00670
OG0000332	Syao.g_01813	Syad.g_00685
OG0000333	Syao.g_01810	Syad.g_00688
OG0000334	Syao.g_01836	Syad.g_00697
OG0000335	Syao.g_01831	Syad.g_00702
OG0000336	Syao.g_01827	Syad.g_00706
OG0000337	Syao.g_01968	Syad.g_00425, Syad.g_00427
OG0000338	Syao.g_01962	Syad.g_00421
OG0000339	Syao.g_02259	Syad.g_00414
OG0000340	Syao.g_02129	Syad.g_00370
OG0000341	Syao.g_02131	Syad.g_00368
OG0000342	Syao.g_02132	Syad.g_00367
OG0000343	Syao.g_02133	Syad.g_00366
OG0000344	Syao.g_02137	Syad.g_00362
OG0000345	Syao.g_01953	Syad.g_00352
OG0000346	Syao.g_01948	Syad.g_00347
OG0000347	Syao.g_02178	Syad.g_00318
OG0000348	Syao.g_02166	Syad.g_00233
OG0000349	Syao.g_02219	Syad.g_00213
OG0000350	Syao.g_01925	Syad.g_00605
OG0000351	Syao.g_02331	Syad.g_00134
OG0000352	Syao.g_02332	Syad.g_00135
OG0000353	Syao.g_02160	Syad.g_00161
OG0000354	Syao.g_00154, Syao.g_00155	Syad.g_00947
OG0000354	Syao.g_02252	Syad.g_00181
OG0000355	Syao.g_02162	Syad.g_00163
OG0000356	Syao.g_02163	Syad.g_00164
OG0000357	Syao.g_02164	Syad.g_00165
OG0000358	Syao.g_02154	Syad.g_00169
OG0000359	Syao.g_02152	Syad.g_00171
OG0000360	Syao.g_02151	Syad.g_00172
OG0000361	Syao.g_02150	Syad.g_00173
OG0000362	Syao.g_01954	Syad.g_00175
OG0000363	Syao.g_02255	Syad.g_00177
OG0000364	Syao.g_01558	Syad.g_00178
OG0000365	Syao.g_02246	Syad.g_00187
OG0000366	Syao.g_02245	Syad.g_00188
OG0000367	Syao.g_02244	Syad.g_00189
OG0000368	Syao.g_02242	Syad.g_00191
OG0000369	Syao.g_02241	Syad.g_00192
OG0000370	Syao.g_02240	Syad.g_00193
OG0000371	Syao.g_02231	Syad.g_00201
OG0000372	Syao.g_02226	Syad.g_00206
OG0000373	Syao.g_02225	Syad.g_00207
OG0000374	Syao.g_02224	Syad.g_00208
OG0000375	Syao.g_02223	Syad.g_00209
OG0000376	Syao.g_02221	Syad.g_00211
OG0000377	Syao.g_02429	Syad.g_03027
OG0000378	Syao.g_02414	Syad.g_03012
OG0000379	Syao.g_02409	Syad.g_03005
OG0000380	Syao.g_02616	Syad.g_02725
OG0000381	Syao.g_02618	Syad.g_02729
OG0000382	Syao.g_02636	Syad.g_02758
OG0000383	Syao.g_02643	Syad.g_02761
OG0000384	Syao.g_02644	Syad.g_02762
OG0000385	Syao.g_02645	Syad.g_02763
OG0000386	Syao.g_02646	Syad.g_02764
OG0000387	Syao.g_01019	Syad.g_02792
OG0000388	Syao.g_02596	Syad.g_02796
OG0000389	Syao.g_02599	Syad.g_02800
OG0000390	Syao.g_02567	Syad.g_02818
OG0000391	Syao.g_02572	Syad.g_02823
OG0000392	Syao.g_02578	Syad.g_02833
OG0000393	Syao.g_02581	Syad.g_02837
OG0000394	Syao.g_02582	Syad.g_02838
OG0000395	Syao.g_02583	Syad.g_02839
OG0000396	Syao.g_02586	Syad.g_02843
OG0000397	Syao.g_02542	Syad.g_02845
OG0000398	Syao.g_02547	Syad.g_02850
OG0000399	Syao.g_02548	Syad.g_02851
OG0000400	Syao.g_02549	Syad.g_02852
OG0000401	Syao.g_02550	Syad.g_02853
OG0000402	Syao.g_02552	Syad.g_02855
OG0000403	Syao.g_02553	Syad.g_02856
OG0000404	Syao.g_02554	Syad.g_02858
OG0000405	Syao.g_02478	Syad.g_02874
OG0000406	Syao.g_02482	Syad.g_02878
OG0000407	Syao.g_02483	Syad.g_02879
OG0000408	Syao.g_02485	Syad.g_02883
OG0000409	Syao.g_02487	Syad.g_02885
OG0000410	Syao.g_02488	Syad.g_02886
OG0000411	Syao.g_02489	Syad.g_02887
OG0000412	Syao.g_02490	Syad.g_02888
OG0000413	Syao.g_02492	Syad.g_02890
OG0000415	Syao.g_02494	Syad.g_02891
OG0000416	Syao.g_02495	Syad.g_02892
OG0000417	Syao.g_02497	Syad.g_02893
OG0000418	Syao.g_02502	Syad.g_02898
OG0000419	Syao.g_02504	Syad.g_02900
OG0000420	Syao.g_02506	Syad.g_02902
OG0000421	Syao.g_02510	Syad.g_02907
OG0000422	Syao.g_02511	Syad.g_02908
OG0000423	Syao.g_02512	Syad.g_02909
OG0000424	Syao.g_02513	Syad.g_02910
OG0000425	Syao.g_02514	Syad.g_02911
OG0000426	Syao.g_02515	Syad.g_02912
OG0000427	Syao.g_02516	Syad.g_02913
OG0000428	Syao.g_02519	Syad.g_02916
OG0000429	Syao.g_02522	Syad.g_02918
OG0000430	Syao.g_02523	Syad.g_02920
OG0000431	Syao.g_02526	Syad.g_02923
OG0000432	Syao.g_02532	Syad.g_02930
OG0000433	Syao.g_02534	Syad.g_02933
OG0000434	Syao.g_02535	Syad.g_02934
OG0000435	Syao.g_02538	Syad.g_02936
OG0000436	Syao.g_02458	Syad.g_02942
OG0000437	Syao.g_02459	Syad.g_02943
OG0000438	Syao.g_02460	Syad.g_02944
OG0000439	Syao.g_02462	Syad.g_02946
OG0000440	Syao.g_02463	Syad.g_02947
OG0000441	Syao.g_02466	Syad.g_02951
OG0000442	Syao.g_02467	Syad.g_02952
OG0000443	Syao.g_02468	Syad.g_02953
OG0000444	Syao.g_02473	Syad.g_02964
OG0000445	Syao.g_02474	Syad.g_02965
OG0000446	Syao.g_02476	Syad.g_02967
OG0000447	Syao.g_02383	Syad.g_02970
OG0000448	Syao.g_02384	Syad.g_02971
OG0000449	Syao.g_02385	Syad.g_02972
OG0000450	Syao.g_02391	Syad.g_02978
OG0000451	Syao.g_02392	Syad.g_02979
OG0000452	Syao.g_02396	Syad.g_02983
OG0000453	Syao.g_02397	Syad.g_02984
OG0000454	Syao.g_02398	Syad.g_02985
OG0000455	Syao.g_02399	Syad.g_02986
OG0000456	Syao.g_02400	Syad.g_02987
OG0000457	Syao.g_02402	Syad.g_02989
OG0000458	Syao.g_02403	Syad.g_02998
OG0000459	Syao.g_02404	Syad.g_02999
OG0000460	Syao.g_01702	Syad.g_00815
OG0000461	Syao.g_02119	Syad.g_00579
OG0000462	Syao.g_02116	Syad.g_00576
OG0000463	Syao.g_02115	Syad.g_00575
OG0000464	Syao.g_02114	Syad.g_00574
OG0000465	Syao.g_02112	Syad.g_00573
OG0000466	Syao.g_02107	Syad.g_00568
OG0000467	Syao.g_02106	Syad.g_00566
OG0000468	Syao.g_02102	Syad.g_00561
OG0000469	Syao.g_02087	Syad.g_00545
OG0000470	Syao.g_02085	Syad.g_00542
OG0000471	Syao.g_02084	Syad.g_00541
OG0000472	Syao.g_02082	Syad.g_00539
OG0000473	Syao.g_02080	Syad.g_00537
OG0000474	Syao.g_02079	Syad.g_00536
OG0000475	Syao.g_02078	Syad.g_00535
OG0000476	Syao.g_02076	Syad.g_00533
OG0000477	Syao.g_02069	Syad.g_00528
OG0000478	Syao.g_02068	Syad.g_00527
OG0000479	Syao.g_02067	Syad.g_00526
OG0000480	Syao.g_02060	Syad.g_00520
OG0000481	Syao.g_01012	Syad.g_00518
OG0000482	Syao.g_02058	Syad.g_00517
OG0000483	Syao.g_02054	Syad.g_00513
OG0000484	Syao.g_02053	Syad.g_00512
OG0000485	Syao.g_02052	Syad.g_00511
OG0000486	Syao.g_02051	Syad.g_00510
OG0000487	Syao.g_02044	Syad.g_00503
OG0000488	Syao.g_02040	Syad.g_00499
OG0000489	Syao.g_02033	Syad.g_00487
OG0000490	Syao.g_02025	Syad.g_00475
OG0000491	Syao.g_02024	Syad.g_00474
OG0000492	Syao.g_02022	Syad.g_00472
OG0000493	Syao.g_02021	Syad.g_00471
OG0000494	Syao.g_02020	Syad.g_00470
OG0000495	Syao.g_02018	Syad.g_00469
OG0000496	Syao.g_02017	Syad.g_00468
OG0000497	Syao.g_02016	Syad.g_00467
OG0000498	Syao.g_02015	Syad.g_00466
OG0000499	Syao.g_02014	Syad.g_00465
OG0000500	Syao.g_02013	Syad.g_00464
OG0000501	Syao.g_02010	Syad.g_00461
OG0000502	Syao.g_01974	Syad.g_00449
OG0000503	Syao.g_01877	Syad.g_00761
OG0000504	Syao.g_01875	Syad.g_00763
OG0000505	Syao.g_01874	Syad.g_00764
OG0000506	Syao.g_01872	Syad.g_00766
OG0000507	Syao.g_01866	Syad.g_00772
OG0000508	Syao.g_01750	Syad.g_00776
OG0000509	Syao.g_01755	Syad.g_00778
OG0000510	Syao.g_01756	Syad.g_00779
OG0000511	Syao.g_01757	Syad.g_00780
OG0000512	Syao.g_01759	Syad.g_00782
OG0000513	Syao.g_01720	Syad.g_00789
OG0000514	Syao.g_01727	Syad.g_00795
OG0000515	Syao.g_01728	Syad.g_00796
OG0000516	Syao.g_01730	Syad.g_02456
OG0000517	Syao.g_01735	Syad.g_02451
OG0000518	Syao.g_01621	Syad.g_02439
OG0000519	Syao.g_01622	Syad.g_02438
OG0000520	Syao.g_01512	Syad.g_02437
OG0000521	Syao.g_00061	Syad.g_01108
OG0000522	Syao.g_00059	Syad.g_01109
OG0000523	Syao.g_00058	Syad.g_01110
OG0000524	Syao.g_02699	Syad.g_02386
OG0000525	Syao.g_02691	Syad.g_02363
OG0000526	Syao.g_02688	Syad.g_02360
OG0000527	Syao.g_02684	Syad.g_02355
OG0000528	Syao.g_00031	Syad.g_00897
OG0000529	Syao.g_00027	Syad.g_00905
OG0000530	Syao.g_00122	Syad.g_00908
OG0000531	Syao.g_00121	Syad.g_00909
OG0000532	Syao.g_00118	Syad.g_00912
OG0000533	Syao.g_00116	Syad.g_00913
OG0000534	Syao.g_00115	Syad.g_00914
OG0000535	Syao.g_00114	Syad.g_00915
OG0000536	Syao.g_00113	Syad.g_00916
OG0000537	Syao.g_00112	Syad.g_00917
OG0000538	Syao.g_00100	Syad.g_00929
OG0000539	Syao.g_00099	Syad.g_00930
OG0000540	Syao.g_00098	Syad.g_00931
OG0000541	Syao.g_00097	Syad.g_00932
OG0000542	Syao.g_00167	Syad.g_00935
OG0000543	Syao.g_00165	Syad.g_00937
OG0000544	Syao.g_00164	Syad.g_00938
OG0000545	Syao.g_00162	Syad.g_00940
OG0000546	Syao.g_00160	Syad.g_00942
OG0000547	Syao.g_00158	Syad.g_00944
OG0000548	Syao.g_00157	Syad.g_00945
OG0000549	Syao.g_01391	Syad.g_00952
OG0000550	Syao.g_01396	Syad.g_00956
OG0000551	Syao.g_01401	Syad.g_00960
OG0000552	Syao.g_01402	Syad.g_00961
OG0000553	Syao.g_01404	Syad.g_00965
OG0000554	Syao.g_01413	Syad.g_00978
OG0000555	Syao.g_00875	Syad.g_00999
OG0000556	Syao.g_00871	Syad.g_01003
OG0000557	Syao.g_00866	Syad.g_01011
OG0000558	Syao.g_00864	Syad.g_01013
OG0000559	Syao.g_00860	Syad.g_01016
OG0000560	Syao.g_00857	Syad.g_01019
OG0000561	Syao.g_00856	Syad.g_01020
OG0000562	Syao.g_00855	Syad.g_01021
OG0000563	Syao.g_00854	Syad.g_01022
OG0000564	Syao.g_00853	Syad.g_01023
OG0000565	Syao.g_00849	Syad.g_01027
OG0000566	Syao.g_00845	Syad.g_01031
OG0000567	Syao.g_00841	Syad.g_01035
OG0000568	Syao.g_00839	Syad.g_01040
OG0000569	Syao.g_00838	Syad.g_01041
OG0000570	Syao.g_00837	Syad.g_01042
OG0000571	Syao.g_00834	Syad.g_01046
OG0000572	Syao.g_01033	Syad.g_01064
OG0000573	Syao.g_01022	Syad.g_01072
OG0000574	Syao.g_01021	Syad.g_01077
OG0000575	Syao.g_01000	Syad.g_01083
OG0000576	Syao.g_00996	Syad.g_01085
OG0000577	Syao.g_00995	Syad.g_01086
OG0000578	Syao.g_00994	Syad.g_01087
OG0000579	Syao.g_00993	Syad.g_01088
OG0000580	Syao.g_00992	Syad.g_01089
OG0000581	Syao.g_01059	Syad.g_01097
OG0000582	Syao.g_01204	Syad.g_02206
OG0000583	Syao.g_01205	Syad.g_02205
OG0000584	Syao.g_01206	Syad.g_02204
OG0000585	Syao.g_01054	Syad.g_02202
OG0000586	Syao.g_01055	Syad.g_02201
OG0000587	Syao.g_01057	Syad.g_02199
OG0000588	Syao.g_00406	Syad.g_02183
