Orthogroup	Pran	Praq
OG0000186	Pran.g_00368	Praq.g_01939
OG0000187	Pran.g_00367	Praq.g_01938
OG0000188	Pran.g_00350	Praq.g_01921
OG0000189	Pran.g_00337	Praq.g_01907
OG0000190	Pran.g_00336	Praq.g_01906
OG0000191	Pran.g_00316	Praq.g_01886
OG0000192	Pran.g_00312	Praq.g_01882
OG0000193	Pran.g_00287	Praq.g_01856
OG0000194	Pran.g_00283	Praq.g_01853
OG0000195	Pran.g_00281	Praq.g_01851
OG0000196	Pran.g_00271	Praq.g_01841
OG0000197	Pran.g_00270	Praq.g_01840
OG0000198	Pran.g_00269	Praq.g_01839
OG0000199	Pran.g_00262	Praq.g_01832
OG0000200	Pran.g_00248	Praq.g_01818
OG0000201	Pran.g_00240	Praq.g_01810
OG0000202	Pran.g_00239	Praq.g_01809
OG0000203	Pran.g_00238	Praq.g_01808
OG0000204	Pran.g_00237	Praq.g_01807
OG0000205	Pran.g_00230	Praq.g_01800
OG0000206	Pran.g_00225	Praq.g_01795
OG0000207	Pran.g_00223	Praq.g_01793
OG0000208	Pran.g_00222	Praq.g_01792
OG0000209	Pran.g_00213	Praq.g_01783
OG0000210	Pran.g_00212	Praq.g_01782
OG0000211	Pran.g_00199	Praq.g_01769
OG0000212	Pran.g_00193	Praq.g_01762
OG0000213	Pran.g_01935	Praq.g_01746
OG0000214	Pran.g_01926	Praq.g_01736
OG0000215	Pran.g_01902	Praq.g_01710
OG0000216	Pran.g_01900	Praq.g_01708
OG0000217	Pran.g_01897	Praq.g_01705
OG0000218	Pran.g_01895	Praq.g_01703
OG0000219	Pran.g_01894	Praq.g_01702
OG0000220	Pran.g_01893	Praq.g_01701
OG0000221	Pran.g_01892	Praq.g_01700
OG0000222	Pran.g_01884	Praq.g_01692
OG0000223	Pran.g_01871	Praq.g_01679
OG0000224	Pran.g_01869	Praq.g_01677
OG0000225	Pran.g_01849	Praq.g_01199
OG0000226	Pran.g_01845	Praq.g_01195
OG0000227	Pran.g_01843	Praq.g_01193
OG0000228	Pran.g_01840	Praq.g_01189
OG0000229	Pran.g_01744	Praq.g_01121
OG0000230	Pran.g_01742	Praq.g_01119
OG0000231	Pran.g_01728	Praq.g_01108
OG0000232	Pran.g_01720	Praq.g_00507
OG0000233	Pran.g_01715	Praq.g_00513
OG0000234	Pran.g_01702	Praq.g_00527
OG0000235	Pran.g_01699	Praq.g_00530
OG0000236	Pran.g_01685	Praq.g_00544
OG0000237	Pran.g_01672	Praq.g_01096
OG0000238	Pran.g_01666	Praq.g_01090
OG0000239	Pran.g_01653	Praq.g_01077
OG0000240	Pran.g_01652	Praq.g_01076
OG0000241	Pran.g_01648	Praq.g_01072
OG0000242	Pran.g_01646	Praq.g_01070
OG0000243	Pran.g_01635	Praq.g_01059
OG0000244	Pran.g_01632	Praq.g_01056
OG0000245	Pran.g_01630	Praq.g_01054
OG0000246	Pran.g_01626	Praq.g_01050
OG0000247	Pran.g_01616	Praq.g_01040
OG0000248	Pran.g_01613	Praq.g_01038
OG0000249	Pran.g_01611	Praq.g_01036
OG0000250	Pran.g_01606	Praq.g_01031
OG0000251	Pran.g_01587	Praq.g_01012
OG0000252	Pran.g_01584	Praq.g_01008
OG0000253	Pran.g_01583	Praq.g_01007
OG0000254	Pran.g_01567	Praq.g_00991
OG0000255	Pran.g_01561	Praq.g_00985
OG0000256	Pran.g_01551	Praq.g_00975
OG0000257	Pran.g_01548	Praq.g_00972
OG0000258	Pran.g_01535	Praq.g_00959
OG0000259	Pran.g_01518	Praq.g_00789
OG0000260	Pran.g_01515	Praq.g_00792
OG0000261	Pran.g_01513	Praq.g_00794
OG0000262	Pran.g_01509	Praq.g_00798
OG0000263	Pran.g_01497	Praq.g_00810
OG0000264	Pran.g_01487	Praq.g_00820
OG0000265	Pran.g_01460	Praq.g_00583
OG0000266	Pran.g_01450	Praq.g_00593
OG0000267	Pran.g_01439	Praq.g_00604
OG0000268	Pran.g_01438	Praq.g_00605
OG0000269	Pran.g_01348	Praq.g_00665
OG0000270	Pran.g_01345	Praq.g_00668
OG0000271	Pran.g_01337	Praq.g_00676
OG0000272	Pran.g_01336	Praq.g_00677
OG0000273	Pran.g_01313	Praq.g_01428
OG0000274	Pran.g_01312	Praq.g_01429
OG0000275	Pran.g_01310	Praq.g_01431
OG0000276	Pran.g_01305	Praq.g_01436
OG0000277	Pran.g_01304	Praq.g_01437
OG0000278	Pran.g_01301	Praq.g_01440
OG0000279	Pran.g_01294	Praq.g_01447
OG0000280	Pran.g_01293	Praq.g_01448
OG0000281	Pran.g_01287	Praq.g_01454
OG0000282	Pran.g_00431	Praq.g_01492
OG0000283	Pran.g_00464	Praq.g_01525
OG0000284	Pran.g_00469	Praq.g_01530
OG0000285	Pran.g_00474	Praq.g_01535
OG0000286	Pran.g_00486	Praq.g_01547
OG0000287	Pran.g_00503	Praq.g_01564
OG0000288	Pran.g_00541	Praq.g_01592
OG0000289	Pran.g_00552	Praq.g_01603
OG0000290	Pran.g_00565	Praq.g_01616
OG0000291	Pran.g_00567	Praq.g_01618
OG0000292	Pran.g_00135	Praq.g_01667
OG0000293	Pran.g_00069	Praq.g_01324
OG0000294	Pran.g_00068	Praq.g_01325
OG0000295	Pran.g_00048	Praq.g_01345
OG0000296	Pran.g_00046	Praq.g_01347
OG0000297	Pran.g_00038	Praq.g_01355
OG0000298	Pran.g_00037	Praq.g_01356
OG0000299	Pran.g_00020	Praq.g_01373
OG0000300	Pran.g_00017	Praq.g_01376
OG0000301	Pran.g_00016	Praq.g_01377
OG0000302	Pran.g_00014	Praq.g_01379
OG0000303	Pran.g_00007	Praq.g_01386
OG0000304	Pran.g_00003	Praq.g_01390
OG0000305	Pran.g_00848	Praq.g_00167
OG0000306	Pran.g_00846	Praq.g_00170
OG0000307	Pran.g_00832	Praq.g_00186
OG0000308	Pran.g_00831	Praq.g_00187
OG0000309	Pran.g_00827	Praq.g_00191
OG0000310	Pran.g_00748	Praq.g_00279
OG0000311	Pran.g_00746	Praq.g_00281
OG0000312	Pran.g_00743	Praq.g_00284
OG0000313	Pran.g_00729	Praq.g_00298
OG0000314	Pran.g_00706	Praq.g_00321
OG0000315	Pran.g_00696	Praq.g_00331
OG0000316	Pran.g_00676	Praq.g_00351
OG0000317	Pran.g_00968	Praq.g_01954, Praq.g_00499
OG0000318	Pran.g_00971	Praq.g_00496
OG0000319	Pran.g_00984	Praq.g_00483
OG0000320	Pran.g_00986	Praq.g_00481
OG0000321	Pran.g_00987	Praq.g_00480
OG0000322	Pran.g_00988	Praq.g_00479
OG0000323	Pran.g_00997	Praq.g_00470
OG0000324	Pran.g_01023	Praq.g_00444
OG0000325	Pran.g_01033	Praq.g_00950
OG0000326	Pran.g_01039	Praq.g_00944
OG0000327	Pran.g_01063	Praq.g_00920
OG0000328	Pran.g_01064	Praq.g_00919
OG0000329	Pran.g_01082	Praq.g_00902
OG0000330	Pran.g_01083	Praq.g_00901
OG0000331	Pran.g_01084	Praq.g_00900
OG0000332	Pran.g_01098	Praq.g_00886
OG0000333	Pran.g_01100	Praq.g_00884
OG0000334	Pran.g_01108	Praq.g_00876
OG0000335	Pran.g_01113	Praq.g_00872
OG0000336	Pran.g_01117	Praq.g_00868
OG0000337	Pran.g_01133	Praq.g_00735
OG0000338	Pran.g_01134	Praq.g_00736
OG0000339	Pran.g_01138	Praq.g_00740
OG0000340	Pran.g_01145	Praq.g_00748
OG0000341	Pran.g_01147	Praq.g_00750
OG0000342	Pran.g_01148	Praq.g_00751
OG0000343	Pran.g_01149	Praq.g_00752
OG0000344	Pran.g_01152	Praq.g_00755
OG0000345	Pran.g_01157	Praq.g_00760
OG0000346	Pran.g_01161	Praq.g_00764
OG0000347	Pran.g_01177	Praq.g_00683
OG0000348	Pran.g_01187	Praq.g_00692
OG0000349	Pran.g_01203	Praq.g_00709
OG0000350	Pran.g_01222	Praq.g_00392
OG0000351	Pran.g_01239	Praq.g_00409
OG0000352	Pran.g_01240	Praq.g_00410
OG0000353	Pran.g_01256	Praq.g_00425
OG0000355	Pran.g_01258	Praq.g_00427
OG0000356	Pran.g_01259	Praq.g_00428
OG0000357	Pran.g_01260	Praq.g_00429
OG0000358	Pran.g_01264	Praq.g_00433
OG0000359	Pran.g_01265	Praq.g_00434
OG0000360	Pran.g_01266	Praq.g_00435
OG0000361	Pran.g_01267	Praq.g_00436
OG0000362	Pran.g_01269	Praq.g_00438
OG0000363	Pran.g_00410	Praq.g_01217
OG0000364	Pran.g_00409	Praq.g_01218
OG0000365	Pran.g_00404	Praq.g_01223
OG0000366	Pran.g_00403	Praq.g_01224
OG0000367	Pran.g_00402	Praq.g_01225
OG0000368	Pran.g_00400	Praq.g_01227
OG0000369	Pran.g_00399	Praq.g_01228
OG0000370	Pran.g_00398	Praq.g_01229
OG0000371	Pran.g_00392	Praq.g_01235
OG0000372	Pran.g_00389	Praq.g_01239
OG0000373	Pran.g_00388	Praq.g_01240
OG0000374	Pran.g_00387	Praq.g_01241
OG0000375	Pran.g_00385	Praq.g_01255
OG0000376	Pran.g_00383	Praq.g_01257
OG0000377	Pran.g_00380	Praq.g_01261
OG0000378	Pran.g_00378	Praq.g_01263
OG0000379	Pran.g_00375	Praq.g_01266
OG0000380	Pran.g_00366	Praq.g_01937
OG0000381	Pran.g_00362	Praq.g_01933
OG0000382	Pran.g_00351	Praq.g_01922
OG0000383	Pran.g_00349	Praq.g_01920
OG0000384	Pran.g_00348	Praq.g_01919
OG0000385	Pran.g_00347	Praq.g_01918
OG0000386	Pran.g_00346	Praq.g_01917
OG0000387	Pran.g_00334	Praq.g_01904
OG0000388	Pran.g_00331	Praq.g_01901
OG0000389	Pran.g_00327	Praq.g_01897
OG0000390	Pran.g_00320	Praq.g_01890
OG0000391	Pran.g_00317	Praq.g_01887
OG0000392	Pran.g_00313	Praq.g_01883
OG0000393	Pran.g_00311	Praq.g_01881
OG0000394	Pran.g_00310	Praq.g_01880
OG0000395	Pran.g_00309	Praq.g_01879
OG0000396	Pran.g_00307	Praq.g_01876
OG0000397	Pran.g_00305	Praq.g_01874
OG0000398	Pran.g_00303	Praq.g_01872
OG0000399	Pran.g_00302	Praq.g_01871
OG0000400	Pran.g_00301	Praq.g_01870
OG0000401	Pran.g_00300	Praq.g_01869
OG0000402	Pran.g_00298	Praq.g_01867
OG0000403	Pran.g_00297	Praq.g_01866
OG0000404	Pran.g_00296	Praq.g_01865
OG0000405	Pran.g_00292	Praq.g_01861
OG0000406	Pran.g_00286	Praq.g_01855
OG0000407	Pran.g_00285	Praq.g_01854
OG0000408	Pran.g_00282	Praq.g_01852
OG0000409	Pran.g_00280	Praq.g_01850
OG0000410	Pran.g_00279	Praq.g_01849
OG0000411	Pran.g_00278	Praq.g_01848
OG0000412	Pran.g_00277	Praq.g_01847
OG0000413	Pran.g_00276	Praq.g_01846
OG0000414	Pran.g_00275	Praq.g_01845
OG0000415	Pran.g_00274	Praq.g_01844
OG0000416	Pran.g_00273	Praq.g_01843
OG0000417	Pran.g_00272	Praq.g_01842
OG0000418	Pran.g_00267	Praq.g_01837
OG0000419	Pran.g_00265	Praq.g_01835
OG0000420	Pran.g_00264	Praq.g_01834
OG0000421	Pran.g_00259	Praq.g_01829
OG0000422	Pran.g_00258	Praq.g_01828
OG0000423	Pran.g_00257	Praq.g_01827
OG0000424	Pran.g_00256	Praq.g_01826
OG0000425	Pran.g_00255	Praq.g_01825
OG0000426	Pran.g_00254	Praq.g_01824
OG0000427	Pran.g_00253	Praq.g_01823
OG0000428	Pran.g_00251	Praq.g_01821
OG0000429	Pran.g_00250	Praq.g_01820
OG0000430	Pran.g_00249	Praq.g_01819
OG0000431	Pran.g_00247	Praq.g_01817
OG0000432	Pran.g_00244	Praq.g_01814
OG0000433	Pran.g_00243	Praq.g_01813
OG0000434	Pran.g_00242	Praq.g_01812
OG0000435	Pran.g_00241	Praq.g_01811
OG0000436	Pran.g_00236	Praq.g_01806
OG0000437	Pran.g_00235	Praq.g_01805
OG0000438	Pran.g_00234	Praq.g_01804
OG0000439	Pran.g_00232	Praq.g_01802
OG0000440	Pran.g_00231	Praq.g_01801
OG0000441	Pran.g_00228	Praq.g_01798
OG0000442	Pran.g_00227	Praq.g_01797
OG0000443	Pran.g_00226	Praq.g_01796
OG0000444	Pran.g_00221	Praq.g_01791
OG0000445	Pran.g_00220	Praq.g_01790
OG0000446	Pran.g_00219	Praq.g_01789
OG0000447	Pran.g_00218	Praq.g_01788
OG0000448	Pran.g_00217	Praq.g_01787
OG0000449	Pran.g_00216	Praq.g_01786
OG0000450	Pran.g_00215	Praq.g_01785
OG0000451	Pran.g_00214	Praq.g_01784
OG0000452	Pran.g_00211	Praq.g_01781
OG0000453	Pran.g_00210	Praq.g_01780
OG0000454	Pran.g_00209	Praq.g_01779
OG0000455	Pran.g_00208	Praq.g_01778
OG0000456	Pran.g_00207	Praq.g_01777
OG0000457	Pran.g_00206	Praq.g_01776
OG0000458	Pran.g_00205	Praq.g_01775
OG0000459	Pran.g_00204	Praq.g_01774
OG0000460	Pran.g_00197	Praq.g_01767
OG0000461	Pran.g_01950	Praq.g_01760
OG0000462	Pran.g_01948	Praq.g_01758
OG0000463	Pran.g_01947	Praq.g_01757
OG0000464	Pran.g_01946	Praq.g_01756
OG0000465	Pran.g_01945	Praq.g_01755
OG0000466	Pran.g_01942	Praq.g_01752
OG0000467	Pran.g_01941	Praq.g_01751
OG0000468	Pran.g_01939	Praq.g_01750
OG0000469	Pran.g_01931	Praq.g_01741
OG0000470	Pran.g_01929	Praq.g_01739
OG0000471	Pran.g_01928	Praq.g_01738
OG0000472	Pran.g_01927	Praq.g_01737
OG0000473	Pran.g_01925	Praq.g_01735
OG0000474	Pran.g_01924	Praq.g_01734
OG0000475	Pran.g_01923	Praq.g_01733
OG0000476	Pran.g_01922	Praq.g_01732
OG0000477	Pran.g_01919	Praq.g_01728
OG0000478	Pran.g_01918	Praq.g_01727
OG0000479	Pran.g_01917	Praq.g_01726
OG0000480	Pran.g_01912	Praq.g_01721
OG0000481	Pran.g_01910	Praq.g_01718
OG0000482	Pran.g_01909	Praq.g_01717
OG0000483	Pran.g_01906	Praq.g_01714
OG0000484	Pran.g_01905	Praq.g_01713
OG0000485	Pran.g_01904	Praq.g_01712
OG0000486	Pran.g_01903	Praq.g_01711
OG0000487	Pran.g_01899	Praq.g_01707
OG0000488	Pran.g_01896	Praq.g_01704
OG0000489	Pran.g_01891	Praq.g_01699
OG0000490	Pran.g_01886	Praq.g_01694
OG0000491	Pran.g_01885	Praq.g_01693
OG0000492	Pran.g_01883	Praq.g_01691
OG0000493	Pran.g_01882	Praq.g_01690
OG0000494	Pran.g_01881	Praq.g_01689
OG0000495	Pran.g_01880	Praq.g_01688
OG0000496	Pran.g_01879	Praq.g_01687
OG0000497	Pran.g_01878	Praq.g_01686
OG0000498	Pran.g_01877	Praq.g_01685
OG0000499	Pran.g_01876	Praq.g_01684
OG0000500	Pran.g_01875	Praq.g_01683
OG0000501	Pran.g_01873	Praq.g_01681
OG0000502	Pran.g_01870	Praq.g_01678
OG0000503	Pran.g_01860	Praq.g_01211
OG0000504	Pran.g_01859	Praq.g_01210
OG0000505	Pran.g_01858	Praq.g_01209
OG0000506	Pran.g_01857	Praq.g_01207
OG0000507	Pran.g_01854	Praq.g_01204
OG0000508	Pran.g_01850	Praq.g_01200
OG0000509	Pran.g_01848	Praq.g_01198
OG0000510	Pran.g_01847	Praq.g_01197
OG0000511	Pran.g_01846	Praq.g_01196
OG0000512	Pran.g_01844	Praq.g_01194
OG0000513	Pran.g_01837	Praq.g_01186
OG0000514	Pran.g_01749	Praq.g_01126
OG0000515	Pran.g_01748	Praq.g_01125
OG0000516	Pran.g_01747	Praq.g_01124
OG0000517	Pran.g_01745	Praq.g_01122
OG0000518	Pran.g_01734	Praq.g_01111
OG0000519	Pran.g_01733	Praq.g_01110
OG0000520	Pran.g_01729	Praq.g_01109
OG0000521	Pran.g_01724	Praq.g_00502
OG0000522	Pran.g_01723	Praq.g_00504
OG0000523	Pran.g_01722	Praq.g_00505
OG0000524	Pran.g_01717	Praq.g_00511
OG0000525	Pran.g_01714	Praq.g_00514
OG0000526	Pran.g_01713	Praq.g_00515
OG0000527	Pran.g_01705	Praq.g_00524
OG0000528	Pran.g_01700	Praq.g_00529
OG0000529	Pran.g_01697	Praq.g_00532
OG0000530	Pran.g_01694	Praq.g_00535
OG0000531	Pran.g_01693	Praq.g_00536
OG0000532	Pran.g_01691	Praq.g_00538
OG0000533	Pran.g_01690	Praq.g_00539
OG0000534	Pran.g_01689	Praq.g_00540
OG0000535	Pran.g_01688	Praq.g_00541
OG0000536	Pran.g_01687	Praq.g_00542
OG0000537	Pran.g_01686	Praq.g_00543
OG0000538	Pran.g_01678	Praq.g_01102
OG0000539	Pran.g_01677	Praq.g_01101
OG0000540	Pran.g_01676	Praq.g_01100
OG0000541	Pran.g_01675	Praq.g_01099
OG0000542	Pran.g_01673	Praq.g_01097
OG0000543	Pran.g_01671	Praq.g_01095
OG0000544	Pran.g_01670	Praq.g_01094
OG0000545	Pran.g_01668	Praq.g_01092
OG0000546	Pran.g_01665	Praq.g_01089
OG0000547	Pran.g_01663	Praq.g_01087
OG0000548	Pran.g_01662	Praq.g_01086
OG0000549	Pran.g_01660	Praq.g_01084
OG0000550	Pran.g_01655	Praq.g_01079
OG0000551	Pran.g_01651	Praq.g_01075
OG0000552	Pran.g_01650	Praq.g_01074
OG0000553	Pran.g_01649	Praq.g_01073
OG0000554	Pran.g_01644	Praq.g_01068
OG0000555	Pran.g_01636	Praq.g_01060
OG0000556	Pran.g_01634	Praq.g_01058
OG0000557	Pran.g_01633	Praq.g_01057
OG0000558	Pran.g_01631	Praq.g_01055
OG0000559	Pran.g_01627	Praq.g_01051
OG0000560	Pran.g_01624	Praq.g_01048
OG0000561	Pran.g_01623	Praq.g_01047
OG0000562	Pran.g_01622	Praq.g_01046
OG0000563	Pran.g_01621	Praq.g_01045
OG0000564	Pran.g_01620	Praq.g_01044
OG0000565	Pran.g_01617	Praq.g_01041
OG0000566	Pran.g_01614	Praq.g_01039
OG0000567	Pran.g_01610	Praq.g_01035
OG0000568	Pran.g_01609	Praq.g_01034
OG0000569	Pran.g_01608	Praq.g_01033
OG0000570	Pran.g_01607	Praq.g_01032
