Orthogroup	Pran	Prbd
OG0000035	Pran.g_00733	Prbd.g_01689
OG0000037	Pran.g_00324	Prbd.g_01135
OG0000038	Pran.g_01210	Prbd.g_01283
OG0000039	Pran.g_01492	Prbd.g_00558
OG0000040	Pran.g_00923	Prbd.g_01550
OG0000040	Pran.g_00079	Prbd.g_00448
OG0000041	Pran.g_01016	Prbd.g_01478
OG0000042	Pran.g_01167	Prbd.g_01328
OG0000043	Pran.g_00179	Prbd.g_00174
OG0000045	Pran.g_01823	Prbd.g_00867
OG0000047	Pran.g_01864	Prbd.g_00909
OG0000048	Pran.g_01772	Prbd.g_00439
OG0000048	Pran.g_01820	Prbd.g_00864
OG0000049	Pran.g_01811	Prbd.g_00854
OG0000049	Pran.g_00526	Prbd.g_01894
OG0000050	Pran.g_00946	Prbd.g_01928
OG0000050	Pran.g_00149	Prbd.g_00375
OG0000051	Pran.g_00944	Prbd.g_01544
OG0000053	Pran.g_00713	Prbd.g_01669
OG0000054	Pran.g_01572	Prbd.g_00638
OG0000055	Pran.g_01362	Prbd.g_00083
OG0000057	Pran.g_01480	Prbd.g_00546
OG0000058	Pran.g_00807	Prbd.g_01733
OG0000059	Pran.g_01056	Prbd.g_01439
OG0000060	Pran.g_01399	Prbd.g_00824
OG0000061	Pran.g_00060	Prbd.g_00468
OG0000062	Pran.g_00655	Prbd.g_01610
OG0000063	Pran.g_00391	Prbd.g_01204
OG0000065	Pran.g_00326	Prbd.g_01137
OG0000066	Pran.g_01639	Prbd.g_00703
OG0000067	Pran.g_01343	Prbd.g_00102
OG0000068	Pran.g_00841	Prbd.g_01764
OG0000069	Pran.g_00614	Prbd.g_01575
OG0000070	Pran.g_01727	Prbd.g_00792
OG0000071	Pran.g_00938, Pran.g_00876	Prbd.g_01801
OG0000072	Pran.g_00261	Prbd.g_01069
OG0000073	Pran.g_01679	Prbd.g_00743
OG0000074	Pran.g_01496	Prbd.g_00562
OG0000075	Pran.g_01137	Prbd.g_01359
OG0000076	Pran.g_01160	Prbd.g_01335
OG0000077	Pran.g_00354	Prbd.g_01166
OG0000078	Pran.g_00194	Prbd.g_01000
OG0000079	Pran.g_01940	Prbd.g_00987
OG0000081	Pran.g_01647	Prbd.g_00711
OG0000082	Pran.g_01593	Prbd.g_00658
OG0000083	Pran.g_00895	Prbd.g_01855
OG0000083	Pran.g_00576	Prbd.g_00031
OG0000084	Pran.g_00737	Prbd.g_01693
OG0000085	Pran.g_00963	Prbd.g_01532
OG0000086	Pran.g_00344	Prbd.g_01156
OG0000087	Pran.g_00295	Prbd.g_01104, Prbd.g_01103
OG0000088	Pran.g_00266	Prbd.g_01074
OG0000089	Pran.g_01839	Prbd.g_00883
OG0000090	Pran.g_01645	Prbd.g_00709
OG0000091	Pran.g_01536	Prbd.g_00602
OG0000092	Pran.g_00434	Prbd.g_00211
OG0000093	Pran.g_00455	Prbd.g_00232
OG0000094	Pran.g_00549	Prbd.g_00321
OG0000095	Pran.g_00903, Pran.g_00568	Prbd.g_00340
OG0000096	Pran.g_00603	Prbd.g_01840
OG0000096	Pran.g_00114	Prbd.g_00409
OG0000097	Pran.g_00019	Prbd.g_00509
OG0000098	Pran.g_00855	Prbd.g_01782
OG0000099	Pran.g_00806	Prbd.g_01734
OG0000100	Pran.g_00659	Prbd.g_01614
OG0000101	Pran.g_01105	Prbd.g_01391
OG0000102	Pran.g_01165	Prbd.g_01330
OG0000103	Pran.g_01244	Prbd.g_01250
OG0000104	Pran.g_01253	Prbd.g_01241
OG0000105	Pran.g_01920	Prbd.g_00965
OG0000106	Pran.g_01824	Prbd.g_00868
OG0000107	Pran.g_01808	Prbd.g_00852
OG0000108	Pran.g_01698	Prbd.g_00762
OG0000109	Pran.g_01684	Prbd.g_00748
OG0000110	Pran.g_01603	Prbd.g_00668
OG0000111	Pran.g_01479	Prbd.g_00545
OG0000112	Pran.g_01378	Prbd.g_00066
OG0000113	Pran.g_01321	Prbd.g_00124
OG0000114	Pran.g_00429	Prbd.g_00206
OG0000115	Pran.g_00123	Prbd.g_00401
OG0000116	Pran.g_00070	Prbd.g_00458
OG0000117	Pran.g_01466	Prbd.g_01895
OG0000118	Pran.g_00864	Prbd.g_01789
OG0000119	Pran.g_00845	Prbd.g_01768
OG0000120	Pran.g_00752	Prbd.g_01737
OG0000121	Pran.g_00731	Prbd.g_01687
OG0000122	Pran.g_00693	Prbd.g_01649
OG0000123	Pran.g_01112	Prbd.g_01384
OG0000124	Pran.g_01176	Prbd.g_01318
OG0000125	Pran.g_01212	Prbd.g_01281
OG0000126	Pran.g_01252	Prbd.g_01242
OG0000128	Pran.g_01268	Prbd.g_01226
OG0000129	Pran.g_00381	Prbd.g_01194
OG0000130	Pran.g_00363	Prbd.g_01175
OG0000131	Pran.g_00288	Prbd.g_01095
OG0000132	Pran.g_00268	Prbd.g_01076
OG0000133	Pran.g_01872	Prbd.g_00917
OG0000134	Pran.g_01838	Prbd.g_00882
OG0000135	Pran.g_01812	Prbd.g_00855
OG0000136	Pran.g_01739	Prbd.g_01722, Prbd.g_00801
OG0000137	Pran.g_01703	Prbd.g_00767
OG0000138	Pran.g_01683	Prbd.g_00747
OG0000139	Pran.g_01641	Prbd.g_00705
OG0000140	Pran.g_01640	Prbd.g_00704
OG0000141	Pran.g_01571	Prbd.g_00637
OG0000142	Pran.g_01543	Prbd.g_00609
OG0000143	Pran.g_01539	Prbd.g_00605
OG0000144	Pran.g_01526	Prbd.g_00592
OG0000145	Pran.g_01400	Prbd.g_00062
OG0000146	Pran.g_01377	Prbd.g_00067
OG0000147	Pran.g_01376	Prbd.g_00068
OG0000148	Pran.g_01327	Prbd.g_00118
OG0000149	Pran.g_01297	Prbd.g_00149
OG0000150	Pran.g_01289	Prbd.g_00157
OG0000151	Pran.g_00439	Prbd.g_00216
OG0000152	Pran.g_00487	Prbd.g_00264
OG0000153	Pran.g_00506	Prbd.g_00283
OG0000154	Pran.g_00542	Prbd.g_00314
OG0000155	Pran.g_00040	Prbd.g_00488
OG0000156	Pran.g_00887	Prbd.g_01812
OG0000157	Pran.g_00886	Prbd.g_01811
OG0000158	Pran.g_00822	Prbd.g_01736
OG0000159	Pran.g_00808	Prbd.g_01735
OG0000160	Pran.g_00732	Prbd.g_01688
OG0000161	Pran.g_00726	Prbd.g_01682
OG0000162	Pran.g_00720	Prbd.g_01676
OG0000163	Pran.g_00686	Prbd.g_01642
OG0000164	Pran.g_00994	Prbd.g_01501
OG0000165	Pran.g_01001	Prbd.g_01494
OG0000166	Pran.g_01069, Pran.g_01068	Prbd.g_01427
OG0000167	Pran.g_01135	Prbd.g_01361
OG0000168	Pran.g_01144	Prbd.g_01351
OG0000169	Pran.g_01154	Prbd.g_01341
OG0000170	Pran.g_01156	Prbd.g_01339
OG0000171	Pran.g_01175	Prbd.g_01319
OG0000172	Pran.g_01184	Prbd.g_01310
OG0000173	Pran.g_01199	Prbd.g_01295
OG0000174	Pran.g_01226	Prbd.g_01268
OG0000175	Pran.g_01236	Prbd.g_01258
OG0000176	Pran.g_01261	Prbd.g_01233
OG0000177	Pran.g_01262	Prbd.g_01232
OG0000178	Pran.g_01263	Prbd.g_01231
OG0000179	Pran.g_00408	Prbd.g_01221
OG0000180	Pran.g_00407	Prbd.g_01220
OG0000181	Pran.g_00406	Prbd.g_01219
OG0000182	Pran.g_00405	Prbd.g_01218
OG0000183	Pran.g_00401	Prbd.g_01214
OG0000184	Pran.g_00379	Prbd.g_01191
OG0000185	Pran.g_00376	Prbd.g_01188
OG0000186	Pran.g_00368	Prbd.g_01180
OG0000187	Pran.g_00367	Prbd.g_01179
OG0000188	Pran.g_00350	Prbd.g_01162
OG0000189	Pran.g_00337	Prbd.g_01148
OG0000190	Pran.g_00336	Prbd.g_01147
OG0000191	Pran.g_00316	Prbd.g_01126
OG0000192	Pran.g_00312	Prbd.g_01122
OG0000193	Pran.g_00287	Prbd.g_01094
OG0000194	Pran.g_00283	Prbd.g_01091
OG0000195	Pran.g_00281	Prbd.g_01089
OG0000196	Pran.g_00271	Prbd.g_01079
OG0000197	Pran.g_00270	Prbd.g_01078
OG0000198	Pran.g_00269	Prbd.g_01077
OG0000199	Pran.g_00262	Prbd.g_01070
OG0000200	Pran.g_00248	Prbd.g_01056
OG0000201	Pran.g_00240	Prbd.g_01048
OG0000202	Pran.g_00239	Prbd.g_01047
OG0000203	Pran.g_00238	Prbd.g_01046
OG0000204	Pran.g_00237	Prbd.g_01045
OG0000205	Pran.g_00230	Prbd.g_01038
OG0000206	Pran.g_00225	Prbd.g_01033
OG0000207	Pran.g_00223	Prbd.g_01031
OG0000208	Pran.g_00222	Prbd.g_01030
OG0000209	Pran.g_00213	Prbd.g_01021
OG0000210	Pran.g_00212	Prbd.g_01020
OG0000211	Pran.g_00199	Prbd.g_01006
OG0000212	Pran.g_00193	Prbd.g_00999
OG0000213	Pran.g_01935	Prbd.g_00982
OG0000214	Pran.g_01926	Prbd.g_00972
OG0000215	Pran.g_01902	Prbd.g_00947
OG0000216	Pran.g_01900	Prbd.g_00945
OG0000217	Pran.g_01897	Prbd.g_00942
OG0000218	Pran.g_01895	Prbd.g_00940
OG0000219	Pran.g_01894	Prbd.g_00939
OG0000220	Pran.g_01893	Prbd.g_00938
OG0000221	Pran.g_01892	Prbd.g_00937
OG0000222	Pran.g_01884	Prbd.g_00929
OG0000223	Pran.g_01871	Prbd.g_00916
OG0000224	Pran.g_01869	Prbd.g_00914
OG0000225	Pran.g_01849	Prbd.g_00893
OG0000226	Pran.g_01845	Prbd.g_00889
OG0000227	Pran.g_01843	Prbd.g_00887
OG0000228	Pran.g_01840	Prbd.g_00884
OG0000229	Pran.g_01744	Prbd.g_00806
OG0000230	Pran.g_01742	Prbd.g_00804
OG0000231	Pran.g_01728	Prbd.g_00793
OG0000232	Pran.g_01720	Prbd.g_00784
OG0000233	Pran.g_01715	Prbd.g_00779
OG0000234	Pran.g_01702	Prbd.g_00766
OG0000235	Pran.g_01699	Prbd.g_00763
OG0000236	Pran.g_01685	Prbd.g_00749
OG0000237	Pran.g_01672	Prbd.g_00736
OG0000238	Pran.g_01666	Prbd.g_00730
OG0000239	Pran.g_01653	Prbd.g_00717
OG0000240	Pran.g_01652	Prbd.g_00716
OG0000241	Pran.g_01648	Prbd.g_00712
OG0000242	Pran.g_01646	Prbd.g_00710
OG0000243	Pran.g_01635	Prbd.g_00699
OG0000244	Pran.g_01632	Prbd.g_00696
OG0000245	Pran.g_01630	Prbd.g_00694
OG0000246	Pran.g_01626	Prbd.g_00690
OG0000247	Pran.g_01616	Prbd.g_00680
OG0000248	Pran.g_01613	Prbd.g_00678
OG0000249	Pran.g_01611	Prbd.g_00676
OG0000250	Pran.g_01606	Prbd.g_00671
OG0000251	Pran.g_01587	Prbd.g_00653
OG0000252	Pran.g_01584	Prbd.g_00650
OG0000253	Pran.g_01583	Prbd.g_00649
OG0000254	Pran.g_01567	Prbd.g_00633
OG0000255	Pran.g_01561	Prbd.g_00627
OG0000256	Pran.g_01551	Prbd.g_00617
OG0000257	Pran.g_01548	Prbd.g_00614
OG0000258	Pran.g_01535	Prbd.g_00601
OG0000259	Pran.g_01518	Prbd.g_00584
OG0000260	Pran.g_01515	Prbd.g_00581
OG0000261	Pran.g_01513	Prbd.g_00579
OG0000262	Pran.g_01509	Prbd.g_00575
OG0000263	Pran.g_01497	Prbd.g_00563
OG0000264	Pran.g_01487	Prbd.g_00553
OG0000265	Pran.g_01460	Prbd.g_00007
OG0000266	Pran.g_01450	Prbd.g_00017
OG0000267	Pran.g_01439	Prbd.g_00028
OG0000268	Pran.g_01438	Prbd.g_00029
OG0000269	Pran.g_01348	Prbd.g_00097
OG0000270	Pran.g_01345	Prbd.g_00100
OG0000271	Pran.g_01337	Prbd.g_00108
OG0000272	Pran.g_01336	Prbd.g_00109
OG0000273	Pran.g_01313	Prbd.g_00132
OG0000274	Pran.g_01312	Prbd.g_00133
OG0000275	Pran.g_01310	Prbd.g_00136
OG0000276	Pran.g_01305	Prbd.g_00141
OG0000277	Pran.g_01304	Prbd.g_00142
OG0000278	Pran.g_01301	Prbd.g_00145
OG0000279	Pran.g_01294	Prbd.g_00152
OG0000280	Pran.g_01293	Prbd.g_00153
OG0000281	Pran.g_01287	Prbd.g_00158
OG0000282	Pran.g_00431	Prbd.g_00208
OG0000283	Pran.g_00464	Prbd.g_00241
OG0000284	Pran.g_00469	Prbd.g_00246
OG0000285	Pran.g_00474	Prbd.g_00251
OG0000286	Pran.g_00486	Prbd.g_00263
OG0000287	Pran.g_00503	Prbd.g_00280
OG0000288	Pran.g_00541	Prbd.g_00313
OG0000289	Pran.g_00552	Prbd.g_00324
OG0000290	Pran.g_00565	Prbd.g_00337
OG0000291	Pran.g_00567	Prbd.g_00339
OG0000292	Pran.g_00135	Prbd.g_00389
OG0000293	Pran.g_00069	Prbd.g_00459
OG0000294	Pran.g_00068	Prbd.g_00460
OG0000295	Pran.g_00048	Prbd.g_00480
OG0000296	Pran.g_00046	Prbd.g_00482
OG0000297	Pran.g_00038	Prbd.g_00490
OG0000298	Pran.g_00037	Prbd.g_00491
OG0000299	Pran.g_00020	Prbd.g_00508
OG0000300	Pran.g_00017	Prbd.g_00511
OG0000301	Pran.g_00016	Prbd.g_00512
OG0000302	Pran.g_00014	Prbd.g_00514
OG0000303	Pran.g_00007	Prbd.g_00521
OG0000304	Pran.g_00003	Prbd.g_00525
OG0000305	Pran.g_00848	Prbd.g_01772
OG0000306	Pran.g_00846	Prbd.g_01769
OG0000307	Pran.g_00832	Prbd.g_01755
OG0000308	Pran.g_00831	Prbd.g_01754
OG0000309	Pran.g_00827	Prbd.g_01750
OG0000310	Pran.g_00748	Prbd.g_01704
OG0000311	Pran.g_00746	Prbd.g_01702
OG0000312	Pran.g_00743	Prbd.g_01699
OG0000313	Pran.g_00729	Prbd.g_01685
OG0000314	Pran.g_00706	Prbd.g_01662
OG0000315	Pran.g_00696	Prbd.g_01652
OG0000316	Pran.g_00676	Prbd.g_01632
OG0000317	Pran.g_00968	Prbd.g_01527
OG0000318	Pran.g_00971	Prbd.g_01524
OG0000319	Pran.g_00984	Prbd.g_01511
OG0000320	Pran.g_00986	Prbd.g_01509
OG0000321	Pran.g_00987	Prbd.g_01508
OG0000322	Pran.g_00988	Prbd.g_01507
OG0000323	Pran.g_00997	Prbd.g_01498
OG0000324	Pran.g_01023	Prbd.g_01471
OG0000325	Pran.g_01033	Prbd.g_01462
OG0000326	Pran.g_01039	Prbd.g_01456
OG0000327	Pran.g_01063	Prbd.g_01432
OG0000328	Pran.g_01064	Prbd.g_01431
OG0000329	Pran.g_01082	Prbd.g_01414
OG0000330	Pran.g_01083	Prbd.g_01413
OG0000331	Pran.g_01084	Prbd.g_01412
OG0000332	Pran.g_01098	Prbd.g_01398
OG0000333	Pran.g_01100	Prbd.g_01396
OG0000334	Pran.g_01108	Prbd.g_01388
OG0000335	Pran.g_01113	Prbd.g_01383
OG0000336	Pran.g_01117	Prbd.g_01379
OG0000337	Pran.g_01133	Prbd.g_01363
OG0000338	Pran.g_01134	Prbd.g_01362
OG0000339	Pran.g_01138	Prbd.g_01358
OG0000340	Pran.g_01145	Prbd.g_01350
OG0000341	Pran.g_01147	Prbd.g_01348
OG0000342	Pran.g_01148	Prbd.g_01347
OG0000343	Pran.g_01149	Prbd.g_01346
OG0000344	Pran.g_01152	Prbd.g_01343
OG0000345	Pran.g_01157	Prbd.g_01338
OG0000346	Pran.g_01161	Prbd.g_01334
OG0000347	Pran.g_01177	Prbd.g_01317
OG0000348	Pran.g_01187	Prbd.g_01307
OG0000349	Pran.g_01203	Prbd.g_01290
OG0000350	Pran.g_01222	Prbd.g_01272
OG0000351	Pran.g_01239	Prbd.g_01255
OG0000352	Pran.g_01240	Prbd.g_01254
OG0000353	Pran.g_01256	Prbd.g_01238
OG0000355	Pran.g_01258	Prbd.g_01236
OG0000356	Pran.g_01259	Prbd.g_01235
OG0000357	Pran.g_01260	Prbd.g_01234
OG0000358	Pran.g_01264	Prbd.g_01230
OG0000359	Pran.g_01265	Prbd.g_01229
OG0000360	Pran.g_01266	Prbd.g_01228
OG0000361	Pran.g_01267	Prbd.g_01227
OG0000362	Pran.g_01269	Prbd.g_01225
OG0000363	Pran.g_00410	Prbd.g_01223
OG0000364	Pran.g_00409	Prbd.g_01222
OG0000365	Pran.g_00404	Prbd.g_01217
OG0000366	Pran.g_00403	Prbd.g_01216
OG0000367	Pran.g_00402	Prbd.g_01215
OG0000368	Pran.g_00400	Prbd.g_01213
OG0000369	Pran.g_00399	Prbd.g_01212
OG0000370	Pran.g_00398	Prbd.g_01211
OG0000371	Pran.g_00392	Prbd.g_01205
OG0000372	Pran.g_00389	Prbd.g_01202
OG0000373	Pran.g_00388	Prbd.g_01201
OG0000374	Pran.g_00387	Prbd.g_01200
OG0000375	Pran.g_00385	Prbd.g_01198
OG0000376	Pran.g_00383	Prbd.g_01196
OG0000377	Pran.g_00380	Prbd.g_01192
OG0000378	Pran.g_00378	Prbd.g_01190
OG0000379	Pran.g_00375	Prbd.g_01187
OG0000380	Pran.g_00366	Prbd.g_01178
OG0000381	Pran.g_00362	Prbd.g_01174
OG0000382	Pran.g_00351	Prbd.g_01163
OG0000383	Pran.g_00349	Prbd.g_01161
OG0000384	Pran.g_00348	Prbd.g_01160
OG0000385	Pran.g_00347	Prbd.g_01159
OG0000386	Pran.g_00346	Prbd.g_01158
OG0000387	Pran.g_00334	Prbd.g_01145
OG0000388	Pran.g_00331	Prbd.g_01142
OG0000389	Pran.g_00327	Prbd.g_01138
OG0000390	Pran.g_00320	Prbd.g_01131
OG0000391	Pran.g_00317	Prbd.g_01127
OG0000392	Pran.g_00313	Prbd.g_01123
OG0000393	Pran.g_00311	Prbd.g_01121
OG0000394	Pran.g_00310	Prbd.g_01120
OG0000395	Pran.g_00309	Prbd.g_01119
OG0000396	Pran.g_00307	Prbd.g_01116
OG0000397	Pran.g_00305	Prbd.g_01114
OG0000398	Pran.g_00303	Prbd.g_01112
OG0000399	Pran.g_00302	Prbd.g_01111
OG0000400	Pran.g_00301	Prbd.g_01110
OG0000401	Pran.g_00300	Prbd.g_01109
OG0000402	Pran.g_00298	Prbd.g_01107
OG0000403	Pran.g_00297	Prbd.g_01106
OG0000404	Pran.g_00296	Prbd.g_01105
OG0000405	Pran.g_00292	Prbd.g_01100
OG0000406	Pran.g_00286	Prbd.g_01093
OG0000407	Pran.g_00285	Prbd.g_01092
OG0000408	Pran.g_00282	Prbd.g_01090
OG0000409	Pran.g_00280	Prbd.g_01088
OG0000410	Pran.g_00279	Prbd.g_01087
OG0000411	Pran.g_00278	Prbd.g_01086
OG0000412	Pran.g_00277	Prbd.g_01085
OG0000413	Pran.g_00276	Prbd.g_01084
OG0000414	Pran.g_00275	Prbd.g_01083
OG0000415	Pran.g_00274	Prbd.g_01082
OG0000416	Pran.g_00273	Prbd.g_01081
OG0000417	Pran.g_00272	Prbd.g_01080
OG0000418	Pran.g_00267	Prbd.g_01075
OG0000419	Pran.g_00265	Prbd.g_01073
OG0000420	Pran.g_00264	Prbd.g_01072
OG0000421	Pran.g_00259	Prbd.g_01067
OG0000422	Pran.g_00258	Prbd.g_01066
OG0000423	Pran.g_00257	Prbd.g_01065
OG0000424	Pran.g_00256	Prbd.g_01064
OG0000425	Pran.g_00255	Prbd.g_01063
OG0000426	Pran.g_00254	Prbd.g_01062
OG0000427	Pran.g_00253	Prbd.g_01061
OG0000428	Pran.g_00251	Prbd.g_01059
OG0000429	Pran.g_00250	Prbd.g_01058
OG0000430	Pran.g_00249	Prbd.g_01057
OG0000431	Pran.g_00247	Prbd.g_01055
OG0000432	Pran.g_00244	Prbd.g_01052
OG0000433	Pran.g_00243	Prbd.g_01051
OG0000434	Pran.g_00242	Prbd.g_01050
OG0000435	Pran.g_00241	Prbd.g_01049
OG0000436	Pran.g_00236	Prbd.g_01044
OG0000437	Pran.g_00235	Prbd.g_01043
OG0000438	Pran.g_00234	Prbd.g_01042
OG0000439	Pran.g_00232	Prbd.g_01040
OG0000440	Pran.g_00231	Prbd.g_01039
OG0000441	Pran.g_00228	Prbd.g_01036
OG0000442	Pran.g_00227	Prbd.g_01035
OG0000443	Pran.g_00226	Prbd.g_01034
OG0000444	Pran.g_00221	Prbd.g_01029
OG0000445	Pran.g_00220	Prbd.g_01028
OG0000446	Pran.g_00219	Prbd.g_01027
OG0000447	Pran.g_00218	Prbd.g_01026
OG0000448	Pran.g_00217	Prbd.g_01025
OG0000449	Pran.g_00216	Prbd.g_01024
OG0000450	Pran.g_00215	Prbd.g_01023
OG0000451	Pran.g_00214	Prbd.g_01022
OG0000452	Pran.g_00211	Prbd.g_01019
OG0000453	Pran.g_00210	Prbd.g_01018
OG0000454	Pran.g_00209	Prbd.g_01017
OG0000455	Pran.g_00208	Prbd.g_01016
OG0000456	Pran.g_00207	Prbd.g_01015
OG0000457	Pran.g_00206	Prbd.g_01013
OG0000458	Pran.g_00205	Prbd.g_01012
OG0000459	Pran.g_00204	Prbd.g_01011
OG0000460	Pran.g_00197	Prbd.g_01004
OG0000461	Pran.g_01950	Prbd.g_00997
OG0000462	Pran.g_01948	Prbd.g_00995
OG0000463	Pran.g_01947	Prbd.g_00994
OG0000464	Pran.g_01946	Prbd.g_00993
OG0000465	Pran.g_01945	Prbd.g_00992
OG0000466	Pran.g_01942	Prbd.g_00989
OG0000467	Pran.g_01941	Prbd.g_00988
OG0000468	Pran.g_01939	Prbd.g_00986
OG0000469	Pran.g_01931	Prbd.g_00977
OG0000470	Pran.g_01929	Prbd.g_00975
OG0000471	Pran.g_01928	Prbd.g_00974
OG0000472	Pran.g_01927	Prbd.g_00973
OG0000473	Pran.g_01925	Prbd.g_00971
OG0000474	Pran.g_01924	Prbd.g_00970
OG0000475	Pran.g_01923	Prbd.g_00969
OG0000476	Pran.g_01922	Prbd.g_00968
OG0000477	Pran.g_01919	Prbd.g_00964
OG0000478	Pran.g_01918	Prbd.g_00963
OG0000479	Pran.g_01917	Prbd.g_00962
OG0000480	Pran.g_01912	Prbd.g_00957
OG0000481	Pran.g_01910	Prbd.g_00955
OG0000482	Pran.g_01909	Prbd.g_00954
OG0000483	Pran.g_01906	Prbd.g_00951
OG0000484	Pran.g_01905	Prbd.g_00950
OG0000485	Pran.g_01904	Prbd.g_00949
OG0000486	Pran.g_01903	Prbd.g_00948
OG0000487	Pran.g_01899	Prbd.g_00944
OG0000488	Pran.g_01896	Prbd.g_00941
OG0000489	Pran.g_01891	Prbd.g_00936
OG0000490	Pran.g_01886	Prbd.g_00931
OG0000491	Pran.g_01885	Prbd.g_00930
OG0000492	Pran.g_01883	Prbd.g_00928
OG0000493	Pran.g_01882	Prbd.g_00927
OG0000494	Pran.g_01881	Prbd.g_00926
OG0000495	Pran.g_01880	Prbd.g_00925
OG0000496	Pran.g_01879	Prbd.g_00924
OG0000497	Pran.g_01878	Prbd.g_00923
OG0000498	Pran.g_01877	Prbd.g_00922
OG0000499	Pran.g_01876	Prbd.g_00921
OG0000500	Pran.g_01875	Prbd.g_00920
OG0000501	Pran.g_01873	Prbd.g_00918
OG0000502	Pran.g_01870	Prbd.g_00915
OG0000503	Pran.g_01860	Prbd.g_00905
OG0000504	Pran.g_01859	Prbd.g_00904
OG0000505	Pran.g_01858	Prbd.g_00903
OG0000506	Pran.g_01857	Prbd.g_00901
OG0000507	Pran.g_01854	Prbd.g_00898
OG0000508	Pran.g_01850	Prbd.g_00894
OG0000509	Pran.g_01848	Prbd.g_00892
OG0000510	Pran.g_01847	Prbd.g_00891
OG0000511	Pran.g_01846	Prbd.g_00890
OG0000512	Pran.g_01844	Prbd.g_00888
OG0000513	Pran.g_01837	Prbd.g_00881
OG0000514	Pran.g_01749	Prbd.g_00811
OG0000515	Pran.g_01748	Prbd.g_00810
OG0000516	Pran.g_01747	Prbd.g_00809
OG0000517	Pran.g_01745	Prbd.g_00807
OG0000518	Pran.g_01734	Prbd.g_00796
OG0000519	Pran.g_01733	Prbd.g_00795
OG0000520	Pran.g_01729	Prbd.g_00794
OG0000521	Pran.g_01724	Prbd.g_00789
OG0000522	Pran.g_01723	Prbd.g_00787
OG0000523	Pran.g_01722	Prbd.g_00786
OG0000524	Pran.g_01717	Prbd.g_00781
OG0000525	Pran.g_01714	Prbd.g_00778
OG0000526	Pran.g_01713	Prbd.g_00777
OG0000527	Pran.g_01705	Prbd.g_00769
OG0000528	Pran.g_01700	Prbd.g_00764
OG0000529	Pran.g_01697	Prbd.g_00761
OG0000530	Pran.g_01694	Prbd.g_00758
OG0000531	Pran.g_01693	Prbd.g_00757
OG0000532	Pran.g_01691	Prbd.g_00755
OG0000533	Pran.g_01690	Prbd.g_00754
OG0000534	Pran.g_01689	Prbd.g_00753
OG0000535	Pran.g_01688	Prbd.g_00752
OG0000536	Pran.g_01687	Prbd.g_00751
OG0000537	Pran.g_01686	Prbd.g_00750
OG0000538	Pran.g_01678	Prbd.g_00742
OG0000539	Pran.g_01677	Prbd.g_00741
OG0000540	Pran.g_01676	Prbd.g_00740
OG0000541	Pran.g_01675	Prbd.g_00739
OG0000542	Pran.g_01673	Prbd.g_00737
OG0000543	Pran.g_01671	Prbd.g_00735
OG0000544	Pran.g_01670	Prbd.g_00734
