Orthogroup	Pran	Praj
OG0000170	Pran.g_01156	Praj.g_02008
OG0000171	Pran.g_01175	Praj.g_02030
OG0000172	Pran.g_01184	Praj.g_02061
OG0000173	Pran.g_01199	Praj.g_02076
OG0000174	Pran.g_01226	Praj.g_02107
OG0000175	Pran.g_01236	Praj.g_02125
OG0000176	Pran.g_01261	Praj.g_00004
OG0000177	Pran.g_01262	Praj.g_00005
OG0000178	Pran.g_01263	Praj.g_00006
OG0000179	Pran.g_00408	Praj.g_00016
OG0000180	Pran.g_00407	Praj.g_00017
OG0000181	Pran.g_00406	Praj.g_00018
OG0000182	Pran.g_00405	Praj.g_00019
OG0000183	Pran.g_00401	Praj.g_00023
OG0000184	Pran.g_00379	Praj.g_00050
OG0000185	Pran.g_00376	Praj.g_00053
OG0000186	Pran.g_00368	Praj.g_00102
OG0000187	Pran.g_00367	Praj.g_00103
OG0000188	Pran.g_00350	Praj.g_00120
OG0000189	Pran.g_00337	Praj.g_00134
OG0000190	Pran.g_00336	Praj.g_00135
OG0000191	Pran.g_00316	Praj.g_00158
OG0000192	Pran.g_00312	Praj.g_00162
OG0000193	Pran.g_00287	Praj.g_00186
OG0000194	Pran.g_00283	Praj.g_00189
OG0000195	Pran.g_00281	Praj.g_00191
OG0000196	Pran.g_00271	Praj.g_00201
OG0000197	Pran.g_00270	Praj.g_00202
OG0000198	Pran.g_00269	Praj.g_00203
OG0000199	Pran.g_00262	Praj.g_00210
OG0000200	Pran.g_00248	Praj.g_00223
OG0000201	Pran.g_00240	Praj.g_00232
OG0000202	Pran.g_00239	Praj.g_00233
OG0000203	Pran.g_00238	Praj.g_00234
OG0000204	Pran.g_00237	Praj.g_00235
OG0000205	Pran.g_00230	Praj.g_00242
OG0000206	Pran.g_00225	Praj.g_00246
OG0000207	Pran.g_00223	Praj.g_00248
OG0000208	Pran.g_00222	Praj.g_00249
OG0000209	Pran.g_00213	Praj.g_00258
OG0000210	Pran.g_00212	Praj.g_00259
OG0000211	Pran.g_00199	Praj.g_00273
OG0000212	Pran.g_00193	Praj.g_00281
OG0000213	Pran.g_01935	Praj.g_00296
OG0000214	Pran.g_01926	Praj.g_00304
OG0000215	Pran.g_01902	Praj.g_00328
OG0000216	Pran.g_01900	Praj.g_00329
OG0000217	Pran.g_01897	Praj.g_00332
OG0000218	Pran.g_01895	Praj.g_00334
OG0000219	Pran.g_01894	Praj.g_00335
OG0000220	Pran.g_01893	Praj.g_00336
OG0000221	Pran.g_01892	Praj.g_00337
OG0000222	Pran.g_01884	Praj.g_00345
OG0000223	Pran.g_01871	Praj.g_00358
OG0000224	Pran.g_01869	Praj.g_00360
OG0000225	Pran.g_01849	Praj.g_00391
OG0000226	Pran.g_01845	Praj.g_00395
OG0000227	Pran.g_01843	Praj.g_00397
OG0000228	Pran.g_01840	Praj.g_00402
OG0000229	Pran.g_01744	Praj.g_00430
OG0000230	Pran.g_01742	Praj.g_00432
OG0000231	Pran.g_01728	Praj.g_00443
OG0000232	Pran.g_01720	Praj.g_00451
OG0000233	Pran.g_01715	Praj.g_00459
OG0000234	Pran.g_01702	Praj.g_00468
OG0000235	Pran.g_01699	Praj.g_00472
OG0000236	Pran.g_01685	Praj.g_00485
OG0000237	Pran.g_01672	Praj.g_00498
OG0000238	Pran.g_01666	Praj.g_00504
OG0000239	Pran.g_01653	Praj.g_00516
OG0000240	Pran.g_01652	Praj.g_00517
OG0000241	Pran.g_01648	Praj.g_00521
OG0000242	Pran.g_01646	Praj.g_00523
OG0000243	Pran.g_01635	Praj.g_00534
OG0000244	Pran.g_01632	Praj.g_00537
OG0000245	Pran.g_01630	Praj.g_00539
OG0000246	Pran.g_01626	Praj.g_00543
OG0000247	Pran.g_01616	Praj.g_00553
OG0000248	Pran.g_01613	Praj.g_00555
OG0000249	Pran.g_01611	Praj.g_00557
OG0000250	Pran.g_01606	Praj.g_00562
OG0000251	Pran.g_01587	Praj.g_00578
OG0000252	Pran.g_01584	Praj.g_00580
OG0000253	Pran.g_01583	Praj.g_00582
OG0000254	Pran.g_01567	Praj.g_00599
OG0000255	Pran.g_01561	Praj.g_00605
OG0000256	Pran.g_01551	Praj.g_00615
OG0000257	Pran.g_01548	Praj.g_00618
OG0000258	Pran.g_01535	Praj.g_00631
OG0000259	Pran.g_01518	Praj.g_00648
OG0000260	Pran.g_01515	Praj.g_00651
OG0000261	Pran.g_01513	Praj.g_00654
OG0000262	Pran.g_01509	Praj.g_00659
OG0000263	Pran.g_01497	Praj.g_00673
OG0000264	Pran.g_01487	Praj.g_00684
OG0000265	Pran.g_01460	Praj.g_00698
OG0000266	Pran.g_01450	Praj.g_00708
OG0000267	Pran.g_01439	Praj.g_00721
OG0000268	Pran.g_01438	Praj.g_00722
OG0000269	Pran.g_01348	Praj.g_00764
OG0000270	Pran.g_01345	Praj.g_00767
OG0000271	Pran.g_01337	Praj.g_00775
OG0000272	Pran.g_01336	Praj.g_00776
OG0000273	Pran.g_01313	Praj.g_00801
OG0000274	Pran.g_01312	Praj.g_00802
OG0000275	Pran.g_01310	Praj.g_00804
OG0000276	Pran.g_01305	Praj.g_00810
OG0000277	Pran.g_01304	Praj.g_00811
OG0000278	Pran.g_01301	Praj.g_00815
OG0000279	Pran.g_01294	Praj.g_00822
OG0000280	Pran.g_01293	Praj.g_01326
OG0000281	Pran.g_01287	Praj.g_00829
OG0000282	Pran.g_00431	Praj.g_00889
OG0000283	Pran.g_00464	Praj.g_00920
OG0000284	Pran.g_00469	Praj.g_00925
OG0000285	Pran.g_00474	Praj.g_00930
OG0000286	Pran.g_00486	Praj.g_00945
OG0000287	Pran.g_00503	Praj.g_00085
OG0000288	Pran.g_00541	Praj.g_00994
OG0000289	Pran.g_00552	Praj.g_01005
OG0000290	Pran.g_00565	Praj.g_01021
OG0000291	Pran.g_00567	Praj.g_01023
OG0000292	Pran.g_00135	Praj.g_01196
OG0000293	Pran.g_00069	Praj.g_01470
OG0000294	Pran.g_00068	Praj.g_01469
OG0000295	Pran.g_00048	Praj.g_01447
OG0000296	Pran.g_00046	Praj.g_01445
OG0000297	Pran.g_00038	Praj.g_01437
OG0000298	Pran.g_00037	Praj.g_01436
OG0000299	Pran.g_00020	Praj.g_01417
OG0000300	Pran.g_00017	Praj.g_01414
OG0000301	Pran.g_00016	Praj.g_01413
OG0000302	Pran.g_00014	Praj.g_01410
OG0000303	Pran.g_00007	Praj.g_01405
OG0000304	Pran.g_00003	Praj.g_01402
OG0000305	Pran.g_00848	Praj.g_01734
OG0000306	Pran.g_00846	Praj.g_00833
OG0000307	Pran.g_00832	Praj.g_01584
OG0000308	Pran.g_00831	Praj.g_01585
OG0000309	Pran.g_00827	Praj.g_01589
OG0000310	Pran.g_00748	Praj.g_01616
OG0000311	Pran.g_00746	Praj.g_01618
OG0000312	Pran.g_00743	Praj.g_01621
OG0000313	Pran.g_00729	Praj.g_01636
OG0000314	Pran.g_00706	Praj.g_01657
OG0000315	Pran.g_00696	Praj.g_01667
OG0000316	Pran.g_00676	Praj.g_01692
OG0000317	Pran.g_00968	Praj.g_01766
OG0000318	Pran.g_00971	Praj.g_01769
OG0000319	Pran.g_00984	Praj.g_01780
OG0000320	Pran.g_00986	Praj.g_01782
OG0000321	Pran.g_00987	Praj.g_01783
OG0000322	Pran.g_00988	Praj.g_01784
OG0000323	Pran.g_00997	Praj.g_01793
OG0000324	Pran.g_01023	Praj.g_01820
OG0000325	Pran.g_01033	Praj.g_01870
OG0000326	Pran.g_01039	Praj.g_01876
OG0000327	Pran.g_01063	Praj.g_01910
OG0000328	Pran.g_01064	Praj.g_01911
OG0000329	Pran.g_01082	Praj.g_01928
OG0000330	Pran.g_01083	Praj.g_01929
OG0000331	Pran.g_01084	Praj.g_01930
OG0000332	Pran.g_01098	Praj.g_01944
OG0000333	Pran.g_01100	Praj.g_01946
OG0000334	Pran.g_01108	Praj.g_01955
OG0000335	Pran.g_01113	Praj.g_01960
OG0000336	Pran.g_01117	Praj.g_01964
OG0000337	Pran.g_01133	Praj.g_01982
OG0000338	Pran.g_01134	Praj.g_01983
OG0000339	Pran.g_01138	Praj.g_01988
OG0000340	Pran.g_01145	Praj.g_01997
OG0000341	Pran.g_01147	Praj.g_01999
OG0000342	Pran.g_01148	Praj.g_02000
OG0000343	Pran.g_01149	Praj.g_02001
OG0000344	Pran.g_01152	Praj.g_02004
OG0000345	Pran.g_01157	Praj.g_02009
OG0000346	Pran.g_01161	Praj.g_02013
OG0000347	Pran.g_01177	Praj.g_02034
OG0000348	Pran.g_01187	Praj.g_02064
OG0000349	Pran.g_01203	Praj.g_02082
OG0000350	Pran.g_01222	Praj.g_02103
OG0000351	Pran.g_01239	Praj.g_02128
OG0000352	Pran.g_01240	Praj.g_02129
OG0000353	Pran.g_01256	Praj.g_02148
OG0000355	Pran.g_01258	Praj.g_00001
OG0000356	Pran.g_01259	Praj.g_00002
OG0000357	Pran.g_01260	Praj.g_00003
OG0000358	Pran.g_01264	Praj.g_00007
OG0000359	Pran.g_01265	Praj.g_00008
OG0000360	Pran.g_01266	Praj.g_00009
OG0000361	Pran.g_01267	Praj.g_00010
OG0000362	Pran.g_01269	Praj.g_00012
OG0000363	Pran.g_00410	Praj.g_00014
OG0000364	Pran.g_00409	Praj.g_00015
OG0000365	Pran.g_00404	Praj.g_00020
OG0000366	Pran.g_00403	Praj.g_00021
OG0000367	Pran.g_00402	Praj.g_00022
OG0000368	Pran.g_00400	Praj.g_00024
OG0000369	Pran.g_00399	Praj.g_00025
OG0000370	Pran.g_00398	Praj.g_00026
OG0000371	Pran.g_00392	Praj.g_00032
OG0000372	Pran.g_00389	Praj.g_00034
OG0000373	Pran.g_00388	Praj.g_00035
OG0000374	Pran.g_00387	Praj.g_00036
OG0000375	Pran.g_00385	Praj.g_00044
OG0000376	Pran.g_00383	Praj.g_00046
OG0000377	Pran.g_00380	Praj.g_00049
OG0000378	Pran.g_00378	Praj.g_00051
OG0000379	Pran.g_00375	Praj.g_00054
OG0000380	Pran.g_00366	Praj.g_00104
OG0000381	Pran.g_00362	Praj.g_00108
OG0000382	Pran.g_00351	Praj.g_00119
OG0000383	Pran.g_00349	Praj.g_00121
OG0000384	Pran.g_00348	Praj.g_00122
OG0000385	Pran.g_00347	Praj.g_00123
OG0000386	Pran.g_00346	Praj.g_00124
OG0000387	Pran.g_00334	Praj.g_00137
OG0000388	Pran.g_00331	Praj.g_00141
OG0000389	Pran.g_00327	Praj.g_00144
OG0000390	Pran.g_00320	Praj.g_00153
OG0000391	Pran.g_00317	Praj.g_00157
OG0000392	Pran.g_00313	Praj.g_00160
OG0000393	Pran.g_00311	Praj.g_00163
OG0000394	Pran.g_00310	Praj.g_00164
OG0000395	Pran.g_00309	Praj.g_00165
OG0000396	Pran.g_00307	Praj.g_00168
OG0000397	Pran.g_00305	Praj.g_00170
OG0000398	Pran.g_00303	Praj.g_00173
OG0000399	Pran.g_00302	Praj.g_00174
OG0000400	Pran.g_00301	Praj.g_00175
OG0000401	Pran.g_00300	Praj.g_00176
OG0000402	Pran.g_00298	Praj.g_01057
OG0000403	Pran.g_00297	Praj.g_00177
OG0000404	Pran.g_00296	Praj.g_00178
OG0000405	Pran.g_00292	Praj.g_00183
OG0000406	Pran.g_00286	Praj.g_00187
OG0000407	Pran.g_00285	Praj.g_00188
OG0000408	Pran.g_00282	Praj.g_00190
OG0000409	Pran.g_00280	Praj.g_00192
OG0000410	Pran.g_00279	Praj.g_00193
OG0000411	Pran.g_00278	Praj.g_00194
OG0000412	Pran.g_00277	Praj.g_00195
OG0000413	Pran.g_00276	Praj.g_00196
OG0000414	Pran.g_00275	Praj.g_00197
OG0000415	Pran.g_00274	Praj.g_00198
OG0000416	Pran.g_00273	Praj.g_00199
OG0000417	Pran.g_00272	Praj.g_00200
OG0000418	Pran.g_00267	Praj.g_00205
OG0000419	Pran.g_00265	Praj.g_00207
OG0000420	Pran.g_00264	Praj.g_00208
OG0000421	Pran.g_00259	Praj.g_00212
OG0000422	Pran.g_00258	Praj.g_00213
OG0000423	Pran.g_00257	Praj.g_00214
OG0000424	Pran.g_00256	Praj.g_00215
OG0000425	Pran.g_00255	Praj.g_00216
OG0000426	Pran.g_00254	Praj.g_00217
OG0000427	Pran.g_00253	Praj.g_00218
OG0000428	Pran.g_00251	Praj.g_00220
OG0000429	Pran.g_00250	Praj.g_00221
OG0000430	Pran.g_00249	Praj.g_00222
OG0000431	Pran.g_00247	Praj.g_00224
OG0000432	Pran.g_00244	Praj.g_00228
OG0000433	Pran.g_00243	Praj.g_00229
OG0000434	Pran.g_00242	Praj.g_00230
OG0000435	Pran.g_00241	Praj.g_00231
OG0000436	Pran.g_00236	Praj.g_00236
OG0000437	Pran.g_00235	Praj.g_00237
OG0000438	Pran.g_00234	Praj.g_00238
OG0000439	Pran.g_00232	Praj.g_00240
OG0000440	Pran.g_00231	Praj.g_00241
OG0000441	Pran.g_00228	Praj.g_00243
OG0000442	Pran.g_00227	Praj.g_00244
OG0000443	Pran.g_00226	Praj.g_00245
OG0000444	Pran.g_00221	Praj.g_00250
OG0000445	Pran.g_00220	Praj.g_00251
OG0000446	Pran.g_00219	Praj.g_00252
OG0000447	Pran.g_00218	Praj.g_00253
OG0000448	Pran.g_00217	Praj.g_00254
OG0000449	Pran.g_00216	Praj.g_00255
OG0000450	Pran.g_00215	Praj.g_00256
OG0000451	Pran.g_00214	Praj.g_00257
OG0000452	Pran.g_00211	Praj.g_00260
OG0000453	Pran.g_00210	Praj.g_00261
OG0000454	Pran.g_00209	Praj.g_00262
OG0000455	Pran.g_00208	Praj.g_00263
OG0000456	Pran.g_00207	Praj.g_00264
OG0000457	Pran.g_00206	Praj.g_00265
OG0000458	Pran.g_00205	Praj.g_00266
OG0000459	Pran.g_00204	Praj.g_00267
OG0000460	Pran.g_00197	Praj.g_00275
OG0000461	Pran.g_01950	Praj.g_00283
OG0000462	Pran.g_01948	Praj.g_00285
OG0000463	Pran.g_01947	Praj.g_00286
OG0000464	Pran.g_01946	Praj.g_00287
OG0000465	Pran.g_01945	Praj.g_00288
OG0000466	Pran.g_01942	Praj.g_00289
OG0000467	Pran.g_01941	Praj.g_00290
OG0000468	Pran.g_01939	Praj.g_00292
OG0000469	Pran.g_01931	Praj.g_00299
OG0000470	Pran.g_01929	Praj.g_00301
OG0000471	Pran.g_01928	Praj.g_00302
OG0000472	Pran.g_01927	Praj.g_00303
OG0000473	Pran.g_01925	Praj.g_00305
OG0000474	Pran.g_01924	Praj.g_00306
OG0000475	Pran.g_01923	Praj.g_00307
OG0000476	Pran.g_01922	Praj.g_00309
OG0000477	Pran.g_01919	Praj.g_00311
OG0000478	Pran.g_01918	Praj.g_00312
OG0000479	Pran.g_01917	Praj.g_00313
OG0000480	Pran.g_01912	Praj.g_00318
OG0000481	Pran.g_01910	Praj.g_00320
OG0000482	Pran.g_01909	Praj.g_00321
OG0000483	Pran.g_01906	Praj.g_00324
OG0000484	Pran.g_01905	Praj.g_00325
OG0000485	Pran.g_01904	Praj.g_00326
OG0000486	Pran.g_01903	Praj.g_00327
OG0000487	Pran.g_01899	Praj.g_00330
OG0000488	Pran.g_01896	Praj.g_00333
OG0000489	Pran.g_01891	Praj.g_00338
OG0000490	Pran.g_01886	Praj.g_00343
OG0000491	Pran.g_01885	Praj.g_00344
OG0000492	Pran.g_01883	Praj.g_00346
OG0000493	Pran.g_01882	Praj.g_00347
OG0000494	Pran.g_01881	Praj.g_00348
OG0000495	Pran.g_01880	Praj.g_00349
OG0000496	Pran.g_01879	Praj.g_00350
OG0000497	Pran.g_01878	Praj.g_00351
OG0000498	Pran.g_01877	Praj.g_00352
OG0000499	Pran.g_01876	Praj.g_00353
OG0000500	Pran.g_01875	Praj.g_00354
OG0000501	Pran.g_01873	Praj.g_00356
OG0000502	Pran.g_01870	Praj.g_00359
OG0000503	Pran.g_01860	Praj.g_00380
OG0000504	Pran.g_01859	Praj.g_00382
OG0000505	Pran.g_01858	Praj.g_00383
OG0000506	Pran.g_01857	Praj.g_00384
OG0000507	Pran.g_01854	Praj.g_00387
OG0000508	Pran.g_01850	Praj.g_00390
OG0000509	Pran.g_01848	Praj.g_00392
OG0000510	Pran.g_01847	Praj.g_00393
OG0000511	Pran.g_01846	Praj.g_00394
OG0000512	Pran.g_01844	Praj.g_00396
OG0000513	Pran.g_01837	Praj.g_00406
OG0000514	Pran.g_01749	Praj.g_00425
OG0000515	Pran.g_01748	Praj.g_00426
OG0000516	Pran.g_01747	Praj.g_00427
OG0000517	Pran.g_01745	Praj.g_00429
OG0000518	Pran.g_01734	Praj.g_00440
OG0000519	Pran.g_01733	Praj.g_00441
OG0000520	Pran.g_01729	Praj.g_00442
OG0000521	Pran.g_01724	Praj.g_00447
OG0000522	Pran.g_01723	Praj.g_00449
OG0000523	Pran.g_01722	Praj.g_00450
OG0000524	Pran.g_01717	Praj.g_00457
OG0000525	Pran.g_01714	Praj.g_00461
OG0000526	Pran.g_01713	Praj.g_00462
OG0000527	Pran.g_01705	Praj.g_00465
OG0000528	Pran.g_01700	Praj.g_00471
OG0000529	Pran.g_01697	Praj.g_00474
OG0000530	Pran.g_01694	Praj.g_00477
OG0000531	Pran.g_01693	Praj.g_00478
OG0000532	Pran.g_01691	Praj.g_00479
OG0000533	Pran.g_01690	Praj.g_00480
OG0000534	Pran.g_01689	Praj.g_00481
OG0000535	Pran.g_01688	Praj.g_00482
OG0000536	Pran.g_01687	Praj.g_00483
OG0000537	Pran.g_01686	Praj.g_00484
OG0000538	Pran.g_01678	Praj.g_00492
OG0000539	Pran.g_01677	Praj.g_00493
OG0000540	Pran.g_01676	Praj.g_00494
OG0000541	Pran.g_01675	Praj.g_00495
OG0000542	Pran.g_01673	Praj.g_00497
OG0000543	Pran.g_01671	Praj.g_00499
OG0000544	Pran.g_01670	Praj.g_00500
OG0000545	Pran.g_01668	Praj.g_00502
OG0000546	Pran.g_01665	Praj.g_00505
OG0000547	Pran.g_01663	Praj.g_00507
OG0000548	Pran.g_01662	Praj.g_00508
OG0000549	Pran.g_01660	Praj.g_00511
OG0000550	Pran.g_01655	Praj.g_00515
OG0000551	Pran.g_01651	Praj.g_00518
OG0000552	Pran.g_01650	Praj.g_00519
OG0000553	Pran.g_01649	Praj.g_00520
OG0000554	Pran.g_01644	Praj.g_00525
OG0000555	Pran.g_01636	Praj.g_00533
OG0000556	Pran.g_01634	Praj.g_00535
OG0000557	Pran.g_01633	Praj.g_00536
OG0000558	Pran.g_01631	Praj.g_00538
OG0000559	Pran.g_01627	Praj.g_00542
OG0000560	Pran.g_01624	Praj.g_00545
OG0000561	Pran.g_01623	Praj.g_00546
OG0000562	Pran.g_01622	Praj.g_00547
OG0000563	Pran.g_01621	Praj.g_00548
OG0000564	Pran.g_01620	Praj.g_00549
OG0000565	Pran.g_01617	Praj.g_00552
OG0000566	Pran.g_01614	Praj.g_00554
OG0000567	Pran.g_01610	Praj.g_00558
