Orthogroup	Pran	Pral
OG0000187	Pran.g_00367	Pral.g_00983
OG0000188	Pran.g_00350	Pral.g_00965
OG0000189	Pran.g_00337	Pral.g_00951
OG0000190	Pran.g_00336	Pral.g_00950
OG0000191	Pran.g_00316	Pral.g_00928
OG0000192	Pran.g_00312	Pral.g_00923
OG0000193	Pran.g_00287	Pral.g_00899
OG0000194	Pran.g_00283	Pral.g_00896
OG0000195	Pran.g_00281	Pral.g_00894
OG0000196	Pran.g_00271	Pral.g_00883
OG0000197	Pran.g_00270	Pral.g_00882
OG0000198	Pran.g_00269	Pral.g_00881
OG0000199	Pran.g_00262	Pral.g_00873
OG0000200	Pran.g_00248	Pral.g_00860
OG0000201	Pran.g_00240	Pral.g_00851
OG0000202	Pran.g_00239	Pral.g_00850
OG0000203	Pran.g_00238	Pral.g_00849
OG0000204	Pran.g_00237	Pral.g_00848
OG0000205	Pran.g_00230	Pral.g_00842
OG0000206	Pran.g_00225	Pral.g_00837
OG0000207	Pran.g_00223	Pral.g_00835
OG0000208	Pran.g_00222	Pral.g_00834
OG0000209	Pran.g_00213	Pral.g_00825
OG0000210	Pran.g_00212	Pral.g_00824
OG0000211	Pran.g_00199	Pral.g_00807
OG0000212	Pran.g_00193	Pral.g_00799
OG0000213	Pran.g_01935	Pral.g_00781
OG0000214	Pran.g_01926	Pral.g_00772
OG0000215	Pran.g_01902	Pral.g_00746
OG0000216	Pran.g_01900	Pral.g_00744
OG0000217	Pran.g_01897	Pral.g_00741
OG0000218	Pran.g_01895	Pral.g_00739
OG0000219	Pran.g_01894	Pral.g_00738
OG0000220	Pran.g_01893	Pral.g_00737
OG0000221	Pran.g_01892	Pral.g_00736
OG0000222	Pran.g_01884	Pral.g_00729
OG0000223	Pran.g_01871	Pral.g_00716
OG0000224	Pran.g_01869	Pral.g_00714
OG0000225	Pran.g_01849	Pral.g_00686
OG0000226	Pran.g_01845	Pral.g_00682
OG0000227	Pran.g_01843	Pral.g_00680
OG0000228	Pran.g_01840	Pral.g_00677
OG0000229	Pran.g_01744	Pral.g_00658
OG0000230	Pran.g_01742	Pral.g_00656
OG0000231	Pran.g_01728	Pral.g_00644
OG0000232	Pran.g_01720	Pral.g_00631
OG0000233	Pran.g_01715	Pral.g_00625
OG0000234	Pran.g_01702	Pral.g_00616
OG0000235	Pran.g_01699	Pral.g_00612
OG0000236	Pran.g_01685	Pral.g_00597
OG0000237	Pran.g_01672	Pral.g_00584
OG0000238	Pran.g_01666	Pral.g_00578
OG0000239	Pran.g_01653	Pral.g_00565
OG0000240	Pran.g_01652	Pral.g_00564
OG0000241	Pran.g_01648	Pral.g_00560
OG0000242	Pran.g_01646	Pral.g_00558
OG0000243	Pran.g_01635	Pral.g_00547
OG0000244	Pran.g_01632	Pral.g_00544
OG0000245	Pran.g_01630	Pral.g_00542
OG0000246	Pran.g_01626	Pral.g_00538
OG0000247	Pran.g_01616	Pral.g_00527
OG0000248	Pran.g_01613	Pral.g_00524
OG0000249	Pran.g_01611	Pral.g_00522
OG0000250	Pran.g_01606	Pral.g_00516
OG0000251	Pran.g_01587	Pral.g_00498
OG0000252	Pran.g_01584	Pral.g_00495
OG0000253	Pran.g_01583	Pral.g_00494
OG0000254	Pran.g_01567	Pral.g_00477
OG0000255	Pran.g_01561	Pral.g_00470
OG0000256	Pran.g_01551	Pral.g_00460
OG0000257	Pran.g_01548	Pral.g_01430
OG0000258	Pran.g_01535	Pral.g_01444
OG0000259	Pran.g_01518	Pral.g_01461
OG0000260	Pran.g_01515	Pral.g_01464
OG0000261	Pran.g_01513	Pral.g_01467
OG0000262	Pran.g_01509	Pral.g_01471
OG0000263	Pran.g_01497	Pral.g_01761
OG0000264	Pran.g_01487	Pral.g_01750
OG0000265	Pran.g_01460	Pral.g_01729
OG0000266	Pran.g_01450	Pral.g_01719
OG0000267	Pran.g_01439	Pral.g_01706
OG0000268	Pran.g_01438	Pral.g_01705
OG0000269	Pran.g_01348	Pral.g_01483
OG0000270	Pran.g_01345	Pral.g_01486
OG0000271	Pran.g_01337	Pral.g_01494
OG0000272	Pran.g_01336	Pral.g_01495
OG0000273	Pran.g_01313	Pral.g_01518
OG0000274	Pran.g_01312	Pral.g_01519
OG0000275	Pran.g_01310	Pral.g_01522
OG0000276	Pran.g_01305	Pral.g_01527
OG0000277	Pran.g_01304	Pral.g_01528
OG0000278	Pran.g_01301	Pral.g_01531
OG0000279	Pran.g_01294	Pral.g_01538
OG0000280	Pran.g_01293	Pral.g_01539
OG0000281	Pran.g_01287	Pral.g_01546
OG0000282	Pran.g_00431	Pral.g_01797
OG0000283	Pran.g_00464	Pral.g_01655
OG0000284	Pran.g_00469	Pral.g_01650
OG0000285	Pran.g_00474	Pral.g_01644
OG0000286	Pran.g_00486	Pral.g_01628
OG0000287	Pran.g_00503	Pral.g_00050
OG0000288	Pran.g_00541	Pral.g_01594
OG0000289	Pran.g_00552	Pral.g_01609
OG0000290	Pran.g_00565	Pral.g_01564
OG0000291	Pran.g_00567	Pral.g_01562
OG0000292	Pran.g_00135	Pral.g_01316
OG0000293	Pran.g_00069	Pral.g_01357
OG0000294	Pran.g_00068	Pral.g_01358
OG0000295	Pran.g_00048	Pral.g_01382
OG0000296	Pran.g_00046	Pral.g_01384
OG0000297	Pran.g_00038	Pral.g_01394
OG0000298	Pran.g_00037	Pral.g_01395
OG0000299	Pran.g_00020	Pral.g_01415
OG0000300	Pran.g_00017	Pral.g_01419
OG0000301	Pran.g_00016	Pral.g_01420
OG0000302	Pran.g_00014	Pral.g_01422
OG0000303	Pran.g_00007	Pral.g_01428
OG0000304	Pran.g_00003	Pral.g_00455
OG0000305	Pran.g_00848	Pral.g_01323
OG0000306	Pran.g_00846	Pral.g_01550
OG0000307	Pran.g_00832	Pral.g_01213
OG0000308	Pran.g_00831	Pral.g_01212
OG0000309	Pran.g_00827	Pral.g_01208
OG0000310	Pran.g_00748	Pral.g_01181
OG0000311	Pran.g_00746	Pral.g_01179
OG0000312	Pran.g_00743	Pral.g_01176
OG0000313	Pran.g_00729	Pral.g_01157
OG0000314	Pran.g_00706	Pral.g_01133
OG0000315	Pran.g_00696	Pral.g_01123
OG0000316	Pran.g_00676	Pral.g_01095
OG0000317	Pran.g_00968	Pral.g_00104
OG0000318	Pran.g_00971	Pral.g_00108
OG0000319	Pran.g_00984	Pral.g_00121
OG0000320	Pran.g_00986	Pral.g_00123
OG0000321	Pran.g_00987	Pral.g_00124
OG0000322	Pran.g_00988	Pral.g_00125
OG0000323	Pran.g_00997	Pral.g_00134
OG0000324	Pran.g_01023	Pral.g_00162
OG0000325	Pran.g_01033	Pral.g_00172
OG0000326	Pran.g_01039	Pral.g_00179
OG0000327	Pran.g_01063	Pral.g_00201
OG0000328	Pran.g_01064	Pral.g_00202
OG0000329	Pran.g_01082	Pral.g_00219
OG0000330	Pran.g_01083	Pral.g_00220
OG0000331	Pran.g_01084	Pral.g_00221
OG0000332	Pran.g_01098	Pral.g_00235
OG0000333	Pran.g_01100	Pral.g_00237
OG0000334	Pran.g_01108	Pral.g_00246
OG0000335	Pran.g_01113	Pral.g_00251
OG0000336	Pran.g_01117	Pral.g_00255
OG0000337	Pran.g_01133	Pral.g_00274
OG0000338	Pran.g_01134	Pral.g_00275
OG0000339	Pran.g_01138	Pral.g_00280
OG0000340	Pran.g_01145	Pral.g_00289
OG0000341	Pran.g_01147	Pral.g_00291
OG0000342	Pran.g_01148	Pral.g_00292
OG0000343	Pran.g_01149	Pral.g_00293
OG0000344	Pran.g_01152	Pral.g_00296
OG0000345	Pran.g_01157	Pral.g_00302
OG0000346	Pran.g_01161	Pral.g_00306
OG0000347	Pran.g_01177	Pral.g_00323
OG0000348	Pran.g_01187	Pral.g_00331
OG0000349	Pran.g_01203	Pral.g_00349
OG0000350	Pran.g_01222	Pral.g_00370
OG0000351	Pran.g_01239	Pral.g_00390
OG0000352	Pran.g_01240	Pral.g_00391
OG0000353	Pran.g_01256	Pral.g_00409
OG0000355	Pran.g_01258	Pral.g_00411
OG0000356	Pran.g_01259	Pral.g_00412
OG0000357	Pran.g_01260	Pral.g_00413
OG0000358	Pran.g_01264	Pral.g_00417
OG0000359	Pran.g_01265	Pral.g_00418
OG0000360	Pran.g_01266	Pral.g_00419
OG0000361	Pran.g_01267	Pral.g_00420
OG0000362	Pran.g_01269	Pral.g_00422
OG0000363	Pran.g_00410	Pral.g_01030
OG0000364	Pran.g_00409	Pral.g_01029
OG0000365	Pran.g_00404	Pral.g_01024
OG0000366	Pran.g_00403	Pral.g_01023
OG0000367	Pran.g_00402	Pral.g_01022
OG0000368	Pran.g_00400	Pral.g_01020
OG0000369	Pran.g_00399	Pral.g_01019
OG0000370	Pran.g_00398	Pral.g_01018
OG0000371	Pran.g_00392	Pral.g_01011
OG0000372	Pran.g_00389	Pral.g_01009
OG0000373	Pran.g_00388	Pral.g_01008
OG0000374	Pran.g_00387	Pral.g_01007
OG0000375	Pran.g_00385	Pral.g_01005
OG0000376	Pran.g_00383	Pral.g_01003
OG0000377	Pran.g_00380	Pral.g_00999
OG0000378	Pran.g_00378	Pral.g_00995
OG0000379	Pran.g_00375	Pral.g_00992
OG0000380	Pran.g_00366	Pral.g_00982
OG0000381	Pran.g_00362	Pral.g_00977
OG0000382	Pran.g_00351	Pral.g_00966
OG0000383	Pran.g_00349	Pral.g_00964
OG0000384	Pran.g_00348	Pral.g_00963
OG0000385	Pran.g_00347	Pral.g_00962
OG0000386	Pran.g_00346	Pral.g_00961
OG0000387	Pran.g_00334	Pral.g_00948
OG0000388	Pran.g_00331	Pral.g_00944
OG0000389	Pran.g_00327	Pral.g_00941
OG0000390	Pran.g_00320	Pral.g_00932
OG0000391	Pran.g_00317	Pral.g_00929
OG0000392	Pran.g_00313	Pral.g_00925
OG0000393	Pran.g_00311	Pral.g_00922
OG0000394	Pran.g_00310	Pral.g_00921
OG0000395	Pran.g_00309	Pral.g_00920
OG0000396	Pran.g_00307	Pral.g_00918
OG0000397	Pran.g_00305	Pral.g_00916
OG0000398	Pran.g_00303	Pral.g_00913
OG0000399	Pran.g_00302	Pral.g_00912
OG0000400	Pran.g_00301	Pral.g_00911
OG0000401	Pran.g_00300	Pral.g_00910
OG0000402	Pran.g_00298	Pral.g_00450
OG0000403	Pran.g_00297	Pral.g_00908
OG0000404	Pran.g_00296	Pral.g_00907
OG0000405	Pran.g_00292	Pral.g_00903
OG0000406	Pran.g_00286	Pral.g_00898
OG0000407	Pran.g_00285	Pral.g_00897
OG0000408	Pran.g_00282	Pral.g_00895
OG0000409	Pran.g_00280	Pral.g_00893
OG0000410	Pran.g_00279	Pral.g_00892
OG0000411	Pran.g_00278	Pral.g_00891
OG0000412	Pran.g_00277	Pral.g_00890
OG0000413	Pran.g_00276	Pral.g_00888
OG0000414	Pran.g_00275	Pral.g_00887
OG0000415	Pran.g_00274	Pral.g_00886
OG0000416	Pran.g_00273	Pral.g_00885
OG0000417	Pran.g_00272	Pral.g_00884
OG0000418	Pran.g_00267	Pral.g_00879
OG0000419	Pran.g_00265	Pral.g_00877
OG0000420	Pran.g_00264	Pral.g_00875
OG0000421	Pran.g_00259	Pral.g_00871
OG0000422	Pran.g_00258	Pral.g_00870
OG0000423	Pran.g_00257	Pral.g_00869
OG0000424	Pran.g_00256	Pral.g_00868
OG0000425	Pran.g_00255	Pral.g_00867
OG0000426	Pran.g_00254	Pral.g_00866
OG0000427	Pran.g_00253	Pral.g_00865
OG0000428	Pran.g_00251	Pral.g_00863
OG0000429	Pran.g_00250	Pral.g_00862
OG0000430	Pran.g_00249	Pral.g_00861
OG0000431	Pran.g_00247	Pral.g_00859
OG0000432	Pran.g_00244	Pral.g_00855
OG0000433	Pran.g_00243	Pral.g_00854
OG0000434	Pran.g_00242	Pral.g_00853
OG0000435	Pran.g_00241	Pral.g_00852
OG0000436	Pran.g_00236	Pral.g_00847
OG0000437	Pran.g_00235	Pral.g_00846
OG0000438	Pran.g_00234	Pral.g_00845
OG0000439	Pran.g_00232	Pral.g_00844
OG0000440	Pran.g_00231	Pral.g_00843
OG0000441	Pran.g_00228	Pral.g_00840
OG0000442	Pran.g_00227	Pral.g_00839
OG0000443	Pran.g_00226	Pral.g_00838
OG0000444	Pran.g_00221	Pral.g_00833
OG0000445	Pran.g_00220	Pral.g_00832
OG0000446	Pran.g_00219	Pral.g_00831
OG0000447	Pran.g_00218	Pral.g_00830
OG0000448	Pran.g_00217	Pral.g_00829
OG0000449	Pran.g_00216	Pral.g_00828
OG0000450	Pran.g_00215	Pral.g_00827
OG0000451	Pran.g_00214	Pral.g_00826
OG0000452	Pran.g_00211	Pral.g_00823
OG0000453	Pran.g_00210	Pral.g_00822
OG0000454	Pran.g_00209	Pral.g_00821
OG0000455	Pran.g_00208	Pral.g_00820
OG0000456	Pran.g_00207	Pral.g_00819
OG0000457	Pran.g_00206	Pral.g_00817
OG0000458	Pran.g_00205	Pral.g_00816
OG0000459	Pran.g_00204	Pral.g_00815
OG0000460	Pran.g_00197	Pral.g_00805
OG0000461	Pran.g_01950	Pral.g_00796
OG0000462	Pran.g_01948	Pral.g_00795
OG0000463	Pran.g_01947	Pral.g_00794
OG0000464	Pran.g_01946	Pral.g_00793
OG0000465	Pran.g_01945	Pral.g_00792
OG0000466	Pran.g_01942	Pral.g_00789
OG0000467	Pran.g_01941	Pral.g_00788
OG0000468	Pran.g_01939	Pral.g_00785
OG0000469	Pran.g_01931	Pral.g_00777
OG0000470	Pran.g_01929	Pral.g_00775
OG0000471	Pran.g_01928	Pral.g_00774
OG0000472	Pran.g_01927	Pral.g_00773
OG0000473	Pran.g_01925	Pral.g_00771
OG0000474	Pran.g_01924	Pral.g_00770
OG0000475	Pran.g_01923	Pral.g_00769
OG0000476	Pran.g_01922	Pral.g_00767
OG0000477	Pran.g_01919	Pral.g_00764
OG0000478	Pran.g_01918	Pral.g_00763
OG0000479	Pran.g_01917	Pral.g_00762
OG0000480	Pran.g_01912	Pral.g_00756
OG0000481	Pran.g_01910	Pral.g_00754
OG0000482	Pran.g_01909	Pral.g_00753
OG0000483	Pran.g_01906	Pral.g_00750
OG0000484	Pran.g_01905	Pral.g_00749
OG0000485	Pran.g_01904	Pral.g_00748
OG0000486	Pran.g_01903	Pral.g_00747
OG0000487	Pran.g_01899	Pral.g_00743
OG0000488	Pran.g_01896	Pral.g_00740
OG0000489	Pran.g_01891	Pral.g_00735
OG0000490	Pran.g_01886	Pral.g_00731
OG0000491	Pran.g_01885	Pral.g_00730
OG0000492	Pran.g_01883	Pral.g_00728
OG0000493	Pran.g_01882	Pral.g_00727
OG0000494	Pran.g_01881	Pral.g_00726
OG0000495	Pran.g_01880	Pral.g_00725
OG0000496	Pran.g_01879	Pral.g_00724
OG0000497	Pran.g_01878	Pral.g_00723
OG0000498	Pran.g_01877	Pral.g_00722
OG0000499	Pran.g_01876	Pral.g_00721
OG0000500	Pran.g_01875	Pral.g_00720
OG0000501	Pran.g_01873	Pral.g_00718
OG0000502	Pran.g_01870	Pral.g_00715
OG0000503	Pran.g_01860	Pral.g_00698
OG0000504	Pran.g_01859	Pral.g_00696
OG0000505	Pran.g_01858	Pral.g_00695
OG0000506	Pran.g_01857	Pral.g_00694
OG0000507	Pran.g_01854	Pral.g_00691
OG0000508	Pran.g_01850	Pral.g_00687
OG0000509	Pran.g_01848	Pral.g_00685
OG0000510	Pran.g_01847	Pral.g_00684
OG0000511	Pran.g_01846	Pral.g_00683
OG0000512	Pran.g_01844	Pral.g_00681
OG0000513	Pran.g_01837	Pral.g_00673
OG0000514	Pran.g_01749	Pral.g_00663
OG0000515	Pran.g_01748	Pral.g_00662
OG0000516	Pran.g_01747	Pral.g_00661
OG0000517	Pran.g_01745	Pral.g_00659
OG0000518	Pran.g_01734	Pral.g_00647
OG0000519	Pran.g_01733	Pral.g_00646
OG0000520	Pran.g_01729	Pral.g_00645
OG0000521	Pran.g_01724	Pral.g_00635
OG0000522	Pran.g_01723	Pral.g_00633
OG0000523	Pran.g_01722	Pral.g_00632
OG0000524	Pran.g_01717	Pral.g_00627
OG0000525	Pran.g_01714	Pral.g_00623
OG0000526	Pran.g_01713	Pral.g_00622
OG0000527	Pran.g_01705	Pral.g_00619
OG0000528	Pran.g_01700	Pral.g_00613
OG0000529	Pran.g_01697	Pral.g_00610
OG0000530	Pran.g_01694	Pral.g_00607
OG0000531	Pran.g_01693	Pral.g_00606
OG0000532	Pran.g_01691	Pral.g_00603
OG0000533	Pran.g_01690	Pral.g_00602
OG0000534	Pran.g_01689	Pral.g_00601
OG0000535	Pran.g_01688	Pral.g_00600
OG0000536	Pran.g_01687	Pral.g_00599
OG0000537	Pran.g_01686	Pral.g_00598
OG0000538	Pran.g_01678	Pral.g_00590
OG0000539	Pran.g_01677	Pral.g_00589
OG0000540	Pran.g_01676	Pral.g_00588
OG0000541	Pran.g_01675	Pral.g_00587
OG0000542	Pran.g_01673	Pral.g_00585
OG0000543	Pran.g_01671	Pral.g_00583
OG0000544	Pran.g_01670	Pral.g_00582
OG0000545	Pran.g_01668	Pral.g_00580
OG0000546	Pran.g_01665	Pral.g_00577
OG0000547	Pran.g_01663	Pral.g_00575
OG0000548	Pran.g_01662	Pral.g_00574
OG0000549	Pran.g_01660	Pral.g_00571
OG0000550	Pran.g_01655	Pral.g_00566
OG0000551	Pran.g_01651	Pral.g_00563
OG0000552	Pran.g_01650	Pral.g_00562
OG0000553	Pran.g_01649	Pral.g_00561
OG0000554	Pran.g_01644	Pral.g_00556
OG0000555	Pran.g_01636	Pral.g_00548
OG0000556	Pran.g_01634	Pral.g_00546
OG0000557	Pran.g_01633	Pral.g_00545
OG0000558	Pran.g_01631	Pral.g_00543
OG0000559	Pran.g_01627	Pral.g_00539
OG0000560	Pran.g_01624	Pral.g_00536
OG0000561	Pran.g_01623	Pral.g_00535
OG0000562	Pran.g_01622	Pral.g_00534
OG0000563	Pran.g_01621	Pral.g_00533
OG0000564	Pran.g_01620	Pral.g_00532
OG0000565	Pran.g_01617	Pral.g_00529
OG0000566	Pran.g_01614	Pral.g_00525
OG0000567	Pran.g_01610	Pral.g_00521
OG0000568	Pran.g_01609	Pral.g_00520
OG0000569	Pran.g_01608	Pral.g_00519
OG0000570	Pran.g_01607	Pral.g_00518
OG0000571	Pran.g_01605	Pral.g_00515
OG0000572	Pran.g_01592	Pral.g_00503
OG0000573	Pran.g_01586	Pral.g_00497
OG0000574	Pran.g_01585	Pral.g_00496
OG0000575	Pran.g_01581	Pral.g_00492
OG0000576	Pran.g_01579	Pral.g_00490
OG0000577	Pran.g_01578	Pral.g_00489
OG0000578	Pran.g_01577	Pral.g_00488
OG0000579	Pran.g_01576	Pral.g_00487
OG0000580	Pran.g_01575	Pral.g_00486
