Orthogroup	Pran	Praa
OG0000069	Pran.g_00614	Praa.g_01590
OG0000070	Pran.g_01727	Praa.g_00449
OG0000071	Pran.g_00938, Pran.g_00876	Praa.g_01318
OG0000072	Pran.g_00261	Praa.g_00171
OG0000073	Pran.g_01679	Praa.g_00499
OG0000074	Pran.g_01496	Praa.g_00682
OG0000075	Pran.g_01137	Praa.g_01808
OG0000076	Pran.g_01160	Praa.g_01832
OG0000077	Pran.g_00354	Praa.g_00078
OG0000078	Pran.g_00194	Praa.g_00239
OG0000079	Pran.g_01940	Praa.g_00252
OG0000080	Pran.g_01806	Praa.g_01423, Praa.g_00385
OG0000080	Pran.g_00796	Praa.g_01392
OG0000080	Pran.g_00794	Praa.g_01390
OG0000081	Pran.g_01647	Praa.g_00531
OG0000082	Pran.g_01593	Praa.g_00585
OG0000083	Pran.g_00895	Praa.g_01294
OG0000083	Pran.g_00576	Praa.g_00735
OG0000084	Pran.g_00737	Praa.g_01472
OG0000085	Pran.g_00963	Praa.g_01628
OG0000086	Pran.g_00344	Praa.g_00088
OG0000087	Pran.g_00295	Praa.g_00139
OG0000088	Pran.g_00266	Praa.g_00166
OG0000089	Pran.g_01839	Praa.g_00355
OG0000090	Pran.g_01645	Praa.g_00533
OG0000091	Pran.g_01536	Praa.g_00642
OG0000092	Pran.g_00434	Praa.g_00912
OG0000093	Pran.g_00455	Praa.g_00932
OG0000094	Pran.g_00549	Praa.g_01020
OG0000095	Pran.g_00903, Pran.g_00568	Praa.g_01039
OG0000096	Pran.g_00114	Praa.g_01110
OG0000097	Pran.g_00019	Praa.g_01200
OG0000098	Pran.g_00855	Praa.g_01348
OG0000099	Pran.g_00806	Praa.g_01394
OG0000100	Pran.g_00659	Praa.g_01551
OG0000101	Pran.g_01105	Praa.g_01775
OG0000102	Pran.g_01165	Praa.g_01837
OG0000103	Pran.g_01244	Praa.g_01916
OG0000104	Pran.g_01253	Praa.g_01924
OG0000105	Pran.g_01920	Praa.g_00274
OG0000106	Pran.g_01824	Praa.g_00369
OG0000107	Pran.g_01808	Praa.g_00383
OG0000108	Pran.g_01698	Praa.g_00480
OG0000109	Pran.g_01684	Praa.g_00494
OG0000110	Pran.g_01603	Praa.g_00575
OG0000111	Pran.g_01479	Praa.g_00699
OG0000112	Pran.g_01378	Praa.g_00766
OG0000113	Pran.g_01321	Praa.g_00826
OG0000114	Pran.g_00429	Praa.g_00907
OG0000115	Pran.g_00123	Praa.g_01101
OG0000116	Pran.g_00070	Praa.g_01150
OG0000117	Pran.g_01466	Praa.g_01255
OG0000118	Pran.g_00864	Praa.g_01330
OG0000119	Pran.g_00845	Praa.g_01362
OG0000120	Pran.g_00752	Praa.g_01387
OG0000121	Pran.g_00731	Praa.g_01478
OG0000122	Pran.g_00693	Praa.g_01516
OG0000123	Pran.g_01112	Praa.g_01782
OG0000124	Pran.g_01176	Praa.g_01848
OG0000125	Pran.g_01212	Praa.g_01885
OG0000126	Pran.g_01252	Praa.g_01923
OG0000128	Pran.g_01268	Praa.g_00011
OG0000129	Pran.g_00381	Praa.g_00044
OG0000130	Pran.g_00363	Praa.g_00069
OG0000131	Pran.g_00288	Praa.g_00145
OG0000132	Pran.g_00268	Praa.g_00164
OG0000133	Pran.g_01872	Praa.g_00322
OG0000134	Pran.g_01838	Praa.g_00356
OG0000135	Pran.g_01812	Praa.g_00381
OG0000136	Pran.g_01739	Praa.g_00440
OG0000137	Pran.g_01703	Praa.g_00475
OG0000138	Pran.g_01683	Praa.g_00495
OG0000139	Pran.g_01641	Praa.g_00537
OG0000140	Pran.g_01640	Praa.g_00538
OG0000141	Pran.g_01571	Praa.g_00607
OG0000142	Pran.g_01543	Praa.g_00635
OG0000143	Pran.g_01539	Praa.g_00639
OG0000144	Pran.g_01526	Praa.g_00652
OG0000145	Pran.g_01400	Praa.g_00764
OG0000146	Pran.g_01377	Praa.g_00767
OG0000147	Pran.g_01376	Praa.g_00768
OG0000148	Pran.g_01327	Praa.g_00820
OG0000149	Pran.g_01297	Praa.g_00851
OG0000150	Pran.g_01289	Praa.g_00859
OG0000151	Pran.g_00439	Praa.g_00917
OG0000152	Pran.g_00487	Praa.g_00964
OG0000153	Pran.g_00506	Praa.g_00983
OG0000154	Pran.g_00542	Praa.g_01013
OG0000155	Pran.g_00040	Praa.g_01179
OG0000156	Pran.g_00887	Praa.g_01307
OG0000157	Pran.g_00886	Praa.g_01308
OG0000158	Pran.g_00822	Praa.g_01395
OG0000159	Pran.g_00808	Praa.g_01396
OG0000160	Pran.g_00732	Praa.g_01477
OG0000161	Pran.g_00726	Praa.g_01483
OG0000162	Pran.g_00720	Praa.g_01489
OG0000163	Pran.g_00686	Praa.g_01523
OG0000164	Pran.g_00994	Praa.g_01659
OG0000165	Pran.g_01001	Praa.g_01667
OG0000166	Pran.g_01069, Pran.g_01068	Praa.g_01739
OG0000167	Pran.g_01135	Praa.g_01806
OG0000168	Pran.g_01144	Praa.g_01816
OG0000169	Pran.g_01154	Praa.g_01826
OG0000170	Pran.g_01156	Praa.g_01828
OG0000171	Pran.g_01175	Praa.g_01847
OG0000172	Pran.g_01184	Praa.g_01856
OG0000173	Pran.g_01199	Praa.g_01871
OG0000174	Pran.g_01226	Praa.g_01898
OG0000175	Pran.g_01236	Praa.g_01908
OG0000176	Pran.g_01261	Praa.g_00004
OG0000177	Pran.g_01262	Praa.g_00005
OG0000178	Pran.g_01263	Praa.g_00006
OG0000179	Pran.g_00408	Praa.g_00016
OG0000180	Pran.g_00407	Praa.g_00017
OG0000181	Pran.g_00406	Praa.g_00018
OG0000182	Pran.g_00405	Praa.g_00019
OG0000183	Pran.g_00401	Praa.g_00023
OG0000184	Pran.g_00379	Praa.g_00046
OG0000185	Pran.g_00376	Praa.g_00049
OG0000186	Pran.g_00368	Praa.g_00064
OG0000187	Pran.g_00367	Praa.g_00065
OG0000188	Pran.g_00350	Praa.g_00082
OG0000189	Pran.g_00337	Praa.g_00096
OG0000190	Pran.g_00336	Praa.g_00097
OG0000191	Pran.g_00316	Praa.g_00117
OG0000192	Pran.g_00312	Praa.g_00121
OG0000193	Pran.g_00287	Praa.g_00146
OG0000194	Pran.g_00283	Praa.g_00149
OG0000195	Pran.g_00281	Praa.g_00151
OG0000196	Pran.g_00271	Praa.g_00161
OG0000197	Pran.g_00270	Praa.g_00162
OG0000198	Pran.g_00269	Praa.g_00163
OG0000199	Pran.g_00262	Praa.g_00170
OG0000200	Pran.g_00248	Praa.g_00184
OG0000201	Pran.g_00240	Praa.g_00192
OG0000202	Pran.g_00239	Praa.g_00193
OG0000203	Pran.g_00238	Praa.g_00194
OG0000204	Pran.g_00237	Praa.g_00195
OG0000205	Pran.g_00230	Praa.g_00202
OG0000206	Pran.g_00225	Praa.g_00207
OG0000207	Pran.g_00223	Praa.g_00209
OG0000208	Pran.g_00222	Praa.g_00210
OG0000209	Pran.g_00213	Praa.g_00219
OG0000210	Pran.g_00212	Praa.g_00220
OG0000211	Pran.g_00199	Praa.g_00233
OG0000212	Pran.g_00193	Praa.g_00240
OG0000213	Pran.g_01935	Praa.g_00257
OG0000214	Pran.g_01926	Praa.g_00267
OG0000215	Pran.g_01902	Praa.g_00292
OG0000216	Pran.g_01900	Praa.g_00294
OG0000217	Pran.g_01897	Praa.g_00297
OG0000218	Pran.g_01895	Praa.g_00299
OG0000219	Pran.g_01894	Praa.g_00300
OG0000220	Pran.g_01893	Praa.g_00301
OG0000221	Pran.g_01892	Praa.g_00302
OG0000222	Pran.g_01884	Praa.g_00310
OG0000223	Pran.g_01871	Praa.g_00323
OG0000224	Pran.g_01869	Praa.g_00325
OG0000225	Pran.g_01849	Praa.g_00345
OG0000226	Pran.g_01845	Praa.g_00349
OG0000227	Pran.g_01843	Praa.g_00351
OG0000228	Pran.g_01840	Praa.g_00354
OG0000229	Pran.g_01744	Praa.g_00436
OG0000230	Pran.g_01742	Praa.g_00437
OG0000231	Pran.g_01728	Praa.g_00448
OG0000232	Pran.g_01720	Praa.g_00457
OG0000233	Pran.g_01715	Praa.g_00463
OG0000234	Pran.g_01702	Praa.g_00476
OG0000235	Pran.g_01699	Praa.g_00479
OG0000236	Pran.g_01685	Praa.g_00493
OG0000237	Pran.g_01672	Praa.g_00506
OG0000238	Pran.g_01666	Praa.g_00512
OG0000239	Pran.g_01653	Praa.g_00525
OG0000240	Pran.g_01652	Praa.g_00526
OG0000241	Pran.g_01648	Praa.g_00530
OG0000242	Pran.g_01646	Praa.g_00532
OG0000243	Pran.g_01635	Praa.g_00544
OG0000244	Pran.g_01632	Praa.g_00547
OG0000245	Pran.g_01630	Praa.g_00549
OG0000246	Pran.g_01626	Praa.g_00553
OG0000247	Pran.g_01616	Praa.g_00563
OG0000248	Pran.g_01613	Praa.g_00565
OG0000249	Pran.g_01611	Praa.g_00567
OG0000250	Pran.g_01606	Praa.g_00572
OG0000251	Pran.g_01587	Praa.g_00591
OG0000252	Pran.g_01584	Praa.g_00594
OG0000253	Pran.g_01583	Praa.g_00595
OG0000254	Pran.g_01567	Praa.g_00611
OG0000255	Pran.g_01561	Praa.g_00617
OG0000256	Pran.g_01551	Praa.g_00627
OG0000257	Pran.g_01548	Praa.g_00630
OG0000258	Pran.g_01535	Praa.g_00643
OG0000259	Pran.g_01518	Praa.g_00660
OG0000260	Pran.g_01515	Praa.g_00663
OG0000261	Pran.g_01513	Praa.g_00665
OG0000262	Pran.g_01509	Praa.g_00669
OG0000263	Pran.g_01497	Praa.g_00681
OG0000264	Pran.g_01487	Praa.g_00691
OG0000265	Pran.g_01460	Praa.g_00711
OG0000266	Pran.g_01450	Praa.g_00721
OG0000267	Pran.g_01439	Praa.g_00732
OG0000268	Pran.g_01438	Praa.g_00733
OG0000269	Pran.g_01348	Praa.g_00798
OG0000270	Pran.g_01345	Praa.g_00801
OG0000271	Pran.g_01337	Praa.g_00809
OG0000272	Pran.g_01336	Praa.g_00810, Praa.g_00811
OG0000273	Pran.g_01313	Praa.g_00834
OG0000274	Pran.g_01312	Praa.g_00835
OG0000275	Pran.g_01310	Praa.g_00838
OG0000276	Pran.g_01305	Praa.g_00843
OG0000277	Pran.g_01304	Praa.g_00844
OG0000278	Pran.g_01301	Praa.g_00847
OG0000279	Pran.g_01294	Praa.g_00854
OG0000280	Pran.g_01293	Praa.g_00855
OG0000281	Pran.g_01287	Praa.g_00860
OG0000282	Pran.g_00431	Praa.g_00909
OG0000283	Pran.g_00464	Praa.g_00941
OG0000284	Pran.g_00469	Praa.g_00946
OG0000285	Pran.g_00474	Praa.g_00951
OG0000286	Pran.g_00486	Praa.g_00963
OG0000287	Pran.g_00503	Praa.g_00980
OG0000288	Pran.g_00541	Praa.g_01012
OG0000289	Pran.g_00552	Praa.g_01023
OG0000290	Pran.g_00565	Praa.g_01036
OG0000291	Pran.g_00567	Praa.g_01038
OG0000292	Pran.g_00135	Praa.g_01089
OG0000293	Pran.g_00069	Praa.g_01151
OG0000294	Pran.g_00068	Praa.g_01152
OG0000295	Pran.g_00048	Praa.g_01171
OG0000296	Pran.g_00046	Praa.g_01173
OG0000297	Pran.g_00038	Praa.g_01181
OG0000298	Pran.g_00037	Praa.g_01182
OG0000299	Pran.g_00020	Praa.g_01199
OG0000300	Pran.g_00017	Praa.g_01202
OG0000301	Pran.g_00016	Praa.g_01203
OG0000302	Pran.g_00014	Praa.g_01205
OG0000303	Pran.g_00007	Praa.g_01212
OG0000304	Pran.g_00003	Praa.g_01216
OG0000305	Pran.g_00848	Praa.g_01358
OG0000306	Pran.g_00846	Praa.g_01361
OG0000307	Pran.g_00832	Praa.g_01375
OG0000308	Pran.g_00831	Praa.g_01376
OG0000309	Pran.g_00827	Praa.g_01380
OG0000310	Pran.g_00748	Praa.g_01461
OG0000311	Pran.g_00746	Praa.g_01463
OG0000312	Pran.g_00743	Praa.g_01466
OG0000313	Pran.g_00729	Praa.g_01480
OG0000314	Pran.g_00706	Praa.g_01503
OG0000315	Pran.g_00696	Praa.g_01513
OG0000316	Pran.g_00676	Praa.g_01533
OG0000317	Pran.g_00968	Praa.g_01633
OG0000318	Pran.g_00971	Praa.g_01636
OG0000319	Pran.g_00984	Praa.g_01649
OG0000320	Pran.g_00986	Praa.g_01651
OG0000321	Pran.g_00987	Praa.g_01652
OG0000322	Pran.g_00988	Praa.g_01653
OG0000323	Pran.g_00997	Praa.g_01662
OG0000324	Pran.g_01023	Praa.g_01690
OG0000325	Pran.g_01033	Praa.g_01700
OG0000326	Pran.g_01039	Praa.g_01706
OG0000327	Pran.g_01063	Praa.g_01734
OG0000328	Pran.g_01064	Praa.g_01735
OG0000329	Pran.g_01082	Praa.g_01752
OG0000330	Pran.g_01083	Praa.g_01753
OG0000331	Pran.g_01084	Praa.g_01754
OG0000332	Pran.g_01098	Praa.g_01768
OG0000333	Pran.g_01100	Praa.g_01770
OG0000334	Pran.g_01108	Praa.g_01778
OG0000335	Pran.g_01113	Praa.g_01783
OG0000336	Pran.g_01117	Praa.g_01787
OG0000337	Pran.g_01133	Praa.g_01804
OG0000338	Pran.g_01134	Praa.g_01805
OG0000339	Pran.g_01138	Praa.g_01809
OG0000340	Pran.g_01145	Praa.g_01817
OG0000341	Pran.g_01147	Praa.g_01819
OG0000342	Pran.g_01148	Praa.g_01820
OG0000343	Pran.g_01149	Praa.g_01821
OG0000344	Pran.g_01152	Praa.g_01824
OG0000345	Pran.g_01157	Praa.g_01829
OG0000346	Pran.g_01161	Praa.g_01833
OG0000347	Pran.g_01177	Praa.g_01849
OG0000348	Pran.g_01187	Praa.g_01859
OG0000349	Pran.g_01203	Praa.g_01876
OG0000350	Pran.g_01222	Praa.g_01894
OG0000351	Pran.g_01239	Praa.g_01911
OG0000352	Pran.g_01240	Praa.g_01912
OG0000353	Pran.g_01256	Praa.g_01927
OG0000355	Pran.g_01258	Praa.g_00001
OG0000356	Pran.g_01259	Praa.g_00002
OG0000357	Pran.g_01260	Praa.g_00003
OG0000358	Pran.g_01264	Praa.g_00007
OG0000359	Pran.g_01265	Praa.g_00008
OG0000360	Pran.g_01266	Praa.g_00009
OG0000361	Pran.g_01267	Praa.g_00010
OG0000362	Pran.g_01269	Praa.g_00012
OG0000363	Pran.g_00410	Praa.g_00014
OG0000364	Pran.g_00409	Praa.g_00015
OG0000365	Pran.g_00404	Praa.g_00020
OG0000366	Pran.g_00403	Praa.g_00021
OG0000367	Pran.g_00402	Praa.g_00022
OG0000368	Pran.g_00400	Praa.g_00024
OG0000369	Pran.g_00399	Praa.g_00025
OG0000370	Pran.g_00398	Praa.g_00026
OG0000371	Pran.g_00392	Praa.g_00032
OG0000372	Pran.g_00389	Praa.g_00035
OG0000373	Pran.g_00388	Praa.g_00036
OG0000374	Pran.g_00387	Praa.g_00037
OG0000375	Pran.g_00385	Praa.g_00040
OG0000376	Pran.g_00383	Praa.g_00042
OG0000377	Pran.g_00380	Praa.g_00045
OG0000378	Pran.g_00378	Praa.g_00047
OG0000379	Pran.g_00375	Praa.g_00050
OG0000380	Pran.g_00366	Praa.g_00066
OG0000381	Pran.g_00362	Praa.g_00070
OG0000382	Pran.g_00351	Praa.g_00081
OG0000383	Pran.g_00349	Praa.g_00083
OG0000384	Pran.g_00348	Praa.g_00084
OG0000385	Pran.g_00347	Praa.g_00085
OG0000386	Pran.g_00346	Praa.g_00086
OG0000387	Pran.g_00334	Praa.g_00099
OG0000388	Pran.g_00331	Praa.g_00102
OG0000389	Pran.g_00327	Praa.g_00106
OG0000390	Pran.g_00320	Praa.g_00113
OG0000391	Pran.g_00317	Praa.g_00116
OG0000392	Pran.g_00313	Praa.g_00120
OG0000393	Pran.g_00311	Praa.g_00122
OG0000394	Pran.g_00310	Praa.g_00123
OG0000395	Pran.g_00309	Praa.g_00124
OG0000396	Pran.g_00307	Praa.g_00127
OG0000397	Pran.g_00305	Praa.g_00129
OG0000398	Pran.g_00303	Praa.g_00131
OG0000399	Pran.g_00302	Praa.g_00132
OG0000400	Pran.g_00301	Praa.g_00133
OG0000401	Pran.g_00300	Praa.g_00134
OG0000402	Pran.g_00298	Praa.g_00136
OG0000403	Pran.g_00297	Praa.g_00137
OG0000404	Pran.g_00296	Praa.g_00138
OG0000405	Pran.g_00292	Praa.g_00142
OG0000406	Pran.g_00286	Praa.g_00147
OG0000407	Pran.g_00285	Praa.g_00148
OG0000408	Pran.g_00282	Praa.g_00150
OG0000409	Pran.g_00280	Praa.g_00152
OG0000410	Pran.g_00279	Praa.g_00153
OG0000411	Pran.g_00278	Praa.g_00154
OG0000412	Pran.g_00277	Praa.g_00155
OG0000413	Pran.g_00276	Praa.g_00156
OG0000414	Pran.g_00275	Praa.g_00157
OG0000415	Pran.g_00274	Praa.g_00158
OG0000416	Pran.g_00273	Praa.g_00159
OG0000417	Pran.g_00272	Praa.g_00160
OG0000418	Pran.g_00267	Praa.g_00165
OG0000419	Pran.g_00265	Praa.g_00167
OG0000420	Pran.g_00264	Praa.g_00168
OG0000421	Pran.g_00259	Praa.g_00173
OG0000422	Pran.g_00258	Praa.g_00174
OG0000423	Pran.g_00257	Praa.g_00175
OG0000424	Pran.g_00256	Praa.g_00176
OG0000425	Pran.g_00255	Praa.g_00177
OG0000426	Pran.g_00254	Praa.g_00178
OG0000427	Pran.g_00253	Praa.g_00179
OG0000428	Pran.g_00251	Praa.g_00181
OG0000429	Pran.g_00250	Praa.g_00182
OG0000430	Pran.g_00249	Praa.g_00183
OG0000431	Pran.g_00247	Praa.g_00185
OG0000432	Pran.g_00244	Praa.g_00188
OG0000433	Pran.g_00243	Praa.g_00189
OG0000434	Pran.g_00242	Praa.g_00190
OG0000435	Pran.g_00241	Praa.g_00191
OG0000436	Pran.g_00236	Praa.g_00196
OG0000437	Pran.g_00235	Praa.g_00197
OG0000438	Pran.g_00234	Praa.g_00198
OG0000439	Pran.g_00232	Praa.g_00200
OG0000440	Pran.g_00231	Praa.g_00201
OG0000441	Pran.g_00228	Praa.g_00204
OG0000442	Pran.g_00227	Praa.g_00205
OG0000443	Pran.g_00226	Praa.g_00206
OG0000444	Pran.g_00221	Praa.g_00211
OG0000445	Pran.g_00220	Praa.g_00212
OG0000446	Pran.g_00219	Praa.g_00213
OG0000447	Pran.g_00218	Praa.g_00214
OG0000448	Pran.g_00217	Praa.g_00215
OG0000449	Pran.g_00216	Praa.g_00216
OG0000450	Pran.g_00215	Praa.g_00217
OG0000451	Pran.g_00214	Praa.g_00218
OG0000452	Pran.g_00211	Praa.g_00221
OG0000453	Pran.g_00210	Praa.g_00222
OG0000454	Pran.g_00209	Praa.g_00223
OG0000455	Pran.g_00208	Praa.g_00224
OG0000456	Pran.g_00207	Praa.g_00225
OG0000457	Pran.g_00206	Praa.g_00226
OG0000458	Pran.g_00205	Praa.g_00227
OG0000459	Pran.g_00204	Praa.g_00228
OG0000460	Pran.g_00197	Praa.g_00235
OG0000461	Pran.g_01950	Praa.g_00242
OG0000462	Pran.g_01948	Praa.g_00244
OG0000463	Pran.g_01947	Praa.g_00245
OG0000464	Pran.g_01946	Praa.g_00246
OG0000465	Pran.g_01945	Praa.g_00247
OG0000466	Pran.g_01942	Praa.g_00250
OG0000467	Pran.g_01941	Praa.g_00251
OG0000468	Pran.g_01939	Praa.g_00253
OG0000469	Pran.g_01931	Praa.g_00262
OG0000470	Pran.g_01929	Praa.g_00264
OG0000471	Pran.g_01928	Praa.g_00265
OG0000472	Pran.g_01927	Praa.g_00266
OG0000473	Pran.g_01925	Praa.g_00268
OG0000474	Pran.g_01924	Praa.g_00269
OG0000475	Pran.g_01923	Praa.g_00270
OG0000476	Pran.g_01922	Praa.g_00271
OG0000477	Pran.g_01919	Praa.g_00275
OG0000478	Pran.g_01918	Praa.g_00276
OG0000479	Pran.g_01917	Praa.g_00277
OG0000480	Pran.g_01912	Praa.g_00282
OG0000481	Pran.g_01910	Praa.g_00284
OG0000482	Pran.g_01909	Praa.g_00285
OG0000483	Pran.g_01906	Praa.g_00288
OG0000484	Pran.g_01905	Praa.g_00289
OG0000485	Pran.g_01904	Praa.g_00290
OG0000486	Pran.g_01903	Praa.g_00291
OG0000487	Pran.g_01899	Praa.g_00295
OG0000488	Pran.g_01896	Praa.g_00298
OG0000489	Pran.g_01891	Praa.g_00303
OG0000490	Pran.g_01886	Praa.g_00308
OG0000491	Pran.g_01885	Praa.g_00309
OG0000492	Pran.g_01883	Praa.g_00311
OG0000493	Pran.g_01882	Praa.g_00312
OG0000494	Pran.g_01881	Praa.g_00313
OG0000495	Pran.g_01880	Praa.g_00314
OG0000496	Pran.g_01879	Praa.g_00315
OG0000497	Pran.g_01878	Praa.g_00316
OG0000498	Pran.g_01877	Praa.g_00317
OG0000499	Pran.g_01876	Praa.g_00318
OG0000500	Pran.g_01875	Praa.g_00319
OG0000501	Pran.g_01873	Praa.g_00321
OG0000502	Pran.g_01870	Praa.g_00324
OG0000503	Pran.g_01860	Praa.g_00334
OG0000504	Pran.g_01859	Praa.g_00335
OG0000505	Pran.g_01858	Praa.g_00336
OG0000506	Pran.g_01857	Praa.g_00338
OG0000507	Pran.g_01854	Praa.g_00340
OG0000508	Pran.g_01850	Praa.g_00344
OG0000509	Pran.g_01848	Praa.g_00346
OG0000510	Pran.g_01847	Praa.g_00347
OG0000511	Pran.g_01846	Praa.g_00348
OG0000512	Pran.g_01844	Praa.g_00350
OG0000513	Pran.g_01837	Praa.g_00357
OG0000514	Pran.g_01749	Praa.g_00431
OG0000515	Pran.g_01748	Praa.g_00432
OG0000516	Pran.g_01747	Praa.g_00433
OG0000517	Pran.g_01745	Praa.g_00435
OG0000518	Pran.g_01734	Praa.g_00445
OG0000519	Pran.g_01733	Praa.g_00446
OG0000520	Pran.g_01729	Praa.g_00447
OG0000521	Pran.g_01724	Praa.g_00452
OG0000522	Pran.g_01723	Praa.g_00454
OG0000523	Pran.g_01722	Praa.g_00455
OG0000524	Pran.g_01717	Praa.g_00461
OG0000525	Pran.g_01714	Praa.g_00464
OG0000526	Pran.g_01713	Praa.g_00465
OG0000527	Pran.g_01705	Praa.g_00473
OG0000528	Pran.g_01700	Praa.g_00478
OG0000529	Pran.g_01697	Praa.g_00481
OG0000530	Pran.g_01694	Praa.g_00484
OG0000531	Pran.g_01693	Praa.g_00485
OG0000532	Pran.g_01691	Praa.g_00487
OG0000533	Pran.g_01690	Praa.g_00488
OG0000534	Pran.g_01689	Praa.g_00489
OG0000535	Pran.g_01688	Praa.g_00490
OG0000536	Pran.g_01687	Praa.g_00491
OG0000537	Pran.g_01686	Praa.g_00492
OG0000538	Pran.g_01678	Praa.g_00500
OG0000539	Pran.g_01677	Praa.g_00501
OG0000540	Pran.g_01676	Praa.g_00502
OG0000541	Pran.g_01675	Praa.g_00503
OG0000542	Pran.g_01673	Praa.g_00505
OG0000543	Pran.g_01671	Praa.g_00507
OG0000544	Pran.g_01670	Praa.g_00508
OG0000545	Pran.g_01668	Praa.g_00510
OG0000546	Pran.g_01665	Praa.g_00513
OG0000547	Pran.g_01663	Praa.g_00515
OG0000548	Pran.g_01662	Praa.g_00516
OG0000549	Pran.g_01660	Praa.g_00518
OG0000550	Pran.g_01655	Praa.g_00523
OG0000551	Pran.g_01651	Praa.g_00527
OG0000552	Pran.g_01650	Praa.g_00528
OG0000553	Pran.g_01649	Praa.g_00529
OG0000554	Pran.g_01644	Praa.g_00534
OG0000555	Pran.g_01636	Praa.g_00543
OG0000556	Pran.g_01634	Praa.g_00545
OG0000557	Pran.g_01633	Praa.g_00546
OG0000558	Pran.g_01631	Praa.g_00548
OG0000559	Pran.g_01627	Praa.g_00552
OG0000560	Pran.g_01624	Praa.g_00555
OG0000561	Pran.g_01623	Praa.g_00556
OG0000562	Pran.g_01622	Praa.g_00557
OG0000563	Pran.g_01621	Praa.g_00558
OG0000564	Pran.g_01620	Praa.g_00559
OG0000565	Pran.g_01617	Praa.g_00562
