Orthogroup	Pran	Praz
OG0000076	Pran.g_01160	Praz.g_00205
OG0000077	Pran.g_00354	Praz.g_00438
OG0000078	Pran.g_00194	Praz.g_00599
OG0000079	Pran.g_01940	Praz.g_00612
OG0000081	Pran.g_01647	Praz.g_01797
OG0000082	Pran.g_01593	Praz.g_01744
OG0000083	Pran.g_00895	Praz.g_01201
OG0000083	Pran.g_00576	Praz.g_01583
OG0000084	Pran.g_00737	Praz.g_01045
OG0000085	Pran.g_00963	Praz.g_00884
OG0000086	Pran.g_00344	Praz.g_00448
OG0000087	Pran.g_00295	Praz.g_00499
OG0000088	Pran.g_00266	Praz.g_00526
OG0000089	Pran.g_01839	Praz.g_00818
OG0000090	Pran.g_01645	Praz.g_01795
OG0000091	Pran.g_01536	Praz.g_01688
OG0000092	Pran.g_00434	Praz.g_01403
OG0000093	Pran.g_00455	Praz.g_01382
OG0000094	Pran.g_00549	Praz.g_01296
OG0000095	Pran.g_00903, Pran.g_00568	Praz.g_00066
OG0000096	Pran.g_00114	Praz.g_00045
OG0000097	Pran.g_00019	Praz.g_00713
OG0000098	Pran.g_00855	Praz.g_01157
OG0000099	Pran.g_00806	Praz.g_01098
OG0000100	Pran.g_00659	Praz.g_00967
OG0000101	Pran.g_01105	Praz.g_00263
OG0000102	Pran.g_01165	Praz.g_00200
OG0000103	Pran.g_01244	Praz.g_00120
OG0000104	Pran.g_01253	Praz.g_00361
OG0000105	Pran.g_01920	Praz.g_00632
OG0000106	Pran.g_01824	Praz.g_00804
OG0000107	Pran.g_01808	Praz.g_00788
OG0000108	Pran.g_01698	Praz.g_01848
OG0000109	Pran.g_01684	Praz.g_01834
OG0000110	Pran.g_01603	Praz.g_01754
OG0000111	Pran.g_01479	Praz.g_01631
OG0000112	Pran.g_01378	Praz.g_01547
OG0000113	Pran.g_01321	Praz.g_01490
OG0000114	Pran.g_00429	Praz.g_01408
OG0000115	Pran.g_00123	Praz.g_00054
OG0000116	Pran.g_00070	Praz.g_00002
OG0000117	Pran.g_01466	Praz.g_01237
OG0000118	Pran.g_00864	Praz.g_01168
OG0000119	Pran.g_00845	Praz.g_01143
OG0000120	Pran.g_00752	Praz.g_01118
OG0000121	Pran.g_00731	Praz.g_01039
OG0000122	Pran.g_00693	Praz.g_01001
OG0000123	Pran.g_01112	Praz.g_00256
OG0000124	Pran.g_01176	Praz.g_00189
OG0000125	Pran.g_01212	Praz.g_00152
OG0000126	Pran.g_01252	Praz.g_00360
OG0000128	Pran.g_01268	Praz.g_00376
OG0000129	Pran.g_00381	Praz.g_00410
OG0000130	Pran.g_00363	Praz.g_00429
OG0000131	Pran.g_00288	Praz.g_00505
OG0000132	Pran.g_00268	Praz.g_00524
OG0000133	Pran.g_01872	Praz.g_00679
OG0000134	Pran.g_01838	Praz.g_00817
OG0000135	Pran.g_01812	Praz.g_00791
OG0000136	Pran.g_01739	Praz.g_01887
OG0000137	Pran.g_01703	Praz.g_01853
OG0000138	Pran.g_01683	Praz.g_01833
OG0000139	Pran.g_01641	Praz.g_01791
OG0000140	Pran.g_01640	Praz.g_01790
OG0000141	Pran.g_01571	Praz.g_01723
OG0000142	Pran.g_01543	Praz.g_01695
OG0000143	Pran.g_01539	Praz.g_01691
OG0000144	Pran.g_01526	Praz.g_01678
OG0000145	Pran.g_01400	Praz.g_01554
OG0000146	Pran.g_01377	Praz.g_01546
OG0000147	Pran.g_01376	Praz.g_01545
OG0000148	Pran.g_01327	Praz.g_01496
OG0000149	Pran.g_01297	Praz.g_01465
OG0000150	Pran.g_01289	Praz.g_01457
OG0000151	Pran.g_00439	Praz.g_01398
OG0000152	Pran.g_00487	Praz.g_01350
OG0000153	Pran.g_00506	Praz.g_01331
OG0000154	Pran.g_00542	Praz.g_01303
OG0000155	Pran.g_00040	Praz.g_00734
OG0000156	Pran.g_00887	Praz.g_01191
OG0000157	Pran.g_00886	Praz.g_01190
OG0000158	Pran.g_00822	Praz.g_01097
OG0000159	Pran.g_00808	Praz.g_01095
OG0000160	Pran.g_00732	Praz.g_01040
OG0000161	Pran.g_00726	Praz.g_01034
OG0000162	Pran.g_00720	Praz.g_01028
OG0000163	Pran.g_00686	Praz.g_00994
OG0000164	Pran.g_00994	Praz.g_00853
OG0000165	Pran.g_01001	Praz.g_00846
OG0000166	Pran.g_01069, Pran.g_01068	Praz.g_00299
OG0000167	Pran.g_01135	Praz.g_00232
OG0000168	Pran.g_01144	Praz.g_00222
OG0000169	Pran.g_01154	Praz.g_00212
OG0000170	Pran.g_01156	Praz.g_00210
OG0000171	Pran.g_01175	Praz.g_00190
OG0000172	Pran.g_01184	Praz.g_00181
OG0000173	Pran.g_01199	Praz.g_00166
OG0000174	Pran.g_01226	Praz.g_00138
OG0000175	Pran.g_01236	Praz.g_00128
OG0000176	Pran.g_01261	Praz.g_00369
OG0000177	Pran.g_01262	Praz.g_00370
OG0000178	Pran.g_01263	Praz.g_00371
OG0000179	Pran.g_00408	Praz.g_00381
OG0000180	Pran.g_00407	Praz.g_00382
OG0000181	Pran.g_00406	Praz.g_00383
OG0000182	Pran.g_00405	Praz.g_00384
OG0000183	Pran.g_00401	Praz.g_00388
OG0000184	Pran.g_00379	Praz.g_00412
OG0000185	Pran.g_00376	Praz.g_00415
OG0000186	Pran.g_00368	Praz.g_00424
OG0000187	Pran.g_00367	Praz.g_00425
OG0000188	Pran.g_00350	Praz.g_00442
OG0000189	Pran.g_00337	Praz.g_00456
OG0000190	Pran.g_00336	Praz.g_00457
OG0000191	Pran.g_00316	Praz.g_00477
OG0000192	Pran.g_00312	Praz.g_00481
OG0000193	Pran.g_00287	Praz.g_00506
OG0000194	Pran.g_00283	Praz.g_00509
OG0000195	Pran.g_00281	Praz.g_00511
OG0000196	Pran.g_00271	Praz.g_00521
OG0000197	Pran.g_00270	Praz.g_00522
OG0000198	Pran.g_00269	Praz.g_00523
OG0000199	Pran.g_00262	Praz.g_00530
OG0000200	Pran.g_00248	Praz.g_00544
OG0000201	Pran.g_00240	Praz.g_00552
OG0000202	Pran.g_00239	Praz.g_00553
OG0000203	Pran.g_00238	Praz.g_00554
OG0000204	Pran.g_00237	Praz.g_00555
OG0000205	Pran.g_00230	Praz.g_00562
OG0000206	Pran.g_00225	Praz.g_00567
OG0000207	Pran.g_00223	Praz.g_00569
OG0000208	Pran.g_00222	Praz.g_00570
OG0000209	Pran.g_00213	Praz.g_00579
OG0000210	Pran.g_00212	Praz.g_00580
OG0000211	Pran.g_00199	Praz.g_00593
OG0000212	Pran.g_00193	Praz.g_00600
OG0000213	Pran.g_01935	Praz.g_00617
OG0000214	Pran.g_01926	Praz.g_00626
OG0000215	Pran.g_01902	Praz.g_00650
OG0000216	Pran.g_01900	Praz.g_00651
OG0000217	Pran.g_01897	Praz.g_00654
OG0000218	Pran.g_01895	Praz.g_00656
OG0000219	Pran.g_01894	Praz.g_00657
OG0000220	Pran.g_01893	Praz.g_00658
OG0000221	Pran.g_01892	Praz.g_00659
OG0000222	Pran.g_01884	Praz.g_00667
OG0000223	Pran.g_01871	Praz.g_00680
OG0000224	Pran.g_01869	Praz.g_00682
OG0000225	Pran.g_01849	Praz.g_00348
OG0000226	Pran.g_01845	Praz.g_00352
OG0000227	Pran.g_01843	Praz.g_00354
OG0000228	Pran.g_01840	Praz.g_00819
OG0000229	Pran.g_01744	Praz.g_01892
OG0000230	Pran.g_01742	Praz.g_01890
OG0000231	Pran.g_01728	Praz.g_01879
OG0000232	Pran.g_01720	Praz.g_01870
OG0000233	Pran.g_01715	Praz.g_01865
OG0000234	Pran.g_01702	Praz.g_01852
OG0000235	Pran.g_01699	Praz.g_01849
OG0000236	Pran.g_01685	Praz.g_01835
OG0000237	Pran.g_01672	Praz.g_01822
OG0000238	Pran.g_01666	Praz.g_01816
OG0000239	Pran.g_01653	Praz.g_01803
OG0000240	Pran.g_01652	Praz.g_01802
OG0000241	Pran.g_01648	Praz.g_01798
OG0000242	Pran.g_01646	Praz.g_01796
OG0000243	Pran.g_01635	Praz.g_01785
OG0000244	Pran.g_01632	Praz.g_01782
OG0000245	Pran.g_01630	Praz.g_01780
OG0000246	Pran.g_01626	Praz.g_01776
OG0000247	Pran.g_01616	Praz.g_01766
OG0000248	Pran.g_01613	Praz.g_01764
OG0000249	Pran.g_01611	Praz.g_01762
OG0000250	Pran.g_01606	Praz.g_01757
OG0000251	Pran.g_01587	Praz.g_01739
OG0000252	Pran.g_01584	Praz.g_01736
OG0000253	Pran.g_01583	Praz.g_01735
OG0000254	Pran.g_01567	Praz.g_01719
OG0000255	Pran.g_01561	Praz.g_01713
OG0000256	Pran.g_01551	Praz.g_01703
OG0000257	Pran.g_01548	Praz.g_01700
OG0000258	Pran.g_01535	Praz.g_01687
OG0000259	Pran.g_01518	Praz.g_01670
OG0000260	Pran.g_01515	Praz.g_01667
OG0000261	Pran.g_01513	Praz.g_01665
OG0000262	Pran.g_01509	Praz.g_01661
OG0000263	Pran.g_01497	Praz.g_01649
OG0000264	Pran.g_01487	Praz.g_01639
OG0000265	Pran.g_01460	Praz.g_01607
OG0000266	Pran.g_01450	Praz.g_01597
OG0000267	Pran.g_01439	Praz.g_01586
OG0000268	Pran.g_01438	Praz.g_01585
OG0000269	Pran.g_01348	Praz.g_01517
OG0000270	Pran.g_01345	Praz.g_01514
OG0000271	Pran.g_01337	Praz.g_01506
OG0000272	Pran.g_01336	Praz.g_01505
OG0000273	Pran.g_01313	Praz.g_01482
OG0000274	Pran.g_01312	Praz.g_01481
OG0000275	Pran.g_01310	Praz.g_01478
OG0000276	Pran.g_01305	Praz.g_01473
OG0000277	Pran.g_01304	Praz.g_01472
OG0000278	Pran.g_01301	Praz.g_01469
OG0000279	Pran.g_01294	Praz.g_01462
OG0000280	Pran.g_01293	Praz.g_01461
OG0000281	Pran.g_01287	Praz.g_01456
OG0000282	Pran.g_00431	Praz.g_01406
OG0000283	Pran.g_00464	Praz.g_01373
OG0000284	Pran.g_00469	Praz.g_01368
OG0000285	Pran.g_00474	Praz.g_01363
OG0000286	Pran.g_00486	Praz.g_01351
OG0000287	Pran.g_00503	Praz.g_01334
OG0000288	Pran.g_00541	Praz.g_01304
OG0000289	Pran.g_00552	Praz.g_01292
OG0000290	Pran.g_00565	Praz.g_01279, Praz.g_00063
OG0000291	Pran.g_00567	Praz.g_00065
OG0000292	Pran.g_00135	Praz.g_00114
OG0000293	Pran.g_00069	Praz.g_00001
OG0000294	Pran.g_00068	Praz.g_00763
OG0000295	Pran.g_00048	Praz.g_00742
OG0000296	Pran.g_00046	Praz.g_00740
OG0000297	Pran.g_00038	Praz.g_00732
OG0000298	Pran.g_00037	Praz.g_00731
OG0000299	Pran.g_00020	Praz.g_00714
OG0000300	Pran.g_00017	Praz.g_00711
OG0000301	Pran.g_00016	Praz.g_00710
OG0000302	Pran.g_00014	Praz.g_00708
OG0000303	Pran.g_00007	Praz.g_00701
OG0000304	Pran.g_00003	Praz.g_00697
OG0000305	Pran.g_00848	Praz.g_01147
OG0000306	Pran.g_00846	Praz.g_01144
OG0000307	Pran.g_00832	Praz.g_01130
OG0000308	Pran.g_00831	Praz.g_01129
OG0000309	Pran.g_00827	Praz.g_01125
OG0000310	Pran.g_00748	Praz.g_01056
OG0000311	Pran.g_00746	Praz.g_01054
OG0000312	Pran.g_00743	Praz.g_01051
OG0000313	Pran.g_00729	Praz.g_01037
OG0000314	Pran.g_00706	Praz.g_01014
OG0000315	Pran.g_00696	Praz.g_01004
OG0000316	Pran.g_00676	Praz.g_00984
OG0000317	Pran.g_00968	Praz.g_00879
OG0000318	Pran.g_00971	Praz.g_00876
OG0000319	Pran.g_00984	Praz.g_00863
OG0000320	Pran.g_00986	Praz.g_00861
OG0000321	Pran.g_00987	Praz.g_00860
OG0000322	Pran.g_00988	Praz.g_00859
OG0000323	Pran.g_00997	Praz.g_00850
OG0000324	Pran.g_01023	Praz.g_00824
OG0000325	Pran.g_01033	Praz.g_00334
OG0000326	Pran.g_01039	Praz.g_00328
OG0000327	Pran.g_01063	Praz.g_00304
OG0000328	Pran.g_01064	Praz.g_00303
OG0000329	Pran.g_01082	Praz.g_00286
OG0000330	Pran.g_01083	Praz.g_00285
OG0000331	Pran.g_01084	Praz.g_00284
OG0000332	Pran.g_01098	Praz.g_00270
OG0000333	Pran.g_01100	Praz.g_00268
OG0000334	Pran.g_01108	Praz.g_00260
OG0000335	Pran.g_01113	Praz.g_00255
OG0000336	Pran.g_01117	Praz.g_00251
OG0000337	Pran.g_01133	Praz.g_00234
OG0000338	Pran.g_01134	Praz.g_00233
OG0000339	Pran.g_01138	Praz.g_00229
OG0000340	Pran.g_01145	Praz.g_00221
OG0000341	Pran.g_01147	Praz.g_00219
OG0000342	Pran.g_01148	Praz.g_00218
OG0000343	Pran.g_01149	Praz.g_00217
OG0000344	Pran.g_01152	Praz.g_00214
OG0000345	Pran.g_01157	Praz.g_00209
OG0000346	Pran.g_01161	Praz.g_00204
OG0000347	Pran.g_01177	Praz.g_00188
OG0000348	Pran.g_01187	Praz.g_00178
OG0000349	Pran.g_01203	Praz.g_00161
OG0000350	Pran.g_01222	Praz.g_00142
OG0000351	Pran.g_01239	Praz.g_00125
OG0000352	Pran.g_01240	Praz.g_00124
OG0000353	Pran.g_01256	Praz.g_00364
OG0000355	Pran.g_01258	Praz.g_00366
OG0000356	Pran.g_01259	Praz.g_00367
OG0000357	Pran.g_01260	Praz.g_00368
OG0000358	Pran.g_01264	Praz.g_00372
OG0000359	Pran.g_01265	Praz.g_00373
OG0000360	Pran.g_01266	Praz.g_00374
OG0000361	Pran.g_01267	Praz.g_00375
OG0000362	Pran.g_01269	Praz.g_00377
OG0000363	Pran.g_00410	Praz.g_00379
OG0000364	Pran.g_00409	Praz.g_00380
OG0000365	Pran.g_00404	Praz.g_00385
OG0000366	Pran.g_00403	Praz.g_00386
OG0000367	Pran.g_00402	Praz.g_00387
OG0000368	Pran.g_00400	Praz.g_00389
OG0000369	Pran.g_00399	Praz.g_00390
OG0000370	Pran.g_00398	Praz.g_00391
OG0000371	Pran.g_00392	Praz.g_00397
OG0000372	Pran.g_00389	Praz.g_00400
OG0000373	Pran.g_00388	Praz.g_00401
OG0000374	Pran.g_00387	Praz.g_00402
OG0000375	Pran.g_00385	Praz.g_00406
OG0000376	Pran.g_00383	Praz.g_00408
OG0000377	Pran.g_00380	Praz.g_00411
OG0000378	Pran.g_00378	Praz.g_00413
OG0000379	Pran.g_00375	Praz.g_00416
OG0000380	Pran.g_00366	Praz.g_00426
OG0000381	Pran.g_00362	Praz.g_00430
OG0000382	Pran.g_00351	Praz.g_00441
OG0000383	Pran.g_00349	Praz.g_00443
OG0000384	Pran.g_00348	Praz.g_00444
OG0000385	Pran.g_00347	Praz.g_00445
OG0000386	Pran.g_00346	Praz.g_00446
OG0000387	Pran.g_00334	Praz.g_00459
OG0000388	Pran.g_00331	Praz.g_00462
OG0000389	Pran.g_00327	Praz.g_00466
OG0000390	Pran.g_00320	Praz.g_00473
OG0000391	Pran.g_00317	Praz.g_00476
OG0000392	Pran.g_00313	Praz.g_00480
OG0000393	Pran.g_00311	Praz.g_00482
OG0000394	Pran.g_00310	Praz.g_00483
OG0000395	Pran.g_00309	Praz.g_00484
OG0000396	Pran.g_00307	Praz.g_00487
OG0000397	Pran.g_00305	Praz.g_00489
OG0000398	Pran.g_00303	Praz.g_00491
OG0000399	Pran.g_00302	Praz.g_00492
OG0000400	Pran.g_00301	Praz.g_00493
OG0000401	Pran.g_00300	Praz.g_00494
OG0000402	Pran.g_00298	Praz.g_00496
OG0000403	Pran.g_00297	Praz.g_00497
OG0000404	Pran.g_00296	Praz.g_00498
OG0000405	Pran.g_00292	Praz.g_00502
OG0000406	Pran.g_00286	Praz.g_00507
OG0000407	Pran.g_00285	Praz.g_00508
OG0000408	Pran.g_00282	Praz.g_00510
OG0000409	Pran.g_00280	Praz.g_00512
OG0000410	Pran.g_00279	Praz.g_00513
OG0000411	Pran.g_00278	Praz.g_00514
OG0000412	Pran.g_00277	Praz.g_00515
OG0000413	Pran.g_00276	Praz.g_00516
OG0000414	Pran.g_00275	Praz.g_00517
OG0000415	Pran.g_00274	Praz.g_00518
OG0000416	Pran.g_00273	Praz.g_00519
OG0000417	Pran.g_00272	Praz.g_00520
OG0000418	Pran.g_00267	Praz.g_00525
OG0000419	Pran.g_00265	Praz.g_00527
OG0000420	Pran.g_00264	Praz.g_00528
OG0000421	Pran.g_00259	Praz.g_00533
OG0000422	Pran.g_00258	Praz.g_00534
OG0000423	Pran.g_00257	Praz.g_00535
OG0000424	Pran.g_00256	Praz.g_00536
OG0000425	Pran.g_00255	Praz.g_00537
OG0000426	Pran.g_00254	Praz.g_00538
OG0000427	Pran.g_00253	Praz.g_00539
OG0000428	Pran.g_00251	Praz.g_00541
OG0000429	Pran.g_00250	Praz.g_00542
OG0000430	Pran.g_00249	Praz.g_00543
OG0000431	Pran.g_00247	Praz.g_00545
OG0000432	Pran.g_00244	Praz.g_00548
OG0000433	Pran.g_00243	Praz.g_00549
OG0000434	Pran.g_00242	Praz.g_00550
OG0000435	Pran.g_00241	Praz.g_00551
OG0000436	Pran.g_00236	Praz.g_00556
OG0000437	Pran.g_00235	Praz.g_00557
OG0000438	Pran.g_00234	Praz.g_00558
OG0000439	Pran.g_00232	Praz.g_00560
OG0000440	Pran.g_00231	Praz.g_00561
OG0000441	Pran.g_00228	Praz.g_00564
OG0000442	Pran.g_00227	Praz.g_00565
OG0000443	Pran.g_00226	Praz.g_00566
OG0000444	Pran.g_00221	Praz.g_00571
OG0000445	Pran.g_00220	Praz.g_00572
OG0000446	Pran.g_00219	Praz.g_00573
OG0000447	Pran.g_00218	Praz.g_00574
OG0000448	Pran.g_00217	Praz.g_00575
OG0000449	Pran.g_00216	Praz.g_00576
OG0000450	Pran.g_00215	Praz.g_00577
OG0000451	Pran.g_00214	Praz.g_00578
OG0000452	Pran.g_00211	Praz.g_00581
OG0000453	Pran.g_00210	Praz.g_00582
OG0000454	Pran.g_00209	Praz.g_00583
OG0000455	Pran.g_00208	Praz.g_00584
OG0000456	Pran.g_00207	Praz.g_00585
OG0000457	Pran.g_00206	Praz.g_00586
OG0000458	Pran.g_00205	Praz.g_00587
OG0000459	Pran.g_00204	Praz.g_00588
OG0000460	Pran.g_00197	Praz.g_00595
OG0000461	Pran.g_01950	Praz.g_00602
OG0000462	Pran.g_01948	Praz.g_00604
OG0000463	Pran.g_01947	Praz.g_00605
OG0000464	Pran.g_01946	Praz.g_00606
OG0000465	Pran.g_01945	Praz.g_00607
OG0000466	Pran.g_01942	Praz.g_00610
OG0000467	Pran.g_01941	Praz.g_00611
OG0000468	Pran.g_01939	Praz.g_00613
OG0000469	Pran.g_01931	Praz.g_00621
OG0000470	Pran.g_01929	Praz.g_00623
OG0000471	Pran.g_01928	Praz.g_00624
OG0000472	Pran.g_01927	Praz.g_00625
OG0000473	Pran.g_01925	Praz.g_00627
OG0000474	Pran.g_01924	Praz.g_00628
OG0000475	Pran.g_01923	Praz.g_00629
OG0000476	Pran.g_01922	Praz.g_00630
OG0000477	Pran.g_01919	Praz.g_00633
OG0000478	Pran.g_01918	Praz.g_00634
OG0000479	Pran.g_01917	Praz.g_00635
OG0000480	Pran.g_01912	Praz.g_00640
OG0000481	Pran.g_01910	Praz.g_00642
OG0000482	Pran.g_01909	Praz.g_00643
OG0000483	Pran.g_01906	Praz.g_00646
OG0000484	Pran.g_01905	Praz.g_00647
OG0000485	Pran.g_01904	Praz.g_00648
OG0000486	Pran.g_01903	Praz.g_00649
OG0000487	Pran.g_01899	Praz.g_00652
OG0000488	Pran.g_01896	Praz.g_00655
OG0000489	Pran.g_01891	Praz.g_00660
OG0000490	Pran.g_01886	Praz.g_00665
OG0000491	Pran.g_01885	Praz.g_00666
OG0000492	Pran.g_01883	Praz.g_00668
OG0000493	Pran.g_01882	Praz.g_00669
OG0000494	Pran.g_01881	Praz.g_00670
OG0000495	Pran.g_01880	Praz.g_00671
OG0000496	Pran.g_01879	Praz.g_00672
OG0000497	Pran.g_01878	Praz.g_00673
OG0000498	Pran.g_01877	Praz.g_00674
OG0000499	Pran.g_01876	Praz.g_00675
OG0000500	Pran.g_01875	Praz.g_00676
OG0000501	Pran.g_01873	Praz.g_00678
OG0000502	Pran.g_01870	Praz.g_00681
OG0000503	Pran.g_01860	Praz.g_01931
OG0000504	Pran.g_01859	Praz.g_01932
OG0000505	Pran.g_01858	Praz.g_01933
OG0000506	Pran.g_01857	Praz.g_01935
OG0000507	Pran.g_01854	Praz.g_00343
OG0000508	Pran.g_01850	Praz.g_00347
OG0000509	Pran.g_01848	Praz.g_00349
OG0000510	Pran.g_01847	Praz.g_00350
OG0000511	Pran.g_01846	Praz.g_00351
OG0000512	Pran.g_01844	Praz.g_00353
OG0000513	Pran.g_01837	Praz.g_00816
OG0000514	Pran.g_01749	Praz.g_01897
OG0000515	Pran.g_01748	Praz.g_01896
OG0000516	Pran.g_01747	Praz.g_01895
OG0000517	Pran.g_01745	Praz.g_01893
OG0000518	Pran.g_01734	Praz.g_01882
OG0000519	Pran.g_01733	Praz.g_01881
OG0000520	Pran.g_01729	Praz.g_01880
OG0000521	Pran.g_01724	Praz.g_01875
OG0000522	Pran.g_01723	Praz.g_01873
OG0000523	Pran.g_01722	Praz.g_01872
OG0000524	Pran.g_01717	Praz.g_01867
OG0000525	Pran.g_01714	Praz.g_01864
OG0000526	Pran.g_01713	Praz.g_01863
OG0000527	Pran.g_01705	Praz.g_01855
OG0000528	Pran.g_01700	Praz.g_01850
OG0000529	Pran.g_01697	Praz.g_01847
OG0000530	Pran.g_01694	Praz.g_01844
OG0000531	Pran.g_01693	Praz.g_01843
OG0000532	Pran.g_01691	Praz.g_01841
OG0000533	Pran.g_01690	Praz.g_01840
OG0000534	Pran.g_01689	Praz.g_01839
OG0000535	Pran.g_01688	Praz.g_01838
OG0000536	Pran.g_01687	Praz.g_01837
OG0000537	Pran.g_01686	Praz.g_01836
OG0000538	Pran.g_01678	Praz.g_01828
OG0000539	Pran.g_01677	Praz.g_01827
OG0000540	Pran.g_01676	Praz.g_01826
OG0000541	Pran.g_01675	Praz.g_01825
OG0000542	Pran.g_01673	Praz.g_01823
OG0000543	Pran.g_01671	Praz.g_01821
OG0000544	Pran.g_01670	Praz.g_01820
OG0000545	Pran.g_01668	Praz.g_01818
OG0000546	Pran.g_01665	Praz.g_01815
OG0000547	Pran.g_01663	Praz.g_01813
OG0000548	Pran.g_01662	Praz.g_01812
OG0000549	Pran.g_01660	Praz.g_01810
OG0000550	Pran.g_01655	Praz.g_01805
OG0000551	Pran.g_01651	Praz.g_01801
OG0000552	Pran.g_01650	Praz.g_01800
OG0000553	Pran.g_01649	Praz.g_01799
OG0000554	Pran.g_01644	Praz.g_01794
OG0000555	Pran.g_01636	Praz.g_01786
OG0000556	Pran.g_01634	Praz.g_01784
OG0000557	Pran.g_01633	Praz.g_01783
OG0000558	Pran.g_01631	Praz.g_01781
OG0000559	Pran.g_01627	Praz.g_01777
OG0000560	Pran.g_01624	Praz.g_01774
OG0000561	Pran.g_01623	Praz.g_01773
OG0000562	Pran.g_01622	Praz.g_01772
OG0000563	Pran.g_01621	Praz.g_01771
OG0000564	Pran.g_01620	Praz.g_01770
OG0000565	Pran.g_01617	Praz.g_01767
OG0000566	Pran.g_01614	Praz.g_01765
OG0000567	Pran.g_01610	Praz.g_01761
OG0000568	Pran.g_01609	Praz.g_01760
