Orthogroup	Pran	Praw
OG0000107	Pran.g_01808	Praw.g_00748
OG0000108	Pran.g_01698	Praw.g_00667
OG0000109	Pran.g_01684	Praw.g_00654
OG0000110	Pran.g_01603	Praw.g_01922
OG0000111	Pran.g_01479	Praw.g_01823
OG0000112	Pran.g_01378	Praw.g_01732
OG0000113	Pran.g_01321	Praw.g_01675
OG0000114	Pran.g_00429	Praw.g_01597
OG0000115	Pran.g_00123	Praw.g_00178
OG0000116	Pran.g_00070	Praw.g_00224
OG0000117	Pran.g_01466	Praw.g_00926
OG0000118	Pran.g_00864	Praw.g_00993
OG0000119	Pran.g_00845	Praw.g_01012
OG0000120	Pran.g_00752	Praw.g_01050
OG0000121	Pran.g_00731	Praw.g_01078
OG0000122	Pran.g_00693	Praw.g_00377
OG0000123	Pran.g_01112	Praw.g_00089
OG0000124	Pran.g_01176	Praw.g_00023
OG0000125	Pran.g_01212	Praw.g_01180
OG0000126	Pran.g_01252	Praw.g_01141
OG0000128	Pran.g_01268	Praw.g_01125
OG0000129	Pran.g_00381	Praw.g_01384
OG0000130	Pran.g_00363	Praw.g_01365
OG0000131	Pran.g_00288	Praw.g_01290
OG0000132	Pran.g_00268	Praw.g_01271
OG0000133	Pran.g_01872	Praw.g_00812
OG0000134	Pran.g_01838	Praw.g_00775
OG0000135	Pran.g_01812	Praw.g_00751
OG0000136	Pran.g_01739	Praw.g_00706
OG0000137	Pran.g_01703	Praw.g_00672
OG0000138	Pran.g_01683	Praw.g_00653
OG0000139	Pran.g_01641	Praw.g_00611
OG0000140	Pran.g_01640	Praw.g_00610
OG0000141	Pran.g_01571	Praw.g_00143
OG0000142	Pran.g_01543	Praw.g_01887
OG0000143	Pran.g_01539	Praw.g_01883
OG0000144	Pran.g_01526	Praw.g_01870
OG0000145	Pran.g_01400	Praw.g_01745
OG0000146	Pran.g_01377	Praw.g_01731
OG0000147	Pran.g_01376	Praw.g_01730
OG0000148	Pran.g_01327	Praw.g_01681
OG0000149	Pran.g_01297	Praw.g_01652
OG0000150	Pran.g_01289	Praw.g_01644
OG0000151	Pran.g_00439	Praw.g_01587
OG0000152	Pran.g_00487	Praw.g_01539
OG0000153	Pran.g_00506	Praw.g_01520
OG0000154	Pran.g_00542	Praw.g_01493
OG0000155	Pran.g_00040	Praw.g_00254
OG0000156	Pran.g_00887	Praw.g_00968
OG0000157	Pran.g_00886	Praw.g_00969
OG0000158	Pran.g_00822	Praw.g_01052
OG0000159	Pran.g_00808	Praw.g_01054
OG0000160	Pran.g_00732	Praw.g_01079, Praw.g_01080
OG0000161	Pran.g_00726	Praw.g_00344
OG0000162	Pran.g_00720	Praw.g_00350
OG0000163	Pran.g_00686	Praw.g_00384
OG0000164	Pran.g_00994	Praw.g_00539
OG0000165	Pran.g_01001	Praw.g_00546
OG0000166	Pran.g_01069, Pran.g_01068	Praw.g_00132
OG0000167	Pran.g_01135	Praw.g_00066
OG0000168	Pran.g_01144	Praw.g_00056
OG0000169	Pran.g_01154	Praw.g_00046
OG0000170	Pran.g_01156	Praw.g_00044
OG0000171	Pran.g_01175	Praw.g_00024
OG0000172	Pran.g_01184	Praw.g_00016
OG0000173	Pran.g_01199	Praw.g_00001
OG0000174	Pran.g_01226	Praw.g_01166
OG0000175	Pran.g_01236	Praw.g_01156
OG0000176	Pran.g_01261	Praw.g_01132
OG0000177	Pran.g_01262	Praw.g_01131
OG0000178	Pran.g_01263	Praw.g_01130
OG0000179	Pran.g_00408	Praw.g_01412
OG0000180	Pran.g_00407	Praw.g_01411
OG0000181	Pran.g_00406	Praw.g_01410
OG0000182	Pran.g_00405	Praw.g_01409
OG0000183	Pran.g_00401	Praw.g_01405
OG0000184	Pran.g_00379	Praw.g_01382
OG0000185	Pran.g_00376	Praw.g_01379
OG0000186	Pran.g_00368	Praw.g_01370
OG0000187	Pran.g_00367	Praw.g_01369
OG0000188	Pran.g_00350	Praw.g_01352
OG0000189	Pran.g_00337	Praw.g_01339
OG0000190	Pran.g_00336	Praw.g_01338
OG0000191	Pran.g_00316	Praw.g_01318
OG0000192	Pran.g_00312	Praw.g_01314
OG0000193	Pran.g_00287	Praw.g_01289
OG0000194	Pran.g_00283	Praw.g_01286
OG0000195	Pran.g_00281	Praw.g_01284
OG0000196	Pran.g_00271	Praw.g_01274
OG0000197	Pran.g_00270	Praw.g_01273
OG0000198	Pran.g_00269	Praw.g_01272
OG0000199	Pran.g_00262	Praw.g_01265
OG0000200	Pran.g_00248	Praw.g_01251
OG0000201	Pran.g_00240	Praw.g_01243
OG0000202	Pran.g_00239	Praw.g_01242
OG0000203	Pran.g_00238	Praw.g_01241
OG0000204	Pran.g_00237	Praw.g_01240
OG0000205	Pran.g_00230	Praw.g_01233
OG0000206	Pran.g_00225	Praw.g_01228
OG0000207	Pran.g_00223	Praw.g_01226
OG0000208	Pran.g_00222	Praw.g_01225
OG0000209	Pran.g_00213	Praw.g_01216
OG0000210	Pran.g_00212	Praw.g_01215
OG0000211	Pran.g_00199	Praw.g_01202
OG0000212	Pran.g_00193	Praw.g_01195
OG0000213	Pran.g_01935	Praw.g_00876
OG0000214	Pran.g_01926	Praw.g_00867
OG0000215	Pran.g_01902	Praw.g_00842
OG0000216	Pran.g_01900	Praw.g_00840
OG0000217	Pran.g_01897	Praw.g_00837
OG0000218	Pran.g_01895	Praw.g_00835
OG0000219	Pran.g_01894	Praw.g_00834
OG0000220	Pran.g_01893	Praw.g_00833
OG0000221	Pran.g_01892	Praw.g_00832
OG0000222	Pran.g_01884	Praw.g_00824
OG0000223	Pran.g_01871	Praw.g_00811
OG0000224	Pran.g_01869	Praw.g_00809
OG0000225	Pran.g_01849	Praw.g_00786
OG0000226	Pran.g_01845	Praw.g_00782
OG0000227	Pran.g_01843	Praw.g_00780
OG0000228	Pran.g_01840	Praw.g_00777
OG0000229	Pran.g_01744	Praw.g_00711
OG0000230	Pran.g_01742	Praw.g_00709
OG0000231	Pran.g_01728	Praw.g_00698
OG0000232	Pran.g_01720	Praw.g_00689
OG0000233	Pran.g_01715	Praw.g_00684
OG0000234	Pran.g_01702	Praw.g_00671
OG0000235	Pran.g_01699	Praw.g_00668
OG0000236	Pran.g_01685	Praw.g_00655
OG0000237	Pran.g_01672	Praw.g_00642
OG0000238	Pran.g_01666	Praw.g_00636
OG0000239	Pran.g_01653	Praw.g_00623
OG0000240	Pran.g_01652	Praw.g_00622
OG0000241	Pran.g_01648	Praw.g_00618
OG0000242	Pran.g_01646	Praw.g_00616
OG0000243	Pran.g_01635	Praw.g_00605
OG0000244	Pran.g_01632	Praw.g_00602
OG0000245	Pran.g_01630	Praw.g_00600
OG0000246	Pran.g_01626	Praw.g_00596
OG0000247	Pran.g_01616	Praw.g_00586
OG0000248	Pran.g_01613	Praw.g_00584
OG0000249	Pran.g_01611	Praw.g_00582
OG0000250	Pran.g_01606	Praw.g_00577
OG0000251	Pran.g_01587	Praw.g_01937
OG0000252	Pran.g_01584	Praw.g_01940
OG0000253	Pran.g_01583	Praw.g_01941
OG0000254	Pran.g_01567	Praw.g_00147
OG0000255	Pran.g_01561	Praw.g_00153
OG0000256	Pran.g_01551	Praw.g_00163
OG0000257	Pran.g_01548	Praw.g_00166
OG0000258	Pran.g_01535	Praw.g_01879
OG0000259	Pran.g_01518	Praw.g_01862
OG0000260	Pran.g_01515	Praw.g_01859
OG0000261	Pran.g_01513	Praw.g_01857
OG0000262	Pran.g_01509	Praw.g_01853
OG0000263	Pran.g_01497	Praw.g_01841
OG0000264	Pran.g_01487	Praw.g_01831
OG0000265	Pran.g_01460	Praw.g_01809
OG0000266	Pran.g_01450	Praw.g_01799
OG0000267	Pran.g_01439	Praw.g_01788
OG0000268	Pran.g_01438	Praw.g_01787
OG0000269	Pran.g_01348	Praw.g_01702
OG0000270	Pran.g_01345	Praw.g_01699
OG0000271	Pran.g_01337	Praw.g_01691
OG0000272	Pran.g_01336	Praw.g_01690
OG0000273	Pran.g_01313	Praw.g_01668
OG0000274	Pran.g_01312	Praw.g_01667
OG0000275	Pran.g_01310	Praw.g_01665
OG0000276	Pran.g_01305	Praw.g_01660
OG0000277	Pran.g_01304	Praw.g_01659
OG0000278	Pran.g_01301	Praw.g_01656
OG0000279	Pran.g_01294	Praw.g_01649
OG0000280	Pran.g_01293	Praw.g_01648
OG0000281	Pran.g_01287	Praw.g_01643
OG0000282	Pran.g_00431	Praw.g_01595
OG0000283	Pran.g_00464	Praw.g_01562
OG0000284	Pran.g_00469	Praw.g_01557
OG0000285	Pran.g_00474	Praw.g_01552
OG0000286	Pran.g_00486	Praw.g_01540
OG0000287	Pran.g_00503	Praw.g_01523
OG0000288	Pran.g_00541	Praw.g_01494
OG0000289	Pran.g_00552	Praw.g_01483
OG0000290	Pran.g_00565	Praw.g_01470
OG0000291	Pran.g_00567	Praw.g_01468
OG0000292	Pran.g_00135	Praw.g_01418
OG0000293	Pran.g_00069	Praw.g_00225
OG0000294	Pran.g_00068	Praw.g_00226
OG0000295	Pran.g_00048	Praw.g_00246
OG0000296	Pran.g_00046	Praw.g_00248
OG0000297	Pran.g_00038	Praw.g_00256
OG0000298	Pran.g_00037	Praw.g_00257
OG0000299	Pran.g_00020	Praw.g_00274
OG0000300	Pran.g_00017	Praw.g_00277
OG0000301	Pran.g_00016	Praw.g_00278
OG0000302	Pran.g_00014	Praw.g_00280
OG0000303	Pran.g_00007	Praw.g_00287
OG0000304	Pran.g_00003	Praw.g_00291
OG0000305	Pran.g_00848	Praw.g_01008
OG0000306	Pran.g_00846	Praw.g_01011
OG0000307	Pran.g_00832	Praw.g_01025
OG0000308	Pran.g_00831	Praw.g_01026
OG0000309	Pran.g_00827	Praw.g_01030
OG0000310	Pran.g_00748	Praw.g_01098
OG0000311	Pran.g_00746	Praw.g_01096
OG0000312	Pran.g_00743	Praw.g_01093
OG0000313	Pran.g_00729	Praw.g_01076
OG0000314	Pran.g_00706	Praw.g_00363
OG0000315	Pran.g_00696	Praw.g_00374
OG0000316	Pran.g_00676	Praw.g_00394
OG0000317	Pran.g_00968	Praw.g_00513
OG0000318	Pran.g_00971	Praw.g_00516
OG0000319	Pran.g_00984	Praw.g_00529
OG0000320	Pran.g_00986	Praw.g_00531
OG0000321	Pran.g_00987	Praw.g_00532
OG0000322	Pran.g_00988	Praw.g_00533
OG0000323	Pran.g_00997	Praw.g_00542
OG0000324	Pran.g_01023	Praw.g_00569
OG0000325	Pran.g_01033	Praw.g_01916
OG0000326	Pran.g_01039	Praw.g_01910
OG0000327	Pran.g_01063	Praw.g_00137
OG0000328	Pran.g_01064	Praw.g_00136
OG0000329	Pran.g_01082	Praw.g_00119
OG0000330	Pran.g_01083	Praw.g_00118
OG0000331	Pran.g_01084	Praw.g_00117
OG0000332	Pran.g_01098	Praw.g_00103
OG0000333	Pran.g_01100	Praw.g_00101
OG0000334	Pran.g_01108	Praw.g_00093
OG0000335	Pran.g_01113	Praw.g_00088
OG0000336	Pran.g_01117	Praw.g_00084
OG0000337	Pran.g_01133	Praw.g_00068
OG0000338	Pran.g_01134	Praw.g_00067
OG0000339	Pran.g_01138	Praw.g_00063
OG0000340	Pran.g_01145	Praw.g_00055
OG0000341	Pran.g_01147	Praw.g_00053
OG0000342	Pran.g_01148	Praw.g_00052
OG0000343	Pran.g_01149	Praw.g_00051
OG0000344	Pran.g_01152	Praw.g_00048
OG0000345	Pran.g_01157	Praw.g_00043
OG0000346	Pran.g_01161	Praw.g_00038
OG0000347	Pran.g_01177	Praw.g_00022
OG0000348	Pran.g_01187	Praw.g_00013
OG0000349	Pran.g_01203	Praw.g_01189
OG0000350	Pran.g_01222	Praw.g_01170
OG0000351	Pran.g_01239	Praw.g_01153
OG0000352	Pran.g_01240	Praw.g_01152
OG0000353	Pran.g_01256	Praw.g_01137
OG0000355	Pran.g_01258	Praw.g_01135
OG0000356	Pran.g_01259	Praw.g_01134
OG0000357	Pran.g_01260	Praw.g_01133
OG0000358	Pran.g_01264	Praw.g_01129
OG0000359	Pran.g_01265	Praw.g_01128
OG0000360	Pran.g_01266	Praw.g_01127
OG0000361	Pran.g_01267	Praw.g_01126
OG0000362	Pran.g_01269	Praw.g_01124
OG0000363	Pran.g_00410	Praw.g_01414
OG0000364	Pran.g_00409	Praw.g_01413
OG0000365	Pran.g_00404	Praw.g_01408
OG0000366	Pran.g_00403	Praw.g_01407
OG0000367	Pran.g_00402	Praw.g_01406
OG0000368	Pran.g_00400	Praw.g_01404
OG0000369	Pran.g_00399	Praw.g_01403
OG0000370	Pran.g_00398	Praw.g_01402
OG0000371	Pran.g_00392	Praw.g_01396
OG0000372	Pran.g_00389	Praw.g_01393
OG0000373	Pran.g_00388	Praw.g_01392
OG0000374	Pran.g_00387	Praw.g_01391
OG0000375	Pran.g_00385	Praw.g_01388
OG0000376	Pran.g_00383	Praw.g_01386
OG0000377	Pran.g_00380	Praw.g_01383
OG0000378	Pran.g_00378	Praw.g_01381
OG0000379	Pran.g_00375	Praw.g_01378
OG0000380	Pran.g_00366	Praw.g_01368
OG0000381	Pran.g_00362	Praw.g_01364
OG0000382	Pran.g_00351	Praw.g_01353
OG0000383	Pran.g_00349	Praw.g_01351
OG0000384	Pran.g_00348	Praw.g_01350
OG0000385	Pran.g_00347	Praw.g_01349
OG0000386	Pran.g_00346	Praw.g_01348
OG0000387	Pran.g_00334	Praw.g_01336
OG0000388	Pran.g_00331	Praw.g_01333
OG0000389	Pran.g_00327	Praw.g_01329
OG0000390	Pran.g_00320	Praw.g_01322
OG0000391	Pran.g_00317	Praw.g_01319
OG0000392	Pran.g_00313	Praw.g_01315
OG0000393	Pran.g_00311	Praw.g_01313
OG0000394	Pran.g_00310	Praw.g_01312
OG0000395	Pran.g_00309	Praw.g_01311
OG0000396	Pran.g_00307	Praw.g_01308
OG0000397	Pran.g_00305	Praw.g_01306
OG0000398	Pran.g_00303	Praw.g_01304
OG0000399	Pran.g_00302	Praw.g_01303
OG0000400	Pran.g_00301	Praw.g_01302
OG0000401	Pran.g_00300	Praw.g_01301
OG0000402	Pran.g_00298	Praw.g_01299
OG0000403	Pran.g_00297	Praw.g_01298
OG0000404	Pran.g_00296	Praw.g_01297
OG0000405	Pran.g_00292	Praw.g_01293
OG0000406	Pran.g_00286	Praw.g_01288
OG0000407	Pran.g_00285	Praw.g_01287
OG0000408	Pran.g_00282	Praw.g_01285
OG0000409	Pran.g_00280	Praw.g_01283
OG0000410	Pran.g_00279	Praw.g_01282
OG0000411	Pran.g_00278	Praw.g_01281
OG0000412	Pran.g_00277	Praw.g_01280
OG0000413	Pran.g_00276	Praw.g_01279
OG0000414	Pran.g_00275	Praw.g_01278
OG0000415	Pran.g_00274	Praw.g_01277
OG0000416	Pran.g_00273	Praw.g_01276
OG0000417	Pran.g_00272	Praw.g_01275
OG0000418	Pran.g_00267	Praw.g_01270
OG0000419	Pran.g_00265	Praw.g_01268
OG0000420	Pran.g_00264	Praw.g_01267
OG0000421	Pran.g_00259	Praw.g_01262
OG0000422	Pran.g_00258	Praw.g_01261
OG0000423	Pran.g_00257	Praw.g_01260
OG0000424	Pran.g_00256	Praw.g_01259
OG0000425	Pran.g_00255	Praw.g_01258
OG0000426	Pran.g_00254	Praw.g_01257
OG0000427	Pran.g_00253	Praw.g_01256
OG0000428	Pran.g_00251	Praw.g_01254
OG0000429	Pran.g_00250	Praw.g_01253
OG0000430	Pran.g_00249	Praw.g_01252
OG0000431	Pran.g_00247	Praw.g_01250
OG0000432	Pran.g_00244	Praw.g_01247
OG0000433	Pran.g_00243	Praw.g_01246
OG0000434	Pran.g_00242	Praw.g_01245
OG0000435	Pran.g_00241	Praw.g_01244
OG0000436	Pran.g_00236	Praw.g_01239
OG0000437	Pran.g_00235	Praw.g_01238
OG0000438	Pran.g_00234	Praw.g_01237
OG0000439	Pran.g_00232	Praw.g_01235
OG0000440	Pran.g_00231	Praw.g_01234
OG0000441	Pran.g_00228	Praw.g_01231
OG0000442	Pran.g_00227	Praw.g_01230
OG0000443	Pran.g_00226	Praw.g_01229
OG0000444	Pran.g_00221	Praw.g_01224
OG0000445	Pran.g_00220	Praw.g_01223
OG0000446	Pran.g_00219	Praw.g_01222
OG0000447	Pran.g_00218	Praw.g_01221
OG0000448	Pran.g_00217	Praw.g_01220
OG0000449	Pran.g_00216	Praw.g_01219
OG0000450	Pran.g_00215	Praw.g_01218
OG0000451	Pran.g_00214	Praw.g_01217
OG0000452	Pran.g_00211	Praw.g_01214
OG0000453	Pran.g_00210	Praw.g_01213
OG0000454	Pran.g_00209	Praw.g_01212
OG0000455	Pran.g_00208	Praw.g_01211
OG0000456	Pran.g_00207	Praw.g_01210
OG0000457	Pran.g_00206	Praw.g_01209
OG0000458	Pran.g_00205	Praw.g_01208
OG0000459	Pran.g_00204	Praw.g_01207
OG0000460	Pran.g_00197	Praw.g_01200
OG0000461	Pran.g_01950	Praw.g_00891
OG0000462	Pran.g_01948	Praw.g_00889
OG0000463	Pran.g_01947	Praw.g_00888
OG0000464	Pran.g_01946	Praw.g_00887
OG0000465	Pran.g_01945	Praw.g_00886
OG0000466	Pran.g_01942	Praw.g_00883
OG0000467	Pran.g_01941	Praw.g_00882
OG0000468	Pran.g_01939	Praw.g_00880
OG0000469	Pran.g_01931	Praw.g_00872
OG0000470	Pran.g_01929	Praw.g_00870
OG0000471	Pran.g_01928	Praw.g_00869
OG0000472	Pran.g_01927	Praw.g_00868
OG0000473	Pran.g_01925	Praw.g_00866
OG0000474	Pran.g_01924	Praw.g_00865
OG0000475	Pran.g_01923	Praw.g_00864
OG0000476	Pran.g_01922	Praw.g_00863
OG0000477	Pran.g_01919	Praw.g_00859
OG0000478	Pran.g_01918	Praw.g_00858
OG0000479	Pran.g_01917	Praw.g_00857
OG0000480	Pran.g_01912	Praw.g_00852
OG0000481	Pran.g_01910	Praw.g_00850
OG0000482	Pran.g_01909	Praw.g_00849
OG0000483	Pran.g_01906	Praw.g_00846
OG0000484	Pran.g_01905	Praw.g_00845
OG0000485	Pran.g_01904	Praw.g_00844
OG0000486	Pran.g_01903	Praw.g_00843
OG0000487	Pran.g_01899	Praw.g_00839
OG0000488	Pran.g_01896	Praw.g_00836
OG0000489	Pran.g_01891	Praw.g_00831
OG0000490	Pran.g_01886	Praw.g_00826
OG0000491	Pran.g_01885	Praw.g_00825
OG0000492	Pran.g_01883	Praw.g_00823
OG0000493	Pran.g_01882	Praw.g_00822
OG0000494	Pran.g_01881	Praw.g_00821
OG0000495	Pran.g_01880	Praw.g_00820
OG0000496	Pran.g_01879	Praw.g_00819
OG0000497	Pran.g_01878	Praw.g_00818
OG0000498	Pran.g_01877	Praw.g_00817
OG0000499	Pran.g_01876	Praw.g_00816
OG0000500	Pran.g_01875	Praw.g_00815
OG0000501	Pran.g_01873	Praw.g_00813
OG0000502	Pran.g_01870	Praw.g_00810
OG0000503	Pran.g_01860	Praw.g_00796
OG0000504	Pran.g_01859	Praw.g_00795
OG0000505	Pran.g_01858	Praw.g_00794
OG0000506	Pran.g_01857	Praw.g_00792
OG0000507	Pran.g_01854	Praw.g_00790
OG0000508	Pran.g_01850	Praw.g_00787
OG0000509	Pran.g_01848	Praw.g_00785
OG0000510	Pran.g_01847	Praw.g_00784
OG0000511	Pran.g_01846	Praw.g_00783
OG0000512	Pran.g_01844	Praw.g_00781
OG0000513	Pran.g_01837	Praw.g_00774
OG0000514	Pran.g_01749	Praw.g_00716
OG0000515	Pran.g_01748	Praw.g_00715
OG0000516	Pran.g_01747	Praw.g_00714
OG0000517	Pran.g_01745	Praw.g_00712
OG0000518	Pran.g_01734	Praw.g_00701
OG0000519	Pran.g_01733	Praw.g_00700
OG0000520	Pran.g_01729	Praw.g_00699
OG0000521	Pran.g_01724	Praw.g_00694
OG0000522	Pran.g_01723	Praw.g_00692
OG0000523	Pran.g_01722	Praw.g_00691
OG0000524	Pran.g_01717	Praw.g_00686
OG0000525	Pran.g_01714	Praw.g_00683
OG0000526	Pran.g_01713	Praw.g_00682
OG0000527	Pran.g_01705	Praw.g_00674
OG0000528	Pran.g_01700	Praw.g_00669
OG0000529	Pran.g_01697	Praw.g_00666
OG0000530	Pran.g_01694	Praw.g_00664
OG0000531	Pran.g_01693	Praw.g_00663
OG0000532	Pran.g_01691	Praw.g_00661
OG0000533	Pran.g_01690	Praw.g_00660
OG0000534	Pran.g_01689	Praw.g_00659
OG0000535	Pran.g_01688	Praw.g_00658
OG0000536	Pran.g_01687	Praw.g_00657
OG0000537	Pran.g_01686	Praw.g_00656
OG0000538	Pran.g_01678	Praw.g_00648
OG0000539	Pran.g_01677	Praw.g_00647
OG0000540	Pran.g_01676	Praw.g_00646
OG0000541	Pran.g_01675	Praw.g_00645
OG0000542	Pran.g_01673	Praw.g_00643
OG0000543	Pran.g_01671	Praw.g_00641
OG0000544	Pran.g_01670	Praw.g_00640
OG0000545	Pran.g_01668	Praw.g_00638
OG0000546	Pran.g_01665	Praw.g_00635
OG0000547	Pran.g_01663	Praw.g_00633
OG0000548	Pran.g_01662	Praw.g_00632
OG0000549	Pran.g_01660	Praw.g_00630
OG0000550	Pran.g_01655	Praw.g_00625
OG0000551	Pran.g_01651	Praw.g_00621
OG0000552	Pran.g_01650	Praw.g_00620
OG0000553	Pran.g_01649	Praw.g_00619
OG0000554	Pran.g_01644	Praw.g_00614
OG0000555	Pran.g_01636	Praw.g_00606
OG0000556	Pran.g_01634	Praw.g_00604
OG0000557	Pran.g_01633	Praw.g_00603
OG0000558	Pran.g_01631	Praw.g_00601
OG0000559	Pran.g_01627	Praw.g_00597
OG0000560	Pran.g_01624	Praw.g_00594
OG0000561	Pran.g_01623	Praw.g_00593
OG0000562	Pran.g_01622	Praw.g_00592
