Orthogroup	Pran	Syat
OG0000158	Pran.g_00822	Syat.g_02163
OG0000159	Pran.g_00808	Syat.g_01187
OG0000160	Pran.g_00732	Syat.g_01224
OG0000161	Pran.g_00726	Syat.g_01180
OG0000162	Pran.g_00720	Syat.g_01281
OG0000163	Pran.g_00686	Syat.g_02979
OG0000164	Pran.g_00994	Syat.g_03040
OG0000165	Pran.g_01001	Syat.g_03033
OG0000166	Pran.g_01069, Pran.g_01068	Syat.g_01822
OG0000167	Pran.g_01135	Syat.g_02148
OG0000168	Pran.g_01144	Syat.g_02164
OG0000169	Pran.g_01154	Syat.g_02192
OG0000170	Pran.g_01156	Syat.g_02201
OG0000171	Pran.g_01175	Syat.g_02230
OG0000172	Pran.g_01184	Syat.g_02260
OG0000173	Pran.g_01199	Syat.g_02284
OG0000174	Pran.g_01226	Syat.g_02504
OG0000175	Pran.g_01236	Syat.g_02416
OG0000176	Pran.g_01261	Syat.g_02372
OG0000177	Pran.g_01262	Syat.g_02338
OG0000178	Pran.g_01263	Syat.g_02337
OG0000179	Pran.g_00408	Syat.g_02322
OG0000180	Pran.g_00407	Syat.g_02321
OG0000181	Pran.g_00406	Syat.g_02320
OG0000182	Pran.g_00405	Syat.g_02319
OG0000183	Pran.g_00401	Syat.g_02315
OG0000184	Pran.g_00379	Syat.g_02704
OG0000185	Pran.g_00376	Syat.g_02719
OG0000186	Pran.g_00368	Syat.g_01463
OG0000187	Pran.g_00367	Syat.g_01467
OG0000188	Pran.g_00350	Syat.g_01489
OG0000189	Pran.g_00337	Syat.g_01557
OG0000190	Pran.g_00336	Syat.g_00330
OG0000191	Pran.g_00316	Syat.g_03344, Syat.g_02939
OG0000192	Pran.g_00312	Syat.g_02933
OG0000193	Pran.g_00287	Syat.g_02897
OG0000194	Pran.g_00283	Syat.g_02894
OG0000195	Pran.g_00281	Syat.g_02892
OG0000196	Pran.g_00271	Syat.g_02867
OG0000197	Pran.g_00270	Syat.g_02866
OG0000198	Pran.g_00269	Syat.g_02865
OG0000199	Pran.g_00262	Syat.g_02857
OG0000200	Pran.g_00248	Syat.g_02840
OG0000201	Pran.g_00240	Syat.g_02821
OG0000202	Pran.g_00239	Syat.g_02820
OG0000203	Pran.g_00238	Syat.g_02819
OG0000204	Pran.g_00237	Syat.g_02818
OG0000205	Pran.g_00230	Syat.g_02809
OG0000206	Pran.g_00225	Syat.g_02785
OG0000207	Pran.g_00223	Syat.g_02778
OG0000208	Pran.g_00222	Syat.g_02777
OG0000209	Pran.g_00213	Syat.g_02735
OG0000210	Pran.g_00212	Syat.g_02734
OG0000211	Pran.g_00199	Syat.g_01452
OG0000212	Pran.g_00193	Syat.g_01442
OG0000213	Pran.g_01935	Syat.g_01889
OG0000214	Pran.g_01926	Syat.g_02042
OG0000215	Pran.g_01902	Syat.g_02075
OG0000216	Pran.g_01900	Syat.g_02079
OG0000217	Pran.g_01897	Syat.g_02085
OG0000218	Pran.g_01895	Syat.g_02087
OG0000219	Pran.g_01894	Syat.g_02088
OG0000220	Pran.g_01893	Syat.g_02089
OG0000221	Pran.g_01892	Syat.g_02095
OG0000222	Pran.g_01884	Syat.g_02109
OG0000223	Pran.g_01871	Syat.g_02570
OG0000224	Pran.g_01869	Syat.g_02139
OG0000225	Pran.g_01849	Syat.g_01595
OG0000226	Pran.g_01845	Syat.g_01588
OG0000228	Pran.g_01840	Syat.g_02952
OG0000229	Pran.g_01744	Syat.g_02970
OG0000230	Pran.g_01742	Syat.g_02972
OG0000231	Pran.g_01728	Syat.g_01283
OG0000232	Pran.g_01720	Syat.g_01313
OG0000233	Pran.g_01715	Syat.g_01407
OG0000234	Pran.g_01702	Syat.g_01369
OG0000235	Pran.g_01699	Syat.g_03169
OG0000236	Pran.g_01685	Syat.g_03186
OG0000237	Pran.g_01672	Syat.g_03214
OG0000238	Pran.g_01666	Syat.g_03219
OG0000239	Pran.g_01653	Syat.g_01105
OG0000240	Pran.g_01652	Syat.g_01104
OG0000241	Pran.g_01648	Syat.g_00111
OG0000242	Pran.g_01646	Syat.g_01077
OG0000243	Pran.g_01635	Syat.g_00092
OG0000244	Pran.g_01632	Syat.g_00082
OG0000245	Pran.g_01630	Syat.g_00080
OG0000246	Pran.g_01626	Syat.g_00076
OG0000247	Pran.g_01616	Syat.g_00065
OG0000248	Pran.g_01613	Syat.g_00062
OG0000249	Pran.g_01611	Syat.g_00060
OG0000250	Pran.g_01606	Syat.g_00053
OG0000251	Pran.g_01587	Syat.g_00027
OG0000252	Pran.g_01584	Syat.g_00022
OG0000253	Pran.g_01583	Syat.g_00021
OG0000254	Pran.g_01567	Syat.g_03407
OG0000255	Pran.g_01561	Syat.g_02405
OG0000256	Pran.g_01551	Syat.g_03306
OG0000257	Pran.g_01548	Syat.g_00109
OG0000258	Pran.g_01535	Syat.g_00382
OG0000259	Pran.g_01518	Syat.g_00342
OG0000260	Pran.g_01515	Syat.g_00392
OG0000261	Pran.g_01513	Syat.g_00400
OG0000262	Pran.g_01509	Syat.g_00407
OG0000263	Pran.g_01497	Syat.g_00200
OG0000266	Pran.g_01450	Syat.g_00671
OG0000267	Pran.g_01439	Syat.g_00636
OG0000268	Pran.g_01438	Syat.g_00634
OG0000269	Pran.g_01348	Syat.g_00474, Syat.g_00126
OG0000270	Pran.g_01345	Syat.g_00477
OG0000271	Pran.g_01337	Syat.g_00485
OG0000272	Pran.g_01336	Syat.g_00486
OG0000273	Pran.g_01313	Syat.g_00520
OG0000274	Pran.g_01312	Syat.g_00521
OG0000275	Pran.g_01310	Syat.g_00718
OG0000276	Pran.g_01305	Syat.g_00725
OG0000277	Pran.g_01304	Syat.g_00738
OG0000278	Pran.g_01301	Syat.g_00741
OG0000279	Pran.g_01294	Syat.g_00755
OG0000280	Pran.g_01293	Syat.g_01669
OG0000281	Pran.g_01287	Syat.g_00960
OG0000282	Pran.g_00431	Syat.g_00431
OG0000283	Pran.g_00464	Syat.g_00620
OG0000284	Pran.g_00469	Syat.g_00614
OG0000285	Pran.g_00474	Syat.g_00607
OG0000286	Pran.g_00486	Syat.g_00579
OG0000287	Pran.g_00503	Syat.g_00550
OG0000288	Pran.g_00541	Syat.g_00709
OG0000289	Pran.g_00552	Syat.g_00695
OG0000290	Pran.g_00565	Syat.g_00805
OG0000292	Pran.g_00135	Syat.g_02388
OG0000293	Pran.g_00069	Syat.g_03241
OG0000294	Pran.g_00068	Syat.g_03248
OG0000295	Pran.g_00048	Syat.g_00297
OG0000296	Pran.g_00046	Syat.g_00295
OG0000299	Pran.g_00020	Syat.g_00910
OG0000300	Pran.g_00017	Syat.g_00904
OG0000301	Pran.g_00016	Syat.g_00903
OG0000302	Pran.g_00014	Syat.g_00901
OG0000303	Pran.g_00007	Syat.g_00892
OG0000304	Pran.g_00003	Syat.g_00885
OG0000305	Pran.g_00848	Syat.g_00809
OG0000306	Pran.g_00846	Syat.g_01704
OG0000307	Pran.g_00832	Syat.g_01304
OG0000308	Pran.g_00831	Syat.g_01306
OG0000309	Pran.g_00827	Syat.g_01417
OG0000310	Pran.g_00748	Syat.g_01246
OG0000311	Pran.g_00746	Syat.g_01242
OG0000312	Pran.g_00743	Syat.g_01237
OG0000313	Pran.g_00729	Syat.g_01183
OG0000314	Pran.g_00706	Syat.g_01341
OG0000315	Pran.g_00696	Syat.g_01351
OG0000316	Pran.g_00676	Syat.g_03082
OG0000317	Pran.g_00968	Syat.g_03120
OG0000318	Pran.g_00971	Syat.g_03125
OG0000319	Pran.g_00984	Syat.g_03055
OG0000320	Pran.g_00986	Syat.g_03053
OG0000321	Pran.g_00987	Syat.g_03052
OG0000322	Pran.g_00988	Syat.g_03051
OG0000323	Pran.g_00997	Syat.g_03038
OG0000324	Pran.g_01023	Syat.g_02998
OG0000325	Pran.g_01033	Syat.g_01861
OG0000326	Pran.g_01039	Syat.g_01854
OG0000327	Pran.g_01063	Syat.g_01827
OG0000328	Pran.g_01064	Syat.g_01826
OG0000329	Pran.g_01082	Syat.g_01808
OG0000330	Pran.g_01083	Syat.g_01807
OG0000331	Pran.g_01084	Syat.g_01806
OG0000332	Pran.g_01098	Syat.g_01790
OG0000333	Pran.g_01100	Syat.g_01787
OG0000334	Pran.g_01108	Syat.g_01657
OG0000335	Pran.g_01113	Syat.g_01652
OG0000336	Pran.g_01117	Syat.g_01648
OG0000337	Pran.g_01133	Syat.g_02144
OG0000338	Pran.g_01134	Syat.g_02146
OG0000339	Pran.g_01138	Syat.g_02155, Syat.g_01055
OG0000340	Pran.g_01145	Syat.g_02165
OG0000341	Pran.g_01147	Syat.g_02167
OG0000342	Pran.g_01148	Syat.g_02168
OG0000343	Pran.g_01149	Syat.g_02185
OG0000344	Pran.g_01152	Syat.g_02189
OG0000345	Pran.g_01157	Syat.g_02202
OG0000346	Pran.g_01161	Syat.g_02207
OG0000347	Pran.g_01177	Syat.g_02234
OG0000348	Pran.g_01187	Syat.g_02264
OG0000349	Pran.g_01203	Syat.g_02291
OG0000350	Pran.g_01222	Syat.g_01847
OG0000351	Pran.g_01239	Syat.g_02411
OG0000352	Pran.g_01240	Syat.g_02410
OG0000353	Pran.g_01256	Syat.g_00955, Syat.g_02377
OG0000355	Pran.g_01258	Syat.g_02375
OG0000356	Pran.g_01259	Syat.g_02374
OG0000357	Pran.g_01260	Syat.g_02373
OG0000358	Pran.g_01264	Syat.g_02336
OG0000359	Pran.g_01265	Syat.g_02334
OG0000360	Pran.g_01266	Syat.g_02333
OG0000361	Pran.g_01267	Syat.g_02332
OG0000362	Pran.g_01269	Syat.g_02330
OG0000363	Pran.g_00410	Syat.g_02328
OG0000364	Pran.g_00409	Syat.g_03122
OG0000365	Pran.g_00404	Syat.g_02318
OG0000366	Pran.g_00403	Syat.g_02317
OG0000367	Pran.g_00402	Syat.g_02316
OG0000368	Pran.g_00400	Syat.g_02314
OG0000369	Pran.g_00399	Syat.g_02313
OG0000370	Pran.g_00398	Syat.g_02312
OG0000371	Pran.g_00392	Syat.g_02304
OG0000372	Pran.g_00389	Syat.g_02298
OG0000373	Pran.g_00388	Syat.g_02297
OG0000374	Pran.g_00387	Syat.g_02296
OG0000375	Pran.g_00385	Syat.g_02295
OG0000376	Pran.g_00383	Syat.g_02293
OG0000377	Pran.g_00380	Syat.g_02695
OG0000378	Pran.g_00378	Syat.g_02715
OG0000379	Pran.g_00375	Syat.g_02720
OG0000380	Pran.g_00366	Syat.g_01468
OG0000381	Pran.g_00362	Syat.g_01470
OG0000382	Pran.g_00351	Syat.g_01488
OG0000383	Pran.g_00349	Syat.g_01521
OG0000384	Pran.g_00348	Syat.g_01522
OG0000385	Pran.g_00347	Syat.g_01523
OG0000386	Pran.g_00346	Syat.g_01524
OG0000387	Pran.g_00334	Syat.g_01561
OG0000388	Pran.g_00331	Syat.g_01565
OG0000389	Pran.g_00327	Syat.g_01569
OG0000390	Pran.g_00320	Syat.g_02945
OG0000391	Pran.g_00317	Syat.g_02940
OG0000392	Pran.g_00313	Syat.g_02934
OG0000393	Pran.g_00311	Syat.g_02931
OG0000394	Pran.g_00310	Syat.g_02930
OG0000395	Pran.g_00309	Syat.g_02929
OG0000396	Pran.g_00307	Syat.g_02927
OG0000397	Pran.g_00305	Syat.g_02925
OG0000398	Pran.g_00303	Syat.g_02920
OG0000399	Pran.g_00302	Syat.g_02919
OG0000400	Pran.g_00301	Syat.g_02918
OG0000401	Pran.g_00300	Syat.g_02917
OG0000402	Pran.g_00298	Syat.g_02915
OG0000403	Pran.g_00297	Syat.g_02914
OG0000404	Pran.g_00296	Syat.g_02913
OG0000405	Pran.g_00292	Syat.g_02900
OG0000406	Pran.g_00286	Syat.g_02896
OG0000407	Pran.g_00285	Syat.g_02895
OG0000408	Pran.g_00282	Syat.g_02893
OG0000409	Pran.g_00280	Syat.g_02891
OG0000410	Pran.g_00279	Syat.g_02890
OG0000411	Pran.g_00278	Syat.g_02889
OG0000412	Pran.g_00277	Syat.g_02888
OG0000413	Pran.g_00276	Syat.g_02886
OG0000414	Pran.g_00275	Syat.g_02885
OG0000415	Pran.g_00274	Syat.g_02884
OG0000416	Pran.g_00273	Syat.g_02883
OG0000417	Pran.g_00272	Syat.g_02868
OG0000418	Pran.g_00267	Syat.g_02863
OG0000419	Pran.g_00265	Syat.g_02861
OG0000420	Pran.g_00264	Syat.g_02859
OG0000421	Pran.g_00259	Syat.g_02855
OG0000422	Pran.g_00258	Syat.g_02854
OG0000423	Pran.g_00257	Syat.g_02853
OG0000424	Pran.g_00256	Syat.g_02852
OG0000425	Pran.g_00255	Syat.g_02851
OG0000426	Pran.g_00254	Syat.g_02850
OG0000427	Pran.g_00253	Syat.g_02849
OG0000428	Pran.g_00251	Syat.g_02846
OG0000429	Pran.g_00250	Syat.g_02843
OG0000430	Pran.g_00249	Syat.g_02841
OG0000431	Pran.g_00247	Syat.g_02838
OG0000432	Pran.g_00244	Syat.g_02832
OG0000433	Pran.g_00243	Syat.g_02829
OG0000434	Pran.g_00242	Syat.g_02828
OG0000435	Pran.g_00241	Syat.g_02824
OG0000436	Pran.g_00236	Syat.g_02817
OG0000437	Pran.g_00235	Syat.g_02558
OG0000438	Pran.g_00234	Syat.g_02813
OG0000439	Pran.g_00232	Syat.g_02811
OG0000440	Pran.g_00231	Syat.g_02810
OG0000441	Pran.g_00228	Syat.g_02807
OG0000442	Pran.g_00227	Syat.g_02797
OG0000443	Pran.g_00226	Syat.g_02787
OG0000444	Pran.g_00221	Syat.g_02756
OG0000445	Pran.g_00220	Syat.g_02755
OG0000446	Pran.g_00219	Syat.g_02753
OG0000447	Pran.g_00218	Syat.g_02749
OG0000448	Pran.g_00217	Syat.g_02748
OG0000449	Pran.g_00216	Syat.g_02747
OG0000450	Pran.g_00215	Syat.g_02738
OG0000451	Pran.g_00214	Syat.g_02737
OG0000452	Pran.g_00211	Syat.g_02732
OG0000453	Pran.g_00210	Syat.g_02731
OG0000454	Pran.g_00209	Syat.g_02730
OG0000455	Pran.g_00208	Syat.g_02729
OG0000456	Pran.g_00207	Syat.g_02728
OG0000457	Pran.g_00206	Syat.g_02726
OG0000458	Pran.g_00205	Syat.g_02725
OG0000459	Pran.g_00204	Syat.g_02724
OG0000460	Pran.g_00197	Syat.g_01450
OG0000461	Pran.g_01950	Syat.g_01866
OG0000462	Pran.g_01948	Syat.g_01868
OG0000463	Pran.g_01947	Syat.g_01869
OG0000464	Pran.g_01946	Syat.g_01870
OG0000465	Pran.g_01945	Syat.g_01872
OG0000466	Pran.g_01942	Syat.g_01877
OG0000467	Pran.g_01941	Syat.g_01878
OG0000468	Pran.g_01939	Syat.g_01884
OG0000469	Pran.g_01931	Syat.g_02000
OG0000470	Pran.g_01929	Syat.g_02038
OG0000471	Pran.g_01928	Syat.g_02039
OG0000472	Pran.g_01927	Syat.g_02041
OG0000473	Pran.g_01925	Syat.g_02043
OG0000474	Pran.g_01924	Syat.g_02044
OG0000475	Pran.g_01923	Syat.g_02045
OG0000476	Pran.g_01922	Syat.g_02047
OG0000477	Pran.g_01919	Syat.g_02053
OG0000478	Pran.g_01918	Syat.g_02054
OG0000479	Pran.g_01917	Syat.g_02056
OG0000480	Pran.g_01912	Syat.g_02063
OG0000481	Pran.g_01910	Syat.g_02066
OG0000482	Pran.g_01909	Syat.g_02067
OG0000483	Pran.g_01906	Syat.g_02071
OG0000484	Pran.g_01905	Syat.g_02072
OG0000485	Pran.g_01904	Syat.g_02073
OG0000486	Pran.g_01903	Syat.g_02074
OG0000487	Pran.g_01899	Syat.g_02080
OG0000488	Pran.g_01896	Syat.g_02086
OG0000489	Pran.g_01891	Syat.g_02097
OG0000490	Pran.g_01886	Syat.g_02106
OG0000491	Pran.g_01885	Syat.g_02107
OG0000492	Pran.g_01883	Syat.g_02110
OG0000493	Pran.g_01882	Syat.g_02111
OG0000494	Pran.g_01881	Syat.g_02112
OG0000495	Pran.g_01880	Syat.g_02120
OG0000496	Pran.g_01879	Syat.g_02121
OG0000497	Pran.g_01878	Syat.g_02122
OG0000498	Pran.g_01877	Syat.g_02123
OG0000499	Pran.g_01876	Syat.g_02124
OG0000500	Pran.g_01875	Syat.g_02125
OG0000501	Pran.g_01873	Syat.g_02128
OG0000502	Pran.g_01870	Syat.g_02135
OG0000503	Pran.g_01860	Syat.g_01614
OG0000504	Pran.g_01859	Syat.g_01612
OG0000505	Pran.g_01858	Syat.g_01611
OG0000506	Pran.g_01857	Syat.g_01609
OG0000507	Pran.g_01854	Syat.g_01603
OG0000508	Pran.g_01850	Syat.g_01596
OG0000509	Pran.g_01848	Syat.g_01591
OG0000510	Pran.g_01847	Syat.g_01590
OG0000511	Pran.g_01846	Syat.g_01589
OG0000512	Pran.g_01844	Syat.g_01587
OG0000513	Pran.g_01837	Syat.g_02957
OG0000514	Pran.g_01749	Syat.g_02962
OG0000515	Pran.g_01748	Syat.g_02963
OG0000516	Pran.g_01747	Syat.g_02965
OG0000517	Pran.g_01745	Syat.g_02969
OG0000518	Pran.g_01734	Syat.g_01286
OG0000519	Pran.g_01733	Syat.g_01285
OG0000520	Pran.g_01729	Syat.g_01284
OG0000521	Pran.g_01724	Syat.g_01319
OG0000522	Pran.g_01723	Syat.g_01317
OG0000523	Pran.g_01722	Syat.g_01316
OG0000524	Pran.g_01717	Syat.g_01409
OG0000525	Pran.g_01714	Syat.g_01382
OG0000526	Pran.g_01713	Syat.g_01380
OG0000527	Pran.g_01705	Syat.g_01373
OG0000528	Pran.g_01700	Syat.g_03167
OG0000529	Pran.g_01697	Syat.g_03171
OG0000530	Pran.g_01694	Syat.g_03174
OG0000531	Pran.g_01693	Syat.g_03175
OG0000532	Pran.g_01691	Syat.g_03178
OG0000533	Pran.g_01690	Syat.g_03180
OG0000534	Pran.g_01689	Syat.g_03181
OG0000535	Pran.g_01688	Syat.g_03182
OG0000536	Pran.g_01687	Syat.g_03183
OG0000537	Pran.g_01686	Syat.g_03185
OG0000538	Pran.g_01678	Syat.g_03204
OG0000539	Pran.g_01677	Syat.g_03206
OG0000540	Pran.g_01676	Syat.g_03207
OG0000541	Pran.g_01675	Syat.g_03208
OG0000542	Pran.g_01673	Syat.g_03213
OG0000543	Pran.g_01671	Syat.g_03215
OG0000544	Pran.g_01670	Syat.g_03216
OG0000545	Pran.g_01668	Syat.g_03218
OG0000546	Pran.g_01665	Syat.g_03220
OG0000547	Pran.g_01663	Syat.g_03222
OG0000548	Pran.g_01662	Syat.g_03223
OG0000549	Pran.g_01660	Syat.g_01795
OG0000550	Pran.g_01655	Syat.g_01107
OG0000551	Pran.g_01651	Syat.g_01103
OG0000552	Pran.g_01650	Syat.g_01102
OG0000553	Pran.g_01649	Syat.g_01098
OG0000554	Pran.g_01644	Syat.g_03271
OG0000555	Pran.g_01636	Syat.g_00093
OG0000556	Pran.g_01634	Syat.g_00088
OG0000557	Pran.g_01633	Syat.g_00083
OG0000558	Pran.g_01631	Syat.g_00081
OG0000559	Pran.g_01627	Syat.g_00077
OG0000560	Pran.g_01624	Syat.g_00074
OG0000561	Pran.g_01623	Syat.g_00073
OG0000562	Pran.g_01622	Syat.g_00072
OG0000563	Pran.g_01621	Syat.g_00071
OG0000564	Pran.g_01620	Syat.g_00070
OG0000565	Pran.g_01617	Syat.g_00067
OG0000566	Pran.g_01614	Syat.g_00063
OG0000567	Pran.g_01610	Syat.g_00059
OG0000568	Pran.g_01609	Syat.g_00057
OG0000569	Pran.g_01608	Syat.g_00056
OG0000570	Pran.g_01607	Syat.g_00055
OG0000571	Pran.g_01605	Syat.g_00052
OG0000572	Pran.g_01592	Syat.g_00033
OG0000573	Pran.g_01586	Syat.g_00024
OG0000574	Pran.g_01585	Syat.g_00023
OG0000575	Pran.g_01581	Syat.g_00018
OG0000576	Pran.g_01579	Syat.g_00014
OG0000577	Pran.g_01578	Syat.g_00013
OG0000578	Pran.g_01577	Syat.g_00012
OG0000579	Pran.g_01576	Syat.g_00011
OG0000580	Pran.g_01575	Syat.g_00010
OG0000581	Pran.g_01573	Syat.g_00003
OG0000582	Pran.g_01570	Syat.g_03403
OG0000583	Pran.g_01569	Syat.g_03404
OG0000584	Pran.g_01568	Syat.g_03405
OG0000585	Pran.g_01566	Syat.g_03408
OG0000586	Pran.g_01565	Syat.g_03409
OG0000587	Pran.g_01564	Syat.g_00001
OG0000588	Pran.g_01560	Syat.g_00338
OG0000589	Pran.g_01557	Syat.g_03318
OG0000590	Pran.g_01556	Syat.g_03317
OG0000591	Pran.g_01553	Syat.g_03308
OG0000592	Pran.g_01552	Syat.g_03307
OG0000593	Pran.g_01546	Syat.g_00113
OG0000594	Pran.g_01545	Syat.g_00114
OG0000595	Pran.g_01544	Syat.g_00115
OG0000596	Pran.g_01540	Syat.g_00129
OG0000597	Pran.g_01538	Syat.g_00132
OG0000598	Pran.g_01537	Syat.g_00133
OG0000599	Pran.g_01534	Syat.g_00381
OG0000600	Pran.g_01533	Syat.g_00380
OG0000601	Pran.g_01532	Syat.g_00379
OG0000602	Pran.g_01530	Syat.g_00375
OG0000603	Pran.g_01529	Syat.g_00374
OG0000604	Pran.g_01528	Syat.g_00372
OG0000605	Pran.g_01527	Syat.g_00370
OG0000606	Pran.g_01524	Syat.g_00367
OG0000607	Pran.g_01521	Syat.g_00364
OG0000608	Pran.g_01520	Syat.g_00363
OG0000609	Pran.g_01519	Syat.g_00344
OG0000610	Pran.g_01514	Syat.g_00399
