Orthogroup	Pran	Syan
OG0000241	Pran.g_01648	Syan.g_00822
OG0000242	Pran.g_01646	Syan.g_01168
OG0000243	Pran.g_01635	Syan.g_00840
OG0000244	Pran.g_01632	Syan.g_00848
OG0000245	Pran.g_01630	Syan.g_00850
OG0000246	Pran.g_01626	Syan.g_00854
OG0000247	Pran.g_01616	Syan.g_00866
OG0000248	Pran.g_01613	Syan.g_00869
OG0000249	Pran.g_01611	Syan.g_00871
OG0000250	Pran.g_01606	Syan.g_00878
OG0000251	Pran.g_01587	Syan.g_00961
OG0000252	Pran.g_01584	Syan.g_00966
OG0000253	Pran.g_01583	Syan.g_01000
OG0000254	Pran.g_01567	Syan.g_01026
OG0000255	Pran.g_01561	Syan.g_00978
OG0000256	Pran.g_01551	Syan.g_00001, Syan.g_01135
OG0000257	Pran.g_01548	Syan.g_00827
OG0000258	Pran.g_01535	Syan.g_00803
OG0000259	Pran.g_01518	Syan.g_00772
OG0000260	Pran.g_01515	Syan.g_00769
OG0000261	Pran.g_01513	Syan.g_00765
OG0000262	Pran.g_01509	Syan.g_00760
OG0000263	Pran.g_01497	Syan.g_02618
OG0000264	Pran.g_01487	Syan.g_00540
OG0000266	Pran.g_01450	Syan.g_00330
OG0000267	Pran.g_01439	Syan.g_00470
OG0000268	Pran.g_01438	Syan.g_00471
OG0000269	Pran.g_01348	Syan.g_00695
OG0000270	Pran.g_01345	Syan.g_00692
OG0000271	Pran.g_01337	Syan.g_00684
OG0000272	Pran.g_01336	Syan.g_00683
OG0000273	Pran.g_01313	Syan.g_00654
OG0000274	Pran.g_01312	Syan.g_00653
OG0000275	Pran.g_01310	Syan.g_00373
OG0000276	Pran.g_01305	Syan.g_00380
OG0000277	Pran.g_01304	Syan.g_00381
OG0000278	Pran.g_01301	Syan.g_00384
OG0000279	Pran.g_01294	Syan.g_00398
OG0000280	Pran.g_01293	Syan.g_00518
OG0000282	Pran.g_00431	Syan.g_00739
OG0000283	Pran.g_00464	Syan.g_00491
OG0000284	Pran.g_00469	Syan.g_00497
OG0000285	Pran.g_00474	Syan.g_00533
OG0000286	Pran.g_00486	Syan.g_00564
OG0000287	Pran.g_00503	Syan.g_00593
OG0000288	Pran.g_00541	Syan.g_00364
OG0000289	Pran.g_00552	Syan.g_00350
OG0000290	Pran.g_00565	Syan.g_00293
OG0000291	Pran.g_00567	Syan.g_00291
OG0000292	Pran.g_00135	Syan.g_01703
OG0000293	Pran.g_00069	Syan.g_02709
OG0000294	Pran.g_00068	Syan.g_02708
OG0000295	Pran.g_00048	Syan.g_02662
OG0000296	Pran.g_00046	Syan.g_02660
OG0000299	Pran.g_00020	Syan.g_02601
OG0000301	Pran.g_00016	Syan.g_02592
OG0000302	Pran.g_00014	Syan.g_02591
OG0000303	Pran.g_00007	Syan.g_02582
OG0000304	Pran.g_00003	Syan.g_02556
OG0000305	Pran.g_00848	Syan.g_00195
OG0000306	Pran.g_00846	Syan.g_00087
OG0000307	Pran.g_00832	Syan.g_02782
OG0000308	Pran.g_00831	Syan.g_02784
OG0000309	Pran.g_00827	Syan.g_02883
OG0000310	Pran.g_00748	Syan.g_01304
OG0000311	Pran.g_00746	Syan.g_01299
OG0000312	Pran.g_00743	Syan.g_01290
OG0000313	Pran.g_00729	Syan.g_01271
OG0000314	Pran.g_00706	Syan.g_02823
OG0000315	Pran.g_00696	Syan.g_02833
OG0000316	Pran.g_00676	Syan.g_01354
OG0000317	Pran.g_00968	Syan.g_01396
OG0000318	Pran.g_00971	Syan.g_01401
OG0000319	Pran.g_00984	Syan.g_01425
OG0000320	Pran.g_00986	Syan.g_01427
OG0000321	Pran.g_00987	Syan.g_01428
OG0000322	Pran.g_00988	Syan.g_01429
OG0000323	Pran.g_00997	Syan.g_01442
OG0000324	Pran.g_01023	Syan.g_01472
OG0000325	Pran.g_01033	Syan.g_02107
OG0000326	Pran.g_01039	Syan.g_02114
OG0000327	Pran.g_01063	Syan.g_02244
OG0000328	Pran.g_01064	Syan.g_02243
OG0000329	Pran.g_01082	Syan.g_02225
OG0000330	Pran.g_01083	Syan.g_02224
OG0000331	Pran.g_01084	Syan.g_02223
OG0000332	Pran.g_01098	Syan.g_02208
OG0000333	Pran.g_01100	Syan.g_02205
OG0000334	Pran.g_01108	Syan.g_00247, Syan.g_02194
OG0000335	Pran.g_01113	Syan.g_02189
OG0000336	Pran.g_01117	Syan.g_02185
OG0000337	Pran.g_01133	Syan.g_01949
OG0000338	Pran.g_01134	Syan.g_01943
OG0000339	Pran.g_01138	Syan.g_01935, Syan.g_00264
OG0000340	Pran.g_01145	Syan.g_01923
OG0000341	Pran.g_01147	Syan.g_01921
OG0000342	Pran.g_01148	Syan.g_01920
OG0000343	Pran.g_01149	Syan.g_01918
OG0000344	Pran.g_01152	Syan.g_01914
OG0000345	Pran.g_01157	Syan.g_01900
OG0000346	Pran.g_01161	Syan.g_01895
OG0000347	Pran.g_01177	Syan.g_01867
OG0000348	Pran.g_01187	Syan.g_01803
OG0000349	Pran.g_01203	Syan.g_01727
OG0000350	Pran.g_01222	Syan.g_02121
OG0000351	Pran.g_01239	Syan.g_01682
OG0000352	Pran.g_01240	Syan.g_01683
OG0000353	Pran.g_01256	Syan.g_01795
OG0000355	Pran.g_01258	Syan.g_01797
OG0000356	Pran.g_01259	Syan.g_01798
OG0000357	Pran.g_01260	Syan.g_01800
OG0000358	Pran.g_01264	Syan.g_01773
OG0000359	Pran.g_01265	Syan.g_01771
OG0000360	Pran.g_01266	Syan.g_01770
OG0000361	Pran.g_01267	Syan.g_01769
OG0000362	Pran.g_01269	Syan.g_01767
OG0000363	Pran.g_00410	Syan.g_01765
OG0000364	Pran.g_00409	Syan.g_01398
OG0000365	Pran.g_00404	Syan.g_01755
OG0000366	Pran.g_00403	Syan.g_01754
OG0000367	Pran.g_00402	Syan.g_01753
OG0000368	Pran.g_00400	Syan.g_01751
OG0000369	Pran.g_00399	Syan.g_01750
OG0000370	Pran.g_00398	Syan.g_01749
OG0000371	Pran.g_00392	Syan.g_01740
OG0000372	Pran.g_00389	Syan.g_01734
OG0000373	Pran.g_00388	Syan.g_01733
OG0000374	Pran.g_00387	Syan.g_01732
OG0000375	Pran.g_00385	Syan.g_01731
OG0000376	Pran.g_00383	Syan.g_01729
OG0000377	Pran.g_00380	Syan.g_01555
OG0000378	Pran.g_00378	Syan.g_01543
OG0000379	Pran.g_00375	Syan.g_01539
OG0000380	Pran.g_00366	Syan.g_02905
OG0000381	Pran.g_00362	Syan.g_02908
OG0000382	Pran.g_00351	Syan.g_02925
OG0000383	Pran.g_00349	Syan.g_02936
OG0000384	Pran.g_00348	Syan.g_02937
OG0000385	Pran.g_00347	Syan.g_02938
OG0000386	Pran.g_00346	Syan.g_02939
OG0000387	Pran.g_00334	Syan.g_00967
OG0000388	Pran.g_00331	Syan.g_02970
OG0000389	Pran.g_00327	Syan.g_02973
OG0000390	Pran.g_00320	Syan.g_02306
OG0000391	Pran.g_00317	Syan.g_02301
OG0000392	Pran.g_00313	Syan.g_02295
OG0000393	Pran.g_00311	Syan.g_02292
OG0000394	Pran.g_00310	Syan.g_02291
OG0000395	Pran.g_00309	Syan.g_02290
OG0000396	Pran.g_00307	Syan.g_02287
OG0000397	Pran.g_00305	Syan.g_02285
OG0000398	Pran.g_00303	Syan.g_02279
OG0000399	Pran.g_00302	Syan.g_02278
OG0000400	Pran.g_00301	Syan.g_02277
OG0000401	Pran.g_00300	Syan.g_02274
OG0000402	Pran.g_00298	Syan.g_02272
OG0000403	Pran.g_00297	Syan.g_02271
OG0000404	Pran.g_00296	Syan.g_02269
OG0000405	Pran.g_00292	Syan.g_03005
OG0000406	Pran.g_00286	Syan.g_03010
OG0000407	Pran.g_00285	Syan.g_03011
OG0000408	Pran.g_00282	Syan.g_03013
OG0000409	Pran.g_00280	Syan.g_03015
OG0000410	Pran.g_00279	Syan.g_03016
OG0000411	Pran.g_00278	Syan.g_03017
OG0000412	Pran.g_00277	Syan.g_03018
OG0000413	Pran.g_00276	Syan.g_03020
OG0000414	Pran.g_00275	Syan.g_03021
OG0000415	Pran.g_00274	Syan.g_03022
OG0000416	Pran.g_00273	Syan.g_03023
OG0000417	Pran.g_00272	Syan.g_03025
OG0000418	Pran.g_00267	Syan.g_03030
OG0000419	Pran.g_00265	Syan.g_03033
OG0000420	Pran.g_00264	Syan.g_03035
OG0000421	Pran.g_00259	Syan.g_03040
OG0000422	Pran.g_00258	Syan.g_03041
OG0000423	Pran.g_00257	Syan.g_03042
OG0000424	Pran.g_00256	Syan.g_03043
OG0000425	Pran.g_00255	Syan.g_03044
OG0000426	Pran.g_00254	Syan.g_03045
OG0000427	Pran.g_00253	Syan.g_03046
OG0000428	Pran.g_00251	Syan.g_03049
OG0000429	Pran.g_00250	Syan.g_03051
OG0000430	Pran.g_00249	Syan.g_03053
OG0000431	Pran.g_00247	Syan.g_03058
OG0000432	Pran.g_00244	Syan.g_03065
OG0000433	Pran.g_00243	Syan.g_03068
OG0000434	Pran.g_00242	Syan.g_03069
OG0000435	Pran.g_00241	Syan.g_03071
OG0000436	Pran.g_00236	Syan.g_03079
OG0000437	Pran.g_00235	Syan.g_03080
OG0000438	Pran.g_00234	Syan.g_03083
OG0000439	Pran.g_00232	Syan.g_03085
OG0000440	Pran.g_00231	Syan.g_03086
OG0000441	Pran.g_00228	Syan.g_03089
OG0000442	Pran.g_00227	Syan.g_03090
OG0000443	Pran.g_00226	Syan.g_03094
OG0000444	Pran.g_00221	Syan.g_03102
OG0000445	Pran.g_00220	Syan.g_03103
OG0000446	Pran.g_00219	Syan.g_03105
OG0000447	Pran.g_00218	Syan.g_03111
OG0000448	Pran.g_00217	Syan.g_03112
OG0000449	Pran.g_00216	Syan.g_03113
OG0000450	Pran.g_00215	Syan.g_01518
OG0000451	Pran.g_00214	Syan.g_01519
OG0000452	Pran.g_00211	Syan.g_01523
OG0000453	Pran.g_00210	Syan.g_01524
OG0000454	Pran.g_00209	Syan.g_01525
OG0000455	Pran.g_00208	Syan.g_01526
OG0000456	Pran.g_00207	Syan.g_01527
OG0000457	Pran.g_00206	Syan.g_01529
OG0000458	Pran.g_00205	Syan.g_01530
OG0000459	Pran.g_00204	Syan.g_01531
OG0000460	Pran.g_00197	Syan.g_02423
OG0000461	Pran.g_01950	Syan.g_02099
OG0000462	Pran.g_01948	Syan.g_02096
OG0000463	Pran.g_01947	Syan.g_02095
OG0000464	Pran.g_01946	Syan.g_02094
OG0000465	Pran.g_01945	Syan.g_02092
OG0000466	Pran.g_01942	Syan.g_02087
OG0000467	Pran.g_01941	Syan.g_02086
OG0000468	Pran.g_01939	Syan.g_02063
OG0000469	Pran.g_01931	Syan.g_02046
OG0000470	Pran.g_01929	Syan.g_02044
OG0000471	Pran.g_01928	Syan.g_02043
OG0000472	Pran.g_01927	Syan.g_02041
OG0000473	Pran.g_01925	Syan.g_02039
OG0000474	Pran.g_01924	Syan.g_02038
OG0000475	Pran.g_01923	Syan.g_02037
OG0000476	Pran.g_01922	Syan.g_02035
OG0000477	Pran.g_01919	Syan.g_02029
OG0000478	Pran.g_01918	Syan.g_02028
OG0000479	Pran.g_01917	Syan.g_02027
OG0000480	Pran.g_01912	Syan.g_02020
OG0000481	Pran.g_01910	Syan.g_00975
OG0000482	Pran.g_01909	Syan.g_02018
OG0000483	Pran.g_01906	Syan.g_02014
OG0000484	Pran.g_01905	Syan.g_02013
OG0000485	Pran.g_01904	Syan.g_02012
OG0000486	Pran.g_01903	Syan.g_02011
OG0000487	Pran.g_01899	Syan.g_02005
OG0000488	Pran.g_01896	Syan.g_02000
OG0000489	Pran.g_01891	Syan.g_01993
OG0000490	Pran.g_01886	Syan.g_01985
OG0000491	Pran.g_01885	Syan.g_01983
OG0000492	Pran.g_01883	Syan.g_01980
OG0000493	Pran.g_01882	Syan.g_01979
OG0000494	Pran.g_01881	Syan.g_01978
OG0000495	Pran.g_01880	Syan.g_01977
OG0000496	Pran.g_01879	Syan.g_01976
OG0000497	Pran.g_01878	Syan.g_01975
OG0000498	Pran.g_01877	Syan.g_01974
OG0000499	Pran.g_01876	Syan.g_01973
OG0000500	Pran.g_01875	Syan.g_01972
OG0000501	Pran.g_01873	Syan.g_01969
OG0000502	Pran.g_01870	Syan.g_01961
OG0000503	Pran.g_01860	Syan.g_02144
OG0000504	Pran.g_01859	Syan.g_02142
OG0000505	Pran.g_01858	Syan.g_02141
OG0000506	Pran.g_01857	Syan.g_02139
OG0000507	Pran.g_01854	Syan.g_02133
OG0000508	Pran.g_01850	Syan.g_02998
OG0000509	Pran.g_01848	Syan.g_02993
OG0000510	Pran.g_01847	Syan.g_02992
OG0000511	Pran.g_01846	Syan.g_02991
OG0000512	Pran.g_01844	Syan.g_02989
OG0000513	Pran.g_01837	Syan.g_02320
OG0000514	Pran.g_01749	Syan.g_02326
OG0000515	Pran.g_01748	Syan.g_02327
OG0000516	Pran.g_01747	Syan.g_02389
OG0000517	Pran.g_01745	Syan.g_02395
OG0000518	Pran.g_01734	Syan.g_01336
OG0000519	Pran.g_01733	Syan.g_01335
OG0000520	Pran.g_01729	Syan.g_01334
OG0000521	Pran.g_01724	Syan.g_02805
OG0000522	Pran.g_01723	Syan.g_02803
OG0000523	Pran.g_01722	Syan.g_02802
OG0000524	Pran.g_01717	Syan.g_02878
OG0000525	Pran.g_01714	Syan.g_02853
OG0000526	Pran.g_01713	Syan.g_02852
OG0000527	Pran.g_01705	Syan.g_02848
OG0000528	Pran.g_01700	Syan.g_02767
OG0000529	Pran.g_01697	Syan.g_02763
OG0000530	Pran.g_01694	Syan.g_02760
OG0000531	Pran.g_01693	Syan.g_02759
OG0000532	Pran.g_01691	Syan.g_02756
OG0000533	Pran.g_01690	Syan.g_02754
OG0000534	Pran.g_01689	Syan.g_02753
OG0000535	Pran.g_01688	Syan.g_02752
OG0000536	Pran.g_01687	Syan.g_02751
OG0000537	Pran.g_01686	Syan.g_02750
OG0000538	Pran.g_01678	Syan.g_02738
OG0000539	Pran.g_01677	Syan.g_02737
OG0000540	Pran.g_01676	Syan.g_02736
OG0000541	Pran.g_01675	Syan.g_02735
OG0000542	Pran.g_01673	Syan.g_02732
OG0000543	Pran.g_01671	Syan.g_02730
OG0000544	Pran.g_01670	Syan.g_02729
OG0000545	Pran.g_01668	Syan.g_02727
OG0000546	Pran.g_01665	Syan.g_02725
OG0000547	Pran.g_01663	Syan.g_02723
OG0000548	Pran.g_01662	Syan.g_02722
OG0000549	Pran.g_01660	Syan.g_01194
OG0000550	Pran.g_01655	Syan.g_01189
OG0000551	Pran.g_01651	Syan.g_01184
OG0000552	Pran.g_01650	Syan.g_01183
OG0000553	Pran.g_01649	Syan.g_01179
OG0000554	Pran.g_01644	Syan.g_01165
OG0000555	Pran.g_01636	Syan.g_00839
OG0000556	Pran.g_01634	Syan.g_00842
OG0000557	Pran.g_01633	Syan.g_00847
OG0000558	Pran.g_01631	Syan.g_00849
OG0000559	Pran.g_01627	Syan.g_00853
OG0000560	Pran.g_01624	Syan.g_00856
OG0000561	Pran.g_01623	Syan.g_00857
OG0000562	Pran.g_01622	Syan.g_00858
OG0000563	Pran.g_01621	Syan.g_00859
OG0000564	Pran.g_01620	Syan.g_00860
OG0000565	Pran.g_01617	Syan.g_00864
OG0000566	Pran.g_01614	Syan.g_00868
OG0000567	Pran.g_01610	Syan.g_00872
OG0000568	Pran.g_01609	Syan.g_00874
OG0000569	Pran.g_01608	Syan.g_00875
OG0000570	Pran.g_01607	Syan.g_00876
OG0000571	Pran.g_01605	Syan.g_00879
OG0000572	Pran.g_01592	Syan.g_00954
OG0000573	Pran.g_01586	Syan.g_00963
OG0000574	Pran.g_01585	Syan.g_00965
OG0000575	Pran.g_01581	Syan.g_01003
OG0000576	Pran.g_01579	Syan.g_01007
OG0000577	Pran.g_01578	Syan.g_01008
OG0000578	Pran.g_01577	Syan.g_01009
OG0000579	Pran.g_01576	Syan.g_01010
OG0000580	Pran.g_01575	Syan.g_01011
OG0000581	Pran.g_01573	Syan.g_01018
OG0000582	Pran.g_01570	Syan.g_01030
OG0000583	Pran.g_01569	Syan.g_01029
OG0000584	Pran.g_01568	Syan.g_01028
OG0000585	Pran.g_01566	Syan.g_01024
OG0000586	Pran.g_01565	Syan.g_01022
OG0000587	Pran.g_01564	Syan.g_01020
OG0000588	Pran.g_01560	Syan.g_00215
OG0000589	Pran.g_01557	Syan.g_00016
OG0000590	Pran.g_01556	Syan.g_00015
OG0000591	Pran.g_01553	Syan.g_00003
OG0000592	Pran.g_01552	Syan.g_00002
OG0000593	Pran.g_01546	Syan.g_00820
OG0000594	Pran.g_01545	Syan.g_00819
OG0000595	Pran.g_01544	Syan.g_00818
OG0000596	Pran.g_01540	Syan.g_00813
OG0000597	Pran.g_01538	Syan.g_00810
OG0000598	Pran.g_01537	Syan.g_00809
OG0000599	Pran.g_01534	Syan.g_00802
OG0000600	Pran.g_01533	Syan.g_00801
OG0000601	Pran.g_01532	Syan.g_00800
