Orthogroup	Pran	Prbf
OG0000079	Pran.g_01940	Prbf.g_01591
OG0000080	Pran.g_00796	Prbf.g_00129
OG0000080	Pran.g_00794	Prbf.g_00131
OG0000081	Pran.g_01647	Prbf.g_01812
OG0000082	Pran.g_01593	Prbf.g_01867, Prbf.g_00704
OG0000084	Pran.g_00737	Prbf.g_00154
OG0000085	Pran.g_00963	Prbf.g_00701, Prbf.g_00822
OG0000086	Pran.g_00344	Prbf.g_01414
OG0000087	Pran.g_00295	Prbf.g_01469
OG0000088	Pran.g_00266	Prbf.g_01500
OG0000089	Pran.g_01839	Prbf.g_01701
OG0000090	Pran.g_01645	Prbf.g_01814
OG0000091	Pran.g_01536	Prbf.g_00990
OG0000092	Pran.g_00434	Prbf.g_01315
OG0000093	Pran.g_00455	Prbf.g_01019
OG0000094	Pran.g_00549	Prbf.g_01068
OG0000095	Pran.g_00903, Pran.g_00568	Prbf.g_01170
OG0000096	Pran.g_00603, Pran.g_00114	Prbf.g_00306
OG0000097	Pran.g_00019	Prbf.g_00964
OG0000098	Pran.g_00855	Prbf.g_00071
OG0000099	Pran.g_00806	Prbf.g_00118
OG0000100	Pran.g_00659	Prbf.g_00236
OG0000101	Pran.g_01105	Prbf.g_00558
OG0000102	Pran.g_01165	Prbf.g_00491
OG0000103	Pran.g_01244	Prbf.g_00406
OG0000104	Pran.g_01253	Prbf.g_00397
OG0000105	Pran.g_01920	Prbf.g_01614
OG0000106	Pran.g_01824	Prbf.g_00320
OG0000107	Pran.g_01808	Prbf.g_00629
OG0000108	Pran.g_01698	Prbf.g_01763
OG0000109	Pran.g_01684	Prbf.g_01777
OG0000110	Pran.g_01603	Prbf.g_01856
OG0000111	Pran.g_01479	Prbf.g_01260
OG0000112	Pran.g_01378	Prbf.g_01929
OG0000113	Pran.g_01321	Prbf.g_01222
OG0000114	Pran.g_00429	Prbf.g_01320
OG0000115	Pran.g_00123	Prbf.g_00062
OG0000116	Pran.g_00070	Prbf.g_00907
OG0000117	Pran.g_01466	Prbf.g_00945
OG0000118	Pran.g_00864	Prbf.g_00013
OG0000119	Pran.g_00845	Prbf.g_00864, Prbf.g_00254
OG0000120	Pran.g_00752	Prbf.g_00115
OG0000121	Pran.g_00731	Prbf.g_00159
OG0000122	Pran.g_00693	Prbf.g_00055, Prbf.g_00200
OG0000123	Pran.g_01112	Prbf.g_00551
OG0000124	Pran.g_01176	Prbf.g_00478
OG0000125	Pran.g_01212	Prbf.g_00443
OG0000126	Pran.g_01252	Prbf.g_00398
OG0000128	Pran.g_01268	Prbf.g_00382
OG0000129	Pran.g_00381	Prbf.g_01367
OG0000130	Pran.g_00363	Prbf.g_01396
OG0000131	Pran.g_00288	Prbf.g_01478
OG0000132	Pran.g_00268	Prbf.g_01498
OG0000133	Pran.g_01872	Prbf.g_01661
OG0000134	Pran.g_01838	Prbf.g_01703
OG0000135	Pran.g_01812	Prbf.g_00044
OG0000136	Pran.g_01739	Prbf.g_01725
OG0000137	Pran.g_01703	Prbf.g_01758
OG0000138	Pran.g_01683	Prbf.g_01778
OG0000139	Pran.g_01641	Prbf.g_01818
OG0000140	Pran.g_01640	Prbf.g_01819
OG0000141	Pran.g_01571	Prbf.g_01890
OG0000142	Pran.g_01543	Prbf.g_00982
OG0000143	Pran.g_01539	Prbf.g_00986
OG0000144	Pran.g_01526	Prbf.g_01000
OG0000145	Pran.g_01400	Prbf.g_00042
OG0000146	Pran.g_01377	Prbf.g_01928
OG0000147	Pran.g_01376	Prbf.g_01927
OG0000148	Pran.g_01327	Prbf.g_01228
OG0000149	Pran.g_01297	Prbf.g_01196
OG0000150	Pran.g_01289	Prbf.g_01186
OG0000151	Pran.g_00439	Prbf.g_01310
OG0000152	Pran.g_00487	Prbf.g_01117
OG0000153	Pran.g_00506	Prbf.g_01098
OG0000154	Pran.g_00542	Prbf.g_01078
OG0000155	Pran.g_00040	Prbf.g_00939
OG0000156	Pran.g_00887	Prbf.g_00037
OG0000157	Pran.g_00886	Prbf.g_00036
OG0000158	Pran.g_00822	Prbf.g_00514
OG0000159	Pran.g_00808	Prbf.g_01387
OG0000160	Pran.g_00732	Prbf.g_00158
OG0000161	Pran.g_00726	Prbf.g_00164
OG0000162	Pran.g_00720	Prbf.g_00170
OG0000163	Pran.g_00686	Prbf.g_00209
OG0000164	Pran.g_00994	Prbf.g_00669
OG0000165	Pran.g_01001	Prbf.g_00662
OG0000166	Pran.g_01069, Pran.g_01068	Prbf.g_00595
OG0000167	Pran.g_01135	Prbf.g_00524
OG0000168	Pran.g_01144	Prbf.g_00513
OG0000169	Pran.g_01154	Prbf.g_00503
OG0000170	Pran.g_01156	Prbf.g_00500
OG0000171	Pran.g_01175	Prbf.g_00479
OG0000172	Pran.g_01184	Prbf.g_00472
OG0000173	Pran.g_01199	Prbf.g_00457
OG0000174	Pran.g_01226	Prbf.g_00428
OG0000175	Pran.g_01236	Prbf.g_00415
OG0000176	Pran.g_01261	Prbf.g_00389
OG0000177	Pran.g_01262	Prbf.g_00388
OG0000178	Pran.g_01263	Prbf.g_00387
OG0000179	Pran.g_00408	Prbf.g_01338
OG0000180	Pran.g_00407	Prbf.g_01339
OG0000181	Pran.g_00406	Prbf.g_01340
OG0000182	Pran.g_00405	Prbf.g_01341
OG0000183	Pran.g_00401	Prbf.g_01345
OG0000184	Pran.g_00379	Prbf.g_01371
OG0000185	Pran.g_00376	Prbf.g_01374
OG0000186	Pran.g_00368	Prbf.g_01390
OG0000187	Pran.g_00367	Prbf.g_01391
OG0000188	Pran.g_00350	Prbf.g_01408
OG0000189	Pran.g_00337	Prbf.g_01422
OG0000190	Pran.g_00336	Prbf.g_01424
OG0000191	Pran.g_00316	Prbf.g_01447
OG0000192	Pran.g_00312	Prbf.g_01452
OG0000193	Pran.g_00287	Prbf.g_01479
OG0000194	Pran.g_00283	Prbf.g_01482
OG0000195	Pran.g_00281	Prbf.g_01484
OG0000196	Pran.g_00271	Prbf.g_01495
OG0000197	Pran.g_00270	Prbf.g_01496
OG0000198	Pran.g_00269	Prbf.g_01497
OG0000199	Pran.g_00262	Prbf.g_01504
OG0000200	Pran.g_00248	Prbf.g_01518
OG0000201	Pran.g_00240	Prbf.g_01527
OG0000202	Pran.g_00239	Prbf.g_01528
OG0000203	Pran.g_00238	Prbf.g_01529
OG0000204	Pran.g_00237	Prbf.g_01530
OG0000205	Pran.g_00230	Prbf.g_01537
OG0000206	Pran.g_00225	Prbf.g_01542
OG0000207	Pran.g_00223	Prbf.g_01545
OG0000208	Pran.g_00222	Prbf.g_01546
OG0000209	Pran.g_00213	Prbf.g_01555
OG0000210	Pran.g_00212	Prbf.g_01556
OG0000211	Pran.g_00199	Prbf.g_01571
OG0000212	Pran.g_00193	Prbf.g_01579
OG0000213	Pran.g_01935	Prbf.g_01597
OG0000214	Pran.g_01926	Prbf.g_01607
OG0000215	Pran.g_01902	Prbf.g_01634
OG0000216	Pran.g_01900	Prbf.g_01635
OG0000217	Pran.g_01897	Prbf.g_01638
OG0000218	Pran.g_01895	Prbf.g_01640
OG0000219	Pran.g_01894	Prbf.g_01641
OG0000220	Pran.g_01893	Prbf.g_01642
OG0000221	Pran.g_01892	Prbf.g_01643
OG0000222	Pran.g_01884	Prbf.g_01650
OG0000223	Pran.g_01871	Prbf.g_01662
OG0000224	Pran.g_01869	Prbf.g_01664
OG0000225	Pran.g_01849	Prbf.g_01690
OG0000226	Pran.g_01845	Prbf.g_01694
OG0000227	Pran.g_01843	Prbf.g_01696
OG0000228	Pran.g_01840	Prbf.g_01700
OG0000229	Pran.g_01744	Prbf.g_01720
OG0000230	Pran.g_01742	Prbf.g_01722
OG0000231	Pran.g_01728	Prbf.g_01733
OG0000232	Pran.g_01720	Prbf.g_01744
OG0000233	Pran.g_01715	Prbf.g_01750
OG0000234	Pran.g_01702	Prbf.g_01759
OG0000235	Pran.g_01699	Prbf.g_01762
OG0000236	Pran.g_01685	Prbf.g_01776
OG0000237	Pran.g_01672	Prbf.g_01789
OG0000238	Pran.g_01666	Prbf.g_01795
OG0000239	Pran.g_01653	Prbf.g_01806
OG0000240	Pran.g_01652	Prbf.g_01807
OG0000241	Pran.g_01648	Prbf.g_01811
OG0000242	Pran.g_01646	Prbf.g_01813
OG0000243	Pran.g_01635	Prbf.g_01824
OG0000244	Pran.g_01632	Prbf.g_01827
OG0000245	Pran.g_01630	Prbf.g_01829
OG0000246	Pran.g_01626	Prbf.g_01833
OG0000247	Pran.g_01616	Prbf.g_01843
OG0000248	Pran.g_01613	Prbf.g_01846
OG0000249	Pran.g_01611	Prbf.g_01848
OG0000250	Pran.g_01606	Prbf.g_01853
OG0000251	Pran.g_01587	Prbf.g_01873
OG0000252	Pran.g_01584	Prbf.g_01876
OG0000253	Pran.g_01583	Prbf.g_01877
OG0000254	Pran.g_01567	Prbf.g_01894
OG0000255	Pran.g_01561	Prbf.g_01900
OG0000256	Pran.g_01551	Prbf.g_01910
OG0000257	Pran.g_01548	Prbf.g_00977
OG0000258	Pran.g_01535	Prbf.g_00991
OG0000259	Pran.g_01518	Prbf.g_01008
OG0000260	Pran.g_01515	Prbf.g_01011
OG0000261	Pran.g_01513	Prbf.g_01014
OG0000262	Pran.g_01509	Prbf.g_01018
OG0000263	Pran.g_01497	Prbf.g_01282
OG0000264	Pran.g_01487	Prbf.g_01271
OG0000265	Pran.g_01460	Prbf.g_01253
OG0000266	Pran.g_01450	Prbf.g_01037
OG0000267	Pran.g_01439	Prbf.g_01049
OG0000268	Pran.g_01438	Prbf.g_01050
OG0000269	Pran.g_01348	Prbf.g_01250
OG0000270	Pran.g_01345	Prbf.g_01247
OG0000271	Pran.g_01337	Prbf.g_01239
OG0000272	Pran.g_01336	Prbf.g_01238
OG0000273	Pran.g_01313	Prbf.g_01214
OG0000274	Pran.g_01312	Prbf.g_01213
OG0000275	Pran.g_01310	Prbf.g_01210
OG0000276	Pran.g_01305	Prbf.g_01204
OG0000277	Pran.g_01304	Prbf.g_01203
OG0000278	Pran.g_01301	Prbf.g_01200
OG0000279	Pran.g_01294	Prbf.g_01193
OG0000280	Pran.g_01293	Prbf.g_01192
OG0000281	Pran.g_01287	Prbf.g_01185
OG0000282	Pran.g_00431	Prbf.g_01318
OG0000283	Pran.g_00464	Prbf.g_01141
OG0000284	Pran.g_00469	Prbf.g_01136
OG0000285	Pran.g_00474	Prbf.g_01131
OG0000286	Pran.g_00486	Prbf.g_01118
OG0000287	Pran.g_00503	Prbf.g_00065
OG0000288	Pran.g_00541	Prbf.g_01079
OG0000289	Pran.g_00552	Prbf.g_01063
OG0000290	Pran.g_00565	Prbf.g_01167
OG0000291	Pran.g_00567	Prbf.g_01169
OG0000292	Pran.g_00135	Prbf.g_00873
OG0000293	Pran.g_00069	Prbf.g_00908
OG0000294	Pran.g_00068	Prbf.g_00909
OG0000295	Pran.g_00048	Prbf.g_00932
OG0000296	Pran.g_00046	Prbf.g_00934
OG0000297	Pran.g_00038	Prbf.g_00943
OG0000298	Pran.g_00037	Prbf.g_00944
OG0000299	Pran.g_00020	Prbf.g_00963
OG0000300	Pran.g_00017	Prbf.g_00966
OG0000301	Pran.g_00016	Prbf.g_00967
OG0000302	Pran.g_00014	Prbf.g_00969
OG0000303	Pran.g_00007	Prbf.g_00975
OG0000304	Pran.g_00003	Prbf.g_01915
OG0000305	Pran.g_00848	Prbf.g_00875
OG0000306	Pran.g_00846	Prbf.g_01181
OG0000307	Pran.g_00832	Prbf.g_00104
OG0000308	Pran.g_00831	Prbf.g_00105
OG0000309	Pran.g_00827	Prbf.g_00109
OG0000310	Pran.g_00748	Prbf.g_00143
OG0000311	Pran.g_00746	Prbf.g_00145
OG0000312	Pran.g_00743	Prbf.g_00148
OG0000313	Pran.g_00729	Prbf.g_00161
OG0000314	Pran.g_00706	Prbf.g_00184
OG0000315	Pran.g_00696	Prbf.g_00194
OG0000316	Pran.g_00676	Prbf.g_00219
OG0000317	Pran.g_00968	Prbf.g_00696
OG0000318	Pran.g_00971	Prbf.g_00692
OG0000319	Pran.g_00984	Prbf.g_00679
OG0000320	Pran.g_00986	Prbf.g_00677
OG0000321	Pran.g_00987	Prbf.g_00676
OG0000322	Pran.g_00988	Prbf.g_00675
OG0000323	Pran.g_00997	Prbf.g_00666
OG0000324	Pran.g_01023	Prbf.g_00639
OG0000325	Pran.g_01033	Prbf.g_00628
OG0000326	Pran.g_01039	Prbf.g_00621
OG0000327	Pran.g_01063	Prbf.g_00600
OG0000328	Pran.g_01064	Prbf.g_00599
OG0000329	Pran.g_01082	Prbf.g_00582
OG0000330	Pran.g_01083	Prbf.g_00581
OG0000331	Pran.g_01084	Prbf.g_00580
OG0000332	Pran.g_01098	Prbf.g_00566
OG0000333	Pran.g_01100	Prbf.g_00564
OG0000334	Pran.g_01108	Prbf.g_00555
OG0000335	Pran.g_01113	Prbf.g_00550
OG0000336	Pran.g_01117	Prbf.g_00546
OG0000337	Pran.g_01133	Prbf.g_00528
OG0000338	Pran.g_01134	Prbf.g_00527
OG0000339	Pran.g_01138	Prbf.g_00521
OG0000340	Pran.g_01145	Prbf.g_00512
OG0000341	Pran.g_01147	Prbf.g_00510
OG0000342	Pran.g_01148	Prbf.g_00509
OG0000343	Pran.g_01149	Prbf.g_00508
OG0000344	Pran.g_01152	Prbf.g_00505
OG0000345	Pran.g_01157	Prbf.g_00499
OG0000346	Pran.g_01161	Prbf.g_00495
OG0000347	Pran.g_01177	Prbf.g_00477
OG0000348	Pran.g_01187	Prbf.g_00469
OG0000349	Pran.g_01203	Prbf.g_00452
OG0000350	Pran.g_01222	Prbf.g_00351
OG0000351	Pran.g_01239	Prbf.g_00412
OG0000352	Pran.g_01240	Prbf.g_00411
OG0000353	Pran.g_01256	Prbf.g_00394
OG0000355	Pran.g_01258	Prbf.g_00392
OG0000356	Pran.g_01259	Prbf.g_00391
OG0000357	Pran.g_01260	Prbf.g_00390
OG0000358	Pran.g_01264	Prbf.g_00386
OG0000359	Pran.g_01265	Prbf.g_00385
OG0000360	Pran.g_01266	Prbf.g_00384
OG0000361	Pran.g_01267	Prbf.g_00383
OG0000362	Pran.g_01269	Prbf.g_00381
OG0000363	Pran.g_00410	Prbf.g_01336
OG0000364	Pran.g_00409	Prbf.g_01337
OG0000365	Pran.g_00404	Prbf.g_01342
OG0000366	Pran.g_00403	Prbf.g_01343
OG0000367	Pran.g_00402	Prbf.g_01344
OG0000368	Pran.g_00400	Prbf.g_01346
OG0000369	Pran.g_00399	Prbf.g_01347
OG0000370	Pran.g_00398	Prbf.g_01348
OG0000371	Pran.g_00392	Prbf.g_01355
OG0000372	Pran.g_00389	Prbf.g_01358
OG0000373	Pran.g_00388	Prbf.g_01359
OG0000374	Pran.g_00387	Prbf.g_01360
OG0000375	Pran.g_00385	Prbf.g_01362
OG0000376	Pran.g_00383	Prbf.g_01364
OG0000377	Pran.g_00380	Prbf.g_01368
OG0000378	Pran.g_00378	Prbf.g_01372
OG0000379	Pran.g_00375	Prbf.g_01375
OG0000380	Pran.g_00366	Prbf.g_01392
OG0000381	Pran.g_00362	Prbf.g_01397
OG0000382	Pran.g_00351	Prbf.g_01407
OG0000383	Pran.g_00349	Prbf.g_01409
OG0000384	Pran.g_00348	Prbf.g_01410
OG0000385	Pran.g_00347	Prbf.g_01411
OG0000386	Pran.g_00346	Prbf.g_01412
OG0000387	Pran.g_00334	Prbf.g_01426
OG0000388	Pran.g_00331	Prbf.g_01430
OG0000389	Pran.g_00327	Prbf.g_01433
OG0000390	Pran.g_00320	Prbf.g_01443
OG0000391	Pran.g_00317	Prbf.g_01446
OG0000392	Pran.g_00313	Prbf.g_01450
OG0000393	Pran.g_00311	Prbf.g_01453
OG0000394	Pran.g_00310	Prbf.g_01454
OG0000395	Pran.g_00309	Prbf.g_01455
OG0000396	Pran.g_00307	Prbf.g_01457
OG0000397	Pran.g_00305	Prbf.g_01459
OG0000398	Pran.g_00303	Prbf.g_01462
OG0000399	Pran.g_00302	Prbf.g_01463
OG0000400	Pran.g_00301	Prbf.g_01464
OG0000401	Pran.g_00300	Prbf.g_01465
OG0000402	Pran.g_00298	Prbf.g_01055
OG0000403	Pran.g_00297	Prbf.g_01467
OG0000404	Pran.g_00296	Prbf.g_01468
OG0000405	Pran.g_00292	Prbf.g_01472
OG0000406	Pran.g_00286	Prbf.g_01480
OG0000407	Pran.g_00285	Prbf.g_01481
OG0000408	Pran.g_00282	Prbf.g_01483
OG0000409	Pran.g_00280	Prbf.g_01485
OG0000410	Pran.g_00279	Prbf.g_01486
OG0000411	Pran.g_00278	Prbf.g_01487
OG0000412	Pran.g_00277	Prbf.g_01488
OG0000413	Pran.g_00276	Prbf.g_01490
OG0000414	Pran.g_00275	Prbf.g_01491
OG0000415	Pran.g_00274	Prbf.g_01492
OG0000416	Pran.g_00273	Prbf.g_01493
OG0000417	Pran.g_00272	Prbf.g_01494
OG0000418	Pran.g_00267	Prbf.g_01499
OG0000419	Pran.g_00265	Prbf.g_01501
OG0000420	Pran.g_00264	Prbf.g_01502
OG0000421	Pran.g_00259	Prbf.g_01507
OG0000422	Pran.g_00258	Prbf.g_01508
OG0000423	Pran.g_00257	Prbf.g_01509
OG0000424	Pran.g_00256	Prbf.g_01510
OG0000425	Pran.g_00255	Prbf.g_01511
OG0000426	Pran.g_00254	Prbf.g_01512
OG0000427	Pran.g_00253	Prbf.g_01513
OG0000428	Pran.g_00251	Prbf.g_01515
OG0000429	Pran.g_00250	Prbf.g_01516
OG0000430	Pran.g_00249	Prbf.g_01517
OG0000431	Pran.g_00247	Prbf.g_01519
OG0000432	Pran.g_00244	Prbf.g_01523
OG0000433	Pran.g_00243	Prbf.g_01524
OG0000434	Pran.g_00242	Prbf.g_01525
OG0000435	Pran.g_00241	Prbf.g_01526
OG0000436	Pran.g_00236	Prbf.g_01531
OG0000437	Pran.g_00235	Prbf.g_01532
OG0000438	Pran.g_00234	Prbf.g_01533
OG0000439	Pran.g_00232	Prbf.g_01535
OG0000440	Pran.g_00231	Prbf.g_01536
OG0000441	Pran.g_00228	Prbf.g_01539
OG0000442	Pran.g_00227	Prbf.g_01540
OG0000443	Pran.g_00226	Prbf.g_01541
OG0000444	Pran.g_00221	Prbf.g_01547
OG0000445	Pran.g_00220	Prbf.g_01548
OG0000446	Pran.g_00219	Prbf.g_01549
OG0000447	Pran.g_00218	Prbf.g_01550
OG0000448	Pran.g_00217	Prbf.g_01551
OG0000449	Pran.g_00216	Prbf.g_01552
OG0000450	Pran.g_00215	Prbf.g_01553
OG0000451	Pran.g_00214	Prbf.g_01554
OG0000452	Pran.g_00211	Prbf.g_01557
OG0000453	Pran.g_00210	Prbf.g_01558
OG0000454	Pran.g_00209	Prbf.g_01559
OG0000455	Pran.g_00208	Prbf.g_01560
OG0000456	Pran.g_00207	Prbf.g_01561
OG0000457	Pran.g_00206	Prbf.g_01563
OG0000458	Pran.g_00205	Prbf.g_01564
OG0000459	Pran.g_00204	Prbf.g_01565
OG0000460	Pran.g_00197	Prbf.g_01573
OG0000461	Pran.g_01950	Prbf.g_01581
OG0000462	Pran.g_01948	Prbf.g_01583
OG0000463	Pran.g_01947	Prbf.g_01584
OG0000464	Pran.g_01946	Prbf.g_01585
OG0000465	Pran.g_01945	Prbf.g_01586
OG0000466	Pran.g_01942	Prbf.g_01589
OG0000467	Pran.g_01941	Prbf.g_01590
OG0000468	Pran.g_01939	Prbf.g_01593
OG0000469	Pran.g_01931	Prbf.g_01601
OG0000470	Pran.g_01929	Prbf.g_01603
OG0000471	Pran.g_01928	Prbf.g_01604
OG0000472	Pran.g_01927	Prbf.g_01606
OG0000473	Pran.g_01925	Prbf.g_01608
OG0000474	Pran.g_01924	Prbf.g_01609
OG0000475	Pran.g_01923	Prbf.g_01610
OG0000476	Pran.g_01922	Prbf.g_01612
OG0000477	Pran.g_01919	Prbf.g_01615
OG0000478	Pran.g_01918	Prbf.g_01616
OG0000479	Pran.g_01917	Prbf.g_01617
OG0000480	Pran.g_01912	Prbf.g_01622
OG0000481	Pran.g_01910	Prbf.g_01625
OG0000482	Pran.g_01909	Prbf.g_01626
OG0000483	Pran.g_01906	Prbf.g_01629
OG0000484	Pran.g_01905	Prbf.g_01630
OG0000485	Pran.g_01904	Prbf.g_01632
OG0000486	Pran.g_01903	Prbf.g_01633
OG0000487	Pran.g_01899	Prbf.g_01636
OG0000488	Pran.g_01896	Prbf.g_01639
OG0000489	Pran.g_01891	Prbf.g_01644
OG0000490	Pran.g_01886	Prbf.g_01648
OG0000491	Pran.g_01885	Prbf.g_01649
OG0000492	Pran.g_01883	Prbf.g_01651
OG0000493	Pran.g_01882	Prbf.g_01652
OG0000494	Pran.g_01881	Prbf.g_01653
OG0000495	Pran.g_01880	Prbf.g_01654
OG0000496	Pran.g_01879	Prbf.g_01655
OG0000497	Pran.g_01878	Prbf.g_01656
OG0000498	Pran.g_01877	Prbf.g_01657
OG0000499	Pran.g_01876	Prbf.g_01658
OG0000500	Pran.g_01875	Prbf.g_01659
OG0000501	Pran.g_01873	Prbf.g_01660
OG0000502	Pran.g_01870	Prbf.g_01663
OG0000503	Pran.g_01860	Prbf.g_01678
OG0000504	Pran.g_01859	Prbf.g_01680
OG0000505	Pran.g_01858	Prbf.g_01681
OG0000506	Pran.g_01857	Prbf.g_01682
OG0000507	Pran.g_01854	Prbf.g_01685
OG0000508	Pran.g_01850	Prbf.g_01689
OG0000509	Pran.g_01848	Prbf.g_01691
OG0000510	Pran.g_01847	Prbf.g_01692
OG0000511	Pran.g_01846	Prbf.g_01693
OG0000512	Pran.g_01844	Prbf.g_01695
OG0000513	Pran.g_01837	Prbf.g_01704
OG0000514	Pran.g_01749	Prbf.g_01715
OG0000515	Pran.g_01748	Prbf.g_01716
OG0000516	Pran.g_01747	Prbf.g_01717
OG0000517	Pran.g_01745	Prbf.g_01719
OG0000518	Pran.g_01734	Prbf.g_01730
OG0000519	Pran.g_01733	Prbf.g_01731
OG0000520	Pran.g_01729	Prbf.g_01732
OG0000521	Pran.g_01724	Prbf.g_01740
OG0000522	Pran.g_01723	Prbf.g_01742
OG0000523	Pran.g_01722	Prbf.g_01743
OG0000524	Pran.g_01717	Prbf.g_01748
OG0000525	Pran.g_01714	Prbf.g_01752
OG0000526	Pran.g_01713	Prbf.g_01753
OG0000527	Pran.g_01705	Prbf.g_01756
OG0000528	Pran.g_01700	Prbf.g_01761
OG0000529	Pran.g_01697	Prbf.g_01764
OG0000530	Pran.g_01694	Prbf.g_01767
OG0000531	Pran.g_01693	Prbf.g_01768
OG0000532	Pran.g_01691	Prbf.g_01770
OG0000533	Pran.g_01690	Prbf.g_01771
OG0000534	Pran.g_01689	Prbf.g_01772
OG0000535	Pran.g_01688	Prbf.g_01773
OG0000536	Pran.g_01687	Prbf.g_01774
OG0000537	Pran.g_01686	Prbf.g_01775
OG0000538	Pran.g_01678	Prbf.g_01784
OG0000539	Pran.g_01677	Prbf.g_01785
OG0000540	Pran.g_01676	Prbf.g_01786
OG0000541	Pran.g_01675	Prbf.g_01787
OG0000542	Pran.g_01673	Prbf.g_01788
OG0000543	Pran.g_01671	Prbf.g_01790
OG0000544	Pran.g_01670	Prbf.g_01791
OG0000545	Pran.g_01668	Prbf.g_01793
OG0000546	Pran.g_01665	Prbf.g_01796
OG0000547	Pran.g_01663	Prbf.g_01798
OG0000548	Pran.g_01662	Prbf.g_01799
OG0000549	Pran.g_01660	Prbf.g_01801
OG0000550	Pran.g_01655	Prbf.g_01805
OG0000551	Pran.g_01651	Prbf.g_01808
OG0000552	Pran.g_01650	Prbf.g_01809
OG0000553	Pran.g_01649	Prbf.g_01810
OG0000554	Pran.g_01644	Prbf.g_01815
OG0000555	Pran.g_01636	Prbf.g_01823
OG0000556	Pran.g_01634	Prbf.g_01825
OG0000557	Pran.g_01633	Prbf.g_01826
OG0000558	Pran.g_01631	Prbf.g_01828
OG0000559	Pran.g_01627	Prbf.g_01832
