Orthogroup	Pran	Syal
OG0000117	Pran.g_01466	Syal.g_01704
OG0000118	Pran.g_00864	Syal.g_01583
OG0000119	Pran.g_00845	Syal.g_02056
OG0000120	Pran.g_00752	Syal.g_01324
OG0000121	Pran.g_00731	Syal.g_00374
OG0000122	Pran.g_00693	Syal.g_02602
OG0000123	Pran.g_01112	Syal.g_00283
OG0000124	Pran.g_01176	Syal.g_01519
OG0000125	Pran.g_01212	Syal.g_01075
OG0000126	Pran.g_01252	Syal.g_00090
OG0000128	Pran.g_01268	Syal.g_00109
OG0000129	Pran.g_00381	Syal.g_01062
OG0000130	Pran.g_00363	Syal.g_00751
OG0000131	Pran.g_00288	Syal.g_00886
OG0000132	Pran.g_00268	Syal.g_00906
OG0000133	Pran.g_01872	Syal.g_01995
OG0000134	Pran.g_01838	Syal.g_00552
OG0000135	Pran.g_01812	Syal.g_01119
OG0000136	Pran.g_01739	Syal.g_00520
OG0000137	Pran.g_01703	Syal.g_00463
OG0000138	Pran.g_01683	Syal.g_02914
OG0000139	Pran.g_01641	Syal.g_02832
OG0000140	Pran.g_01640	Syal.g_02830
OG0000141	Pran.g_01571	Syal.g_02738
OG0000142	Pran.g_01543	Syal.g_02636
OG0000143	Pran.g_01539	Syal.g_02632
OG0000144	Pran.g_01526	Syal.g_02515
OG0000145	Pran.g_01400	Syal.g_02921
OG0000146	Pran.g_01377	Syal.g_02001
OG0000147	Pran.g_01376	Syal.g_02002
OG0000148	Pran.g_01327	Syal.g_02437
OG0000149	Pran.g_01297	Syal.g_02475
OG0000150	Pran.g_01289	Syal.g_02737
OG0000151	Pran.g_00439	Syal.g_02263
OG0000152	Pran.g_00487	Syal.g_01991
OG0000153	Pran.g_00506	Syal.g_01958
OG0000154	Pran.g_00542	Syal.g_01918
OG0000155	Pran.g_00040	Syal.g_01695
OG0000156	Pran.g_00887	Syal.g_01620
OG0000157	Pran.g_00886	Syal.g_01619
OG0000158	Pran.g_00822	Syal.g_01431
OG0000160	Pran.g_00732	Syal.g_00372
OG0000161	Pran.g_00726	Syal.g_00384
OG0000162	Pran.g_00720	Syal.g_00396
OG0000163	Pran.g_00686	Syal.g_02971
OG0000164	Pran.g_00994	Syal.g_00623
OG0000165	Pran.g_01001	Syal.g_00632
OG0000166	Pran.g_01069, Pran.g_01068	Syal.g_00236
OG0000167	Pran.g_01135	Syal.g_01347
OG0000168	Pran.g_01144	Syal.g_01433
OG0000169	Pran.g_01154	Syal.g_01447
OG0000170	Pran.g_01156	Syal.g_01454
OG0000171	Pran.g_01175	Syal.g_01518
OG0000172	Pran.g_01184	Syal.g_00174, Syal.g_00173
OG0000173	Pran.g_01199	Syal.g_00155
OG0000174	Pran.g_01226	Syal.g_01121
OG0000175	Pran.g_01236	Syal.g_01172
OG0000176	Pran.g_01261	Syal.g_00101
OG0000177	Pran.g_01262	Syal.g_00102
OG0000178	Pran.g_01263	Syal.g_00103
OG0000179	Pran.g_00408	Syal.g_00118
OG0000180	Pran.g_00407	Syal.g_00119
OG0000181	Pran.g_00406	Syal.g_00120
OG0000182	Pran.g_00405	Syal.g_00121
OG0000183	Pran.g_00401	Syal.g_00125
OG0000184	Pran.g_00379	Syal.g_01050
OG0000185	Pran.g_00376	Syal.g_01025
OG0000186	Pran.g_00368	Syal.g_02684, Syal.g_00747
OG0000187	Pran.g_00367	Syal.g_02685, Syal.g_00748
OG0000188	Pran.g_00350	Syal.g_00771
OG0000189	Pran.g_00337	Syal.g_00807
OG0000190	Pran.g_00336	Syal.g_01364
OG0000191	Pran.g_00316	Syal.g_00841
OG0000192	Pran.g_00312	Syal.g_00847
OG0000193	Pran.g_00287	Syal.g_00887
OG0000194	Pran.g_00283	Syal.g_00890
OG0000195	Pran.g_00281	Syal.g_00892
OG0000196	Pran.g_00271	Syal.g_00903
OG0000197	Pran.g_00270	Syal.g_00904
OG0000198	Pran.g_00269	Syal.g_00905
OG0000199	Pran.g_00262	Syal.g_00913
OG0000200	Pran.g_00248	Syal.g_00932
OG0000201	Pran.g_00240	Syal.g_00949
OG0000202	Pran.g_00239	Syal.g_00950
OG0000203	Pran.g_00238	Syal.g_00951
OG0000204	Pran.g_00237	Syal.g_00952
OG0000205	Pran.g_00230	Syal.g_00959
OG0000206	Pran.g_00225	Syal.g_00971
OG0000207	Pran.g_00223	Syal.g_00974
OG0000208	Pran.g_00222	Syal.g_00975
OG0000209	Pran.g_00213	Syal.g_01000
OG0000210	Pran.g_00212	Syal.g_01001
OG0000212	Pran.g_00193	Syal.g_00679
OG0000213	Pran.g_01935	Syal.g_01229
OG0000214	Pran.g_01926	Syal.g_01246
OG0000215	Pran.g_01902	Syal.g_01277
OG0000216	Pran.g_01900	Syal.g_01281
OG0000217	Pran.g_01897	Syal.g_01285
OG0000218	Pran.g_01895	Syal.g_01287
OG0000219	Pran.g_01894	Syal.g_01288
OG0000220	Pran.g_01893	Syal.g_01289
OG0000221	Pran.g_01892	Syal.g_01297
OG0000222	Pran.g_01884	Syal.g_01309
OG0000223	Pran.g_01871	Syal.g_01327
OG0000224	Pran.g_01869	Syal.g_01329
OG0000225	Pran.g_01849	Syal.g_00363
OG0000226	Pran.g_01845	Syal.g_00367
OG0000227	Pran.g_01843	Syal.g_00369
OG0000228	Pran.g_01840	Syal.g_00556
OG0000229	Pran.g_01744	Syal.g_00525
OG0000230	Pran.g_01742	Syal.g_00523
OG0000231	Pran.g_01728	Syal.g_00510
OG0000232	Pran.g_01720	Syal.g_00495
OG0000233	Pran.g_01715	Syal.g_00487
OG0000234	Pran.g_01702	Syal.g_00461
OG0000235	Pran.g_01699	Syal.g_02896
OG0000236	Pran.g_01685	Syal.g_02912
OG0000237	Pran.g_01672	Syal.g_02930
OG0000238	Pran.g_01666	Syal.g_02935
OG0000239	Pran.g_01653	Syal.g_02951
OG0000240	Pran.g_01652	Syal.g_02952
OG0000241	Pran.g_01648	Syal.g_02696
OG0000242	Pran.g_01646	Syal.g_02840
OG0000243	Pran.g_01635	Syal.g_02822
OG0000244	Pran.g_01632	Syal.g_02815
OG0000245	Pran.g_01630	Syal.g_02813
OG0000246	Pran.g_01626	Syal.g_02809
OG0000247	Pran.g_01616	Syal.g_02797
OG0000248	Pran.g_01613	Syal.g_02794
OG0000249	Pran.g_01611	Syal.g_02792
OG0000250	Pran.g_01606	Syal.g_02786
OG0000251	Pran.g_01587	Syal.g_02760
OG0000252	Pran.g_01584	Syal.g_02757
OG0000253	Pran.g_01583	Syal.g_02755
OG0000254	Pran.g_01567	Syal.g_02732
OG0000255	Pran.g_01561	Syal.g_02719
OG0000256	Pran.g_01551	Syal.g_02705
OG0000257	Pran.g_01548	Syal.g_02697
OG0000258	Pran.g_01535	Syal.g_02623
OG0000259	Pran.g_01518	Syal.g_02182
OG0000260	Pran.g_01515	Syal.g_02188
OG0000261	Pran.g_01513	Syal.g_02199
OG0000262	Pran.g_01509	Syal.g_02204
OG0000263	Pran.g_01497	Syal.g_01720
OG0000264	Pran.g_01487	Syal.g_01788
OG0000265	Pran.g_01460	Syal.g_02534
OG0000266	Pran.g_01450	Syal.g_02421
OG0000267	Pran.g_01439	Syal.g_02043
OG0000268	Pran.g_01438	Syal.g_02042
OG0000269	Pran.g_01348	Syal.g_02409
OG0000270	Pran.g_01345	Syal.g_02412
OG0000271	Pran.g_01337	Syal.g_01871
OG0000272	Pran.g_01336	Syal.g_01872
OG0000274	Pran.g_01312	Syal.g_02455
OG0000275	Pran.g_01310	Syal.g_02458
OG0000276	Pran.g_01305	Syal.g_02467
OG0000277	Pran.g_01304	Syal.g_02468
OG0000278	Pran.g_01301	Syal.g_02471
OG0000279	Pran.g_01294	Syal.g_02479
OG0000280	Pran.g_01293	Syal.g_02493
OG0000281	Pran.g_01287	Syal.g_02190
OG0000282	Pran.g_00431	Syal.g_02284
OG0000283	Pran.g_00464	Syal.g_02028
OG0000284	Pran.g_00469	Syal.g_02023
OG0000285	Pran.g_00474	Syal.g_02012
OG0000286	Pran.g_00486	Syal.g_01992
OG0000288	Pran.g_00541	Syal.g_01919
OG0000289	Pran.g_00552	Syal.g_01904
OG0000290	Pran.g_00565	Syal.g_01826
OG0000291	Pran.g_00567	Syal.g_01824
OG0000292	Pran.g_00135	Syal.g_00089
OG0000293	Pran.g_00069	Syal.g_01631
OG0000294	Pran.g_00068	Syal.g_01632
OG0000295	Pran.g_00048	Syal.g_01687
OG0000296	Pran.g_00046	Syal.g_01689
OG0000297	Pran.g_00038	Syal.g_01702
OG0000298	Pran.g_00037	Syal.g_01703
OG0000299	Pran.g_00020	Syal.g_01732
OG0000300	Pran.g_00017	Syal.g_01738
OG0000301	Pran.g_00016	Syal.g_01739
OG0000302	Pran.g_00014	Syal.g_01740
OG0000303	Pran.g_00007	Syal.g_01763
OG0000304	Pran.g_00003	Syal.g_01756
OG0000305	Pran.g_00848	Syal.g_01821
OG0000306	Pran.g_00846	Syal.g_02579
OG0000307	Pran.g_00832	Syal.g_02880
OG0000308	Pran.g_00831	Syal.g_02878
OG0000309	Pran.g_00827	Syal.g_02873
OG0000310	Pran.g_00748	Syal.g_01537
OG0000311	Pran.g_00746	Syal.g_00061
OG0000312	Pran.g_00743	Syal.g_00031
OG0000313	Pran.g_00729	Syal.g_00381
OG0000314	Pran.g_00706	Syal.g_00416
OG0000315	Pran.g_00696	Syal.g_00426
OG0000316	Pran.g_00676	Syal.g_02987
OG0000317	Pran.g_00968	Syal.g_00583
OG0000318	Pran.g_00971	Syal.g_00588
OG0000319	Pran.g_00984	Syal.g_00608
OG0000320	Pran.g_00986	Syal.g_00610
OG0000321	Pran.g_00987	Syal.g_00611
OG0000322	Pran.g_00988	Syal.g_00612
OG0000323	Pran.g_00997	Syal.g_00626
OG0000324	Pran.g_01023	Syal.g_00656
OG0000325	Pran.g_01033	Syal.g_00195
OG0000326	Pran.g_01039	Syal.g_00202
OG0000327	Pran.g_01063	Syal.g_00230
OG0000328	Pran.g_01064	Syal.g_00231
OG0000329	Pran.g_01082	Syal.g_00249
OG0000330	Pran.g_01083	Syal.g_00250
OG0000331	Pran.g_01084	Syal.g_00251
OG0000332	Pran.g_01098	Syal.g_00266
OG0000333	Pran.g_01100	Syal.g_00269
OG0000334	Pran.g_01108	Syal.g_00279
OG0000335	Pran.g_01113	Syal.g_00284
OG0000336	Pran.g_01117	Syal.g_00288
OG0000337	Pran.g_01133	Syal.g_01343
OG0000338	Pran.g_01134	Syal.g_01345
OG0000339	Pran.g_01138	Syal.g_01351
OG0000340	Pran.g_01145	Syal.g_01434
OG0000341	Pran.g_01147	Syal.g_01436
OG0000342	Pran.g_01148	Syal.g_01437
OG0000343	Pran.g_01149	Syal.g_01441
OG0000344	Pran.g_01152	Syal.g_01445
OG0000345	Pran.g_01157	Syal.g_01455
OG0000346	Pran.g_01161	Syal.g_01460
OG0000347	Pran.g_01177	Syal.g_01525
OG0000348	Pran.g_01187	Syal.g_00170
OG0000349	Pran.g_01203	Syal.g_00148
OG0000350	Pran.g_01222	Syal.g_00209
OG0000351	Pran.g_01239	Syal.g_01175
OG0000352	Pran.g_01240	Syal.g_01176
OG0000353	Pran.g_01256	Syal.g_00095
OG0000355	Pran.g_01258	Syal.g_00098
OG0000356	Pran.g_01259	Syal.g_00099
OG0000357	Pran.g_01260	Syal.g_00100
OG0000358	Pran.g_01264	Syal.g_00104
OG0000359	Pran.g_01265	Syal.g_00106
OG0000360	Pran.g_01266	Syal.g_00107
OG0000361	Pran.g_01267	Syal.g_00108
OG0000362	Pran.g_01269	Syal.g_00110
OG0000363	Pran.g_00410	Syal.g_00112
OG0000364	Pran.g_00409	Syal.g_00113
OG0000365	Pran.g_00404	Syal.g_00122
OG0000366	Pran.g_00403	Syal.g_00123
OG0000367	Pran.g_00402	Syal.g_00124
OG0000368	Pran.g_00400	Syal.g_00126
OG0000369	Pran.g_00399	Syal.g_00127
OG0000370	Pran.g_00398	Syal.g_00128
OG0000371	Pran.g_00392	Syal.g_00135
OG0000372	Pran.g_00389	Syal.g_00141
OG0000373	Pran.g_00388	Syal.g_00142
OG0000374	Pran.g_00387	Syal.g_00143
OG0000375	Pran.g_00385	Syal.g_00144
OG0000376	Pran.g_00383	Syal.g_00146
OG0000377	Pran.g_00380	Syal.g_01061
OG0000378	Pran.g_00378	Syal.g_01027
OG0000379	Pran.g_00375	Syal.g_01024
OG0000380	Pran.g_00366	Syal.g_00749
OG0000381	Pran.g_00362	Syal.g_00752
OG0000382	Pran.g_00351	Syal.g_00770
OG0000383	Pran.g_00349	Syal.g_00775
OG0000384	Pran.g_00348	Syal.g_00776
OG0000385	Pran.g_00347	Syal.g_00777
OG0000386	Pran.g_00346	Syal.g_00778
OG0000387	Pran.g_00334	Syal.g_00811
OG0000388	Pran.g_00331	Syal.g_00815
OG0000389	Pran.g_00327	Syal.g_00819
OG0000390	Pran.g_00320	Syal.g_00835
OG0000391	Pran.g_00317	Syal.g_00840
OG0000392	Pran.g_00313	Syal.g_00846
OG0000393	Pran.g_00311	Syal.g_00849
OG0000394	Pran.g_00310	Syal.g_00850
OG0000395	Pran.g_00309	Syal.g_00851
OG0000396	Pran.g_00307	Syal.g_00854
OG0000397	Pran.g_00305	Syal.g_00857
OG0000398	Pran.g_00303	Syal.g_00862
OG0000399	Pran.g_00302	Syal.g_00863
OG0000400	Pran.g_00301	Syal.g_00864
OG0000401	Pran.g_00300	Syal.g_00865
OG0000402	Pran.g_00298	Syal.g_00867
OG0000403	Pran.g_00297	Syal.g_00868
OG0000404	Pran.g_00296	Syal.g_00870
OG0000405	Pran.g_00292	Syal.g_00883
OG0000406	Pran.g_00286	Syal.g_00888
OG0000407	Pran.g_00285	Syal.g_00889
OG0000408	Pran.g_00282	Syal.g_00891
OG0000409	Pran.g_00280	Syal.g_00893
OG0000410	Pran.g_00279	Syal.g_00894
OG0000411	Pran.g_00278	Syal.g_00895
OG0000412	Pran.g_00277	Syal.g_00896
OG0000413	Pran.g_00276	Syal.g_00898
OG0000414	Pran.g_00275	Syal.g_00899
OG0000415	Pran.g_00274	Syal.g_00900
OG0000416	Pran.g_00273	Syal.g_00901
OG0000417	Pran.g_00272	Syal.g_00902
OG0000418	Pran.g_00267	Syal.g_00907
OG0000419	Pran.g_00265	Syal.g_00909
OG0000420	Pran.g_00264	Syal.g_00911
OG0000421	Pran.g_00259	Syal.g_00916
OG0000422	Pran.g_00258	Syal.g_00917
OG0000423	Pran.g_00257	Syal.g_00918
OG0000424	Pran.g_00256	Syal.g_00919
OG0000425	Pran.g_00255	Syal.g_00920
OG0000426	Pran.g_00254	Syal.g_00921
OG0000427	Pran.g_00253	Syal.g_00922
OG0000428	Pran.g_00251	Syal.g_00925
OG0000429	Pran.g_00250	Syal.g_00929
OG0000430	Pran.g_00249	Syal.g_00931
OG0000431	Pran.g_00247	Syal.g_00934
OG0000432	Pran.g_00244	Syal.g_00940
OG0000433	Pran.g_00243	Syal.g_00943
OG0000434	Pran.g_00242	Syal.g_00944
OG0000435	Pran.g_00241	Syal.g_00946
OG0000436	Pran.g_00236	Syal.g_00953
OG0000437	Pran.g_00235	Syal.g_00954
OG0000438	Pran.g_00234	Syal.g_00955
OG0000439	Pran.g_00232	Syal.g_00957
OG0000440	Pran.g_00231	Syal.g_00958
OG0000441	Pran.g_00228	Syal.g_00962
OG0000442	Pran.g_00227	Syal.g_00964
OG0000443	Pran.g_00226	Syal.g_00966
OG0000444	Pran.g_00221	Syal.g_00978
OG0000445	Pran.g_00220	Syal.g_00979
OG0000446	Pran.g_00219	Syal.g_00981
OG0000447	Pran.g_00218	Syal.g_00989
OG0000448	Pran.g_00217	Syal.g_00990
OG0000449	Pran.g_00216	Syal.g_00991
OG0000450	Pran.g_00215	Syal.g_00997
OG0000451	Pran.g_00214	Syal.g_00998
OG0000452	Pran.g_00211	Syal.g_01002
OG0000453	Pran.g_00210	Syal.g_01003
OG0000454	Pran.g_00209	Syal.g_01004
OG0000455	Pran.g_00208	Syal.g_01005
OG0000456	Pran.g_00207	Syal.g_01006
OG0000457	Pran.g_00206	Syal.g_01008
OG0000458	Pran.g_00205	Syal.g_01009
OG0000459	Pran.g_00204	Syal.g_01010
OG0000460	Pran.g_00197	Syal.g_00686
OG0000461	Pran.g_01950	Syal.g_01199
OG0000462	Pran.g_01948	Syal.g_01202
OG0000463	Pran.g_01947	Syal.g_01203
OG0000464	Pran.g_01946	Syal.g_01204
OG0000465	Pran.g_01945	Syal.g_01205
OG0000466	Pran.g_01942	Syal.g_01210
OG0000467	Pran.g_01941	Syal.g_01212
OG0000468	Pran.g_01939	Syal.g_01225
OG0000469	Pran.g_01931	Syal.g_01240
OG0000470	Pran.g_01929	Syal.g_01242
OG0000471	Pran.g_01928	Syal.g_01243
OG0000472	Pran.g_01927	Syal.g_01245
OG0000473	Pran.g_01925	Syal.g_01247
OG0000474	Pran.g_01924	Syal.g_01248
OG0000475	Pran.g_01923	Syal.g_01249
OG0000476	Pran.g_01922	Syal.g_01251
OG0000477	Pran.g_01919	Syal.g_01257
OG0000478	Pran.g_01918	Syal.g_01258
OG0000479	Pran.g_01917	Syal.g_01259
OG0000480	Pran.g_01912	Syal.g_01266
OG0000481	Pran.g_01910	Syal.g_01268
OG0000482	Pran.g_01909	Syal.g_01269
OG0000483	Pran.g_01906	Syal.g_01273
OG0000484	Pran.g_01905	Syal.g_01274
OG0000485	Pran.g_01904	Syal.g_01275
OG0000486	Pran.g_01903	Syal.g_01276
OG0000487	Pran.g_01899	Syal.g_01282
OG0000488	Pran.g_01896	Syal.g_01286
OG0000489	Pran.g_01891	Syal.g_01298
OG0000490	Pran.g_01886	Syal.g_01307
OG0000491	Pran.g_01885	Syal.g_01308
OG0000492	Pran.g_01883	Syal.g_01310
OG0000493	Pran.g_01882	Syal.g_01311
OG0000494	Pran.g_01881	Syal.g_01312
OG0000495	Pran.g_01880	Syal.g_01313
OG0000496	Pran.g_01879	Syal.g_01314
OG0000497	Pran.g_01878	Syal.g_01315
OG0000498	Pran.g_01877	Syal.g_01316
OG0000499	Pran.g_01876	Syal.g_01317
OG0000500	Pran.g_01875	Syal.g_01318
OG0000501	Pran.g_01873	Syal.g_01321
OG0000502	Pran.g_01870	Syal.g_01328
OG0000503	Pran.g_01860	Syal.g_00347
OG0000504	Pran.g_01859	Syal.g_00349
OG0000505	Pran.g_01858	Syal.g_00350
OG0000506	Pran.g_01857	Syal.g_00352
OG0000507	Pran.g_01854	Syal.g_00358
OG0000508	Pran.g_01850	Syal.g_00362
OG0000509	Pran.g_01848	Syal.g_00364
OG0000510	Pran.g_01847	Syal.g_00365
OG0000511	Pran.g_01846	Syal.g_00366
OG0000512	Pran.g_01844	Syal.g_00368
OG0000513	Pran.g_01837	Syal.g_00551
OG0000514	Pran.g_01749	Syal.g_00539
OG0000515	Pran.g_01748	Syal.g_00538
OG0000516	Pran.g_01747	Syal.g_00534
OG0000517	Pran.g_01745	Syal.g_00526
OG0000518	Pran.g_01734	Syal.g_00514
OG0000519	Pran.g_01733	Syal.g_00513
OG0000520	Pran.g_01729	Syal.g_00512
OG0000521	Pran.g_01724	Syal.g_00502
OG0000522	Pran.g_01723	Syal.g_00500
OG0000523	Pran.g_01722	Syal.g_00499
OG0000524	Pran.g_01717	Syal.g_00491
OG0000525	Pran.g_01714	Syal.g_00473
OG0000526	Pran.g_01713	Syal.g_00471
OG0000527	Pran.g_01705	Syal.g_00465
OG0000528	Pran.g_01700	Syal.g_02893
OG0000529	Pran.g_01697	Syal.g_02898
OG0000530	Pran.g_01694	Syal.g_02901
OG0000531	Pran.g_01693	Syal.g_02902
OG0000532	Pran.g_01691	Syal.g_02905
OG0000533	Pran.g_01690	Syal.g_02907
OG0000534	Pran.g_01689	Syal.g_02908
OG0000535	Pran.g_01688	Syal.g_02909
OG0000536	Pran.g_01687	Syal.g_02910
OG0000537	Pran.g_01686	Syal.g_02911
OG0000538	Pran.g_01678	Syal.g_02923
OG0000539	Pran.g_01677	Syal.g_02924
OG0000540	Pran.g_01676	Syal.g_02925
OG0000541	Pran.g_01675	Syal.g_02926
OG0000542	Pran.g_01673	Syal.g_02929
OG0000543	Pran.g_01671	Syal.g_02931
OG0000544	Pran.g_01670	Syal.g_02932
OG0000545	Pran.g_01668	Syal.g_02934
OG0000546	Pran.g_01665	Syal.g_02936
OG0000547	Pran.g_01663	Syal.g_02938
OG0000548	Pran.g_01662	Syal.g_02939
OG0000549	Pran.g_01660	Syal.g_02945
OG0000550	Pran.g_01655	Syal.g_02949
OG0000551	Pran.g_01651	Syal.g_02953
OG0000552	Pran.g_01650	Syal.g_02954
OG0000553	Pran.g_01649	Syal.g_02843
OG0000554	Pran.g_01644	Syal.g_02837
OG0000555	Pran.g_01636	Syal.g_02823
OG0000556	Pran.g_01634	Syal.g_02819
OG0000557	Pran.g_01633	Syal.g_02816
OG0000558	Pran.g_01631	Syal.g_02814
OG0000559	Pran.g_01627	Syal.g_02305, Syal.g_02810
OG0000560	Pran.g_01624	Syal.g_02807
OG0000561	Pran.g_01623	Syal.g_02806
OG0000562	Pran.g_01622	Syal.g_02805
OG0000563	Pran.g_01621	Syal.g_02804
OG0000564	Pran.g_01620	Syal.g_02803
OG0000565	Pran.g_01617	Syal.g_02799
OG0000566	Pran.g_01614	Syal.g_02795
OG0000567	Pran.g_01610	Syal.g_02791
OG0000568	Pran.g_01609	Syal.g_02789
OG0000569	Pran.g_01608	Syal.g_02788
OG0000570	Pran.g_01607	Syal.g_02787
OG0000571	Pran.g_01605	Syal.g_02784
OG0000572	Pran.g_01592	Syal.g_02767
OG0000573	Pran.g_01586	Syal.g_02759
OG0000574	Pran.g_01585	Syal.g_02758
OG0000575	Pran.g_01581	Syal.g_02753
OG0000576	Pran.g_01579	Syal.g_02751
OG0000577	Pran.g_01578	Syal.g_02750
OG0000578	Pran.g_01577	Syal.g_02749
OG0000579	Pran.g_01576	Syal.g_02748
OG0000580	Pran.g_01575	Syal.g_02747
OG0000581	Pran.g_01573	Syal.g_02741
OG0000582	Pran.g_01570	Syal.g_02736
OG0000583	Pran.g_01569	Syal.g_02735
OG0000584	Pran.g_01568	Syal.g_02734
OG0000585	Pran.g_01566	Syal.g_02731
OG0000586	Pran.g_01565	Syal.g_02730
OG0000587	Pran.g_01564	Syal.g_02728
OG0000588	Pran.g_01560	Syal.g_02717
OG0000589	Pran.g_01557	Syal.g_02714
