Orthogroup	Pran	Syai
OG0000254	Pran.g_01567	Syai.g_01045
OG0000255	Pran.g_01561	Syai.g_01061
OG0000256	Pran.g_01551	Syai.g_01077
OG0000257	Pran.g_01548	Syai.g_01084
OG0000258	Pran.g_01535	Syai.g_01113
OG0000259	Pran.g_01518	Syai.g_01229
OG0000260	Pran.g_01515	Syai.g_01232
OG0000261	Pran.g_01513	Syai.g_01235
OG0000262	Pran.g_01509	Syai.g_01240
OG0000263	Pran.g_01497	Syai.g_01776
OG0000264	Pran.g_01487	Syai.g_01962
OG0000265	Pran.g_01460	Syai.g_02245
OG0000266	Pran.g_01450	Syai.g_01401
OG0000267	Pran.g_01439	Syai.g_01569
OG0000268	Pran.g_01438	Syai.g_01568
OG0000269	Pran.g_01348	Syai.g_01316
OG0000270	Pran.g_01345	Syai.g_01319
OG0000271	Pran.g_01337	Syai.g_01327
OG0000272	Pran.g_01336	Syai.g_01328
OG0000273	Pran.g_01313	Syai.g_02037
OG0000274	Pran.g_01312	Syai.g_02038
OG0000275	Pran.g_01310	Syai.g_02043
OG0000276	Pran.g_01305	Syai.g_02051
OG0000277	Pran.g_01304	Syai.g_02052
OG0000278	Pran.g_01301	Syai.g_02055
OG0000279	Pran.g_01294	Syai.g_02063
OG0000280	Pran.g_01293	Syai.g_02084
OG0000281	Pran.g_01287	Syai.g_01719
OG0000282	Pran.g_00431	Syai.g_01263
OG0000283	Pran.g_00464	Syai.g_01554
OG0000284	Pran.g_00469	Syai.g_01548
OG0000285	Pran.g_00474	Syai.g_01522
OG0000286	Pran.g_00486	Syai.g_01504
OG0000288	Pran.g_00541	Syai.g_01435
OG0000289	Pran.g_00552	Syai.g_01421
OG0000290	Pran.g_00565	Syai.g_02010
OG0000291	Pran.g_00567	Syai.g_02008
OG0000292	Pran.g_00135	Syai.g_02926
OG0000293	Pran.g_00069	Syai.g_02155
OG0000294	Pran.g_00068	Syai.g_02154
OG0000295	Pran.g_00048	Syai.g_02117
OG0000296	Pran.g_00046	Syai.g_02115
OG0000297	Pran.g_00038	Syai.g_01754
OG0000298	Pran.g_00037	Syai.g_01755
OG0000299	Pran.g_00020	Syai.g_01783
OG0000300	Pran.g_00017	Syai.g_01790
OG0000301	Pran.g_00016	Syai.g_01791
OG0000302	Pran.g_00014	Syai.g_01793
OG0000303	Pran.g_00007	Syai.g_01802
OG0000304	Pran.g_00003	Syai.g_01826
OG0000305	Pran.g_00848	Syai.g_02005
OG0000306	Pran.g_00846	Syai.g_02090
OG0000307	Pran.g_00832	Syai.g_00619
OG0000308	Pran.g_00831	Syai.g_00617
OG0000309	Pran.g_00827	Syai.g_00612
OG0000310	Pran.g_00748	Syai.g_00989
OG0000311	Pran.g_00746	Syai.g_00985
OG0000312	Pran.g_00743	Syai.g_00966
OG0000313	Pran.g_00729	Syai.g_00949
OG0000314	Pran.g_00706	Syai.g_00908
OG0000315	Pran.g_00696	Syai.g_00897
OG0000316	Pran.g_00676	Syai.g_02320, Syai.g_02322
OG0000317	Pran.g_00968	Syai.g_02373
OG0000318	Pran.g_00971	Syai.g_02379
OG0000319	Pran.g_00984	Syai.g_02395
OG0000320	Pran.g_00986	Syai.g_02397
OG0000321	Pran.g_00987	Syai.g_02398
OG0000322	Pran.g_00988	Syai.g_02399
OG0000323	Pran.g_00997	Syai.g_02413
OG0000324	Pran.g_01023	Syai.g_02272
OG0000325	Pran.g_01033	Syai.g_00320
OG0000326	Pran.g_01039	Syai.g_00327
OG0000327	Pran.g_01063	Syai.g_00359
OG0000328	Pran.g_01064	Syai.g_00360
OG0000329	Pran.g_01082	Syai.g_00378
OG0000330	Pran.g_01083	Syai.g_00379
OG0000331	Pran.g_01084	Syai.g_00380
OG0000332	Pran.g_01098	Syai.g_00395
OG0000333	Pran.g_01100	Syai.g_00398
OG0000334	Pran.g_01108	Syai.g_00407
OG0000335	Pran.g_01113	Syai.g_00412
OG0000336	Pran.g_01117	Syai.g_00416
OG0000337	Pran.g_01133	Syai.g_00169
OG0000338	Pran.g_01134	Syai.g_00166
OG0000339	Pran.g_01138	Syai.g_00160
OG0000340	Pran.g_01145	Syai.g_00133
OG0000341	Pran.g_01147	Syai.g_00131
OG0000342	Pran.g_01148	Syai.g_00130
OG0000343	Pran.g_01149	Syai.g_00129
OG0000344	Pran.g_01152	Syai.g_00125
OG0000345	Pran.g_01157	Syai.g_00115
OG0000346	Pran.g_01161	Syai.g_00110
OG0000347	Pran.g_01177	Syai.g_00087
OG0000348	Pran.g_01187	Syai.g_00076
OG0000349	Pran.g_01203	Syai.g_00057
OG0000350	Pran.g_01222	Syai.g_00334
OG0000351	Pran.g_01239	Syai.g_02904
OG0000352	Pran.g_01240	Syai.g_02905
OG0000353	Pran.g_01256	Syai.g_02932
OG0000355	Pran.g_01258	Syai.g_00001
OG0000356	Pran.g_01259	Syai.g_00002
OG0000357	Pran.g_01260	Syai.g_00003
OG0000358	Pran.g_01264	Syai.g_00007
OG0000359	Pran.g_01265	Syai.g_00009
OG0000360	Pran.g_01266	Syai.g_00010
OG0000361	Pran.g_01267	Syai.g_00011
OG0000362	Pran.g_01269	Syai.g_00013
OG0000363	Pran.g_00410	Syai.g_00015
OG0000364	Pran.g_00409	Syai.g_00016
OG0000365	Pran.g_00404	Syai.g_00027
OG0000366	Pran.g_00403	Syai.g_00028
OG0000367	Pran.g_00402	Syai.g_00029
OG0000368	Pran.g_00400	Syai.g_00031
OG0000369	Pran.g_00399	Syai.g_00032
OG0000370	Pran.g_00398	Syai.g_00033
OG0000371	Pran.g_00392	Syai.g_00041
OG0000372	Pran.g_00389	Syai.g_00047
OG0000373	Pran.g_00388	Syai.g_00048
OG0000374	Pran.g_00387	Syai.g_00049
OG0000375	Pran.g_00385	Syai.g_00053
OG0000376	Pran.g_00383	Syai.g_00055
OG0000377	Pran.g_00380	Syai.g_02769
OG0000378	Pran.g_00378	Syai.g_02751
OG0000379	Pran.g_00375	Syai.g_02733
OG0000380	Pran.g_00366	Syai.g_02472
OG0000381	Pran.g_00362	Syai.g_02475
OG0000382	Pran.g_00351	Syai.g_02493
OG0000383	Pran.g_00349	Syai.g_02498
OG0000384	Pran.g_00348	Syai.g_02499
OG0000385	Pran.g_00347	Syai.g_02500
OG0000386	Pran.g_00346	Syai.g_02501
OG0000387	Pran.g_00334	Syai.g_02534
OG0000388	Pran.g_00331	Syai.g_02538
OG0000389	Pran.g_00327	Syai.g_02542
OG0000390	Pran.g_00320	Syai.g_02556
OG0000391	Pran.g_00317	Syai.g_02561
OG0000392	Pran.g_00313	Syai.g_02568
OG0000393	Pran.g_00311	Syai.g_02570
OG0000394	Pran.g_00310	Syai.g_02571
OG0000395	Pran.g_00309	Syai.g_02572
OG0000396	Pran.g_00307	Syai.g_02575
OG0000397	Pran.g_00305	Syai.g_02577
OG0000398	Pran.g_00303	Syai.g_02582
OG0000399	Pran.g_00302	Syai.g_02583
OG0000400	Pran.g_00301	Syai.g_02584
OG0000401	Pran.g_00300	Syai.g_02585
OG0000402	Pran.g_00298	Syai.g_02588
OG0000403	Pran.g_00297	Syai.g_02589
OG0000404	Pran.g_00296	Syai.g_02590
OG0000405	Pran.g_00292	Syai.g_02606
OG0000406	Pran.g_00286	Syai.g_02610
OG0000407	Pran.g_00285	Syai.g_02611
OG0000408	Pran.g_00282	Syai.g_02613
OG0000409	Pran.g_00280	Syai.g_02615
OG0000410	Pran.g_00279	Syai.g_02616
OG0000411	Pran.g_00278	Syai.g_02617
OG0000412	Pran.g_00277	Syai.g_02618
OG0000413	Pran.g_00276	Syai.g_02620
OG0000414	Pran.g_00275	Syai.g_02621
OG0000415	Pran.g_00274	Syai.g_02622
OG0000416	Pran.g_00273	Syai.g_02623
OG0000417	Pran.g_00272	Syai.g_02624
OG0000418	Pran.g_00267	Syai.g_02629
OG0000419	Pran.g_00265	Syai.g_02631
OG0000420	Pran.g_00264	Syai.g_02633
OG0000421	Pran.g_00259	Syai.g_02638
OG0000422	Pran.g_00258	Syai.g_02639
OG0000423	Pran.g_00257	Syai.g_02640
OG0000424	Pran.g_00256	Syai.g_02641
OG0000425	Pran.g_00255	Syai.g_02642
OG0000426	Pran.g_00254	Syai.g_02643
OG0000427	Pran.g_00253	Syai.g_02644
OG0000428	Pran.g_00251	Syai.g_02647
OG0000429	Pran.g_00250	Syai.g_02649
OG0000430	Pran.g_00249	Syai.g_02650
OG0000431	Pran.g_00247	Syai.g_02654
OG0000432	Pran.g_00244	Syai.g_02660
OG0000433	Pran.g_00243	Syai.g_02662
OG0000434	Pran.g_00242	Syai.g_02663
OG0000435	Pran.g_00241	Syai.g_02666
OG0000436	Pran.g_00236	Syai.g_02671
OG0000437	Pran.g_00235	Syai.g_02672
OG0000438	Pran.g_00234	Syai.g_02673
OG0000439	Pran.g_00232	Syai.g_02675
OG0000440	Pran.g_00231	Syai.g_02676
OG0000441	Pran.g_00228	Syai.g_02681
OG0000442	Pran.g_00227	Syai.g_02682
OG0000443	Pran.g_00226	Syai.g_02683
OG0000444	Pran.g_00221	Syai.g_02688
OG0000445	Pran.g_00220	Syai.g_02689
OG0000446	Pran.g_00219	Syai.g_02690
OG0000447	Pran.g_00218	Syai.g_02693
OG0000448	Pran.g_00217	Syai.g_02694
OG0000449	Pran.g_00216	Syai.g_02695
OG0000450	Pran.g_00215	Syai.g_02696
OG0000451	Pran.g_00214	Syai.g_02697
OG0000452	Pran.g_00211	Syai.g_02701
OG0000453	Pran.g_00210	Syai.g_02702
OG0000454	Pran.g_00209	Syai.g_02703
OG0000455	Pran.g_00208	Syai.g_02704
OG0000456	Pran.g_00207	Syai.g_02705
OG0000457	Pran.g_00206	Syai.g_02707
OG0000458	Pran.g_00205	Syai.g_02708
OG0000459	Pran.g_00204	Syai.g_02709
OG0000460	Pran.g_00197	Syai.g_00535
OG0000461	Pran.g_01950	Syai.g_00314
OG0000462	Pran.g_01948	Syai.g_00311
OG0000463	Pran.g_01947	Syai.g_00310
OG0000464	Pran.g_01946	Syai.g_00309
OG0000465	Pran.g_01945	Syai.g_00307
OG0000466	Pran.g_01942	Syai.g_00303
OG0000467	Pran.g_01941	Syai.g_00301
OG0000468	Pran.g_01939	Syai.g_00296
OG0000469	Pran.g_01931	Syai.g_00282
OG0000470	Pran.g_01929	Syai.g_00280
OG0000471	Pran.g_01928	Syai.g_00279
OG0000472	Pran.g_01927	Syai.g_00277
OG0000473	Pran.g_01925	Syai.g_00275
OG0000474	Pran.g_01924	Syai.g_00274
OG0000475	Pran.g_01923	Syai.g_00273
OG0000476	Pran.g_01922	Syai.g_00271
OG0000477	Pran.g_01919	Syai.g_00265
OG0000478	Pran.g_01918	Syai.g_00264
OG0000479	Pran.g_01917	Syai.g_00263
OG0000480	Pran.g_01912	Syai.g_00256
OG0000481	Pran.g_01910	Syai.g_00254
OG0000482	Pran.g_01909	Syai.g_00253
OG0000483	Pran.g_01906	Syai.g_00249
OG0000484	Pran.g_01905	Syai.g_00248
OG0000485	Pran.g_01904	Syai.g_00247
OG0000486	Pran.g_01903	Syai.g_00246
OG0000487	Pran.g_01899	Syai.g_00240
OG0000488	Pran.g_01896	Syai.g_00236
OG0000489	Pran.g_01891	Syai.g_00226
OG0000490	Pran.g_01886	Syai.g_00218
OG0000491	Pran.g_01885	Syai.g_00217
OG0000492	Pran.g_01883	Syai.g_00214
OG0000493	Pran.g_01882	Syai.g_00213
OG0000494	Pran.g_01881	Syai.g_00212
OG0000495	Pran.g_01880	Syai.g_00211
OG0000496	Pran.g_01879	Syai.g_00210
OG0000497	Pran.g_01878	Syai.g_00209
OG0000498	Pran.g_01877	Syai.g_00208
OG0000499	Pran.g_01876	Syai.g_00207
OG0000500	Pran.g_01875	Syai.g_00206
OG0000501	Pran.g_01873	Syai.g_00203
OG0000502	Pran.g_01870	Syai.g_00192
OG0000503	Pran.g_01860	Syai.g_00486
OG0000504	Pran.g_01859	Syai.g_00488
OG0000505	Pran.g_01858	Syai.g_00489
OG0000506	Pran.g_01857	Syai.g_00491
OG0000507	Pran.g_01854	Syai.g_00497
OG0000508	Pran.g_01850	Syai.g_00501
OG0000509	Pran.g_01848	Syai.g_00503
OG0000510	Pran.g_01847	Syai.g_00504
OG0000511	Pran.g_01846	Syai.g_00505
OG0000512	Pran.g_01844	Syai.g_00507
OG0000513	Pran.g_01837	Syai.g_00521
OG0000514	Pran.g_01749	Syai.g_00528
OG0000515	Pran.g_01748	Syai.g_00529
OG0000516	Pran.g_01747	Syai.g_02223
OG0000517	Pran.g_01745	Syai.g_02229
OG0000518	Pran.g_01734	Syai.g_02211
OG0000519	Pran.g_01733	Syai.g_02210
OG0000520	Pran.g_01729	Syai.g_02209
OG0000521	Pran.g_01724	Syai.g_00842
OG0000522	Pran.g_01723	Syai.g_00844
OG0000523	Pran.g_01722	Syai.g_00845
OG0000524	Pran.g_01717	Syai.g_00852
OG0000525	Pran.g_01714	Syai.g_00856
OG0000526	Pran.g_01713	Syai.g_00859
OG0000527	Pran.g_01705	Syai.g_00863
OG0000528	Pran.g_01700	Syai.g_00633
OG0000529	Pran.g_01697	Syai.g_00639
OG0000530	Pran.g_01694	Syai.g_00642
OG0000531	Pran.g_01693	Syai.g_00643
OG0000532	Pran.g_01691	Syai.g_00646
OG0000533	Pran.g_01690	Syai.g_00647
OG0000534	Pran.g_01689	Syai.g_00648
OG0000535	Pran.g_01688	Syai.g_00649
OG0000536	Pran.g_01687	Syai.g_00650
OG0000537	Pran.g_01686	Syai.g_00651
OG0000538	Pran.g_01678	Syai.g_00662
OG0000539	Pran.g_01677	Syai.g_00663
OG0000540	Pran.g_01676	Syai.g_00664
OG0000541	Pran.g_01675	Syai.g_00665
OG0000542	Pran.g_01673	Syai.g_00668
OG0000543	Pran.g_01671	Syai.g_00670
OG0000544	Pran.g_01670	Syai.g_00671
OG0000545	Pran.g_01668	Syai.g_00673
OG0000546	Pran.g_01665	Syai.g_00675
OG0000547	Pran.g_01663	Syai.g_00677
OG0000548	Pran.g_01662	Syai.g_00678
OG0000549	Pran.g_01660	Syai.g_00684
OG0000550	Pran.g_01655	Syai.g_00689
OG0000551	Pran.g_01651	Syai.g_00694
OG0000552	Pran.g_01650	Syai.g_00695
OG0000553	Pran.g_01649	Syai.g_00698
OG0000554	Pran.g_01644	Syai.g_00708
OG0000555	Pran.g_01636	Syai.g_00725
OG0000556	Pran.g_01634	Syai.g_00728
OG0000557	Pran.g_01633	Syai.g_00730
OG0000558	Pran.g_01631	Syai.g_00732
OG0000559	Pran.g_01627	Syai.g_00736
OG0000560	Pran.g_01624	Syai.g_00739
OG0000561	Pran.g_01623	Syai.g_00740
OG0000562	Pran.g_01622	Syai.g_00741
OG0000563	Pran.g_01621	Syai.g_00742
OG0000564	Pran.g_01620	Syai.g_00743
OG0000565	Pran.g_01617	Syai.g_00746
OG0000566	Pran.g_01614	Syai.g_00750
OG0000567	Pran.g_01610	Syai.g_00754
OG0000568	Pran.g_01609	Syai.g_00758
OG0000569	Pran.g_01608	Syai.g_00759
OG0000570	Pran.g_01607	Syai.g_00760
OG0000571	Pran.g_01605	Syai.g_00764
OG0000572	Pran.g_01592	Syai.g_00782
OG0000573	Pran.g_01586	Syai.g_00790
OG0000574	Pran.g_01585	Syai.g_00796
OG0000575	Pran.g_01581	Syai.g_00800
OG0000576	Pran.g_01579	Syai.g_00802
OG0000577	Pran.g_01578	Syai.g_00803
OG0000578	Pran.g_01577	Syai.g_00804
OG0000579	Pran.g_01576	Syai.g_00805
OG0000580	Pran.g_01575	Syai.g_00806
OG0000581	Pran.g_01573	Syai.g_00812
OG0000582	Pran.g_01570	Syai.g_01042
OG0000583	Pran.g_01569	Syai.g_01043
OG0000584	Pran.g_01568	Syai.g_01044
OG0000585	Pran.g_01566	Syai.g_01046
OG0000586	Pran.g_01565	Syai.g_01047
OG0000587	Pran.g_01564	Syai.g_01049
OG0000588	Pran.g_01560	Syai.g_01063
OG0000589	Pran.g_01557	Syai.g_01066
OG0000590	Pran.g_01556	Syai.g_01067
OG0000591	Pran.g_01553	Syai.g_01075
