Orthogroup	Pran	Syak
OG0000535	Pran.g_01688	Syak.g_02586
OG0000536	Pran.g_01687	Syak.g_02587
OG0000537	Pran.g_01686	Syak.g_02588
OG0000538	Pran.g_01678	Syak.g_02600
OG0000539	Pran.g_01677	Syak.g_02601
OG0000540	Pran.g_01676	Syak.g_02602
OG0000541	Pran.g_01675	Syak.g_02603
OG0000542	Pran.g_01673	Syak.g_02606
OG0000543	Pran.g_01671	Syak.g_02608
OG0000544	Pran.g_01670	Syak.g_02609
OG0000545	Pran.g_01668	Syak.g_02611
OG0000546	Pran.g_01665	Syak.g_02613
OG0000547	Pran.g_01663	Syak.g_02615
OG0000548	Pran.g_01662	Syak.g_02616
OG0000549	Pran.g_01660	Syak.g_02622
OG0000550	Pran.g_01655	Syak.g_02626
OG0000551	Pran.g_01651	Syak.g_02631
OG0000552	Pran.g_01650	Syak.g_02632
OG0000553	Pran.g_01649	Syak.g_02636
OG0000554	Pran.g_01644	Syak.g_02641
OG0000555	Pran.g_01636	Syak.g_02657
OG0000556	Pran.g_01634	Syak.g_02661
OG0000557	Pran.g_01633	Syak.g_02663
OG0000558	Pran.g_01631	Syak.g_02666
OG0000559	Pran.g_01627	Syak.g_02670
OG0000560	Pran.g_01624	Syak.g_02672
OG0000561	Pran.g_01623	Syak.g_02673
OG0000562	Pran.g_01622	Syak.g_02674
OG0000563	Pran.g_01621	Syak.g_02675
OG0000564	Pran.g_01620	Syak.g_02676
OG0000565	Pran.g_01617	Syak.g_02679
OG0000566	Pran.g_01614	Syak.g_02683
OG0000567	Pran.g_01610	Syak.g_02687
OG0000568	Pran.g_01609	Syak.g_02690
OG0000569	Pran.g_01608	Syak.g_02691
OG0000570	Pran.g_01607	Syak.g_02692
OG0000571	Pran.g_01605	Syak.g_02696
OG0000572	Pran.g_01592	Syak.g_02713
OG0000573	Pran.g_01586	Syak.g_02723
OG0000574	Pran.g_01585	Syak.g_02724
OG0000575	Pran.g_01581	Syak.g_02729
OG0000576	Pran.g_01579	Syak.g_02731
OG0000577	Pran.g_01578	Syak.g_02732
OG0000578	Pran.g_01577	Syak.g_02733
OG0000579	Pran.g_01576	Syak.g_02734
OG0000580	Pran.g_01575	Syak.g_02735
OG0000581	Pran.g_01573	Syak.g_02742
OG0000582	Pran.g_01570	Syak.g_02748
OG0000583	Pran.g_01569	Syak.g_02749
OG0000584	Pran.g_01568	Syak.g_02750
OG0000585	Pran.g_01566	Syak.g_02753
OG0000586	Pran.g_01565	Syak.g_02754
OG0000587	Pran.g_01564	Syak.g_02756
OG0000588	Pran.g_01560	Syak.g_00004
OG0000589	Pran.g_01557	Syak.g_00008
OG0000590	Pran.g_01556	Syak.g_00009
OG0000591	Pran.g_01553	Syak.g_00017
OG0000592	Pran.g_01552	Syak.g_00018
OG0000593	Pran.g_01546	Syak.g_00031
OG0000594	Pran.g_01545	Syak.g_00032
