Orthogroup	Syas	Syan
OG0000072	Syas.g_01524	Syan.g_02999
OG0000073	Syas.g_01230	Syan.g_02741
OG0000075	Syas.g_01921	Syan.g_00981
OG0000076	Syas.g_02156	Syan.g_01896
OG0000077	Syas.g_02510	Syan.g_02919
OG0000078	Syas.g_02561	Syan.g_01509, Syan.g_01510, Syan.g_02437
OG0000079	Syas.g_01699	Syan.g_02085
OG0000080	Syas.g_02616	Syan.g_01083
OG0000080	Syas.g_02149	Syan.g_01962
OG0000082	Syas.g_00837	Syan.g_00952
OG0000085	Syas.g_02695	Syan.g_01387
OG0000086	Syas.g_02470	Syan.g_02946, Syan.g_02515, Syan.g_00114
OG0000087	Syas.g_02374	Syan.g_02268
OG0000089	Syas.g_01512	Syan.g_02316
OG0000090	Syas.g_00062	Syan.g_01166
OG0000091	Syas.g_00907	Syan.g_00235
OG0000092	Syas.g_00900, Syas.g_00877	Syan.g_02502
OG0000094	Syas.g_00208	Syan.g_00353
OG0000094	Syas.g_01716	Syan.g_00065
OG0000095	Syas.g_01021	Syan.g_00290
OG0000097	Syas.g_01443	Syan.g_00160, Syan.g_00733
OG0000098	Syas.g_00091	Syan.g_00043
OG0000099	Syas.g_01826	Syan.g_01968
OG0000100	Syas.g_00567	Syan.g_00658
OG0000101	Syas.g_01589	Syan.g_02199
OG0000102	Syas.g_02152, Syas.g_01395	Syan.g_01891
OG0000103	Syas.g_02009	Syan.g_01692
OG0000104	Syas.g_02027	Syan.g_01792
OG0000105	Syas.g_01739	Syan.g_02031
OG0000106	Syas.g_01451	Syan.g_00076
OG0000107	Syas.g_01669	Syan.g_02106
OG0000108	Syas.g_01253	Syan.g_02764
OG0000109	Syas.g_01236	Syan.g_02748
OG0000110	Syas.g_00359	Syan.g_00171
OG0000110	Syas.g_00818	Syan.g_00882
OG0000111	Syas.g_01037	Syan.g_00187
OG0000112	Syas.g_00452	Syan.g_00556, Syan.g_00252
OG0000113	Syas.g_00571	Syan.g_00664
OG0000114	Syas.g_00674	Syan.g_00741
OG0000115	Syas.g_02548, Syas.g_01285	Syan.g_02810
OG0000116	Syas.g_01198	Syan.g_02710
OG0000116	Syas.g_00317	Syan.g_00460
OG0000117	Syas.g_01122	Syan.g_02644
OG0000118	Syas.g_02835	Syan.g_01241, Syan.g_01237
OG0000120	Syas.g_01828	Syan.g_01966
OG0000121	Syas.g_02821	Syan.g_01273
OG0000123	Syas.g_01582	Syan.g_02190
OG0000124	Syas.g_02137	Syan.g_01873
OG0000125	Syas.g_01889	Syan.g_01573
OG0000126	Syas.g_01992	Syan.g_01705
OG0000128	Syas.g_02046	Syan.g_01768
OG0000130	Syas.g_02522	Syan.g_02906, Syan.g_02907
OG0000131	Syas.g_02367	Syan.g_03008
OG0000132	Syas.g_02334	Syan.g_03029
OG0000133	Syas.g_00457	Syan.g_00561
OG0000134	Syas.g_01509	Syan.g_02319
OG0000135	Syas.g_01938	Syan.g_01616
OG0000136	Syas.g_02740	Syan.g_01342
OG0000137	Syas.g_01333	Syan.g_02846
OG0000138	Syas.g_01235	Syan.g_02747
OG0000139	Syas.g_00069	Syan.g_01160
OG0000140	Syas.g_00090	Syan.g_00042
OG0000141	Syas.g_00875	Syan.g_01032
OG0000142	Syas.g_00746	Syan.g_00816
OG0000143	Syas.g_00742	Syan.g_00812
OG0000144	Syas.g_00718	Syan.g_00782
OG0000145	Syas.g_00948	Syan.g_02740
OG0000146	Syas.g_00451	Syan.g_00555, Syan.g_00253
OG0000147	Syas.g_00450	Syan.g_00254, Syan.g_00554
OG0000148	Syas.g_00577	Syan.g_00670
OG0000149	Syas.g_00282	Syan.g_00393
OG0000150	Syas.g_00874	Syan.g_01031
OG0000151	Syas.g_00148, Syas.g_00659	Syan.g_00731
OG0000152	Syas.g_00461	Syan.g_00565
OG0000153	Syas.g_00543	Syan.g_00601
OG0000154	Syas.g_00219	Syan.g_00363
OG0000155	Syas.g_01131	Syan.g_02654
OG0000156	Syas.g_01206	Syan.g_02717
OG0000157	Syas.g_01207	Syan.g_02718
OG0000158	Syas.g_02185	Syan.g_01078, Syan.g_01926
OG0000159	Syas.g_01155	Syan.g_01126
OG0000160	Syas.g_02820	Syan.g_01274
OG0000161	Syas.g_02826	Syan.g_01268
OG0000162	Syas.g_02751	Syan.g_01059, Syan.g_01254, Syan.g_01330
OG0000163	Syas.g_01488	Syan.g_02405
OG0000164	Syas.g_02648	Syan.g_01440
OG0000165	Syas.g_02609	Syan.g_01448
OG0000166	Syas.g_01629	Syan.g_02239
OG0000167	Syas.g_01449	Syan.g_01941
OG0000168	Syas.g_02184	Syan.g_01924, Syan.g_01121, Syan.g_01925
OG0000169	Syas.g_02170	Syan.g_01912
OG0000170	Syas.g_02161	Syan.g_01901
OG0000171	Syas.g_02139	Syan.g_01875
OG0000172	Syas.g_02110	Syan.g_01810
OG0000173	Syas.g_02092	Syan.g_01720
OG0000174	Syas.g_01940	Syan.g_01619
OG0000175	Syas.g_01994	Syan.g_01678, Syan.g_00258
OG0000176	Syas.g_02038	Syan.g_01801
OG0000177	Syas.g_02039	Syan.g_01775
OG0000178	Syas.g_02040	Syan.g_01774
OG0000179	Syas.g_02054	Syan.g_01759
OG0000180	Syas.g_02055	Syan.g_01758
OG0000181	Syas.g_02056	Syan.g_01757
OG0000182	Syas.g_02057	Syan.g_01756
OG0000183	Syas.g_02061	Syan.g_01752
OG0000184	Syas.g_01872	Syan.g_01549
OG0000185	Syas.g_01861	Syan.g_01540
OG0000186	Syas.g_02525	Syan.g_02902
OG0000187	Syas.g_02524	Syan.g_02904
OG0000188	Syas.g_02502	Syan.g_02926
OG0000189	Syas.g_02432	Syan.g_02966
OG0000190	Syas.g_00133	Syan.g_00971
OG0000191	Syas.g_02400	Syan.g_02300
OG0000192	Syas.g_02395	Syan.g_02294
OG0000194	Syas.g_02363	Syan.g_03012
OG0000195	Syas.g_02360	Syan.g_03014
OG0000196	Syas.g_02337	Syan.g_03026
OG0000197	Syas.g_02336	Syan.g_03027
OG0000198	Syas.g_02335	Syan.g_03028
OG0000199	Syas.g_02327	Syan.g_03037
OG0000200	Syas.g_02298	Syan.g_03055
OG0000201	Syas.g_02279	Syan.g_03074
OG0000202	Syas.g_02278	Syan.g_03075
OG0000203	Syas.g_02277	Syan.g_03076
OG0000204	Syas.g_02276	Syan.g_03077
OG0000205	Syas.g_02267	Syan.g_03087
OG0000206	Syas.g_02240	Syan.g_03095
OG0000207	Syas.g_02237	Syan.g_03100
OG0000208	Syas.g_02236	Syan.g_03101
OG0000209	Syas.g_01837	Syan.g_01521
OG0000210	Syas.g_01838	Syan.g_01522
OG0000211	Syas.g_02552	Syan.g_02416
OG0000212	Syas.g_02562	Syan.g_01508, Syan.g_02438
OG0000213	Syas.g_01707	Syan.g_02059
OG0000214	Syas.g_01730	Syan.g_02040
OG0000215	Syas.g_01766	Syan.g_02010
OG0000216	Syas.g_01770	Syan.g_02006
OG0000217	Syas.g_01778	Syan.g_02001
OG0000218	Syas.g_01780	Syan.g_01999
OG0000219	Syas.g_01783	Syan.g_01998
OG0000220	Syas.g_01784	Syan.g_01997
OG0000221	Syas.g_01785	Syan.g_01994
OG0000222	Syas.g_01804	Syan.g_01981
OG0000223	Syas.g_02221	Syan.g_00228
OG0000224	Syas.g_02215	Syan.g_01959
OG0000225	Syas.g_01522	Syan.g_02997
OG0000226	Syas.g_01518	Syan.g_02990
OG0000227	Syas.g_01516	Syan.g_02988
OG0000228	Syas.g_01513	Syan.g_02315
OG0000229	Syas.g_01497	Syan.g_02396
OG0000230	Syas.g_01495	Syan.g_02398
OG0000231	Syas.g_02749	Syan.g_01333
OG0000232	Syas.g_01276	Syan.g_02801
OG0000233	Syas.g_01352	Syan.g_02876
OG0000234	Syas.g_01331	Syan.g_02844
OG0000235	Syas.g_01254	Syan.g_02765
OG0000236	Syas.g_01237	Syan.g_02749
OG0000237	Syas.g_01220	Syan.g_02731
OG0000238	Syas.g_01215	Syan.g_02726
OG0000239	Syas.g_00012	Syan.g_01187
OG0000240	Syas.g_00013	Syan.g_01186
OG0000241	Syas.g_00754	Syan.g_00822
OG0000242	Syas.g_00059	Syan.g_01168
OG0000243	Syas.g_00777	Syan.g_00840
OG0000244	Syas.g_00784	Syan.g_00848
OG0000245	Syas.g_00786	Syan.g_00850
OG0000246	Syas.g_00790	Syan.g_00854
OG0000247	Syas.g_00802	Syan.g_00866
OG0000248	Syas.g_00805	Syan.g_00869
OG0000249	Syas.g_00807	Syan.g_00871
OG0000250	Syas.g_00814	Syan.g_00878
OG0000251	Syas.g_00845	Syan.g_00961
OG0000252	Syas.g_00950	Syan.g_00966
OG0000253	Syas.g_00846	Syan.g_01000
OG0000254	Syas.g_00869	Syan.g_01026
OG0000255	Syas.g_00132, Syas.g_01062	Syan.g_00978
OG0000256	Syas.g_00104	Syan.g_00001, Syan.g_01135
OG0000257	Syas.g_00757	Syan.g_00827
OG0000258	Syas.g_00733	Syan.g_00803
OG0000259	Syas.g_00708	Syan.g_00772
OG0000260	Syas.g_00705	Syan.g_00769
OG0000261	Syas.g_00701	Syan.g_00765
OG0000262	Syas.g_00695	Syan.g_00760
OG0000263	Syas.g_01103	Syan.g_02618
OG0000264	Syas.g_02588	Syan.g_00540
OG0000266	Syas.g_00186	Syan.g_00330
OG0000267	Syas.g_00377	Syan.g_00470
OG0000268	Syas.g_00390	Syan.g_00471
OG0000269	Syas.g_00601	Syan.g_00695
OG0000270	Syas.g_00598	Syan.g_00692
OG0000271	Syas.g_00590	Syan.g_00684
OG0000272	Syas.g_00589	Syan.g_00683
OG0000273	Syas.g_00563	Syan.g_00654
OG0000274	Syas.g_00562	Syan.g_00653
OG0000275	Syas.g_00230	Syan.g_00373
OG0000276	Syas.g_00237	Syan.g_00380
OG0000277	Syas.g_00238	Syan.g_00381
OG0000278	Syas.g_00241	Syan.g_00384
OG0000279	Syas.g_00288	Syan.g_00398
OG0000280	Syas.g_00889, Syas.g_00481	Syan.g_00518
OG0000282	Syas.g_00672	Syan.g_00739
OG0000283	Syas.g_00409	Syan.g_00491
OG0000284	Syas.g_00416	Syan.g_00497
OG0000285	Syas.g_00436	Syan.g_00533
OG0000286	Syas.g_00460	Syan.g_00564
OG0000287	Syas.g_00534	Syan.g_00593
OG0000288	Syas.g_00220	Syan.g_00364
OG0000289	Syas.g_00205	Syan.g_00350
OG0000290	Syas.g_01016	Syan.g_00293
OG0000291	Syas.g_01018	Syan.g_00291
OG0000292	Syas.g_02020	Syan.g_01703
OG0000293	Syas.g_01197	Syan.g_02709
OG0000294	Syas.g_01196	Syan.g_02708
OG0000295	Syas.g_01139	Syan.g_02662
OG0000296	Syas.g_01137	Syan.g_02660
OG0000297	Syas.g_01124	Syan.g_02646
OG0000298	Syas.g_01123	Syan.g_02645
OG0000299	Syas.g_01087	Syan.g_02601
OG0000300	Syas.g_01082	Syan.g_02593, Syan.g_02594
OG0000301	Syas.g_01081	Syan.g_02592
OG0000302	Syas.g_01080	Syan.g_02591
OG0000303	Syas.g_01071	Syan.g_02582
OG0000304	Syas.g_01066	Syan.g_02556
OG0000305	Syas.g_01023	Syan.g_00195
OG0000306	Syas.g_01929	Syan.g_00087
OG0000307	Syas.g_01270	Syan.g_02782
OG0000308	Syas.g_01272	Syan.g_02784
OG0000309	Syas.g_01364	Syan.g_02883
OG0000310	Syas.g_02796	Syan.g_01304
OG0000311	Syas.g_02799	Syan.g_01299
OG0000312	Syas.g_02804	Syan.g_01290
OG0000313	Syas.g_02823	Syan.g_01271
OG0000314	Syas.g_01296	Syan.g_02823
OG0000315	Syas.g_01306	Syan.g_02833
OG0000316	Syas.g_02728	Syan.g_01354
OG0000317	Syas.g_02687	Syan.g_01396
OG0000318	Syas.g_02680	Syan.g_01401
OG0000319	Syas.g_02663	Syan.g_01425
OG0000320	Syas.g_02661	Syan.g_01427
OG0000321	Syas.g_02660	Syan.g_01428
OG0000322	Syas.g_02659	Syan.g_01429
OG0000323	Syas.g_02646	Syan.g_01442
OG0000324	Syas.g_02578	Syan.g_01472
OG0000325	Syas.g_01668	Syan.g_02107
OG0000326	Syas.g_01661	Syan.g_02114
OG0000327	Syas.g_01634	Syan.g_02244
OG0000328	Syas.g_01633	Syan.g_02243
OG0000329	Syas.g_01615	Syan.g_02225
OG0000330	Syas.g_01614	Syan.g_02224
OG0000331	Syas.g_01613	Syan.g_02223
OG0000332	Syas.g_01598	Syan.g_02208
OG0000333	Syas.g_01595	Syan.g_02205
OG0000334	Syas.g_01586	Syan.g_00247, Syan.g_02194
OG0000335	Syas.g_01581	Syan.g_02189
OG0000336	Syas.g_01577	Syan.g_02185
OG0000337	Syas.g_02211	Syan.g_01949
OG0000338	Syas.g_02199	Syan.g_01943
OG0000339	Syas.g_02192	Syan.g_01935, Syan.g_00264
OG0000340	Syas.g_02183	Syan.g_01923
OG0000341	Syas.g_02181	Syan.g_01921
OG0000342	Syas.g_02180	Syan.g_01920
OG0000343	Syas.g_02176	Syan.g_01918
OG0000344	Syas.g_02172	Syan.g_01914
OG0000345	Syas.g_02160	Syan.g_01900
OG0000346	Syas.g_02155	Syan.g_01895
OG0000347	Syas.g_02136	Syan.g_01867
OG0000348	Syas.g_02107	Syan.g_01803
OG0000349	Syas.g_02085	Syan.g_01727
OG0000350	Syas.g_01654	Syan.g_02121
OG0000351	Syas.g_01998	Syan.g_01682
OG0000352	Syas.g_01999	Syan.g_01683
OG0000353	Syas.g_02033	Syan.g_01795
OG0000354	Syas.g_01209	Syan.g_02720
OG0000354	Syas.g_02052	Syan.g_01761
OG0000355	Syas.g_02035	Syan.g_01797
OG0000356	Syas.g_02036	Syan.g_01798
OG0000357	Syas.g_02037	Syan.g_01800
OG0000358	Syas.g_02041	Syan.g_01773
OG0000359	Syas.g_02043	Syan.g_01771
OG0000360	Syas.g_02044	Syan.g_01770
OG0000361	Syas.g_02045	Syan.g_01769
OG0000362	Syas.g_02047	Syan.g_01767
OG0000363	Syas.g_02049	Syan.g_01765
OG0000364	Syas.g_02685	Syan.g_01398
OG0000365	Syas.g_02058	Syan.g_01755
OG0000366	Syas.g_02059	Syan.g_01754
OG0000368	Syas.g_02062	Syan.g_01751
OG0000369	Syas.g_02063	Syan.g_01750
OG0000370	Syas.g_02064	Syan.g_01749
OG0000371	Syas.g_02073	Syan.g_01740
OG0000372	Syas.g_02078	Syan.g_01734
OG0000373	Syas.g_02079	Syan.g_01733
OG0000374	Syas.g_02080	Syan.g_01732
OG0000375	Syas.g_02081	Syan.g_01731
OG0000376	Syas.g_02083	Syan.g_01729
OG0000377	Syas.g_01879	Syan.g_01555
OG0000378	Syas.g_01867	Syan.g_01543
OG0000379	Syas.g_01859	Syan.g_01539
OG0000380	Syas.g_02523	Syan.g_02905
OG0000381	Syas.g_02521	Syan.g_02908
OG0000382	Syas.g_02503	Syan.g_02925
OG0000383	Syas.g_02480	Syan.g_02936
OG0000384	Syas.g_02479	Syan.g_02937
OG0000385	Syas.g_02478	Syan.g_02938
OG0000386	Syas.g_02477	Syan.g_02939
OG0000387	Syas.g_00134	Syan.g_00967
OG0000388	Syas.g_02426	Syan.g_02970
OG0000389	Syas.g_02422	Syan.g_02973
OG0000390	Syas.g_02406	Syan.g_02306
OG0000391	Syas.g_02401	Syan.g_02301
OG0000392	Syas.g_02396	Syan.g_02295
OG0000393	Syas.g_02394	Syan.g_02292
OG0000394	Syas.g_02393	Syan.g_02291
OG0000395	Syas.g_02392	Syan.g_02290
OG0000396	Syas.g_02389	Syan.g_02287
OG0000397	Syas.g_02387	Syan.g_02285
OG0000398	Syas.g_02382	Syan.g_02279
OG0000399	Syas.g_02381	Syan.g_02278
OG0000400	Syas.g_02380	Syan.g_02277
OG0000401	Syas.g_02379	Syan.g_02274
OG0000402	Syas.g_02377	Syan.g_02272
OG0000403	Syas.g_02376	Syan.g_02271
OG0000404	Syas.g_02375	Syan.g_02269
OG0000405	Syas.g_02369	Syan.g_03005
OG0000406	Syas.g_02365	Syan.g_03010
OG0000407	Syas.g_02364	Syan.g_03011
OG0000408	Syas.g_02361	Syan.g_03013
OG0000409	Syas.g_02359	Syan.g_03015
OG0000410	Syas.g_02358	Syan.g_03016
OG0000411	Syas.g_02357	Syan.g_03017
OG0000412	Syas.g_02356	Syan.g_03018
OG0000413	Syas.g_02354	Syan.g_03020
OG0000414	Syas.g_02353	Syan.g_03021
OG0000415	Syas.g_02352	Syan.g_03022
OG0000416	Syas.g_02351	Syan.g_03023
OG0000417	Syas.g_02338	Syan.g_03025
OG0000418	Syas.g_02333	Syan.g_03030
OG0000419	Syas.g_02331	Syan.g_03033
OG0000420	Syas.g_02329	Syan.g_03035
OG0000421	Syas.g_02324	Syan.g_03040
OG0000422	Syas.g_02323	Syan.g_03041
OG0000423	Syas.g_02322	Syan.g_03042
OG0000424	Syas.g_02321	Syan.g_03043
OG0000425	Syas.g_02320	Syan.g_03044
OG0000426	Syas.g_02319	Syan.g_03045
OG0000427	Syas.g_02318	Syan.g_03046
OG0000428	Syas.g_02315	Syan.g_03049
OG0000429	Syas.g_02312	Syan.g_03051
OG0000430	Syas.g_02311	Syan.g_03053
OG0000431	Syas.g_02296	Syan.g_03058
OG0000432	Syas.g_02288	Syan.g_03065
OG0000433	Syas.g_02286	Syan.g_03068
OG0000434	Syas.g_02285	Syan.g_03069
OG0000435	Syas.g_02282	Syan.g_03071
OG0000436	Syas.g_02273	Syan.g_03079
OG0000437	Syas.g_02272	Syan.g_03080
OG0000438	Syas.g_02271	Syan.g_03083
OG0000439	Syas.g_02269	Syan.g_03085
OG0000440	Syas.g_02268	Syan.g_03086
OG0000441	Syas.g_02265	Syan.g_03089
OG0000442	Syas.g_02259	Syan.g_03090
OG0000443	Syas.g_02241	Syan.g_03094
OG0000444	Syas.g_02234	Syan.g_03102
OG0000445	Syas.g_02233	Syan.g_03103
OG0000446	Syas.g_02231	Syan.g_03105
OG0000447	Syas.g_02229	Syan.g_03111
OG0000448	Syas.g_02228	Syan.g_03112
OG0000449	Syas.g_02226	Syan.g_03113
OG0000450	Syas.g_01834	Syan.g_01518
OG0000451	Syas.g_01835	Syan.g_01519
OG0000452	Syas.g_01844	Syan.g_01523
OG0000453	Syas.g_01845	Syan.g_01524
OG0000454	Syas.g_01846	Syan.g_01525
OG0000455	Syas.g_01847	Syan.g_01526
OG0000456	Syas.g_01848	Syan.g_01527
OG0000457	Syas.g_01850	Syan.g_01529
OG0000458	Syas.g_01851	Syan.g_01530
OG0000459	Syas.g_01852	Syan.g_01531
OG0000460	Syas.g_02554	Syan.g_02423
OG0000461	Syas.g_01686	Syan.g_02099
OG0000462	Syas.g_01688	Syan.g_02096
OG0000463	Syas.g_01689	Syan.g_02095
OG0000464	Syas.g_01690	Syan.g_02094
OG0000465	Syas.g_01692	Syan.g_02092
OG0000466	Syas.g_01697	Syan.g_02087
OG0000467	Syas.g_01698	Syan.g_02086
OG0000468	Syas.g_01703	Syan.g_02063
OG0000469	Syas.g_01725	Syan.g_02046
OG0000470	Syas.g_01727	Syan.g_02044
OG0000471	Syas.g_01728	Syan.g_02043
OG0000472	Syas.g_01729	Syan.g_02041
OG0000473	Syas.g_01731	Syan.g_02039
OG0000474	Syas.g_01732	Syan.g_02038
OG0000475	Syas.g_01733	Syan.g_02037
OG0000476	Syas.g_01735	Syan.g_02035
OG0000477	Syas.g_01740	Syan.g_02029
OG0000478	Syas.g_01741	Syan.g_02028
OG0000479	Syas.g_01749	Syan.g_02027
OG0000480	Syas.g_01756	Syan.g_02020
OG0000481	Syas.g_00161, Syas.g_00162	Syan.g_00975
OG0000482	Syas.g_01758	Syan.g_02018
OG0000483	Syas.g_01762	Syan.g_02014
OG0000484	Syas.g_01763	Syan.g_02013
OG0000485	Syas.g_01764	Syan.g_02012
OG0000486	Syas.g_01765	Syan.g_02011
OG0000487	Syas.g_01771	Syan.g_02005
OG0000488	Syas.g_01779	Syan.g_02000
OG0000489	Syas.g_01823	Syan.g_01993
OG0000490	Syas.g_01808	Syan.g_01985
OG0000491	Syas.g_01806	Syan.g_01983
OG0000492	Syas.g_01803	Syan.g_01980
OG0000493	Syas.g_01802	Syan.g_01979
OG0000494	Syas.g_01801	Syan.g_01978
OG0000495	Syas.g_01799	Syan.g_01977
OG0000496	Syas.g_01798	Syan.g_01976
OG0000497	Syas.g_01797	Syan.g_01975
OG0000498	Syas.g_01796	Syan.g_01974
OG0000499	Syas.g_01795	Syan.g_01973
OG0000500	Syas.g_01794	Syan.g_01972
OG0000501	Syas.g_01791	Syan.g_01969
OG0000502	Syas.g_02216	Syan.g_01961
OG0000503	Syas.g_01541	Syan.g_02144
OG0000504	Syas.g_01539	Syan.g_02142
OG0000505	Syas.g_01538	Syan.g_02141
OG0000506	Syas.g_01536	Syan.g_02139
OG0000507	Syas.g_01530	Syan.g_02133
OG0000508	Syas.g_01523	Syan.g_02998
OG0000509	Syas.g_01521	Syan.g_02993
OG0000510	Syas.g_01520	Syan.g_02992
OG0000511	Syas.g_01519	Syan.g_02991
OG0000512	Syas.g_01517	Syan.g_02989
OG0000513	Syas.g_01508	Syan.g_02320
OG0000514	Syas.g_01504	Syan.g_02326
OG0000515	Syas.g_01503	Syan.g_02327
OG0000516	Syas.g_01501	Syan.g_02389
OG0000517	Syas.g_01498	Syan.g_02395
OG0000518	Syas.g_00360, Syas.g_02746	Syan.g_01336
OG0000519	Syas.g_02747	Syan.g_01335
OG0000520	Syas.g_02748	Syan.g_01334
OG0000521	Syas.g_01281	Syan.g_02805
OG0000522	Syas.g_01279	Syan.g_02803
OG0000523	Syas.g_01278	Syan.g_02802
OG0000524	Syas.g_01354	Syan.g_02878
OG0000525	Syas.g_01342	Syan.g_02853
OG0000526	Syas.g_01340	Syan.g_02852
OG0000527	Syas.g_01335	Syan.g_02848
OG0000528	Syas.g_01256	Syan.g_02767
OG0000529	Syas.g_01252	Syan.g_02763
OG0000530	Syas.g_01249	Syan.g_02760
OG0000531	Syas.g_01248	Syan.g_02759
OG0000532	Syas.g_01245	Syan.g_02756
OG0000533	Syas.g_01243	Syan.g_02754
OG0000534	Syas.g_01242	Syan.g_02753
OG0000535	Syas.g_01241	Syan.g_02752
OG0000536	Syas.g_01240	Syan.g_02751
OG0000537	Syas.g_01238	Syan.g_02750
OG0000538	Syas.g_01228	Syan.g_02738
OG0000539	Syas.g_01227	Syan.g_02737
OG0000540	Syas.g_01226	Syan.g_02736
OG0000541	Syas.g_01225	Syan.g_02735
OG0000542	Syas.g_01221	Syan.g_02732
OG0000543	Syas.g_01219	Syan.g_02730
OG0000544	Syas.g_01218	Syan.g_02729
OG0000545	Syas.g_01216	Syan.g_02727
OG0000546	Syas.g_01214	Syan.g_02725
OG0000547	Syas.g_01212	Syan.g_02723
OG0000548	Syas.g_01211	Syan.g_02722
OG0000549	Syas.g_00005	Syan.g_01194
OG0000550	Syas.g_00010	Syan.g_01189
OG0000551	Syas.g_00015	Syan.g_01184
OG0000552	Syas.g_00016	Syan.g_01183
OG0000553	Syas.g_00019	Syan.g_01179
OG0000554	Syas.g_00063	Syan.g_01165
OG0000555	Syas.g_00775	Syan.g_00839
OG0000556	Syas.g_00781	Syan.g_00842
OG0000557	Syas.g_00783	Syan.g_00847
OG0000558	Syas.g_00785	Syan.g_00849
OG0000559	Syas.g_00789	Syan.g_00853
OG0000560	Syas.g_00792	Syan.g_00856
OG0000561	Syas.g_00793	Syan.g_00857
OG0000562	Syas.g_00794	Syan.g_00858
OG0000563	Syas.g_00795	Syan.g_00859
OG0000564	Syas.g_00796	Syan.g_00860
OG0000565	Syas.g_00800	Syan.g_00864
OG0000566	Syas.g_00804	Syan.g_00868
OG0000567	Syas.g_00808	Syan.g_00872
OG0000568	Syas.g_00810	Syan.g_00874
