Orthogroup	Syas	Prag
OG0000070	Syas.g_00173	Prag.g_00429
OG0000071	Syas.g_02854	Prag.g_01355
OG0000072	Syas.g_02326, Syas.g_01524	Prag.g_00164
OG0000073	Syas.g_00358, Syas.g_00264, Syas.g_01230	Prag.g_00478
OG0000075	Syas.g_01921, Syas.g_02194	Prag.g_01836
OG0000076	Syas.g_02156	Prag.g_01861
OG0000077	Syas.g_02510	Prag.g_00072
OG0000078	Syas.g_02561, Syas.g_02308	Prag.g_00232
OG0000081	Syas.g_00391	Prag.g_00510
OG0000082	Syas.g_00837	Prag.g_00563
OG0000085	Syas.g_02695	Prag.g_01662
OG0000086	Syas.g_02470	Prag.g_00082
OG0000087	Syas.g_02374	Prag.g_00132
OG0000089	Syas.g_01512	Prag.g_00350
OG0000090	Syas.g_00062	Prag.g_00512
OG0000091	Syas.g_00907, Syas.g_00146	Prag.g_00620
OG0000094	Syas.g_00208, Syas.g_01716	Prag.g_01017
OG0000095	Syas.g_01021	Prag.g_01036
OG0000097	Syas.g_00114, Syas.g_01443	Prag.g_01194
OG0000098	Syas.g_00091	Prag.g_01371
OG0000099	Syas.g_01826	Prag.g_01424
OG0000100	Syas.g_00567	Prag.g_01564
OG0000101	Syas.g_01589	Prag.g_01804
OG0000102	Syas.g_02152, Syas.g_01395	Prag.g_01866
OG0000103	Syas.g_02009	Prag.g_01945
OG0000104	Syas.g_02027, Syas.g_02026	Prag.g_01953
OG0000105	Syas.g_01739	Prag.g_00265
OG0000106	Syas.g_01451	Prag.g_00364
OG0000107	Syas.g_01669	Prag.g_00378
OG0000108	Syas.g_01253	Prag.g_00459
OG0000109	Syas.g_01236	Prag.g_00473
OG0000110	Syas.g_00359, Syas.g_00818	Prag.g_00553
OG0000111	Syas.g_01037	Prag.g_00677
OG0000112	Syas.g_00452	Prag.g_00771
OG0000113	Syas.g_00571	Prag.g_00828
OG0000114	Syas.g_00252, Syas.g_00674	Prag.g_00906
OG0000115	Syas.g_02548, Syas.g_01285	Prag.g_01097
OG0000116	Syas.g_01198, Syas.g_00317	Prag.g_01143
OG0000117	Syas.g_01122	Prag.g_01298
OG0000118	Syas.g_02835	Prag.g_01367
OG0000120	Syas.g_01828	Prag.g_01423
OG0000121	Syas.g_02821	Prag.g_01492
OG0000122	Syas.g_00393	Prag.g_01530
OG0000123	Syas.g_01582	Prag.g_01811
OG0000124	Syas.g_02137	Prag.g_01877
OG0000125	Syas.g_01889	Prag.g_01913
OG0000126	Syas.g_01992	Prag.g_01952
OG0000128	Syas.g_02046	Prag.g_00011
OG0000129	Syas.g_01880	Prag.g_00044
OG0000130	Syas.g_02522	Prag.g_00063
OG0000131	Syas.g_02367	Prag.g_00138
OG0000132	Syas.g_02334	Prag.g_00157
OG0000133	Syas.g_00457	Prag.g_00313
OG0000134	Syas.g_01509	Prag.g_00351
OG0000135	Syas.g_01938	Prag.g_00375
OG0000136	Syas.g_02740	Prag.g_00420
OG0000137	Syas.g_01333	Prag.g_00454
OG0000138	Syas.g_01235	Prag.g_00474
OG0000139	Syas.g_00069	Prag.g_00516
OG0000140	Syas.g_00090	Prag.g_00517
OG0000141	Syas.g_00875	Prag.g_00585
OG0000142	Syas.g_00746	Prag.g_00613
OG0000143	Syas.g_00742	Prag.g_00617
OG0000144	Syas.g_00718	Prag.g_00630
OG0000145	Syas.g_00948	Prag.g_00758
OG0000146	Syas.g_00451	Prag.g_00772
OG0000147	Syas.g_00450	Prag.g_00773
OG0000148	Syas.g_00577	Prag.g_00822
OG0000149	Syas.g_00282	Prag.g_00851
OG0000150	Syas.g_00874	Prag.g_00859
OG0000151	Syas.g_00148, Syas.g_00659	Prag.g_00916
OG0000152	Syas.g_00461	Prag.g_00964
OG0000153	Syas.g_00543	Prag.g_00983
OG0000154	Syas.g_00219	Prag.g_01010
OG0000155	Syas.g_01131	Prag.g_01173
OG0000156	Syas.g_01206	Prag.g_01342
OG0000157	Syas.g_01207	Prag.g_01343
OG0000158	Syas.g_02185	Prag.g_01425
OG0000160	Syas.g_02820	Prag.g_01491
OG0000161	Syas.g_02826	Prag.g_01497
OG0000162	Syas.g_02751	Prag.g_01503
OG0000163	Syas.g_01488	Prag.g_01537
OG0000164	Syas.g_02648	Prag.g_01693
OG0000165	Syas.g_02609	Prag.g_01700
OG0000166	Syas.g_01629	Prag.g_01768
OG0000167	Syas.g_01449	Prag.g_01834
OG0000168	Syas.g_02184	Prag.g_01844
OG0000169	Syas.g_02170	Prag.g_01854
OG0000170	Syas.g_02161	Prag.g_01856
OG0000171	Syas.g_02139	Prag.g_01876
OG0000172	Syas.g_02110	Prag.g_01884
OG0000173	Syas.g_02092	Prag.g_01899
OG0000174	Syas.g_01940	Prag.g_01927
OG0000175	Syas.g_01994	Prag.g_01937
OG0000176	Syas.g_02038	Prag.g_00004
OG0000177	Syas.g_02039	Prag.g_00005
OG0000178	Syas.g_02040	Prag.g_00006
OG0000179	Syas.g_02054	Prag.g_00016
OG0000180	Syas.g_02055	Prag.g_00017
OG0000181	Syas.g_02056	Prag.g_00018
OG0000182	Syas.g_02057	Prag.g_00019
OG0000183	Syas.g_02061	Prag.g_00023
OG0000184	Syas.g_01872	Prag.g_00046
OG0000185	Syas.g_01861	Prag.g_00049
OG0000186	Syas.g_02525	Prag.g_00058
OG0000187	Syas.g_02524	Prag.g_00059
OG0000188	Syas.g_02502	Prag.g_00076
OG0000189	Syas.g_02432	Prag.g_00089
OG0000190	Syas.g_00133	Prag.g_00090
OG0000191	Syas.g_02400	Prag.g_00110
OG0000192	Syas.g_02395	Prag.g_00114
OG0000193	Syas.g_02366	Prag.g_00139
OG0000194	Syas.g_02363	Prag.g_00142
OG0000195	Syas.g_02360	Prag.g_00144
OG0000196	Syas.g_02337	Prag.g_00154
OG0000197	Syas.g_02336	Prag.g_00155
OG0000198	Syas.g_02335	Prag.g_00156
OG0000199	Syas.g_02327	Prag.g_00163
OG0000200	Syas.g_02298	Prag.g_00177
OG0000201	Syas.g_02279	Prag.g_00185
OG0000202	Syas.g_02278	Prag.g_00186
OG0000203	Syas.g_02277	Prag.g_00187
OG0000204	Syas.g_02276	Prag.g_00188
OG0000205	Syas.g_02267	Prag.g_00195
OG0000206	Syas.g_02240	Prag.g_00200
OG0000207	Syas.g_02237	Prag.g_00202
OG0000208	Syas.g_02236	Prag.g_00203
OG0000209	Syas.g_01837	Prag.g_00212
OG0000210	Syas.g_01838	Prag.g_00213
OG0000211	Syas.g_02552	Prag.g_00226
OG0000212	Syas.g_02562	Prag.g_00233
OG0000213	Syas.g_01707	Prag.g_00249
OG0000214	Syas.g_01730	Prag.g_00258
OG0000215	Syas.g_01766	Prag.g_00283
OG0000216	Syas.g_01770	Prag.g_00285
OG0000217	Syas.g_01778	Prag.g_00288
OG0000218	Syas.g_01780	Prag.g_00290
OG0000219	Syas.g_01783	Prag.g_00291
OG0000220	Syas.g_01784	Prag.g_00292
OG0000221	Syas.g_01785	Prag.g_00293
OG0000222	Syas.g_01804	Prag.g_00301
OG0000223	Syas.g_02221	Prag.g_00314
OG0000224	Syas.g_02215	Prag.g_00316
OG0000225	Syas.g_01522	Prag.g_00340
OG0000226	Syas.g_01518	Prag.g_00344
OG0000227	Syas.g_01516	Prag.g_00346
OG0000228	Syas.g_01513	Prag.g_00349
OG0000229	Syas.g_01497	Prag.g_00415
OG0000230	Syas.g_01495	Prag.g_00417
OG0000231	Syas.g_02749	Prag.g_00428
OG0000232	Syas.g_01276	Prag.g_00437
OG0000233	Syas.g_01352	Prag.g_00442
OG0000234	Syas.g_01331	Prag.g_00455
OG0000235	Syas.g_01254	Prag.g_00458
OG0000236	Syas.g_01237	Prag.g_00472
OG0000237	Syas.g_01220	Prag.g_00485
OG0000238	Syas.g_01215	Prag.g_00491
OG0000239	Syas.g_00012	Prag.g_00504
OG0000240	Syas.g_00013	Prag.g_00505
OG0000241	Syas.g_00754	Prag.g_00509
OG0000242	Syas.g_00059	Prag.g_00511
OG0000243	Syas.g_00777	Prag.g_00522
OG0000244	Syas.g_00784	Prag.g_00525
OG0000245	Syas.g_00786	Prag.g_00527
OG0000246	Syas.g_00790	Prag.g_00531
OG0000247	Syas.g_00802	Prag.g_00541
OG0000248	Syas.g_00805	Prag.g_00543
OG0000249	Syas.g_00807	Prag.g_00545
OG0000250	Syas.g_00814	Prag.g_00550
OG0000251	Syas.g_00845	Prag.g_00569
OG0000252	Syas.g_00950	Prag.g_00572
OG0000253	Syas.g_00846	Prag.g_00573
OG0000254	Syas.g_00869	Prag.g_00589
OG0000255	Syas.g_00132, Syas.g_01062	Prag.g_00595
OG0000256	Syas.g_00104	Prag.g_00605
OG0000257	Syas.g_00757	Prag.g_00608
OG0000258	Syas.g_00733	Prag.g_00621
OG0000259	Syas.g_01006, Syas.g_00708	Prag.g_00638
OG0000260	Syas.g_00705	Prag.g_00641
OG0000261	Syas.g_00701	Prag.g_00643
OG0000262	Syas.g_00695	Prag.g_00647
OG0000263	Syas.g_01103	Prag.g_00659
OG0000264	Syas.g_02588	Prag.g_00669
OG0000266	Syas.g_00186	Prag.g_00702
OG0000267	Syas.g_00377	Prag.g_00713
OG0000268	Syas.g_00390	Prag.g_00714
OG0000269	Syas.g_00601	Prag.g_00801
OG0000270	Syas.g_00598	Prag.g_00804
OG0000271	Syas.g_00590	Prag.g_00812
OG0000272	Syas.g_00589	Prag.g_00813
OG0000273	Syas.g_00563	Prag.g_00835
OG0000274	Syas.g_00562	Prag.g_00836
OG0000275	Syas.g_00230	Prag.g_00838
OG0000276	Syas.g_00237	Prag.g_00843
OG0000277	Syas.g_00238	Prag.g_00844
OG0000278	Syas.g_00241	Prag.g_00847
OG0000279	Syas.g_00288	Prag.g_00854
OG0000280	Syas.g_00889, Syas.g_00481	Prag.g_00855
OG0000281	Syas.g_00970	Prag.g_00860
OG0000282	Syas.g_00672	Prag.g_00908
OG0000283	Syas.g_00409	Prag.g_00941
OG0000284	Syas.g_00416	Prag.g_00946
OG0000285	Syas.g_00436	Prag.g_00951
OG0000286	Syas.g_00460	Prag.g_00963
OG0000287	Syas.g_00534	Prag.g_00980
OG0000288	Syas.g_00220	Prag.g_01009
OG0000289	Syas.g_00205	Prag.g_01020
OG0000290	Syas.g_01016	Prag.g_01033
OG0000291	Syas.g_01018	Prag.g_01035
OG0000292	Syas.g_02020	Prag.g_01085
OG0000293	Syas.g_01197	Prag.g_01144
OG0000294	Syas.g_01196	Prag.g_01145
OG0000295	Syas.g_01139	Prag.g_01165
OG0000296	Syas.g_01137	Prag.g_01167
OG0000297	Syas.g_01124	Prag.g_01175
OG0000298	Syas.g_01123	Prag.g_01176
OG0000299	Syas.g_01087	Prag.g_01193
OG0000300	Syas.g_01082	Prag.g_01196
OG0000301	Syas.g_01081	Prag.g_01197
OG0000302	Syas.g_01080	Prag.g_01199
OG0000303	Syas.g_01071	Prag.g_01206
OG0000304	Syas.g_01066	Prag.g_01210
OG0000305	Syas.g_01023	Prag.g_01381
OG0000306	Syas.g_01929	Prag.g_01384
OG0000307	Syas.g_01270	Prag.g_01398
OG0000308	Syas.g_01272	Prag.g_01399
OG0000309	Syas.g_01364	Prag.g_01403
OG0000310	Syas.g_02796	Prag.g_01473
OG0000311	Syas.g_02799	Prag.g_01475
OG0000312	Syas.g_02804	Prag.g_01478
OG0000313	Syas.g_02823	Prag.g_01494
OG0000314	Syas.g_01296	Prag.g_01516
OG0000315	Syas.g_01306	Prag.g_01527
OG0000316	Syas.g_02728	Prag.g_01547
OG0000317	Syas.g_02687	Prag.g_01667
OG0000318	Syas.g_02680	Prag.g_01670
OG0000319	Syas.g_02663	Prag.g_01683
OG0000320	Syas.g_02661	Prag.g_01685
OG0000321	Syas.g_02660	Prag.g_01686
OG0000322	Syas.g_02659	Prag.g_01687
OG0000323	Syas.g_02646, Syas.g_00159	Prag.g_01696
OG0000324	Syas.g_02578	Prag.g_01723
OG0000325	Syas.g_01668	Prag.g_01733
OG0000326	Syas.g_01661	Prag.g_01739
OG0000327	Syas.g_01634	Prag.g_01763
OG0000328	Syas.g_01633	Prag.g_01764
OG0000329	Syas.g_01615	Prag.g_01781
OG0000330	Syas.g_01614	Prag.g_01782
OG0000331	Syas.g_01613	Prag.g_01783
OG0000332	Syas.g_01598	Prag.g_01797
OG0000333	Syas.g_01595	Prag.g_01799
OG0000334	Syas.g_01586	Prag.g_01807
OG0000335	Syas.g_01581	Prag.g_01812
OG0000336	Syas.g_01577	Prag.g_01816
OG0000337	Syas.g_02211	Prag.g_01832
OG0000338	Syas.g_02199	Prag.g_01833
OG0000339	Syas.g_02192	Prag.g_01837
OG0000340	Syas.g_02183	Prag.g_01845
OG0000341	Syas.g_02181	Prag.g_01847
OG0000342	Syas.g_02180	Prag.g_01848
OG0000343	Syas.g_02176	Prag.g_01849
OG0000344	Syas.g_02172	Prag.g_01852
OG0000345	Syas.g_02160	Prag.g_01857
OG0000346	Syas.g_02155	Prag.g_01862
OG0000347	Syas.g_02136	Prag.g_01878
OG0000348	Syas.g_02107	Prag.g_01887
OG0000349	Syas.g_02085	Prag.g_01904
OG0000350	Syas.g_01654	Prag.g_01923
OG0000351	Syas.g_01998	Prag.g_01940
OG0000352	Syas.g_01999	Prag.g_01941
OG0000353	Syas.g_02033	Prag.g_01956
OG0000354	Syas.g_02052	Prag.g_01282
OG0000355	Syas.g_02035	Prag.g_00001
OG0000356	Syas.g_02036	Prag.g_00002
OG0000357	Syas.g_02037	Prag.g_00003
OG0000358	Syas.g_02041	Prag.g_00007
OG0000359	Syas.g_02043	Prag.g_00008
OG0000360	Syas.g_02044	Prag.g_00009
OG0000361	Syas.g_02045	Prag.g_00010
OG0000362	Syas.g_02047	Prag.g_00012
OG0000363	Syas.g_02049	Prag.g_00014
OG0000364	Syas.g_02685	Prag.g_00015
OG0000365	Syas.g_02058	Prag.g_00020
OG0000366	Syas.g_02059	Prag.g_00021
OG0000368	Syas.g_02062	Prag.g_00024
OG0000369	Syas.g_02063	Prag.g_00025
OG0000370	Syas.g_02064	Prag.g_00026
OG0000371	Syas.g_02073	Prag.g_00032
OG0000372	Syas.g_02078	Prag.g_00035
OG0000373	Syas.g_02079	Prag.g_00036
OG0000374	Syas.g_02080	Prag.g_00037
OG0000375	Syas.g_02081	Prag.g_00040
OG0000376	Syas.g_02083	Prag.g_00042
OG0000377	Syas.g_01879	Prag.g_00045
OG0000378	Syas.g_01867	Prag.g_00047
OG0000379	Syas.g_01859	Prag.g_00050
OG0000380	Syas.g_02523	Prag.g_00060
OG0000381	Syas.g_02521	Prag.g_00064
OG0000382	Syas.g_02503	Prag.g_00075
OG0000383	Syas.g_02480	Prag.g_00077
OG0000384	Syas.g_02479	Prag.g_00078
OG0000385	Syas.g_02478	Prag.g_00079
OG0000386	Syas.g_02477	Prag.g_00080
OG0000387	Syas.g_00134	Prag.g_00092
OG0000388	Syas.g_02426	Prag.g_00095
OG0000389	Syas.g_02422	Prag.g_00099
OG0000390	Syas.g_02406	Prag.g_00106
OG0000391	Syas.g_02401	Prag.g_00109
OG0000392	Syas.g_02396	Prag.g_00113
OG0000393	Syas.g_02394	Prag.g_00115
OG0000394	Syas.g_02393	Prag.g_00116
OG0000395	Syas.g_02392	Prag.g_00117
OG0000396	Syas.g_02389	Prag.g_00120
OG0000397	Syas.g_02387	Prag.g_00122
OG0000398	Syas.g_02382	Prag.g_00124
OG0000399	Syas.g_02381	Prag.g_00125
OG0000400	Syas.g_02380	Prag.g_00126
OG0000401	Syas.g_02379	Prag.g_00127
OG0000402	Syas.g_02377	Prag.g_00129
OG0000403	Syas.g_02376	Prag.g_00130
OG0000404	Syas.g_02375	Prag.g_00131
OG0000405	Syas.g_02369	Prag.g_00135
OG0000406	Syas.g_02365	Prag.g_00140
OG0000407	Syas.g_02364	Prag.g_00141
OG0000408	Syas.g_02361	Prag.g_00143
OG0000409	Syas.g_02359	Prag.g_00145
OG0000410	Syas.g_02358	Prag.g_00146
OG0000411	Syas.g_02357	Prag.g_00147
OG0000412	Syas.g_02356	Prag.g_00148
OG0000413	Syas.g_02354	Prag.g_00149
OG0000414	Syas.g_02353	Prag.g_00150
OG0000415	Syas.g_02352	Prag.g_00151
OG0000416	Syas.g_02351	Prag.g_00152
OG0000417	Syas.g_02338	Prag.g_00153
OG0000418	Syas.g_02333	Prag.g_00158
OG0000419	Syas.g_02331	Prag.g_00160
OG0000420	Syas.g_02329	Prag.g_00161
OG0000421	Syas.g_02324	Prag.g_00166
OG0000422	Syas.g_02323	Prag.g_00167
OG0000423	Syas.g_02322	Prag.g_00168
OG0000424	Syas.g_02321	Prag.g_00169
OG0000425	Syas.g_02320	Prag.g_00170
OG0000426	Syas.g_02319	Prag.g_00171
OG0000427	Syas.g_02318	Prag.g_00172
OG0000428	Syas.g_02315	Prag.g_00174
OG0000429	Syas.g_02312	Prag.g_00175
OG0000430	Syas.g_02311	Prag.g_00176
OG0000431	Syas.g_02296	Prag.g_00178
OG0000432	Syas.g_02288	Prag.g_00181
OG0000433	Syas.g_02286	Prag.g_00182
OG0000434	Syas.g_02285	Prag.g_00183
OG0000435	Syas.g_02282	Prag.g_00184
OG0000436	Syas.g_02273	Prag.g_00189
OG0000437	Syas.g_02272	Prag.g_00190
OG0000438	Syas.g_02271	Prag.g_00191
OG0000439	Syas.g_02269	Prag.g_00193
OG0000440	Syas.g_02268	Prag.g_00194
OG0000441	Syas.g_02265	Prag.g_00197
OG0000442	Syas.g_02259	Prag.g_00198
OG0000443	Syas.g_02241	Prag.g_00199
OG0000444	Syas.g_02234	Prag.g_00204
OG0000445	Syas.g_02233	Prag.g_00205
OG0000446	Syas.g_02231	Prag.g_00206
OG0000447	Syas.g_02229	Prag.g_00207
OG0000448	Syas.g_02228	Prag.g_00208
OG0000449	Syas.g_02226	Prag.g_00209
OG0000450	Syas.g_01834	Prag.g_00210
OG0000451	Syas.g_01835	Prag.g_00211
OG0000452	Syas.g_01844	Prag.g_00214
OG0000453	Syas.g_01845	Prag.g_00215
OG0000454	Syas.g_01846	Prag.g_00216
OG0000455	Syas.g_01847	Prag.g_00217
OG0000456	Syas.g_01848	Prag.g_00218
OG0000457	Syas.g_01850	Prag.g_00219
OG0000458	Syas.g_01851	Prag.g_00220
OG0000459	Syas.g_01852	Prag.g_00221
OG0000460	Syas.g_02554	Prag.g_00228
OG0000461	Syas.g_01686	Prag.g_00235
OG0000462	Syas.g_01688	Prag.g_00237
OG0000463	Syas.g_01689	Prag.g_00238
OG0000464	Syas.g_01690	Prag.g_00239
OG0000465	Syas.g_01692	Prag.g_00240
OG0000466	Syas.g_01697	Prag.g_00243
OG0000467	Syas.g_01698	Prag.g_00244
OG0000468	Syas.g_01703	Prag.g_00245
OG0000469	Syas.g_01725	Prag.g_00253
OG0000470	Syas.g_01727	Prag.g_00255
OG0000471	Syas.g_01728	Prag.g_00256
OG0000472	Syas.g_01729	Prag.g_00257
OG0000473	Syas.g_01731	Prag.g_00259
OG0000474	Syas.g_01732	Prag.g_00260
OG0000475	Syas.g_01733	Prag.g_00261
OG0000476	Syas.g_01735	Prag.g_00262
OG0000477	Syas.g_01740	Prag.g_00266
OG0000478	Syas.g_01741	Prag.g_00267
OG0000479	Syas.g_01749	Prag.g_00268
OG0000480	Syas.g_01756	Prag.g_00273
OG0000481	Syas.g_00161, Syas.g_00162	Prag.g_00275
OG0000482	Syas.g_01758	Prag.g_00276
OG0000483	Syas.g_01762	Prag.g_00279
OG0000484	Syas.g_01763	Prag.g_00280
OG0000485	Syas.g_01764	Prag.g_00281
OG0000486	Syas.g_01765	Prag.g_00282
OG0000487	Syas.g_01771	Prag.g_00286
OG0000488	Syas.g_01779	Prag.g_00289
OG0000489	Syas.g_01823	Prag.g_00294
OG0000490	Syas.g_01808	Prag.g_00299
OG0000491	Syas.g_01806	Prag.g_00300
OG0000492	Syas.g_01803	Prag.g_00302
OG0000493	Syas.g_01802	Prag.g_00303
OG0000494	Syas.g_01801	Prag.g_00304
OG0000495	Syas.g_01799	Prag.g_00305
OG0000496	Syas.g_01798	Prag.g_00306
OG0000497	Syas.g_01797	Prag.g_00307
OG0000498	Syas.g_01796	Prag.g_00308
OG0000499	Syas.g_01795	Prag.g_00309
OG0000500	Syas.g_01794	Prag.g_00310
OG0000501	Syas.g_01791	Prag.g_00312
OG0000502	Syas.g_02216	Prag.g_00315
OG0000503	Syas.g_01541	Prag.g_00329
OG0000504	Syas.g_01539	Prag.g_00330
OG0000505	Syas.g_01538	Prag.g_00331
OG0000506	Syas.g_01536	Prag.g_00333
OG0000507	Syas.g_01530	Prag.g_00336
OG0000508	Syas.g_01523	Prag.g_00339
OG0000509	Syas.g_01521	Prag.g_00341
OG0000510	Syas.g_01520	Prag.g_00342
OG0000511	Syas.g_01519	Prag.g_00343
OG0000512	Syas.g_01517	Prag.g_00345
OG0000513	Syas.g_01508	Prag.g_00352
OG0000514	Syas.g_01504	Prag.g_00410
OG0000515	Syas.g_01503	Prag.g_00411
OG0000516	Syas.g_01501	Prag.g_00412
OG0000517	Syas.g_01498	Prag.g_00414
OG0000518	Syas.g_00360, Syas.g_02746	Prag.g_00425
OG0000519	Syas.g_02747	Prag.g_00426
OG0000520	Syas.g_02748	Prag.g_00427
OG0000521	Syas.g_01281	Prag.g_00432
OG0000522	Syas.g_01279	Prag.g_00434
OG0000523	Syas.g_01278	Prag.g_00435
OG0000524	Syas.g_01354	Prag.g_00440
OG0000525	Syas.g_01342	Prag.g_00443
OG0000526	Syas.g_01340	Prag.g_00444
OG0000527	Syas.g_01335	Prag.g_00452
OG0000528	Syas.g_01256	Prag.g_00457
OG0000529	Syas.g_01252	Prag.g_00460
OG0000530	Syas.g_01249	Prag.g_00463
OG0000531	Syas.g_01248	Prag.g_00464
OG0000532	Syas.g_01245	Prag.g_00466
OG0000533	Syas.g_01243	Prag.g_00467
OG0000534	Syas.g_01242	Prag.g_00468
OG0000535	Syas.g_01241	Prag.g_00469
OG0000536	Syas.g_01240	Prag.g_00470
OG0000537	Syas.g_01238	Prag.g_00471
OG0000538	Syas.g_01228	Prag.g_00479
OG0000539	Syas.g_01227	Prag.g_00480
OG0000540	Syas.g_01226	Prag.g_00481
OG0000541	Syas.g_01225	Prag.g_00482
OG0000542	Syas.g_01221	Prag.g_00484
OG0000543	Syas.g_01219	Prag.g_00486
OG0000544	Syas.g_01218	Prag.g_00487
OG0000545	Syas.g_01216	Prag.g_00489
OG0000546	Syas.g_01214	Prag.g_00492
OG0000547	Syas.g_01212	Prag.g_00494
OG0000548	Syas.g_01211	Prag.g_00495
OG0000549	Syas.g_00005	Prag.g_00497
OG0000550	Syas.g_00010	Prag.g_00502
OG0000551	Syas.g_00015	Prag.g_00506
OG0000552	Syas.g_00016	Prag.g_00507
OG0000553	Syas.g_00019	Prag.g_00508
OG0000554	Syas.g_00063	Prag.g_00513
OG0000555	Syas.g_00775	Prag.g_00521
OG0000556	Syas.g_00781	Prag.g_00523
OG0000557	Syas.g_00783	Prag.g_00524
OG0000558	Syas.g_00785	Prag.g_00526
OG0000559	Syas.g_00789	Prag.g_00530
OG0000560	Syas.g_00792	Prag.g_00533
OG0000561	Syas.g_00793	Prag.g_00534
OG0000562	Syas.g_00794	Prag.g_00535
OG0000563	Syas.g_00795	Prag.g_00536
OG0000564	Syas.g_00796	Prag.g_00537
OG0000565	Syas.g_00800	Prag.g_00540
OG0000566	Syas.g_00804	Prag.g_00542
OG0000567	Syas.g_00808	Prag.g_00546
OG0000568	Syas.g_00810	Prag.g_00547
OG0000569	Syas.g_00811	Prag.g_00548
OG0000570	Syas.g_00812	Prag.g_00549
OG0000571	Syas.g_00815	Prag.g_00551
OG0000572	Syas.g_00839	Prag.g_00564
OG0000573	Syas.g_00952	Prag.g_00570
OG0000574	Syas.g_00951	Prag.g_00571
OG0000575	Syas.g_00848	Prag.g_00575
OG0000576	Syas.g_00850	Prag.g_00577
OG0000577	Syas.g_00851	Prag.g_00578
OG0000578	Syas.g_00852	Prag.g_00579
OG0000579	Syas.g_00853	Prag.g_00580
OG0000580	Syas.g_00854	Prag.g_00581
OG0000581	Syas.g_00861	Prag.g_00583
OG0000582	Syas.g_00873	Prag.g_00586
OG0000583	Syas.g_00872	Prag.g_00587
OG0000584	Syas.g_00871	Prag.g_00588
OG0000585	Syas.g_00868	Prag.g_00590
OG0000586	Syas.g_00867	Prag.g_00591
OG0000587	Syas.g_00865	Prag.g_00592
OG0000588	Syas.g_00960	Prag.g_00596
OG0000589	Syas.g_00121	Prag.g_00599
OG0000590	Syas.g_00120	Prag.g_00600
