Orthogroup	Syas	Prbd
OG0000209	Syas.g_01837	Prbd.g_01021
OG0000210	Syas.g_01838	Prbd.g_01020
OG0000211	Syas.g_02552	Prbd.g_01006
OG0000212	Syas.g_02562	Prbd.g_00999
OG0000213	Syas.g_01707	Prbd.g_00982
OG0000214	Syas.g_01730	Prbd.g_00972
OG0000215	Syas.g_01766	Prbd.g_00947
OG0000216	Syas.g_01770	Prbd.g_00945
OG0000217	Syas.g_01778	Prbd.g_00942
OG0000218	Syas.g_01780	Prbd.g_00940
OG0000219	Syas.g_01783	Prbd.g_00939
OG0000220	Syas.g_01784	Prbd.g_00938
OG0000221	Syas.g_01785	Prbd.g_00937
OG0000222	Syas.g_01804	Prbd.g_00929
OG0000223	Syas.g_02221	Prbd.g_00916
OG0000224	Syas.g_02215	Prbd.g_00914
OG0000225	Syas.g_01522	Prbd.g_00893
OG0000226	Syas.g_01518	Prbd.g_00889
OG0000227	Syas.g_01516	Prbd.g_00887
OG0000228	Syas.g_01513	Prbd.g_00884
OG0000229	Syas.g_01497	Prbd.g_00806
OG0000230	Syas.g_01495	Prbd.g_00804
OG0000231	Syas.g_02749	Prbd.g_00793
OG0000232	Syas.g_01276	Prbd.g_00784
OG0000233	Syas.g_01352	Prbd.g_00779
OG0000234	Syas.g_01331	Prbd.g_00766
OG0000235	Syas.g_01254	Prbd.g_00763
OG0000236	Syas.g_01237	Prbd.g_00749
OG0000237	Syas.g_01220	Prbd.g_00736
OG0000238	Syas.g_01215	Prbd.g_00730
OG0000239	Syas.g_00012	Prbd.g_00717
OG0000240	Syas.g_00013	Prbd.g_00716
OG0000241	Syas.g_00754	Prbd.g_00712
OG0000242	Syas.g_00059	Prbd.g_00710
OG0000243	Syas.g_00777	Prbd.g_00699
OG0000244	Syas.g_00784	Prbd.g_00696
OG0000245	Syas.g_00786	Prbd.g_00694
OG0000246	Syas.g_00790	Prbd.g_00690
OG0000247	Syas.g_00802	Prbd.g_00680
OG0000248	Syas.g_00805	Prbd.g_00678
OG0000249	Syas.g_00807	Prbd.g_00676
OG0000250	Syas.g_00814	Prbd.g_00671
OG0000251	Syas.g_00845	Prbd.g_00653
OG0000252	Syas.g_00950	Prbd.g_00650
OG0000253	Syas.g_00846	Prbd.g_00649
OG0000254	Syas.g_00869	Prbd.g_00633
OG0000255	Syas.g_00132, Syas.g_01062	Prbd.g_00627
OG0000256	Syas.g_00104	Prbd.g_00617
OG0000257	Syas.g_00757	Prbd.g_00614
OG0000258	Syas.g_00733	Prbd.g_00601
OG0000259	Syas.g_01006, Syas.g_00708	Prbd.g_00584
OG0000260	Syas.g_00705	Prbd.g_00581
OG0000261	Syas.g_00701	Prbd.g_00579
OG0000262	Syas.g_00695	Prbd.g_00575
OG0000263	Syas.g_01103	Prbd.g_00563
OG0000264	Syas.g_02588	Prbd.g_00553
OG0000266	Syas.g_00186	Prbd.g_00017
OG0000267	Syas.g_00377	Prbd.g_00028
OG0000268	Syas.g_00390	Prbd.g_00029
OG0000269	Syas.g_00601	Prbd.g_00097
OG0000270	Syas.g_00598	Prbd.g_00100
OG0000271	Syas.g_00590	Prbd.g_00108
OG0000272	Syas.g_00589	Prbd.g_00109
OG0000273	Syas.g_00563	Prbd.g_00132
OG0000274	Syas.g_00562	Prbd.g_00133
OG0000275	Syas.g_00230	Prbd.g_00136
OG0000276	Syas.g_00237	Prbd.g_00141
OG0000277	Syas.g_00238	Prbd.g_00142
OG0000278	Syas.g_00241	Prbd.g_00145
OG0000279	Syas.g_00288	Prbd.g_00152
OG0000280	Syas.g_00889, Syas.g_00481	Prbd.g_00153
OG0000281	Syas.g_00970	Prbd.g_00158
OG0000282	Syas.g_00672	Prbd.g_00208
OG0000283	Syas.g_00409	Prbd.g_00241
OG0000284	Syas.g_00416	Prbd.g_00246
OG0000285	Syas.g_00436	Prbd.g_00251
OG0000286	Syas.g_00460	Prbd.g_00263
OG0000287	Syas.g_00534	Prbd.g_00280
OG0000288	Syas.g_00220	Prbd.g_00313
OG0000289	Syas.g_00205	Prbd.g_00324
OG0000290	Syas.g_01016	Prbd.g_00337
OG0000291	Syas.g_01018	Prbd.g_00339
OG0000292	Syas.g_02020	Prbd.g_00389
OG0000293	Syas.g_01197	Prbd.g_00459
OG0000294	Syas.g_01196	Prbd.g_00460
OG0000295	Syas.g_01139	Prbd.g_00480
OG0000296	Syas.g_01137	Prbd.g_00482
OG0000297	Syas.g_01124	Prbd.g_00490
OG0000298	Syas.g_01123	Prbd.g_00491
OG0000299	Syas.g_01087	Prbd.g_00508
OG0000300	Syas.g_01082	Prbd.g_00511
OG0000301	Syas.g_01081	Prbd.g_00512
OG0000302	Syas.g_01080	Prbd.g_00514
OG0000303	Syas.g_01071	Prbd.g_00521
OG0000304	Syas.g_01066	Prbd.g_00525
OG0000305	Syas.g_01023	Prbd.g_01772
OG0000306	Syas.g_01929	Prbd.g_01769
OG0000307	Syas.g_01270	Prbd.g_01755
OG0000308	Syas.g_01272	Prbd.g_01754
OG0000309	Syas.g_01364	Prbd.g_01750
OG0000310	Syas.g_02796	Prbd.g_01704
OG0000311	Syas.g_02799	Prbd.g_01702
OG0000312	Syas.g_02804	Prbd.g_01699
OG0000313	Syas.g_02823	Prbd.g_01685
OG0000314	Syas.g_01296	Prbd.g_01662
OG0000315	Syas.g_01306	Prbd.g_01652
OG0000316	Syas.g_02728	Prbd.g_01632
OG0000317	Syas.g_02687	Prbd.g_01527
OG0000318	Syas.g_02680	Prbd.g_01524
OG0000319	Syas.g_02663	Prbd.g_01511
OG0000320	Syas.g_02661	Prbd.g_01509
OG0000321	Syas.g_02660	Prbd.g_01508
OG0000322	Syas.g_02659	Prbd.g_01507
OG0000323	Syas.g_02646, Syas.g_00159	Prbd.g_01498
OG0000324	Syas.g_02578	Prbd.g_01471
OG0000325	Syas.g_01668	Prbd.g_01462
OG0000326	Syas.g_01661	Prbd.g_01456
OG0000327	Syas.g_01634	Prbd.g_01432
OG0000328	Syas.g_01633	Prbd.g_01431
OG0000329	Syas.g_01615	Prbd.g_01414
OG0000330	Syas.g_01614	Prbd.g_01413
OG0000331	Syas.g_01613	Prbd.g_01412
OG0000332	Syas.g_01598	Prbd.g_01398
OG0000333	Syas.g_01595	Prbd.g_01396
OG0000334	Syas.g_01586	Prbd.g_01388
OG0000335	Syas.g_01581	Prbd.g_01383
OG0000336	Syas.g_01577	Prbd.g_01379
OG0000337	Syas.g_02211	Prbd.g_01363
OG0000338	Syas.g_02199	Prbd.g_01362
OG0000339	Syas.g_02192	Prbd.g_01358
OG0000340	Syas.g_02183	Prbd.g_01350
OG0000341	Syas.g_02181	Prbd.g_01348
OG0000342	Syas.g_02180	Prbd.g_01347
OG0000343	Syas.g_02176	Prbd.g_01346
OG0000344	Syas.g_02172	Prbd.g_01343
OG0000345	Syas.g_02160	Prbd.g_01338
OG0000346	Syas.g_02155	Prbd.g_01334
OG0000347	Syas.g_02136	Prbd.g_01317
OG0000348	Syas.g_02107	Prbd.g_01307
OG0000349	Syas.g_02085	Prbd.g_01290
OG0000350	Syas.g_01654	Prbd.g_01272
OG0000351	Syas.g_01998	Prbd.g_01255
OG0000352	Syas.g_01999	Prbd.g_01254
OG0000353	Syas.g_02033	Prbd.g_01238
OG0000355	Syas.g_02035	Prbd.g_01236
OG0000356	Syas.g_02036	Prbd.g_01235
OG0000357	Syas.g_02037	Prbd.g_01234
OG0000358	Syas.g_02041	Prbd.g_01230
OG0000359	Syas.g_02043	Prbd.g_01229
OG0000360	Syas.g_02044	Prbd.g_01228
OG0000361	Syas.g_02045	Prbd.g_01227
OG0000362	Syas.g_02047	Prbd.g_01225
OG0000363	Syas.g_02049	Prbd.g_01223
OG0000364	Syas.g_02685	Prbd.g_01222
OG0000365	Syas.g_02058	Prbd.g_01217
OG0000366	Syas.g_02059	Prbd.g_01216
OG0000368	Syas.g_02062	Prbd.g_01213
OG0000369	Syas.g_02063	Prbd.g_01212
OG0000370	Syas.g_02064	Prbd.g_01211
OG0000371	Syas.g_02073	Prbd.g_01205
OG0000372	Syas.g_02078	Prbd.g_01202
OG0000373	Syas.g_02079	Prbd.g_01201
OG0000374	Syas.g_02080	Prbd.g_01200
OG0000375	Syas.g_02081	Prbd.g_01198
OG0000376	Syas.g_02083	Prbd.g_01196
OG0000377	Syas.g_01879	Prbd.g_01192
OG0000378	Syas.g_01867	Prbd.g_01190
OG0000379	Syas.g_01859	Prbd.g_01187
OG0000380	Syas.g_02523	Prbd.g_01178
OG0000381	Syas.g_02521	Prbd.g_01174
OG0000382	Syas.g_02503	Prbd.g_01163
OG0000383	Syas.g_02480	Prbd.g_01161
OG0000384	Syas.g_02479	Prbd.g_01160
OG0000385	Syas.g_02478	Prbd.g_01159
OG0000386	Syas.g_02477	Prbd.g_01158
OG0000387	Syas.g_00134	Prbd.g_01145
OG0000388	Syas.g_02426	Prbd.g_01142
OG0000389	Syas.g_02422	Prbd.g_01138
OG0000390	Syas.g_02406	Prbd.g_01131
OG0000391	Syas.g_02401	Prbd.g_01127
OG0000392	Syas.g_02396	Prbd.g_01123
OG0000393	Syas.g_02394	Prbd.g_01121
OG0000394	Syas.g_02393	Prbd.g_01120
OG0000395	Syas.g_02392	Prbd.g_01119
OG0000396	Syas.g_02389	Prbd.g_01116
OG0000397	Syas.g_02387	Prbd.g_01114
OG0000398	Syas.g_02382	Prbd.g_01112
OG0000399	Syas.g_02381	Prbd.g_01111
OG0000400	Syas.g_02380	Prbd.g_01110
OG0000401	Syas.g_02379	Prbd.g_01109
OG0000402	Syas.g_02377	Prbd.g_01107
OG0000403	Syas.g_02376	Prbd.g_01106
OG0000404	Syas.g_02375	Prbd.g_01105
OG0000405	Syas.g_02369	Prbd.g_01100
OG0000406	Syas.g_02365	Prbd.g_01093
OG0000407	Syas.g_02364	Prbd.g_01092
OG0000408	Syas.g_02361	Prbd.g_01090
OG0000409	Syas.g_02359	Prbd.g_01088
OG0000410	Syas.g_02358	Prbd.g_01087
OG0000411	Syas.g_02357	Prbd.g_01086
OG0000412	Syas.g_02356	Prbd.g_01085
OG0000413	Syas.g_02354	Prbd.g_01084
OG0000414	Syas.g_02353	Prbd.g_01083
OG0000415	Syas.g_02352	Prbd.g_01082
OG0000416	Syas.g_02351	Prbd.g_01081
OG0000417	Syas.g_02338	Prbd.g_01080
OG0000418	Syas.g_02333	Prbd.g_01075
OG0000419	Syas.g_02331	Prbd.g_01073
OG0000420	Syas.g_02329	Prbd.g_01072
OG0000421	Syas.g_02324	Prbd.g_01067
OG0000422	Syas.g_02323	Prbd.g_01066
OG0000423	Syas.g_02322	Prbd.g_01065
OG0000424	Syas.g_02321	Prbd.g_01064
OG0000425	Syas.g_02320	Prbd.g_01063
OG0000426	Syas.g_02319	Prbd.g_01062
OG0000427	Syas.g_02318	Prbd.g_01061
OG0000428	Syas.g_02315	Prbd.g_01059
OG0000429	Syas.g_02312	Prbd.g_01058
OG0000430	Syas.g_02311	Prbd.g_01057
OG0000431	Syas.g_02296	Prbd.g_01055
OG0000432	Syas.g_02288	Prbd.g_01052
OG0000433	Syas.g_02286	Prbd.g_01051
OG0000434	Syas.g_02285	Prbd.g_01050
OG0000435	Syas.g_02282	Prbd.g_01049
OG0000436	Syas.g_02273	Prbd.g_01044
OG0000437	Syas.g_02272	Prbd.g_01043
OG0000438	Syas.g_02271	Prbd.g_01042
OG0000439	Syas.g_02269	Prbd.g_01040
OG0000440	Syas.g_02268	Prbd.g_01039
OG0000441	Syas.g_02265	Prbd.g_01036
OG0000442	Syas.g_02259	Prbd.g_01035
OG0000443	Syas.g_02241	Prbd.g_01034
OG0000444	Syas.g_02234	Prbd.g_01029
OG0000445	Syas.g_02233	Prbd.g_01028
OG0000446	Syas.g_02231	Prbd.g_01027
OG0000447	Syas.g_02229	Prbd.g_01026
OG0000448	Syas.g_02228	Prbd.g_01025
OG0000449	Syas.g_02226	Prbd.g_01024
OG0000450	Syas.g_01834	Prbd.g_01023
OG0000451	Syas.g_01835	Prbd.g_01022
OG0000452	Syas.g_01844	Prbd.g_01019
OG0000453	Syas.g_01845	Prbd.g_01018
OG0000454	Syas.g_01846	Prbd.g_01017
OG0000455	Syas.g_01847	Prbd.g_01016
OG0000456	Syas.g_01848	Prbd.g_01015
OG0000457	Syas.g_01850	Prbd.g_01013
OG0000458	Syas.g_01851	Prbd.g_01012
OG0000459	Syas.g_01852	Prbd.g_01011
OG0000460	Syas.g_02554	Prbd.g_01004
OG0000461	Syas.g_01686	Prbd.g_00997
OG0000462	Syas.g_01688	Prbd.g_00995
OG0000463	Syas.g_01689	Prbd.g_00994
OG0000464	Syas.g_01690	Prbd.g_00993
OG0000465	Syas.g_01692	Prbd.g_00992
OG0000466	Syas.g_01697	Prbd.g_00989
OG0000467	Syas.g_01698	Prbd.g_00988
OG0000468	Syas.g_01703	Prbd.g_00986
OG0000469	Syas.g_01725	Prbd.g_00977
OG0000470	Syas.g_01727	Prbd.g_00975
OG0000471	Syas.g_01728	Prbd.g_00974
OG0000472	Syas.g_01729	Prbd.g_00973
OG0000473	Syas.g_01731	Prbd.g_00971
OG0000474	Syas.g_01732	Prbd.g_00970
OG0000475	Syas.g_01733	Prbd.g_00969
OG0000476	Syas.g_01735	Prbd.g_00968
OG0000477	Syas.g_01740	Prbd.g_00964
OG0000478	Syas.g_01741	Prbd.g_00963
OG0000479	Syas.g_01749	Prbd.g_00962
OG0000480	Syas.g_01756	Prbd.g_00957
OG0000481	Syas.g_00161, Syas.g_00162	Prbd.g_00955
OG0000482	Syas.g_01758	Prbd.g_00954
OG0000483	Syas.g_01762	Prbd.g_00951
OG0000484	Syas.g_01763	Prbd.g_00950
OG0000485	Syas.g_01764	Prbd.g_00949
OG0000486	Syas.g_01765	Prbd.g_00948
OG0000487	Syas.g_01771	Prbd.g_00944
OG0000488	Syas.g_01779	Prbd.g_00941
OG0000489	Syas.g_01823	Prbd.g_00936
OG0000490	Syas.g_01808	Prbd.g_00931
OG0000491	Syas.g_01806	Prbd.g_00930
OG0000492	Syas.g_01803	Prbd.g_00928
OG0000493	Syas.g_01802	Prbd.g_00927
OG0000494	Syas.g_01801	Prbd.g_00926
OG0000495	Syas.g_01799	Prbd.g_00925
OG0000496	Syas.g_01798	Prbd.g_00924
OG0000497	Syas.g_01797	Prbd.g_00923
OG0000498	Syas.g_01796	Prbd.g_00922
OG0000499	Syas.g_01795	Prbd.g_00921
OG0000500	Syas.g_01794	Prbd.g_00920
OG0000501	Syas.g_01791	Prbd.g_00918
OG0000502	Syas.g_02216	Prbd.g_00915
OG0000503	Syas.g_01541	Prbd.g_00905
OG0000504	Syas.g_01539	Prbd.g_00904
OG0000505	Syas.g_01538	Prbd.g_00903
OG0000506	Syas.g_01536	Prbd.g_00901
OG0000507	Syas.g_01530	Prbd.g_00898
OG0000508	Syas.g_01523	Prbd.g_00894
OG0000509	Syas.g_01521	Prbd.g_00892
OG0000510	Syas.g_01520	Prbd.g_00891
OG0000511	Syas.g_01519	Prbd.g_00890
OG0000512	Syas.g_01517	Prbd.g_00888
OG0000513	Syas.g_01508	Prbd.g_00881
OG0000514	Syas.g_01504	Prbd.g_00811
OG0000515	Syas.g_01503	Prbd.g_00810
OG0000516	Syas.g_01501	Prbd.g_00809
OG0000517	Syas.g_01498	Prbd.g_00807
OG0000518	Syas.g_00360, Syas.g_02746	Prbd.g_00796
OG0000519	Syas.g_02747	Prbd.g_00795
OG0000520	Syas.g_02748	Prbd.g_00794
OG0000521	Syas.g_01281	Prbd.g_00789
OG0000522	Syas.g_01279	Prbd.g_00787
OG0000523	Syas.g_01278	Prbd.g_00786
OG0000524	Syas.g_01354	Prbd.g_00781
OG0000525	Syas.g_01342	Prbd.g_00778
OG0000526	Syas.g_01340	Prbd.g_00777
OG0000527	Syas.g_01335	Prbd.g_00769
OG0000528	Syas.g_01256	Prbd.g_00764
OG0000529	Syas.g_01252	Prbd.g_00761
OG0000530	Syas.g_01249	Prbd.g_00758
OG0000531	Syas.g_01248	Prbd.g_00757
OG0000532	Syas.g_01245	Prbd.g_00755
OG0000533	Syas.g_01243	Prbd.g_00754
OG0000534	Syas.g_01242	Prbd.g_00753
OG0000535	Syas.g_01241	Prbd.g_00752
OG0000536	Syas.g_01240	Prbd.g_00751
OG0000537	Syas.g_01238	Prbd.g_00750
OG0000538	Syas.g_01228	Prbd.g_00742
OG0000539	Syas.g_01227	Prbd.g_00741
OG0000540	Syas.g_01226	Prbd.g_00740
OG0000541	Syas.g_01225	Prbd.g_00739
OG0000542	Syas.g_01221	Prbd.g_00737
OG0000543	Syas.g_01219	Prbd.g_00735
OG0000544	Syas.g_01218	Prbd.g_00734
OG0000545	Syas.g_01216	Prbd.g_00732
OG0000546	Syas.g_01214	Prbd.g_00729
OG0000547	Syas.g_01212	Prbd.g_00727
OG0000548	Syas.g_01211	Prbd.g_00726
OG0000549	Syas.g_00005	Prbd.g_00724
OG0000550	Syas.g_00010	Prbd.g_00719
OG0000551	Syas.g_00015	Prbd.g_00715
OG0000552	Syas.g_00016	Prbd.g_00714
OG0000553	Syas.g_00019	Prbd.g_00713
OG0000554	Syas.g_00063	Prbd.g_00708
OG0000555	Syas.g_00775	Prbd.g_00700
OG0000556	Syas.g_00781	Prbd.g_00698
OG0000557	Syas.g_00783	Prbd.g_00697
OG0000558	Syas.g_00785	Prbd.g_00695
OG0000559	Syas.g_00789	Prbd.g_00691
OG0000560	Syas.g_00792	Prbd.g_00688
OG0000561	Syas.g_00793	Prbd.g_00687
OG0000562	Syas.g_00794	Prbd.g_00686
OG0000563	Syas.g_00795	Prbd.g_00685
OG0000564	Syas.g_00796	Prbd.g_00684
OG0000565	Syas.g_00800	Prbd.g_00681
OG0000566	Syas.g_00804	Prbd.g_00679
OG0000567	Syas.g_00808	Prbd.g_00675
OG0000568	Syas.g_00810	Prbd.g_00674
