Orthogroup	Syas	Syak
OG0000086	Syas.g_02470	Syak.g_02219
OG0000087	Syas.g_02374	Syak.g_02141
OG0000089	Syas.g_01512	Syak.g_01215
OG0000090	Syas.g_00062	Syak.g_02640
OG0000091	Syas.g_00907, Syas.g_00146	Syak.g_00043
OG0000092	Syas.g_00900, Syas.g_00877	Syak.g_01126
OG0000094	Syas.g_00208	Syak.g_00656
OG0000095	Syas.g_01021	Syak.g_00736
OG0000098	Syas.g_00091	Syak.g_00345, Syak.g_02651
OG0000099	Syas.g_01826	Syak.g_01527
OG0000100	Syas.g_00567	Syak.g_00622
OG0000102	Syas.g_02152, Syas.g_01395	Syak.g_01661
OG0000104	Syas.g_02027, Syas.g_02026	Syak.g_01799
OG0000105	Syas.g_01739	Syak.g_01451
OG0000106	Syas.g_01451	Syak.g_00096
OG0000107	Syas.g_01669	Syak.g_01392
OG0000108	Syas.g_01253	Syak.g_02574
OG0000109	Syas.g_01236	Syak.g_02590
OG0000110	Syas.g_00359, Syas.g_00818	Syak.g_02698
OG0000111	Syas.g_01037	Syak.g_00725
OG0000112	Syas.g_00452	Syak.g_00512
OG0000113	Syas.g_00571	Syak.g_00461
OG0000114	Syas.g_00252	Syak.g_00065
OG0000115	Syas.g_02548, Syas.g_01285	Syak.g_01066
OG0000116	Syas.g_01198, Syas.g_00317	Syak.g_00911
OG0000117	Syas.g_01122	Syak.g_00846
OG0000118	Syas.g_02835	Syak.g_00954
OG0000120	Syas.g_01828	Syak.g_01526
OG0000121	Syas.g_02821	Syak.g_01044
OG0000122	Syas.g_00393	Syak.g_00081
OG0000123	Syas.g_01582	Syak.g_01299
OG0000124	Syas.g_02137	Syak.g_01692
OG0000125	Syas.g_01889	Syak.g_01934
OG0000126	Syas.g_01992	Syak.g_01801
OG0000127	Syas.g_02540	Syak.g_02269
OG0000128	Syas.g_02046	Syak.g_01782
OG0000129	Syas.g_01880	Syak.g_01947
OG0000130	Syas.g_02522	Syak.g_02255
OG0000131	Syas.g_02367	Syak.g_02128
OG0000132	Syas.g_02334	Syak.g_02108
OG0000133	Syas.g_00457	Syak.g_00507
OG0000134	Syas.g_01509	Syak.g_01212
OG0000135	Syas.g_01938	Syak.g_01897
OG0000136	Syas.g_02740	Syak.g_01186
OG0000137	Syas.g_01333	Syak.g_01118
OG0000138	Syas.g_01235	Syak.g_01062, Syak.g_02591
OG0000139	Syas.g_00069	Syak.g_02646
OG0000140	Syas.g_00090	Syak.g_02650
OG0000141	Syas.g_00875	Syak.g_02746
OG0000142	Syas.g_00746	Syak.g_00035
OG0000143	Syas.g_00742	Syak.g_00039
OG0000144	Syas.g_00718	Syak.g_00260
OG0000145	Syas.g_00948	Syak.g_02598
OG0000146	Syas.g_00451	Syak.g_00514
OG0000147	Syas.g_00450	Syak.g_00515
OG0000148	Syas.g_00577	Syak.g_00455
OG0000149	Syas.g_00282	Syak.g_00596
OG0000150	Syas.g_00874	Syak.g_02747
OG0000151	Syas.g_00148, Syas.g_00659	Syak.g_00387
OG0000152	Syas.g_00461	Syak.g_00503
OG0000153	Syas.g_00543	Syak.g_00470
OG0000154	Syas.g_00219	Syak.g_00645
OG0000155	Syas.g_01131	Syak.g_00855
OG0000156	Syas.g_01206	Syak.g_00919
OG0000157	Syas.g_01207	Syak.g_00920
OG0000158	Syas.g_02185	Syak.g_01624
OG0000159	Syas.g_01155	Syak.g_01580
OG0000160	Syas.g_02820	Syak.g_01043
OG0000161	Syas.g_02826	Syak.g_01050
OG0000162	Syas.g_02751	Syak.g_01058
OG0000163	Syas.g_01488	Syak.g_02478
OG0000164	Syas.g_02648	Syak.g_02384
OG0000165	Syas.g_02609	Syak.g_02374
OG0000166	Syas.g_01629	Syak.g_01345
OG0000167	Syas.g_01449	Syak.g_01561
OG0000168	Syas.g_02184	Syak.g_01625
OG0000169	Syas.g_02170	Syak.g_01637
OG0000170	Syas.g_02161	Syak.g_01644
OG0000171	Syas.g_02139	Syak.g_01691
OG0000172	Syas.g_02110	Syak.g_01713
OG0000173	Syas.g_02092	Syak.g_01733
OG0000174	Syas.g_01940	Syak.g_01895
OG0000175	Syas.g_01994	Syak.g_01827
OG0000176	Syas.g_02038	Syak.g_01790
OG0000177	Syas.g_02039	Syak.g_01789
OG0000178	Syas.g_02040	Syak.g_01788
OG0000179	Syas.g_02054	Syak.g_01773
OG0000180	Syas.g_02055	Syak.g_01772
OG0000181	Syas.g_02056	Syak.g_01771
OG0000182	Syas.g_02057	Syak.g_01770
OG0000183	Syas.g_02061	Syak.g_01766
OG0000184	Syas.g_01872	Syak.g_01955
OG0000185	Syas.g_01861	Syak.g_01971
OG0000186	Syas.g_02525	Syak.g_02258
OG0000187	Syas.g_02524	Syak.g_02257
OG0000188	Syas.g_02502	Syak.g_02235
OG0000189	Syas.g_02432	Syak.g_02203
OG0000190	Syas.g_00133	Syak.g_01575
OG0000191	Syas.g_02400	Syak.g_02171
OG0000192	Syas.g_02395	Syak.g_02165
OG0000193	Syas.g_02366	Syak.g_02127
OG0000194	Syas.g_02363	Syak.g_02124
OG0000196	Syas.g_02337	Syak.g_02111
OG0000197	Syas.g_02336	Syak.g_02110
OG0000198	Syas.g_02335	Syak.g_02109
OG0000199	Syas.g_02327	Syak.g_02100
OG0000200	Syas.g_02298	Syak.g_02083
OG0000201	Syas.g_02279	Syak.g_02068
OG0000202	Syas.g_02278	Syak.g_02067
OG0000203	Syas.g_02277	Syak.g_02066
OG0000204	Syas.g_02276	Syak.g_02065
OG0000205	Syas.g_02267	Syak.g_02058
OG0000206	Syas.g_02240	Syak.g_02038
OG0000207	Syas.g_02237	Syak.g_02025
OG0000208	Syas.g_02236	Syak.g_02024
OG0000209	Syas.g_01837	Syak.g_01995
OG0000210	Syas.g_01838	Syak.g_01994
OG0000211	Syas.g_02552	Syak.g_02300
OG0000212	Syas.g_02562	Syak.g_02311
OG0000213	Syas.g_01707	Syak.g_01425
OG0000214	Syas.g_01730	Syak.g_01442
OG0000215	Syas.g_01766	Syak.g_01474
OG0000216	Syas.g_01770	Syak.g_01478
OG0000217	Syas.g_01778	Syak.g_01482
OG0000218	Syas.g_01780	Syak.g_01484
OG0000219	Syas.g_01783	Syak.g_01485
OG0000220	Syas.g_01784	Syak.g_01486
OG0000221	Syas.g_01785	Syak.g_01498
OG0000222	Syas.g_01804	Syak.g_01512
OG0000223	Syas.g_02221	Syak.g_01531
OG0000224	Syas.g_02215	Syak.g_01532
OG0000225	Syas.g_01522	Syak.g_01230
OG0000226	Syas.g_01518	Syak.g_01226
OG0000227	Syas.g_01516	Syak.g_01224
OG0000228	Syas.g_01513	Syak.g_01216
OG0000229	Syas.g_01497	Syak.g_01191
OG0000230	Syas.g_01495	Syak.g_01189
OG0000231	Syas.g_02749	Syak.g_01176
OG0000232	Syas.g_01276	Syak.g_01156
OG0000233	Syas.g_01352	Syak.g_01145
OG0000234	Syas.g_01331	Syak.g_01116
OG0000235	Syas.g_01254	Syak.g_02573
OG0000236	Syas.g_01237	Syak.g_02589
OG0000237	Syas.g_01220	Syak.g_02607
OG0000238	Syas.g_01215	Syak.g_02612
OG0000239	Syas.g_00012	Syak.g_02628
OG0000240	Syas.g_00013	Syak.g_02629
OG0000241	Syas.g_00754	Syak.g_00027
OG0000242	Syas.g_00059	Syak.g_02638
OG0000243	Syas.g_00777	Syak.g_02658
OG0000244	Syas.g_00784	Syak.g_02665
OG0000245	Syas.g_00786	Syak.g_02667
OG0000246	Syas.g_00790	Syak.g_02671
OG0000247	Syas.g_00802	Syak.g_02681
OG0000248	Syas.g_00805	Syak.g_02684
OG0000249	Syas.g_00807	Syak.g_02686
OG0000250	Syas.g_00814	Syak.g_02694
OG0000251	Syas.g_00845	Syak.g_02722
OG0000252	Syas.g_00950	Syak.g_02725
OG0000253	Syas.g_00846	Syak.g_02727
OG0000254	Syas.g_00869	Syak.g_02752
OG0000255	Syas.g_00132, Syas.g_01062	Syak.g_02772
OG0000256	Syas.g_00104	Syak.g_00020
OG0000257	Syas.g_00757	Syak.g_00026
OG0000258	Syas.g_00733	Syak.g_00044
OG0000259	Syas.g_00708	Syak.g_00334
OG0000260	Syas.g_00705	Syak.g_00338
OG0000261	Syas.g_00701	Syak.g_00348
OG0000262	Syas.g_00695	Syak.g_00353
OG0000263	Syas.g_01103	Syak.g_00828
OG0000264	Syas.g_02588	Syak.g_00698
OG0000266	Syas.g_00186	Syak.g_00778
OG0000267	Syas.g_00377	Syak.g_00555
OG0000268	Syas.g_00390	Syak.g_00554
OG0000269	Syas.g_00601	Syak.g_00429
OG0000270	Syas.g_00598	Syak.g_00432
OG0000271	Syas.g_00590	Syak.g_00440
OG0000272	Syas.g_00589	Syak.g_00441
OG0000273	Syas.g_00563	Syak.g_00616
OG0000274	Syas.g_00562	Syak.g_00615
OG0000275	Syas.g_00230	Syak.g_00611
OG0000276	Syas.g_00237	Syak.g_00604
OG0000277	Syas.g_00238	Syak.g_00603
OG0000278	Syas.g_00241	Syak.g_00600
OG0000279	Syas.g_00288	Syak.g_00592
OG0000280	Syas.g_00889, Syas.g_00481	Syak.g_00582
OG0000281	Syas.g_00970	Syak.g_00339
OG0000282	Syas.g_00672	Syak.g_00375
OG0000283	Syas.g_00409	Syak.g_00541
OG0000284	Syas.g_00416	Syak.g_00536
OG0000285	Syas.g_00436	Syak.g_00523
OG0000286	Syas.g_00460	Syak.g_00504
OG0000287	Syas.g_00534	Syak.g_00477
OG0000288	Syas.g_00220	Syak.g_00644
OG0000289	Syas.g_00205	Syak.g_00659
OG0000290	Syas.g_01016	Syak.g_00738
OG0000291	Syas.g_01018	Syak.g_00737
OG0000292	Syas.g_02020	Syak.g_01802
OG0000293	Syas.g_01197	Syak.g_00910
OG0000294	Syas.g_01196	Syak.g_00909
OG0000295	Syas.g_01139	Syak.g_00863
OG0000296	Syas.g_01137	Syak.g_00861
OG0000297	Syas.g_01124	Syak.g_00848
OG0000298	Syas.g_01123	Syak.g_00847
OG0000299	Syas.g_01087	Syak.g_00820
OG0000300	Syas.g_01082	Syak.g_00813
OG0000301	Syas.g_01081	Syak.g_00812
OG0000302	Syas.g_01080	Syak.g_00811
OG0000303	Syas.g_01071	Syak.g_00674
OG0000304	Syas.g_01066	Syak.g_00680
OG0000305	Syas.g_01023	Syak.g_00732
OG0000306	Syas.g_01929	Syak.g_00094
OG0000307	Syas.g_01270	Syak.g_02556
OG0000308	Syas.g_01272	Syak.g_02554
OG0000309	Syas.g_01364	Syak.g_02549
OG0000310	Syas.g_02796	Syak.g_00994
OG0000311	Syas.g_02799	Syak.g_00999
OG0000312	Syas.g_02804	Syak.g_01028
OG0000313	Syas.g_02823	Syak.g_01046
OG0000314	Syas.g_01296	Syak.g_01079
OG0000315	Syas.g_01306	Syak.g_01090
OG0000316	Syas.g_02728	Syak.g_02462
OG0000317	Syas.g_02687	Syak.g_02419
OG0000318	Syas.g_02680	Syak.g_02415
OG0000319	Syas.g_02663	Syak.g_02399
OG0000320	Syas.g_02661	Syak.g_02397
OG0000321	Syas.g_02660	Syak.g_02396
OG0000322	Syas.g_02659	Syak.g_02395
OG0000323	Syas.g_02646	Syak.g_02380
OG0000324	Syas.g_02578	Syak.g_02347
OG0000325	Syas.g_01668	Syak.g_01391
OG0000326	Syas.g_01661	Syak.g_01384
OG0000327	Syas.g_01634	Syak.g_01350
OG0000328	Syas.g_01633	Syak.g_01349
OG0000329	Syas.g_01615	Syak.g_01331
OG0000330	Syas.g_01614	Syak.g_01330
OG0000331	Syas.g_01613	Syak.g_01329
OG0000332	Syas.g_01598	Syak.g_01314
OG0000333	Syas.g_01595	Syak.g_01311
OG0000334	Syas.g_01586	Syak.g_01302
OG0000335	Syas.g_01581	Syak.g_01298
OG0000336	Syas.g_01577	Syak.g_01294
OG0000337	Syas.g_02211	Syak.g_01555
OG0000338	Syas.g_02199	Syak.g_01558
OG0000339	Syas.g_02192	Syak.g_01566
OG0000340	Syas.g_02183	Syak.g_01626
OG0000341	Syas.g_02181	Syak.g_01628
OG0000342	Syas.g_02180	Syak.g_01629
OG0000343	Syas.g_02176	Syak.g_01631
OG0000344	Syas.g_02172	Syak.g_01635
OG0000345	Syas.g_02160	Syak.g_01645
OG0000346	Syas.g_02155	Syak.g_01651
OG0000347	Syas.g_02136	Syak.g_01694
OG0000348	Syas.g_02107	Syak.g_01717
OG0000349	Syas.g_02085	Syak.g_01740
OG0000350	Syas.g_01654	Syak.g_01377
OG0000351	Syas.g_01998	Syak.g_01823
OG0000352	Syas.g_01999	Syak.g_01822
OG0000353	Syas.g_02033	Syak.g_01796
OG0000354	Syas.g_01209	Syak.g_02618
OG0000354	Syas.g_02052	Syak.g_01775
OG0000355	Syas.g_02035	Syak.g_01793
OG0000356	Syas.g_02036	Syak.g_01792
OG0000357	Syas.g_02037	Syak.g_01791
OG0000358	Syas.g_02041	Syak.g_01787
OG0000359	Syas.g_02043	Syak.g_01785
OG0000360	Syas.g_02044	Syak.g_01784
OG0000361	Syas.g_02045	Syak.g_01783
OG0000362	Syas.g_02047	Syak.g_01781
OG0000363	Syas.g_02049	Syak.g_01779
OG0000364	Syas.g_02685	Syak.g_01778
OG0000365	Syas.g_02058	Syak.g_01769
OG0000366	Syas.g_02059	Syak.g_01768
OG0000368	Syas.g_02062	Syak.g_01765
OG0000369	Syas.g_02063	Syak.g_01764
OG0000370	Syas.g_02064	Syak.g_01763
OG0000371	Syas.g_02073	Syak.g_01753
OG0000372	Syas.g_02078	Syak.g_01748
OG0000373	Syas.g_02079	Syak.g_01747
OG0000374	Syas.g_02080	Syak.g_01746
OG0000375	Syas.g_02081	Syak.g_01744
OG0000376	Syas.g_02083	Syak.g_01742
OG0000377	Syas.g_01879	Syak.g_01948
OG0000378	Syas.g_01867	Syak.g_01968
OG0000379	Syas.g_01859	Syak.g_01972
OG0000380	Syas.g_02523	Syak.g_02256
OG0000381	Syas.g_02521	Syak.g_02254
OG0000382	Syas.g_02503	Syak.g_02236
OG0000383	Syas.g_02480	Syak.g_02229
OG0000384	Syas.g_02479	Syak.g_02228
OG0000385	Syas.g_02478	Syak.g_02227
OG0000386	Syas.g_02477	Syak.g_02226
OG0000387	Syas.g_00134	Syak.g_02200
OG0000388	Syas.g_02426	Syak.g_02196
OG0000389	Syas.g_02422	Syak.g_02193, Syak.g_02345
OG0000390	Syas.g_02406	Syak.g_02177
OG0000391	Syas.g_02401	Syak.g_02172
OG0000392	Syas.g_02396	Syak.g_02166
OG0000393	Syas.g_02394	Syak.g_02163
OG0000394	Syas.g_02393	Syak.g_02162
OG0000395	Syas.g_02392	Syak.g_02161
OG0000396	Syas.g_02389	Syak.g_02158
OG0000397	Syas.g_02387	Syak.g_02156
OG0000398	Syas.g_02382	Syak.g_02151
OG0000399	Syas.g_02381	Syak.g_02150
OG0000400	Syas.g_02380	Syak.g_02149
OG0000401	Syas.g_02379	Syak.g_02148
OG0000402	Syas.g_02377	Syak.g_02146
OG0000403	Syas.g_02376	Syak.g_02145
OG0000404	Syas.g_02375	Syak.g_02143
OG0000405	Syas.g_02369	Syak.g_02131
OG0000406	Syas.g_02365	Syak.g_02126
OG0000407	Syas.g_02364	Syak.g_02125
OG0000408	Syas.g_02361	Syak.g_02123
OG0000409	Syas.g_02359	Syak.g_02121
OG0000410	Syas.g_02358	Syak.g_02120
OG0000411	Syas.g_02357	Syak.g_02119
OG0000412	Syas.g_02356	Syak.g_02118
OG0000413	Syas.g_02354	Syak.g_02116
OG0000415	Syas.g_02352	Syak.g_02114
OG0000416	Syas.g_02351	Syak.g_02113
OG0000417	Syas.g_02338	Syak.g_02112
OG0000418	Syas.g_02333	Syak.g_02107
OG0000419	Syas.g_02331	Syak.g_02105
OG0000420	Syas.g_02329	Syak.g_02103
OG0000421	Syas.g_02324	Syak.g_02097
OG0000422	Syas.g_02323	Syak.g_02096
OG0000423	Syas.g_02322	Syak.g_02095
OG0000424	Syas.g_02321	Syak.g_02094
OG0000425	Syas.g_02320	Syak.g_02093
OG0000426	Syas.g_02319	Syak.g_02092
OG0000427	Syas.g_02318	Syak.g_02091
OG0000428	Syas.g_02315	Syak.g_02088
OG0000429	Syas.g_02312	Syak.g_02086
OG0000430	Syas.g_02311	Syak.g_02084
OG0000431	Syas.g_02296	Syak.g_02081
OG0000432	Syas.g_02288	Syak.g_02075
OG0000433	Syas.g_02286	Syak.g_02073
OG0000434	Syas.g_02285	Syak.g_02072
OG0000435	Syas.g_02282	Syak.g_02071
OG0000436	Syas.g_02273	Syak.g_02064
OG0000437	Syas.g_02272	Syak.g_02063
OG0000438	Syas.g_02271	Syak.g_02062
OG0000439	Syas.g_02269	Syak.g_02060
OG0000440	Syas.g_02268	Syak.g_02059
OG0000441	Syas.g_02265	Syak.g_02053
OG0000442	Syas.g_02259	Syak.g_02043
OG0000443	Syas.g_02241	Syak.g_02041
OG0000444	Syas.g_02234	Syak.g_02022
OG0000445	Syas.g_02233	Syak.g_02015
OG0000446	Syas.g_02231	Syak.g_02013
OG0000447	Syas.g_02229	Syak.g_02006
OG0000448	Syas.g_02228	Syak.g_02005
OG0000449	Syas.g_02226	Syak.g_02004
OG0000450	Syas.g_01834	Syak.g_01998
OG0000451	Syas.g_01835	Syak.g_01997
OG0000452	Syas.g_01844	Syak.g_01993
OG0000453	Syas.g_01845	Syak.g_01992
OG0000454	Syas.g_01846	Syak.g_01991
OG0000455	Syas.g_01847	Syak.g_01990
OG0000456	Syas.g_01848	Syak.g_01989
OG0000457	Syas.g_01850	Syak.g_01987
OG0000458	Syas.g_01851	Syak.g_01986
OG0000459	Syas.g_01852	Syak.g_01985
OG0000460	Syas.g_02554	Syak.g_02303
OG0000461	Syas.g_01686	Syak.g_01402
OG0000462	Syas.g_01688	Syak.g_01405
OG0000463	Syas.g_01689	Syak.g_01406
OG0000464	Syas.g_01690	Syak.g_01407
OG0000465	Syas.g_01692	Syak.g_01409
OG0000466	Syas.g_01697	Syak.g_01414
OG0000467	Syas.g_01698	Syak.g_01416
OG0000468	Syas.g_01703	Syak.g_01421
OG0000469	Syas.g_01725	Syak.g_01436
OG0000470	Syas.g_01727	Syak.g_01438
OG0000471	Syas.g_01728	Syak.g_01439
OG0000472	Syas.g_01729	Syak.g_01441
OG0000473	Syas.g_01731	Syak.g_01443
OG0000474	Syas.g_01732	Syak.g_01444
OG0000475	Syas.g_01733	Syak.g_01445
OG0000476	Syas.g_01735	Syak.g_01447
OG0000477	Syas.g_01740	Syak.g_01453
OG0000478	Syas.g_01741	Syak.g_01454
OG0000479	Syas.g_01749	Syak.g_01455
OG0000480	Syas.g_01756	Syak.g_01462
OG0000481	Syas.g_00161, Syas.g_00162	Syak.g_01464
OG0000482	Syas.g_01758	Syak.g_01465
OG0000483	Syas.g_01762	Syak.g_01469
OG0000484	Syas.g_01763	Syak.g_01470
OG0000485	Syas.g_01764	Syak.g_01472
OG0000486	Syas.g_01765	Syak.g_01473
OG0000487	Syas.g_01771	Syak.g_01479
OG0000488	Syas.g_01779	Syak.g_01483
OG0000489	Syas.g_01823	Syak.g_01499
OG0000490	Syas.g_01808	Syak.g_01507
OG0000491	Syas.g_01806	Syak.g_01511
OG0000492	Syas.g_01803	Syak.g_01513
OG0000493	Syas.g_01802	Syak.g_01514
OG0000494	Syas.g_01801	Syak.g_01515
OG0000495	Syas.g_01799	Syak.g_01516
OG0000496	Syas.g_01798	Syak.g_01517
OG0000497	Syas.g_01797	Syak.g_01518
OG0000498	Syas.g_01796	Syak.g_01519
OG0000499	Syas.g_01795	Syak.g_01520
OG0000500	Syas.g_01794	Syak.g_01521
OG0000501	Syas.g_01791	Syak.g_01524
OG0000502	Syas.g_02216	Syak.g_01538
OG0000503	Syas.g_01541	Syak.g_01246
OG0000504	Syas.g_01539	Syak.g_01244
OG0000505	Syas.g_01538	Syak.g_01243
OG0000506	Syas.g_01536	Syak.g_01241
OG0000507	Syas.g_01530	Syak.g_01235
OG0000508	Syas.g_01523	Syak.g_01231
OG0000509	Syas.g_01521	Syak.g_01229
OG0000510	Syas.g_01520	Syak.g_01228
OG0000511	Syas.g_01519	Syak.g_01227
OG0000512	Syas.g_01517	Syak.g_01225
OG0000513	Syas.g_01508	Syak.g_01211
OG0000514	Syas.g_01504	Syak.g_01204
OG0000515	Syas.g_01503	Syak.g_01203
OG0000516	Syas.g_01501	Syak.g_01199
OG0000517	Syas.g_01498	Syak.g_01192
OG0000518	Syas.g_00360, Syas.g_02746	Syak.g_01180
OG0000519	Syas.g_02747	Syak.g_01179
OG0000520	Syas.g_02748	Syak.g_01178
OG0000521	Syas.g_01281	Syak.g_01167
OG0000522	Syas.g_01279	Syak.g_01163
OG0000523	Syas.g_01278	Syak.g_01162
OG0000524	Syas.g_01354	Syak.g_01149
OG0000525	Syas.g_01342	Syak.g_01130
OG0000526	Syas.g_01340	Syak.g_01127
OG0000527	Syas.g_01335	Syak.g_01120
OG0000528	Syas.g_01256	Syak.g_02570
OG0000529	Syas.g_01252	Syak.g_02575
OG0000530	Syas.g_01249	Syak.g_02578
OG0000531	Syas.g_01248	Syak.g_02579
OG0000532	Syas.g_01245	Syak.g_02582
OG0000533	Syas.g_01243	Syak.g_02584
OG0000534	Syas.g_01242	Syak.g_02585
OG0000535	Syas.g_01241	Syak.g_02586
OG0000536	Syas.g_01240	Syak.g_02587
OG0000537	Syas.g_01238	Syak.g_02588
OG0000538	Syas.g_01228	Syak.g_02600
OG0000539	Syas.g_01227	Syak.g_02601
OG0000540	Syas.g_01226	Syak.g_02602
OG0000541	Syas.g_01225	Syak.g_02603
OG0000542	Syas.g_01221	Syak.g_02606
OG0000543	Syas.g_01219	Syak.g_02608
OG0000544	Syas.g_01218	Syak.g_02609
OG0000545	Syas.g_01216	Syak.g_02611
OG0000546	Syas.g_01214	Syak.g_02613
OG0000547	Syas.g_01212	Syak.g_02615
OG0000548	Syas.g_01211	Syak.g_02616
OG0000549	Syas.g_00005	Syak.g_02622
OG0000550	Syas.g_00010	Syak.g_02626
OG0000551	Syas.g_00015	Syak.g_02631
OG0000552	Syas.g_00016	Syak.g_02632
OG0000553	Syas.g_00019	Syak.g_02636
OG0000554	Syas.g_00063	Syak.g_02641
OG0000555	Syas.g_00775	Syak.g_02657
OG0000556	Syas.g_00781	Syak.g_02661
OG0000557	Syas.g_00783	Syak.g_02663
OG0000558	Syas.g_00785	Syak.g_02666
OG0000559	Syas.g_00789	Syak.g_02670
OG0000560	Syas.g_00792	Syak.g_02672
OG0000561	Syas.g_00793	Syak.g_02673
OG0000562	Syas.g_00794	Syak.g_02674
OG0000563	Syas.g_00795	Syak.g_02675
OG0000564	Syas.g_00796	Syak.g_02676
OG0000565	Syas.g_00800	Syak.g_02679
OG0000566	Syas.g_00804	Syak.g_02683
OG0000567	Syas.g_00808	Syak.g_02687
OG0000568	Syas.g_00810	Syak.g_02690
OG0000569	Syas.g_00811	Syak.g_02691
OG0000570	Syas.g_00812	Syak.g_02692
OG0000571	Syas.g_00815	Syak.g_02696
OG0000572	Syas.g_00839	Syak.g_02713
OG0000573	Syas.g_00952	Syak.g_02723
OG0000574	Syas.g_00951	Syak.g_02724
OG0000575	Syas.g_00848	Syak.g_02729
OG0000576	Syas.g_00850	Syak.g_02731
OG0000577	Syas.g_00851	Syak.g_02732
OG0000578	Syas.g_00852	Syak.g_02733
OG0000579	Syas.g_00853	Syak.g_02734
OG0000580	Syas.g_00854	Syak.g_02735
OG0000581	Syas.g_00861	Syak.g_02742
OG0000582	Syas.g_00873	Syak.g_02748
OG0000583	Syas.g_00872	Syak.g_02749
OG0000584	Syas.g_00871	Syak.g_02750
OG0000585	Syas.g_00868	Syak.g_02753
OG0000586	Syas.g_00867	Syak.g_02754
OG0000587	Syas.g_00865	Syak.g_02756
OG0000588	Syas.g_00960	Syak.g_00004
OG0000589	Syas.g_00121	Syak.g_00008
OG0000590	Syas.g_00120	Syak.g_00009
OG0000591	Syas.g_00106	Syak.g_00017
OG0000592	Syas.g_00105	Syak.g_00018
OG0000593	Syas.g_00750	Syak.g_00031
OG0000594	Syas.g_00749	Syak.g_00032
OG0000595	Syas.g_00748	Syak.g_00033
