Orthogroup	Syas	Pral
OG0000177	Syas.g_02039	Pral.g_00415
OG0000178	Syas.g_02040	Pral.g_00416
OG0000179	Syas.g_02054	Pral.g_01028
OG0000180	Syas.g_02055	Pral.g_01027
OG0000181	Syas.g_02056	Pral.g_01026
OG0000182	Syas.g_02057	Pral.g_01025
OG0000183	Syas.g_02061	Pral.g_01021
OG0000184	Syas.g_01872	Pral.g_00996
OG0000185	Syas.g_01861	Pral.g_00993
OG0000186	Syas.g_02525	Pral.g_00984
OG0000187	Syas.g_02524	Pral.g_00983
OG0000188	Syas.g_02502	Pral.g_00965
OG0000189	Syas.g_02432	Pral.g_00951
OG0000190	Syas.g_00133	Pral.g_00950
OG0000191	Syas.g_02400	Pral.g_00928
OG0000192	Syas.g_02395	Pral.g_00923
OG0000193	Syas.g_02366	Pral.g_00899
OG0000194	Syas.g_02363	Pral.g_00896
OG0000195	Syas.g_02360	Pral.g_00894
OG0000196	Syas.g_02337	Pral.g_00883
OG0000197	Syas.g_02336	Pral.g_00882
OG0000198	Syas.g_02335	Pral.g_00881
OG0000199	Syas.g_02327	Pral.g_00873
OG0000200	Syas.g_02298	Pral.g_00860
OG0000201	Syas.g_02279	Pral.g_00851
OG0000202	Syas.g_02278	Pral.g_00850
OG0000203	Syas.g_02277	Pral.g_00849
OG0000204	Syas.g_02276	Pral.g_00848
OG0000205	Syas.g_02267	Pral.g_00842
OG0000206	Syas.g_02240	Pral.g_00837
OG0000207	Syas.g_02237	Pral.g_00835
OG0000208	Syas.g_02236	Pral.g_00834
OG0000209	Syas.g_01837	Pral.g_00825
OG0000210	Syas.g_01838	Pral.g_00824
OG0000211	Syas.g_02552	Pral.g_00807
OG0000212	Syas.g_02562	Pral.g_00799
OG0000213	Syas.g_01707	Pral.g_00781
OG0000214	Syas.g_01730	Pral.g_00772
OG0000215	Syas.g_01766	Pral.g_00746
OG0000216	Syas.g_01770	Pral.g_00744
OG0000217	Syas.g_01778	Pral.g_00741
OG0000218	Syas.g_01780	Pral.g_00739
OG0000219	Syas.g_01783	Pral.g_00738
OG0000220	Syas.g_01784	Pral.g_00737
OG0000221	Syas.g_01785	Pral.g_00736
OG0000222	Syas.g_01804	Pral.g_00729
OG0000223	Syas.g_02221	Pral.g_00716
OG0000224	Syas.g_02215	Pral.g_00714
OG0000225	Syas.g_01522	Pral.g_00686
OG0000226	Syas.g_01518	Pral.g_00682
OG0000227	Syas.g_01516	Pral.g_00680
OG0000228	Syas.g_01513	Pral.g_00677
OG0000229	Syas.g_01497	Pral.g_00658
OG0000230	Syas.g_01495	Pral.g_00656
OG0000231	Syas.g_02749	Pral.g_00644
OG0000232	Syas.g_01276	Pral.g_00631
OG0000233	Syas.g_01352	Pral.g_00625
OG0000234	Syas.g_01331	Pral.g_00616
OG0000235	Syas.g_01254	Pral.g_00612
OG0000236	Syas.g_01237	Pral.g_00597
OG0000237	Syas.g_01220	Pral.g_00584
OG0000238	Syas.g_01215	Pral.g_00578
OG0000239	Syas.g_00012	Pral.g_00565
OG0000240	Syas.g_00013	Pral.g_00564
OG0000241	Syas.g_00754	Pral.g_00560
OG0000242	Syas.g_00059	Pral.g_00558
OG0000243	Syas.g_00777	Pral.g_00547
OG0000244	Syas.g_00784	Pral.g_00544
OG0000245	Syas.g_00786	Pral.g_00542
OG0000246	Syas.g_00790	Pral.g_00538
OG0000247	Syas.g_00802	Pral.g_00527
OG0000248	Syas.g_00805	Pral.g_00524
OG0000249	Syas.g_00807	Pral.g_00522
OG0000250	Syas.g_00814	Pral.g_00516
OG0000251	Syas.g_00845	Pral.g_00498
OG0000252	Syas.g_00950	Pral.g_00495
OG0000253	Syas.g_00846	Pral.g_00494
OG0000254	Syas.g_00869	Pral.g_00477
OG0000255	Syas.g_00132, Syas.g_01062	Pral.g_00470
OG0000256	Syas.g_00104	Pral.g_00460
OG0000257	Syas.g_00757	Pral.g_01430
OG0000258	Syas.g_00733	Pral.g_01444
OG0000259	Syas.g_01006, Syas.g_00708	Pral.g_01461
OG0000260	Syas.g_00705	Pral.g_01464
OG0000261	Syas.g_00701	Pral.g_01467
OG0000262	Syas.g_00695	Pral.g_01471
OG0000263	Syas.g_01103	Pral.g_01761
OG0000264	Syas.g_02588	Pral.g_01750
OG0000266	Syas.g_00186	Pral.g_01719
OG0000267	Syas.g_00377	Pral.g_01706
OG0000268	Syas.g_00390	Pral.g_01705
OG0000269	Syas.g_00601	Pral.g_01483
OG0000270	Syas.g_00598	Pral.g_01486
OG0000271	Syas.g_00590	Pral.g_01494
OG0000272	Syas.g_00589	Pral.g_01495
OG0000273	Syas.g_00563	Pral.g_01518
OG0000274	Syas.g_00562	Pral.g_01519
OG0000275	Syas.g_00230	Pral.g_01522
OG0000276	Syas.g_00237	Pral.g_01527
OG0000277	Syas.g_00238	Pral.g_01528
OG0000278	Syas.g_00241	Pral.g_01531
OG0000279	Syas.g_00288	Pral.g_01538
OG0000280	Syas.g_00889, Syas.g_00481	Pral.g_01539
OG0000281	Syas.g_00970	Pral.g_01546
OG0000282	Syas.g_00672	Pral.g_01797
OG0000283	Syas.g_00409	Pral.g_01655
OG0000284	Syas.g_00416	Pral.g_01650
OG0000285	Syas.g_00436	Pral.g_01644
OG0000286	Syas.g_00460	Pral.g_01628
OG0000287	Syas.g_00534	Pral.g_00050
OG0000288	Syas.g_00220	Pral.g_01594
OG0000289	Syas.g_00205	Pral.g_01609
OG0000290	Syas.g_01016	Pral.g_01564
OG0000291	Syas.g_01018	Pral.g_01562
OG0000292	Syas.g_02020	Pral.g_01316
OG0000293	Syas.g_01197	Pral.g_01357
OG0000294	Syas.g_01196	Pral.g_01358
OG0000295	Syas.g_01139	Pral.g_01382
OG0000296	Syas.g_01137	Pral.g_01384
OG0000297	Syas.g_01124	Pral.g_01394
OG0000298	Syas.g_01123	Pral.g_01395
OG0000299	Syas.g_01087	Pral.g_01415
OG0000300	Syas.g_01082	Pral.g_01419
OG0000301	Syas.g_01081	Pral.g_01420
OG0000302	Syas.g_01080	Pral.g_01422
OG0000303	Syas.g_01071	Pral.g_01428
OG0000304	Syas.g_01066	Pral.g_00455
OG0000305	Syas.g_01023	Pral.g_01323
OG0000306	Syas.g_01929	Pral.g_01550
OG0000307	Syas.g_01270	Pral.g_01213
OG0000308	Syas.g_01272	Pral.g_01212
OG0000309	Syas.g_01364	Pral.g_01208
OG0000310	Syas.g_02796	Pral.g_01181
OG0000311	Syas.g_02799	Pral.g_01179
OG0000312	Syas.g_02804	Pral.g_01176
OG0000313	Syas.g_02823	Pral.g_01157
OG0000314	Syas.g_01296	Pral.g_01133
OG0000315	Syas.g_01306	Pral.g_01123
OG0000316	Syas.g_02728	Pral.g_01095
OG0000317	Syas.g_02687	Pral.g_00104
OG0000318	Syas.g_02680	Pral.g_00108
OG0000319	Syas.g_02663	Pral.g_00121
OG0000320	Syas.g_02661	Pral.g_00123
OG0000321	Syas.g_02660	Pral.g_00124
OG0000322	Syas.g_02659	Pral.g_00125
OG0000323	Syas.g_02646	Pral.g_00134
OG0000324	Syas.g_02578	Pral.g_00162
OG0000325	Syas.g_01668	Pral.g_00172
OG0000326	Syas.g_01661	Pral.g_00179
OG0000327	Syas.g_01634	Pral.g_00201
OG0000328	Syas.g_01633	Pral.g_00202
OG0000329	Syas.g_01615	Pral.g_00219
OG0000330	Syas.g_01614	Pral.g_00220
OG0000331	Syas.g_01613	Pral.g_00221
OG0000332	Syas.g_01598	Pral.g_00235
OG0000333	Syas.g_01595	Pral.g_00237
OG0000334	Syas.g_01586	Pral.g_00246
OG0000335	Syas.g_01581	Pral.g_00251
OG0000336	Syas.g_01577	Pral.g_00255
OG0000337	Syas.g_02211	Pral.g_00274
OG0000338	Syas.g_02199	Pral.g_00275
OG0000339	Syas.g_02192	Pral.g_00280
OG0000340	Syas.g_02183	Pral.g_00289
OG0000341	Syas.g_02181	Pral.g_00291
OG0000342	Syas.g_02180	Pral.g_00292
OG0000343	Syas.g_02176	Pral.g_00293
OG0000344	Syas.g_02172	Pral.g_00296
OG0000345	Syas.g_02160	Pral.g_00302
OG0000346	Syas.g_02155	Pral.g_00306
OG0000347	Syas.g_02136	Pral.g_00323
OG0000348	Syas.g_02107	Pral.g_00331
OG0000349	Syas.g_02085	Pral.g_00349
OG0000350	Syas.g_01654	Pral.g_00370
OG0000351	Syas.g_01998	Pral.g_00390
OG0000352	Syas.g_01999	Pral.g_00391
OG0000353	Syas.g_02033	Pral.g_00409
OG0000354	Syas.g_01209, Syas.g_02052	Pral.g_01677
OG0000355	Syas.g_02035	Pral.g_00411
OG0000356	Syas.g_02036	Pral.g_00412
OG0000357	Syas.g_02037	Pral.g_00413
OG0000358	Syas.g_02041	Pral.g_00417
OG0000359	Syas.g_02043	Pral.g_00418
OG0000360	Syas.g_02044	Pral.g_00419
OG0000361	Syas.g_02045	Pral.g_00420
OG0000362	Syas.g_02047	Pral.g_00422
OG0000363	Syas.g_02049	Pral.g_01030
OG0000364	Syas.g_02685	Pral.g_01029
OG0000365	Syas.g_02058	Pral.g_01024
OG0000366	Syas.g_02059	Pral.g_01023
OG0000368	Syas.g_02062	Pral.g_01020
OG0000369	Syas.g_02063	Pral.g_01019
OG0000370	Syas.g_02064	Pral.g_01018
OG0000371	Syas.g_02073	Pral.g_01011
OG0000372	Syas.g_02078	Pral.g_01009
OG0000373	Syas.g_02079	Pral.g_01008
OG0000374	Syas.g_02080	Pral.g_01007
OG0000375	Syas.g_02081	Pral.g_01005
OG0000376	Syas.g_02083	Pral.g_01003
OG0000377	Syas.g_01879	Pral.g_00999
OG0000378	Syas.g_01867	Pral.g_00995
OG0000379	Syas.g_01859	Pral.g_00992
OG0000380	Syas.g_02523	Pral.g_00982
OG0000381	Syas.g_02521	Pral.g_00977
OG0000382	Syas.g_02503	Pral.g_00966
OG0000383	Syas.g_02480	Pral.g_00964
OG0000384	Syas.g_02479	Pral.g_00963
OG0000385	Syas.g_02478	Pral.g_00962
OG0000386	Syas.g_02477	Pral.g_00961
OG0000387	Syas.g_00134	Pral.g_00948
OG0000388	Syas.g_02426	Pral.g_00944
OG0000389	Syas.g_02422	Pral.g_00941
OG0000390	Syas.g_02406	Pral.g_00932
OG0000391	Syas.g_02401	Pral.g_00929
OG0000392	Syas.g_02396	Pral.g_00925
OG0000393	Syas.g_02394	Pral.g_00922
OG0000394	Syas.g_02393	Pral.g_00921
OG0000395	Syas.g_02392	Pral.g_00920
OG0000396	Syas.g_02389	Pral.g_00918
OG0000397	Syas.g_02387	Pral.g_00916
OG0000398	Syas.g_02382	Pral.g_00913
OG0000399	Syas.g_02381	Pral.g_00912
OG0000400	Syas.g_02380	Pral.g_00911
OG0000401	Syas.g_02379	Pral.g_00910
OG0000402	Syas.g_02377	Pral.g_00450
OG0000403	Syas.g_02376	Pral.g_00908
OG0000404	Syas.g_02375	Pral.g_00907
OG0000405	Syas.g_02369	Pral.g_00903
OG0000406	Syas.g_02365	Pral.g_00898
OG0000407	Syas.g_02364	Pral.g_00897
OG0000408	Syas.g_02361	Pral.g_00895
OG0000409	Syas.g_02359	Pral.g_00893
OG0000410	Syas.g_02358	Pral.g_00892
OG0000411	Syas.g_02357	Pral.g_00891
OG0000412	Syas.g_02356	Pral.g_00890
OG0000413	Syas.g_02354	Pral.g_00888
OG0000414	Syas.g_02353	Pral.g_00887
OG0000415	Syas.g_02352	Pral.g_00886
OG0000416	Syas.g_02351	Pral.g_00885
OG0000417	Syas.g_02338	Pral.g_00884
OG0000418	Syas.g_02333	Pral.g_00879
OG0000419	Syas.g_02331	Pral.g_00877
OG0000420	Syas.g_02329	Pral.g_00875
OG0000421	Syas.g_02324	Pral.g_00871
OG0000422	Syas.g_02323	Pral.g_00870
OG0000423	Syas.g_02322	Pral.g_00869
OG0000424	Syas.g_02321	Pral.g_00868
OG0000425	Syas.g_02320	Pral.g_00867
OG0000426	Syas.g_02319	Pral.g_00866
OG0000427	Syas.g_02318	Pral.g_00865
OG0000428	Syas.g_02315	Pral.g_00863
OG0000429	Syas.g_02312	Pral.g_00862
OG0000430	Syas.g_02311	Pral.g_00861
OG0000431	Syas.g_02296	Pral.g_00859
OG0000432	Syas.g_02288	Pral.g_00855
OG0000433	Syas.g_02286	Pral.g_00854
OG0000434	Syas.g_02285	Pral.g_00853
OG0000435	Syas.g_02282	Pral.g_00852
OG0000436	Syas.g_02273	Pral.g_00847
OG0000437	Syas.g_02272	Pral.g_00846
OG0000438	Syas.g_02271	Pral.g_00845
OG0000439	Syas.g_02269	Pral.g_00844
OG0000440	Syas.g_02268	Pral.g_00843
OG0000441	Syas.g_02265	Pral.g_00840
OG0000442	Syas.g_02259	Pral.g_00839
OG0000443	Syas.g_02241	Pral.g_00838
OG0000444	Syas.g_02234	Pral.g_00833
OG0000445	Syas.g_02233	Pral.g_00832
OG0000446	Syas.g_02231	Pral.g_00831
OG0000447	Syas.g_02229	Pral.g_00830
OG0000448	Syas.g_02228	Pral.g_00829
OG0000449	Syas.g_02226	Pral.g_00828
OG0000450	Syas.g_01834	Pral.g_00827
OG0000451	Syas.g_01835	Pral.g_00826
OG0000452	Syas.g_01844	Pral.g_00823
OG0000453	Syas.g_01845	Pral.g_00822
OG0000454	Syas.g_01846	Pral.g_00821
OG0000455	Syas.g_01847	Pral.g_00820
OG0000456	Syas.g_01848	Pral.g_00819
OG0000457	Syas.g_01850	Pral.g_00817
OG0000458	Syas.g_01851	Pral.g_00816
OG0000459	Syas.g_01852	Pral.g_00815
OG0000460	Syas.g_02554	Pral.g_00805
OG0000461	Syas.g_01686	Pral.g_00796
OG0000462	Syas.g_01688	Pral.g_00795
OG0000463	Syas.g_01689	Pral.g_00794
OG0000464	Syas.g_01690	Pral.g_00793
OG0000465	Syas.g_01692	Pral.g_00792
OG0000466	Syas.g_01697	Pral.g_00789
OG0000467	Syas.g_01698	Pral.g_00788
OG0000468	Syas.g_01703	Pral.g_00785
OG0000469	Syas.g_01725	Pral.g_00777
OG0000470	Syas.g_01727	Pral.g_00775
OG0000471	Syas.g_01728	Pral.g_00774
OG0000472	Syas.g_01729	Pral.g_00773
OG0000473	Syas.g_01731	Pral.g_00771
OG0000474	Syas.g_01732	Pral.g_00770
OG0000475	Syas.g_01733	Pral.g_00769
OG0000476	Syas.g_01735	Pral.g_00767
OG0000477	Syas.g_01740	Pral.g_00764
OG0000478	Syas.g_01741	Pral.g_00763
OG0000479	Syas.g_01749	Pral.g_00762
OG0000480	Syas.g_01756	Pral.g_00756
OG0000481	Syas.g_00161, Syas.g_00162	Pral.g_00754
OG0000482	Syas.g_01758	Pral.g_00753
OG0000483	Syas.g_01762	Pral.g_00750
OG0000484	Syas.g_01763	Pral.g_00749
OG0000485	Syas.g_01764	Pral.g_00748
OG0000486	Syas.g_01765	Pral.g_00747
OG0000487	Syas.g_01771	Pral.g_00743
OG0000488	Syas.g_01779	Pral.g_00740
OG0000489	Syas.g_01823	Pral.g_00735
OG0000490	Syas.g_01808	Pral.g_00731
OG0000491	Syas.g_01806	Pral.g_00730
OG0000492	Syas.g_01803	Pral.g_00728
OG0000493	Syas.g_01802	Pral.g_00727
OG0000494	Syas.g_01801	Pral.g_00726
OG0000495	Syas.g_01799	Pral.g_00725
OG0000496	Syas.g_01798	Pral.g_00724
OG0000497	Syas.g_01797	Pral.g_00723
OG0000498	Syas.g_01796	Pral.g_00722
OG0000499	Syas.g_01795	Pral.g_00721
OG0000500	Syas.g_01794	Pral.g_00720
OG0000501	Syas.g_01791	Pral.g_00718
OG0000502	Syas.g_02216	Pral.g_00715
OG0000503	Syas.g_01541	Pral.g_00698
OG0000504	Syas.g_01539	Pral.g_00696
OG0000505	Syas.g_01538	Pral.g_00695
OG0000506	Syas.g_01536	Pral.g_00694
OG0000507	Syas.g_01530	Pral.g_00691
OG0000508	Syas.g_01523	Pral.g_00687
OG0000509	Syas.g_01521	Pral.g_00685
OG0000510	Syas.g_01520	Pral.g_00684
OG0000511	Syas.g_01519	Pral.g_00683
OG0000512	Syas.g_01517	Pral.g_00681
OG0000513	Syas.g_01508	Pral.g_00673
OG0000514	Syas.g_01504	Pral.g_00663
OG0000515	Syas.g_01503	Pral.g_00662
OG0000516	Syas.g_01501	Pral.g_00661
OG0000517	Syas.g_01498	Pral.g_00659
OG0000518	Syas.g_00360, Syas.g_02746	Pral.g_00647
OG0000519	Syas.g_02747	Pral.g_00646
OG0000520	Syas.g_02748	Pral.g_00645
OG0000521	Syas.g_01281	Pral.g_00635
OG0000522	Syas.g_01279	Pral.g_00633
OG0000523	Syas.g_01278	Pral.g_00632
OG0000524	Syas.g_01354	Pral.g_00627
OG0000525	Syas.g_01342	Pral.g_00623
OG0000526	Syas.g_01340	Pral.g_00622
OG0000527	Syas.g_01335	Pral.g_00619
OG0000528	Syas.g_01256	Pral.g_00613
OG0000529	Syas.g_01252	Pral.g_00610
OG0000530	Syas.g_01249	Pral.g_00607
OG0000531	Syas.g_01248	Pral.g_00606
OG0000532	Syas.g_01245	Pral.g_00603
OG0000533	Syas.g_01243	Pral.g_00602
OG0000534	Syas.g_01242	Pral.g_00601
OG0000535	Syas.g_01241	Pral.g_00600
OG0000536	Syas.g_01240	Pral.g_00599
OG0000537	Syas.g_01238	Pral.g_00598
OG0000538	Syas.g_01228	Pral.g_00590
OG0000539	Syas.g_01227	Pral.g_00589
OG0000540	Syas.g_01226	Pral.g_00588
OG0000541	Syas.g_01225	Pral.g_00587
OG0000542	Syas.g_01221	Pral.g_00585
OG0000543	Syas.g_01219	Pral.g_00583
OG0000544	Syas.g_01218	Pral.g_00582
OG0000545	Syas.g_01216	Pral.g_00580
OG0000546	Syas.g_01214	Pral.g_00577
OG0000547	Syas.g_01212	Pral.g_00575
OG0000548	Syas.g_01211	Pral.g_00574
OG0000549	Syas.g_00005	Pral.g_00571
OG0000550	Syas.g_00010	Pral.g_00566
OG0000551	Syas.g_00015	Pral.g_00563
OG0000552	Syas.g_00016	Pral.g_00562
OG0000553	Syas.g_00019	Pral.g_00561
OG0000554	Syas.g_00063	Pral.g_00556
OG0000555	Syas.g_00775	Pral.g_00548
OG0000556	Syas.g_00781	Pral.g_00546
OG0000557	Syas.g_00783	Pral.g_00545
OG0000558	Syas.g_00785	Pral.g_00543
OG0000559	Syas.g_00789	Pral.g_00539
OG0000560	Syas.g_00792	Pral.g_00536
OG0000561	Syas.g_00793	Pral.g_00535
OG0000562	Syas.g_00794	Pral.g_00534
OG0000563	Syas.g_00795	Pral.g_00533
OG0000564	Syas.g_00796	Pral.g_00532
OG0000565	Syas.g_00800	Pral.g_00529
OG0000566	Syas.g_00804	Pral.g_00525
OG0000567	Syas.g_00808	Pral.g_00521
OG0000568	Syas.g_00810	Pral.g_00520
OG0000569	Syas.g_00811	Pral.g_00519
OG0000570	Syas.g_00812	Pral.g_00518
OG0000571	Syas.g_00815	Pral.g_00515
OG0000572	Syas.g_00839	Pral.g_00503
OG0000573	Syas.g_00952	Pral.g_00497
OG0000574	Syas.g_00951	Pral.g_00496
OG0000575	Syas.g_00848	Pral.g_00492
OG0000576	Syas.g_00850	Pral.g_00490
OG0000577	Syas.g_00851	Pral.g_00489
OG0000578	Syas.g_00852	Pral.g_00488
OG0000579	Syas.g_00853	Pral.g_00487
OG0000580	Syas.g_00854	Pral.g_00486
OG0000581	Syas.g_00861	Pral.g_00483
OG0000582	Syas.g_00873	Pral.g_00480
OG0000583	Syas.g_00872	Pral.g_00479
OG0000584	Syas.g_00871	Pral.g_00478
OG0000585	Syas.g_00868	Pral.g_00476
OG0000586	Syas.g_00867	Pral.g_00475
OG0000587	Syas.g_00865	Pral.g_00474
OG0000588	Syas.g_00960	Pral.g_00469
OG0000589	Syas.g_00121	Pral.g_00466
OG0000590	Syas.g_00120	Pral.g_00465
OG0000591	Syas.g_00106	Pral.g_00462
OG0000592	Syas.g_00105	Pral.g_00461
