Orthogroup	Syas	Praq
OG0000129	Syas.g_01880	Praq.g_01259
OG0000130	Syas.g_02522	Praq.g_01934
OG0000131	Syas.g_02367	Praq.g_01857
OG0000132	Syas.g_02334	Praq.g_01838
OG0000133	Syas.g_00457	Praq.g_01680
OG0000134	Syas.g_01509	Praq.g_01187
OG0000135	Syas.g_01938	Praq.g_01160
OG0000136	Syas.g_02740	Praq.g_01116
OG0000137	Syas.g_01333	Praq.g_00526
OG0000138	Syas.g_01235	Praq.g_00546
OG0000139	Syas.g_00069	Praq.g_01065
OG0000140	Syas.g_00090	Praq.g_01064
OG0000141	Syas.g_00875	Praq.g_00995
OG0000142	Syas.g_00746	Praq.g_00967
OG0000143	Syas.g_00742	Praq.g_00963
OG0000144	Syas.g_00718	Praq.g_00781
OG0000145	Syas.g_00948	Praq.g_00637
OG0000146	Syas.g_00451	Praq.g_00639
OG0000147	Syas.g_00450	Praq.g_00640
OG0000148	Syas.g_00577	Praq.g_01414
OG0000149	Syas.g_00282	Praq.g_01444
OG0000150	Syas.g_00874	Praq.g_01452
OG0000151	Syas.g_00148, Syas.g_00659	Praq.g_01500
OG0000152	Syas.g_00461	Praq.g_01548
OG0000153	Syas.g_00543	Praq.g_01567
OG0000154	Syas.g_00219	Praq.g_01593
OG0000155	Syas.g_01131	Praq.g_01353
OG0000156	Syas.g_01206	Praq.g_00122
OG0000157	Syas.g_01207	Praq.g_00123
OG0000158	Syas.g_02185	Praq.g_00258
OG0000160	Syas.g_02820	Praq.g_00295
OG0000161	Syas.g_02826	Praq.g_00301
OG0000162	Syas.g_02751	Praq.g_00307
OG0000163	Syas.g_01488	Praq.g_00341
OG0000164	Syas.g_02648	Praq.g_00473
OG0000165	Syas.g_02609	Praq.g_00466
OG0000166	Syas.g_01629	Praq.g_00915
OG0000167	Syas.g_01449	Praq.g_00737
OG0000168	Syas.g_02184	Praq.g_00747
OG0000169	Syas.g_02170	Praq.g_00757
OG0000170	Syas.g_02161	Praq.g_00759
OG0000171	Syas.g_02139	Praq.g_00681
OG0000172	Syas.g_02110	Praq.g_00689
OG0000173	Syas.g_02092	Praq.g_00704
OG0000174	Syas.g_01940	Praq.g_00396
OG0000175	Syas.g_01994	Praq.g_00406
OG0000176	Syas.g_02038	Praq.g_00430
OG0000177	Syas.g_02039	Praq.g_00431
OG0000178	Syas.g_02040	Praq.g_00432
OG0000179	Syas.g_02054	Praq.g_01219
OG0000180	Syas.g_02055	Praq.g_01220
OG0000181	Syas.g_02056	Praq.g_01221
OG0000182	Syas.g_02057	Praq.g_01222
OG0000183	Syas.g_02061	Praq.g_01226
OG0000184	Syas.g_01872	Praq.g_01262
OG0000185	Syas.g_01861	Praq.g_01265
OG0000186	Syas.g_02525	Praq.g_01939
OG0000187	Syas.g_02524	Praq.g_01938
OG0000188	Syas.g_02502	Praq.g_01921
OG0000189	Syas.g_02432	Praq.g_01907
OG0000190	Syas.g_00133	Praq.g_01906
OG0000191	Syas.g_02400	Praq.g_01886
OG0000192	Syas.g_02395	Praq.g_01882
OG0000193	Syas.g_02366	Praq.g_01856
OG0000194	Syas.g_02363	Praq.g_01853
OG0000195	Syas.g_02360	Praq.g_01851
OG0000196	Syas.g_02337	Praq.g_01841
OG0000197	Syas.g_02336	Praq.g_01840
OG0000198	Syas.g_02335	Praq.g_01839
OG0000199	Syas.g_02327	Praq.g_01832
OG0000200	Syas.g_02298	Praq.g_01818
OG0000201	Syas.g_02279	Praq.g_01810
OG0000202	Syas.g_02278	Praq.g_01809
OG0000203	Syas.g_02277	Praq.g_01808
OG0000204	Syas.g_02276	Praq.g_01807
OG0000205	Syas.g_02267	Praq.g_01800
OG0000206	Syas.g_02240	Praq.g_01795
OG0000207	Syas.g_02237	Praq.g_01793
OG0000208	Syas.g_02236	Praq.g_01792
OG0000209	Syas.g_01837	Praq.g_01783
OG0000210	Syas.g_01838	Praq.g_01782
OG0000211	Syas.g_02552	Praq.g_01769
OG0000212	Syas.g_02562	Praq.g_01762
OG0000213	Syas.g_01707	Praq.g_01746
OG0000214	Syas.g_01730	Praq.g_01736
OG0000215	Syas.g_01766	Praq.g_01710
OG0000216	Syas.g_01770	Praq.g_01708
OG0000217	Syas.g_01778	Praq.g_01705
OG0000218	Syas.g_01780	Praq.g_01703
OG0000219	Syas.g_01783	Praq.g_01702
OG0000220	Syas.g_01784	Praq.g_01701
OG0000221	Syas.g_01785	Praq.g_01700
OG0000222	Syas.g_01804	Praq.g_01692
OG0000223	Syas.g_02221	Praq.g_01679
OG0000224	Syas.g_02215	Praq.g_01677
OG0000225	Syas.g_01522	Praq.g_01199
OG0000226	Syas.g_01518	Praq.g_01195
OG0000227	Syas.g_01516	Praq.g_01193
OG0000228	Syas.g_01513	Praq.g_01189
OG0000229	Syas.g_01497	Praq.g_01121
OG0000230	Syas.g_01495	Praq.g_01119
OG0000231	Syas.g_02749	Praq.g_01108
OG0000232	Syas.g_01276	Praq.g_00507
OG0000233	Syas.g_01352	Praq.g_00513
OG0000234	Syas.g_01331	Praq.g_00527
OG0000235	Syas.g_01254	Praq.g_00530
OG0000236	Syas.g_01237	Praq.g_00544
OG0000237	Syas.g_01220	Praq.g_01096
OG0000238	Syas.g_01215	Praq.g_01090
OG0000239	Syas.g_00012	Praq.g_01077
OG0000240	Syas.g_00013	Praq.g_01076
OG0000241	Syas.g_00754	Praq.g_01072
OG0000242	Syas.g_00059	Praq.g_01070
OG0000243	Syas.g_00777	Praq.g_01059
OG0000244	Syas.g_00784	Praq.g_01056
OG0000245	Syas.g_00786	Praq.g_01054
OG0000246	Syas.g_00790	Praq.g_01050
OG0000247	Syas.g_00802	Praq.g_01040
OG0000248	Syas.g_00805	Praq.g_01038
OG0000249	Syas.g_00807	Praq.g_01036
OG0000250	Syas.g_00814	Praq.g_01031
OG0000251	Syas.g_00845	Praq.g_01012
OG0000252	Syas.g_00950	Praq.g_01008
OG0000253	Syas.g_00846	Praq.g_01007
OG0000254	Syas.g_00869	Praq.g_00991
OG0000255	Syas.g_00132, Syas.g_01062	Praq.g_00985
OG0000256	Syas.g_00104	Praq.g_00975
OG0000257	Syas.g_00757	Praq.g_00972
OG0000258	Syas.g_00733	Praq.g_00959
OG0000259	Syas.g_01006, Syas.g_00708	Praq.g_00789
OG0000260	Syas.g_00705	Praq.g_00792
OG0000261	Syas.g_00701	Praq.g_00794
OG0000262	Syas.g_00695	Praq.g_00798
OG0000263	Syas.g_01103	Praq.g_00810
OG0000264	Syas.g_02588	Praq.g_00820
OG0000266	Syas.g_00186	Praq.g_00593
OG0000267	Syas.g_00377	Praq.g_00604
OG0000268	Syas.g_00390	Praq.g_00605
OG0000269	Syas.g_00601	Praq.g_00665
OG0000270	Syas.g_00598	Praq.g_00668
OG0000271	Syas.g_00590	Praq.g_00676
OG0000272	Syas.g_00589	Praq.g_00677
OG0000273	Syas.g_00563	Praq.g_01428
OG0000274	Syas.g_00562	Praq.g_01429
OG0000275	Syas.g_00230	Praq.g_01431
OG0000276	Syas.g_00237	Praq.g_01436
OG0000277	Syas.g_00238	Praq.g_01437
OG0000278	Syas.g_00241	Praq.g_01440
OG0000279	Syas.g_00288	Praq.g_01447
OG0000280	Syas.g_00889, Syas.g_00481	Praq.g_01448
OG0000281	Syas.g_00970	Praq.g_01454
OG0000282	Syas.g_00672	Praq.g_01492
OG0000283	Syas.g_00409	Praq.g_01525
OG0000284	Syas.g_00416	Praq.g_01530
OG0000285	Syas.g_00436	Praq.g_01535
OG0000286	Syas.g_00460	Praq.g_01547
OG0000287	Syas.g_00534	Praq.g_01564
OG0000288	Syas.g_00220	Praq.g_01592
OG0000289	Syas.g_00205	Praq.g_01603
OG0000290	Syas.g_01016	Praq.g_01616
OG0000291	Syas.g_01018	Praq.g_01618
OG0000292	Syas.g_02020	Praq.g_01667
OG0000293	Syas.g_01197	Praq.g_01324
OG0000294	Syas.g_01196	Praq.g_01325
OG0000295	Syas.g_01139	Praq.g_01345
OG0000296	Syas.g_01137	Praq.g_01347
OG0000297	Syas.g_01124	Praq.g_01355
OG0000298	Syas.g_01123	Praq.g_01356
OG0000299	Syas.g_01087	Praq.g_01373
OG0000300	Syas.g_01082	Praq.g_01376
OG0000301	Syas.g_01081	Praq.g_01377
OG0000302	Syas.g_01080	Praq.g_01379
OG0000303	Syas.g_01071	Praq.g_01386
OG0000304	Syas.g_01066	Praq.g_01390
OG0000305	Syas.g_01023	Praq.g_00167
OG0000306	Syas.g_01929	Praq.g_00170
OG0000307	Syas.g_01270	Praq.g_00186
OG0000308	Syas.g_01272	Praq.g_00187
OG0000309	Syas.g_01364	Praq.g_00191
OG0000310	Syas.g_02796	Praq.g_00279
OG0000311	Syas.g_02799	Praq.g_00281
OG0000312	Syas.g_02804	Praq.g_00284
OG0000313	Syas.g_02823	Praq.g_00298
OG0000314	Syas.g_01296	Praq.g_00321
OG0000315	Syas.g_01306	Praq.g_00331
OG0000316	Syas.g_02728	Praq.g_00351
OG0000317	Syas.g_02687	Praq.g_01954, Praq.g_00499
OG0000318	Syas.g_02680	Praq.g_00496
OG0000319	Syas.g_02663	Praq.g_00483
OG0000320	Syas.g_02661	Praq.g_00481
OG0000321	Syas.g_02660	Praq.g_00480
OG0000322	Syas.g_02659	Praq.g_00479
OG0000323	Syas.g_02646, Syas.g_00159	Praq.g_00470
OG0000324	Syas.g_02578	Praq.g_00444
OG0000325	Syas.g_01668	Praq.g_00950
OG0000326	Syas.g_01661	Praq.g_00944
OG0000327	Syas.g_01634	Praq.g_00920
OG0000328	Syas.g_01633	Praq.g_00919
OG0000329	Syas.g_01615	Praq.g_00902
OG0000330	Syas.g_01614	Praq.g_00901
OG0000331	Syas.g_01613	Praq.g_00900
OG0000332	Syas.g_01598	Praq.g_00886
OG0000333	Syas.g_01595	Praq.g_00884
OG0000334	Syas.g_01586	Praq.g_00876
OG0000335	Syas.g_01581	Praq.g_00872
OG0000336	Syas.g_01577	Praq.g_00868
OG0000337	Syas.g_02211	Praq.g_00735
OG0000338	Syas.g_02199	Praq.g_00736
OG0000339	Syas.g_02192	Praq.g_00740
OG0000340	Syas.g_02183	Praq.g_00748
OG0000341	Syas.g_02181	Praq.g_00750
OG0000342	Syas.g_02180	Praq.g_00751
OG0000343	Syas.g_02176	Praq.g_00752
OG0000344	Syas.g_02172	Praq.g_00755
OG0000345	Syas.g_02160	Praq.g_00760
OG0000346	Syas.g_02155	Praq.g_00764
OG0000347	Syas.g_02136	Praq.g_00683
OG0000348	Syas.g_02107	Praq.g_00692
OG0000349	Syas.g_02085	Praq.g_00709
OG0000350	Syas.g_01654	Praq.g_00392
OG0000351	Syas.g_01998	Praq.g_00409
OG0000352	Syas.g_01999	Praq.g_00410
OG0000353	Syas.g_02033	Praq.g_00425
OG0000355	Syas.g_02035	Praq.g_00427
OG0000356	Syas.g_02036	Praq.g_00428
OG0000357	Syas.g_02037	Praq.g_00429
OG0000358	Syas.g_02041	Praq.g_00433
OG0000359	Syas.g_02043	Praq.g_00434
OG0000360	Syas.g_02044	Praq.g_00435
OG0000361	Syas.g_02045	Praq.g_00436
OG0000362	Syas.g_02047	Praq.g_00438
OG0000363	Syas.g_02049	Praq.g_01217
OG0000364	Syas.g_02685	Praq.g_01218
OG0000365	Syas.g_02058	Praq.g_01223
OG0000366	Syas.g_02059	Praq.g_01224
OG0000368	Syas.g_02062	Praq.g_01227
OG0000369	Syas.g_02063	Praq.g_01228
OG0000370	Syas.g_02064	Praq.g_01229
OG0000371	Syas.g_02073	Praq.g_01235
OG0000372	Syas.g_02078	Praq.g_01239
OG0000373	Syas.g_02079	Praq.g_01240
OG0000374	Syas.g_02080	Praq.g_01241
OG0000375	Syas.g_02081	Praq.g_01255
OG0000376	Syas.g_02083	Praq.g_01257
OG0000377	Syas.g_01879	Praq.g_01261
OG0000378	Syas.g_01867	Praq.g_01263
OG0000379	Syas.g_01859	Praq.g_01266
OG0000380	Syas.g_02523	Praq.g_01937
OG0000381	Syas.g_02521	Praq.g_01933
OG0000382	Syas.g_02503	Praq.g_01922
OG0000383	Syas.g_02480	Praq.g_01920
OG0000384	Syas.g_02479	Praq.g_01919
OG0000385	Syas.g_02478	Praq.g_01918
OG0000386	Syas.g_02477	Praq.g_01917
OG0000387	Syas.g_00134	Praq.g_01904
OG0000388	Syas.g_02426	Praq.g_01901
OG0000389	Syas.g_02422	Praq.g_01897
OG0000390	Syas.g_02406	Praq.g_01890
OG0000391	Syas.g_02401	Praq.g_01887
OG0000392	Syas.g_02396	Praq.g_01883
OG0000393	Syas.g_02394	Praq.g_01881
OG0000394	Syas.g_02393	Praq.g_01880
OG0000395	Syas.g_02392	Praq.g_01879
OG0000396	Syas.g_02389	Praq.g_01876
OG0000397	Syas.g_02387	Praq.g_01874
OG0000398	Syas.g_02382	Praq.g_01872
OG0000399	Syas.g_02381	Praq.g_01871
OG0000400	Syas.g_02380	Praq.g_01870
OG0000401	Syas.g_02379	Praq.g_01869
OG0000402	Syas.g_02377	Praq.g_01867
OG0000403	Syas.g_02376	Praq.g_01866
OG0000404	Syas.g_02375	Praq.g_01865
OG0000405	Syas.g_02369	Praq.g_01861
OG0000406	Syas.g_02365	Praq.g_01855
OG0000407	Syas.g_02364	Praq.g_01854
OG0000408	Syas.g_02361	Praq.g_01852
OG0000409	Syas.g_02359	Praq.g_01850
OG0000410	Syas.g_02358	Praq.g_01849
OG0000411	Syas.g_02357	Praq.g_01848
OG0000412	Syas.g_02356	Praq.g_01847
OG0000413	Syas.g_02354	Praq.g_01846
OG0000414	Syas.g_02353	Praq.g_00554, Praq.g_01845
OG0000415	Syas.g_02352	Praq.g_01844
OG0000416	Syas.g_02351	Praq.g_01843
OG0000417	Syas.g_02338	Praq.g_01842
OG0000418	Syas.g_02333	Praq.g_01837
OG0000419	Syas.g_02331	Praq.g_01835
OG0000420	Syas.g_02329	Praq.g_01834
OG0000421	Syas.g_02324	Praq.g_01829
OG0000422	Syas.g_02323	Praq.g_01828
OG0000423	Syas.g_02322	Praq.g_01827
OG0000424	Syas.g_02321	Praq.g_01826
OG0000425	Syas.g_02320	Praq.g_01825
OG0000426	Syas.g_02319	Praq.g_01824
OG0000427	Syas.g_02318	Praq.g_01823
OG0000428	Syas.g_02315	Praq.g_01821
OG0000429	Syas.g_02312	Praq.g_01820
OG0000430	Syas.g_02311	Praq.g_01819
OG0000431	Syas.g_02296	Praq.g_01817
OG0000432	Syas.g_02288	Praq.g_01814
OG0000433	Syas.g_02286	Praq.g_01813
OG0000434	Syas.g_02285	Praq.g_01812
OG0000435	Syas.g_02282	Praq.g_01811
OG0000436	Syas.g_02273	Praq.g_01806
OG0000437	Syas.g_02272	Praq.g_01805
OG0000438	Syas.g_02271	Praq.g_01804
OG0000439	Syas.g_02269	Praq.g_01802
OG0000440	Syas.g_02268	Praq.g_01801
OG0000441	Syas.g_02265	Praq.g_01798
OG0000442	Syas.g_02259	Praq.g_01797
OG0000443	Syas.g_02241	Praq.g_01796
OG0000444	Syas.g_02234	Praq.g_01791
OG0000445	Syas.g_02233	Praq.g_01790
OG0000446	Syas.g_02231	Praq.g_01789
OG0000447	Syas.g_02229	Praq.g_01788
OG0000448	Syas.g_02228	Praq.g_01787
OG0000449	Syas.g_02226	Praq.g_01786
OG0000450	Syas.g_01834	Praq.g_01785
OG0000451	Syas.g_01835	Praq.g_01784
OG0000452	Syas.g_01844	Praq.g_01781
OG0000453	Syas.g_01845	Praq.g_01780
OG0000454	Syas.g_01846	Praq.g_01779
OG0000455	Syas.g_01847	Praq.g_01778
OG0000456	Syas.g_01848	Praq.g_01777
OG0000457	Syas.g_01850	Praq.g_01776
OG0000458	Syas.g_01851	Praq.g_01775
OG0000459	Syas.g_01852	Praq.g_01774
OG0000460	Syas.g_02554	Praq.g_01767
OG0000461	Syas.g_01686	Praq.g_01760
OG0000462	Syas.g_01688	Praq.g_01758
OG0000463	Syas.g_01689	Praq.g_01757
OG0000464	Syas.g_01690	Praq.g_01756
OG0000465	Syas.g_01692	Praq.g_01755
OG0000466	Syas.g_01697	Praq.g_01752
OG0000467	Syas.g_01698	Praq.g_01751
OG0000468	Syas.g_01703	Praq.g_01750
OG0000469	Syas.g_01725	Praq.g_01741
OG0000470	Syas.g_01727	Praq.g_01739
OG0000471	Syas.g_01728	Praq.g_01738
OG0000472	Syas.g_01729	Praq.g_01737
OG0000473	Syas.g_01731	Praq.g_01735
OG0000474	Syas.g_01732	Praq.g_01734
OG0000475	Syas.g_01733	Praq.g_01733
OG0000476	Syas.g_01735	Praq.g_01732
OG0000477	Syas.g_01740	Praq.g_01728
OG0000478	Syas.g_01741	Praq.g_01727
OG0000479	Syas.g_01749	Praq.g_01726
OG0000480	Syas.g_01756	Praq.g_01721
OG0000481	Syas.g_00161, Syas.g_00162	Praq.g_01718
OG0000482	Syas.g_01758	Praq.g_01717
OG0000483	Syas.g_01762	Praq.g_01714
OG0000484	Syas.g_01763	Praq.g_01713
OG0000485	Syas.g_01764	Praq.g_01712
OG0000486	Syas.g_01765	Praq.g_01711
OG0000487	Syas.g_01771	Praq.g_01707
OG0000488	Syas.g_01779	Praq.g_01704
OG0000489	Syas.g_01823	Praq.g_01699
OG0000490	Syas.g_01808	Praq.g_01694
OG0000491	Syas.g_01806	Praq.g_01693
OG0000492	Syas.g_01803	Praq.g_01691
OG0000493	Syas.g_01802	Praq.g_01690
OG0000494	Syas.g_01801	Praq.g_01689
OG0000495	Syas.g_01799	Praq.g_01688
OG0000496	Syas.g_01798	Praq.g_01687
OG0000497	Syas.g_01797	Praq.g_01686
OG0000498	Syas.g_01796	Praq.g_01685
OG0000499	Syas.g_01795	Praq.g_01684
OG0000500	Syas.g_01794	Praq.g_01683
OG0000501	Syas.g_01791	Praq.g_01681
OG0000502	Syas.g_02216	Praq.g_01678
OG0000503	Syas.g_01541	Praq.g_01211
OG0000504	Syas.g_01539	Praq.g_01210
OG0000505	Syas.g_01538	Praq.g_01209
OG0000506	Syas.g_01536	Praq.g_01207
OG0000507	Syas.g_01530	Praq.g_01204
OG0000508	Syas.g_01523	Praq.g_01200
OG0000509	Syas.g_01521	Praq.g_01198
OG0000510	Syas.g_01520	Praq.g_01197
OG0000511	Syas.g_01519	Praq.g_01196
OG0000512	Syas.g_01517	Praq.g_01194
OG0000513	Syas.g_01508	Praq.g_01186
OG0000514	Syas.g_01504	Praq.g_01126
OG0000515	Syas.g_01503	Praq.g_01125
OG0000516	Syas.g_01501	Praq.g_01124
OG0000517	Syas.g_01498	Praq.g_01122
OG0000518	Syas.g_00360, Syas.g_02746	Praq.g_01111
OG0000519	Syas.g_02747	Praq.g_01110
OG0000520	Syas.g_02748	Praq.g_01109
OG0000521	Syas.g_01281	Praq.g_00502
OG0000522	Syas.g_01279	Praq.g_00504
OG0000523	Syas.g_01278	Praq.g_00505
OG0000524	Syas.g_01354	Praq.g_00511
OG0000525	Syas.g_01342	Praq.g_00514
OG0000526	Syas.g_01340	Praq.g_00515
OG0000527	Syas.g_01335	Praq.g_00524
OG0000528	Syas.g_01256	Praq.g_00529
OG0000529	Syas.g_01252	Praq.g_00532
OG0000530	Syas.g_01249	Praq.g_00535
OG0000531	Syas.g_01248	Praq.g_00536
OG0000532	Syas.g_01245	Praq.g_00538
OG0000533	Syas.g_01243	Praq.g_00539
OG0000534	Syas.g_01242	Praq.g_00540
OG0000535	Syas.g_01241	Praq.g_00541
OG0000536	Syas.g_01240	Praq.g_00542
OG0000537	Syas.g_01238	Praq.g_00543
OG0000538	Syas.g_01228	Praq.g_01102
OG0000539	Syas.g_01227	Praq.g_01101
OG0000540	Syas.g_01226	Praq.g_01100
OG0000541	Syas.g_01225	Praq.g_01099
OG0000542	Syas.g_01221	Praq.g_01097
OG0000543	Syas.g_01219	Praq.g_01095
OG0000544	Syas.g_01218	Praq.g_01094
OG0000545	Syas.g_01216	Praq.g_01092
OG0000546	Syas.g_01214	Praq.g_01089
OG0000547	Syas.g_01212	Praq.g_01087
OG0000548	Syas.g_01211	Praq.g_01086
OG0000549	Syas.g_00005	Praq.g_01084
OG0000550	Syas.g_00010	Praq.g_01079
OG0000551	Syas.g_00015	Praq.g_01075
OG0000552	Syas.g_00016	Praq.g_01074
OG0000553	Syas.g_00019	Praq.g_01073
OG0000554	Syas.g_00063	Praq.g_01068
OG0000555	Syas.g_00775	Praq.g_01060
OG0000556	Syas.g_00781	Praq.g_01058
OG0000557	Syas.g_00783	Praq.g_01057
OG0000558	Syas.g_00785	Praq.g_01055
OG0000559	Syas.g_00789	Praq.g_01051
OG0000560	Syas.g_00792	Praq.g_01048
OG0000561	Syas.g_00793	Praq.g_01047
OG0000562	Syas.g_00794	Praq.g_01046
OG0000563	Syas.g_00795	Praq.g_01045
OG0000564	Syas.g_00796	Praq.g_01044
OG0000565	Syas.g_00800	Praq.g_01041
OG0000566	Syas.g_00804	Praq.g_01039
OG0000567	Syas.g_00808	Praq.g_01035
OG0000568	Syas.g_00810	Praq.g_01034
OG0000569	Syas.g_00811	Praq.g_01033
OG0000570	Syas.g_00812	Praq.g_01032
OG0000571	Syas.g_00815	Praq.g_01030
OG0000572	Syas.g_00839	Praq.g_01017
OG0000573	Syas.g_00952	Praq.g_01010
OG0000574	Syas.g_00951	Praq.g_01009
OG0000575	Syas.g_00848	Praq.g_01005
OG0000576	Syas.g_00850	Praq.g_01003
OG0000577	Syas.g_00851	Praq.g_01002
OG0000578	Syas.g_00852	Praq.g_01001
OG0000579	Syas.g_00853	Praq.g_01000
OG0000580	Syas.g_00854	Praq.g_00999
OG0000581	Syas.g_00861	Praq.g_00997
OG0000582	Syas.g_00873	Praq.g_00994
OG0000583	Syas.g_00872	Praq.g_00993
OG0000584	Syas.g_00871	Praq.g_00992
OG0000585	Syas.g_00868	Praq.g_00990
OG0000586	Syas.g_00867	Praq.g_00989
OG0000587	Syas.g_00865	Praq.g_00988
OG0000588	Syas.g_00960	Praq.g_00984
OG0000589	Syas.g_00121	Praq.g_00981
OG0000590	Syas.g_00120	Praq.g_00980
OG0000591	Syas.g_00106	Praq.g_00977
OG0000592	Syas.g_00105	Praq.g_00976
