Orthogroup	Syas	Syai
OG0000176	Syas.g_02038	Syai.g_00004
OG0000177	Syas.g_02039	Syai.g_00005
OG0000178	Syas.g_02040	Syai.g_00006
OG0000179	Syas.g_02054	Syai.g_00023
OG0000180	Syas.g_02055	Syai.g_00024
OG0000181	Syas.g_02056	Syai.g_00025
OG0000182	Syas.g_02057	Syai.g_00026
OG0000183	Syas.g_02061	Syai.g_00030
OG0000184	Syas.g_01872	Syai.g_02756
OG0000185	Syas.g_01861	Syai.g_02734
OG0000186	Syas.g_02525	Syai.g_02469
OG0000187	Syas.g_02524	Syai.g_02471
OG0000188	Syas.g_02502	Syai.g_02494
OG0000189	Syas.g_02432	Syai.g_02530
OG0000190	Syas.g_00133	Syai.g_02532
OG0000191	Syas.g_02400	Syai.g_02562
OG0000192	Syas.g_02395	Syai.g_02569
OG0000193	Syas.g_02366	Syai.g_02609
OG0000194	Syas.g_02363	Syai.g_02612
OG0000196	Syas.g_02337	Syai.g_02625
OG0000197	Syas.g_02336	Syai.g_02626
OG0000198	Syas.g_02335	Syai.g_02627
OG0000199	Syas.g_02327	Syai.g_02635
OG0000200	Syas.g_02298	Syai.g_02651
OG0000201	Syas.g_02279	Syai.g_02667
OG0000202	Syas.g_02278	Syai.g_02668
OG0000203	Syas.g_02277	Syai.g_02669
OG0000204	Syas.g_02276	Syai.g_02670
OG0000205	Syas.g_02267	Syai.g_02677
OG0000206	Syas.g_02240	Syai.g_02684
OG0000207	Syas.g_02237	Syai.g_02686
OG0000208	Syas.g_02236	Syai.g_02687
OG0000209	Syas.g_01837	Syai.g_02699
OG0000210	Syas.g_01838	Syai.g_02700
OG0000211	Syas.g_02552	Syai.g_00533
OG0000212	Syas.g_02562	Syai.g_00544
OG0000213	Syas.g_01707	Syai.g_00292
OG0000214	Syas.g_01730	Syai.g_00276
OG0000215	Syas.g_01766	Syai.g_00245
OG0000216	Syas.g_01770	Syai.g_00241
OG0000217	Syas.g_01778	Syai.g_00237
OG0000218	Syas.g_01780	Syai.g_00235
OG0000219	Syas.g_01783	Syai.g_00234
OG0000220	Syas.g_01784	Syai.g_00233
OG0000221	Syas.g_01785	Syai.g_00227
OG0000222	Syas.g_01804	Syai.g_00215
OG0000223	Syas.g_02221	Syai.g_00194
OG0000224	Syas.g_02215	Syai.g_00186
OG0000225	Syas.g_01522	Syai.g_00502
OG0000226	Syas.g_01518	Syai.g_00506
OG0000227	Syas.g_01516	Syai.g_00508
OG0000228	Syas.g_01513	Syai.g_00516
OG0000229	Syas.g_01497	Syai.g_02228
OG0000230	Syas.g_01495	Syai.g_02226
OG0000231	Syas.g_02749	Syai.g_02208
OG0000232	Syas.g_01276	Syai.g_00846
OG0000233	Syas.g_01352	Syai.g_00855
OG0000234	Syas.g_01331	Syai.g_00866
OG0000235	Syas.g_01254	Syai.g_00637
OG0000236	Syas.g_01237	Syai.g_00652
OG0000237	Syas.g_01220	Syai.g_00669
OG0000238	Syas.g_01215	Syai.g_00674
OG0000239	Syas.g_00012	Syai.g_00691
OG0000240	Syas.g_00013	Syai.g_00692
OG0000241	Syas.g_00754	Syai.g_01085, Syai.g_01089
OG0000242	Syas.g_00059	Syai.g_00705
OG0000243	Syas.g_00777	Syai.g_00726
OG0000244	Syas.g_00784	Syai.g_00731
OG0000245	Syas.g_00786	Syai.g_00733
OG0000246	Syas.g_00790	Syai.g_00737
OG0000247	Syas.g_00802	Syai.g_00748
OG0000248	Syas.g_00805	Syai.g_00751
OG0000249	Syas.g_00807	Syai.g_00753
OG0000250	Syas.g_00814	Syai.g_00762
OG0000251	Syas.g_00845	Syai.g_00789
OG0000252	Syas.g_00950	Syai.g_00797
OG0000253	Syas.g_00846	Syai.g_00798
OG0000254	Syas.g_00869	Syai.g_01045
OG0000255	Syas.g_00132, Syas.g_01062	Syai.g_01061
OG0000256	Syas.g_00104	Syai.g_01077
OG0000257	Syas.g_00757	Syai.g_01084
OG0000258	Syas.g_00733	Syai.g_01113
OG0000259	Syas.g_00708	Syai.g_01229
OG0000260	Syas.g_00705	Syai.g_01232
OG0000261	Syas.g_00701	Syai.g_01235
OG0000262	Syas.g_00695	Syai.g_01240
OG0000263	Syas.g_01103	Syai.g_01776
OG0000264	Syas.g_02588	Syai.g_01962
OG0000266	Syas.g_00186	Syai.g_01401
OG0000267	Syas.g_00377	Syai.g_01569
OG0000268	Syas.g_00390	Syai.g_01568
OG0000269	Syas.g_00601	Syai.g_01316
OG0000270	Syas.g_00598	Syai.g_01319
OG0000271	Syas.g_00590	Syai.g_01327
OG0000272	Syas.g_00589	Syai.g_01328
OG0000274	Syas.g_00562	Syai.g_02038
OG0000275	Syas.g_00230	Syai.g_02043
OG0000276	Syas.g_00237	Syai.g_02051
OG0000277	Syas.g_00238	Syai.g_02052
OG0000278	Syas.g_00241	Syai.g_02055
OG0000279	Syas.g_00288	Syai.g_02063
OG0000280	Syas.g_00889, Syas.g_00481	Syai.g_02084
OG0000281	Syas.g_00970	Syai.g_01719
OG0000282	Syas.g_00672	Syai.g_01263
OG0000283	Syas.g_00409	Syai.g_01554
OG0000284	Syas.g_00416	Syai.g_01548
OG0000285	Syas.g_00436	Syai.g_01522
OG0000286	Syas.g_00460	Syai.g_01504
OG0000287	Syas.g_00534	Syai.g_01469
OG0000288	Syas.g_00220	Syai.g_01435
OG0000289	Syas.g_00205	Syai.g_01421
OG0000290	Syas.g_01016	Syai.g_02010
OG0000291	Syas.g_01018	Syai.g_02008
OG0000292	Syas.g_02020	Syai.g_02926
OG0000293	Syas.g_01197	Syai.g_02155
OG0000295	Syas.g_01139	Syai.g_02117
OG0000296	Syas.g_01137	Syai.g_02115
OG0000298	Syas.g_01123	Syai.g_01755
OG0000299	Syas.g_01087	Syai.g_01783
OG0000300	Syas.g_01082	Syai.g_01790
OG0000301	Syas.g_01081	Syai.g_01791
OG0000302	Syas.g_01080	Syai.g_01793
OG0000303	Syas.g_01071	Syai.g_01802
OG0000304	Syas.g_01066	Syai.g_01826
OG0000305	Syas.g_01023	Syai.g_02005
OG0000306	Syas.g_01929	Syai.g_02090
OG0000307	Syas.g_01270	Syai.g_00619
OG0000308	Syas.g_01272	Syai.g_00617
OG0000309	Syas.g_01364	Syai.g_00612
OG0000310	Syas.g_02796	Syai.g_00989
OG0000311	Syas.g_02799	Syai.g_00985
OG0000312	Syas.g_02804	Syai.g_00966
OG0000313	Syas.g_02823	Syai.g_00949
OG0000314	Syas.g_01296	Syai.g_00908
OG0000315	Syas.g_01306	Syai.g_00897
OG0000316	Syas.g_02728	Syai.g_02320, Syai.g_02322
OG0000317	Syas.g_02687	Syai.g_02373
OG0000318	Syas.g_02680	Syai.g_02379
OG0000319	Syas.g_02663	Syai.g_02395
OG0000320	Syas.g_02661	Syai.g_02397
OG0000321	Syas.g_02660	Syai.g_02398
OG0000322	Syas.g_02659	Syai.g_02399
OG0000323	Syas.g_02646, Syas.g_00159	Syai.g_02413
OG0000324	Syas.g_02578	Syai.g_02272
OG0000325	Syas.g_01668	Syai.g_00320
OG0000326	Syas.g_01661	Syai.g_00327
OG0000327	Syas.g_01634	Syai.g_00359
OG0000328	Syas.g_01633	Syai.g_00360
OG0000329	Syas.g_01615	Syai.g_00378
OG0000330	Syas.g_01614	Syai.g_00379
OG0000331	Syas.g_01613	Syai.g_00380
OG0000333	Syas.g_01595	Syai.g_00398
OG0000334	Syas.g_01586	Syai.g_00407
OG0000335	Syas.g_01581	Syai.g_00412
OG0000336	Syas.g_01577	Syai.g_00416
OG0000337	Syas.g_02211	Syai.g_00169
OG0000338	Syas.g_02199	Syai.g_00166
OG0000339	Syas.g_02192	Syai.g_00160
OG0000340	Syas.g_02183	Syai.g_00133
OG0000341	Syas.g_02181	Syai.g_00131
OG0000342	Syas.g_02180	Syai.g_00130
OG0000343	Syas.g_02176	Syai.g_00129
OG0000344	Syas.g_02172	Syai.g_00125
OG0000345	Syas.g_02160	Syai.g_00115
OG0000346	Syas.g_02155	Syai.g_00110
OG0000347	Syas.g_02136	Syai.g_00087
OG0000348	Syas.g_02107	Syai.g_00076
OG0000349	Syas.g_02085	Syai.g_00057
OG0000350	Syas.g_01654	Syai.g_00334
OG0000351	Syas.g_01998	Syai.g_02904
OG0000352	Syas.g_01999	Syai.g_02905
OG0000353	Syas.g_02033	Syai.g_02932
OG0000354	Syas.g_01209	Syai.g_00680
OG0000354	Syas.g_02052	Syai.g_00019
OG0000355	Syas.g_02035	Syai.g_00001
OG0000356	Syas.g_02036	Syai.g_00002
OG0000357	Syas.g_02037	Syai.g_00003
OG0000358	Syas.g_02041	Syai.g_00007
OG0000359	Syas.g_02043	Syai.g_00009
OG0000360	Syas.g_02044	Syai.g_00010
OG0000361	Syas.g_02045	Syai.g_00011
OG0000362	Syas.g_02047	Syai.g_00013
OG0000363	Syas.g_02049	Syai.g_00015
OG0000364	Syas.g_02685	Syai.g_00016
OG0000365	Syas.g_02058	Syai.g_00027
OG0000366	Syas.g_02059	Syai.g_00028
OG0000368	Syas.g_02062	Syai.g_00031
OG0000369	Syas.g_02063	Syai.g_00032
OG0000370	Syas.g_02064	Syai.g_00033
OG0000371	Syas.g_02073	Syai.g_00041
OG0000372	Syas.g_02078	Syai.g_00047
OG0000373	Syas.g_02079	Syai.g_00048
OG0000374	Syas.g_02080	Syai.g_00049
OG0000375	Syas.g_02081	Syai.g_00053
OG0000376	Syas.g_02083	Syai.g_00055
OG0000377	Syas.g_01879	Syai.g_02769
OG0000378	Syas.g_01867	Syai.g_02751
OG0000379	Syas.g_01859	Syai.g_02733
OG0000380	Syas.g_02523	Syai.g_02472
OG0000381	Syas.g_02521	Syai.g_02475
OG0000382	Syas.g_02503	Syai.g_02493
OG0000383	Syas.g_02480	Syai.g_02498
OG0000384	Syas.g_02479	Syai.g_02499
OG0000385	Syas.g_02478	Syai.g_02500
OG0000386	Syas.g_02477	Syai.g_02501
OG0000387	Syas.g_00134	Syai.g_02534
OG0000388	Syas.g_02426	Syai.g_02538
OG0000389	Syas.g_02422	Syai.g_02542
OG0000390	Syas.g_02406	Syai.g_02556
OG0000391	Syas.g_02401	Syai.g_02561
OG0000392	Syas.g_02396	Syai.g_02568
OG0000393	Syas.g_02394	Syai.g_02570
OG0000394	Syas.g_02393	Syai.g_02571
OG0000395	Syas.g_02392	Syai.g_02572
OG0000396	Syas.g_02389	Syai.g_02575
OG0000397	Syas.g_02387	Syai.g_02577
OG0000398	Syas.g_02382	Syai.g_02582
OG0000399	Syas.g_02381	Syai.g_02583
OG0000400	Syas.g_02380	Syai.g_02584
OG0000401	Syas.g_02379	Syai.g_02585
OG0000402	Syas.g_02377	Syai.g_02588
OG0000403	Syas.g_02376	Syai.g_02589
OG0000404	Syas.g_02375	Syai.g_02590
OG0000405	Syas.g_02369	Syai.g_02606
OG0000406	Syas.g_02365	Syai.g_02610
OG0000407	Syas.g_02364	Syai.g_02611
OG0000408	Syas.g_02361	Syai.g_02613
OG0000409	Syas.g_02359	Syai.g_02615
OG0000410	Syas.g_02358	Syai.g_02616
OG0000411	Syas.g_02357	Syai.g_02617
OG0000412	Syas.g_02356	Syai.g_02618
OG0000413	Syas.g_02354	Syai.g_02620
OG0000414	Syas.g_02353	Syai.g_02621
OG0000415	Syas.g_02352	Syai.g_02622
OG0000416	Syas.g_02351	Syai.g_02623
OG0000417	Syas.g_02338	Syai.g_02624
OG0000418	Syas.g_02333	Syai.g_02629
OG0000419	Syas.g_02331	Syai.g_02631
OG0000420	Syas.g_02329	Syai.g_02633
OG0000421	Syas.g_02324	Syai.g_02638
OG0000422	Syas.g_02323	Syai.g_02639
OG0000423	Syas.g_02322	Syai.g_02640
OG0000424	Syas.g_02321	Syai.g_02641
OG0000425	Syas.g_02320	Syai.g_02642
OG0000426	Syas.g_02319	Syai.g_02643
OG0000427	Syas.g_02318	Syai.g_02644
OG0000428	Syas.g_02315	Syai.g_02647
OG0000429	Syas.g_02312	Syai.g_02649
OG0000430	Syas.g_02311	Syai.g_02650
OG0000431	Syas.g_02296	Syai.g_02654
OG0000432	Syas.g_02288	Syai.g_02660
OG0000433	Syas.g_02286	Syai.g_02662
OG0000434	Syas.g_02285	Syai.g_02663
OG0000435	Syas.g_02282	Syai.g_02666
OG0000436	Syas.g_02273	Syai.g_02671
OG0000437	Syas.g_02272	Syai.g_02672
OG0000438	Syas.g_02271	Syai.g_02673
OG0000439	Syas.g_02269	Syai.g_02675
OG0000440	Syas.g_02268	Syai.g_02676
OG0000441	Syas.g_02265	Syai.g_02681
OG0000442	Syas.g_02259	Syai.g_02682
OG0000443	Syas.g_02241	Syai.g_02683
OG0000444	Syas.g_02234	Syai.g_02688
OG0000445	Syas.g_02233	Syai.g_02689
OG0000446	Syas.g_02231	Syai.g_02690
OG0000447	Syas.g_02229	Syai.g_02693
OG0000448	Syas.g_02228	Syai.g_02694
OG0000449	Syas.g_02226	Syai.g_02695
OG0000450	Syas.g_01834	Syai.g_02696
OG0000451	Syas.g_01835	Syai.g_02697
OG0000452	Syas.g_01844	Syai.g_02701
OG0000453	Syas.g_01845	Syai.g_02702
OG0000454	Syas.g_01846	Syai.g_02703
OG0000455	Syas.g_01847	Syai.g_02704
OG0000456	Syas.g_01848	Syai.g_02705
OG0000457	Syas.g_01850	Syai.g_02707
OG0000458	Syas.g_01851	Syai.g_02708
OG0000459	Syas.g_01852	Syai.g_02709
OG0000460	Syas.g_02554	Syai.g_00535
OG0000461	Syas.g_01686	Syai.g_00314
OG0000462	Syas.g_01688	Syai.g_00311
OG0000463	Syas.g_01689	Syai.g_00310
OG0000464	Syas.g_01690	Syai.g_00309
OG0000465	Syas.g_01692	Syai.g_00307
OG0000466	Syas.g_01697	Syai.g_00303
OG0000467	Syas.g_01698	Syai.g_00301
OG0000468	Syas.g_01703	Syai.g_00296
OG0000469	Syas.g_01725	Syai.g_00282
OG0000470	Syas.g_01727	Syai.g_00280
OG0000471	Syas.g_01728	Syai.g_00279
OG0000472	Syas.g_01729	Syai.g_00277
OG0000473	Syas.g_01731	Syai.g_00275
OG0000474	Syas.g_01732	Syai.g_00274
OG0000475	Syas.g_01733	Syai.g_00273
OG0000476	Syas.g_01735	Syai.g_00271
OG0000477	Syas.g_01740	Syai.g_00265
OG0000478	Syas.g_01741	Syai.g_00264
OG0000479	Syas.g_01749	Syai.g_00263
OG0000480	Syas.g_01756	Syai.g_00256
OG0000481	Syas.g_00161, Syas.g_00162	Syai.g_00254
OG0000482	Syas.g_01758	Syai.g_00253
OG0000483	Syas.g_01762	Syai.g_00249
OG0000484	Syas.g_01763	Syai.g_00248
OG0000485	Syas.g_01764	Syai.g_00247
OG0000486	Syas.g_01765	Syai.g_00246
OG0000487	Syas.g_01771	Syai.g_00240
OG0000488	Syas.g_01779	Syai.g_00236
OG0000489	Syas.g_01823	Syai.g_00226
OG0000490	Syas.g_01808	Syai.g_00218
OG0000491	Syas.g_01806	Syai.g_00217
OG0000492	Syas.g_01803	Syai.g_00214
OG0000493	Syas.g_01802	Syai.g_00213
OG0000494	Syas.g_01801	Syai.g_00212
OG0000495	Syas.g_01799	Syai.g_00211
OG0000496	Syas.g_01798	Syai.g_00210
OG0000497	Syas.g_01797	Syai.g_00209
OG0000498	Syas.g_01796	Syai.g_00208
OG0000499	Syas.g_01795	Syai.g_00207
OG0000500	Syas.g_01794	Syai.g_00206
OG0000501	Syas.g_01791	Syai.g_00203
OG0000502	Syas.g_02216	Syai.g_00192
OG0000503	Syas.g_01541	Syai.g_00486
OG0000504	Syas.g_01539	Syai.g_00488
OG0000505	Syas.g_01538	Syai.g_00489
OG0000506	Syas.g_01536	Syai.g_00491
OG0000507	Syas.g_01530	Syai.g_00497
OG0000508	Syas.g_01523	Syai.g_00501
OG0000509	Syas.g_01521	Syai.g_00503
OG0000510	Syas.g_01520	Syai.g_00504
OG0000511	Syas.g_01519	Syai.g_00505
OG0000512	Syas.g_01517	Syai.g_00507
OG0000513	Syas.g_01508	Syai.g_00521
OG0000514	Syas.g_01504	Syai.g_00528
OG0000515	Syas.g_01503	Syai.g_00529
OG0000516	Syas.g_01501	Syai.g_02223
OG0000517	Syas.g_01498	Syai.g_02229
OG0000518	Syas.g_00360, Syas.g_02746	Syai.g_02211
OG0000519	Syas.g_02747	Syai.g_02210
OG0000520	Syas.g_02748	Syai.g_02209
OG0000521	Syas.g_01281	Syai.g_00842
OG0000522	Syas.g_01279	Syai.g_00844
OG0000523	Syas.g_01278	Syai.g_00845
OG0000524	Syas.g_01354	Syai.g_00852
OG0000525	Syas.g_01342	Syai.g_00856
OG0000526	Syas.g_01340	Syai.g_00859
OG0000527	Syas.g_01335	Syai.g_00863
OG0000528	Syas.g_01256	Syai.g_00633
OG0000529	Syas.g_01252	Syai.g_00639
OG0000530	Syas.g_01249	Syai.g_00642
OG0000531	Syas.g_01248	Syai.g_00643
OG0000532	Syas.g_01245	Syai.g_00646
OG0000533	Syas.g_01243	Syai.g_00647
OG0000534	Syas.g_01242	Syai.g_00648
OG0000535	Syas.g_01241	Syai.g_00649
OG0000536	Syas.g_01240	Syai.g_00650
OG0000537	Syas.g_01238	Syai.g_00651
OG0000538	Syas.g_01228	Syai.g_00662
OG0000539	Syas.g_01227	Syai.g_00663
OG0000540	Syas.g_01226	Syai.g_00664
OG0000541	Syas.g_01225	Syai.g_00665
OG0000542	Syas.g_01221	Syai.g_00668
OG0000543	Syas.g_01219	Syai.g_00670
OG0000544	Syas.g_01218	Syai.g_00671
OG0000545	Syas.g_01216	Syai.g_00673
OG0000546	Syas.g_01214	Syai.g_00675
OG0000547	Syas.g_01212	Syai.g_00677
OG0000548	Syas.g_01211	Syai.g_00678
OG0000549	Syas.g_00005	Syai.g_00684
OG0000550	Syas.g_00010	Syai.g_00689
OG0000551	Syas.g_00015	Syai.g_00694
OG0000552	Syas.g_00016	Syai.g_00695
OG0000553	Syas.g_00019	Syai.g_00698
OG0000554	Syas.g_00063	Syai.g_00708
OG0000555	Syas.g_00775	Syai.g_00725
OG0000556	Syas.g_00781	Syai.g_00728
OG0000557	Syas.g_00783	Syai.g_00730
OG0000558	Syas.g_00785	Syai.g_00732
OG0000559	Syas.g_00789	Syai.g_00736
OG0000560	Syas.g_00792	Syai.g_00739
OG0000561	Syas.g_00793	Syai.g_00740
OG0000562	Syas.g_00794	Syai.g_00741
OG0000563	Syas.g_00795	Syai.g_00742
OG0000564	Syas.g_00796	Syai.g_00743
OG0000565	Syas.g_00800	Syai.g_00746
OG0000566	Syas.g_00804	Syai.g_00750
OG0000567	Syas.g_00808	Syai.g_00754
OG0000568	Syas.g_00810	Syai.g_00758
OG0000569	Syas.g_00811	Syai.g_00759
OG0000570	Syas.g_00812	Syai.g_00760
OG0000571	Syas.g_00815	Syai.g_00764
OG0000572	Syas.g_00839	Syai.g_00782
OG0000573	Syas.g_00952	Syai.g_00790
OG0000574	Syas.g_00951	Syai.g_00796
OG0000575	Syas.g_00848	Syai.g_00800
OG0000576	Syas.g_00850	Syai.g_00802
OG0000577	Syas.g_00851	Syai.g_00803
OG0000578	Syas.g_00852	Syai.g_00804
OG0000579	Syas.g_00853	Syai.g_00805
OG0000580	Syas.g_00854	Syai.g_00806
OG0000581	Syas.g_00861	Syai.g_00812
OG0000582	Syas.g_00873	Syai.g_01042
OG0000583	Syas.g_00872	Syai.g_01043
OG0000584	Syas.g_00871	Syai.g_01044
OG0000585	Syas.g_00868	Syai.g_01046
OG0000586	Syas.g_00867	Syai.g_01047
OG0000587	Syas.g_00865	Syai.g_01049
OG0000588	Syas.g_00960	Syai.g_01063
OG0000589	Syas.g_00121	Syai.g_01066
OG0000590	Syas.g_00120	Syai.g_01067
OG0000591	Syas.g_00106	Syai.g_01075
OG0000592	Syas.g_00105	Syai.g_01076
OG0000593	Syas.g_00750	Syai.g_01100
OG0000594	Syas.g_00749	Syai.g_01101
OG0000595	Syas.g_00748	Syai.g_01102
OG0000596	Syas.g_00743	Syai.g_01107
OG0000597	Syas.g_00740	Syai.g_01110
OG0000598	Syas.g_00739	Syai.g_01111
OG0000599	Syas.g_00732	Syai.g_01114
OG0000600	Syas.g_00731	Syai.g_01115
OG0000601	Syas.g_00730	Syai.g_01116
OG0000602	Syas.g_00725	Syai.g_01121
OG0000603	Syas.g_00724	Syai.g_01122
OG0000604	Syas.g_00721	Syai.g_01125
OG0000605	Syas.g_00719	Syai.g_01609
