Orthogroup	Syas	Syal
OG0000170	Syas.g_02161	Syal.g_01454
OG0000171	Syas.g_02139	Syal.g_01518
OG0000172	Syas.g_02110	Syal.g_00174, Syal.g_00173
OG0000173	Syas.g_02092	Syal.g_00155
OG0000174	Syas.g_01940	Syal.g_01121
OG0000175	Syas.g_01994	Syal.g_01172
OG0000176	Syas.g_02038	Syal.g_00101
OG0000177	Syas.g_02039	Syal.g_00102
OG0000178	Syas.g_02040	Syal.g_00103
OG0000179	Syas.g_02054	Syal.g_00118
OG0000180	Syas.g_02055	Syal.g_00119
OG0000181	Syas.g_02056	Syal.g_00120
OG0000182	Syas.g_02057	Syal.g_00121
OG0000183	Syas.g_02061	Syal.g_00125
OG0000184	Syas.g_01872	Syal.g_02678
OG0000185	Syas.g_01861	Syal.g_01025
OG0000186	Syas.g_02525	Syal.g_02684, Syal.g_00747
OG0000187	Syas.g_02524	Syal.g_02685, Syal.g_00748
OG0000188	Syas.g_02502	Syal.g_00771
OG0000189	Syas.g_02432	Syal.g_00807
OG0000190	Syas.g_00133	Syal.g_01364
OG0000191	Syas.g_02400	Syal.g_00841
OG0000192	Syas.g_02395	Syal.g_00847
OG0000193	Syas.g_02366	Syal.g_00887
OG0000194	Syas.g_02363	Syal.g_00890
OG0000196	Syas.g_02337	Syal.g_00903
OG0000197	Syas.g_02336	Syal.g_00904
OG0000198	Syas.g_02335	Syal.g_00905
OG0000199	Syas.g_02327	Syal.g_00913
OG0000200	Syas.g_02298	Syal.g_00932
OG0000202	Syas.g_02278	Syal.g_00950
OG0000203	Syas.g_02277	Syal.g_00951
OG0000204	Syas.g_02276	Syal.g_00952
OG0000205	Syas.g_02267	Syal.g_00959
OG0000206	Syas.g_02240	Syal.g_00971
OG0000207	Syas.g_02237	Syal.g_00974
OG0000208	Syas.g_02236	Syal.g_00975
OG0000209	Syas.g_01837	Syal.g_01000
OG0000210	Syas.g_01838	Syal.g_01001
OG0000211	Syas.g_02552	Syal.g_00688
OG0000212	Syas.g_02562	Syal.g_00679
OG0000213	Syas.g_01707	Syal.g_01229
OG0000214	Syas.g_01730	Syal.g_01246
OG0000215	Syas.g_01766	Syal.g_01277
OG0000216	Syas.g_01770	Syal.g_01281
OG0000217	Syas.g_01778	Syal.g_01285
OG0000218	Syas.g_01780	Syal.g_01287
OG0000219	Syas.g_01783	Syal.g_01288
OG0000220	Syas.g_01784	Syal.g_01289
OG0000221	Syas.g_01785	Syal.g_01297
OG0000222	Syas.g_01804	Syal.g_01309
OG0000223	Syas.g_02221	Syal.g_01327
OG0000224	Syas.g_02215	Syal.g_01329
OG0000225	Syas.g_01522	Syal.g_00363
OG0000226	Syas.g_01518	Syal.g_00367
OG0000227	Syas.g_01516	Syal.g_00369
OG0000228	Syas.g_01513	Syal.g_00556
OG0000229	Syas.g_01497	Syal.g_00525
OG0000230	Syas.g_01495	Syal.g_00523
OG0000231	Syas.g_02749	Syal.g_00510
OG0000232	Syas.g_01276	Syal.g_00495
OG0000233	Syas.g_01352	Syal.g_00487
OG0000234	Syas.g_01331	Syal.g_00461
OG0000235	Syas.g_01254	Syal.g_02896
OG0000236	Syas.g_01237	Syal.g_02912
OG0000237	Syas.g_01220	Syal.g_02930
OG0000238	Syas.g_01215	Syal.g_02935
OG0000239	Syas.g_00012	Syal.g_02951
OG0000240	Syas.g_00013	Syal.g_02952
OG0000241	Syas.g_00754	Syal.g_02696
OG0000242	Syas.g_00059	Syal.g_02840
OG0000243	Syas.g_00777	Syal.g_02822
OG0000244	Syas.g_00784	Syal.g_02815
OG0000245	Syas.g_00786	Syal.g_02813
OG0000246	Syas.g_00790	Syal.g_02809
OG0000247	Syas.g_00802	Syal.g_02797
OG0000248	Syas.g_00805	Syal.g_02794
OG0000249	Syas.g_00807	Syal.g_02792
OG0000250	Syas.g_00814	Syal.g_02786
OG0000251	Syas.g_00845	Syal.g_02760
OG0000252	Syas.g_00950	Syal.g_02757
OG0000253	Syas.g_00846	Syal.g_02755
OG0000254	Syas.g_00869	Syal.g_02732
OG0000255	Syas.g_00132, Syas.g_01062	Syal.g_02719
OG0000256	Syas.g_00104	Syal.g_02705
OG0000257	Syas.g_00757	Syal.g_02697
OG0000258	Syas.g_00733	Syal.g_02623
OG0000259	Syas.g_00708	Syal.g_02182
OG0000260	Syas.g_00705	Syal.g_02188
OG0000261	Syas.g_00701	Syal.g_02199
OG0000262	Syas.g_00695	Syal.g_02204
OG0000263	Syas.g_01103	Syal.g_01720
OG0000264	Syas.g_02588	Syal.g_01788
OG0000266	Syas.g_00186	Syal.g_02421
OG0000267	Syas.g_00377	Syal.g_02043
OG0000268	Syas.g_00390	Syal.g_02042
OG0000269	Syas.g_00601	Syal.g_02409
OG0000270	Syas.g_00598	Syal.g_02412
OG0000271	Syas.g_00590	Syal.g_01871
OG0000272	Syas.g_00589	Syal.g_01872
OG0000273	Syas.g_00563	Syal.g_02454
OG0000274	Syas.g_00562	Syal.g_02455
OG0000275	Syas.g_00230	Syal.g_02458
OG0000276	Syas.g_00237	Syal.g_02467
OG0000277	Syas.g_00238	Syal.g_02468
OG0000278	Syas.g_00241	Syal.g_02471
OG0000279	Syas.g_00288	Syal.g_02479
OG0000280	Syas.g_00889, Syas.g_00481	Syal.g_02493
OG0000281	Syas.g_00970	Syal.g_02190
OG0000282	Syas.g_00672	Syal.g_02284
OG0000283	Syas.g_00409	Syal.g_02028
OG0000284	Syas.g_00416	Syal.g_02023
OG0000285	Syas.g_00436	Syal.g_02012
OG0000286	Syas.g_00460	Syal.g_01992
OG0000287	Syas.g_00534	Syal.g_01965
OG0000288	Syas.g_00220	Syal.g_01919
OG0000289	Syas.g_00205	Syal.g_01904
OG0000290	Syas.g_01016	Syal.g_01826
OG0000291	Syas.g_01018	Syal.g_01824
OG0000292	Syas.g_02020	Syal.g_00089
OG0000293	Syas.g_01197	Syal.g_01631
OG0000294	Syas.g_01196	Syal.g_01632
OG0000295	Syas.g_01139	Syal.g_01687
OG0000296	Syas.g_01137	Syal.g_01689
OG0000297	Syas.g_01124	Syal.g_01702
OG0000298	Syas.g_01123	Syal.g_01703
OG0000299	Syas.g_01087	Syal.g_01732
OG0000300	Syas.g_01082	Syal.g_01738
OG0000301	Syas.g_01081	Syal.g_01739
OG0000302	Syas.g_01080	Syal.g_01740
OG0000303	Syas.g_01071	Syal.g_01763
OG0000304	Syas.g_01066	Syal.g_01756
OG0000305	Syas.g_01023	Syal.g_01821
OG0000306	Syas.g_01929	Syal.g_02579
OG0000307	Syas.g_01270	Syal.g_02880
OG0000308	Syas.g_01272	Syal.g_02878
OG0000309	Syas.g_01364	Syal.g_02873
OG0000310	Syas.g_02796	Syal.g_01537
OG0000311	Syas.g_02799	Syal.g_00061
OG0000312	Syas.g_02804	Syal.g_00031
OG0000313	Syas.g_02823	Syal.g_00381
OG0000314	Syas.g_01296	Syal.g_00416
OG0000315	Syas.g_01306	Syal.g_00426
OG0000316	Syas.g_02728	Syal.g_02987
OG0000317	Syas.g_02687	Syal.g_00583
OG0000318	Syas.g_02680	Syal.g_00588
OG0000319	Syas.g_02663	Syal.g_00608
OG0000320	Syas.g_02661	Syal.g_00610
OG0000321	Syas.g_02660	Syal.g_00611
OG0000322	Syas.g_02659	Syal.g_00612
OG0000323	Syas.g_02646	Syal.g_00626
OG0000324	Syas.g_02578	Syal.g_00656
OG0000325	Syas.g_01668	Syal.g_00195
OG0000326	Syas.g_01661	Syal.g_00202
OG0000327	Syas.g_01634	Syal.g_00230
OG0000328	Syas.g_01633	Syal.g_00231
OG0000329	Syas.g_01615	Syal.g_00249
OG0000330	Syas.g_01614	Syal.g_00250
OG0000331	Syas.g_01613	Syal.g_00251
OG0000332	Syas.g_01598	Syal.g_00266
OG0000333	Syas.g_01595	Syal.g_00269
OG0000334	Syas.g_01586	Syal.g_00279
OG0000335	Syas.g_01581	Syal.g_00284
OG0000336	Syas.g_01577	Syal.g_00288
OG0000337	Syas.g_02211	Syal.g_01343
OG0000338	Syas.g_02199	Syal.g_01345
OG0000339	Syas.g_02192	Syal.g_01351
OG0000340	Syas.g_02183	Syal.g_01434
OG0000341	Syas.g_02181	Syal.g_01436
OG0000342	Syas.g_02180	Syal.g_01437
OG0000343	Syas.g_02176	Syal.g_01441
OG0000344	Syas.g_02172	Syal.g_01445
OG0000345	Syas.g_02160	Syal.g_01455
OG0000346	Syas.g_02155	Syal.g_01460
OG0000347	Syas.g_02136	Syal.g_01525
OG0000348	Syas.g_02107	Syal.g_00170
OG0000349	Syas.g_02085	Syal.g_00148
OG0000350	Syas.g_01654	Syal.g_00209
OG0000351	Syas.g_01998	Syal.g_01175
OG0000352	Syas.g_01999	Syal.g_01176
OG0000353	Syas.g_02033	Syal.g_00095
OG0000354	Syas.g_01209	Syal.g_02941
OG0000354	Syas.g_02052	Syal.g_00116
OG0000355	Syas.g_02035	Syal.g_00098
OG0000356	Syas.g_02036	Syal.g_00099
OG0000357	Syas.g_02037	Syal.g_00100
OG0000358	Syas.g_02041	Syal.g_00104
OG0000359	Syas.g_02043	Syal.g_00106
OG0000360	Syas.g_02044	Syal.g_00107
OG0000361	Syas.g_02045	Syal.g_00108
OG0000362	Syas.g_02047	Syal.g_00110
OG0000363	Syas.g_02049	Syal.g_00112
OG0000364	Syas.g_02685	Syal.g_00113
OG0000365	Syas.g_02058	Syal.g_00122
OG0000366	Syas.g_02059	Syal.g_00123
OG0000368	Syas.g_02062	Syal.g_00126
OG0000369	Syas.g_02063	Syal.g_00127
OG0000370	Syas.g_02064	Syal.g_00128
OG0000371	Syas.g_02073	Syal.g_00135
OG0000372	Syas.g_02078	Syal.g_00141
OG0000373	Syas.g_02079	Syal.g_00142
OG0000374	Syas.g_02080	Syal.g_00143
OG0000375	Syas.g_02081	Syal.g_00144
OG0000376	Syas.g_02083	Syal.g_00146
OG0000377	Syas.g_01879	Syal.g_01061
OG0000378	Syas.g_01867	Syal.g_01027
OG0000379	Syas.g_01859	Syal.g_02681, Syal.g_01024
OG0000380	Syas.g_02523	Syal.g_00749
OG0000381	Syas.g_02521	Syal.g_00752
OG0000382	Syas.g_02503	Syal.g_00770
OG0000383	Syas.g_02480	Syal.g_00775
OG0000384	Syas.g_02479	Syal.g_00776
OG0000385	Syas.g_02478	Syal.g_00777
OG0000386	Syas.g_02477	Syal.g_00778
OG0000387	Syas.g_00134	Syal.g_00811
OG0000388	Syas.g_02426	Syal.g_00815
OG0000389	Syas.g_02422	Syal.g_00819
OG0000390	Syas.g_02406	Syal.g_00835
OG0000391	Syas.g_02401	Syal.g_00840
OG0000392	Syas.g_02396	Syal.g_00846
OG0000393	Syas.g_02394	Syal.g_00849
OG0000394	Syas.g_02393	Syal.g_00850
OG0000395	Syas.g_02392	Syal.g_00851
OG0000396	Syas.g_02389	Syal.g_00854
OG0000397	Syas.g_02387	Syal.g_00857
OG0000398	Syas.g_02382	Syal.g_00862
OG0000399	Syas.g_02381	Syal.g_00863
OG0000400	Syas.g_02380	Syal.g_00864
OG0000401	Syas.g_02379	Syal.g_00865
OG0000402	Syas.g_02377	Syal.g_00867
OG0000403	Syas.g_02376	Syal.g_00868
OG0000404	Syas.g_02375	Syal.g_00870
OG0000405	Syas.g_02369	Syal.g_00883
OG0000406	Syas.g_02365	Syal.g_00888
OG0000407	Syas.g_02364	Syal.g_00889
OG0000408	Syas.g_02361	Syal.g_00891
OG0000409	Syas.g_02359	Syal.g_00893
OG0000410	Syas.g_02358	Syal.g_00894
OG0000411	Syas.g_02357	Syal.g_00895
OG0000412	Syas.g_02356	Syal.g_00896
OG0000413	Syas.g_02354	Syal.g_00898
OG0000414	Syas.g_02353	Syal.g_00899
OG0000415	Syas.g_02352	Syal.g_00900
OG0000416	Syas.g_02351	Syal.g_00901
OG0000417	Syas.g_02338	Syal.g_00902
OG0000418	Syas.g_02333	Syal.g_00907
OG0000419	Syas.g_02331	Syal.g_00909
OG0000420	Syas.g_02329	Syal.g_00911
OG0000421	Syas.g_02324	Syal.g_00916
OG0000422	Syas.g_02323	Syal.g_00917
OG0000423	Syas.g_02322	Syal.g_00918
OG0000424	Syas.g_02321	Syal.g_00919
OG0000425	Syas.g_02320	Syal.g_00920
OG0000426	Syas.g_02319	Syal.g_00921
OG0000427	Syas.g_02318	Syal.g_00922
OG0000428	Syas.g_02315	Syal.g_00925
OG0000429	Syas.g_02312	Syal.g_00929
OG0000430	Syas.g_02311	Syal.g_00931
OG0000431	Syas.g_02296	Syal.g_00934
OG0000432	Syas.g_02288	Syal.g_00940
OG0000433	Syas.g_02286	Syal.g_00943
OG0000434	Syas.g_02285	Syal.g_00944
OG0000435	Syas.g_02282	Syal.g_00946
OG0000436	Syas.g_02273	Syal.g_00953
OG0000437	Syas.g_02272	Syal.g_00954
OG0000438	Syas.g_02271	Syal.g_00955
OG0000439	Syas.g_02269	Syal.g_00957
OG0000440	Syas.g_02268	Syal.g_00958
OG0000441	Syas.g_02265	Syal.g_00962
OG0000442	Syas.g_02259	Syal.g_00964
OG0000443	Syas.g_02241	Syal.g_00966
OG0000444	Syas.g_02234	Syal.g_00978
OG0000445	Syas.g_02233	Syal.g_00979
OG0000446	Syas.g_02231	Syal.g_00981
OG0000447	Syas.g_02229	Syal.g_00989
OG0000448	Syas.g_02228	Syal.g_00990
OG0000449	Syas.g_02226	Syal.g_00991
OG0000450	Syas.g_01834	Syal.g_00997
OG0000451	Syas.g_01835	Syal.g_00998
OG0000452	Syas.g_01844	Syal.g_01002
OG0000453	Syas.g_01845	Syal.g_01003
OG0000454	Syas.g_01846	Syal.g_01004
OG0000455	Syas.g_01847	Syal.g_01005
OG0000456	Syas.g_01848	Syal.g_01006
OG0000457	Syas.g_01850	Syal.g_01008
OG0000458	Syas.g_01851	Syal.g_01009
OG0000459	Syas.g_01852	Syal.g_01010
OG0000460	Syas.g_02554	Syal.g_00686
OG0000461	Syas.g_01686	Syal.g_01199
OG0000462	Syas.g_01688	Syal.g_01202
OG0000463	Syas.g_01689	Syal.g_01203
OG0000464	Syas.g_01690	Syal.g_01204
OG0000465	Syas.g_01692	Syal.g_01205
OG0000466	Syas.g_01697	Syal.g_01210
OG0000467	Syas.g_01698	Syal.g_01212
OG0000468	Syas.g_01703	Syal.g_01225
OG0000469	Syas.g_01725	Syal.g_01240
OG0000470	Syas.g_01727	Syal.g_01242
OG0000471	Syas.g_01728	Syal.g_01243
OG0000472	Syas.g_01729	Syal.g_01245
OG0000473	Syas.g_01731	Syal.g_01247
OG0000474	Syas.g_01732	Syal.g_01248
OG0000475	Syas.g_01733	Syal.g_01249
OG0000476	Syas.g_01735	Syal.g_01251
OG0000477	Syas.g_01740	Syal.g_01257
OG0000478	Syas.g_01741	Syal.g_01258
OG0000479	Syas.g_01749	Syal.g_01259
OG0000480	Syas.g_01756	Syal.g_01266
OG0000481	Syas.g_00161, Syas.g_00162	Syal.g_01268
OG0000482	Syas.g_01758	Syal.g_01269
OG0000483	Syas.g_01762	Syal.g_01273
OG0000484	Syas.g_01763	Syal.g_01274
OG0000485	Syas.g_01764	Syal.g_01275
OG0000486	Syas.g_01765	Syal.g_01276
OG0000487	Syas.g_01771	Syal.g_01282
OG0000488	Syas.g_01779	Syal.g_01286
OG0000489	Syas.g_01823	Syal.g_01298
OG0000490	Syas.g_01808	Syal.g_01307
OG0000491	Syas.g_01806	Syal.g_01308
OG0000492	Syas.g_01803	Syal.g_01310
OG0000493	Syas.g_01802	Syal.g_01311
OG0000494	Syas.g_01801	Syal.g_01312
OG0000495	Syas.g_01799	Syal.g_01313
OG0000496	Syas.g_01798	Syal.g_01314
OG0000497	Syas.g_01797	Syal.g_01315
OG0000498	Syas.g_01796	Syal.g_01316
OG0000499	Syas.g_01795	Syal.g_01317
OG0000500	Syas.g_01794	Syal.g_01318
OG0000501	Syas.g_01791	Syal.g_01321
OG0000502	Syas.g_02216	Syal.g_01328
OG0000503	Syas.g_01541	Syal.g_00347
OG0000504	Syas.g_01539	Syal.g_00349
OG0000505	Syas.g_01538	Syal.g_00350
OG0000506	Syas.g_01536	Syal.g_00352
OG0000507	Syas.g_01530	Syal.g_00358
OG0000508	Syas.g_01523	Syal.g_00362
OG0000509	Syas.g_01521	Syal.g_00364
OG0000510	Syas.g_01520	Syal.g_00365
OG0000511	Syas.g_01519	Syal.g_00366
OG0000512	Syas.g_01517	Syal.g_00368
OG0000513	Syas.g_01508	Syal.g_00551
OG0000514	Syas.g_01504	Syal.g_00539
OG0000515	Syas.g_01503	Syal.g_00538
OG0000516	Syas.g_01501	Syal.g_00534
OG0000517	Syas.g_01498	Syal.g_00526
OG0000518	Syas.g_00360, Syas.g_02746	Syal.g_00514
OG0000519	Syas.g_02747	Syal.g_00513
OG0000520	Syas.g_02748	Syal.g_00512
OG0000521	Syas.g_01281	Syal.g_00502
OG0000522	Syas.g_01279	Syal.g_00500
OG0000523	Syas.g_01278	Syal.g_00499
OG0000524	Syas.g_01354	Syal.g_00491
OG0000525	Syas.g_01342	Syal.g_00473
OG0000526	Syas.g_01340	Syal.g_00471
OG0000527	Syas.g_01335	Syal.g_00465
OG0000528	Syas.g_01256	Syal.g_02893
OG0000529	Syas.g_01252	Syal.g_02898
OG0000530	Syas.g_01249	Syal.g_02901
OG0000531	Syas.g_01248	Syal.g_02902
OG0000532	Syas.g_01245	Syal.g_02905
OG0000533	Syas.g_01243	Syal.g_02907
OG0000534	Syas.g_01242	Syal.g_02908
OG0000535	Syas.g_01241	Syal.g_02909
OG0000536	Syas.g_01240	Syal.g_02910
OG0000537	Syas.g_01238	Syal.g_02911
OG0000538	Syas.g_01228	Syal.g_02923
OG0000539	Syas.g_01227	Syal.g_02924
OG0000540	Syas.g_01226	Syal.g_02925
OG0000541	Syas.g_01225	Syal.g_02926
OG0000542	Syas.g_01221	Syal.g_02929
OG0000543	Syas.g_01219	Syal.g_02931
OG0000544	Syas.g_01218	Syal.g_02932
OG0000545	Syas.g_01216	Syal.g_02934
OG0000546	Syas.g_01214	Syal.g_02936
OG0000547	Syas.g_01212	Syal.g_02938
OG0000548	Syas.g_01211	Syal.g_02939
OG0000549	Syas.g_00005	Syal.g_02945
OG0000550	Syas.g_00010	Syal.g_02949
OG0000551	Syas.g_00015	Syal.g_02953
OG0000552	Syas.g_00016	Syal.g_02954
OG0000553	Syas.g_00019	Syal.g_02843
OG0000554	Syas.g_00063	Syal.g_02837
OG0000555	Syas.g_00775	Syal.g_02823
OG0000556	Syas.g_00781	Syal.g_02819
OG0000557	Syas.g_00783	Syal.g_02816
OG0000558	Syas.g_00785	Syal.g_02814
OG0000559	Syas.g_00789	Syal.g_02305, Syal.g_02810
OG0000560	Syas.g_00792	Syal.g_02807
OG0000561	Syas.g_00793	Syal.g_02806
OG0000562	Syas.g_00794	Syal.g_02805
OG0000563	Syas.g_00795	Syal.g_02804
OG0000564	Syas.g_00796	Syal.g_02803
OG0000565	Syas.g_00800	Syal.g_02799
OG0000566	Syas.g_00804	Syal.g_02795
OG0000567	Syas.g_00808	Syal.g_02791
OG0000568	Syas.g_00810	Syal.g_02789
OG0000569	Syas.g_00811	Syal.g_02788
OG0000570	Syas.g_00812	Syal.g_02787
OG0000571	Syas.g_00815	Syal.g_02784
OG0000572	Syas.g_00839	Syal.g_02767
OG0000573	Syas.g_00952	Syal.g_02759
OG0000574	Syas.g_00951	Syal.g_02758
OG0000575	Syas.g_00848	Syal.g_02753
OG0000576	Syas.g_00850	Syal.g_02751
OG0000577	Syas.g_00851	Syal.g_02750
OG0000578	Syas.g_00852	Syal.g_02749
OG0000579	Syas.g_00853	Syal.g_02748
OG0000580	Syas.g_00854	Syal.g_02747
OG0000581	Syas.g_00861	Syal.g_02741
OG0000582	Syas.g_00873	Syal.g_02736
OG0000583	Syas.g_00872	Syal.g_02735
OG0000584	Syas.g_00871	Syal.g_02734
OG0000585	Syas.g_00868	Syal.g_02731
OG0000586	Syas.g_00867	Syal.g_02730
OG0000587	Syas.g_00865	Syal.g_02728
OG0000588	Syas.g_00960	Syal.g_02717
