Orthogroup	Prbk	Praf
OG0000175	Prbk.g_02133	Praf.g_02603
OG0000176	Prbk.g_02125	Praf.g_02601
OG0000177	Prbk.g_02124	Praf.g_02597
OG0000178	Prbk.g_02123	Praf.g_02596
OG0000179	Prbk.g_01326	Praf.g_00328
OG0000180	Prbk.g_01324	Praf.g_00326
OG0000181	Prbk.g_01323	Praf.g_00325
OG0000182	Prbk.g_01320	Praf.g_00321
OG0000183	Prbk.g_01319	Praf.g_00320
OG0000184	Prbk.g_01315	Praf.g_00316
OG0000185	Prbk.g_01309	Praf.g_00310
OG0000186	Prbk.g_01308	Praf.g_00309
OG0000187	Prbk.g_01665	Praf.g_00962
OG0000188	Prbk.g_01307	Praf.g_00308
OG0000189	Prbk.g_01304	Praf.g_00304
OG0000190	Prbk.g_01303	Praf.g_00303
OG0000191	Prbk.g_01302	Praf.g_00302
OG0000192	Prbk.g_01301	Praf.g_00301
OG0000193	Prbk.g_01300	Praf.g_00300
OG0000194	Prbk.g_01299	Praf.g_00299
OG0000195	Prbk.g_01295	Praf.g_00297
OG0000196	Prbk.g_01294	Praf.g_00296
OG0000197	Prbk.g_00035	Praf.g_00268
OG0000198	Prbk.g_00031	Praf.g_00264
OG0000199	Prbk.g_00026	Praf.g_00259
OG0000200	Prbk.g_00025	Praf.g_00258
OG0000201	Prbk.g_00024	Praf.g_00257
OG0000202	Prbk.g_00022	Praf.g_00255
OG0000203	Prbk.g_00021	Praf.g_00254
OG0000204	Prbk.g_00020	Praf.g_00253
OG0000205	Prbk.g_00018	Praf.g_00251
OG0000206	Prbk.g_00017	Praf.g_00250
OG0000207	Prbk.g_00016	Praf.g_00249
OG0000208	Prbk.g_00015	Praf.g_00248
OG0000209	Prbk.g_00014	Praf.g_00247
OG0000210	Prbk.g_00012	Praf.g_00245
OG0000211	Prbk.g_00011	Praf.g_00244
OG0000212	Prbk.g_00010	Praf.g_00243
OG0000213	Prbk.g_00007	Praf.g_00240
OG0000214	Prbk.g_00001	Praf.g_00230
OG0000215	Prbk.g_00190	Praf.g_00225
OG0000216	Prbk.g_00192	Praf.g_00223
OG0000217	Prbk.g_00194	Praf.g_00221
OG0000218	Prbk.g_00196	Praf.g_00219
OG0000219	Prbk.g_00197	Praf.g_00218
OG0000220	Prbk.g_00202	Praf.g_00214
OG0000221	Prbk.g_00207	Praf.g_00209
OG0000222	Prbk.g_00208	Praf.g_00208
OG0000223	Prbk.g_00209	Praf.g_00207
OG0000224	Prbk.g_00542	Praf.g_02403
OG0000225	Prbk.g_00544	Praf.g_02405
OG0000226	Prbk.g_00547	Praf.g_02408
OG0000227	Prbk.g_00549	Praf.g_02410
OG0000228	Prbk.g_00550	Praf.g_02411
OG0000229	Prbk.g_00551	Praf.g_02412
OG0000230	Prbk.g_00552	Praf.g_02413
OG0000231	Prbk.g_00554	Praf.g_02415
OG0000232	Prbk.g_00555	Praf.g_02416
OG0000233	Prbk.g_00560	Praf.g_02421
OG0000234	Prbk.g_00749	Praf.g_02430
OG0000235	Prbk.g_00751	Praf.g_02432
OG0000236	Prbk.g_00752	Praf.g_02433
OG0000237	Prbk.g_00753	Praf.g_02434
OG0000238	Prbk.g_00754	Praf.g_02435
OG0000239	Prbk.g_00755	Praf.g_02436
OG0000240	Prbk.g_00757	Praf.g_02438
OG0000241	Prbk.g_00758	Praf.g_02439
OG0000242	Prbk.g_00759	Praf.g_02440
OG0000243	Prbk.g_00760	Praf.g_02441
OG0000244	Prbk.g_00761	Praf.g_02442
OG0000245	Prbk.g_00763	Praf.g_02444
OG0000246	Prbk.g_00765	Praf.g_02446
OG0000247	Prbk.g_00766	Praf.g_02447
OG0000248	Prbk.g_00767	Praf.g_02448
OG0000249	Prbk.g_00768	Praf.g_02449
OG0000250	Prbk.g_00769	Praf.g_02450
OG0000251	Prbk.g_00770	Praf.g_02451
OG0000252	Prbk.g_00771	Praf.g_02452
OG0000253	Prbk.g_00772	Praf.g_02453
OG0000254	Prbk.g_00774	Praf.g_02455
OG0000255	Prbk.g_00775	Praf.g_02456
OG0000256	Prbk.g_00778	Praf.g_02469
OG0000257	Prbk.g_00779	Praf.g_02470
OG0000258	Prbk.g_00780	Praf.g_02471
OG0000259	Prbk.g_00781	Praf.g_02472
OG0000260	Prbk.g_00782	Praf.g_02473
OG0000261	Prbk.g_00783	Praf.g_02474
OG0000262	Prbk.g_00784	Praf.g_02475
OG0000263	Prbk.g_00785	Praf.g_02476
OG0000264	Prbk.g_02425	Praf.g_01486
OG0000265	Prbk.g_01283	Praf.g_02489
OG0000266	Prbk.g_01281	Praf.g_02491
OG0000267	Prbk.g_01277	Praf.g_02495
OG0000268	Prbk.g_01275	Praf.g_02497
OG0000269	Prbk.g_01272	Praf.g_02500
OG0000270	Prbk.g_01270	Praf.g_02502
OG0000271	Prbk.g_01267	Praf.g_02505
OG0000272	Prbk.g_01266	Praf.g_02506
OG0000273	Prbk.g_01263	Praf.g_02509
OG0000274	Prbk.g_01261	Praf.g_02511
OG0000275	Prbk.g_01260	Praf.g_02512
OG0000276	Prbk.g_01259	Praf.g_02513
OG0000277	Prbk.g_01258	Praf.g_02514
OG0000278	Prbk.g_01257	Praf.g_02515
OG0000279	Prbk.g_01256	Praf.g_02516
OG0000280	Prbk.g_01255	Praf.g_02517
OG0000281	Prbk.g_01253	Praf.g_02519
OG0000282	Prbk.g_01252	Praf.g_02520
OG0000283	Prbk.g_01245	Praf.g_02524
OG0000284	Prbk.g_01244	Praf.g_02525
OG0000285	Prbk.g_00631	Praf.g_02531
OG0000286	Prbk.g_00633	Praf.g_02533
OG0000287	Prbk.g_00686	Praf.g_02582
OG0000288	Prbk.g_00685	Praf.g_02581
OG0000289	Prbk.g_00683	Praf.g_02575
OG0000290	Prbk.g_00682	Praf.g_02574
OG0000291	Prbk.g_00680	Praf.g_02572
OG0000292	Prbk.g_00670	Praf.g_02568
OG0000293	Prbk.g_00669	Praf.g_02567
OG0000294	Prbk.g_00668	Praf.g_02566
OG0000295	Prbk.g_00662	Praf.g_02560
OG0000296	Prbk.g_00661	Praf.g_02559
OG0000297	Prbk.g_00658	Praf.g_02557
OG0000298	Prbk.g_00657	Praf.g_02556
OG0000299	Prbk.g_00656	Praf.g_02555
OG0000300	Prbk.g_00655	Praf.g_02554
OG0000301	Prbk.g_00654	Praf.g_02553
OG0000302	Prbk.g_00653	Praf.g_02552
OG0000303	Prbk.g_00652	Praf.g_02551
OG0000304	Prbk.g_00650	Praf.g_02549
OG0000305	Prbk.g_00649	Praf.g_02548
OG0000306	Prbk.g_00648	Praf.g_02547
OG0000307	Prbk.g_01364	Praf.g_00374
OG0000308	Prbk.g_01136	Praf.g_00745
OG0000309	Prbk.g_01135	Praf.g_00744
OG0000310	Prbk.g_01134	Praf.g_00743
OG0000311	Prbk.g_01368	Praf.g_00378
OG0000312	Prbk.g_01369	Praf.g_00379
OG0000313	Prbk.g_01521	Praf.g_00385
OG0000314	Prbk.g_01515	Praf.g_00391
OG0000315	Prbk.g_01514	Praf.g_00392
OG0000316	Prbk.g_01900	Praf.g_02203
OG0000317	Prbk.g_01012	Praf.g_02207
OG0000318	Prbk.g_01011	Praf.g_02208
OG0000319	Prbk.g_01010	Praf.g_02209
OG0000320	Prbk.g_01008	Praf.g_02210
OG0000321	Prbk.g_01003	Praf.g_02215
OG0000322	Prbk.g_00371	Praf.g_02242
OG0000323	Prbk.g_00372	Praf.g_02243
OG0000324	Prbk.g_00374	Praf.g_02245
OG0000325	Prbk.g_00376	Praf.g_02247
OG0000326	Prbk.g_00378	Praf.g_02249
OG0000327	Prbk.g_00384	Praf.g_02255
OG0000328	Prbk.g_01365	Praf.g_00375
OG0000329	Prbk.g_00397	Praf.g_02259
OG0000330	Prbk.g_00398	Praf.g_02260
OG0000331	Prbk.g_00400	Praf.g_02262
OG0000332	Prbk.g_00401	Praf.g_02263
OG0000333	Prbk.g_00402	Praf.g_02264
OG0000334	Prbk.g_00403	Praf.g_02265
OG0000335	Prbk.g_00404	Praf.g_02266
OG0000336	Prbk.g_00406	Praf.g_02268
OG0000337	Prbk.g_00411	Praf.g_02273
OG0000338	Prbk.g_00412	Praf.g_02274
OG0000339	Prbk.g_00413	Praf.g_02275
OG0000340	Prbk.g_00415	Praf.g_02277
OG0000341	Prbk.g_00420	Praf.g_02282
OG0000342	Prbk.g_00421	Praf.g_02283
OG0000343	Prbk.g_00423	Praf.g_02285
OG0000344	Prbk.g_00425	Praf.g_02287
OG0000345	Prbk.g_00426	Praf.g_02288
OG0000346	Prbk.g_00427	Praf.g_02289
OG0000347	Prbk.g_00428	Praf.g_02290
OG0000348	Prbk.g_00429	Praf.g_02291
OG0000349	Prbk.g_00430	Praf.g_02292
OG0000350	Prbk.g_00431	Praf.g_02293
OG0000351	Prbk.g_00435	Praf.g_02297
OG0000352	Prbk.g_00439	Praf.g_02301
OG0000353	Prbk.g_00442	Praf.g_02302
OG0000354	Prbk.g_00443	Praf.g_02303
OG0000355	Prbk.g_00444	Praf.g_02304
OG0000356	Prbk.g_00449	Praf.g_02314
OG0000357	Prbk.g_00450	Praf.g_02315
OG0000358	Prbk.g_00451	Praf.g_02316
OG0000359	Prbk.g_00453	Praf.g_02318
OG0000360	Prbk.g_00456	Praf.g_02321
OG0000361	Prbk.g_00457	Praf.g_02322
OG0000362	Prbk.g_00458	Praf.g_02323
OG0000363	Prbk.g_00460	Praf.g_02324
OG0000364	Prbk.g_00461	Praf.g_02325
OG0000365	Prbk.g_00462	Praf.g_02326
OG0000366	Prbk.g_00463	Praf.g_02327
OG0000367	Prbk.g_00464	Praf.g_02328
OG0000368	Prbk.g_00465	Praf.g_02329
OG0000369	Prbk.g_00466	Praf.g_02330
OG0000370	Prbk.g_00467	Praf.g_02331
OG0000371	Prbk.g_00468	Praf.g_02332
OG0000372	Prbk.g_00471	Praf.g_02335
OG0000373	Prbk.g_00481	Praf.g_02347
OG0000374	Prbk.g_00483	Praf.g_02349
OG0000375	Prbk.g_00492	Praf.g_02358
OG0000376	Prbk.g_00853	Praf.g_02073
OG0000377	Prbk.g_00860	Praf.g_02066
OG0000378	Prbk.g_00861	Praf.g_02065
OG0000379	Prbk.g_00871	Praf.g_02054
OG0000380	Prbk.g_00873	Praf.g_02052
OG0000381	Prbk.g_00874	Praf.g_02051
OG0000382	Prbk.g_00876	Praf.g_02049
OG0000383	Prbk.g_00881	Praf.g_02045
OG0000384	Prbk.g_00882	Praf.g_02044
OG0000385	Prbk.g_00888	Praf.g_02031
OG0000386	Prbk.g_00889	Praf.g_02030
OG0000387	Prbk.g_00890	Praf.g_02029
OG0000388	Prbk.g_00891	Praf.g_02028
OG0000389	Prbk.g_00892	Praf.g_02027
OG0000390	Prbk.g_00893	Praf.g_02026
OG0000391	Prbk.g_00894	Praf.g_02025
OG0000392	Prbk.g_00895	Praf.g_02024
OG0000393	Prbk.g_00365	Praf.g_02016
OG0000394	Prbk.g_00364	Praf.g_02015
OG0000395	Prbk.g_00360	Praf.g_02011
OG0000396	Prbk.g_02556	Praf.g_01616
OG0000397	Prbk.g_01321	Praf.g_00322
OG0000398	Prbk.g_00924	Praf.g_00495
OG0000399	Prbk.g_01693	Praf.g_01003
OG0000400	Prbk.g_01902	Praf.g_02201
OG0000401	Prbk.g_00352	Praf.g_02002
OG0000402	Prbk.g_00351	Praf.g_02001
OG0000403	Prbk.g_00339	Praf.g_01999
OG0000404	Prbk.g_00329	Praf.g_01990
OG0000405	Prbk.g_00328	Praf.g_01989
OG0000406	Prbk.g_00326	Praf.g_01987
OG0000407	Prbk.g_00325	Praf.g_01986
OG0000408	Prbk.g_00324	Praf.g_01985
OG0000409	Prbk.g_00323	Praf.g_01984
OG0000410	Prbk.g_00321	Praf.g_01982
OG0000411	Prbk.g_00320	Praf.g_01981
OG0000412	Prbk.g_00319	Praf.g_01980
OG0000413	Prbk.g_00318	Praf.g_01979
OG0000414	Prbk.g_00317	Praf.g_01978
OG0000415	Prbk.g_00316	Praf.g_01977
OG0000416	Prbk.g_00315	Praf.g_01972
OG0000417	Prbk.g_00311	Praf.g_01963
OG0000418	Prbk.g_00310	Praf.g_01962
OG0000419	Prbk.g_00309	Praf.g_01961
OG0000420	Prbk.g_00308	Praf.g_01960
OG0000421	Prbk.g_00301	Praf.g_01959
OG0000422	Prbk.g_00299	Praf.g_01957
OG0000423	Prbk.g_00298	Praf.g_01956
OG0000424	Prbk.g_00295	Praf.g_01952
OG0000425	Prbk.g_02088	Praf.g_01942
OG0000426	Prbk.g_02089	Praf.g_01941
OG0000427	Prbk.g_02092	Praf.g_01938
OG0000428	Prbk.g_02105	Praf.g_01915
OG0000429	Prbk.g_02107	Praf.g_01913
OG0000430	Prbk.g_02109	Praf.g_01911
OG0000431	Prbk.g_02111	Praf.g_01909
OG0000432	Prbk.g_02112	Praf.g_01908
OG0000433	Prbk.g_02053	Praf.g_00586
OG0000434	Prbk.g_02056	Praf.g_00589
OG0000435	Prbk.g_02060	Praf.g_00594
OG0000436	Prbk.g_02062	Praf.g_00596
OG0000437	Prbk.g_02064	Praf.g_00598
OG0000438	Prbk.g_02065	Praf.g_00599
OG0000439	Prbk.g_02066	Praf.g_00600
OG0000440	Prbk.g_02069	Praf.g_00603
OG0000441	Prbk.g_02071	Praf.g_00605
OG0000442	Prbk.g_02072	Praf.g_00606
OG0000443	Prbk.g_02073	Praf.g_00607
OG0000444	Prbk.g_02074	Praf.g_00608
OG0000445	Prbk.g_02075	Praf.g_00609
OG0000446	Prbk.g_02076	Praf.g_00610
OG0000447	Prbk.g_02077	Praf.g_00611
OG0000448	Prbk.g_02078	Praf.g_00612
OG0000449	Prbk.g_01865	Praf.g_00619
OG0000450	Prbk.g_01041	Praf.g_00621
OG0000451	Prbk.g_01042	Praf.g_00622
OG0000452	Prbk.g_01043	Praf.g_00623
OG0000453	Prbk.g_01046	Praf.g_00626
OG0000454	Prbk.g_01047	Praf.g_00627
OG0000455	Prbk.g_01048	Praf.g_00628
OG0000456	Prbk.g_01049	Praf.g_00629
OG0000457	Prbk.g_01050	Praf.g_00630
OG0000458	Prbk.g_01051	Praf.g_00631
OG0000459	Prbk.g_01052	Praf.g_00632
OG0000460	Prbk.g_01054	Praf.g_00634
OG0000461	Prbk.g_01055	Praf.g_00635
OG0000462	Prbk.g_01056	Praf.g_00636
OG0000463	Prbk.g_01061	Praf.g_00641
OG0000464	Prbk.g_01066	Praf.g_00646
OG0000465	Prbk.g_01067	Praf.g_00647
OG0000466	Prbk.g_01068	Praf.g_00648
OG0000467	Prbk.g_01070	Praf.g_00650
OG0000468	Prbk.g_01071	Praf.g_00651
OG0000469	Prbk.g_01076	Praf.g_00656
OG0000470	Prbk.g_01965	Praf.g_01177
OG0000471	Prbk.g_01772	Praf.g_01131
OG0000472	Prbk.g_01081	Praf.g_00661
OG0000473	Prbk.g_01083	Praf.g_00663
OG0000474	Prbk.g_01085	Praf.g_00665
OG0000475	Prbk.g_01086	Praf.g_00666
OG0000476	Prbk.g_01092	Praf.g_00670
OG0000477	Prbk.g_01095	Praf.g_00673
OG0000478	Prbk.g_01097	Praf.g_00675
OG0000479	Prbk.g_01099	Praf.g_00677
OG0000480	Prbk.g_02686	Praf.g_00683
OG0000481	Prbk.g_01898	Praf.g_00684
OG0000482	Prbk.g_01897	Praf.g_00685
OG0000483	Prbk.g_01895	Praf.g_00687
OG0000484	Prbk.g_01894	Praf.g_00688
OG0000485	Prbk.g_01893	Praf.g_00689
OG0000486	Prbk.g_01892	Praf.g_00690
OG0000487	Prbk.g_01891	Praf.g_00691
OG0000488	Prbk.g_01889	Praf.g_00693
OG0000489	Prbk.g_01888	Praf.g_00694
OG0000490	Prbk.g_01887	Praf.g_00695
OG0000491	Prbk.g_01886	Praf.g_00696
OG0000492	Prbk.g_01885	Praf.g_00697
OG0000493	Prbk.g_01884	Praf.g_00698
OG0000494	Prbk.g_01882	Praf.g_00700
OG0000495	Prbk.g_01881	Praf.g_00701
OG0000496	Prbk.g_01879	Praf.g_00703
OG0000497	Prbk.g_01877	Praf.g_00705
OG0000498	Prbk.g_01876	Praf.g_00706
OG0000499	Prbk.g_01874	Praf.g_00708
OG0000500	Prbk.g_01873	Praf.g_00709
OG0000501	Prbk.g_01104	Praf.g_00712
OG0000502	Prbk.g_01105	Praf.g_00713
OG0000503	Prbk.g_01106	Praf.g_00714
OG0000504	Prbk.g_01108	Praf.g_00716
OG0000505	Prbk.g_01109	Praf.g_00717
OG0000506	Prbk.g_01110	Praf.g_00718
OG0000507	Prbk.g_01111	Praf.g_00719
OG0000508	Prbk.g_01115	Praf.g_00723
OG0000509	Prbk.g_01116	Praf.g_00724
OG0000510	Prbk.g_01117	Praf.g_00725
OG0000511	Prbk.g_01118	Praf.g_00726
OG0000512	Prbk.g_01119	Praf.g_00728
OG0000513	Prbk.g_01120	Praf.g_00729
OG0000514	Prbk.g_01121	Praf.g_00730
OG0000515	Prbk.g_01124	Praf.g_00733
OG0000516	Prbk.g_01125	Praf.g_00734
OG0000517	Prbk.g_01126	Praf.g_00735
OG0000518	Prbk.g_01130	Praf.g_00739
OG0000519	Prbk.g_01131	Praf.g_00740
OG0000520	Prbk.g_01132	Praf.g_00741
OG0000521	Prbk.g_01133	Praf.g_00742
OG0000522	Prbk.g_01139	Praf.g_00749
OG0000523	Prbk.g_01140	Praf.g_00750
OG0000524	Prbk.g_01141	Praf.g_00751
OG0000525	Prbk.g_01143	Praf.g_00753
OG0000526	Prbk.g_01144	Praf.g_00754
OG0000527	Prbk.g_01145	Praf.g_00755
OG0000528	Prbk.g_01146	Praf.g_00756
OG0000529	Prbk.g_01147	Praf.g_00757
OG0000530	Prbk.g_01148	Praf.g_00758
OG0000531	Prbk.g_01151	Praf.g_00761
OG0000532	Prbk.g_01153	Praf.g_00763
OG0000533	Prbk.g_01154	Praf.g_00764
OG0000534	Prbk.g_01155	Praf.g_00765
OG0000535	Prbk.g_01156	Praf.g_00766
OG0000536	Prbk.g_01157	Praf.g_00767
OG0000537	Prbk.g_01158	Praf.g_00768
OG0000538	Prbk.g_01159	Praf.g_00769
OG0000539	Prbk.g_01161	Praf.g_00771
OG0000540	Prbk.g_01163	Praf.g_00773
OG0000541	Prbk.g_02602	Praf.g_01659
OG0000542	Prbk.g_02603	Praf.g_01661
OG0000543	Prbk.g_02604	Praf.g_01662
OG0000544	Prbk.g_02605	Praf.g_01663
OG0000545	Prbk.g_02608	Praf.g_01666
OG0000546	Prbk.g_02609	Praf.g_01667
OG0000547	Prbk.g_02611	Praf.g_01669
OG0000548	Prbk.g_02616	Praf.g_01674
OG0000549	Prbk.g_02617	Praf.g_01675
OG0000550	Prbk.g_02618	Praf.g_01676
OG0000551	Prbk.g_02621	Praf.g_01680
OG0000552	Prbk.g_02623	Praf.g_01684
OG0000553	Prbk.g_02624	Praf.g_01685
