Orthogroup	Prbk	Prba
OG0000068	Prbk.g_00796, Prbk.g_00944	Prba.g_00429
OG0000069	Prbk.g_00480, Prbk.g_01209	Prba.g_00149
OG0000070	Prbk.g_00094, Prbk.g_00841, Prbk.g_02591	Prba.g_01120
OG0000071	Prbk.g_02290	Prba.g_01804
OG0000072	Prbk.g_00472	Prba.g_00538
OG0000073	Prbk.g_00709	Prba.g_01648
OG0000074	Prbk.g_01815	Prba.g_01626
OG0000075	Prbk.g_02475	Prba.g_01492
OG0000076	Prbk.g_00056	Prba.g_01264
OG0000078	Prbk.g_00476	Prba.g_00155
OG0000079	Prbk.g_00931	Prba.g_00310
OG0000080	Prbk.g_02012	Prba.g_00261
OG0000081	Prbk.g_00512	Prba.g_01069
OG0000082	Prbk.g_02204	Prba.g_00831
OG0000083	Prbk.g_02281	Prba.g_01796
OG0000084	Prbk.g_02284	Prba.g_01799
OG0000085	Prbk.g_01626	Prba.g_01816
OG0000087	Prbk.g_02126	Prba.g_01843
OG0000088	Prbk.g_00191	Prba.g_01901
OG0000089	Prbk.g_00206	Prba.g_01909
OG0000090	Prbk.g_00559	Prba.g_01927
OG0000091	Prbk.g_00776	Prba.g_00625
OG0000092	Prbk.g_00777	Prba.g_00626
OG0000093	Prbk.g_01280	Prba.g_00640
OG0000094	Prbk.g_01251	Prba.g_00658
OG0000095	Prbk.g_00632	Prba.g_00663
OG0000096	Prbk.g_01001	Prba.g_00470
OG0000097	Prbk.g_00409	Prba.g_00491
OG0000098	Prbk.g_00422	Prba.g_00501
OG0000099	Prbk.g_00434	Prba.g_00510
OG0000100	Prbk.g_00438	Prba.g_00513
OG0000101	Prbk.g_00361	Prba.g_00851
OG0000102	Prbk.g_02209	Prba.g_00877
OG0000103	Prbk.g_02114	Prba.g_00985
OG0000104	Prbk.g_02061	Prba.g_00981
OG0000105	Prbk.g_01862	Prba.g_00962
OG0000106	Prbk.g_01078	Prba.g_00929
OG0000107	Prbk.g_01080	Prba.g_00928
OG0000108	Prbk.g_02684	Prba.g_01772
OG0000109	Prbk.g_01890	Prba.g_01763
OG0000110	Prbk.g_01871	Prba.g_01747
OG0000111	Prbk.g_00740	Prba.g_01666
OG0000112	Prbk.g_00739	Prba.g_01665
OG0000113	Prbk.g_02370	Prba.g_01572
OG0000114	Prbk.g_02466	Prba.g_01501
OG0000115	Prbk.g_02324	Prba.g_01337
OG0000116	Prbk.g_02316	Prba.g_01333
OG0000117	Prbk.g_00059	Prba.g_01267
OG0000118	Prbk.g_02271	Prba.g_01216
OG0000119	Prbk.g_02197	Prba.g_00094
OG0000120	Prbk.g_00144	Prba.g_00057
OG0000121	Prbk.g_00138	Prba.g_00038
OG0000122	Prbk.g_00185	Prba.g_00019
OG0000123	Prbk.g_00121	Prba.g_00006
OG0000124	Prbk.g_00066	Prba.g_01084
OG0000125	Prbk.g_01169	Prba.g_01204
OG0000126	Prbk.g_02052	Prba.g_00196
OG0000127	Prbk.g_00243	Prba.g_00110
OG0000128	Prbk.g_00260	Prba.g_00712
OG0000129	Prbk.g_01212	Prba.g_00676, Prba.g_00351
OG0000130	Prbk.g_00913	Prba.g_00228
OG0000131	Prbk.g_01417	Prba.g_00584
OG0000132	Prbk.g_01414	Prba.g_00581
OG0000133	Prbk.g_00987	Prba.g_00388
OG0000134	Prbk.g_00950	Prba.g_00424
OG0000135	Prbk.g_00948	Prba.g_00426
OG0000136	Prbk.g_00528	Prba.g_00752
OG0000137	Prbk.g_01540	Prba.g_00785
OG0000138	Prbk.g_02168	Prba.g_00821
OG0000139	Prbk.g_02252	Prba.g_00848, Prba.g_01776
OG0000140	Prbk.g_02279	Prba.g_01794
OG0000141	Prbk.g_02280	Prba.g_01795
OG0000142	Prbk.g_02282	Prba.g_01797
OG0000143	Prbk.g_02283	Prba.g_01798
OG0000144	Prbk.g_02285	Prba.g_01800
OG0000145	Prbk.g_02287	Prba.g_01801
OG0000146	Prbk.g_02288	Prba.g_01802
OG0000147	Prbk.g_02289	Prba.g_01803
OG0000148	Prbk.g_02291	Prba.g_01805
OG0000149	Prbk.g_01639	Prba.g_01807
OG0000150	Prbk.g_01638	Prba.g_01808
OG0000151	Prbk.g_01633	Prba.g_01809
OG0000152	Prbk.g_01632	Prba.g_01810
OG0000153	Prbk.g_01631	Prba.g_01811
OG0000154	Prbk.g_01630	Prba.g_01812
OG0000155	Prbk.g_01629	Prba.g_01813
OG0000156	Prbk.g_01628	Prba.g_01814
OG0000157	Prbk.g_01627	Prba.g_01815
OG0000158	Prbk.g_01625	Prba.g_01817
OG0000159	Prbk.g_01624	Prba.g_01818
OG0000160	Prbk.g_01623	Prba.g_01819
OG0000161	Prbk.g_01622	Prba.g_01820
OG0000162	Prbk.g_01621	Prba.g_01821
OG0000163	Prbk.g_01619	Prba.g_01822
OG0000164	Prbk.g_01614	Prba.g_01825
OG0000165	Prbk.g_01609	Prba.g_01828
OG0000166	Prbk.g_01608	Prba.g_01829
OG0000167	Prbk.g_01607	Prba.g_01830
OG0000168	Prbk.g_01606	Prba.g_01834
OG0000169	Prbk.g_01604	Prba.g_01836
OG0000170	Prbk.g_02158	Prba.g_01837
OG0000171	Prbk.g_02156	Prba.g_01838
OG0000172	Prbk.g_02155	Prba.g_01839
OG0000173	Prbk.g_02148	Prba.g_01840
OG0000174	Prbk.g_02141	Prba.g_01841
OG0000175	Prbk.g_02133	Prba.g_01842
OG0000176	Prbk.g_02125	Prba.g_01844
OG0000177	Prbk.g_02124	Prba.g_01845
OG0000178	Prbk.g_02123	Prba.g_01846
OG0000179	Prbk.g_01326	Prba.g_01852
OG0000180	Prbk.g_01324	Prba.g_01853
OG0000181	Prbk.g_01323	Prba.g_01854
OG0000182	Prbk.g_01320	Prba.g_01857
OG0000183	Prbk.g_01319	Prba.g_01858
OG0000184	Prbk.g_01315	Prba.g_01861
OG0000185	Prbk.g_01309	Prba.g_01865
OG0000186	Prbk.g_01308	Prba.g_01866
OG0000187	Prbk.g_01665	Prba.g_01867
OG0000188	Prbk.g_01307	Prba.g_01868
OG0000189	Prbk.g_01304	Prba.g_01869
OG0000190	Prbk.g_01303	Prba.g_01870
OG0000191	Prbk.g_01302	Prba.g_01871
OG0000192	Prbk.g_01301	Prba.g_01872
OG0000193	Prbk.g_01300	Prba.g_01873
OG0000194	Prbk.g_01299	Prba.g_01874
OG0000195	Prbk.g_01295	Prba.g_01876
OG0000196	Prbk.g_01294	Prba.g_01877
OG0000197	Prbk.g_00035	Prba.g_01878
OG0000198	Prbk.g_00031	Prba.g_01879
OG0000199	Prbk.g_00026	Prba.g_01882
OG0000200	Prbk.g_00025	Prba.g_01883
OG0000201	Prbk.g_00024	Prba.g_01884
OG0000202	Prbk.g_00022	Prba.g_01885
OG0000203	Prbk.g_00021	Prba.g_01886
OG0000204	Prbk.g_00020	Prba.g_01887
OG0000205	Prbk.g_00018	Prba.g_01888
OG0000206	Prbk.g_00017	Prba.g_01889
OG0000207	Prbk.g_00016	Prba.g_01890
OG0000208	Prbk.g_00015	Prba.g_01891
OG0000209	Prbk.g_00014	Prba.g_01892
OG0000210	Prbk.g_00012	Prba.g_01894
OG0000211	Prbk.g_00011	Prba.g_01895
OG0000212	Prbk.g_00010	Prba.g_01896
OG0000213	Prbk.g_00007	Prba.g_01897
OG0000214	Prbk.g_00001	Prba.g_01899
OG0000215	Prbk.g_00190	Prba.g_01900
OG0000216	Prbk.g_00192	Prba.g_01902
OG0000217	Prbk.g_00194	Prba.g_01903
OG0000218	Prbk.g_00196	Prba.g_01904
OG0000219	Prbk.g_00197	Prba.g_01905
OG0000220	Prbk.g_00202	Prba.g_01908
OG0000221	Prbk.g_00207	Prba.g_01910
OG0000222	Prbk.g_00208	Prba.g_01911
OG0000223	Prbk.g_00209	Prba.g_01912
OG0000224	Prbk.g_00542	Prba.g_01915
OG0000225	Prbk.g_00544	Prba.g_01917
OG0000226	Prbk.g_00547	Prba.g_01918
OG0000227	Prbk.g_00549	Prba.g_01919
OG0000228	Prbk.g_00550	Prba.g_01920
OG0000229	Prbk.g_00551	Prba.g_01921
OG0000230	Prbk.g_00552	Prba.g_01922
OG0000231	Prbk.g_00554	Prba.g_01924
OG0000232	Prbk.g_00555	Prba.g_01925
OG0000233	Prbk.g_00560	Prba.g_01928
OG0000234	Prbk.g_00749	Prba.g_01930
OG0000235	Prbk.g_00751	Prba.g_01933
OG0000236	Prbk.g_00752	Prba.g_01934
OG0000237	Prbk.g_00753	Prba.g_01935
OG0000238	Prbk.g_00754	Prba.g_01936
OG0000239	Prbk.g_00755	Prba.g_01937
OG0000240	Prbk.g_00757	Prba.g_01939
OG0000241	Prbk.g_00758	Prba.g_01940
OG0000242	Prbk.g_00759	Prba.g_01941
OG0000243	Prbk.g_00760	Prba.g_01942
OG0000244	Prbk.g_00761	Prba.g_01943
OG0000245	Prbk.g_00763	Prba.g_01944
OG0000246	Prbk.g_00765	Prba.g_01946
OG0000247	Prbk.g_00766	Prba.g_01947
OG0000248	Prbk.g_00767	Prba.g_01948
OG0000249	Prbk.g_00768	Prba.g_01949
OG0000250	Prbk.g_00769	Prba.g_01950
OG0000251	Prbk.g_00770	Prba.g_01951
OG0000252	Prbk.g_00771	Prba.g_01952
OG0000253	Prbk.g_00772	Prba.g_01953
OG0000254	Prbk.g_00774	Prba.g_00623
OG0000255	Prbk.g_00775	Prba.g_00624
OG0000256	Prbk.g_00778	Prba.g_00627
OG0000257	Prbk.g_00779	Prba.g_00629
OG0000258	Prbk.g_00780	Prba.g_00630
OG0000259	Prbk.g_00781	Prba.g_00631
OG0000260	Prbk.g_00782	Prba.g_00632
OG0000261	Prbk.g_00783	Prba.g_00633
OG0000262	Prbk.g_00784	Prba.g_00634
OG0000263	Prbk.g_00785	Prba.g_00635
OG0000264	Prbk.g_02425	Prba.g_00637
OG0000265	Prbk.g_01283	Prba.g_00638
OG0000266	Prbk.g_01281	Prba.g_00639
OG0000267	Prbk.g_01277	Prba.g_00641
OG0000268	Prbk.g_01275	Prba.g_00642
OG0000269	Prbk.g_01272	Prba.g_00643
OG0000270	Prbk.g_01270	Prba.g_00644
OG0000271	Prbk.g_01267	Prba.g_00645
OG0000272	Prbk.g_01266	Prba.g_00646
OG0000273	Prbk.g_01263	Prba.g_00647
OG0000274	Prbk.g_01261	Prba.g_00648
OG0000275	Prbk.g_01260	Prba.g_00649
OG0000276	Prbk.g_01259	Prba.g_00650
OG0000277	Prbk.g_01258	Prba.g_00651
OG0000278	Prbk.g_01257	Prba.g_00652
OG0000279	Prbk.g_01256	Prba.g_00653
OG0000280	Prbk.g_01255	Prba.g_00654
OG0000281	Prbk.g_01253	Prba.g_00656
OG0000282	Prbk.g_01252	Prba.g_00657
OG0000283	Prbk.g_01245	Prba.g_00660
OG0000284	Prbk.g_01244	Prba.g_00661
OG0000285	Prbk.g_00631	Prba.g_00662
OG0000286	Prbk.g_00633	Prba.g_00664
OG0000287	Prbk.g_00686	Prba.g_00665
OG0000288	Prbk.g_00685	Prba.g_00666
OG0000289	Prbk.g_00683	Prba.g_00667
OG0000290	Prbk.g_00682	Prba.g_00668
OG0000291	Prbk.g_00680	Prba.g_00669
OG0000292	Prbk.g_00670	Prba.g_00670
OG0000293	Prbk.g_00669	Prba.g_00671
OG0000294	Prbk.g_00668	Prba.g_00672
OG0000295	Prbk.g_00662	Prba.g_00673
OG0000296	Prbk.g_00661	Prba.g_00674
OG0000297	Prbk.g_00658	Prba.g_00675
OG0000298	Prbk.g_00657	Prba.g_00439
OG0000299	Prbk.g_00656	Prba.g_00440
OG0000300	Prbk.g_00655	Prba.g_00441
OG0000301	Prbk.g_00654	Prba.g_00442
OG0000302	Prbk.g_00653	Prba.g_00443
OG0000303	Prbk.g_00652	Prba.g_00444
OG0000304	Prbk.g_00650	Prba.g_00445
OG0000305	Prbk.g_00649	Prba.g_00446
OG0000306	Prbk.g_00648	Prba.g_00447
OG0000307	Prbk.g_01364	Prba.g_00448
OG0000308	Prbk.g_01136	Prba.g_00449
OG0000309	Prbk.g_01135	Prba.g_00450
OG0000310	Prbk.g_01134	Prba.g_00451
OG0000311	Prbk.g_01368	Prba.g_00452
OG0000312	Prbk.g_01369	Prba.g_00454
OG0000313	Prbk.g_01521	Prba.g_00455
OG0000314	Prbk.g_01515	Prba.g_00458
OG0000315	Prbk.g_01514	Prba.g_00459
OG0000316	Prbk.g_01900	Prba.g_00461
OG0000317	Prbk.g_01012	Prba.g_00463
OG0000318	Prbk.g_01011	Prba.g_00464
OG0000319	Prbk.g_01010	Prba.g_00465
OG0000320	Prbk.g_01008	Prba.g_00466
OG0000321	Prbk.g_01003	Prba.g_00469
OG0000322	Prbk.g_00371	Prba.g_00472
OG0000323	Prbk.g_00372	Prba.g_00473
OG0000324	Prbk.g_00374	Prba.g_00476
OG0000325	Prbk.g_00376	Prba.g_00477
OG0000326	Prbk.g_00378	Prba.g_00478
OG0000327	Prbk.g_00384	Prba.g_00480
OG0000328	Prbk.g_01365	Prba.g_00481
OG0000329	Prbk.g_00397	Prba.g_00482
OG0000330	Prbk.g_00398	Prba.g_00483
OG0000331	Prbk.g_00400	Prba.g_00484
OG0000332	Prbk.g_00401	Prba.g_00485
OG0000333	Prbk.g_00402	Prba.g_00486
OG0000334	Prbk.g_00403	Prba.g_00487
OG0000335	Prbk.g_00404	Prba.g_00488
OG0000336	Prbk.g_00406	Prba.g_00489
OG0000337	Prbk.g_00411	Prba.g_00492
OG0000338	Prbk.g_00412	Prba.g_00493
OG0000339	Prbk.g_00413	Prba.g_00494
OG0000340	Prbk.g_00415	Prba.g_00495
OG0000341	Prbk.g_00420	Prba.g_00499
OG0000342	Prbk.g_00421	Prba.g_00500
OG0000343	Prbk.g_00423	Prba.g_00502
OG0000344	Prbk.g_00425	Prba.g_00503
OG0000345	Prbk.g_00426	Prba.g_00504
OG0000346	Prbk.g_00427	Prba.g_00505
OG0000347	Prbk.g_00428	Prba.g_00506
OG0000348	Prbk.g_00429	Prba.g_00507
OG0000349	Prbk.g_00430	Prba.g_00508
OG0000350	Prbk.g_00431	Prba.g_00509
OG0000351	Prbk.g_00435	Prba.g_00511
OG0000352	Prbk.g_00439	Prba.g_00514
OG0000353	Prbk.g_00442	Prba.g_00515
OG0000354	Prbk.g_00443	Prba.g_00516
OG0000355	Prbk.g_00444	Prba.g_00517
OG0000356	Prbk.g_00449	Prba.g_00518
OG0000357	Prbk.g_00450	Prba.g_00519
OG0000358	Prbk.g_00451	Prba.g_00520
OG0000359	Prbk.g_00453	Prba.g_00521
OG0000360	Prbk.g_00456	Prba.g_00524
OG0000361	Prbk.g_00457	Prba.g_00525
OG0000362	Prbk.g_00458	Prba.g_00526
OG0000363	Prbk.g_00460	Prba.g_00527
OG0000364	Prbk.g_00461	Prba.g_00528
OG0000365	Prbk.g_00462	Prba.g_00529
OG0000366	Prbk.g_00463	Prba.g_00530
OG0000367	Prbk.g_00464	Prba.g_00531
OG0000368	Prbk.g_00465	Prba.g_00532
OG0000369	Prbk.g_00466	Prba.g_00533
OG0000370	Prbk.g_00467	Prba.g_00534
OG0000371	Prbk.g_00468	Prba.g_00535
OG0000372	Prbk.g_00471	Prba.g_00537
OG0000373	Prbk.g_00481	Prba.g_00539
OG0000374	Prbk.g_00483	Prba.g_00540
OG0000375	Prbk.g_00492	Prba.g_00541
OG0000376	Prbk.g_00853	Prba.g_00543
OG0000377	Prbk.g_00860	Prba.g_00544
OG0000378	Prbk.g_00861	Prba.g_00545
OG0000379	Prbk.g_00871	Prba.g_00550
OG0000380	Prbk.g_00873	Prba.g_00551
OG0000381	Prbk.g_00874	Prba.g_00552
OG0000382	Prbk.g_00876	Prba.g_00554
OG0000383	Prbk.g_00881	Prba.g_00557
OG0000384	Prbk.g_00882	Prba.g_00558
OG0000385	Prbk.g_00888	Prba.g_00561
OG0000386	Prbk.g_00889	Prba.g_00562
OG0000387	Prbk.g_00890	Prba.g_00218
OG0000388	Prbk.g_00891	Prba.g_00219
OG0000389	Prbk.g_00892	Prba.g_00220
OG0000390	Prbk.g_00893	Prba.g_00221
OG0000391	Prbk.g_00894	Prba.g_00222
OG0000392	Prbk.g_00895	Prba.g_00223
OG0000393	Prbk.g_00365	Prba.g_00849
OG0000394	Prbk.g_00364	Prba.g_00850
OG0000395	Prbk.g_00360	Prba.g_00852
OG0000396	Prbk.g_02556	Prba.g_00853
OG0000397	Prbk.g_01321	Prba.g_00865
OG0000398	Prbk.g_00924	Prba.g_00873
OG0000399	Prbk.g_01693	Prba.g_00874
OG0000400	Prbk.g_01902	Prba.g_00880
OG0000401	Prbk.g_00352	Prba.g_01030
OG0000402	Prbk.g_00351	Prba.g_01029
OG0000403	Prbk.g_00339	Prba.g_01028
OG0000404	Prbk.g_00329	Prba.g_01026
OG0000405	Prbk.g_00328	Prba.g_01025
OG0000406	Prbk.g_00326	Prba.g_01023
OG0000407	Prbk.g_00325	Prba.g_01022
OG0000408	Prbk.g_00324	Prba.g_01021
OG0000409	Prbk.g_00323	Prba.g_01020
OG0000410	Prbk.g_00321	Prba.g_01019
OG0000411	Prbk.g_00320	Prba.g_01018
OG0000412	Prbk.g_00319	Prba.g_01017
OG0000413	Prbk.g_00318	Prba.g_01016
OG0000414	Prbk.g_00317	Prba.g_01015
OG0000415	Prbk.g_00316	Prba.g_01014
OG0000416	Prbk.g_00315	Prba.g_01013
OG0000417	Prbk.g_00311	Prba.g_01012
OG0000418	Prbk.g_00310	Prba.g_01011
OG0000419	Prbk.g_00309	Prba.g_01010
OG0000420	Prbk.g_00308	Prba.g_01009
OG0000421	Prbk.g_00301	Prba.g_01008
OG0000422	Prbk.g_00299	Prba.g_01006
OG0000423	Prbk.g_00298	Prba.g_01005
OG0000424	Prbk.g_00295	Prba.g_01003
OG0000425	Prbk.g_02088	Prba.g_01000
OG0000426	Prbk.g_02089	Prba.g_00999
OG0000427	Prbk.g_02092	Prba.g_00998
OG0000428	Prbk.g_02105	Prba.g_00997
OG0000429	Prbk.g_02107	Prba.g_00996
OG0000430	Prbk.g_02109	Prba.g_00990
OG0000431	Prbk.g_02111	Prba.g_00988
OG0000432	Prbk.g_02112	Prba.g_00987
OG0000433	Prbk.g_02053	Prba.g_00984
OG0000434	Prbk.g_02056	Prba.g_00983
OG0000435	Prbk.g_02060	Prba.g_00982
OG0000436	Prbk.g_02062	Prba.g_00980
OG0000437	Prbk.g_02064	Prba.g_00978
OG0000438	Prbk.g_02065	Prba.g_00977
OG0000439	Prbk.g_02066	Prba.g_00976
OG0000440	Prbk.g_02069	Prba.g_00974
OG0000441	Prbk.g_02071	Prba.g_00973
OG0000442	Prbk.g_02072	Prba.g_00972
OG0000443	Prbk.g_02073	Prba.g_00971
OG0000444	Prbk.g_02074	Prba.g_00970
OG0000445	Prbk.g_02075	Prba.g_00969
OG0000446	Prbk.g_02076	Prba.g_00968
OG0000447	Prbk.g_02077	Prba.g_00967
OG0000448	Prbk.g_02078	Prba.g_00966
OG0000449	Prbk.g_01865	Prba.g_00961
OG0000450	Prbk.g_01041	Prba.g_00960
OG0000451	Prbk.g_01042	Prba.g_00959
OG0000452	Prbk.g_01043	Prba.g_00958
OG0000453	Prbk.g_01046	Prba.g_00956
OG0000454	Prbk.g_01047	Prba.g_00955
OG0000455	Prbk.g_01048	Prba.g_00954
OG0000456	Prbk.g_01049	Prba.g_00953
OG0000457	Prbk.g_01050	Prba.g_00951
OG0000458	Prbk.g_01051	Prba.g_00949
OG0000459	Prbk.g_01052	Prba.g_00948
OG0000460	Prbk.g_01054	Prba.g_00946
OG0000461	Prbk.g_01055	Prba.g_00945
OG0000462	Prbk.g_01056	Prba.g_00944
OG0000463	Prbk.g_01061	Prba.g_00943
OG0000464	Prbk.g_01066	Prba.g_00938
OG0000465	Prbk.g_01067	Prba.g_00936
OG0000466	Prbk.g_01068	Prba.g_00935
OG0000467	Prbk.g_01070	Prba.g_00934
OG0000468	Prbk.g_01071	Prba.g_00933
OG0000469	Prbk.g_01076	Prba.g_00932
OG0000470	Prbk.g_01965	Prba.g_00931
OG0000471	Prbk.g_01772	Prba.g_00930
OG0000472	Prbk.g_01081	Prba.g_00927
OG0000473	Prbk.g_01083	Prba.g_00926
OG0000474	Prbk.g_01085	Prba.g_00925
OG0000475	Prbk.g_01086	Prba.g_00924
OG0000476	Prbk.g_01092	Prba.g_00923
OG0000477	Prbk.g_01095	Prba.g_01775
OG0000478	Prbk.g_01097	Prba.g_01774
OG0000479	Prbk.g_01099	Prba.g_01773
OG0000480	Prbk.g_02686	Prba.g_01771
OG0000481	Prbk.g_01898	Prba.g_01770
OG0000482	Prbk.g_01897	Prba.g_01769
OG0000483	Prbk.g_01895	Prba.g_01768
OG0000484	Prbk.g_01894	Prba.g_01767
OG0000485	Prbk.g_01893	Prba.g_01766
OG0000486	Prbk.g_01892	Prba.g_01765
OG0000487	Prbk.g_01891	Prba.g_01764
OG0000488	Prbk.g_01889	Prba.g_01762
OG0000489	Prbk.g_01888	Prba.g_01761
OG0000490	Prbk.g_01887	Prba.g_01760
OG0000491	Prbk.g_01886	Prba.g_01759
OG0000492	Prbk.g_01885	Prba.g_01758
OG0000493	Prbk.g_01884	Prba.g_01757
OG0000494	Prbk.g_01882	Prba.g_01755
OG0000495	Prbk.g_01881	Prba.g_01754
OG0000496	Prbk.g_01879	Prba.g_01753
OG0000497	Prbk.g_01877	Prba.g_01752
OG0000498	Prbk.g_01876	Prba.g_01751
OG0000499	Prbk.g_01874	Prba.g_01749
OG0000500	Prbk.g_01873	Prba.g_01748
OG0000501	Prbk.g_01104	Prba.g_01746
OG0000502	Prbk.g_01105	Prba.g_01745
OG0000503	Prbk.g_01106	Prba.g_01744
OG0000504	Prbk.g_01108	Prba.g_01743
OG0000505	Prbk.g_01109	Prba.g_01742
OG0000506	Prbk.g_01110	Prba.g_01741
OG0000507	Prbk.g_01111	Prba.g_01740
OG0000508	Prbk.g_01115	Prba.g_01738
OG0000509	Prbk.g_01116	Prba.g_01737
OG0000510	Prbk.g_01117	Prba.g_01736
OG0000511	Prbk.g_01118	Prba.g_01735
OG0000512	Prbk.g_01119	Prba.g_01734
OG0000513	Prbk.g_01120	Prba.g_01733
OG0000514	Prbk.g_01121	Prba.g_01732
OG0000515	Prbk.g_01124	Prba.g_01730
OG0000516	Prbk.g_01125	Prba.g_01729
OG0000517	Prbk.g_01126	Prba.g_01728
OG0000518	Prbk.g_01130	Prba.g_01726
OG0000519	Prbk.g_01131	Prba.g_01725
OG0000520	Prbk.g_01132	Prba.g_01724
OG0000521	Prbk.g_01133	Prba.g_01723
OG0000522	Prbk.g_01139	Prba.g_01722
OG0000523	Prbk.g_01140	Prba.g_01721
OG0000524	Prbk.g_01141	Prba.g_01720
OG0000525	Prbk.g_01143	Prba.g_01718
OG0000526	Prbk.g_01144	Prba.g_01717
OG0000527	Prbk.g_01145	Prba.g_01716
OG0000528	Prbk.g_01146	Prba.g_01715
OG0000529	Prbk.g_01147	Prba.g_01714
OG0000530	Prbk.g_01148	Prba.g_01713
OG0000531	Prbk.g_01151	Prba.g_01712
OG0000532	Prbk.g_01153	Prba.g_01711
OG0000533	Prbk.g_01154	Prba.g_01710
OG0000534	Prbk.g_01155	Prba.g_01709
OG0000535	Prbk.g_01156	Prba.g_01708
OG0000536	Prbk.g_01157	Prba.g_01707
OG0000537	Prbk.g_01158	Prba.g_01706
OG0000538	Prbk.g_01159	Prba.g_01705
OG0000539	Prbk.g_01161	Prba.g_01704
OG0000540	Prbk.g_01163	Prba.g_01703
OG0000541	Prbk.g_02602	Prba.g_01702
OG0000542	Prbk.g_02603	Prba.g_01701
OG0000543	Prbk.g_02604	Prba.g_01700
OG0000544	Prbk.g_02605	Prba.g_01699
OG0000545	Prbk.g_02608	Prba.g_01696
OG0000546	Prbk.g_02609	Prba.g_01695
OG0000547	Prbk.g_02611	Prba.g_01693
OG0000548	Prbk.g_02616	Prba.g_01692
OG0000549	Prbk.g_02617	Prba.g_01691
OG0000550	Prbk.g_02618	Prba.g_01690
OG0000551	Prbk.g_02621	Prba.g_01689
OG0000552	Prbk.g_02623	Prba.g_01688
OG0000553	Prbk.g_02624	Prba.g_01687
OG0000554	Prbk.g_02626	Prba.g_01686
OG0000555	Prbk.g_02627	Prba.g_01685
OG0000556	Prbk.g_02628	Prba.g_01684
OG0000557	Prbk.g_02629	Prba.g_01683
OG0000558	Prbk.g_02631	Prba.g_01682
OG0000559	Prbk.g_02632	Prba.g_01681
OG0000560	Prbk.g_02634	Prba.g_01679
OG0000561	Prbk.g_02635	Prba.g_01678
OG0000562	Prbk.g_02637	Prba.g_01677
OG0000563	Prbk.g_02638	Prba.g_01676
OG0000564	Prbk.g_02639	Prba.g_01675
OG0000565	Prbk.g_02647	Prba.g_01674
OG0000566	Prbk.g_02648	Prba.g_01673
OG0000567	Prbk.g_02649	Prba.g_01672
OG0000568	Prbk.g_02650	Prba.g_01671
OG0000569	Prbk.g_02651	Prba.g_01670
OG0000570	Prbk.g_02654	Prba.g_01669
OG0000571	Prbk.g_02655	Prba.g_01668
OG0000572	Prbk.g_02656	Prba.g_01667
