Orthogroup	Prbk	Prab
OG0000068	Prbk.g_00796, Prbk.g_00944	Prab.g_01802
OG0000071	Prbk.g_02290	Prab.g_00011
OG0000072	Prbk.g_00472	Prab.g_00310
OG0000073	Prbk.g_00709	Prab.g_00674
OG0000074	Prbk.g_01815	Prab.g_00696
OG0000075	Prbk.g_02475	Prab.g_00847
OG0000076	Prbk.g_00056	Prab.g_00929, Prab.g_01299
OG0000078	Prbk.g_00476	Prab.g_01394
OG0000079	Prbk.g_00931	Prab.g_01544
OG0000080	Prbk.g_02012	Prab.g_00922, Prab.g_01290
OG0000081	Prbk.g_00512	Prab.g_01832
OG0000083	Prbk.g_02281	Prab.g_00003
OG0000084	Prbk.g_02284	Prab.g_00006
OG0000085	Prbk.g_01626	Prab.g_00023
OG0000087	Prbk.g_02126	Prab.g_00048
OG0000088	Prbk.g_00191	Prab.g_00104
OG0000089	Prbk.g_00206	Prab.g_00112
OG0000090	Prbk.g_00559	Prab.g_00129
OG0000091	Prbk.g_00776	Prab.g_00160
OG0000092	Prbk.g_00777	Prab.g_00161
OG0000093	Prbk.g_01280	Prab.g_00175
OG0000094	Prbk.g_01251	Prab.g_00193
OG0000095	Prbk.g_00632	Prab.g_00198
OG0000096	Prbk.g_01001	Prab.g_00241
OG0000097	Prbk.g_00409	Prab.g_00262
OG0000098	Prbk.g_00422	Prab.g_00272
OG0000099	Prbk.g_00434	Prab.g_00282
OG0000100	Prbk.g_00438	Prab.g_00285
OG0000101	Prbk.g_00361	Prab.g_00344
OG0000102	Prbk.g_02209	Prab.g_00371
OG0000103	Prbk.g_02114	Prab.g_00480
OG0000104	Prbk.g_02061	Prab.g_00484
OG0000105	Prbk.g_01862	Prab.g_00503
OG0000107	Prbk.g_01080	Prab.g_00537
OG0000108	Prbk.g_02684	Prab.g_00547
OG0000109	Prbk.g_01890	Prab.g_00556
OG0000110	Prbk.g_01871	Prab.g_00573
OG0000111	Prbk.g_00740	Prab.g_00656
OG0000112	Prbk.g_00739	Prab.g_00657
OG0000113	Prbk.g_02370	Prab.g_00745
OG0000114	Prbk.g_02466	Prab.g_00838
OG0000115	Prbk.g_02324	Prab.g_01010
OG0000116	Prbk.g_02316	Prab.g_01006
OG0000117	Prbk.g_00059	Prab.g_00932
OG0000118	Prbk.g_02271	Prab.g_01144
OG0000119	Prbk.g_02197	Prab.g_01189
OG0000120	Prbk.g_00144	Prab.g_01225
OG0000121	Prbk.g_00138	Prab.g_01244
OG0000122	Prbk.g_00185	Prab.g_01263
OG0000123	Prbk.g_00121	Prab.g_01276
OG0000124	Prbk.g_00066	Prab.g_01284
OG0000125	Prbk.g_01169	Prab.g_01338
OG0000126	Prbk.g_02052	Prab.g_01360
OG0000127	Prbk.g_00243	Prab.g_01453
OG0000128	Prbk.g_00260	Prab.g_01467
OG0000129	Prbk.g_01212	Prab.g_01503
OG0000130	Prbk.g_00913	Prab.g_01667
OG0000131	Prbk.g_01417	Prab.g_01705
OG0000132	Prbk.g_01414	Prab.g_01708
OG0000133	Prbk.g_00987	Prab.g_01761
OG0000134	Prbk.g_00950	Prab.g_01797
OG0000135	Prbk.g_00948	Prab.g_01799
OG0000136	Prbk.g_00528	Prab.g_01842
OG0000137	Prbk.g_01540	Prab.g_01874
OG0000138	Prbk.g_02168	Prab.g_01910
OG0000139	Prbk.g_02252	Prab.g_01937
OG0000140	Prbk.g_02279	Prab.g_00001
OG0000141	Prbk.g_02280	Prab.g_00002
OG0000142	Prbk.g_02282	Prab.g_00004
OG0000143	Prbk.g_02283	Prab.g_00005
OG0000144	Prbk.g_02285	Prab.g_00007
OG0000145	Prbk.g_02287	Prab.g_00008
OG0000146	Prbk.g_02288	Prab.g_00009
OG0000147	Prbk.g_02289	Prab.g_00010
OG0000148	Prbk.g_02291	Prab.g_00012
OG0000149	Prbk.g_01639	Prab.g_00014
OG0000150	Prbk.g_01638	Prab.g_00015
OG0000151	Prbk.g_01633	Prab.g_00016
OG0000152	Prbk.g_01632	Prab.g_00017
OG0000153	Prbk.g_01631	Prab.g_00018
OG0000154	Prbk.g_01630	Prab.g_00019
OG0000155	Prbk.g_01629	Prab.g_00020
OG0000156	Prbk.g_01628	Prab.g_00021
OG0000157	Prbk.g_01627	Prab.g_00022
OG0000158	Prbk.g_01625	Prab.g_00024
OG0000159	Prbk.g_01624	Prab.g_00025
OG0000160	Prbk.g_01623	Prab.g_00026
OG0000161	Prbk.g_01622	Prab.g_00027
OG0000162	Prbk.g_01621	Prab.g_00028
OG0000163	Prbk.g_01619	Prab.g_00029
OG0000164	Prbk.g_01614	Prab.g_00032
OG0000165	Prbk.g_01609	Prab.g_00035
OG0000166	Prbk.g_01608	Prab.g_00036
OG0000167	Prbk.g_01607	Prab.g_00037
OG0000168	Prbk.g_01606	Prab.g_00039
OG0000169	Prbk.g_01604	Prab.g_00041
OG0000170	Prbk.g_02158	Prab.g_00042
OG0000171	Prbk.g_02156	Prab.g_00043
OG0000172	Prbk.g_02155	Prab.g_00044
OG0000173	Prbk.g_02148	Prab.g_00045
OG0000174	Prbk.g_02141	Prab.g_00046
OG0000175	Prbk.g_02133	Prab.g_00047
OG0000176	Prbk.g_02125	Prab.g_00049
OG0000177	Prbk.g_02124	Prab.g_00050
OG0000178	Prbk.g_02123	Prab.g_00051
OG0000179	Prbk.g_01326	Prab.g_00056
OG0000180	Prbk.g_01324	Prab.g_00057
OG0000181	Prbk.g_01323	Prab.g_00058
OG0000182	Prbk.g_01320	Prab.g_00061
OG0000183	Prbk.g_01319	Prab.g_00062
OG0000184	Prbk.g_01315	Prab.g_00065
OG0000185	Prbk.g_01309	Prab.g_00069
OG0000186	Prbk.g_01308	Prab.g_00070
OG0000187	Prbk.g_01665	Prab.g_00071
OG0000188	Prbk.g_01307	Prab.g_00072
OG0000189	Prbk.g_01304	Prab.g_00073
OG0000190	Prbk.g_01303	Prab.g_00074
OG0000191	Prbk.g_01302	Prab.g_00075
OG0000192	Prbk.g_01301	Prab.g_00076
OG0000193	Prbk.g_01300	Prab.g_00077
OG0000194	Prbk.g_01299	Prab.g_00078
OG0000195	Prbk.g_01295	Prab.g_00080
OG0000196	Prbk.g_01294	Prab.g_00081
OG0000197	Prbk.g_00035	Prab.g_00082
OG0000198	Prbk.g_00031	Prab.g_00083
OG0000199	Prbk.g_00026	Prab.g_00085
OG0000200	Prbk.g_00025	Prab.g_00086
OG0000201	Prbk.g_00024	Prab.g_00087
OG0000202	Prbk.g_00022	Prab.g_00088
OG0000203	Prbk.g_00021	Prab.g_00089
OG0000204	Prbk.g_00020	Prab.g_00090
OG0000205	Prbk.g_00018	Prab.g_00091
OG0000206	Prbk.g_00017	Prab.g_00092
OG0000207	Prbk.g_00016	Prab.g_00093
OG0000208	Prbk.g_00015	Prab.g_00094
OG0000209	Prbk.g_00014	Prab.g_00095
OG0000210	Prbk.g_00012	Prab.g_00097
OG0000211	Prbk.g_00011	Prab.g_00098
OG0000212	Prbk.g_00010	Prab.g_00099
OG0000213	Prbk.g_00007	Prab.g_00100
OG0000214	Prbk.g_00001	Prab.g_00102
OG0000215	Prbk.g_00190	Prab.g_00103
OG0000216	Prbk.g_00192	Prab.g_00105
OG0000217	Prbk.g_00194	Prab.g_00106
OG0000218	Prbk.g_00196	Prab.g_00107
OG0000219	Prbk.g_00197	Prab.g_00108
OG0000220	Prbk.g_00202	Prab.g_00111
OG0000221	Prbk.g_00207	Prab.g_00113
OG0000222	Prbk.g_00208	Prab.g_00114
OG0000223	Prbk.g_00209	Prab.g_00115
OG0000224	Prbk.g_00542	Prab.g_00117
OG0000225	Prbk.g_00544	Prab.g_00119
OG0000226	Prbk.g_00547	Prab.g_00120
OG0000227	Prbk.g_00549	Prab.g_00121
OG0000228	Prbk.g_00550	Prab.g_00122
OG0000229	Prbk.g_00551	Prab.g_00123
OG0000230	Prbk.g_00552	Prab.g_00124
OG0000231	Prbk.g_00554	Prab.g_00126
OG0000232	Prbk.g_00555	Prab.g_00127
OG0000233	Prbk.g_00560	Prab.g_00130
OG0000234	Prbk.g_00749	Prab.g_00132
OG0000235	Prbk.g_00751	Prab.g_00136
OG0000236	Prbk.g_00752	Prab.g_00137
OG0000237	Prbk.g_00753	Prab.g_00138
OG0000238	Prbk.g_00754	Prab.g_00139
OG0000239	Prbk.g_00755	Prab.g_00140
OG0000240	Prbk.g_00757	Prab.g_00142
OG0000241	Prbk.g_00758	Prab.g_00143
OG0000242	Prbk.g_00759	Prab.g_00144
OG0000243	Prbk.g_00760	Prab.g_00145
OG0000244	Prbk.g_00761	Prab.g_00146
OG0000245	Prbk.g_00763	Prab.g_00147
OG0000246	Prbk.g_00765	Prab.g_00149
OG0000247	Prbk.g_00766	Prab.g_00150
OG0000248	Prbk.g_00767	Prab.g_00151
OG0000249	Prbk.g_00768	Prab.g_00152
OG0000250	Prbk.g_00769	Prab.g_00153
OG0000251	Prbk.g_00770	Prab.g_00154
OG0000252	Prbk.g_00771	Prab.g_00155
OG0000253	Prbk.g_00772	Prab.g_00156
OG0000254	Prbk.g_00774	Prab.g_00158
OG0000255	Prbk.g_00775	Prab.g_00159
OG0000256	Prbk.g_00778	Prab.g_00162
OG0000257	Prbk.g_00779	Prab.g_00164
OG0000258	Prbk.g_00780	Prab.g_00165
OG0000259	Prbk.g_00781	Prab.g_00166
OG0000260	Prbk.g_00782	Prab.g_00167
OG0000261	Prbk.g_00783	Prab.g_00168
OG0000262	Prbk.g_00784	Prab.g_00169
OG0000263	Prbk.g_00785	Prab.g_00170
OG0000264	Prbk.g_02425	Prab.g_00172
OG0000265	Prbk.g_01283	Prab.g_00173
OG0000266	Prbk.g_01281	Prab.g_00174
OG0000267	Prbk.g_01277	Prab.g_00176
OG0000268	Prbk.g_01275	Prab.g_00177
OG0000269	Prbk.g_01272	Prab.g_00178
OG0000270	Prbk.g_01270	Prab.g_00179
OG0000271	Prbk.g_01267	Prab.g_00180
OG0000272	Prbk.g_01266	Prab.g_00181
OG0000273	Prbk.g_01263	Prab.g_00182
OG0000274	Prbk.g_01261	Prab.g_00183
OG0000275	Prbk.g_01260	Prab.g_00184
OG0000276	Prbk.g_01259	Prab.g_00185
OG0000277	Prbk.g_01258	Prab.g_00186
OG0000278	Prbk.g_01257	Prab.g_00187
OG0000279	Prbk.g_01256	Prab.g_00188
OG0000280	Prbk.g_01255	Prab.g_00189
OG0000281	Prbk.g_01253	Prab.g_00191
OG0000282	Prbk.g_01252	Prab.g_00192
OG0000283	Prbk.g_01245	Prab.g_00195
OG0000284	Prbk.g_01244	Prab.g_00196
OG0000285	Prbk.g_00631	Prab.g_00197
OG0000286	Prbk.g_00633	Prab.g_00199
OG0000287	Prbk.g_00686	Prab.g_00200
OG0000288	Prbk.g_00685	Prab.g_00201
OG0000289	Prbk.g_00683	Prab.g_00202
OG0000290	Prbk.g_00682	Prab.g_00203
OG0000291	Prbk.g_00680	Prab.g_00204
OG0000292	Prbk.g_00670	Prab.g_00205
OG0000293	Prbk.g_00669	Prab.g_00206
OG0000294	Prbk.g_00668	Prab.g_00207
OG0000295	Prbk.g_00662	Prab.g_00208
OG0000296	Prbk.g_00661	Prab.g_00209
OG0000297	Prbk.g_00658	Prab.g_00210
OG0000298	Prbk.g_00657	Prab.g_00211
OG0000299	Prbk.g_00656	Prab.g_00212
OG0000300	Prbk.g_00655	Prab.g_00213
OG0000301	Prbk.g_00654	Prab.g_00214
OG0000302	Prbk.g_00653	Prab.g_00215
OG0000303	Prbk.g_00652	Prab.g_00216
OG0000304	Prbk.g_00650	Prab.g_00217
OG0000305	Prbk.g_00649	Prab.g_00218
OG0000306	Prbk.g_00648	Prab.g_00219
OG0000307	Prbk.g_01364	Prab.g_00220
OG0000308	Prbk.g_01136	Prab.g_00221
OG0000309	Prbk.g_01135	Prab.g_00222
OG0000310	Prbk.g_01134	Prab.g_00223
OG0000311	Prbk.g_01368	Prab.g_00224
OG0000312	Prbk.g_01369	Prab.g_00226
OG0000313	Prbk.g_01521	Prab.g_00227
OG0000314	Prbk.g_01515	Prab.g_00229
OG0000315	Prbk.g_01514	Prab.g_00230
OG0000316	Prbk.g_01900	Prab.g_00232
OG0000317	Prbk.g_01012	Prab.g_00234
OG0000318	Prbk.g_01011	Prab.g_00235
OG0000319	Prbk.g_01010	Prab.g_00236
OG0000320	Prbk.g_01008	Prab.g_00237
OG0000321	Prbk.g_01003	Prab.g_00240
OG0000322	Prbk.g_00371	Prab.g_00243
OG0000323	Prbk.g_00372	Prab.g_00244
OG0000324	Prbk.g_00374	Prab.g_00247
OG0000325	Prbk.g_00376	Prab.g_00248
OG0000326	Prbk.g_00378	Prab.g_00249
OG0000327	Prbk.g_00384	Prab.g_00251
OG0000328	Prbk.g_01365	Prab.g_00252
OG0000329	Prbk.g_00397	Prab.g_00253
OG0000330	Prbk.g_00398	Prab.g_00254
OG0000331	Prbk.g_00400	Prab.g_00255
OG0000332	Prbk.g_00401	Prab.g_00256
OG0000333	Prbk.g_00402	Prab.g_00257
OG0000334	Prbk.g_00403	Prab.g_00258
OG0000335	Prbk.g_00404	Prab.g_00259
OG0000336	Prbk.g_00406	Prab.g_00260
OG0000337	Prbk.g_00411	Prab.g_00263
OG0000338	Prbk.g_00412	Prab.g_00264
OG0000339	Prbk.g_00413	Prab.g_00265
OG0000340	Prbk.g_00415	Prab.g_00266
OG0000341	Prbk.g_00420	Prab.g_00270
OG0000342	Prbk.g_00421	Prab.g_00271
OG0000343	Prbk.g_00423	Prab.g_00273
OG0000344	Prbk.g_00425	Prab.g_00274
OG0000345	Prbk.g_00426	Prab.g_00275
OG0000346	Prbk.g_00427	Prab.g_00276
OG0000347	Prbk.g_00428	Prab.g_00277
OG0000348	Prbk.g_00429	Prab.g_00278
OG0000349	Prbk.g_00430	Prab.g_00279
OG0000350	Prbk.g_00431	Prab.g_00280
OG0000351	Prbk.g_00435	Prab.g_00283
OG0000352	Prbk.g_00439	Prab.g_00286
OG0000353	Prbk.g_00442	Prab.g_00287
OG0000354	Prbk.g_00443	Prab.g_00288
OG0000355	Prbk.g_00444	Prab.g_00289
OG0000356	Prbk.g_00449	Prab.g_00290
OG0000357	Prbk.g_00450	Prab.g_00291
OG0000358	Prbk.g_00451	Prab.g_00292
OG0000359	Prbk.g_00453	Prab.g_00293
OG0000360	Prbk.g_00456	Prab.g_00296
OG0000361	Prbk.g_00457	Prab.g_00297
OG0000362	Prbk.g_00458	Prab.g_00298
OG0000363	Prbk.g_00460	Prab.g_00299
OG0000364	Prbk.g_00461	Prab.g_00300
OG0000365	Prbk.g_00462	Prab.g_00301
OG0000366	Prbk.g_00463	Prab.g_00302
OG0000367	Prbk.g_00464	Prab.g_00303
OG0000368	Prbk.g_00465	Prab.g_00304
OG0000369	Prbk.g_00466	Prab.g_00305
OG0000370	Prbk.g_00467	Prab.g_00306
OG0000371	Prbk.g_00468	Prab.g_00307
OG0000372	Prbk.g_00471	Prab.g_00309
OG0000373	Prbk.g_00481	Prab.g_00311
OG0000374	Prbk.g_00483	Prab.g_00312
OG0000375	Prbk.g_00492	Prab.g_00313
OG0000376	Prbk.g_00853	Prab.g_00315
OG0000377	Prbk.g_00860	Prab.g_00316
OG0000378	Prbk.g_00861	Prab.g_00317
OG0000379	Prbk.g_00871	Prab.g_00322
OG0000380	Prbk.g_00873	Prab.g_00323
OG0000381	Prbk.g_00874	Prab.g_00324
OG0000382	Prbk.g_00876	Prab.g_00325
OG0000383	Prbk.g_00881	Prab.g_00328
OG0000384	Prbk.g_00882	Prab.g_00329
OG0000385	Prbk.g_00888	Prab.g_00332
OG0000386	Prbk.g_00889	Prab.g_00333
OG0000387	Prbk.g_00890	Prab.g_00334
OG0000388	Prbk.g_00891	Prab.g_00335
OG0000389	Prbk.g_00892	Prab.g_00336
OG0000390	Prbk.g_00893	Prab.g_00337
OG0000391	Prbk.g_00894	Prab.g_00338
OG0000392	Prbk.g_00895	Prab.g_00339
OG0000393	Prbk.g_00365	Prab.g_00342
OG0000394	Prbk.g_00364	Prab.g_00343
OG0000395	Prbk.g_00360	Prab.g_00345
OG0000396	Prbk.g_02556	Prab.g_00347
OG0000397	Prbk.g_01321	Prab.g_00360
OG0000398	Prbk.g_00924	Prab.g_00367
OG0000399	Prbk.g_01693	Prab.g_00368
OG0000400	Prbk.g_01902	Prab.g_00375
OG0000401	Prbk.g_00352	Prab.g_00434
OG0000402	Prbk.g_00351	Prab.g_00435
OG0000403	Prbk.g_00339	Prab.g_00436
OG0000404	Prbk.g_00329	Prab.g_00438
OG0000405	Prbk.g_00328	Prab.g_00439
OG0000406	Prbk.g_00326	Prab.g_00441
OG0000407	Prbk.g_00325	Prab.g_00442
OG0000408	Prbk.g_00324	Prab.g_00443
OG0000409	Prbk.g_00323	Prab.g_00444
OG0000410	Prbk.g_00321	Prab.g_00445
OG0000411	Prbk.g_00320	Prab.g_00446
OG0000412	Prbk.g_00319	Prab.g_00447
OG0000413	Prbk.g_00318	Prab.g_00448
OG0000414	Prbk.g_00317	Prab.g_00449
OG0000415	Prbk.g_00316	Prab.g_00450
OG0000416	Prbk.g_00315	Prab.g_00454
OG0000417	Prbk.g_00311	Prab.g_00455
OG0000418	Prbk.g_00310	Prab.g_00456
OG0000419	Prbk.g_00309	Prab.g_00457
OG0000420	Prbk.g_00308	Prab.g_00458
OG0000421	Prbk.g_00301	Prab.g_00459
OG0000422	Prbk.g_00299	Prab.g_00460
OG0000423	Prbk.g_00298	Prab.g_00461
OG0000424	Prbk.g_00295	Prab.g_00463
OG0000425	Prbk.g_02088	Prab.g_00466
OG0000426	Prbk.g_02089	Prab.g_00467
OG0000427	Prbk.g_02092	Prab.g_00468
OG0000428	Prbk.g_02105	Prab.g_00469
OG0000429	Prbk.g_02107	Prab.g_00470
OG0000430	Prbk.g_02109	Prab.g_00475
OG0000431	Prbk.g_02111	Prab.g_00477
OG0000432	Prbk.g_02112	Prab.g_00478
OG0000433	Prbk.g_02053	Prab.g_00481
OG0000434	Prbk.g_02056	Prab.g_00482
OG0000435	Prbk.g_02060	Prab.g_00483
OG0000436	Prbk.g_02062	Prab.g_00485
OG0000437	Prbk.g_02064	Prab.g_00487
OG0000438	Prbk.g_02065	Prab.g_00488
OG0000439	Prbk.g_02066	Prab.g_00489
OG0000440	Prbk.g_02069	Prab.g_00491
OG0000441	Prbk.g_02071	Prab.g_00492
OG0000442	Prbk.g_02072	Prab.g_00493
OG0000443	Prbk.g_02073	Prab.g_00494
OG0000444	Prbk.g_02074	Prab.g_00495
OG0000445	Prbk.g_02075	Prab.g_00496
OG0000446	Prbk.g_02076	Prab.g_00497
OG0000447	Prbk.g_02077	Prab.g_00498
OG0000448	Prbk.g_02078	Prab.g_00499
OG0000449	Prbk.g_01865	Prab.g_00504
OG0000450	Prbk.g_01041	Prab.g_00505
OG0000451	Prbk.g_01042	Prab.g_00506
OG0000452	Prbk.g_01043	Prab.g_00507
OG0000453	Prbk.g_01046	Prab.g_00509
OG0000454	Prbk.g_01047	Prab.g_00510
OG0000455	Prbk.g_01048	Prab.g_00511
OG0000456	Prbk.g_01049	Prab.g_00512
OG0000457	Prbk.g_01050	Prab.g_00514
OG0000458	Prbk.g_01051	Prab.g_00516
OG0000459	Prbk.g_01052	Prab.g_00517
OG0000460	Prbk.g_01054	Prab.g_00519
OG0000461	Prbk.g_01055	Prab.g_00520
OG0000462	Prbk.g_01056	Prab.g_00521
OG0000463	Prbk.g_01061	Prab.g_00522
OG0000464	Prbk.g_01066	Prab.g_00527
OG0000465	Prbk.g_01067	Prab.g_00529
OG0000466	Prbk.g_01068	Prab.g_00530
OG0000467	Prbk.g_01070	Prab.g_00531
OG0000468	Prbk.g_01071	Prab.g_00532
OG0000469	Prbk.g_01076	Prab.g_00533
OG0000470	Prbk.g_01965	Prab.g_00534
OG0000471	Prbk.g_01772	Prab.g_00535
OG0000472	Prbk.g_01081	Prab.g_00538
OG0000473	Prbk.g_01083	Prab.g_00539
OG0000474	Prbk.g_01085	Prab.g_00540
OG0000475	Prbk.g_01086	Prab.g_00541
OG0000476	Prbk.g_01092	Prab.g_00542
OG0000477	Prbk.g_01095	Prab.g_00544
OG0000478	Prbk.g_01097	Prab.g_00545
OG0000479	Prbk.g_01099	Prab.g_00546
OG0000480	Prbk.g_02686	Prab.g_00548
OG0000481	Prbk.g_01898	Prab.g_00549
OG0000482	Prbk.g_01897	Prab.g_00550
OG0000483	Prbk.g_01895	Prab.g_00551
OG0000484	Prbk.g_01894	Prab.g_00552
OG0000485	Prbk.g_01893	Prab.g_00553
OG0000486	Prbk.g_01892	Prab.g_00554
OG0000487	Prbk.g_01891	Prab.g_00555
OG0000488	Prbk.g_01889	Prab.g_00557
OG0000489	Prbk.g_01888	Prab.g_00558
OG0000490	Prbk.g_01887	Prab.g_00559
OG0000491	Prbk.g_01886	Prab.g_00560
OG0000492	Prbk.g_01885	Prab.g_00561
OG0000493	Prbk.g_01884	Prab.g_00562
OG0000494	Prbk.g_01882	Prab.g_00564
OG0000495	Prbk.g_01881	Prab.g_00565
OG0000496	Prbk.g_01879	Prab.g_00566
OG0000497	Prbk.g_01877	Prab.g_00568
OG0000498	Prbk.g_01876	Prab.g_00569
OG0000499	Prbk.g_01874	Prab.g_00571
OG0000500	Prbk.g_01873	Prab.g_00572
OG0000501	Prbk.g_01104	Prab.g_00574
OG0000502	Prbk.g_01105	Prab.g_00575
OG0000503	Prbk.g_01106	Prab.g_00576
OG0000504	Prbk.g_01108	Prab.g_00577
OG0000505	Prbk.g_01109	Prab.g_00578
OG0000506	Prbk.g_01110	Prab.g_00579
OG0000507	Prbk.g_01111	Prab.g_00580
OG0000508	Prbk.g_01115	Prab.g_00582
OG0000509	Prbk.g_01116	Prab.g_00583
OG0000510	Prbk.g_01117	Prab.g_00584
OG0000511	Prbk.g_01118	Prab.g_00585
OG0000512	Prbk.g_01119	Prab.g_00586
OG0000513	Prbk.g_01120	Prab.g_00587
OG0000514	Prbk.g_01121	Prab.g_00588
OG0000515	Prbk.g_01124	Prab.g_00590
OG0000516	Prbk.g_01125	Prab.g_00591
OG0000517	Prbk.g_01126	Prab.g_00592
OG0000518	Prbk.g_01130	Prab.g_00595
OG0000519	Prbk.g_01131	Prab.g_00596
OG0000520	Prbk.g_01132	Prab.g_00597
OG0000521	Prbk.g_01133	Prab.g_00598
OG0000522	Prbk.g_01139	Prab.g_00599
OG0000523	Prbk.g_01140	Prab.g_00600
OG0000524	Prbk.g_01141	Prab.g_00601
OG0000525	Prbk.g_01143	Prab.g_00603
OG0000526	Prbk.g_01144	Prab.g_00604
OG0000527	Prbk.g_01145	Prab.g_00605
OG0000528	Prbk.g_01146	Prab.g_00606
OG0000529	Prbk.g_01147	Prab.g_00607
OG0000530	Prbk.g_01148	Prab.g_00608
OG0000531	Prbk.g_01151	Prab.g_00609
OG0000532	Prbk.g_01153	Prab.g_00610
OG0000533	Prbk.g_01154	Prab.g_00611
OG0000534	Prbk.g_01155	Prab.g_00612
OG0000535	Prbk.g_01156	Prab.g_00613
OG0000536	Prbk.g_01157	Prab.g_00614
OG0000537	Prbk.g_01158	Prab.g_00615
OG0000538	Prbk.g_01159	Prab.g_00616
OG0000539	Prbk.g_01161	Prab.g_00617
OG0000540	Prbk.g_01163	Prab.g_00618
OG0000541	Prbk.g_02602	Prab.g_00619
OG0000542	Prbk.g_02603	Prab.g_00620
OG0000543	Prbk.g_02604	Prab.g_00621
OG0000544	Prbk.g_02605	Prab.g_00622
OG0000545	Prbk.g_02608	Prab.g_00625
OG0000546	Prbk.g_02609	Prab.g_00626
OG0000547	Prbk.g_02611	Prab.g_00629
OG0000548	Prbk.g_02616	Prab.g_00630
OG0000549	Prbk.g_02617	Prab.g_00631
OG0000550	Prbk.g_02618	Prab.g_00632
OG0000551	Prbk.g_02621	Prab.g_00633
OG0000552	Prbk.g_02623	Prab.g_00634
OG0000553	Prbk.g_02624	Prab.g_00635
OG0000554	Prbk.g_02626	Prab.g_00636
OG0000555	Prbk.g_02627	Prab.g_00637
OG0000556	Prbk.g_02628	Prab.g_00638
OG0000557	Prbk.g_02629	Prab.g_00639
OG0000558	Prbk.g_02631	Prab.g_00640
OG0000559	Prbk.g_02632	Prab.g_00641
OG0000560	Prbk.g_02634	Prab.g_00643
OG0000561	Prbk.g_02635	Prab.g_00644
OG0000562	Prbk.g_02637	Prab.g_00645
OG0000563	Prbk.g_02638	Prab.g_00646
OG0000564	Prbk.g_02639	Prab.g_00647
OG0000565	Prbk.g_02647	Prab.g_00648
OG0000566	Prbk.g_02648	Prab.g_00649
OG0000567	Prbk.g_02649	Prab.g_00650
OG0000568	Prbk.g_02650	Prab.g_00651
OG0000569	Prbk.g_02651	Prab.g_00652
OG0000570	Prbk.g_02654	Prab.g_00653
OG0000571	Prbk.g_02655	Prab.g_00654
OG0000572	Prbk.g_02656	Prab.g_00655
OG0000573	Prbk.g_00738	Prab.g_00658
OG0000574	Prbk.g_00729	Prab.g_00659
OG0000575	Prbk.g_00728	Prab.g_00660
OG0000576	Prbk.g_00727	Prab.g_00661
OG0000577	Prbk.g_00726	Prab.g_00662
OG0000578	Prbk.g_00725	Prab.g_00663
OG0000579	Prbk.g_00723	Prab.g_00664
