Orthogroup	Prbk	Prap
OG0000427	Prbk.g_02092	Prap.g_01300
OG0000428	Prbk.g_02105	Prap.g_01298
OG0000429	Prbk.g_02107	Prap.g_01297
OG0000430	Prbk.g_02109	Prap.g_01296
OG0000431	Prbk.g_02111	Prap.g_01294
OG0000432	Prbk.g_02112	Prap.g_01293
OG0000433	Prbk.g_02053	Prap.g_01290
OG0000434	Prbk.g_02056	Prap.g_01289
OG0000435	Prbk.g_02060	Prap.g_01288
OG0000436	Prbk.g_02062	Prap.g_01286
OG0000437	Prbk.g_02064	Prap.g_01284
OG0000438	Prbk.g_02065	Prap.g_01283
OG0000439	Prbk.g_02066	Prap.g_01282
OG0000440	Prbk.g_02069	Prap.g_01280
OG0000441	Prbk.g_02071	Prap.g_01279
OG0000442	Prbk.g_02072	Prap.g_01278
OG0000443	Prbk.g_02073	Prap.g_01277
OG0000444	Prbk.g_02074	Prap.g_01276
OG0000445	Prbk.g_02075	Prap.g_01275
OG0000446	Prbk.g_02076	Prap.g_01274
OG0000447	Prbk.g_02077	Prap.g_01273
OG0000448	Prbk.g_02078	Prap.g_01272
OG0000449	Prbk.g_01865	Prap.g_01266
OG0000450	Prbk.g_01041	Prap.g_01265
OG0000451	Prbk.g_01042	Prap.g_01264
OG0000452	Prbk.g_01043	Prap.g_01263
OG0000453	Prbk.g_01046	Prap.g_01262
OG0000454	Prbk.g_01047	Prap.g_01261
OG0000455	Prbk.g_01048	Prap.g_01260
OG0000456	Prbk.g_01049	Prap.g_01259
OG0000457	Prbk.g_01050	Prap.g_01257
OG0000458	Prbk.g_01051	Prap.g_01255
OG0000459	Prbk.g_01052	Prap.g_01254
OG0000460	Prbk.g_01054	Prap.g_01252
OG0000461	Prbk.g_01055	Prap.g_01251
OG0000462	Prbk.g_01056	Prap.g_01250
OG0000463	Prbk.g_01061	Prap.g_01249
OG0000464	Prbk.g_01066	Prap.g_01245
OG0000465	Prbk.g_01067	Prap.g_01244
OG0000466	Prbk.g_01068	Prap.g_01243
OG0000467	Prbk.g_01070	Prap.g_01242
OG0000468	Prbk.g_01071	Prap.g_01241
OG0000469	Prbk.g_01076	Prap.g_01240
OG0000470	Prbk.g_01965	Prap.g_01239
OG0000471	Prbk.g_01772	Prap.g_01238
OG0000472	Prbk.g_01081	Prap.g_01235
OG0000473	Prbk.g_01083	Prap.g_01234
OG0000474	Prbk.g_01085	Prap.g_01233
OG0000475	Prbk.g_01086	Prap.g_01232
OG0000476	Prbk.g_01092	Prap.g_01231
OG0000477	Prbk.g_01095	Prap.g_01229
OG0000478	Prbk.g_01097	Prap.g_01228
OG0000479	Prbk.g_01099	Prap.g_01227
OG0000480	Prbk.g_02686	Prap.g_01225
OG0000481	Prbk.g_01898	Prap.g_01224
OG0000482	Prbk.g_01897	Prap.g_01223
OG0000483	Prbk.g_01895	Prap.g_01222
OG0000484	Prbk.g_01894	Prap.g_01221
OG0000485	Prbk.g_01893	Prap.g_01220
OG0000486	Prbk.g_01892	Prap.g_01219
OG0000487	Prbk.g_01891	Prap.g_01218
OG0000488	Prbk.g_01889	Prap.g_01216
OG0000489	Prbk.g_01888	Prap.g_01215
OG0000490	Prbk.g_01887	Prap.g_01214
OG0000491	Prbk.g_01886	Prap.g_01213
OG0000492	Prbk.g_01885	Prap.g_01212
OG0000493	Prbk.g_01884	Prap.g_01211
OG0000494	Prbk.g_01882	Prap.g_01210
OG0000495	Prbk.g_01881	Prap.g_01209
OG0000496	Prbk.g_01879	Prap.g_01207
OG0000497	Prbk.g_01877	Prap.g_01205
OG0000498	Prbk.g_01876	Prap.g_01204
OG0000499	Prbk.g_01874	Prap.g_01202
OG0000500	Prbk.g_01873	Prap.g_01201
OG0000501	Prbk.g_01104	Prap.g_01199
OG0000502	Prbk.g_01105	Prap.g_01198
OG0000503	Prbk.g_01106	Prap.g_01197
OG0000504	Prbk.g_01108	Prap.g_01196
OG0000505	Prbk.g_01109	Prap.g_01195
OG0000506	Prbk.g_01110	Prap.g_01194
OG0000507	Prbk.g_01111	Prap.g_01193
OG0000508	Prbk.g_01115	Prap.g_01191
OG0000509	Prbk.g_01116	Prap.g_01190
OG0000510	Prbk.g_01117	Prap.g_01189
OG0000511	Prbk.g_01118	Prap.g_01188
OG0000512	Prbk.g_01119	Prap.g_01187
OG0000513	Prbk.g_01120	Prap.g_01186
OG0000514	Prbk.g_01121	Prap.g_01185
OG0000515	Prbk.g_01124	Prap.g_01182
OG0000516	Prbk.g_01125	Prap.g_01181
OG0000517	Prbk.g_01126	Prap.g_01180
OG0000518	Prbk.g_01130	Prap.g_01177
OG0000519	Prbk.g_01131	Prap.g_01176
OG0000520	Prbk.g_01132	Prap.g_01175
OG0000521	Prbk.g_01133	Prap.g_01174
OG0000522	Prbk.g_01139	Prap.g_01173
OG0000523	Prbk.g_01140	Prap.g_01172
OG0000524	Prbk.g_01141	Prap.g_01171
OG0000525	Prbk.g_01143	Prap.g_01169
OG0000526	Prbk.g_01144	Prap.g_01168
OG0000527	Prbk.g_01145	Prap.g_01167
OG0000528	Prbk.g_01146	Prap.g_01166
OG0000529	Prbk.g_01147	Prap.g_01165
OG0000530	Prbk.g_01148	Prap.g_01164
OG0000531	Prbk.g_01151	Prap.g_01162
OG0000532	Prbk.g_01153	Prap.g_01161
OG0000533	Prbk.g_01154	Prap.g_01160
OG0000534	Prbk.g_01155	Prap.g_01159
OG0000535	Prbk.g_01156	Prap.g_01158
OG0000536	Prbk.g_01157	Prap.g_01157
OG0000537	Prbk.g_01158	Prap.g_01156
OG0000538	Prbk.g_01159	Prap.g_01155
OG0000539	Prbk.g_01161	Prap.g_01154
OG0000540	Prbk.g_01163	Prap.g_01153
OG0000541	Prbk.g_02602	Prap.g_01152
OG0000542	Prbk.g_02603	Prap.g_01151
OG0000543	Prbk.g_02604	Prap.g_01150
OG0000544	Prbk.g_02605	Prap.g_01149
OG0000545	Prbk.g_02608	Prap.g_01147
OG0000546	Prbk.g_02609	Prap.g_01146
OG0000547	Prbk.g_02611	Prap.g_01144
OG0000548	Prbk.g_02616	Prap.g_01142
OG0000549	Prbk.g_02617	Prap.g_01141
OG0000550	Prbk.g_02618	Prap.g_01140
OG0000551	Prbk.g_02621	Prap.g_01138
OG0000552	Prbk.g_02623	Prap.g_01137
OG0000553	Prbk.g_02624	Prap.g_00397
OG0000554	Prbk.g_02626	Prap.g_00396
OG0000555	Prbk.g_02627	Prap.g_00395
OG0000556	Prbk.g_02628	Prap.g_00394
OG0000557	Prbk.g_02629	Prap.g_00393
OG0000558	Prbk.g_02631	Prap.g_00392
OG0000559	Prbk.g_02632	Prap.g_00391
OG0000560	Prbk.g_02634	Prap.g_00389
OG0000561	Prbk.g_02635	Prap.g_00388
OG0000562	Prbk.g_02637	Prap.g_00386
OG0000563	Prbk.g_02638	Prap.g_00385
OG0000564	Prbk.g_02639	Prap.g_00384
OG0000565	Prbk.g_02647	Prap.g_00383
OG0000566	Prbk.g_02648	Prap.g_00382
OG0000567	Prbk.g_02649	Prap.g_00381
OG0000568	Prbk.g_02650	Prap.g_00380
OG0000569	Prbk.g_02651	Prap.g_00379
OG0000570	Prbk.g_02654	Prap.g_00378
