Orthogroup	Prbk	Prah
OG0000049	Prbk.g_01243	Prah.g_01110, Prah.g_01114
OG0000049	Prbk.g_02676, Prbk.g_00040	Prah.g_00928
OG0000049	Prbk.g_01285	Prah.g_00551
OG0000049	Prbk.g_01943, Prbk.g_00240	Prah.g_00274
OG0000049	Prbk.g_01100	Prah.g_01080, Prah.g_00925
OG0000050	Prbk.g_01617	Prah.g_00038
OG0000051	Prbk.g_00764	Prah.g_02295
OG0000052	Prbk.g_00925	Prah.g_01660
OG0000053	Prbk.g_01094	Prah.g_01485
OG0000054	Prbk.g_01468	Prah.g_01812
OG0000055	Prbk.g_02493	Prah.g_00641
OG0000056	Prbk.g_00694	Prah.g_02425
OG0000058	Prbk.g_02113	Prah.g_00312
OG0000059	Prbk.g_01765	Prah.g_01027
OG0000062	Prbk.g_02195	Prah.g_02524
OG0000063	Prbk.g_01496	Prah.g_01257
OG0000065	Prbk.g_01183	Prah.g_01364
OG0000066	Prbk.g_00477	Prah.g_02192
OG0000068	Prbk.g_00796, Prbk.g_00944	Prah.g_01995
OG0000069	Prbk.g_00480	Prah.g_02196
OG0000069	Prbk.g_01209	Prah.g_00358
OG0000070	Prbk.g_00094	Prah.g_00341
OG0000070	Prbk.g_00841	Prah.g_01968
OG0000070	Prbk.g_02591	Prah.g_00543
OG0000071	Prbk.g_02290	Prah.g_00013
OG0000072	Prbk.g_00472	Prah.g_02187
OG0000073	Prbk.g_00709	Prah.g_00445
OG0000074	Prbk.g_01815	Prah.g_00974
OG0000075	Prbk.g_02475	Prah.g_00660
OG0000076	Prbk.g_00056	Prah.g_00915
OG0000078	Prbk.g_00476	Prah.g_02191
OG0000079	Prbk.g_00931	Prah.g_01654
OG0000080	Prbk.g_02012	Prah.g_01609
OG0000081	Prbk.g_00512	Prah.g_02230
OG0000082	Prbk.g_02204	Prah.g_02533
OG0000083	Prbk.g_02281	Prah.g_00004
OG0000084	Prbk.g_02284	Prah.g_00007
OG0000085	Prbk.g_01626	Prah.g_00029
OG0000087	Prbk.g_02126	Prah.g_02458
OG0000088	Prbk.g_00191	Prah.g_00194
OG0000089	Prbk.g_00206	Prah.g_00176, Prah.g_00180
OG0000090	Prbk.g_00559	Prah.g_02268
OG0000091	Prbk.g_00776	Prah.g_02307
OG0000092	Prbk.g_00777	Prah.g_02308
OG0000093	Prbk.g_01280	Prah.g_02324
OG0000094	Prbk.g_01251	Prah.g_02362
OG0000095	Prbk.g_00632	Prah.g_02371
OG0000096	Prbk.g_01001	Prah.g_02089
OG0000097	Prbk.g_00409	Prah.g_02126
OG0000098	Prbk.g_00422	Prah.g_02139
OG0000099	Prbk.g_00434	Prah.g_02151
OG0000100	Prbk.g_00438	Prah.g_02155
OG0000101	Prbk.g_00361	Prah.g_00208
OG0000102	Prbk.g_02209	Prah.g_02538
OG0000103	Prbk.g_02114	Prah.g_00313, Prah.g_00314
OG0000104	Prbk.g_02061	Prah.g_01566
OG0000105	Prbk.g_01862	Prah.g_01544
OG0000106	Prbk.g_01078	Prah.g_01503
OG0000107	Prbk.g_01080	Prah.g_01501
OG0000108	Prbk.g_02684	Prah.g_01476
OG0000109	Prbk.g_01890	Prah.g_01465
OG0000110	Prbk.g_01871	Prah.g_01446
OG0000111	Prbk.g_00740	Prah.g_00474
OG0000112	Prbk.g_00739	Prah.g_00473
OG0000113	Prbk.g_02370	Prah.g_00752
OG0000114	Prbk.g_02466	Prah.g_00669, Prah.g_01823
OG0000115	Prbk.g_02324	Prah.g_00796
OG0000116	Prbk.g_02316	Prah.g_00805
OG0000117	Prbk.g_00059	Prah.g_00912
OG0000118	Prbk.g_02271	Prah.g_02597
OG0000119	Prbk.g_02197	Prah.g_02526
OG0000120	Prbk.g_00144	Prah.g_01315
OG0000121	Prbk.g_00138	Prah.g_01254
OG0000122	Prbk.g_00185	Prah.g_01276
OG0000123	Prbk.g_00121	Prah.g_01237, Prah.g_01238
OG0000124	Prbk.g_00066	Prah.g_00905
OG0000125	Prbk.g_01169	Prah.g_01378
OG0000126	Prbk.g_02052	Prah.g_01576
OG0000127	Prbk.g_00243	Prah.g_00424
OG0000128	Prbk.g_00260	Prah.g_00407
OG0000129	Prbk.g_01212	Prah.g_00361
OG0000130	Prbk.g_00913	Prah.g_01672
OG0000131	Prbk.g_01417	Prah.g_01725
OG0000132	Prbk.g_01414	Prah.g_01728
OG0000133	Prbk.g_00987	Prah.g_02038
OG0000134	Prbk.g_00950	Prah.g_02001
OG0000135	Prbk.g_00948	Prah.g_01999
OG0000136	Prbk.g_00528	Prah.g_02244
OG0000137	Prbk.g_01540	Prah.g_00089
OG0000138	Prbk.g_02168	Prah.g_02498
OG0000139	Prbk.g_02252	Prah.g_02578
OG0000140	Prbk.g_02279	Prah.g_00002
OG0000141	Prbk.g_02280	Prah.g_00003
OG0000142	Prbk.g_02282	Prah.g_00005
OG0000143	Prbk.g_02283	Prah.g_00006
OG0000144	Prbk.g_02285	Prah.g_00008
OG0000145	Prbk.g_02287	Prah.g_00010
OG0000146	Prbk.g_02288	Prah.g_00011
OG0000147	Prbk.g_02289	Prah.g_00012
OG0000148	Prbk.g_02291	Prah.g_00014
OG0000149	Prbk.g_01639	Prah.g_00016
OG0000150	Prbk.g_01638	Prah.g_00017
OG0000151	Prbk.g_01633	Prah.g_00022
OG0000152	Prbk.g_01632	Prah.g_00023
OG0000153	Prbk.g_01631	Prah.g_00024
OG0000154	Prbk.g_01630	Prah.g_00025
OG0000155	Prbk.g_01629	Prah.g_00026
OG0000156	Prbk.g_01628	Prah.g_00027
OG0000157	Prbk.g_01627	Prah.g_00028
OG0000158	Prbk.g_01625	Prah.g_00030
OG0000159	Prbk.g_01624	Prah.g_00031
OG0000160	Prbk.g_01623	Prah.g_00032
OG0000161	Prbk.g_01622	Prah.g_00033
OG0000162	Prbk.g_01621	Prah.g_00034
OG0000163	Prbk.g_01619	Prah.g_00036
OG0000164	Prbk.g_01614	Prah.g_00041
OG0000165	Prbk.g_01609	Prah.g_00046
OG0000166	Prbk.g_01608	Prah.g_00047
OG0000167	Prbk.g_01607	Prah.g_00048
OG0000168	Prbk.g_01606	Prah.g_00049
OG0000169	Prbk.g_01604	Prah.g_00051
OG0000170	Prbk.g_02158	Prah.g_02488
OG0000171	Prbk.g_02156	Prah.g_02486
OG0000172	Prbk.g_02155	Prah.g_02485
OG0000173	Prbk.g_02148	Prah.g_02478
OG0000174	Prbk.g_02141	Prah.g_02471
OG0000175	Prbk.g_02133	Prah.g_02466
OG0000176	Prbk.g_02125	Prah.g_02457
OG0000177	Prbk.g_02124	Prah.g_02454
OG0000178	Prbk.g_02123	Prah.g_02453
OG0000179	Prbk.g_01326	Prah.g_01830
OG0000180	Prbk.g_01324	Prah.g_01833
OG0000181	Prbk.g_01323	Prah.g_01834
OG0000182	Prbk.g_01320	Prah.g_01838
OG0000183	Prbk.g_01319	Prah.g_01839
OG0000184	Prbk.g_01315	Prah.g_01843
OG0000185	Prbk.g_01309	Prah.g_01849
OG0000186	Prbk.g_01308	Prah.g_01850
OG0000187	Prbk.g_01665	Prah.g_01211
OG0000188	Prbk.g_01307	Prah.g_01851
OG0000189	Prbk.g_01304	Prah.g_01859
OG0000190	Prbk.g_01303	Prah.g_01860
OG0000191	Prbk.g_01302	Prah.g_01861
OG0000192	Prbk.g_01301	Prah.g_01862
OG0000193	Prbk.g_01300	Prah.g_01863
OG0000194	Prbk.g_01299	Prah.g_01864
OG0000195	Prbk.g_01295	Prah.g_01866
OG0000196	Prbk.g_01294	Prah.g_01867
OG0000197	Prbk.g_00035	Prah.g_01873
OG0000198	Prbk.g_00031	Prah.g_01877
OG0000199	Prbk.g_00026	Prah.g_01882
OG0000200	Prbk.g_00025	Prah.g_01883
OG0000201	Prbk.g_00024	Prah.g_01884
OG0000202	Prbk.g_00022	Prah.g_01886
OG0000203	Prbk.g_00021	Prah.g_01887
OG0000204	Prbk.g_00020	Prah.g_01888
OG0000205	Prbk.g_00018	Prah.g_01890
OG0000206	Prbk.g_00017	Prah.g_01891
OG0000207	Prbk.g_00016	Prah.g_01892
OG0000208	Prbk.g_00015	Prah.g_01893
OG0000209	Prbk.g_00014	Prah.g_01894
OG0000210	Prbk.g_00012	Prah.g_01896
OG0000211	Prbk.g_00011	Prah.g_01897
OG0000212	Prbk.g_00010	Prah.g_01898
OG0000213	Prbk.g_00007	Prah.g_01901
OG0000214	Prbk.g_00001	Prah.g_01908
OG0000215	Prbk.g_00190	Prah.g_00195
OG0000216	Prbk.g_00192	Prah.g_00193
OG0000217	Prbk.g_00194	Prah.g_00191
OG0000218	Prbk.g_00196	Prah.g_00189
OG0000219	Prbk.g_00197	Prah.g_00188
OG0000220	Prbk.g_00202	Prah.g_00183
OG0000221	Prbk.g_00207	Prah.g_00175
OG0000222	Prbk.g_00208	Prah.g_00174
OG0000223	Prbk.g_00209	Prah.g_00173
OG0000224	Prbk.g_00542	Prah.g_02252
OG0000225	Prbk.g_00544	Prah.g_02254
OG0000226	Prbk.g_00547	Prah.g_02257
OG0000227	Prbk.g_00549	Prah.g_02259
OG0000228	Prbk.g_00550	Prah.g_02260
OG0000229	Prbk.g_00551	Prah.g_02261
OG0000230	Prbk.g_00552	Prah.g_02262
OG0000231	Prbk.g_00554	Prah.g_02264
OG0000232	Prbk.g_00555	Prah.g_02265
OG0000233	Prbk.g_00560	Prah.g_02269
OG0000234	Prbk.g_00749	Prah.g_02280
OG0000235	Prbk.g_00751	Prah.g_02282
OG0000236	Prbk.g_00752	Prah.g_02283
OG0000237	Prbk.g_00753	Prah.g_02284
OG0000238	Prbk.g_00754	Prah.g_02285
OG0000239	Prbk.g_00755	Prah.g_02286
OG0000240	Prbk.g_00757	Prah.g_02288
OG0000241	Prbk.g_00758	Prah.g_02289
OG0000242	Prbk.g_00759	Prah.g_02290
OG0000243	Prbk.g_00760	Prah.g_02291
OG0000244	Prbk.g_00761	Prah.g_02292
OG0000245	Prbk.g_00763	Prah.g_02294
OG0000246	Prbk.g_00765	Prah.g_02296
OG0000247	Prbk.g_00766	Prah.g_02297
OG0000248	Prbk.g_00767	Prah.g_02298
OG0000249	Prbk.g_00768	Prah.g_02299
OG0000250	Prbk.g_00769	Prah.g_02300
OG0000251	Prbk.g_00770	Prah.g_02301
OG0000252	Prbk.g_00771	Prah.g_02302
OG0000253	Prbk.g_00772	Prah.g_02303
OG0000254	Prbk.g_00774	Prah.g_02305
OG0000255	Prbk.g_00775	Prah.g_02306
OG0000256	Prbk.g_00778	Prah.g_02309
OG0000257	Prbk.g_00779	Prah.g_02310
OG0000258	Prbk.g_00780	Prah.g_02311
OG0000259	Prbk.g_00781	Prah.g_02312
OG0000260	Prbk.g_00782	Prah.g_02313
OG0000261	Prbk.g_00783	Prah.g_02314
OG0000262	Prbk.g_00784	Prah.g_02315
OG0000263	Prbk.g_00785	Prah.g_02316
OG0000264	Prbk.g_02425	Prah.g_00709
OG0000265	Prbk.g_01283	Prah.g_02321
OG0000266	Prbk.g_01281	Prah.g_02323
OG0000267	Prbk.g_01277	Prah.g_02334
OG0000268	Prbk.g_01275	Prah.g_02336
OG0000269	Prbk.g_01272	Prah.g_02339
OG0000270	Prbk.g_01270	Prah.g_02341
OG0000271	Prbk.g_01267	Prah.g_02344
OG0000272	Prbk.g_01266	Prah.g_02345
OG0000273	Prbk.g_01263	Prah.g_02350
OG0000274	Prbk.g_01261	Prah.g_02352
OG0000275	Prbk.g_01260	Prah.g_02353
OG0000276	Prbk.g_01259	Prah.g_02354
OG0000277	Prbk.g_01258	Prah.g_02355
OG0000278	Prbk.g_01257	Prah.g_02356
OG0000279	Prbk.g_01256	Prah.g_02357
OG0000280	Prbk.g_01255	Prah.g_02358
OG0000281	Prbk.g_01253	Prah.g_02360
OG0000282	Prbk.g_01252	Prah.g_02361
OG0000283	Prbk.g_01245	Prah.g_02364
OG0000284	Prbk.g_01244	Prah.g_02365
OG0000285	Prbk.g_00631	Prah.g_02370
OG0000286	Prbk.g_00633	Prah.g_02372
OG0000287	Prbk.g_00686	Prah.g_02420
OG0000288	Prbk.g_00685	Prah.g_02419
OG0000289	Prbk.g_00683	Prah.g_02418
OG0000290	Prbk.g_00682	Prah.g_02417
OG0000291	Prbk.g_00680	Prah.g_02415
OG0000292	Prbk.g_00670	Prah.g_02411
OG0000293	Prbk.g_00669	Prah.g_02410
OG0000294	Prbk.g_00668	Prah.g_02409
OG0000295	Prbk.g_00662	Prah.g_02403
OG0000296	Prbk.g_00661	Prah.g_02402
OG0000297	Prbk.g_00658	Prah.g_02400
OG0000298	Prbk.g_00657	Prah.g_02399
OG0000299	Prbk.g_00656	Prah.g_02398
OG0000300	Prbk.g_00655	Prah.g_02397
OG0000301	Prbk.g_00654	Prah.g_02396
OG0000302	Prbk.g_00653	Prah.g_02395
OG0000303	Prbk.g_00652	Prah.g_02394
OG0000304	Prbk.g_00650	Prah.g_02392
OG0000305	Prbk.g_00649	Prah.g_02391
OG0000306	Prbk.g_00648	Prah.g_02390
OG0000307	Prbk.g_01364	Prah.g_01786
OG0000308	Prbk.g_01136	Prah.g_01411
OG0000309	Prbk.g_01135	Prah.g_01412
OG0000310	Prbk.g_01134	Prah.g_01413
OG0000311	Prbk.g_01368	Prah.g_01782
OG0000312	Prbk.g_01369	Prah.g_01781
OG0000313	Prbk.g_01521	Prah.g_01779
OG0000314	Prbk.g_01515	Prah.g_01773
OG0000315	Prbk.g_01514	Prah.g_01772
OG0000316	Prbk.g_01900	Prah.g_02074
OG0000317	Prbk.g_01012	Prah.g_02078
OG0000318	Prbk.g_01011	Prah.g_02079
OG0000319	Prbk.g_01010	Prah.g_02080
OG0000320	Prbk.g_01008	Prah.g_02082
OG0000321	Prbk.g_01003	Prah.g_02087
OG0000322	Prbk.g_00371	Prah.g_02098
OG0000323	Prbk.g_00372	Prah.g_02099
OG0000324	Prbk.g_00374	Prah.g_02101
OG0000325	Prbk.g_00376	Prah.g_02103
OG0000326	Prbk.g_00378	Prah.g_02105
OG0000327	Prbk.g_00384	Prah.g_02111
OG0000328	Prbk.g_01365	Prah.g_01785
OG0000329	Prbk.g_00397	Prah.g_02114
OG0000330	Prbk.g_00398	Prah.g_02115
OG0000331	Prbk.g_00400	Prah.g_02117
OG0000332	Prbk.g_00401	Prah.g_02118
OG0000333	Prbk.g_00402	Prah.g_02119
OG0000334	Prbk.g_00403	Prah.g_02120
OG0000335	Prbk.g_00404	Prah.g_02121
OG0000336	Prbk.g_00406	Prah.g_02123
OG0000337	Prbk.g_00411	Prah.g_02128
OG0000338	Prbk.g_00412	Prah.g_02129
OG0000339	Prbk.g_00413	Prah.g_02130
OG0000340	Prbk.g_00415	Prah.g_02132
OG0000341	Prbk.g_00420	Prah.g_02137
OG0000342	Prbk.g_00421	Prah.g_02138
OG0000343	Prbk.g_00423	Prah.g_02140
OG0000344	Prbk.g_00425	Prah.g_02142
OG0000345	Prbk.g_00426	Prah.g_02143
OG0000346	Prbk.g_00427	Prah.g_02144
OG0000347	Prbk.g_00428	Prah.g_02145
OG0000348	Prbk.g_00429	Prah.g_02146
OG0000349	Prbk.g_00430	Prah.g_02147
OG0000350	Prbk.g_00431	Prah.g_02148
OG0000351	Prbk.g_00435	Prah.g_02152
OG0000352	Prbk.g_00439	Prah.g_02156
OG0000353	Prbk.g_00442	Prah.g_02157
OG0000354	Prbk.g_00443	Prah.g_02158
OG0000355	Prbk.g_00444	Prah.g_02159
OG0000356	Prbk.g_00449	Prah.g_02166
OG0000357	Prbk.g_00450	Prah.g_02167
OG0000358	Prbk.g_00451	Prah.g_02168
OG0000359	Prbk.g_00453	Prah.g_02170
OG0000360	Prbk.g_00456	Prah.g_02172
OG0000361	Prbk.g_00457	Prah.g_02173
OG0000362	Prbk.g_00458	Prah.g_02174
OG0000363	Prbk.g_00460	Prah.g_02175
OG0000364	Prbk.g_00461	Prah.g_02176
OG0000365	Prbk.g_00462	Prah.g_02177
OG0000366	Prbk.g_00463	Prah.g_02178
OG0000367	Prbk.g_00464	Prah.g_02179
OG0000368	Prbk.g_00465	Prah.g_02180
OG0000369	Prbk.g_00466	Prah.g_02181
OG0000370	Prbk.g_00467	Prah.g_02182
OG0000371	Prbk.g_00468	Prah.g_02183
OG0000372	Prbk.g_00471	Prah.g_02186
OG0000373	Prbk.g_00481	Prah.g_02197
OG0000374	Prbk.g_00483	Prah.g_02199
OG0000375	Prbk.g_00492	Prah.g_02207
OG0000376	Prbk.g_00853	Prah.g_01956
OG0000377	Prbk.g_00860	Prah.g_01949
OG0000378	Prbk.g_00861	Prah.g_01948
OG0000379	Prbk.g_00871	Prah.g_01940
OG0000380	Prbk.g_00873	Prah.g_01938
OG0000381	Prbk.g_00874	Prah.g_01937
OG0000382	Prbk.g_00876	Prah.g_01935
OG0000383	Prbk.g_00881	Prah.g_01930
OG0000384	Prbk.g_00882	Prah.g_01929
OG0000385	Prbk.g_00888	Prah.g_01922
OG0000386	Prbk.g_00889	Prah.g_01921
OG0000387	Prbk.g_00890	Prah.g_01920
OG0000388	Prbk.g_00891	Prah.g_01919
OG0000389	Prbk.g_00892	Prah.g_01918
OG0000390	Prbk.g_00893	Prah.g_01917
OG0000391	Prbk.g_00894	Prah.g_01916
OG0000392	Prbk.g_00895	Prah.g_01915
OG0000393	Prbk.g_00365	Prah.g_00204
OG0000394	Prbk.g_00364	Prah.g_00205
OG0000395	Prbk.g_00360	Prah.g_00209
OG0000396	Prbk.g_02556	Prah.g_00579
OG0000397	Prbk.g_01321	Prah.g_01837
OG0000398	Prbk.g_00924	Prah.g_01661
OG0000399	Prbk.g_01693	Prah.g_01181
OG0000400	Prbk.g_01902	Prah.g_02072
OG0000401	Prbk.g_00352	Prah.g_00218
OG0000402	Prbk.g_00351	Prah.g_00219
OG0000403	Prbk.g_00339	Prah.g_00221
OG0000404	Prbk.g_00329	Prah.g_00229
OG0000405	Prbk.g_00328	Prah.g_00230
OG0000406	Prbk.g_00326	Prah.g_00232
OG0000407	Prbk.g_00325	Prah.g_00233
OG0000408	Prbk.g_00324	Prah.g_00234
OG0000409	Prbk.g_00323	Prah.g_00235
OG0000410	Prbk.g_00321	Prah.g_00237
OG0000411	Prbk.g_00320	Prah.g_00238
OG0000412	Prbk.g_00319	Prah.g_00239
OG0000413	Prbk.g_00318	Prah.g_00240
OG0000414	Prbk.g_00317	Prah.g_00241
OG0000415	Prbk.g_00316	Prah.g_00242
OG0000416	Prbk.g_00315	Prah.g_00247
OG0000417	Prbk.g_00311	Prah.g_00251
OG0000418	Prbk.g_00310	Prah.g_00252
OG0000419	Prbk.g_00309	Prah.g_00253
OG0000420	Prbk.g_00308	Prah.g_00254
OG0000421	Prbk.g_00301	Prah.g_00255
OG0000422	Prbk.g_00299	Prah.g_00257
OG0000423	Prbk.g_00298	Prah.g_00258
OG0000424	Prbk.g_00295	Prah.g_00261
OG0000425	Prbk.g_02088	Prah.g_00290
OG0000426	Prbk.g_02089	Prah.g_00291
OG0000427	Prbk.g_02092	Prah.g_00294
OG0000428	Prbk.g_02105	Prah.g_00304
OG0000429	Prbk.g_02107	Prah.g_00306
OG0000430	Prbk.g_02109	Prah.g_00308
OG0000431	Prbk.g_02111	Prah.g_00310
OG0000432	Prbk.g_02112	Prah.g_00311
OG0000433	Prbk.g_02053	Prah.g_01575
OG0000434	Prbk.g_02056	Prah.g_01572
OG0000435	Prbk.g_02060	Prah.g_01567
OG0000436	Prbk.g_02062	Prah.g_01565
OG0000437	Prbk.g_02064	Prah.g_01563
OG0000438	Prbk.g_02065	Prah.g_01562
OG0000439	Prbk.g_02066	Prah.g_01561
OG0000440	Prbk.g_02069	Prah.g_01558
OG0000441	Prbk.g_02071	Prah.g_01556
OG0000442	Prbk.g_02072	Prah.g_01555
OG0000443	Prbk.g_02073	Prah.g_01554
OG0000444	Prbk.g_02074	Prah.g_01553
OG0000445	Prbk.g_02075	Prah.g_01552
OG0000446	Prbk.g_02076	Prah.g_01551
OG0000447	Prbk.g_02077	Prah.g_01550
OG0000448	Prbk.g_02078	Prah.g_01549
OG0000449	Prbk.g_01865	Prah.g_01541
OG0000450	Prbk.g_01041	Prah.g_01540
OG0000451	Prbk.g_01042	Prah.g_01539
OG0000452	Prbk.g_01043	Prah.g_01538
OG0000453	Prbk.g_01046	Prah.g_01535
OG0000454	Prbk.g_01047	Prah.g_01534
OG0000455	Prbk.g_01048	Prah.g_01533
OG0000456	Prbk.g_01049	Prah.g_01532
OG0000457	Prbk.g_01050	Prah.g_01530
OG0000458	Prbk.g_01051	Prah.g_01529
OG0000459	Prbk.g_01052	Prah.g_01528
OG0000460	Prbk.g_01054	Prah.g_01526
OG0000461	Prbk.g_01055	Prah.g_01525
OG0000462	Prbk.g_01056	Prah.g_01524
OG0000463	Prbk.g_01061	Prah.g_01519
OG0000464	Prbk.g_01066	Prah.g_01514
OG0000465	Prbk.g_01067	Prah.g_01513
OG0000466	Prbk.g_01068	Prah.g_01512
OG0000467	Prbk.g_01070	Prah.g_01510
OG0000468	Prbk.g_01071	Prah.g_01509
OG0000469	Prbk.g_01076	Prah.g_01505
OG0000470	Prbk.g_01965	Prah.g_01094
OG0000471	Prbk.g_01772	Prah.g_01035
OG0000472	Prbk.g_01081	Prah.g_01500
OG0000473	Prbk.g_01083	Prah.g_01498
OG0000474	Prbk.g_01085	Prah.g_01496
OG0000475	Prbk.g_01086	Prah.g_01495
OG0000476	Prbk.g_01092	Prah.g_01489
OG0000477	Prbk.g_01095	Prah.g_01484
OG0000478	Prbk.g_01097	Prah.g_01482
OG0000479	Prbk.g_01099	Prah.g_01480
OG0000480	Prbk.g_02686	Prah.g_01474
OG0000481	Prbk.g_01898	Prah.g_01473
OG0000482	Prbk.g_01897	Prah.g_01472
OG0000483	Prbk.g_01895	Prah.g_01470
OG0000484	Prbk.g_01894	Prah.g_01469
OG0000485	Prbk.g_01893	Prah.g_01468
OG0000486	Prbk.g_01892	Prah.g_01467
OG0000487	Prbk.g_01891	Prah.g_01466
OG0000488	Prbk.g_01889	Prah.g_01464
OG0000489	Prbk.g_01888	Prah.g_01463
OG0000490	Prbk.g_01887	Prah.g_01462
OG0000491	Prbk.g_01886	Prah.g_01461
OG0000492	Prbk.g_01885	Prah.g_01460
OG0000493	Prbk.g_01884	Prah.g_01459
OG0000494	Prbk.g_01882	Prah.g_01458
OG0000495	Prbk.g_01881	Prah.g_01457
OG0000496	Prbk.g_01879	Prah.g_01454
OG0000497	Prbk.g_01877	Prah.g_01452
OG0000498	Prbk.g_01876	Prah.g_01451
OG0000499	Prbk.g_01874	Prah.g_01449
OG0000500	Prbk.g_01873	Prah.g_01448
OG0000501	Prbk.g_01104	Prah.g_01445
OG0000502	Prbk.g_01105	Prah.g_01444
OG0000503	Prbk.g_01106	Prah.g_01443
OG0000504	Prbk.g_01108	Prah.g_01441
OG0000505	Prbk.g_01109	Prah.g_01440
OG0000506	Prbk.g_01110	Prah.g_01439
OG0000507	Prbk.g_01111	Prah.g_01438
OG0000508	Prbk.g_01115	Prah.g_01434
OG0000509	Prbk.g_01116	Prah.g_01433
OG0000510	Prbk.g_01117	Prah.g_01432
OG0000511	Prbk.g_01118	Prah.g_01431
OG0000512	Prbk.g_01119	Prah.g_01430
OG0000513	Prbk.g_01120	Prah.g_01429
OG0000514	Prbk.g_01121	Prah.g_01428
OG0000515	Prbk.g_01124	Prah.g_01425
OG0000516	Prbk.g_01125	Prah.g_01424
OG0000517	Prbk.g_01126	Prah.g_01423
OG0000518	Prbk.g_01130	Prah.g_01417
OG0000519	Prbk.g_01131	Prah.g_01416
OG0000520	Prbk.g_01132	Prah.g_01415
OG0000521	Prbk.g_01133	Prah.g_01414
OG0000522	Prbk.g_01139	Prah.g_01408
OG0000523	Prbk.g_01140	Prah.g_01407
OG0000524	Prbk.g_01141	Prah.g_01406
OG0000525	Prbk.g_01143	Prah.g_01404
OG0000526	Prbk.g_01144	Prah.g_01403
OG0000527	Prbk.g_01145	Prah.g_01402
OG0000528	Prbk.g_01146	Prah.g_01401
OG0000529	Prbk.g_01147	Prah.g_01400
OG0000530	Prbk.g_01148	Prah.g_01399
OG0000531	Prbk.g_01151	Prah.g_01396
OG0000532	Prbk.g_01153	Prah.g_01394
OG0000533	Prbk.g_01154	Prah.g_01393
OG0000534	Prbk.g_01155	Prah.g_01392
OG0000535	Prbk.g_01156	Prah.g_01391
OG0000536	Prbk.g_01157	Prah.g_01390
OG0000537	Prbk.g_01158	Prah.g_01389
OG0000538	Prbk.g_01159	Prah.g_01388
OG0000539	Prbk.g_01161	Prah.g_01387
OG0000540	Prbk.g_01163	Prah.g_01385
OG0000541	Prbk.g_02602	Prah.g_00532
OG0000542	Prbk.g_02603	Prah.g_00531
OG0000543	Prbk.g_02604	Prah.g_00530
OG0000544	Prbk.g_02605	Prah.g_00529
OG0000545	Prbk.g_02608	Prah.g_00526
OG0000546	Prbk.g_02609	Prah.g_00525
OG0000547	Prbk.g_02611	Prah.g_00523
OG0000548	Prbk.g_02616	Prah.g_00518
OG0000549	Prbk.g_02617	Prah.g_00517
OG0000550	Prbk.g_02618	Prah.g_00516
OG0000551	Prbk.g_02621	Prah.g_00513
OG0000552	Prbk.g_02623	Prah.g_00510
